Orthogroup	Duplications (all)	Duplications (50% support)
OG0001040	3	3
OG0001041	5	4
OG0001042	11	10
OG0001043	5	5
OG0001044	5	5
OG0001045	5	4
OG0001046	5	2
OG0001047	5	5
OG0001048	3	1
OG0001049	4	4
OG0001050	5	5
OG0001051	2	1
OG0001052	6	6
OG0001053	16	13
OG0001054	4	4
OG0001055	4	1
OG0001056	25	25
OG0001057	12	10
OG0001058	15	9
OG0001059	4	4
OG0001060	3	3
OG0001061	20	20
OG0001062	7	7
OG0001063	19	19
OG0001064	6	6
OG0001065	6	5
OG0001066	2	2
OG0001067	4	1
OG0001068	5	2
OG0001069	6	6
OG0001070	6	6
OG0001071	9	8
OG0001072	7	7
OG0001073	24	24
OG0001074	18	18
OG0001075	9	8
OG0001076	14	14
OG0001077	13	12
OG0001078	13	11
OG0001079	16	15
OG0001080	25	25
OG0001081	22	22
OG0001082	24	24
OG0001083	25	25
OG0001084	3	2
OG0001085	4	3
OG0001086	4	4
OG0001087	4	2
OG0001088	24	24
OG0001089	4	4
OG0001090	5	5
OG0001091	3	2
OG0001092	3	3
OG0001093	4	4
OG0001094	4	4
OG0001095	3	2
OG0001096	3	1
OG0001097	1	0
OG0001098	3	2
OG0001099	4	4
OG0001100	4	3
OG0001101	4	4
OG0001102	4	4
OG0001103	3	3
OG0001104	1	1
OG0001105	4	4
OG0001106	4	3
OG0001107	19	19
OG0001108	4	3
OG0001109	1	0
OG0001110	3	3
OG0001111	4	4
OG0001112	2	2
OG0001113	3	2
OG0001114	4	3
OG0001115	3	2
OG0001116	4	4
OG0001117	4	4
OG0001118	5	5
OG0001119	4	3
OG0001120	4	3
OG0001121	2	1
OG0001122	4	4
OG0001123	4	3
OG0001124	2	2
OG0001125	4	4
OG0001126	6	5
OG0001127	3	2
OG0001128	4	3
OG0001129	1	0
OG0001130	4	4
OG0001131	4	2
OG0001132	4	3
OG0001133	6	6
OG0001134	4	4
OG0001135	4	4
OG0001136	4	4
OG0001137	4	4
OG0001138	3	2
OG0001139	3	0
OG0001140	3	2
OG0001141	4	4
OG0001142	4	4
OG0001143	6	6
OG0001144	3	2
OG0001145	4	4
OG0001146	4	4
OG0001147	4	4
OG0001148	4	3
OG0001149	4	4
OG0001150	3	2
OG0001151	4	4
OG0001152	3	2
OG0001153	6	5
OG0001154	2	1
OG0001155	4	4
OG0001156	4	4
OG0001157	4	4
OG0001158	3	2
OG0001159	3	2
OG0001160	3	3
OG0001161	5	4
OG0001162	2	2
OG0001163	5	5
OG0001164	4	4
OG0001165	7	7
OG0001166	4	4
OG0001167	4	3
OG0001168	4	4
OG0001169	4	4
OG0001170	5	2
OG0001171	3	3
OG0001172	4	3
OG0001173	3	1
OG0001174	4	4
OG0001175	3	1
OG0001176	4	4
OG0001177	2	1
OG0001178	3	1
OG0001179	4	4
OG0001180	4	4
OG0001181	3	3
OG0001182	2	0
OG0001183	3	3
OG0001184	4	4
OG0001185	4	3
OG0001186	3	1
OG0001187	5	5
OG0001188	4	4
OG0001189	4	4
OG0001190	2	0
OG0001191	4	2
OG0001192	4	3
OG0001193	6	6
OG0001194	4	4
OG0001195	2	2
OG0001196	1	0
OG0001197	2	1
OG0001198	3	3
OG0001199	4	3
OG0001200	2	2
OG0001201	4	4
OG0001202	2	2
OG0001203	3	3
OG0001204	3	2
OG0001205	4	4
OG0001206	3	2
OG0001207	2	0
OG0001208	2	2
OG0001209	1	0
OG0001210	2	0
OG0001211	3	2
OG0001212	4	4
OG0001213	4	4
OG0001214	4	1
OG0001215	4	4
OG0001216	4	4
OG0001217	3	2
OG0001218	3	2
OG0001219	3	2
OG0001220	4	4
OG0001221	4	4
OG0001222	22	22
OG0001223	3	0
OG0001224	4	1
OG0001225	2	1
OG0001226	4	4
OG0001227	2	1
OG0001228	24	24
OG0001229	2	0
OG0001230	2	0
OG0001231	4	4
OG0001232	1	0
OG0001233	4	1
OG0001234	23	23
OG0001235	6	6
OG0001236	5	5
OG0001237	2	1
OG0001238	5	5
OG0001239	3	1
OG0001240	5	5
OG0001241	3	1
OG0001242	6	6
OG0001243	5	5
OG0001244	4	2
OG0001245	9	9
OG0001246	1	0
OG0001247	9	7
OG0001248	9	8
OG0001249	1	1
OG0001250	12	12
OG0001251	23	23
OG0001252	3	3
OG0001253	3	3
OG0001254	2	1
OG0001255	2	1
OG0001256	5	4
OG0001257	3	2
OG0001258	3	3
OG0001259	2	2
OG0001260	3	3
OG0001261	3	3
OG0001262	4	4
OG0001263	3	3
OG0001264	3	3
OG0001265	3	3
OG0001266	1	0
OG0001267	3	3
OG0001268	1	0
OG0001269	4	4
OG0001270	3	3
OG0001271	3	3
OG0001272	3	3
OG0001273	3	3
OG0001274	3	3
OG0001275	4	3
OG0001276	4	4
OG0001277	3	3
OG0001278	3	1
OG0001279	3	2
OG0001280	3	3
OG0001281	3	3
OG0001282	3	3
OG0001283	3	3
OG0001284	4	4
OG0001285	4	4
OG0001286	3	3
OG0001287	2	1
OG0001288	1	0
OG0001289	3	2
OG0001290	3	3
OG0001291	2	2
OG0001292	4	2
OG0001293	2	1
OG0001294	3	2
OG0001295	2	1
OG0001296	4	4
OG0001297	2	1
OG0001298	23	23
OG0001299	3	3
OG0001300	1	0
OG0001301	3	3
OG0001302	4	3
OG0001303	4	1
OG0001304	1	0
OG0001305	4	4
OG0001306	3	2
OG0001307	2	2
OG0001308	2	2
OG0001309	2	2
OG0001310	3	3
OG0001311	3	3
OG0001312	3	1
OG0001313	3	3
OG0001314	2	1
OG0001315	3	3
OG0001316	2	2
OG0001317	1	1
OG0001318	3	3
OG0001319	4	3
OG0001320	3	3
OG0001321	3	3
OG0001322	1	1
OG0001323	3	3
OG0001324	4	4
OG0001325	3	3
OG0001326	3	3
OG0001327	3	3
OG0001328	3	3
OG0001329	3	2
OG0001330	3	3
OG0001331	3	3
OG0001332	2	2
OG0001333	3	1
OG0001334	2	1
OG0001335	2	2
OG0001336	3	3
OG0001337	2	1
OG0001338	3	3
OG0001339	3	2
OG0001340	2	1
OG0001341	2	2
OG0001342	3	3
OG0001343	3	3
OG0001344	3	2
OG0001345	2	1
OG0001346	3	3
OG0001347	2	2
OG0001348	3	3
OG0001349	3	3
OG0001350	2	1
OG0001351	3	3
OG0001352	1	0
OG0001353	3	3
OG0001354	4	4
OG0001355	3	2
OG0001356	3	3
OG0001357	3	3
OG0001358	3	3
OG0001359	3	3
OG0001360	3	3
OG0001361	1	1
OG0001362	3	3
OG0001363	4	3
OG0001364	3	2
OG0001365	3	3
OG0001366	4	3
OG0001367	3	2
OG0001368	3	3
OG0001369	1	0
OG0001370	3	3
OG0001371	3	3
OG0001372	3	2
OG0001373	2	2
OG0001374	3	3
OG0001375	3	3
OG0001376	3	2
OG0001377	3	3
OG0001378	2	2
OG0001379	3	3
OG0001380	3	3
OG0001381	3	3
OG0001382	3	3
OG0001383	4	4
OG0001384	3	3
OG0001385	3	3
OG0001386	3	3
OG0001387	3	2
OG0001388	2	1
OG0001389	3	3
OG0001390	3	3
OG0001391	2	2
OG0001392	1	0
OG0001393	3	2
OG0001394	3	3
