ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
11	"LOC114880061"	NA	chrOU015519.1	-	8113635	8113778	8112970	8113128	8114206	8114329	11	28,30,37	0,0,0	214,36,29,41	3,0,0,1	198	99	1	1.0	1.0,1.0,1.0	0.973,1.0,1.0,0.953	0.019
12	"LOC114880061"	NA	chrOU015519.1	-	8116458	8116618	8114424	8114504	8116742	8117460	12	24,28,22	0,0,0	197,25,28,37	1,1,1,0	198	99	1	1.0	1.0,1.0,1.0	0.99,0.926,0.933,1.0	0.038
13	"LOC114880061"	NA	chrOU015519.1	-	8116742	8117460	8114424	8114504	8121069	8121853	13	15,15,24	0,0,0	97,26,25,22	3,0,0,1	198	99	0.532926289155	1.0	1.0,1.0,1.0	0.942,1.0,1.0,0.917	0.035
14	"LOC114880064"	NA	chrOU015519.1	+	8095171	8095305	8094712	8095066	8095437	8095633	14	190,181,190	2,4,5	1012,171,209,262	5,1,1,4	198	99	0.024488639564	0.22061868065221926	0.979,0.958,0.95	0.99,0.988,0.991,0.97	-0.022
15	"LOC114880048"	NA	chrOU015519.1	+	8004613	8004866	8004008	8004352	8004933	8005168	15	0,2,2	2,0,0	235,34,45,45	8,1,1,1	198	99	0.615618367169	1.0	0.0,1.0,1.0	0.936,0.944,0.957,0.957	-0.282
16	"LOC114872158"	NA	chrOU015519.1	-	7958904	7959024	7958545	7958668	7959278	7959373	16	1,2,3	3,8,5	5,0,1,1	21,8,3,5	198	99	0.333183441663	1.0	0.143,0.111,0.231	0.106,0.0,0.143,0.091	0.077
17	"LOC114872167"	NA	chrOU015519.1	+	7948579	7948704	7948343	7948499	7948777	7948930	17	83,68,59	0,0,0	344,68,56,86	0,0,1,0	198	99	1	1.0	1.0,1.0,1.0	1.0,1.0,0.966,1.0	0.008
18	"LOC114872170"	NA	chrOU015519.1	+	7945806	7945819	7945584	7945730	7945972	7946376	18	22,33,36	2,0,0	136,32,27,23	8,0,2,0	112	99	0.0491882815718	0.3644761822860203	0.907,1.0,1.0	0.938,1.0,0.923,1.0	0.004
19	"LOC114872169"	NA	chrOU015519.1	-	7942921	7943092	7941796	7942854	7943333	7943438	19	60,62,49	0,1,0	214,35,62,56	0,0,0,0	198	99	1	1.0	1.0,0.969,1.0	1.0,1.0,1.0,1.0	-0.01
20	"LOC114872169"	NA	chrOU015519.1	-	7943171	7943262	7942921	7943092	7943333	7943438	20	162,151,115	0,1,0	421,101,105,102	0,0,0,0	190	99	1	1.0	1.0,0.987,1.0	1.0,1.0,1.0,1.0	-0.004
21	"LOC114872168"	NA	chrOU015519.1	-	7939815	7939906	7939526	7939747	7939967	7940089	21	64,56,49	0,1,3	282,62,46,54	1,0,1,1	190	99	0.613017850319	1.0	1.0,0.967,0.895	0.993,1.0,0.96,0.966	-0.026
22	"LOC114872196"	NA	chrOU015519.1	+	7843955	7844072	7843233	7843859	7844177	7844574	22	166,138,116	0,0,0	622,115,130,125	2,0,0,0	198	99	1	1.0	1.0,1.0,1.0	0.994,1.0,1.0,1.0	0.002
23	"LOC114872187"	NA	chrOU015519.1	+	7836434	7836515	7836217	7836366	7836581	7836745	23	32,20,34	0,0,1	139,21,17,18	0,0,0,0	180	99	1	1.0	1.0,1.0,0.949	1.0,1.0,1.0,1.0	-0.017
24	"LOC114872197"	NA	chrOU015519.1	-	7829190	7829438	7828601	7828720	7829587	7829933	24	1430,1593,1579	0,0,1	6723,1213,1316,1461	0,0,0,0	198	99	1	1.0	1.0,1.0,0.999	1.0,1.0,1.0,1.0	-0.0
25	"LOC114872191"	NA	chrOU015519.1	-	7811200	7811876	7807297	7811122	7815112	7815253	25	85,85,161	1,0,0	449,68,81,122	0,0,0,0	198	99	1	1.0	0.977,1.0,1.0	1.0,1.0,1.0,1.0	-0.008
26	"LOC114872191"	NA	chrOU015519.1	-	7815500	7815628	7815112	7815253	7816654	7816990	26	119,193,217	0,1,1	872,136,145,190	0,0,0,0	198	99	1	1.0	1.0,0.99,0.991	1.0,1.0,1.0,1.0	-0.006
27	"LOC114872191"	NA	chrOU015519.1	-	7815500	7815670	7815112	7815253	7816654	7816990	27	191,262,290	0,1,1	1101,176,196,246	0,0,0,0	198	99	1	1.0	1.0,0.992,0.993	1.0,1.0,1.0,1.0	-0.005
28	"LOC114872190"	NA	chrOU015519.1	-	7781846	7782062	7781572	7781767	7782139	7782267	28	83,134,84	0,0,0	351,59,70,71	2,0,0,0	198	99	1	1.0	1.0,1.0,1.0	0.989,1.0,1.0,1.0	0.003
29	"LOC114872190"	NA	chrOU015519.1	-	7781960	7782062	7781572	7781767	7782139	7782267	29	114,183,130	0,0,0	489,84,98,113	2,0,0,0	198	99	1	1.0	1.0,1.0,1.0	0.992,1.0,1.0,1.0	0.002
30	"LOC114872195"	NA	chrOU015519.1	-	7778189	7778443	7777890	7778113	7778776	7778902	30	183,120,147	0,0,0	416,87,112,121	1,0,0,0	198	99	1	1.0	1.0,1.0,1.0	0.995,1.0,1.0,1.0	0.001
31	"LOC114872195"	NA	chrOU015519.1	-	7778541	7778715	7778189	7778443	7778776	7778902	31	316,166,309	1,1,1	726,133,147,238	0,0,0,0	198	99	1	1.0	0.994,0.988,0.994	1.0,1.0,1.0,1.0	-0.008
32	"LOC114872198"	NA	chrOU015519.1	+	7732086	7732151	7731915	7732000	7732293	7732501	32	7,10,6	0,0,0	32,5,9,6	1,0,0,0	164	99	1	1.0	1.0,1.0,1.0	0.951,1.0,1.0,1.0	0.012
33	"LOC114872179"	NA	chrOU015519.1	-	7706304	7706726	7705548	7705876	7706966	7707214	33	338,148,434	0,0,0	1038,209,222,424	2,0,0,0	198	99	1	1.0	1.0,1.0,1.0	0.996,1.0,1.0,1.0	0.001
34	"LOC114872179"	NA	chrOU015519.1	-	7706304	7706735	7705548	7705876	7706966	7707214	34	252,130,279	0,0,0	637,153,135,272	2,0,0,0	198	99	1	1.0	1.0,1.0,1.0	0.994,1.0,1.0,1.0	0.002
35	"LOC114872179"	NA	chrOU015519.1	-	7706304	7706793	7705548	7705876	7706966	7707214	35	234,125,268	0,0,0	609,147,124,254	2,0,0,0	198	99	1	1.0	1.0,1.0,1.0	0.993,1.0,1.0,1.0	0.002
36	"LOC114872189"	NA	chrOU015519.1	+	7686509	7687777	7686182	7686326	7687845	7687987	36	139,127,138	1,0,0	775,150,159,152	1,0,0,1	198	99	1	1.0	0.986,1.0,1.0	0.997,1.0,1.0,0.987	-0.001
37	"LOC114872242"	NA	chrOU015519.1	+	7598102	7598223	7596298	7596635	7598268	7598508	37	2,6,2	186,177,176	3,0,2,0	452,100,109,100	198	99	1	1.0	0.005,0.017,0.006	0.003,0.0,0.009,0.0	0.006
38	"LOC114872242"	NA	chrOU015519.1	+	7598268	7598508	7598102	7598223	7598613	7598796	38	1569,1457,1491	0,1,0	6830,1194,1265,1335	0,0,0,0	198	99	1	1.0	1.0,0.999,1.0	1.0,1.0,1.0,1.0	-0.0
39	"LOC114872242"	NA	chrOU015519.1	+	7598296	7598508	7597830	7598223	7598613	7598796	39	2380,2194,2244	0,1,0	10525,1827,1932,2028	0,0,0,0	198	99	1	1.0	1.0,0.999,1.0	1.0,1.0,1.0,1.0	-0.0
40	"LOC114872242"	NA	chrOU015519.1	+	7599524	7599663	7599295	7599442	7599745	7599883	40	3484,3324,3001	1,2,0	14293,2812,2564,3026	0,1,0,0	198	99	1	1.0	0.999,0.999,1.0	1.0,0.999,1.0,1.0	-0.0
41	"LOC114872242"	NA	chrOU015519.1	+	7599745	7599883	7599524	7599663	7599952	7600119	41	3429,3299,2603	0,0,1	13374,2725,2489,2861	0,0,0,0	198	99	1	1.0	1.0,1.0,0.999	1.0,1.0,1.0,1.0	-0.0
42	"LOC114872237"	NA	chrOU015519.1	+	7503482	7503663	7490171	7490281	7515081	7515197	42	0,0,1	0,0,0	5,1,1,3	0,0,0,1	198	99	1	1.0	NA,NA,1.0	1.0,1.0,1.0,0.6	0.1
43	"LOC114872255"	NA	chrOU015519.1	+	7150106	7150123	7144919	7145075	7150202	7150291	43	0,0,1	0,0,0	1,0,0,0	1,0,0,0	116	99	1	1.0	NA,NA,1.0	0.46,NA,NA,NA	0.54
44	"LOC114872262"	NA	chrOU015519.1	-	7113632	7113860	7112247	7112626	7113963	7114081	44	68,64,47	0,0,0	350,59,63,53	2,0,0,0	198	99	1	1.0	1.0,1.0,1.0	0.989,1.0,1.0,1.0	0.003
45	"LOC114872247"	NA	chrOU015519.1	+	7108109	7108271	7107920	7108023	7108881	7109114	45	189,209,194	0,1,3	1147,168,213,223	3,0,0,2	198	99	1	1.0	1.0,0.991,0.97	0.995,1.0,1.0,0.982	-0.007
46	"LOC114872248"	NA	chrOU015519.1	-	7018921	7019081	7014505	7018391	7022429	7022611	46	296,268,414	0,0,0	1150,216,357,272	2,1,4,1	198	99	1	1.0	1.0,1.0,1.0	0.997,0.991,0.978,0.993	0.01
47	"LOC114872248"	NA	chrOU015519.1	-	7019617	7022054	7018921	7019081	7022429	7022611	47	535,452,844	2,3,0	2134,358,655,478	1,0,0,0	198	99	1	1.0	0.993,0.987,1.0	0.999,1.0,1.0,1.0	-0.006
48	"LOC114872263"	NA	chrOU015519.1	+	7009573	7009669	7004293	7004636	7059311	7059389	48	1,3,4	0,0,0	7,1,4,4	1,0,0,0	195	99	1	1.0	1.0,1.0,1.0	0.78,1.0,1.0,1.0	0.055
49	"LOC114872156"	NA	chrOU015519.1	+	6941263	6941324	6896190	6897768	6955725	6955792	49	5,9,1	2,1,0	10,0,0,1	3,1,1,0	160	99	0.0140931434588	0.14383426759602327	0.607,0.848,1.0	0.673,0.0,0.0,1.0	0.4
50	"LOC114872156"	NA	chrOU015519.1	+	6941263	6941324	6896190	6897768	6966619	6966744	50	1,4,2	65,54,36	5,0,0,0	259,34,49,62	160	99	0.517584207174	1.0	0.009,0.044,0.033	0.012,0.0,0.0,0.0	0.026
51	"LOC114872156"	NA	chrOU015519.1	+	6941263	6941324	6932900	6933068	6955725	6955792	51	5,8,0	0,0,0	7,0,0,1	2,0,0,0	160	99	1	1.0	1.0,1.0,NA	0.684,NA,NA,1.0	0.158
52	"LOC114872156"	NA	chrOU015519.1	+	6941263	6941324	6932900	6933068	6966619	6966744	52	1,3,1	3,3,1	1,0,0,0	4,2,2,2	160	99	0.00444234898914	0.05872767268535182	0.171,0.382,0.382	0.134,0.0,0.0,0.0	0.278
53	"LOC114872156"	NA	chrOU015519.1	+	6941263	6941324	6935436	6935558	6955725	6955792	53	5,10,0	1,0,0	6,0,0,1	2,0,0,0	160	99	1	1.0	0.756,1.0,NA	0.65,NA,NA,1.0	0.053
54	"LOC114872156"	NA	chrOU015519.1	+	6941263	6941324	6935436	6935558	6966619	6966744	54	0,4,1	0,3,0	1,0,0,0	5,0,0,0	160	99	1	1.0	NA,0.452,1.0	0.11,NA,NA,NA	0.616
55	"LOC114872156"	NA	chrOU015519.1	+	6955725	6955792	6896190	6897768	6966619	6966744	55	6,8,2	65,54,36	24,3,2,0	259,34,49,62	166	99	0.392599316808	1.0	0.052,0.081,0.032	0.052,0.05,0.024,0.0	0.024
56	"LOC114872156"	NA	chrOU015519.1	+	6955725	6955792	6932900	6933068	6966619	6966744	56	4,7,2	3,3,1	23,2,1,0	4,2,2,2	166	99	0.39896741909	1.0	0.443,0.582,0.544	0.774,0.374,0.23,0.0	0.178
57	"LOC114872156"	NA	chrOU015519.1	+	6955725	6955792	6935436	6935558	6966619	6966744	57	5,7,2	0,3,0	23,2,1,0	5,0,0,0	166	99	1	1.0	1.0,0.582,1.0	0.733,1.0,1.0,NA	-0.05
58	"LOC114872156"	NA	chrOU015519.1	+	6955725	6955792	6941263	6941324	6966619	6966744	58	9,17,2	2,2,1	31,3,1,1	3,0,0,0	166	99	0.0164964482302	0.16248626018547524	0.729,0.835,0.544	0.86,1.0,1.0,1.0	-0.262
59	"LOC114872156"	NA	chrOU015519.1	+	6966807	6967002	6966619	6966744	6967288	6967404	59	143,140,130	1,0,0	679,83,94,133	0,0,0,0	198	99	1	1.0	0.986,1.0,1.0	1.0,1.0,1.0,1.0	-0.005
60	"LOC114879964"	NA	chrOU015519.1	+	6694999	6695217	6693843	6694097	6695298	6695388	60	186,221,273	0,1,0	1105,195,226,241	0,0,0,0	198	99	1	1.0	1.0,0.991,1.0	1.0,1.0,1.0,1.0	-0.003
61	"LOC114879963"	NA	chrOU015519.1	-	6692713	6692836	6692477	6692641	6692929	6693097	61	253,251,190	1,0,2	771,171,180,224	2,0,0,0	198	99	1	1.0	0.992,1.0,0.979	0.995,1.0,1.0,1.0	-0.008
62	"LOC114879144"	NA	chrOU015519.1	-	6535081	6535190	6534514	6534837	6535324	6535572	62	55,76,98	1,5,1	203,36,49,74	9,4,0,0	198	99	0.826574354237	1.0	0.965,0.884,0.98	0.919,0.818,1.0,1.0	0.009
63	"LOC114879144"	NA	chrOU015519.1	-	6535081	6535190	6534514	6534837	6535730	6535906	63	51,68,87	14,3,6	191,34,47,69	27,7,1,3	198	99	0.803284633528	1.0	0.646,0.919,0.879	0.78,0.708,0.959,0.92	-0.027
64	"LOC114879144"	NA	chrOU015519.1	-	6535081	6535190	6534514	6534837	6535912	6536007	64	52,69,87	12,17,7	192,35,48,68	22,5,3,9	198	99	0.144390435497	0.7902515318811358	0.684,0.67,0.861	0.814,0.778,0.889,0.791	-0.08
65	"LOC114879144"	NA	chrOU015519.1	-	6535081	6535190	6534514	6534837	6536013	6536218	65	53,70,94	82,104,150	193,35,52,70	565,90,118,138	198	99	0.00041802673948	0.008641438108167771	0.244,0.252,0.239	0.146,0.163,0.181,0.202	0.072
66	"LOC114879144"	NA	chrOU015519.1	-	6535324	6535572	6535081	6535190	6535912	6536007	66	5,10,14	1,1,0	23,7,4,8	1,1,1,0	198	99	1	1.0	0.714,0.833,1.0	0.92,0.778,0.667,1.0	0.008
67	"LOC114879140"	NA	chrOU015519.1	+	6557527	6562098	6530422	6530637	6575446	6575494	67	10,6,6	0,0,0	52,9,5,8	1,0,0,0	198	99	1	1.0	1.0,1.0,1.0	0.963,1.0,1.0,1.0	0.009
68	"LOC114879140"	NA	chrOU015519.1	+	6557527	6562098	6530422	6530637	6581212	6581562	68	3,3,2	0,0,0	13,1,0,7	1,0,0,0	198	99	1	1.0	1.0,1.0,1.0	0.867,1.0,NA,1.0	0.044
69	"LOC114879140"	NA	chrOU015519.1	+	6557527	6562098	6555266	6555860	6575446	6575494	69	20,10,12	0,1,0	95,16,10,14	2,0,0,0	198	99	1	1.0	1.0,0.833,1.0	0.96,1.0,1.0,1.0	-0.046
70	"LOC114879140"	NA	chrOU015519.1	+	6575446	6575494	6530422	6530637	6581212	6581562	70	2,1,4	0,0,0	10,1,2,2	1,0,0,0	147	99	1	1.0	1.0,1.0,1.0	0.871,1.0,1.0,1.0	0.032
71	"LOC114879140"	NA	chrOU015519.1	+	6575446	6575494	6557527	6562098	6581212	6581562	71	8,7,10	1,3,2	57,10,6,7	11,1,0,4	147	99	0.825150539789	1.0	0.843,0.611,0.771	0.777,0.871,1.0,0.541	-0.056
72	"LOC114879140"	NA	chrOU015519.1	+	6581212	6581562	6575446	6575494	6582692	6582864	72	7,8,16	0,0,0	51,7,5,7	1,0,0,0	198	99	1	1.0	1.0,1.0,1.0	0.962,1.0,1.0,1.0	0.01
73	"LOC114879140"	NA	chrOU015519.1	+	6582509	6582536	6581212	6581562	6582692	6582864	73	14,13,7	2,1,4	82,7,13,17	10,0,0,2	126	99	0.317088287752	1.0	0.846,0.911,0.579	0.866,1.0,1.0,0.87	-0.155
74	"LOC114879140"	NA	chrOU015519.1	+	6594444	6594582	6593426	6593586	6595095	6595267	74	4,5,4	12,7,9	33,1,4,7	58,10,13,9	198	99	0.867476388997	1.0	0.143,0.263,0.182	0.221,0.048,0.133,0.28	0.026
75	"LOC114879140"	NA	chrOU015519.1	+	6594456	6594582	6593426	6593586	6595095	6595267	75	8,6,8	12,7,9	40,4,5,9	58,10,13,9	198	99	0.705687185016	1.0	0.25,0.3,0.308	0.256,0.167,0.161,0.333	0.057
76	"LOC114879140"	NA	chrOU015519.1	+	6595095	6595267	6593426	6593586	6596900	6597046	76	37,28,29	1,0,0	169,24,43,24	3,0,0,1	198	99	1	1.0	0.949,1.0,1.0	0.966,1.0,1.0,0.923	0.011
77	"LOC114879140"	NA	chrOU015519.1	+	6595095	6595267	6593426	6593586	6598590	6598680	77	12,7,9	1,0,1	59,11,13,9	2,0,0,0	198	99	1	1.0	0.857,1.0,0.818	0.937,1.0,1.0,1.0	-0.093
78	"LOC114879140"	NA	chrOU015519.1	+	6595445	6595589	6595095	6595267	6596900	6597046	78	3,3,2	25,21,20	6,0,0,1	111,14,30,15	198	99	0.0488738375195	0.36297491915225916	0.057,0.067,0.048	0.026,0.0,0.0,0.032	0.043
79	"LOC114879140"	NA	chrOU015519.1	+	6596900	6597046	6593426	6593586	6598590	6598680	79	11,9,4	1,0,1	65,4,14,11	2,0,0,0	198	99	1	1.0	0.846,1.0,0.667	0.942,1.0,1.0,1.0	-0.148
80	"LOC114879140"	NA	chrOU015519.1	+	6596900	6597046	6595095	6595267	6598590	6598680	80	35,30,24	0,0,0	173,18,44,25	1,1,0,0	198	99	1	1.0	1.0,1.0,1.0	0.989,0.9,1.0,1.0	0.028
81	"LOC114879140"	NA	chrOU015519.1	+	6596900	6597046	6595095	6595267	6599860	6600086	81	26,23,20	0,0,0	120,14,32,17	2,0,0,0	198	99	1	1.0	1.0,1.0,1.0	0.968,1.0,1.0,1.0	0.008
82	"LOC114879140"	NA	chrOU015519.1	+	6597808	6597862	6596900	6597046	6598032	6598101	82	4,3,5	4,2,1	13,1,2,3	13,0,2,3	153	99	0.526302837769	1.0	0.393,0.493,0.764	0.393,1.0,0.393,0.393	0.005
83	"LOC114879140"	NA	chrOU015519.1	+	6597808	6597862	6596900	6597046	6598053	6598101	83	3,1,8	0,4,3	8,2,1,2	2,0,1,0	153	99	0.00372262473253	0.0510317996596668	1.0,0.139,0.633	0.721,1.0,0.393,1.0	-0.188
84	"LOC114879140"	NA	chrOU015519.1	+	6598032	6598101	6596900	6597046	6598590	6598680	84	10,10,9	10,9,4	41,7,8,11	62,4,14,10	168	99	0.268255548508	1.0	0.371,0.396,0.57	0.28,0.508,0.252,0.393	0.087
85	"LOC114879140"	NA	chrOU015519.1	+	6598032	6598101	6596900	6597046	6599860	6600086	85	3,1,1	1,2,0	14,1,1,3	9,0,2,2	168	99	0.570685048835	1.0	0.639,0.228,1.0	0.478,1.0,0.228,0.469	0.079
86	"LOC114879140"	NA	chrOU015519.1	+	6598053	6598101	6596900	6597046	6598590	6598680	86	5,10,8	10,9,4	22,5,5,5	62,4,14,10	147	99	0.0824693862348	0.5307970114527386	0.252,0.428,0.574	0.193,0.457,0.194,0.252	0.144
87	"LOC114879140"	NA	chrOU015519.1	+	6598053	6598101	6596900	6597046	6599860	6600086	87	0,3,2	1,2,0	2,1,1,1	9,0,2,2	147	99	0.248284633773	1.0	0.0,0.503,1.0	0.13,1.0,0.252,0.252	0.093
88	"LOC114879140"	NA	chrOU015519.1	+	6598590	6598680	6595095	6595267	6599860	6600086	88	4,6,3	0,0,0	17,2,4,6	2,0,0,0	189	99	1	1.0	1.0,1.0,1.0	0.817,1.0,1.0,1.0	0.046
89	"LOC114879140"	NA	chrOU015519.1	+	6598590	6598680	6596900	6597046	6599860	6600086	89	14,15,7	1,2,0	76,5,17,16	9,0,2,2	189	99	0.0590799260461	0.4177427014871842	0.88,0.797,1.0	0.816,1.0,0.817,0.807	0.032
90	"LOC114879140"	NA	chrOU015519.1	+	6598590	6598680	6596900	6597046	6600480	6600591	90	10,8,4	0,0,0	58,4,13,10	2,1,0,0	189	99	1	1.0	1.0,1.0,1.0	0.938,0.677,1.0,1.0	0.096
91	"LOC114879140"	NA	chrOU015519.1	+	6598590	6598680	6598032	6598101	6599860	6600086	91	13,16,14	0,0,0	46,9,13,15	1,1,0,2	189	99	0.855023781171	1.0	1.0,1.0,1.0	0.96,0.825,1.0,0.797	0.104
92	"LOC114879140"	NA	chrOU015519.1	+	6599217	6599280	6598590	6598680	6599860	6600086	92	29,6,11	4,8,4	80,9,11,26	20,2,4,6	162	99	0.416997015511	1.0	0.816,0.314,0.627	0.71,0.733,0.627,0.726	-0.113
93	"LOC114879140"	NA	chrOU015519.1	+	6599860	6600086	6596900	6597046	6600480	6600591	93	28,29,25	0,0,0	129,19,26,28	2,1,0,0	198	99	1	1.0	1.0,1.0,1.0	0.97,0.905,1.0,1.0	0.031
94	"LOC114879140"	NA	chrOU015519.1	+	6599860	6600086	6598590	6598680	6600480	6600591	94	31,35,29	0,1,0	140,21,28,32	0,0,0,0	198	99	1	1.0	1.0,0.946,1.0	1.0,1.0,1.0,1.0	-0.018
95	"LOC114879140"	NA	chrOU015519.1	+	6603539	6603592	6601109	6601209	6606799	6606906	95	1,2,2	22,12,3	11,1,0,0	59,13,9,9	152	99	0.662464098883	1.0	0.029,0.098,0.303	0.108,0.048,0.0,0.0	0.104
96	"LOC114879140"	NA	chrOU015519.1	+	6603539	6603592	6601109	6601209	6607552	6607778	96	2,1,1	2,5,1	11,1,2,3	25,1,4,9	152	99	0.468326986263	1.0	0.394,0.115,0.394	0.223,0.394,0.246,0.178	0.041
97	"LOC114879140"	NA	chrOU015519.1	+	6606799	6606906	6601109	6601209	6607552	6607638	97	28,23,8	2,5,1	135,25,21,27	25,1,4,9	198	99	0.321052388487	1.0	0.875,0.697,0.8	0.73,0.926,0.724,0.6	0.046
98	"LOC114879140"	NA	chrOU015519.1	+	6606799	6606906	6603539	6603592	6607552	6607638	98	6,12,7	1,0,1	77,12,12,18	1,0,2,3	198	99	0.154639595672	0.8271657317733433	0.75,1.0,0.778	0.975,1.0,0.75,0.75	-0.026
99	"LOC114879151"	NA	chrOU015519.1	+	6504944	6505483	6503963	6504281	6505542	6505618	99	129,112,92	1,0,0	577,90,119,123	0,0,0,0	198	99	1	1.0	0.985,1.0,1.0	1.0,1.0,1.0,1.0	-0.005
100	"LOC114879151"	NA	chrOU015519.1	+	6504944	6505483	6503963	6504281	6506149	6506810	100	39,43,31	2,1,1	172,33,41,36	9,3,4,5	198	99	0.0305660927241	0.2582575051450789	0.907,0.956,0.939	0.905,0.846,0.837,0.783	0.091
101	"LOC114879151"	NA	chrOU015519.1	+	6504944	6505483	6503963	6504281	6506218	6506810	101	33,41,29	0,0,3	167,32,41,35	1,1,0,0	198	99	0.804576613609	1.0	1.0,1.0,0.829	0.988,0.941,1.0,1.0	-0.039
102	"LOC114879151"	NA	chrOU015519.1	+	6504950	6505483	6503963	6504281	6505542	6505618	102	114,97,86	1,0,0	482,77,92,110	0,0,0,0	198	99	1	1.0	0.983,1.0,1.0	1.0,1.0,1.0,1.0	-0.006
103	"LOC114879151"	NA	chrOU015519.1	+	6504950	6505483	6503963	6504281	6506149	6506562	103	24,28,25	2,1,1	77,20,14,23	9,3,4,5	198	99	0.0046939611774	0.0609370040050068	0.857,0.933,0.926	0.811,0.769,0.636,0.697	0.177
104	"LOC114879151"	NA	chrOU015519.1	+	6505542	6505618	6503963	6504281	6506149	6506562	104	1,0,0	2,1,1	1,0,0,0	9,3,4,5	175	99	1	1.0	0.22,0.0,0.0	0.059,0.0,0.0,0.0	0.059
105	"LOC114879151"	NA	chrOU015519.1	+	6505542	6505618	6504944	6505483	6506149	6506562	105	78,55,51	6,3,2	314,42,60,60	5,1,0,1	175	99	0.00254314036717	0.03747451560340629	0.88,0.912,0.935	0.973,0.96,1.0,0.971	-0.067
106	"LOC114879151"	NA	chrOU015519.1	+	6505704	6505890	6505542	6505618	6506149	6506562	106	117,111,106	0,0,0	596,80,116,139	1,0,0,0	198	99	1	1.0	1.0,1.0,1.0	0.997,1.0,1.0,1.0	0.001
107	"LOC114879162"	NA	chrOU015519.1	-	6409538	6409664	6402403	6402593	6430813	6430959	107	5,11,20	0,0,0	36,2,5,11	1,0,0,0	198	99	1	1.0	1.0,1.0,1.0	0.947,1.0,1.0,1.0	0.013
108	"LOC114879162"	NA	chrOU015519.1	-	6409538	6409673	6402403	6402593	6430813	6430959	108	9,14,28	0,0,0	48,5,9,15	1,0,0,0	198	99	1	1.0	1.0,1.0,1.0	0.96,1.0,1.0,1.0	0.01
109	"LOC114879162"	NA	chrOU015519.1	-	6434745	6435398	6430813	6430959	6441822	6441892	109	2,0,0	0,0,0	1,0,0,0	0,0,1,0	198	99	1	1.0	1.0,NA,NA	1.0,NA,0.0,NA	0.5
