ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
43	"LOC114872255"	NA	chrOU015519.1	+	7150106	7150123	7144919	7145075	7150202	7150291	43	0,0,1	0,0,0	1,0,0,0	1,0,0,0	116	99	1	1.0	NA,NA,1.0	0.46,NA,NA,NA	0.54
44	"LOC114872262"	NA	chrOU015519.1	-	7113632	7113860	7112247	7112626	7113963	7114081	44	161,167,112	0,0,0	808,138,133,146	2,0,0,0	327	99	1	1.0	1.0,1.0,1.0	0.992,1.0,1.0,1.0	0.002
45	"LOC114872247"	NA	chrOU015519.1	+	7108109	7108271	7107920	7108023	7108881	7109114	45	250,288,266	0,1,3	1457,222,294,296	3,0,0,2	261	99	1	1.0	1.0,0.991,0.971	0.995,1.0,1.0,0.982	-0.007
46	"LOC114872248"	NA	chrOU015519.1	-	7018921	7019081	7014505	7018391	7022429	7022611	46	542,496,751	0,0,0	2138,428,685,533	2,1,4,1	259	99	1	1.0	1.0,1.0,1.0	0.998,0.994,0.985,0.995	0.007
47	"LOC114872248"	NA	chrOU015519.1	-	7019617	7022054	7018921	7019081	7022429	7022611	47	8074,6893,12004	2,3,0	28783,5048,9002,7470	1,0,0,0	2536	99	1	1.0	0.994,0.989,1.0	0.999,1.0,1.0,1.0	-0.005
48	"LOC114872263"	NA	chrOU015519.1	+	7009573	7009669	7004293	7004636	7059311	7059389	48	1,3,4	0,0,0	7,1,4,4	1,0,0,0	195	99	1	1.0	1.0,1.0,1.0	0.78,1.0,1.0,1.0	0.055
49	"LOC114872156"	NA	chrOU015519.1	+	6941263	6941324	6896190	6897768	6955725	6955792	49	5,9,1	2,1,0	10,0,0,1	3,1,1,0	160	99	0.0140931434588	0.13771498142623181	0.607,0.848,1.0	0.673,0.0,0.0,1.0	0.4
50	"LOC114872156"	NA	chrOU015519.1	+	6941263	6941324	6896190	6897768	6966619	6966744	50	1,4,2	65,54,36	5,0,0,0	259,34,49,62	160	99	0.517584207174	1.0	0.009,0.044,0.033	0.012,0.0,0.0,0.0	0.026
51	"LOC114872156"	NA	chrOU015519.1	+	6941263	6941324	6932900	6933068	6955725	6955792	51	5,8,0	0,0,0	7,0,0,1	2,0,0,0	160	99	1	1.0	1.0,1.0,NA	0.684,NA,NA,1.0	0.158
52	"LOC114872156"	NA	chrOU015519.1	+	6941263	6941324	6932900	6933068	6966619	6966744	52	1,3,1	3,3,1	1,0,0,0	4,2,2,2	160	99	0.00444234898914	0.05522599278189708	0.171,0.382,0.382	0.134,0.0,0.0,0.0	0.278
53	"LOC114872156"	NA	chrOU015519.1	+	6941263	6941324	6935436	6935558	6955725	6955792	53	5,10,0	1,0,0	6,0,0,1	2,0,0,0	160	99	1	1.0	0.756,1.0,NA	0.65,NA,NA,1.0	0.053
54	"LOC114872156"	NA	chrOU015519.1	+	6941263	6941324	6935436	6935558	6966619	6966744	54	0,4,1	0,3,0	1,0,0,0	5,0,0,0	160	99	1	1.0	NA,0.452,1.0	0.11,NA,NA,NA	0.616
55	"LOC114872156"	NA	chrOU015519.1	+	6955725	6955792	6896190	6897768	6966619	6966744	55	6,8,2	65,54,36	24,3,2,0	259,34,49,62	166	99	0.392599316808	1.0	0.052,0.081,0.032	0.052,0.05,0.024,0.0	0.024
56	"LOC114872156"	NA	chrOU015519.1	+	6955725	6955792	6932900	6933068	6966619	6966744	56	4,7,2	3,3,1	23,2,1,0	4,2,2,2	166	99	0.39896741909	1.0	0.443,0.582,0.544	0.774,0.374,0.23,0.0	0.178
57	"LOC114872156"	NA	chrOU015519.1	+	6955725	6955792	6935436	6935558	6966619	6966744	57	5,7,2	0,3,0	23,2,1,0	5,0,0,0	166	99	1	1.0	1.0,0.582,1.0	0.733,1.0,1.0,NA	-0.05
58	"LOC114872156"	NA	chrOU015519.1	+	6955725	6955792	6941263	6941324	6966619	6966744	58	9,17,2	2,2,1	31,3,1,1	3,0,0,0	166	99	0.0164964482302	0.1555925870755675	0.729,0.835,0.544	0.86,1.0,1.0,1.0	-0.262
59	"LOC114872156"	NA	chrOU015519.1	+	6966807	6967002	6966619	6966744	6967288	6967404	59	253,224,190	1,0,0	1046,136,161,208	0,0,0,0	294	99	1	1.0	0.988,1.0,1.0	1.0,1.0,1.0,1.0	-0.004
60	"LOC114879964"	NA	chrOU015519.1	+	6694999	6695217	6693843	6694097	6695298	6695388	60	329,370,437	0,1,0	1788,343,384,415	0,0,0,0	317	99	1	1.0	1.0,0.991,1.0	1.0,1.0,1.0,1.0	-0.003
61	"LOC114879963"	NA	chrOU015519.1	-	6692713	6692836	6692477	6692641	6692929	6693097	61	290,290,213	1,0,2	884,195,209,262	2,0,0,0	222	99	1	1.0	0.992,1.0,0.979	0.995,1.0,1.0,1.0	-0.008
62	"LOC114879144"	NA	chrOU015519.1	-	6535081	6535190	6534514	6534837	6535324	6535572	62	61,79,107	1,5,1	225,40,54,79	9,4,0,0	208	99	0.865848263976	1.0	0.967,0.883,0.981	0.922,0.826,1.0,1.0	0.007
63	"LOC114879144"	NA	chrOU015519.1	-	6535081	6535190	6534514	6534837	6535730	6535906	63	57,71,96	14,3,6	213,38,52,74	27,7,1,3	208	99	0.7890548619	1.0	0.66,0.918,0.884	0.79,0.721,0.961,0.922	-0.028
64	"LOC114879144"	NA	chrOU015519.1	-	6535081	6535190	6534514	6534837	6535912	6536007	64	58,72,96	12,17,7	214,39,53,73	22,5,3,9	208	99	0.128186867456	0.7238526103285449	0.697,0.668,0.867	0.822,0.788,0.894,0.794	-0.08
65	"LOC114879144"	NA	chrOU015519.1	-	6535081	6535190	6534514	6534837	6536013	6536218	65	59,73,103	82,104,150	215,39,57,75	565,90,118,138	208	99	0.000526391634791	0.010002209515970301	0.255,0.25,0.246	0.153,0.171,0.187,0.206	0.071
66	"LOC114879144"	NA	chrOU015519.1	-	6535324	6535572	6535081	6535190	6535912	6536007	66	35,40,56	1,1,0	131,27,30,39	1,1,1,0	347	99	1	1.0	0.909,0.919,1.0	0.974,0.885,0.895,1.0	0.004
67	"LOC114879140"	NA	chrOU015519.1	+	6557527	6562098	6530422	6530637	6575446	6575494	67	502,314,200	0,0,0	2399,382,399,509	1,0,0,0	4670	99	1	1.0	1.0,1.0,1.0	0.981,1.0,1.0,1.0	0.005
68	"LOC114879140"	NA	chrOU015519.1	+	6557527	6562098	6530422	6530637	6581212	6581562	68	495,311,196	0,0,0	2360,374,394,508	1,0,0,0	4670	99	1	1.0	1.0,1.0,1.0	0.98,1.0,1.0,1.0	0.005
69	"LOC114879140"	NA	chrOU015519.1	+	6557527	6562098	6555266	6555860	6575446	6575494	69	512,318,206	0,1,0	2442,389,404,515	2,0,0,0	4670	99	1	1.0	1.0,0.871,1.0	0.963,1.0,1.0,1.0	-0.034
70	"LOC114879140"	NA	chrOU015519.1	+	6575446	6575494	6530422	6530637	6581212	6581562	70	2,1,4	0,0,0	10,1,2,2	1,0,0,0	147	99	1	1.0	1.0,1.0,1.0	0.871,1.0,1.0,1.0	0.032
71	"LOC114879140"	NA	chrOU015519.1	+	6575446	6575494	6557527	6562098	6581212	6581562	71	8,7,10	1,3,2	57,10,6,7	11,1,0,4	147	99	0.825150539789	1.0	0.843,0.611,0.771	0.777,0.871,1.0,0.541	-0.056
72	"LOC114879140"	NA	chrOU015519.1	+	6581212	6581562	6575446	6575494	6582692	6582864	72	23,27,37	0,0,0	145,25,17,30	1,0,0,0	449	99	1	1.0	1.0,1.0,1.0	0.97,1.0,1.0,1.0	0.008
73	"LOC114879140"	NA	chrOU015519.1	+	6582509	6582536	6581212	6581562	6582692	6582864	73	14,13,7	2,1,4	82,7,13,17	10,0,0,2	126	99	0.317088287752	1.0	0.846,0.911,0.579	0.866,1.0,1.0,0.87	-0.155
74	"LOC114879140"	NA	chrOU015519.1	+	6594444	6594582	6593426	6593586	6595095	6595267	74	5,11,6	12,7,9	37,1,5,10	58,10,13,9	237	99	0.457216020466	1.0	0.148,0.396,0.218	0.21,0.04,0.138,0.317	0.078
75	"LOC114879140"	NA	chrOU015519.1	+	6594456	6594582	6593426	6593586	6595095	6595267	75	9,12,10	12,7,9	44,4,6,11	58,10,13,9	225	99	0.227198886954	1.0	0.248,0.43,0.328	0.25,0.15,0.169,0.35	0.106
76	"LOC114879140"	NA	chrOU015519.1	+	6595095	6595267	6593426	6593586	6596900	6597046	76	50,39,46	1,0,0	261,35,56,35	3,0,0,1	271	99	1	1.0	0.948,1.0,1.0	0.969,1.0,1.0,0.927	0.009
77	"LOC114879140"	NA	chrOU015519.1	+	6595095	6595267	6593426	6593586	6598590	6598680	77	25,18,26	1,0,1	151,22,26,20	2,0,0,0	271	99	1	1.0	0.901,1.0,0.905	0.965,1.0,1.0,1.0	-0.056
78	"LOC114879140"	NA	chrOU015519.1	+	6595445	6595589	6595095	6595267	6596900	6597046	78	3,3,3	25,21,20	8,2,0,3	111,14,30,15	243	99	0.340026494206	1.0	0.047,0.055,0.058	0.029,0.055,0.0,0.075	0.014
79	"LOC114879140"	NA	chrOU015519.1	+	6596900	6597046	6593426	6593586	6598590	6598680	79	19,23,14	1,0,1	120,9,22,21	2,0,0,0	245	99	1	1.0	0.885,1.0,0.85	0.96,1.0,1.0,1.0	-0.078
80	"LOC114879140"	NA	chrOU015519.1	+	6596900	6597046	6595095	6595267	6598590	6598680	80	43,44,34	0,0,0	228,23,52,35	1,1,0,0	245	99	1	1.0	1.0,1.0,1.0	0.989,0.903,1.0,1.0	0.027
81	"LOC114879140"	NA	chrOU015519.1	+	6596900	6597046	6595095	6595267	6599860	6600086	81	34,37,30	0,0,0	175,19,40,27	2,0,0,0	245	99	1	1.0	1.0,1.0,1.0	0.972,1.0,1.0,1.0	0.007
82	"LOC114879140"	NA	chrOU015519.1	+	6597808	6597862	6596900	6597046	6598032	6598101	82	4,3,5	4,2,1	13,1,2,3	13,0,2,3	153	99	0.526302837769	1.0	0.393,0.493,0.764	0.393,1.0,0.393,0.393	0.005
83	"LOC114879140"	NA	chrOU015519.1	+	6597808	6597862	6596900	6597046	6598053	6598101	83	3,1,8	0,4,3	8,2,1,2	2,0,1,0	153	99	0.00372262473253	0.048405278240370116	1.0,0.139,0.633	0.721,1.0,0.393,1.0	-0.188
84	"LOC114879140"	NA	chrOU015519.1	+	6598032	6598101	6596900	6597046	6598590	6598680	84	10,10,9	10,9,4	41,8,8,11	62,4,14,10	168	99	0.320158458194	1.0	0.371,0.396,0.57	0.28,0.541,0.252,0.393	0.079
85	"LOC114879140"	NA	chrOU015519.1	+	6598032	6598101	6596900	6597046	6599860	6600086	85	3,1,1	1,2,0	14,2,1,3	9,0,2,2	168	99	0.626858596619	1.0	0.639,0.228,1.0	0.478,1.0,0.228,0.469	0.079
86	"LOC114879140"	NA	chrOU015519.1	+	6598053	6598101	6596900	6597046	6598590	6598680	86	5,10,8	10,9,4	22,5,5,5	62,4,14,10	147	99	0.0824693862348	0.5220921844514381	0.252,0.428,0.574	0.193,0.457,0.194,0.252	0.144
87	"LOC114879140"	NA	chrOU015519.1	+	6598053	6598101	6596900	6597046	6599860	6600086	87	0,3,2	1,2,0	2,1,1,1	9,0,2,2	147	99	0.248284633773	1.0	0.0,0.503,1.0	0.13,1.0,0.252,0.252	0.093
88	"LOC114879140"	NA	chrOU015519.1	+	6598590	6598680	6595095	6595267	6599860	6600086	88	4,6,3	0,0,0	17,2,4,6	2,0,0,0	189	99	1	1.0	1.0,1.0,1.0	0.817,1.0,1.0,1.0	0.046
89	"LOC114879140"	NA	chrOU015519.1	+	6598590	6598680	6596900	6597046	6599860	6600086	89	14,15,7	1,2,0	76,5,17,16	9,0,2,2	189	99	0.0590799260461	0.4088167556704081	0.88,0.797,1.0	0.816,1.0,0.817,0.807	0.032
90	"LOC114879140"	NA	chrOU015519.1	+	6598590	6598680	6596900	6597046	6600480	6600591	90	10,8,4	0,0,0	58,4,13,10	2,1,0,0	189	99	1	1.0	1.0,1.0,1.0	0.938,0.677,1.0,1.0	0.096
91	"LOC114879140"	NA	chrOU015519.1	+	6598590	6598680	6598032	6598101	6599860	6600086	91	13,16,14	0,0,0	46,9,13,15	1,1,0,2	189	99	0.855023781171	1.0	1.0,1.0,1.0	0.96,0.825,1.0,0.797	0.104
92	"LOC114879140"	NA	chrOU015519.1	+	6599217	6599280	6598590	6598680	6599860	6600086	92	29,6,11	4,8,4	80,9,11,26	20,2,4,6	162	99	0.416997015511	1.0	0.816,0.314,0.627	0.71,0.733,0.627,0.726	-0.113
93	"LOC114879140"	NA	chrOU015519.1	+	6599860	6600086	6596900	6597046	6600480	6600591	93	67,49,43	0,0,0	277,54,61,72	2,1,0,0	325	99	1	1.0	1.0,1.0,1.0	0.977,0.943,1.0,1.0	0.02
94	"LOC114879140"	NA	chrOU015519.1	+	6599860	6600086	6598590	6598680	6600480	6600591	94	70,55,47	0,1,0	288,56,63,76	0,0,0,0	325	99	1	1.0	1.0,0.944,1.0	1.0,1.0,1.0,1.0	-0.019
95	"LOC114879140"	NA	chrOU015519.1	+	6603539	6603592	6601109	6601209	6606799	6606906	95	1,2,2	22,12,3	11,1,0,0	59,13,9,9	152	99	0.662464098883	1.0	0.029,0.098,0.303	0.108,0.048,0.0,0.0	0.104
96	"LOC114879140"	NA	chrOU015519.1	+	6603539	6603592	6601109	6601209	6607552	6607778	96	2,1,1	2,5,1	11,1,2,3	25,1,4,9	152	99	0.468326986263	1.0	0.394,0.115,0.394	0.223,0.394,0.246,0.178	0.041
97	"LOC114879140"	NA	chrOU015519.1	+	6606799	6606906	6601109	6601209	6607552	6607638	97	29,24,8	2,5,1	139,25,21,29	25,1,4,9	206	99	0.314675289562	1.0	0.875,0.698,0.794	0.728,0.923,0.716,0.608	0.045
98	"LOC114879140"	NA	chrOU015519.1	+	6606799	6606906	6603539	6603592	6607552	6607638	98	7,13,7	1,0,1	81,12,12,20	1,0,2,3	206	99	0.155083766628	0.8273591971509018	0.771,1.0,0.771	0.975,1.0,0.742,0.762	-0.022
99	"LOC114879151"	NA	chrOU015519.1	+	6504944	6505483	6503963	6504281	6505542	6505618	99	634,619,481	1,0,0	2595,401,516,613	0,0,0,0	638	99	1	1.0	0.99,1.0,1.0	1.0,1.0,1.0,1.0	-0.003
100	"LOC114879151"	NA	chrOU015519.1	+	6504944	6505483	6503963	6504281	6506149	6506810	100	544,550,420	2,1,1	2190,344,438,526	9,3,4,5	638	99	0.0155769059286	0.14842533496827057	0.977,0.988,0.985	0.974,0.947,0.944,0.942	0.032
101	"LOC114879151"	NA	chrOU015519.1	+	6504944	6505483	6503963	6504281	6506218	6506810	101	538,548,418	0,0,3	2185,343,438,525	1,1,0,0	638	99	1	1.0	1.0,1.0,0.956	0.997,0.982,1.0,1.0	-0.009
102	"LOC114879151"	NA	chrOU015519.1	+	6504950	6505483	6503963	6504281	6505542	6505618	102	616,602,473	1,0,0	2481,384,486,596	0,0,0,0	632	99	1	1.0	0.99,1.0,1.0	1.0,1.0,1.0,1.0	-0.003
103	"LOC114879151"	NA	chrOU015519.1	+	6504950	6505483	6503963	6504281	6506149	6506562	103	526,533,412	2,1,1	2076,327,408,509	9,3,4,5	632	99	0.0135460884434	0.13296824070836682	0.976,0.988,0.985	0.973,0.945,0.941,0.941	0.033
104	"LOC114879151"	NA	chrOU015519.1	+	6505542	6505618	6503963	6504281	6506149	6506562	104	1,0,0	2,1,1	1,0,0,0	9,3,4,5	175	99	1	1.0	0.22,0.0,0.0	0.059,0.0,0.0,0.0	0.059
105	"LOC114879151"	NA	chrOU015519.1	+	6505542	6505618	6504944	6505483	6506149	6506562	105	78,55,51	6,3,2	314,42,60,60	5,1,0,1	175	99	0.00254314036717	0.03559302690224163	0.88,0.912,0.935	0.973,0.96,1.0,0.971	-0.067
106	"LOC114879151"	NA	chrOU015519.1	+	6505704	6505890	6505542	6505618	6506149	6506562	106	168,156,145	0,0,0	852,123,176,196	1,0,0,0	285	99	1	1.0	1.0,1.0,1.0	0.997,1.0,1.0,1.0	0.001
107	"LOC114879162"	NA	chrOU015519.1	-	6409538	6409664	6402403	6402593	6430813	6430959	107	7,12,21	0,0,0	42,3,6,13	1,0,0,0	225	99	1	1.0	1.0,1.0,1.0	0.949,1.0,1.0,1.0	0.013
108	"LOC114879162"	NA	chrOU015519.1	-	6409538	6409673	6402403	6402593	6430813	6430959	108	11,16,30	0,0,0	55,6,12,17	1,0,0,0	234	99	1	1.0	1.0,1.0,1.0	0.959,1.0,1.0,1.0	0.01
