ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
28	"LOC114871547"	NA	chrOU015519.1	+	4432613	4432710	4433138	4433223	4430488	4430615	4434371	4434668	28	1050,834,1088	523,404,527	11448,2073,2199,2744	5506,985,1150,1369	196	184	0.903811656623	1.0	0.653,0.66,0.66	0.661,0.664,0.642,0.653	0.003
29	"LOC114871547"	NA	chrOU015519.1	+	4432613	4432710	4433328	4433416	4430488	4430615	4434371	4434668	29	1050,834,1088	21,20,36	11448,2073,2199,2744	178,27,26,44	196	187	0.000688310120392	0.009248848580674726	0.979,0.975,0.966	0.984,0.987,0.988,0.983	-0.012
30	"LOC114871547"	NA	chrOU015519.1	+	4433138	4433223	4433328	4433416	4430488	4430615	4434371	4434668	30	523,404,527	21,20,36	5506,985,1150,1369	178,27,26,44	184	187	0.000651812788221	0.008890138329570632	0.962,0.954,0.937	0.969,0.974,0.978,0.969	-0.022
31	"LOC114879066"	NA	chrOU015519.1	-	4187544	4187838	4188753	4188833	4187046	4187157	4190698	4190799	31	1003,931,1154	866,772,1309	3956,724,943,836	4896,745,1095,912	179	198	0.0290529968043	0.17575372998895333	0.562,0.572,0.494	0.472,0.518,0.488,0.503	0.047
32	"LOC114879066"	NA	chrOU015519.1	-	4188753	4188833	4190698	4190799	4187544	4187838	4190958	4191070	32	484,470,631	836,729,1249	472,98,85,151	4282,819,1048,899	198	179	0	0.0	0.344,0.368,0.314	0.091,0.098,0.068,0.132	0.245
33	"LOC114880250"	NA	chrOU015519.1	+	3818516	3818982	3820982	3821444	3811186	3811416	3841973	3842066	33	2,0,1	26,25,23	6,1,2,2	78,11,22,16	198	198	0.043106632915	0.2292601110008174	0.071,0.0,0.042	0.071,0.083,0.083,0.111	-0.049
34	"LOC114880250"	NA	chrOU015519.1	+	3820982	3821444	3841973	3842066	3818516	3818982	3846158	3846331	34	16,9,17	27,29,39	59,8,9,7	83,15,20,28	198	192	0.603474937889	0.9635410394795044	0.365,0.231,0.297	0.408,0.341,0.304,0.195	-0.014
35	"LOC114880250"	NA	chrOU015519.1	+	3841973	3842066	3846158	3846331	3820982	3821444	3847726	3847860	35	25,25,23	18,21,25	77,10,21,14	62,15,19,20	192	198	0.552313047308	0.9324687727308983	0.589,0.551,0.487	0.562,0.407,0.533,0.419	0.062
36	"LOC114880260"	NA	chrOU015519.1	+	3773107	3773251	3773323	3773776	3772713	3772901	3774374	3774494	36	57,80,53	98,80,69	510,109,70,84	717,117,88,132	198	198	0.902877324751	1.0	0.368,0.5,0.434	0.416,0.482,0.443,0.389	0.002
37	"LOC114877993"	NA	chrOU015519.1	+	3659566	3659835	3668834	3668953	3658076	3658262	3671369	3671577	37	60,49,28	45,50,35	333,48,41,54	308,39,42,56	198	198	0.907660700983	1.0	0.571,0.495,0.444	0.52,0.552,0.494,0.491	-0.011
38	"LOC114877990"	NA	chrOU015519.1	-	3646174	3646342	3647022	3647076	3645108	3645423	3647517	3647645	38	2,1,1	31,36,23	3,0,0,1	143,16,18,25	153	198	1	1.0	0.077,0.035,0.053	0.026,0.0,0.0,0.049	0.036
39	"LOC114877990"	NA	chrOU015519.1	-	3646174	3646342	3647022	3647079	3645108	3645423	3647517	3647645	39	2,1,2	31,36,23	10,1,1,1	143,16,18,25	156	198	0.493802704597	0.8987727241284454	0.076,0.034,0.099	0.082,0.073,0.066,0.048	0.002
40	"LOC114878014"	NA	chrOU015519.1	+	3389389	3389729	3392966	3394332	3383053	3383250	3396218	3396314	40	76,95,115	84,95,103	308,43,86,47	221,30,57,37	198	198	0.0167051064832	0.11700024386303014	0.475,0.5,0.528	0.582,0.589,0.601,0.56	-0.082
41	"LOC114878014"	NA	chrOU015519.1	+	3390812	3390896	3392966	3394332	3389389	3389729	3395833	3395854	41	38,59,64	52,56,100	148,19,22,36	179,35,42,39	183	198	0.672959705073	0.9908864619494255	0.442,0.533,0.409	0.472,0.37,0.362,0.5	0.035
42	"LOC114878014"	NA	chrOU015519.1	+	3392966	3394332	3395833	3395854	3390812	3390896	3396218	3396314	42	132,148,152	7,13,3	385,45,106,81	9,1,1,2	198	120	0.003728720598	0.036311911050067806	0.92,0.873,0.968	0.963,0.965,0.985,0.961	-0.048
43	"LOC114877988"	NA	chrOU015519.1	+	3337932	3338031	3338082	3338184	3337499	3337847	3338649	3339728	43	350,370,591	926,1077,1310	1729,369,453,444	5065,1045,1273,1639	198	198	0.0485375512346	0.2405658960097388	0.274,0.256,0.311	0.254,0.261,0.262,0.213	0.033
44	"LOC114877840"	NA	chrOU015519.1	-	2834004	2836107	2836788	2837019	2832412	2833014	2837350	2837472	44	12,28,28	0,0,2	117,19,26,34	0,0,0,0	198	198	1	1.0	1.0,1.0,0.933	1.0,1.0,1.0,1.0	-0.022
45	"LOC114877884"	NA	chrOU015519.1	+	2750645	2750706	2750867	2751213	2749394	2749907	2752639	2754264	45	153,190,146	144,166,181	510,76,113,123	567,88,115,127	160	198	0.543758544427	0.9282458205777423	0.568,0.586,0.5	0.527,0.517,0.549,0.545	0.017
46	"LOC114879732"	NA	chrOU015519.1	-	2539460	2539668	2540077	2540227	2539159	2539399	2540436	2540524	46	1,3,4	34,40,36	3,0,0,0	267,47,51,54	198	198	0.00839061483604	0.07046562644711371	0.029,0.07,0.1	0.011,0.0,0.0,0.0	0.064
47	"LOC114879732"	NA	chrOU015519.1	-	2540077	2540227	2540436	2540524	2539460	2539668	2540615	2540837	47	0,0,0	25,26,18	5,3,0,2	138,35,40,40	187	198	0.0468551938438	0.2360981156462589	0.0,0.0,0.0	0.037,0.083,0.0,0.05	-0.042
48	"LOC114879732"	NA	chrOU015519.1	-	2540077	2540399	2540436	2540524	2539460	2539668	2540615	2540837	48	0,0,0	26,26,19	5,3,0,2	141,35,40,40	187	198	0.048852571539	0.2408113173145272	0.0,0.0,0.0	0.036,0.083,0.0,0.05	-0.042
49	"LOC114879730"	NA	chrOU015519.1	+	2484455	2484735	2486687	2486945	2481692	2482116	2488901	2489057	49	131,127,169	165,198,185	535,73,85,123	686,110,128,185	198	198	0.440656980776	0.8613053186010484	0.443,0.391,0.477	0.438,0.399,0.399,0.399	0.028
50	"LOC114879738"	NA	chrOU015519.1	-	2439278	2439400	2439782	2440071	2438596	2438755	2440164	2440190	50	19,25,25	20,44,32	151,42,35,43	212,44,56,67	198	198	0.963672577407	1.0	0.487,0.362,0.439	0.416,0.488,0.385,0.391	0.009
51	"LOC114879497"	NA	chrOU015519.1	+	2113439	2113537	2114184	2114335	2111063	2111687	2115007	2115137	51	51,48,58	65,51,47	345,39,64,84	364,67,71,118	197	198	0.290789602989	0.7265734708292645	0.441,0.486,0.554	0.488,0.369,0.475,0.417	0.056
52	"LOC114879497"	NA	chrOU015519.1	+	2113439	2113537	2115007	2115137	2111063	2111687	2115269	2115423	52	51,51,60	64,74,65	349,39,64,85	399,86,95,140	197	198	0.275532370704	0.7010038155077924	0.445,0.409,0.481	0.468,0.313,0.404,0.379	0.054
53	"LOC114876485"	NA	chrOU015518.1	+	8646108	8646207	8646435	8646505	8644586	8644697	8646635	8646988	53	110,99,79	88,93,57	300,68,46,59	268,53,36,77	198	169	0.450271954704	0.8657158949130369	0.516,0.476,0.542	0.489,0.523,0.522,0.395	0.029
54	"LOC114876493"	NA	chrOU015518.1	+	8398400	8398495	8399388	8399483	8397830	8398132	8407203	8407378	54	16,8,33	331,397,318	38,10,20,12	1438,228,252,379	194	194	0.0472087322889	0.2372206104489324	0.046,0.02,0.094	0.026,0.042,0.074,0.031	0.01
55	"LOC114876493"	NA	chrOU015518.1	+	8398400	8398495	8404088	8404183	8397830	8398132	8407203	8407378	55	16,8,33	293,308,556	38,10,20,12	1746,254,342,409	194	194	0.0216833885057	0.1443023780053062	0.052,0.025,0.056	0.021,0.038,0.055,0.029	0.009
56	"LOC114876493"	NA	chrOU015518.1	+	8399388	8399483	8404088	8404183	8397830	8398132	8407203	8407378	56	331,397,318	293,308,556	1438,228,252,379	1746,254,342,409	194	194	0.536556837907	0.9252035208776598	0.53,0.563,0.364	0.452,0.473,0.424,0.481	0.028
57	"LOC114876525"	NA	chrOU015518.1	-	8184038	8184127	8193211	8193318	8171610	8171839	8208247	8210126	57	7,13,8	63,46,66	12,0,3,5	284,48,60,49	198	188	6.62788528739e-05	0.0012655772538237326	0.095,0.212,0.103	0.039,0.0,0.045,0.088	0.094
58	"LOC114876525"	NA	chrOU015518.1	-	8184038	8184127	8193211	8193318	8171610	8171839	8271323	8271843	58	2,4,12	63,46,66	12,0,6,5	283,48,60,49	198	188	0.0802185012665	0.33533373043957954	0.029,0.076,0.147	0.039,0.0,0.087,0.088	0.031
59	"LOC114876515"	NA	chrOU015518.1	+	8097695	8097871	8098647	8098736	8097352	8097452	8098796	8098947	59	108,99,65	113,131,97	441,95,99,101	587,102,123,139	198	188	0.963168578534	1.0	0.476,0.418,0.389	0.416,0.469,0.433,0.408	-0.004
60	"LOC114876490"	NA	chrOU015518.1	+	8072275	8072371	8075775	8075890	8067460	8067582	8076336	8076515	60	270,266,253	231,299,243	1045,151,145,213	798,145,193,213	195	198	0.976729311422	1.0	0.543,0.475,0.514	0.571,0.514,0.433,0.504	0.005
61	"LOC114875664"	NA	chrOU015518.1	+	7806125	7806316	7806383	7806561	7805346	7806064	7806639	7806806	61	29,28,29	32,32,30	134,25,21,32	163,28,23,32	198	198	0.805452462845	1.0	0.475,0.467,0.492	0.451,0.472,0.477,0.5	0.003
62	"LOC114880857"	NA	chrOU015518.1	-	6311779	6312172	6336886	6337777	6304991	6309113	6341226	6341748	62	70,69,90	118,96,236	345,47,93,74	475,93,134,106	198	198	0.144473907947	0.47391621883518625	0.372,0.418,0.276	0.421,0.336,0.41,0.411	-0.039
63	"LOC114880857"	NA	chrOU015518.1	-	6311779	6312172	6336886	6337777	6304991	6309113	6346293	6346479	63	10,7,20	112,96,233	34,9,8,2	471,93,134,107	198	198	0.310389944405	0.7425004172501523	0.082,0.068,0.079	0.067,0.088,0.056,0.018	0.019
64	"LOC114877828"	NA	chrOU015518.1	-	5889331	5889444	5907196	5907374	5874181	5874425	6001359	6001570	64	1,0,0	7,4,8	55,7,5,16	68,4,10,19	198	198	4.57421005517e-08	1.76545043405923e-06	0.125,0.0,0.0	0.447,0.636,0.333,0.457	-0.427
65	"LOC114875326"	NA	chrOU015518.1	-	4676805	4676976	4677777	4677957	4676123	4676339	4678507	4678687	65	6,3,3	16,9,25	17,2,8,10	112,13,31,31	198	198	0.900540085834	1.0	0.273,0.25,0.107	0.132,0.133,0.205,0.244	0.032
66	"LOC114878476"	NA	chrOU015518.1	+	4350938	4351043	4351434	4352334	4350257	4350401	4352910	4353313	66	67,54,47	43,31,34	174,25,30,56	123,34,24,58	198	198	0.0778518180106	0.32917565393334003	0.609,0.635,0.58	0.586,0.424,0.556,0.491	0.094
67	"LOC114880579"	NA	chrOU015518.1	+	3695628	3695907	3697286	3697698	3692937	3693455	3698353	3699138	67	236,248,472	415,327,644	1885,386,604,452	2553,544,806,659	198	198	0.552796485102	0.9324687727308983	0.363,0.431,0.423	0.425,0.415,0.428,0.407	-0.013
68	"LOC114882872"	NA	chrOU015518.1	-	3135269	3135336	3139391	3139466	3133474	3133603	3148483	3148629	68	110,97,92	231,290,213	647,97,125,104	1064,204,257,246	174	166	0.0434695893349	0.2292601110008174	0.312,0.242,0.292	0.367,0.312,0.317,0.287	-0.039
69	"LOC114882872"	NA	chrOU015518.1	-	3137047	3137325	3139391	3139466	3135269	3135336	3148483	3148629	69	110,94,92	11,10,13	641,96,123,101	23,6,1,8	174	198	9.25878718524e-05	0.0015995657099071772	0.919,0.915,0.89	0.969,0.948,0.993,0.935	-0.053
70	"LOC114882872"	NA	chrOU015518.1	-	3137047	3137325	3139391	3139466	3136062	3136842	3140833	3141143	70	172,180,237	269,267,280	922,160,191,185	1323,233,305,281	174	198	0.499085699922	0.8992420572304787	0.421,0.434,0.491	0.442,0.439,0.416,0.428	0.017
71	"LOC114882872"	NA	chrOU015518.1	-	3137047	3137325	3139391	3139466	3136062	3136842	3146213	3146299	71	13,41,8	270,269,279	16,4,3,1	1323,233,305,281	174	198	3.57491813929e-14	3.6027230581511448e-12	0.052,0.148,0.032	0.014,0.019,0.011,0.004	0.065
72	"LOC114882872"	NA	chrOU015518.1	-	3137047	3137325	3139391	3139466	3136062	3136842	3148483	3148629	72	110,94,92	279,277,292	641,96,123,101	1345,239,306,289	174	198	0.107753491361	0.393289403076165	0.31,0.279,0.264	0.352,0.314,0.314,0.285	-0.032
73	"LOC114882852"	NA	chrOU015518.1	-	2473865	2474110	2474765	2474957	2472928	2473523	2475862	2476239	73	71,53,102	11,10,18	113,38,47,61	44,23,11,36	198	198	8.65645722412e-05	0.0015428086369767195	0.866,0.841,0.85	0.72,0.623,0.81,0.629	0.157
74	"LOC114882828"	NA	chrOU015518.1	+	2064144	2064187	2064330	2064525	2063749	2064058	2065710	2065855	74	11,6,9	7,2,2	32,7,3,11	36,3,6,8	142	198	0.0521927688321	0.2524738204304784	0.687,0.807,0.863	0.553,0.765,0.411,0.657	0.189
75	"LOC114872221"	NA	chrOU015519.1	-	7180789	7180906	7184361	7184472	7179625	7180058	7185293	7185344	75	2,5,2	14,15,22	10,0,2,2	87,13,13,19	198	198	0.392082957009	0.8223921690537999	0.125,0.25,0.083	0.103,0.0,0.133,0.095	0.07
76	"LOC114881700"	NA	chrOU015518.1	-	1638501	1638742	1639409	1639436	1637330	1637572	1639696	1639836	76	161,92,209	130,138,276	613,96,185,168	508,82,119,131	126	198	0.00729309620735	0.06299845961968048	0.661,0.512,0.543	0.655,0.648,0.71,0.668	-0.098
77	"LOC114872893"	NA	chrOU015518.1	+	1316942	1317073	1319156	1319374	1316664	1316771	1320459	1320870	77	18,9,12	44,48,35	41,9,14,13	188,27,42,50	198	198	0.528799527354	0.9225771345534654	0.29,0.158,0.255	0.179,0.25,0.25,0.206	0.013
78	"LOC114878487"	NA	chrOU015518.1	+	4291815	4291893	4292059	4292201	4291285	4291418	4295223	4296267	78	137,73,93	272,233,180	340,38,61,76	651,108,136,136	177	198	0.513040843615	0.914200481647947	0.36,0.26,0.366	0.369,0.282,0.334,0.385	-0.014
79	"LOC114878487"	NA	chrOU015518.1	+	4292059	4292201	4295223	4296267	4291285	4291418	4296426	4297887	79	80,116,96	302,237,139	175,41,80,37	731,101,132,139	198	198	0.240114222909	0.6540048053407297	0.209,0.329,0.409	0.193,0.289,0.377,0.21	0.048
80	"LOC114878487"	NA	chrOU015518.1	+	4292059	4292201	4295223	4296267	4291815	4291893	4296426	4297887	80	190,117,195	302,238,139	548,75,87,129	729,101,132,139	198	198	0.952779284138	1.0	0.386,0.33,0.584	0.429,0.426,0.397,0.481	0.0
81	"LOC114872846"	NA	chrOU015518.1	+	1026713	1026762	1031284	1031333	1019832	1019874	1035414	1035532	81	74,72,113	188,238,214	164,30,35,93	759,103,184,156	148	148	0.0901303588404	0.35806734303917287	0.282,0.232,0.346	0.178,0.226,0.16,0.373	0.052
82	"LOC114872846"	NA	chrOU015518.1	+	1026713	1026762	1033260	1033309	1019832	1019874	1035414	1035532	82	74,72,113	10,14,20	164,30,35,93	36,9,19,8	148	148	0.221931026474	0.6290357531622438	0.881,0.837,0.85	0.82,0.769,0.648,0.921	0.066
83	"LOC114872846"	NA	chrOU015518.1	+	1026713	1026762	1031284	1031333	1019832	1019874	1038629	1043822	83	20,19,40	70,68,45	40,9,10,21	221,30,61,49	148	148	0.0516190568684	0.2503662276986032	0.222,0.218,0.471	0.153,0.231,0.141,0.3	0.097
84	"LOC114872846"	NA	chrOU015518.1	+	1026713	1026762	1035788	1036062	1019832	1019874	1038629	1043822	84	20,19,40	131,171,222	40,9,10,21	663,104,148,152	148	198	0.000402053062675	0.0058345940455396	0.17,0.129,0.194	0.075,0.104,0.083,0.156	0.06
85	"LOC114872846"	NA	chrOU015518.1	+	1031284	1031333	1033260	1033309	1019832	1019874	1035414	1035532	85	188,238,214	10,14,20	759,103,184,156	36,9,19,8	148	148	0.676812432688	0.9912705341512962	0.949,0.944,0.915	0.955,0.92,0.906,0.951	0.003
86	"LOC114872846"	NA	chrOU015518.1	+	1031284	1031333	1035788	1036062	1019832	1019874	1037565	1037949	86	70,68,45	42,40,40	221,30,61,49	76,13,21,20	148	198	0.000810179854721	0.010649755481622421	0.69,0.695,0.601	0.796,0.755,0.795,0.766	-0.116
87	"LOC114872846"	NA	chrOU015518.1	+	1031284	1031333	1035788	1036062	1019832	1019874	1038629	1043822	87	70,68,45	131,171,222	221,30,61,49	663,104,148,152	148	198	0.848258931335	1.0	0.417,0.347,0.213	0.308,0.278,0.355,0.301	0.015
88	"LOC114872903"	NA	chrOU015518.1	-	942658	942810	944271	944421	939441	939595	944883	944964	88	22,7,17	312,288,383	13,5,3,4	1052,171,260,260	198	198	2.85498606967e-06	7.967607277509815e-05	0.066,0.024,0.043	0.012,0.028,0.011,0.015	0.028
89	"LOC114872903"	NA	chrOU015518.1	-	942658	942810	944271	944421	939441	939595	944913	945003	89	42,47,48	309,287,383	61,10,11,18	1052,171,260,261	198	198	1.34346840319e-08	5.802504008063476e-07	0.12,0.141,0.111	0.055,0.055,0.041,0.065	0.07
90	"LOC114872849"	NA	chrOU015518.1	-	853684	854257	854446	854485	853329	853399	856573	856863	90	15,13,16	112,106,132	200,38,64,26	1240,259,387,233	138	198	0.230065323782	0.6420592266777662	0.161,0.15,0.148	0.188,0.174,0.192,0.138	-0.02
91	"LOC114872849"	NA	chrOU015518.1	-	856573	856863	858050	858089	854446	854485	863890	863984	91	729,829,629	44,37,49	4303,790,1055,1160	576,104,187,91	138	198	1.59238844333e-10	9.318040761937484e-09	0.96,0.97,0.949	0.915,0.916,0.89,0.948	0.042
92	"LOC114872849"	NA	chrOU015518.1	-	856940	857029	857429	857654	856573	856863	858050	858089	92	1773,1794,1819	3413,3470,3801	9903,1765,2235,2549	19626,3489,4785,5125	198	188	0.784427289241	1.0	0.33,0.329,0.312	0.324,0.324,0.307,0.321	0.005
93	"LOC114872849"	NA	chrOU015518.1	-	856940	857029	857429	857654	856573	856863	863890	863984	93	54,55,73	3324,3399,3595	251,39,41,67	18489,3316,4483,4845	198	188	0.00555207511227	0.04985873392899891	0.015,0.015,0.019	0.013,0.011,0.009,0.013	0.005
94	"LOC114872849"	NA	chrOU015518.1	-	857429	857654	858050	858089	856940	857029	863890	863984	94	849,931,915	2110,2256,2235	5526,970,1364,1472	11399,2089,2717,2815	138	198	0.0199167060358	0.13331699169350997	0.366,0.372,0.37	0.41,0.4,0.419,0.429	-0.045
95	"LOC114873001"	NA	chrOU015518.1	-	789601	789705	790030	790365	789340	789421	790506	790591	95	58,77,39	60,73,59	316,91,53,103	379,101,79,118	198	198	0.635651953423	0.9788392559501885	0.492,0.513,0.398	0.455,0.474,0.402,0.466	0.018
96	"LOC114873001"	NA	chrOU015518.1	-	789601	789705	790142	790365	789340	789421	790506	790591	96	64,88,68	60,73,59	350,99,71,116	379,101,79,118	198	198	0.163070412213	0.5153479577602473	0.516,0.547,0.535	0.48,0.495,0.473,0.496	0.047
97	"LOC114873001"	NA	chrOU015518.1	-	789601	789705	790142	790365	789340	789421	790649	791101	97	11,20,56	60,83,64	79,16,29,22	403,109,78,130	198	198	0.0849096785626	0.34304266572952424	0.155,0.194,0.467	0.164,0.128,0.271,0.145	0.095
98	"LOC114873001"	NA	chrOU015518.1	-	789601	789705	790506	790591	789340	789421	790649	791101	98	39,47,49	60,83,64	305,80,44,98	403,109,78,130	184	198	0.497292556609	0.8992420572304787	0.412,0.379,0.452	0.449,0.441,0.378,0.448	-0.015
