ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
48	"LOC114872263"	NA	chrOU015519.1	+	7009573	7009669	7004293	7004636	7059311	7059389
49	"LOC114872156"	NA	chrOU015519.1	+	6941263	6941324	6896190	6897768	6955725	6955792
50	"LOC114872156"	NA	chrOU015519.1	+	6941263	6941324	6896190	6897768	6966619	6966744
51	"LOC114872156"	NA	chrOU015519.1	+	6941263	6941324	6932900	6933068	6955725	6955792
52	"LOC114872156"	NA	chrOU015519.1	+	6941263	6941324	6932900	6933068	6966619	6966744
53	"LOC114872156"	NA	chrOU015519.1	+	6941263	6941324	6935436	6935558	6955725	6955792
54	"LOC114872156"	NA	chrOU015519.1	+	6941263	6941324	6935436	6935558	6966619	6966744
55	"LOC114872156"	NA	chrOU015519.1	+	6955725	6955792	6896190	6897768	6966619	6966744
56	"LOC114872156"	NA	chrOU015519.1	+	6955725	6955792	6932900	6933068	6966619	6966744
57	"LOC114872156"	NA	chrOU015519.1	+	6955725	6955792	6935436	6935558	6966619	6966744
58	"LOC114872156"	NA	chrOU015519.1	+	6955725	6955792	6941263	6941324	6966619	6966744
59	"LOC114872156"	NA	chrOU015519.1	+	6966807	6967002	6966619	6966744	6967288	6967404
60	"LOC114879964"	NA	chrOU015519.1	+	6694999	6695217	6693843	6694097	6695298	6695388
61	"LOC114879963"	NA	chrOU015519.1	-	6692713	6692836	6692477	6692641	6692929	6693097
62	"LOC114879144"	NA	chrOU015519.1	-	6535081	6535190	6534514	6534837	6535324	6535572
63	"LOC114879144"	NA	chrOU015519.1	-	6535081	6535190	6534514	6534837	6535730	6535906
64	"LOC114879144"	NA	chrOU015519.1	-	6535081	6535190	6534514	6534837	6535912	6536007
65	"LOC114879144"	NA	chrOU015519.1	-	6535081	6535190	6534514	6534837	6536013	6536218
66	"LOC114879144"	NA	chrOU015519.1	-	6535324	6535572	6535081	6535190	6535912	6536007
67	"LOC114879140"	NA	chrOU015519.1	+	6557527	6562098	6530422	6530637	6575446	6575494
68	"LOC114879140"	NA	chrOU015519.1	+	6557527	6562098	6530422	6530637	6581212	6581562
69	"LOC114879140"	NA	chrOU015519.1	+	6557527	6562098	6555266	6555860	6575446	6575494
70	"LOC114879140"	NA	chrOU015519.1	+	6575446	6575494	6530422	6530637	6581212	6581562
71	"LOC114879140"	NA	chrOU015519.1	+	6575446	6575494	6557527	6562098	6581212	6581562
72	"LOC114879140"	NA	chrOU015519.1	+	6581212	6581562	6575446	6575494	6582692	6582864
73	"LOC114879140"	NA	chrOU015519.1	+	6582509	6582536	6581212	6581562	6582692	6582864
74	"LOC114879140"	NA	chrOU015519.1	+	6594444	6594582	6593426	6593586	6595095	6595267
75	"LOC114879140"	NA	chrOU015519.1	+	6594456	6594582	6593426	6593586	6595095	6595267
76	"LOC114879140"	NA	chrOU015519.1	+	6595095	6595267	6593426	6593586	6596900	6597046
77	"LOC114879140"	NA	chrOU015519.1	+	6595095	6595267	6593426	6593586	6598590	6598680
78	"LOC114879140"	NA	chrOU015519.1	+	6595445	6595589	6595095	6595267	6596900	6597046
79	"LOC114879140"	NA	chrOU015519.1	+	6596900	6597046	6593426	6593586	6598590	6598680
80	"LOC114879140"	NA	chrOU015519.1	+	6596900	6597046	6595095	6595267	6598590	6598680
81	"LOC114879140"	NA	chrOU015519.1	+	6596900	6597046	6595095	6595267	6599860	6600086
82	"LOC114879140"	NA	chrOU015519.1	+	6597808	6597862	6596900	6597046	6598032	6598101
83	"LOC114879140"	NA	chrOU015519.1	+	6597808	6597862	6596900	6597046	6598053	6598101
84	"LOC114879140"	NA	chrOU015519.1	+	6598032	6598101	6596900	6597046	6598590	6598680
85	"LOC114879140"	NA	chrOU015519.1	+	6598032	6598101	6596900	6597046	6599860	6600086
86	"LOC114879140"	NA	chrOU015519.1	+	6598053	6598101	6596900	6597046	6598590	6598680
87	"LOC114879140"	NA	chrOU015519.1	+	6598053	6598101	6596900	6597046	6599860	6600086
88	"LOC114879140"	NA	chrOU015519.1	+	6598590	6598680	6595095	6595267	6599860	6600086
89	"LOC114879140"	NA	chrOU015519.1	+	6598590	6598680	6596900	6597046	6599860	6600086
90	"LOC114879140"	NA	chrOU015519.1	+	6598590	6598680	6596900	6597046	6600480	6600591
91	"LOC114879140"	NA	chrOU015519.1	+	6598590	6598680	6598032	6598101	6599860	6600086
92	"LOC114879140"	NA	chrOU015519.1	+	6599217	6599280	6598590	6598680	6599860	6600086
93	"LOC114879140"	NA	chrOU015519.1	+	6599860	6600086	6596900	6597046	6600480	6600591
94	"LOC114879140"	NA	chrOU015519.1	+	6599860	6600086	6598590	6598680	6600480	6600591
95	"LOC114879140"	NA	chrOU015519.1	+	6603539	6603592	6601109	6601209	6606799	6606906
96	"LOC114879140"	NA	chrOU015519.1	+	6603539	6603592	6601109	6601209	6607552	6607778
97	"LOC114879140"	NA	chrOU015519.1	+	6606799	6606906	6601109	6601209	6607552	6607638
98	"LOC114879140"	NA	chrOU015519.1	+	6606799	6606906	6603539	6603592	6607552	6607638
99	"LOC114879151"	NA	chrOU015519.1	+	6504944	6505483	6503963	6504281	6505542	6505618
100	"LOC114879151"	NA	chrOU015519.1	+	6504944	6505483	6503963	6504281	6506149	6506810
101	"LOC114879151"	NA	chrOU015519.1	+	6504944	6505483	6503963	6504281	6506218	6506810
102	"LOC114879151"	NA	chrOU015519.1	+	6504950	6505483	6503963	6504281	6505542	6505618
103	"LOC114879151"	NA	chrOU015519.1	+	6504950	6505483	6503963	6504281	6506149	6506562
104	"LOC114879151"	NA	chrOU015519.1	+	6505542	6505618	6503963	6504281	6506149	6506562
105	"LOC114879151"	NA	chrOU015519.1	+	6505542	6505618	6504944	6505483	6506149	6506562
106	"LOC114879151"	NA	chrOU015519.1	+	6505704	6505890	6505542	6505618	6506149	6506562
107	"LOC114879162"	NA	chrOU015519.1	-	6409538	6409664	6402403	6402593	6430813	6430959
108	"LOC114879162"	NA	chrOU015519.1	-	6409538	6409673	6402403	6402593	6430813	6430959
109	"LOC114879162"	NA	chrOU015519.1	-	6434745	6435398	6430813	6430959	6441822	6441892
110	"LOC114879162"	NA	chrOU015519.1	-	6434745	6435402	6430813	6430959	6441822	6442273
111	"LOC114880454"	NA	chrOU015519.1	+	6290905	6291015	6290590	6290673	6291342	6291448
112	"LOC114880454"	NA	chrOU015519.1	+	6290970	6291015	6290480	6290673	6291342	6291448
113	"LOC114880454"	NA	chrOU015519.1	+	6292110	6292242	6291688	6291844	6292480	6292662
114	"LOC114880459"	NA	chrOU015519.1	-	6285497	6285662	6285231	6285427	6285739	6285850
115	"LOC114880459"	NA	chrOU015519.1	-	6285912	6286068	6285739	6285850	6286307	6286473
116	"LOC114880458"	NA	chrOU015519.1	-	6271326	6271415	6271125	6271250	6271697	6271993
117	"LOC114880479"	NA	chrOU015519.1	+	6264429	6264531	6262726	6264236	6264810	6264951
118	"LOC114880476"	NA	chrOU015519.1	+	6246873	6246940	6246604	6246768	6247119	6247211
119	"LOC114880476"	NA	chrOU015519.1	+	6246873	6246940	6246604	6246768	6248044	6248129
120	"LOC114880476"	NA	chrOU015519.1	+	6246873	6247008	6246604	6246768	6247119	6247210
121	"LOC114880471"	NA	chrOU015519.1	-	6244839	6245349	6243880	6244768	6245409	6245518
122	"LOC114880467"	NA	chrOU015519.1	+	6241857	6242004	6241615	6241720	6242926	6243537
123	"LOC114880472"	NA	chrOU015519.1	-	6231495	6231795	6231215	6231417	6231895	6232041
124	"LOC114880470"	NA	chrOU015519.1	-	6219367	6219665	6218929	6219290	6219732	6219967
125	"LOC114881872"	NA	chrOU015519.1	-	6166431	6166544	6166253	6166353	6167124	6167331
126	"LOC114876643"	NA	chrOU015519.1	-	6123151	6123162	6121975	6123072	6123292	6123665
127	"LOC114876643"	NA	chrOU015519.1	-	6123151	6123219	6121975	6123072	6123292	6123665
128	"LOC114876643"	NA	chrOU015519.1	-	6123151	6123222	6121975	6123072	6123292	6123665
129	"LOC114876709"	NA	chrOU015519.1	+	6112567	6112659	6109001	6109061	6112773	6112862
130	"LOC114876707"	NA	chrOU015519.1	-	6106377	6106459	6105932	6106253	6106537	6106920
131	"LOC114876705"	NA	chrOU015519.1	+	6101901	6102116	6101619	6101842	6102416	6103105
132	"LOC114876630"	NA	chrOU015519.1	-	6065408	6065481	6065263	6065329	6065865	6065927
133	"LOC114876702"	NA	chrOU015519.1	+	6041747	6042270	6023981	6024407	6043757	6044135
134	"LOC114876702"	NA	chrOU015519.1	+	6041751	6042270	6023981	6024407	6043757	6044135
135	"LOC114876703"	NA	chrOU015519.1	-	6022042	6022090	6021613	6021747	6022661	6022800
136	"LOC114876703"	NA	chrOU015519.1	-	6022042	6022090	6021613	6021747	6022709	6022855
137	"LOC114876703"	NA	chrOU015519.1	-	6022042	6022090	6021613	6021747	6022727	6022855
138	"LOC114876621"	NA	chrOU015519.1	+	6015761	6016934	6015497	6015578	6017119	6017168
139	"LOC114876662"	NA	chrOU015519.1	+	6009032	6009241	6008226	6008427	6010106	6010247
140	"LOC114876664"	NA	chrOU015519.1	+	5954506	5954707	5946020	5946164	5966379	5966448
141	"LOC114876664"	NA	chrOU015519.1	+	5971948	5972163	5968561	5968671	5975799	5975938
142	"LOC114876666"	NA	chrOU015519.1	-	5877756	5877908	5876687	5876909	5878063	5878159
143	"LOC114876666"	NA	chrOU015519.1	-	5877756	5877908	5876687	5876909	5881763	5881853
144	"LOC114876692"	NA	chrOU015519.1	+	5817454	5817758	5817069	5817323	5818117	5818280
145	"LOC114876653"	NA	chrOU015519.1	-	5766409	5776399	5764737	5765246	5777238	5777339
146	"LOC114876654"	NA	chrOU015519.1	-	5757727	5757772	5757385	5757472	5758045	5758171
147	"LOC114876654"	NA	chrOU015519.1	-	5757727	5757772	5757385	5757472	5758263	5758399
148	"LOC114876654"	NA	chrOU015519.1	-	5758045	5758171	5757385	5757472	5758263	5758399
149	"LOC114876654"	NA	chrOU015519.1	-	5758045	5758171	5757727	5757772	5758263	5758399
150	"LOC114876658"	NA	chrOU015519.1	+	5749207	5749523	5748511	5748782	5749918	5749955
151	"LOC114876658"	NA	chrOU015519.1	+	5749207	5749523	5748512	5748934	5749918	5749955
152	"LOC114876658"	NA	chrOU015519.1	+	5750714	5750921	5750045	5750323	5751008	5751224
153	"LOC114876658"	NA	chrOU015519.1	+	5751008	5751224	5750045	5750323	5751341	5753670
154	"LOC114876657"	NA	chrOU015519.1	-	5746797	5747316	5746570	5746727	5747375	5747706
155	"LOC114876682"	NA	chrOU015519.1	-	5685771	5686185	5682561	5682891	5688316	5688397
156	"LOC114876682"	NA	chrOU015519.1	-	5685771	5686185	5682561	5682891	5688584	5688824
157	"LOC114876682"	NA	chrOU015519.1	-	5688316	5688397	5682561	5682891	5688584	5688820
158	"LOC114876682"	NA	chrOU015519.1	-	5688316	5688397	5685771	5686185	5688584	5688820
159	"LOC114876677"	NA	chrOU015519.1	+	5660436	5660971	5653252	5653349	5664390	5664694
160	"LOC114876695"	NA	chrOU015519.1	-	5608141	5608236	5607836	5608032	5611121	5611209
161	"LOC114871485"	NA	chrOU015519.1	+	5540226	5540362	5539892	5539976	5540468	5540524
162	"LOC114871485"	NA	chrOU015519.1	+	5540468	5540524	5540226	5540362	5540610	5540628
163	"LOC114871502"	NA	chrOU015519.1	-	5535423	5535637	5535184	5535357	5535721	5535901
164	"LOC114871502"	NA	chrOU015519.1	-	5535721	5535901	5535184	5535357	5535975	5536206
165	"LOC114871502"	NA	chrOU015519.1	-	5537123	5538034	5536877	5537056	5538105	5538401
166	"LOC114871504"	NA	chrOU015519.1	+	5498150	5498506	5495268	5495536	5499264	5499452
167	"LOC114871528"	NA	chrOU015519.1	+	5470807	5471036	5470338	5470485	5471339	5471762
168	"LOC114871529"	NA	chrOU015519.1	+	5452172	5452412	5450567	5450838	5452687	5452921
169	"LOC114871553"	NA	chrOU015519.1	-	5187866	5187900	5186890	5186983	5189752	5189955
170	"LOC114871553"	NA	chrOU015519.1	-	5270955	5271009	5252152	5252257	5296365	5296432
171	"LOC114871553"	NA	chrOU015519.1	-	5270955	5271009	5252152	5252257	5311954	5313422
172	"LOC114871553"	NA	chrOU015519.1	-	5270955	5271009	5252152	5252257	5330182	5330337
173	"LOC114871553"	NA	chrOU015519.1	-	5270955	5271009	5252152	5252257	5426245	5426957
174	"LOC114871553"	NA	chrOU015519.1	-	5296365	5296445	5252152	5252257	5311954	5313422
175	"LOC114871553"	NA	chrOU015519.1	-	5296365	5296445	5252152	5252257	5330182	5330337
176	"LOC114871553"	NA	chrOU015519.1	-	5296365	5296445	5252152	5252257	5347706	5347760
177	"LOC114871553"	NA	chrOU015519.1	-	5330182	5330337	5252152	5252257	5347706	5347760
178	"LOC114871553"	NA	chrOU015519.1	-	5330182	5330337	5252152	5252257	5373762	5374655
179	"LOC114871553"	NA	chrOU015519.1	-	5330182	5330337	5252152	5252257	5426245	5426957
180	"LOC114871553"	NA	chrOU015519.1	-	5330182	5330337	5270955	5271009	5426245	5426957
181	"LOC114871553"	NA	chrOU015519.1	-	5330182	5330337	5296365	5296445	5347706	5347760
182	"LOC114871553"	NA	chrOU015519.1	-	5347706	5347760	5252152	5252257	5373762	5374656
183	"LOC114871553"	NA	chrOU015519.1	-	5347706	5347760	5252152	5252257	5426245	5426957
184	"LOC114871553"	NA	chrOU015519.1	-	5347706	5347760	5330182	5330337	5373762	5374656
185	"LOC114871553"	NA	chrOU015519.1	-	5347706	5347760	5330182	5330337	5426245	5426957
186	"LOC114871553"	NA	chrOU015519.1	-	5404680	5404705	5252152	5252257	5426245	5426957
187	"LOC114871522"	NA	chrOU015519.1	+	4755187	4755549	4706762	4706990	4824129	4824318
188	"LOC114871522"	NA	chrOU015519.1	+	4784506	4785775	4771210	4771417	4824129	4824318
189	"LOC114871522"	NA	chrOU015519.1	+	4784506	4785814	4755187	4755549	4824129	4824318
190	"LOC114871522"	NA	chrOU015519.1	+	4784506	4785814	4771204	4771417	4824129	4824318
191	"LOC114871522"	NA	chrOU015519.1	+	4807976	4808395	4803122	4803743	4820477	4820834
192	"LOC114871522"	NA	chrOU015519.1	+	4807976	4808395	4803122	4803743	4824129	4824318
193	"LOC114871522"	NA	chrOU015519.1	+	4820477	4820834	4803122	4803743	4824129	4824318
194	"LOC114871522"	NA	chrOU015519.1	+	4820477	4820834	4807976	4808395	4824129	4824318
195	"LOC114871522"	NA	chrOU015519.1	+	4820477	4820834	4814849	4815177	4824129	4824318
196	"LOC114871522"	NA	chrOU015519.1	+	4824129	4824318	4755187	4755549	4826791	4826824
197	"LOC114871522"	NA	chrOU015519.1	+	4826791	4826824	4824129	4824318	4827893	4827914
198	"LOC114871522"	NA	chrOU015519.1	+	4826791	4826824	4824129	4824318	4840436	4840538
199	"LOC114871522"	NA	chrOU015519.1	+	4827893	4827914	4824129	4824318	4840436	4840538
200	"LOC114871522"	NA	chrOU015519.1	+	4827893	4827914	4826791	4826824	4834942	4835603
201	"LOC114871522"	NA	chrOU015519.1	+	4827893	4827914	4826791	4826824	4840436	4840538
202	"LOC114871522"	NA	chrOU015519.1	+	4834942	4835603	4826791	4826824	4840436	4840538
203	"LOC114871522"	NA	chrOU015519.1	+	4834942	4835603	4827893	4827914	4840436	4840538
204	"LOC114871522"	NA	chrOU015519.1	+	4834942	4835603	4831026	4831322	4840436	4840538
205	"LOC114871522"	NA	chrOU015519.1	+	4840617	4840682	4840436	4840538	4840775	4840888
206	"LOC114871522"	NA	chrOU015519.1	+	4862615	4862879	4860537	4860767	4863149	4863249
207	"LOC114871550"	NA	chrOU015519.1	-	4621093	4621283	4619725	4620117	4627443	4627530
208	"LOC114871550"	NA	chrOU015519.1	-	4621093	4621283	4619725	4620117	4628891	4629392
209	"LOC114871487"	NA	chrOU015519.1	+	4610078	4610248	4607959	4608580	4612138	4612220
210	"LOC114871501"	NA	chrOU015519.1	+	4599312	4599333	4597701	4598609	4599427	4599970
211	"LOC114871547"	NA	chrOU015519.1	+	4425996	4426121	4423104	4423261	4427034	4427197
212	"LOC114871547"	NA	chrOU015519.1	+	4427034	4427197	4425996	4426121	4430488	4430615
213	"LOC114871547"	NA	chrOU015519.1	+	4427034	4427197	4425996	4426121	4432613	4432710
214	"LOC114871547"	NA	chrOU015519.1	+	4430488	4430615	4425996	4426121	4432613	4432710
215	"LOC114871547"	NA	chrOU015519.1	+	4430488	4430615	4425996	4426121	4434371	4434668
216	"LOC114871547"	NA	chrOU015519.1	+	4430488	4430615	4427034	4427197	4432613	4432710
217	"LOC114871547"	NA	chrOU015519.1	+	4432004	4432101	4430488	4430615	4432613	4432710
218	"LOC114871547"	NA	chrOU015519.1	+	4432004	4432101	4430488	4430615	4433138	4433223
219	"LOC114871547"	NA	chrOU015519.1	+	4432004	4432101	4430488	4430615	4433328	4433416
220	"LOC114871547"	NA	chrOU015519.1	+	4432004	4432101	4430488	4430615	4434371	4434668
221	"LOC114871547"	NA	chrOU015519.1	+	4432613	4432710	4425996	4426121	4434371	4434668
222	"LOC114871547"	NA	chrOU015519.1	+	4432613	4432710	4430488	4430615	4433138	4433223
223	"LOC114871547"	NA	chrOU015519.1	+	4432613	4432710	4430488	4430615	4433328	4433416
224	"LOC114871547"	NA	chrOU015519.1	+	4432613	4432710	4430488	4430615	4434371	4434668
225	"LOC114871547"	NA	chrOU015519.1	+	4432613	4432710	4432004	4432101	4433138	4433223
226	"LOC114871547"	NA	chrOU015519.1	+	4432613	4432710	4432004	4432101	4433328	4433416
227	"LOC114871547"	NA	chrOU015519.1	+	4432613	4432710	4432004	4432101	4434371	4434668
228	"LOC114871547"	NA	chrOU015519.1	+	4433138	4433223	4430488	4430615	4433328	4433416
229	"LOC114871547"	NA	chrOU015519.1	+	4433138	4433223	4430488	4430615	4434371	4434668
230	"LOC114871547"	NA	chrOU015519.1	+	4433138	4433223	4432004	4432101	4433328	4433416
231	"LOC114871547"	NA	chrOU015519.1	+	4433138	4433223	4432004	4432101	4434371	4434668
232	"LOC114871547"	NA	chrOU015519.1	+	4433138	4433223	4432613	4432710	4433328	4433416
233	"LOC114871547"	NA	chrOU015519.1	+	4433138	4433223	4432613	4432710	4434371	4434668
234	"LOC114871547"	NA	chrOU015519.1	+	4433328	4433416	4430488	4430615	4434371	4434668
235	"LOC114871547"	NA	chrOU015519.1	+	4433328	4433416	4432004	4432101	4434371	4434668
236	"LOC114871547"	NA	chrOU015519.1	+	4433328	4433416	4432613	4432710	4434371	4434668
237	"LOC114871547"	NA	chrOU015519.1	+	4433328	4433416	4433138	4433223	4434371	4434668
238	"LOC114871547"	NA	chrOU015519.1	+	4434793	4435114	4434371	4434668	4435275	4436896
239	"LOC114871490"	NA	chrOU015519.1	-	4404337	4404514	4403797	4404096	4405478	4405690
240	"LOC114871516"	NA	chrOU015519.1	+	4359692	4359818	4358771	4359053	4359978	4360164
241	"LOC114871536"	NA	chrOU015519.1	+	4262196	4262677	4261379	4261486	4263017	4263476
242	"LOC114871536"	NA	chrOU015519.1	+	4267645	4267724	4267260	4267572	4268155	4268628
243	"LOC114871539"	NA	chrOU015519.1	-	4252041	4252207	4251623	4251846	4252728	4252869
244	"LOC114871539"	NA	chrOU015519.1	-	4252293	4252444	4252041	4252207	4252728	4252869
245	"LOC114871539"	NA	chrOU015519.1	-	4252516	4252657	4252293	4252444	4252728	4252869
246	"LOC114871546"	NA	chrOU015519.1	+	4242405	4242567	4241717	4242132	4242822	4243049
247	"LOC114871546"	NA	chrOU015519.1	+	4243182	4243429	4242822	4243049	4244128	4244440
248	"LOC114871546"	NA	chrOU015519.1	+	4243643	4243893	4243182	4243429	4244128	4244440
249	"LOC114871541"	NA	chrOU015519.1	-	4227137	4227527	4226628	4227008	4227663	4227988
250	"LOC114879066"	NA	chrOU015519.1	-	4187544	4187838	4187046	4187157	4188753	4188833
251	"LOC114879066"	NA	chrOU015519.1	-	4187544	4187838	4187046	4187157	4190698	4190799
252	"LOC114879066"	NA	chrOU015519.1	-	4188753	4188833	4187046	4187157	4190698	4190799
253	"LOC114879066"	NA	chrOU015519.1	-	4188753	4188833	4187544	4187838	4190698	4190799
254	"LOC114879066"	NA	chrOU015519.1	-	4190698	4190799	4188753	4188833	4190958	4191070
255	"LOC114879066"	NA	chrOU015519.1	-	4192408	4192565	4190698	4190799	4197221	4197330
256	"LOC114879060"	NA	chrOU015519.1	+	4179644	4179822	4178890	4179182	4180487	4180680
257	"LOC114879060"	NA	chrOU015519.1	+	4182455	4182624	4182202	4182330	4183430	4183514
258	"LOC114879060"	NA	chrOU015519.1	+	4182700	4183006	4182455	4182624	4183083	4183263
259	"LOC114879060"	NA	chrOU015519.1	+	4183083	4183263	4182455	4182624	4183430	4183514
260	"LOC114879062"	NA	chrOU015519.1	-	4168066	4168099	4166159	4166282	4174669	4174849
261	"LOC114879062"	NA	chrOU015519.1	-	4176364	4176421	4174669	4174849	4177914	4178100
262	"LOC114879061"	NA	chrOU015519.1	+	4103252	4103447	4102596	4102677	4104274	4110053
263	"LOC114879061"	NA	chrOU015519.1	+	4127616	4127808	4118298	4118390	4143001	4143174
264	"LOC114879054"	NA	chrOU015519.1	+	4072904	4072907	4072221	4072768	4073747	4074080
265	"LOC114879054"	NA	chrOU015519.1	+	4073747	4074080	4072221	4072768	4075359	4075730
266	"LOC114879056"	NA	chrOU015519.1	-	4046542	4046730	4046293	4046474	4047670	4047861
267	"LOC114879053"	NA	chrOU015519.1	-	4031785	4031899	4031079	4031209	4033143	4033221
268	"LOC114879042"	NA	chrOU015519.1	-	3951361	3951496	3948738	3948858	3951877	3952323
269	"LOC114879042"	NA	chrOU015519.1	-	3951368	3951496	3948738	3948858	3951877	3952323
270	"LOC114879043"	NA	chrOU015519.1	+	3931681	3931751	3931297	3931560	3931828	3931939
271	"LOC114879043"	NA	chrOU015519.1	+	3932690	3932936	3932337	3932554	3933196	3933586
272	"LOC114880257"	NA	chrOU015519.1	-	3863664	3863770	3863214	3863585	3863969	3864186
273	"LOC114880256"	NA	chrOU015519.1	+	3862212	3862371	3862025	3862110	3862980	3863139
274	"LOC114880256"	NA	chrOU015519.1	+	3862441	3862729	3862212	3862371	3862980	3863139
275	"LOC114880250"	NA	chrOU015519.1	+	3818516	3818982	3811186	3811416	3820982	3821444
276	"LOC114880250"	NA	chrOU015519.1	+	3820982	3821444	3818516	3818982	3841973	3842066
277	"LOC114880250"	NA	chrOU015519.1	+	3841973	3842066	3820982	3821444	3846158	3846331
278	"LOC114880250"	NA	chrOU015519.1	+	3846158	3846331	3841973	3842066	3847726	3847860
279	"LOC114880260"	NA	chrOU015519.1	+	3773107	3773251	3772713	3772901	3773323	3773776
280	"LOC114880260"	NA	chrOU015519.1	+	3773323	3773776	3773107	3773251	3774374	3774494
281	"LOC114880251"	NA	chrOU015519.1	+	3759716	3759860	3759469	3759652	3760304	3760457
282	"LOC114880249"	NA	chrOU015519.1	-	3746750	3746876	3746446	3746661	3746940	3747082
