ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
36	"LOC114878004"	NA	chrOU015519.1	+	3441250	3442913	3441250	3442497	3442775	3442913	36	636,533,405	23,9,12	1842,305,411,422	34,4,2,10	377	99	0.0217000693079	0.10969347749800996	0.879,0.94,0.899	0.934,0.952,0.982,0.917	-0.04
38	"LOC114879766"	NA	chrOU015519.1	-	3179928	3180591	3179928	3180302	3180473	3180591	38	12,24,22	6,1,4	92,15,25,25	15,0,2,3	270	99	0.369573751147	0.792482489704427	0.423,0.898,0.669	0.692,1.0,0.821,0.753	-0.153
39	"LOC114879754"	NA	chrOU015519.1	-	3130780	3131590	3130780	3131046	3131228	3131590	39	203,88,21	85,39,6	125,3,12,3	35,4,5,3	281	99	0.685096166975	1.0	0.457,0.443,0.552	0.557,0.209,0.458,0.261	0.113
40	"LOC114877844"	NA	chrOU015519.1	+	2977588	2977927	2977588	2977775	2977872	2977927	40	19,32,54	5,12,5	158,31,32,37	25,3,5,2	196	99	0.194995067826	0.5221282026310982	0.657,0.574,0.845	0.761,0.839,0.764,0.903	-0.125
41	"LOC114877856"	NA	chrOU015519.1	+	2938042	2938770	2938042	2938355	2938506	2938770	41	17,10,26	0,0,1	53,11,24,20	2,0,0,0	250	99	1	1.0	1.0,1.0,0.911	0.913,1.0,1.0,1.0	-0.008
42	"LOC114877872"	NA	chrOU015519.1	-	2742371	2742683	2742371	2742480	2742561	2742683	42	77,107,144	3,5,4	379,55,74,73	8,2,0,3	180	99	0.233104500462	0.5932469207259551	0.934,0.922,0.952	0.963,0.938,1.0,0.93	-0.022
43	"LOC114877871"	NA	chrOU015519.1	+	2735308	2736086	2735308	2735470	2735603	2736086	43	78,102,84	32,10,3	255,63,48,54	5,4,2,2	232	99	0.000403199374591	0.00617819041691001	0.51,0.813,0.923	0.956,0.87,0.911,0.92	-0.166
44	"LOC114879720"	NA	chrOU015519.1	+	2623489	2625317	2623489	2623797	2623959	2625317	44	40,111,261	1,1,4	1143,209,47,404	79,10,6,26	261	99	1.22964463334e-06	7.536696898513083e-05	0.938,0.977,0.961	0.846,0.888,0.748,0.855	0.124
45	"LOC114879722"	NA	chrOU015519.1	+	2607339	2607758	2607339	2607549	2607651	2607758	45	18,30,47	48,51,61	55,18,25,22	192,28,45,58	201	99	0.0637756713776	0.24054875024730668	0.156,0.225,0.275	0.124,0.24,0.215,0.157	0.035
46	"LOC114879728"	NA	chrOU015519.1	-	2565849	2567154	2565849	2566320	2566384	2567154	46	13,24,23	0,0,0	83,30,45,10	14,0,0,0	163	99	0.00024437283082	0.0043838101723929265	1.0,1.0,1.0	0.783,1.0,1.0,1.0	0.054
47	"LOC114879732"	NA	chrOU015519.1	-	2537307	2538294	2537307	2538094	2538161	2538294	47	3,3,6	0,0,0	22,2,2,2	3,0,0,0	166	99	1	1.0	1.0,1.0,1.0	0.814,1.0,1.0,1.0	0.046
48	"LOC114879730"	NA	chrOU015519.1	+	2490507	2491625	2490507	2490935	2491104	2491625	48	179,195,181	6,7,6	729,112,130,174	13,1,7,5	268	99	0.258322454423	0.6386425721953496	0.917,0.911,0.918	0.954,0.976,0.873,0.928	-0.017
49	"LOC114879513"	NA	chrOU015519.1	-	2155472	2157221	2155472	2155686	2155987	2157221	49	21,25,20	11,3,0	68,14,14,27	8,4,1,4	400	99	0.923204555896	1.0	0.321,0.673,1.0	0.678,0.464,0.776,0.626	0.029
50	"LOC114880222"	NA	chrOU015519.1	-	1948568	1949787	1948568	1949486	1949558	1949787	50	85,83,64	1605,2161,1578	232,50,39,55	4901,1058,1135,1139	171	99	0.837676175491	1.0	0.03,0.022,0.023	0.027,0.027,0.02,0.027	-0.0
51	"LOC114880226"	NA	chrOU015519.1	-	1926710	1927072	1926710	1926839	1926925	1927072	51	74,79,72	2,7,3	158,39,52,36	11,2,1,1	185	99	0.763518450992	1.0	0.952,0.858,0.928	0.885,0.913,0.965,0.951	-0.016
52	"LOC114880802"	NA	chrOU015518.1	+	8720577	8721827	8720577	8720774	8720894	8721827	52	44,60,40	1,5,3	254,62,49,58	12,2,0,2	219	99	0.408599197306	0.8382837088383904	0.952,0.844,0.858	0.905,0.933,1.0,0.929	-0.057
53	"LOC114880802"	NA	chrOU015518.1	+	8720577	8721827	8720577	8720774	8721158	8721827	53	75,119,70	3,6,4	542,106,95,131	47,17,9,9	483	99	0.0173337471506	0.09298134599934327	0.837,0.803,0.782	0.703,0.561,0.684,0.749	0.133
54	"LOC114876491"	NA	chrOU015518.1	+	8481527	8482490	8481527	8482286	8482376	8482490	54	6,3,6	1,1,0	36,3,8,7	0,0,2,0	189	99	1	1.0	0.759,0.611,1.0	1.0,1.0,0.677,1.0	-0.129
55	"LOC114876504"	NA	chrOU015518.1	-	8436952	8437723	8436952	8437297	8437467	8437723	55	19,17,172	1,0,2	24,5,5,4	6,5,0,1	269	99	1.20671120383e-05	0.00044376804520848245	0.875,1.0,0.969	0.595,0.269,1.0,0.595	0.333
56	"LOC114876525"	NA	chrOU015518.1	-	8168141	8168495	8168141	8168323	8168419	8168495	56	142,176,134	24,26,30	849,140,203,221	55,13,10,18	195	99	2.62551837049e-07	2.7586696592791357e-05	0.75,0.775,0.694	0.887,0.845,0.912,0.862	-0.137
57	"LOC114875664"	NA	chrOU015518.1	+	7806383	7806806	7806383	7806561	7806639	7806806	57	1,1,0	32,32,29	0,1,1,1	163,27,23,31	177	99	1	1.0	0.017,0.017,0.0	0.0,0.02,0.024,0.018	-0.004
58	"LOC114875698"	NA	chrOU015518.1	-	7699994	7704510	7699994	7702185	7702254	7704510	58	63,79,60	2,3,1	314,40,68,97	5,1,4,3	168	99	0.944781810492	1.0	0.949,0.939,0.972	0.974,0.959,0.909,0.95	0.005
59	"LOC114875707"	NA	chrOU015518.1	+	7522665	7523292	7522665	7523051	7523111	7523292	59	0,6,6	0,1,0	34,28,6,1	3,0,0,0	159	99	1	1.0	NA,0.789,1.0	0.876,1.0,1.0,1.0	-0.074
60	"LOC114877701"	NA	chrOU015518.1	-	7321616	7323181	7321616	7322332	7322573	7323181	60	19,23,28	5,6,7	79,25,17,23	10,1,1,2	340	99	0.00694574642513	0.048253908363626224	0.525,0.527,0.538	0.697,0.879,0.832,0.77	-0.264
61	"LOC114877537"	NA	chrOU015518.1	+	5793293	5793609	5793293	5793391	5793469	5793609	61	0,1,0	17,20,15	1,0,0,0	108,18,16,22	177	99	1	1.0	0.0,0.027,0.0	0.005,0.0,0.0,0.0	0.008
62	"LOC114877559"	NA	chrOU015518.1	+	5765228	5765452	5765228	5765273	5765342	5765452	62	1,1,0	10,6,12	1,0,0,1	18,4,3,9	168	99	1	1.0	0.056,0.089,0.0	0.032,0.0,0.0,0.061	0.025
63	"LOC114877551"	NA	chrOU015518.1	+	5353547	5354570	5353547	5353882	5354342	5354570	63	25,42,39	9,7,3	175,38,20,79	7,0,0,2	559	99	3.66614744701e-05	0.0011005924274595327	0.33,0.515,0.697	0.816,1.0,1.0,0.875	-0.409
64	"LOC114877551"	NA	chrOU015518.1	+	5353547	5354570	5353547	5354269	5354342	5354570	64	13,13,23	0,0,1	83,11,7,28	0,1,0,0	172	99	1	1.0	1.0,1.0,0.93	1.0,0.864,1.0,1.0	0.011
65	"LOC114878496"	NA	chrOU015518.1	-	4443288	4444052	4443288	4443295	4443680	4444052	65	9,12,7	0,0,0	37,5,5,8	1,0,0,0	484	99	1	1.0	1.0,1.0,1.0	0.883,1.0,1.0,1.0	0.029
66	"LOC114878496"	NA	chrOU015518.1	-	4443288	4444052	4443288	4443421	4443680	4444052	66	5,8,1	0,0,0	27,4,5,5	2,0,0,0	358	99	1	1.0	1.0,1.0,1.0	0.789,1.0,1.0,1.0	0.053
67	"LOC114878496"	NA	chrOU015518.1	-	4443288	4444052	4443288	4443431	4443680	4444052	67	4,7,1	0,1,0	25,4,5,4	0,0,0,0	348	99	1	1.0	1.0,0.666,1.0	1.0,1.0,1.0,1.0	-0.111
68	"LOC114878496"	NA	chrOU015518.1	-	4443288	4444052	4443288	4443936	4443990	4444052	68	4,5,3	0,0,0	10,2,0,5	4,0,0,0	153	99	1	1.0	1.0,1.0,1.0	0.618,1.0,NA,1.0	0.127
69	"LOC114878496"	NA	chrOU015518.1	-	4443288	4444170	4443288	4443421	4443990	4444170	69	12,17,6	1,0,0	57,7,5,12	0,0,0,0	668	99	1	1.0	0.64,1.0,1.0	1.0,1.0,1.0,1.0	-0.12
70	"LOC114878514"	NA	chrOU015518.1	-	4387638	4388408	4387638	4388186	4388248	4388408	70	142,170,100	12,11,12	498,100,90,137	41,6,6,10	161	99	0.685303365136	1.0	0.879,0.905,0.837	0.882,0.911,0.902,0.894	-0.024
71	"LOC114878476"	NA	chrOU015518.1	+	4361071	4361701	4361071	4361331	4361511	4361701	71	1275,1430,930	34,56,16	4618,949,938,1061	73,7,8,13	279	99	8.51392708112e-07	6.088656356281973e-05	0.93,0.901,0.954	0.957,0.98,0.977,0.967	-0.042
72	"LOC114882873"	NA	chrOU015518.1	+	3056589	3057051	3056589	3056620	3056693	3057051	72	69,54,53	11,10,4	302,73,44,59	34,17,10,10	172	99	0.56952410555	1.0	0.783,0.757,0.884	0.836,0.712,0.717,0.773	0.048
73	"LOC114882870"	NA	chrOU015518.1	-	2529104	2530501	2529104	2529307	2529862	2530501	73	9,2,3	2,0,2	944,176,262,245	61,8,13,14	654	99	0.085515068184	0.2995063459492	0.405,1.0,0.185	0.701,0.769,0.753,0.726	-0.207
74	"LOC114882852"	NA	chrOU015518.1	-	2472928	2474110	2472928	2473523	2473865	2474110	74	52,40,59	11,9,18	91,20,44,22	44,23,11,36	441	99	0.00121465737677	0.013719046869548626	0.515,0.499,0.424	0.317,0.163,0.473,0.121	0.211
75	"LOC114882852"	NA	chrOU015518.1	-	2472928	2474110	2472928	2473629	2473865	2474110	75	35,28,40	0,2,2	68,10,36,16	0,0,2,0	335	99	0.264127673271	0.6464755530476556	1.0,0.805,0.855	1.0,1.0,0.842,1.0	-0.074
76	"LOC114882859"	NA	chrOU015518.1	+	2060693	2062595	2060693	2060944	2061356	2062595	76	569,418,493	6,3,4	3075,628,652,614	24,13,10,5	511	99	0.293533648994	0.6930786479457046	0.948,0.964,0.96	0.961,0.903,0.927,0.96	0.02
77	"LOC114882836"	NA	chrOU015518.1	-	2019765	2020495	2019765	2020014	2020085	2020495	77	19,9,7	18,22,16	21,7,8,11	44,11,11,10	170	99	0.893256309452	1.0	0.381,0.192,0.203	0.217,0.27,0.298,0.39	-0.035
78	"LOC114882845"	NA	chrOU015518.1	-	1999754	2000341	1999754	1999962	2000044	2000341	78	15,22,11	2,4,2	210,27,40,36	23,6,4,3	181	99	0.687924333898	1.0	0.804,0.751,0.751	0.833,0.711,0.845,0.868	-0.046
79	"LOC114882845"	NA	chrOU015518.1	-	1999754	2000341	1999754	1999962	2000086	2000341	79	20,26,15	1,1,2	242,31,47,39	15,2,5,3	223	99	0.214579263576	0.561647858932911	0.899,0.92,0.769	0.877,0.873,0.807,0.852	0.01
80	"LOC114878724"	NA	chrOU015518.1	-	1808511	1810108	1808511	1809276	1809978	1810108	80	94,83,27	1,0,1	289,48,34,70	6,2,0,2	801	99	0.00742445607402	0.05009804993065789	0.921,1.0,0.769	0.856,0.748,1.0,0.812	0.043
81	"LOC114878724"	NA	chrOU015518.1	-	1811885	1812618	1811885	1812033	1812171	1812618	81	22,8,5	0,1,3	26,6,9,12	7,0,0,1	237	99	0.736793345214	1.0	1.0,0.77,0.41	0.608,1.0,1.0,0.834	-0.134
82	"LOC114878724"	NA	chrOU015518.1	-	1811885	1812618	1811885	1812111	1812171	1812618	82	11,4,3	0,1,0	18,4,5,5	3,0,1,0	159	99	0.655888329284	1.0	1.0,0.714,1.0	0.789,1.0,0.757,1.0	0.018
83	"LOC114878724"	NA	chrOU015518.1	-	1811885	1812618	1811885	1812111	1812188	1812618	83	11,4,4	0,3,0	19,5,6,5	0,0,0,0	176	99	0.27967534614	0.6711295826622186	1.0,0.429,1.0	1.0,1.0,1.0,1.0	-0.19
84	"LOC114878760"	NA	chrOU015518.1	+	1775386	1775940	1775386	1775710	1775815	1775940	84	72,49,55	32,27,40	179,31,25,48	87,11,28,27	204	99	0.933064164605	1.0	0.522,0.468,0.4	0.5,0.578,0.302,0.463	0.003
85	"LOC114872965"	NA	chrOU015518.1	+	1571294	1583032	1571294	1576936	1577056	1583032	85	17,25,27	3,6,2	89,21,43,37	35,5,7,8	219	99	0.11966710439	0.37801085398322054	0.719,0.653,0.859	0.535,0.655,0.735,0.676	0.093
86	"LOC114872955"	NA	chrOU015518.1	+	1439210	1439989	1439210	1439553	1439634	1439989	86	1,3,0	0,5,0	36,10,6,9	3,0,1,0	180	99	1	1.0	1.0,0.248,NA	0.868,1.0,0.767,1.0	-0.285
87	"LOC114872955"	NA	chrOU015518.1	+	1518622	1518835	1518622	1518713	1518804	1518835	87	41,21,11	0,2,1	106,19,11,18	2,0,0,0	190	99	0.846267361486	1.0	1.0,0.845,0.851	0.965,1.0,1.0,1.0	-0.093
88	"LOC114872836"	NA	chrOU015518.1	-	1224946	1225463	1224946	1225104	1225200	1225463	88	16,8,6	3,1,1	24,6,11,15	18,1,0,1	195	99	0.722177552744	1.0	0.73,0.802,0.753	0.404,0.753,1.0,0.884	0.001
89	"LOC114872930"	NA	chrOU015518.1	+	1103465	1103729	1103465	1103603	1103672	1103729	89	2,0,2	23,25,16	14,2,3,0	113,22,23,18	168	99	0.0839040693588	0.294565360445811	0.049,0.0,0.069	0.068,0.051,0.071,0.0	-0.008
90	"LOC114872937"	NA	chrOU015518.1	-	1083974	1084833	1083974	1084281	1084446	1084833	90	5,6,1	1,3,1	8,4,6,8	8,2,3,0	264	99	0.869251316699	1.0	0.652,0.429,0.273	0.273,0.429,0.429,1.0	-0.081
91	"LOC114872937"	NA	chrOU015518.1	-	1083974	1084833	1083974	1084368	1084446	1084833	91	3,5,1	0,1,1	5,1,6,3	1,0,1,1	177	99	1	1.0	1.0,0.737,0.359	0.737,1.0,0.77,0.627	-0.085
92	"LOC114872937"	NA	chrOU015518.1	-	1087086	1089874	1087086	1087224	1087677	1089874	92	10,8,16	1,3,0	33,14,11,22	5,0,0,1	552	99	0.461325455673	0.897631938220877	0.642,0.324,1.0	0.542,1.0,1.0,0.798	-0.18
93	"LOC114872842"	NA	chrOU015518.1	-	1045994	1046457	1045994	1046265	1046334	1046457	93	16,7,10	2,2,1	30,2,1,6	2,2,0,0	168	99	0.127318712826	0.39591528819948946	0.825,0.673,0.855	0.898,0.371,1.0,1.0	-0.033
94	"LOC114872843"	NA	chrOU015518.1	+	989786	989984	989786	989873	989927	989984	94	42,67,69	2,1,3	225,74,39,79	7,1,0,3	153	99	0.666606931707	1.0	0.931,0.977,0.937	0.954,0.98,1.0,0.945	-0.021
95	"LOC114873006"	NA	chrOU015518.1	-	810336	811020	810336	810725	810887	811020	95	8,22,11	0,0,0	227,47,34,41	10,2,1,0	261	99	0.000593556200455	0.008169643281843253	1.0,1.0,1.0	0.896,0.899,0.928,1.0	0.069
96	"LOC114873001"	NA	chrOU015518.1	-	790649	791101	790649	790701	790864	791101	96	226,322,254	2,12,13	1477,355,309,476	37,13,6,13	262	99	0.503140596201	0.9452360370519427	0.977,0.91,0.881	0.938,0.912,0.951,0.933	-0.011
97	"LOC114872901"	NA	chrOU015518.1	+	713679	717600	713679	716970	717045	717600	97	88,77,53	11,6,9	387,61,85,81	17,5,2,4	174	99	0.00188216112769	0.018963417937205414	0.82,0.88,0.77	0.928,0.874,0.96,0.92	-0.097
98	"LOC114872901"	NA	chrOU015518.1	+	713679	717600	713679	717259	717316	717600	98	57,59,64	3,4,1	339,49,61,86	7,2,2,0	156	99	0.208359287038	0.550263036324772	0.923,0.903,0.976	0.968,0.94,0.951,1.0	-0.031
99	"LOC114872901"	NA	chrOU015518.1	+	713679	717600	713679	717259	717319	717600	99	58,59,64	3,3,1	341,49,61,86	10,2,1,1	159	99	0.879803661589	1.0	0.923,0.925,0.976	0.955,0.938,0.974,0.982	-0.021
100	"LOC114876026"	NA	chrOU015518.1	+	572839	573692	572839	573044	573275	573692	100	15,25,10	1,0,2	41,5,14,6	1,0,0,0	330	99	0.625603990314	1.0	0.818,1.0,0.6	0.925,1.0,1.0,1.0	-0.175
101	"LOC114876026"	NA	chrOU015518.1	+	572839	573692	572839	573402	573483	573692	101	9,13,9	2,0,0	13,2,5,3	1,0,0,0	180	99	1	1.0	0.712,1.0,1.0	0.877,1.0,1.0,1.0	-0.065
102	"LOC114876026"	NA	chrOU015518.1	+	572839	573692	572839	573402	573525	573692	102	11,14,10	5,3,1	17,2,7,4	3,1,0,0	222	99	0.0145537231987	0.08265840473084055	0.495,0.675,0.817	0.716,0.471,1.0,1.0	-0.134
103	"LOC114880708"	NA	chrOU015517.1	+	6418493	6419155	6418493	6418793	6418952	6419155	103	24,8,14	8,7,5	75,10,16,23	16,1,0,4	258	99	0.00921858494418	0.05795101902943923	0.535,0.305,0.518	0.643,0.793,1.0,0.688	-0.328
104	"LOC114880708"	NA	chrOU015517.1	+	6420086	6421771	6420086	6420309	6420387	6421771	104	21,15,17	1,2,1	43,4,5,9	0,3,1,0	177	99	0.695763215404	1.0	0.922,0.808,0.905	1.0,0.427,0.737,1.0	0.087
105	"LOC114882876"	NA	chrOU015518.1	-	3125400	3126553	3125400	3126067	3126141	3126553	105	7,5,4	11,11,10	41,8,6,10	64,18,10,13	173	99	0.421665047207	0.849683951289722	0.267,0.206,0.186	0.268,0.203,0.256,0.306	-0.039
106	"LOC114876842"	NA	chrOU015517.1	+	5600892	5604968	5600892	5603456	5603531	5604968	106	7,6,3	3,2,0	12,3,4,4	5,1,0,1	174	99	0.904887662971	1.0	0.57,0.631,1.0	0.577,0.631,1.0,0.695	0.008
