ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
554	"LOC114878444"	NA	chrOU015506.1	-	2804665	2805133	2804726	2805133	2801256	2801387
555	"LOC114878444"	NA	chrOU015506.1	-	2804665	2805133	2804806	2805133	2801256	2801387
556	"LOC114878444"	NA	chrOU015506.1	-	2804726	2805133	2804806	2805133	2801256	2801387
566	"LOC114878359"	NA	chrOU015506.1	+	2638601	2639388	2638601	2638941	2640200	2641216
567	"LOC114878359"	NA	chrOU015506.1	+	2638601	2640075	2638601	2638941	2640200	2641216
571	"LOC114882681"	NA	chrOU015508.1	-	96804	97631	96813	97631	94458	94728
572	"LOC114882681"	NA	chrOU015508.1	-	96804	97631	96834	97631	94458	94728
573	"LOC114882681"	NA	chrOU015508.1	-	96813	97631	96834	97631	94458	94728
589	"LOC114877587"	NA	chrOU015515.1	-	400929	401449	401439	401449	398728	398997
603	"LOC114871918"	NA	chrOU015504.1	+	15936854	15938205	15936854	15937446	15950109	15950722
604	"LOC114871918"	NA	chrOU015504.1	+	15950109	15950722	15950109	15950710	15952181	15952226
609	"LOC114876350"	NA	chrOU015513.1	+	8527074	8527325	8527074	8527191	8527418	8529156
610	"LOC114876350"	NA	chrOU015513.1	+	8527074	8527350	8527074	8527191	8527418	8529156
615	"LOC114873290"	NA	chrOU015514.1	+	7424404	7425046	7424404	7424608	7433216	7433425
617	"LOC114880739"	NA	chrOU015510.1	+	17237	17599	17237	17593	18181	18927
624	"LOC114876364"	NA	chrOU015504.1	-	12561818	12562665	12562092	12562665	12556298	12556482
628	"LOC114882881"	NA	chrOU015504.1	+	9386714	9386767	9386714	9386765	9386830	9387020
643	"LOC114883033"	NA	chrOU015505.1	+	9076175	9077012	9076175	9076817	9078226	9078288
644	"LOC114883033"	NA	chrOU015505.1	+	9076175	9077127	9076175	9076817	9078226	9078288
645	"LOC114883033"	NA	chrOU015505.1	+	9076175	9077300	9076175	9076817	9078226	9078288
646	"LOC114883033"	NA	chrOU015505.1	+	9076175	9077127	9076175	9077012	9078226	9078288
647	"LOC114883033"	NA	chrOU015505.1	+	9076175	9077300	9076175	9077012	9078226	9078288
648	"LOC114883033"	NA	chrOU015505.1	+	9076175	9077300	9076175	9077127	9078226	9078288
649	"LOC114883033"	NA	chrOU015505.1	+	9076175	9077300	9076175	9077127	9078748	9078941
650	"LOC114883033"	NA	chrOU015505.1	+	9076175	9077300	9076175	9077012	9078757	9078941
652	"LOC114883033"	NA	chrOU015505.1	+	9076176	9077300	9076176	9076817	9078757	9078941
653	"LOC114883033"	NA	chrOU015505.1	+	9076176	9077300	9076176	9077127	9078757	9078941
659	"LOC114882923"	NA	chrOU015504.1	-	8501210	8501449	8501271	8501449	8499499	8499661
660	"LOC114882923"	NA	chrOU015504.1	-	8501210	8501449	8501271	8501449	8499761	8499879
662	"LOC114880748"	NA	chrOU015510.1	+	21571	22211	21571	21621	22504	22680
665	"LOC114875608"	NA	chrOU015513.1	-	8051221	8051564	8051225	8051564	8050907	8051120
666	"LOC114875608"	NA	chrOU015513.1	-	8051221	8051564	8051225	8051564	8050907	8051134
669	"LOC114875481"	NA	chrOU015504.1	+	7949027	7951371	7949027	7950410	7951449	7951590
670	"LOC114878743"	NA	chrOU015518.1	-	1952222	1952288	1952227	1952288	1951512	1951622
694	"LOC114883057"	NA	chrOU015505.1	+	8661621	8662050	8661621	8661835	8676330	8676348
699	"LOC114875107"	NA	chrOU015512.1	+	8111820	8112713	8111820	8112494	8117062	8117257
707	"LOC114874647"	NA	chrOU015509.1	+	3580599	3580768	3580599	3580725	3580825	3580994
720	"LOC114873850"	NA	chrOU015513.1	+	4640755	4641269	4640755	4640900	4641481	4641555
721	"LOC114871209"	NA	chrOU015508.1	-	1811501	1814232	1813865	1814232	1811076	1811225
722	"LOC114871209"	NA	chrOU015508.1	-	1824649	1824872	1824765	1824872	1818095	1818491
724	"LOC114871209"	NA	chrOU015508.1	-	1827590	1829883	1827717	1829883	1827142	1827277
731	"LOC114882913"	NA	chrOU015504.1	+	9307572	9307690	9307572	9307686	9307742	9308954
733	"LOC114880573"	NA	chrOU015508.1	+	4560327	4560571	4560327	4560442	4560787	4560959
758	"LOC114872610"	NA	chrOU015516.1	-	6106004	6106923	6106332	6106923	6105315	6105334
766	"LOC114879236"	NA	chrOU015514.1	-	9904327	9904713	9904566	9904713	9903457	9903595
769	"LOC114875070"	NA	chrOU015516.1	-	3622536	3622709	3622551	3622709	3620486	3620864
775	"LOC114875420"	NA	chrOU015510.1	-	5416363	5416821	5416474	5416821	5415915	5416046
779	"LOC114874242"	NA	chrOU015513.1	-	9244986	9245151	9245000	9245151	9244312	9244445
790	"LOC114878683"	NA	chrOU015517.1	-	357254	357664	357418	357664	356514	356930
793	"LOC114872686"	NA	chrOU015506.1	-	1925635	1925959	1925823	1925959	1924318	1924449
800	"LOC114875839"	NA	chrOU015505.1	-	13639428	13639567	13639452	13639567	13638565	13638718
804	"LOC114882771"	NA	chrOU015508.1	+	675211	675426	675211	675411	675853	677508
805	"LOC114879490"	NA	chrOU015513.1	-	2767226	2768316	2767869	2768316	2759389	2759503
808	"LOC114877910"	NA	chrOU015507.1	+	1930062	1930336	1930062	1930327	1941580	1941703
813	"LOC114875205"	NA	chrOU015511.1	-	9778285	9778373	9778335	9778373	9777805	9778230
819	"LOC114880745"	NA	chrOU015510.1	-	27889	28111	27900	28111	26764	27828
820	"LOC114880516"	NA	chrOU015509.1	-	8972475	8973296	8973057	8973296	8966979	8968381
824	"LOC114872700"	NA	chrOU015506.1	-	1481143	1481307	1481150	1481307	1478091	1480927
844	"LOC114883070"	NA	chrOU015505.1	-	9033800	9034432	9033950	9034432	9029479	9032767
847	"LOC114870903"	NA	chrOU015504.1	+	13994453	13994754	13994453	13994639	13994835	13996024
865	"LOC114880786"	NA	chrOU015505.1	+	12130653	12131361	12130653	12130872	12132770	12133344
866	"LOC114880786"	NA	chrOU015505.1	+	12130653	12131369	12130653	12130872	12132770	12133344
869	"LOC114880786"	NA	chrOU015505.1	+	12130653	12131361	12130653	12130872	12133111	12133344
870	"LOC114880786"	NA	chrOU015505.1	+	12130653	12131369	12130653	12130872	12133111	12133344
871	"LOC114880786"	NA	chrOU015505.1	+	12130653	12131369	12130653	12131361	12133111	12133344
873	"LOC114880786"	NA	chrOU015505.1	+	12132770	12133344	12132770	12133202	12133419	12133622
874	"LOC114880786"	NA	chrOU015505.1	+	12132770	12133353	12132770	12133202	12133419	12133622
877	"LOC114874506"	NA	chrOU015509.1	+	4406366	4406953	4406366	4406837	4407357	4407495
881	"LOC114878776"	NA	chrOU015516.1	-	3000211	3001122	3000898	3001122	2999924	3000138
886	"LOC114878606"	NA	chrOU015514.1	-	1293679	1293802	1293792	1293802	1293063	1293307
890	"LOC114873520"	NA	chrOU015504.1	+	10397831	10398016	10397831	10397964	10398136	10398310
913	"LOC114876187"	NA	chrOU015504.1	-	15717079	15717332	15717084	15717332	15712878	15714965
914	"LOC114876187"	NA	chrOU015504.1	-	15720939	15721762	15721675	15721762	15712878	15714965
915	"LOC114876187"	NA	chrOU015504.1	-	15717079	15717332	15717084	15717332	15715719	15716990
916	"LOC114876187"	NA	chrOU015504.1	-	15720939	15721762	15721675	15721762	15718248	15718382
918	"LOC114876450"	NA	chrOU015517.1	+	3279162	3279392	3279162	3279346	3279532	3279996
927	"LOC114882394"	NA	chrOU015508.1	-	431961	432571	432228	432571	430965	431302
928	"LOC114882394"	NA	chrOU015508.1	-	431961	432571	432433	432571	430965	431302
930	"LOC114882394"	NA	chrOU015508.1	-	431961	432571	432228	432571	431395	431777
932	"LOC114882394"	NA	chrOU015508.1	-	431961	432571	432228	432571	431645	431686
940	"LOC114879693"	NA	chrOU015505.1	+	12593938	12594554	12593938	12594145	12594615	12595048
942	"LOC114876153"	NA	chrOU015504.1	-	15434305	15434462	15434310	15434462	15433887	15434240
943	"LOC114876153"	NA	chrOU015504.1	-	15434305	15434462	15434310	15434462	15433887	15434253
945	"LOC114872184"	NA	chrOU015519.1	-	7799253	7800466	7800147	7800466	7796248	7796336
948	"LOC114878450"	NA	chrOU015507.1	-	11629338	11629604	11629403	11629604	11628776	11628902
949	"LOC114878450"	NA	chrOU015507.1	-	11629338	11629604	11629403	11629604	11629002	11629195
953	"LOC114877338"	NA	chrOU015509.1	+	1889338	1889556	1889338	1889552	1890685	1890870
960	"LOC114879956"	NA	chrOU015507.1	-	5721330	5722876	5722721	5722876	5715684	5715736
962	"LOC114879956"	NA	chrOU015507.1	-	5753445	5754553	5754399	5754553	5735168	5735310
980	"LOC114874886"	NA	chrOU015509.1	-	8825820	8826476	8825995	8826476	8824518	8825274
985	"LOC114873601"	NA	chrOU015516.1	+	9306462	9306801	9306462	9306588	9307602	9307716
989	"LOC114871637"	NA	chrOU015509.1	+	2435694	2437747	2435694	2437681	2442026	2442216
993	"LOC114873939"	NA	chrOU015514.1	+	7744930	7745680	7744930	7745118	7745761	7746090
994	"LOC114872627"	NA	chrOU015506.1	-	1275208	1275713	1275484	1275713	1274923	1275105
996	"LOC114879867"	NA	chrOU015511.1	+	5384621	5385039	5384621	5384914	5385349	5385443
999	"LOC114872180"	NA	chrOU015519.1	+	7858939	7859069	7858939	7859063	7861293	7861411
1002	"LOC114877944"	NA	chrOU015506.1	+	3305593	3306083	3305593	3305857	3306243	3306547
1003	"LOC114872648"	NA	chrOU015506.1	-	1564160	1564559	1564269	1564559	1559736	1560051
1009	"LOC114881064"	NA	chrOU015504.1	+	4800097	4800364	4800097	4800360	4801318	4801787
1014	"LOC114880603"	NA	chrOU015509.1	-	10385655	10386631	10385839	10386631	10380825	10380939
1028	"LOC114871873"	NA	chrOU015504.1	+	16533349	16533703	16533349	16533591	16534201	16534323
1033	"LOC114876165"	NA	chrOU015504.1	+	15347494	15350965	15347494	15348619	15351714	15351848
1034	"LOC114880854"	NA	chrOU015504.1	-	3871369	3871569	3871433	3871569	3836603	3836860
1040	"LOC114876580"	NA	chrOU015514.1	-	8905545	8905639	8905561	8905639	8903895	8903983
1047	"LOC114872165"	NA	chrOU015507.1	+	3559715	3559972	3559715	3559947	3609798	3609872
1058	"LOC114878290"	NA	chrOU015512.1	+	3695268	3695536	3695268	3695532	3700688	3700885
1062	"LOC114874880"	NA	chrOU015509.1	-	8586692	8587063	8586978	8587063	8586284	8586626
1064	"LOC114877528"	NA	chrOU015509.1	+	10078349	10081367	10078349	10080243	10125584	10125690
1080	"LOC114877433"	NA	chrOU015512.1	+	154259	154436	154259	154321	154665	154816
1081	"LOC114877433"	NA	chrOU015512.1	+	155126	156256	155126	156097	156767	156974
1109	"LOC114871359"	NA	chrOU015515.1	+	3853986	3854269	3853986	3854250	3854981	3855063
1111	"LOC114871168"	NA	chrOU015508.1	+	2078597	2079288	2078597	2079070	2080544	2080686
1117	"LOC114875861"	NA	chrOU015505.1	+	14024675	14024834	14024675	14024795	14025283	14025312
1119	"LOC114877984"	NA	chrOU015506.1	-	3280753	3281386	3280784	3281386	3279437	3279965
1121	"LOC114877984"	NA	chrOU015506.1	-	3280753	3281386	3280784	3281386	3279437	3280040
1122	"LOC114871097"	NA	chrOU015508.1	-	2267226	2267594	2267332	2267594	2266338	2266459
1123	"LOC114871097"	NA	chrOU015508.1	-	2267226	2267594	2267332	2267594	2266550	2266773
1150	"LOC114876064"	NA	chrOU015506.1	-	413731	414127	413838	414127	413041	413125
1154	"LOC114879213"	NA	chrOU015514.1	+	9874176	9874487	9874176	9874346	9874594	9874677
1155	"LOC114879213"	NA	chrOU015514.1	+	9874176	9874487	9874176	9874346	9877217	9877322
1160	"LOC114874918"	NA	chrOU015507.1	-	11339878	11341345	11339892	11341345	11329194	11329901
1165	"LOC114879092"	NA	chrOU015516.1	+	7987311	7987423	7987311	7987411	7989408	7989610
1166	"LOC114879092"	NA	chrOU015516.1	+	7987311	7987423	7987311	7987411	7989426	7989610
1187	"LOC114874392"	NA	chrOU015512.1	+	6905133	6905427	6905133	6905362	6906879	6907029
1188	"LOC114874392"	NA	chrOU015512.1	+	6905133	6905427	6905133	6905362	6915466	6916170
1198	"LOC114883013"	NA	chrOU015505.1	-	8929966	8930718	8930582	8930718	8929624	8929724
1199	"LOC114883063"	NA	chrOU015505.1	-	9009305	9009759	9009579	9009759	9008983	9009239
1200	"LOC114880952"	NA	chrOU015506.1	-	11615564	11615903	11615711	11615903	11613411	11613437
1208	"LOC114880137"	NA	chrOU015511.1	+	2234287	2234850	2234287	2234803	2234945	2235333
1213	"LOC114875270"	NA	chrOU015511.1	+	9661752	9662095	9661752	9662032	9662471	9662744
1220	"LOC114873110"	NA	chrOU015509.1	+	328700	329045	328700	328965	330913	331012
1230	"LOC114871435"	NA	chrOU015505.1	-	11817303	11817528	11817307	11817528	11814833	11814947
1231	"LOC114871435"	NA	chrOU015505.1	-	11817303	11817528	11817307	11817528	11814833	11814950
1238	"LOC114879834"	NA	chrOU015505.1	+	12207150	12207540	12207150	12207355	12207736	12208105
1252	"LOC114877179"	NA	chrOU015505.1	-	13328578	13329280	13328749	13329280	13327917	13328138
1265	"LOC114873678"	NA	chrOU015516.1	+	8908679	8911197	8908679	8909187	8911805	8911817
1276	"LOC114876592"	NA	chrOU015514.1	-	8869443	8869908	8869724	8869908	8867313	8867523
1284	"LOC114882155"	NA	chrOU015504.1	+	6215447	6218235	6215447	6216121	6218388	6218671
1289	"LOC114876929"	NA	chrOU015504.1	-	5245179	5245379	5245269	5245379	5242039	5243848
1298	"LOC114877833"	NA	chrOU015506.1	+	2444488	2444624	2444488	2444599	2446705	2448069
1299	"LOC114877833"	NA	chrOU015506.1	+	2444488	2444624	2444488	2444599	2447459	2448069
1301	"LOC114877833"	NA	chrOU015506.1	+	2444488	2447391	2444488	2444624	2447459	2448069
1303	"LOC114877833"	NA	chrOU015506.1	+	2458067	2458227	2458067	2458161	2460715	2461442
1309	"LOC114872448"	NA	chrOU015514.1	+	5351848	5351986	5351848	5351934	5352587	5352677
1313	"LOC114874540"	NA	chrOU015509.1	+	4246879	4247889	4246879	4246953	4248057	4248200
1314	"LOC114874540"	NA	chrOU015509.1	+	4246879	4247971	4246879	4246953	4248057	4248200
1317	"LOC114878188"	NA	chrOU015509.1	+	9234078	9234279	9234078	9234231	9235828	9236086
1320	"LOC114881257"	NA	chrCAJRAL010000425.1	+	1341866	1342966	1341866	1341969	1346776	1347142
1332	"LOC114880733"	NA	chrOU015510.1	+	85027	85670	85027	85165	85746	85979
1346	"LOC114872367"	NA	chrOU015508.1	+	9034365	9034544	9034365	9034504	9037366	9037459
1347	"LOC114872367"	NA	chrOU015508.1	+	9034365	9034635	9034365	9034504	9037366	9037459
1348	"LOC114872367"	NA	chrOU015508.1	+	9034365	9034635	9034365	9034544	9037366	9037459
1359	"LOC114878334"	NA	chrOU015510.1	-	404627	405444	404810	405444	403443	403671
1360	"LOC114878334"	NA	chrOU015510.1	-	404627	405444	404810	405444	404014	404192
1372	"LOC114873265"	NA	chrOU015515.1	-	2089001	2089081	2089007	2089081	2088470	2088935
1390	"LOC114880151"	NA	chrOU015510.1	-	2338061	2338351	2338211	2338351	2337775	2338008
1391	"LOC114880151"	NA	chrOU015510.1	-	2338061	2338351	2338215	2338351	2337775	2338008
1392	"LOC114880151"	NA	chrOU015510.1	-	2338211	2338351	2338215	2338351	2337775	2338008
1402	"LOC114871266"	NA	chrOU015513.1	-	6827913	6829298	6828381	6829298	6700835	6701057
1404	"LOC114873668"	NA	chrOU015510.1	-	3292241	3292407	3292247	3292407	3290983	3291187
1417	"LOC114876984"	NA	chrOU015510.1	+	4818150	4818305	4818150	4818295	4818516	4818880
1418	"LOC114876984"	NA	chrOU015510.1	+	4818150	4818305	4818150	4818295	4818548	4818880
1419	"LOC114876984"	NA	chrOU015510.1	+	4818150	4818305	4818150	4818295	4818552	4818880
1459	"LOC114874142"	NA	chrOU015505.1	+	2226776	2227320	2226776	2227268	2227373	2227465
1461	"LOC114877011"	NA	chrOU015514.1	-	2842887	2842956	2842891	2842956	2840982	2841003
1464	"LOC114880140"	NA	chrOU015511.1	+	2247172	2247807	2247172	2247600	2248474	2248713
1467	"LOC114881039"	NA	chrOU015511.1	-	2712013	2712427	2712015	2712427	2711820	2711888
1471	"LOC114875751"	NA	chrOU015511.1	+	3495796	3496037	3495796	3496033	3497096	3497133
1478	"LOC114877113"	NA	chrOU015511.1	-	4755650	4756090	4755654	4756090	4753349	4754552
1489	"LOC114877097"	NA	chrOU015511.1	+	4898434	4899348	4898434	4898806	4906346	4906465
1492	"LOC114871073"	NA	chrOU015508.1	-	1738818	1738951	1738920	1738951	1737227	1737715
1499	"LOC114874236"	NA	chrOU015513.1	-	9942464	9944221	9942512	9944221	9935668	9935778
1503	"LOC114882709"	NA	chrOU015508.1	-	136323	136567	136466	136567	136058	136221
1508	"LOC114873763"	NA	chrOU015514.1	-	6745498	6745829	6745503	6745829	6720944	6721180
1510	"LOC114873763"	NA	chrOU015514.1	-	6745498	6745829	6745698	6745829	6732199	6732473
1511	"LOC114873763"	NA	chrOU015514.1	-	6745503	6745829	6745698	6745829	6732199	6732473
1520	"LOC114878089"	NA	chrOU015511.1	+	7828368	7828531	7828368	7828522	7863321	7863398
1521	"LOC114877722"	NA	chrOU015514.1	-	2054844	2058749	2057764	2058749	2054484	2054642
1530	"LOC114875233"	NA	chrOU015511.1	-	9548809	9549894	9549579	9549894	9547980	9548160
1531	"LOC114875233"	NA	chrOU015511.1	-	9548809	9549894	9549579	9549894	9548253	9548372
1538	"LOC114877755"	NA	chrOU015514.1	+	2171103	2171121	2171103	2171115	2171179	2171363
1541	"LOC114875199"	NA	chrOU015511.1	+	9729057	9729679	9729057	9729309	9730125	9730178
1550	"LOC114877684"	NA	chrOU015511.1	-	10159301	10160263	10159525	10160263	10158457	10158785
1558	"LOC114877671"	NA	chrOU015511.1	-	10515579	10515973	10515773	10515973	10513226	10513905
1567	"LOC114880544"	NA	chrOU015512.1	+	116675	116797	116675	116773	117181	117370
1568	"LOC114880544"	NA	chrOU015512.1	+	116675	117170	116675	116773	117253	117370
1569	"LOC114880544"	NA	chrOU015512.1	+	116675	117370	116675	116773	117541	117624
1576	"LOC114877472"	NA	chrOU015512.1	-	278434	279181	279020	279181	278129	278335
1579	"LOC114877421"	NA	chrOU015512.1	-	345275	345548	345417	345548	344422	344690
1589	"LOC114871034"	NA	chrOU015508.1	+	2217551	2218317	2217551	2218038	2218604	2219236
1591	"LOC114877449"	NA	chrOU015512.1	+	592317	592760	592317	592476	592837	593099
1592	"LOC114873150"	NA	chrOU015512.1	+	690731	691059	690731	690939	691533	691641
1594	"LOC114873130"	NA	chrOU015512.1	-	782163	782533	782335	782533	781920	782069
1595	"LOC114873130"	NA	chrOU015512.1	-	782163	782533	782335	782533	781920	782102
1596	"LOC114873095"	NA	chrOU015512.1	+	785863	786389	785863	786005	786740	786868
