ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
141	"LOC114881376"	NA	chrOU015510.1	-	2039933	2039939	2041830	2041866	2036039	2036282	2050597	2050606
142	"LOC114881376"	NA	chrOU015510.1	-	2039933	2039939	2050597	2050606	2036039	2036282	2059809	2059970
144	"LOC114871003"	NA	chrOU015508.1	+	2279821	2279888	2279952	2279991	2279551	2279643	2280177	2280218
145	"LOC114877429"	NA	chrOU015512.1	+	136138	136256	137779	137893	135911	136048	138041	138134
146	"LOC114877429"	NA	chrOU015512.1	+	138790	138862	142215	142283	138551	138689	143019	143163
147	"LOC114877429"	NA	chrOU015512.1	+	138790	138862	142215	142283	138551	138689	143702	144142
148	"LOC114877429"	NA	chrOU015512.1	+	142215	142283	143019	143163	138790	138862	143702	144142
149	"LOC114873220"	NA	chrOU015510.1	+	4159502	4159557	4160931	4161169	4154620	4154977	4161330	4161390
150	"LOC114873220"	NA	chrOU015510.1	+	4160931	4161169	4161330	4161390	4159502	4159557	4161669	4161807
151	"LOC114873220"	NA	chrOU015510.1	+	4161330	4161390	4161669	4161807	4160931	4161169	4162037	4162117
152	"LOC114873220"	NA	chrOU015510.1	+	4161669	4161807	4162037	4162117	4161330	4161390	4162453	4162589
153	"LOC114873611"	NA	chrOU015516.1	-	9258923	9259002	9259484	9259539	9258693	9258814	9260156	9260338
154	"LOC114880353"	NA	chrOU015517.1	+	7650234	7653142	7657521	7657711	7618898	7618982	7662864	7662978
155	"LOC114880353"	NA	chrOU015517.1	+	7657521	7657711	7662864	7662978	7650234	7653142	7671428	7671596
156	"LOC114870925"	NA	chrOU015504.1	+	14338437	14338709	14340729	14340793	14337461	14338045	14345378	14345464
157	"LOC114870925"	NA	chrOU015504.1	+	14338664	14338709	14340729	14340793	14337461	14338045	14345378	14345464
158	"LOC114870925"	NA	chrOU015504.1	+	14340729	14340785	14345378	14345464	14337461	14338045	14357934	14358025
160	"LOC114870925"	NA	chrOU015504.1	+	14358411	14358582	14359332	14359425	14358082	14358345	14359654	14360116
161	"LOC114870925"	NA	chrOU015504.1	+	14358411	14358582	14359654	14360116	14358082	14358345	14360955	14361159
162	"LOC114870925"	NA	chrOU015504.1	+	14358411	14358645	14359332	14359425	14358082	14358345	14359654	14360116
163	"LOC114880889"	NA	chrOU015508.1	-	9845369	9845570	9846062	9846186	9838687	9838837	9863069	9863340
164	"LOC114880889"	NA	chrOU015508.1	-	9845369	9845570	9863069	9863340	9838687	9838837	9875813	9876032
165	"LOC114878156"	NA	chrOU015508.1	-	9469954	9470122	9471164	9471296	9469755	9469827	9471396	9471683
166	"LOC114882736"	NA	chrOU015508.1	+	440739	440901	440971	441237	439608	439947	441331	441557
167	"LOC114872355"	NA	chrOU015508.1	+	9122010	9122110	9149225	9149406	9120888	9120935	9151434	9151558
169	"LOC114874134"	NA	chrOU015505.1	-	2100854	2100950	2101130	2101265	2100399	2100537	2101350	2101635
171	"LOC114872329"	NA	chrOU015508.1	-	8980055	8980211	8981034	8981184	8979257	8979325	8982034	8982174
172	"LOC114872087"	NA	chrOU015512.1	+	3484885	3484968	3486091	3486725	3483428	3484057	3490228	3490314
173	"LOC114878897"	NA	chrOU015509.1	+	5391931	5392264	5397136	5397208	5389405	5390149	5403873	5404243
174	"LOC114878897"	NA	chrOU015509.1	+	5397136	5397208	5403873	5404243	5391931	5392264	5406350	5406519
175	"LOC114877355"	NA	chrOU015509.1	+	1874275	1874373	1874521	1874663	1873537	1873941	1874825	1874887
176	"LOC114877355"	NA	chrOU015509.1	+	1874521	1874663	1874825	1874887	1874275	1874373	1875329	1875610
177	"LOC114879923"	NA	chrOU015511.1	+	9863506	9863929	9864386	9864609	9860236	9860500	9865405	9865542
178	"LOC114879923"	NA	chrOU015511.1	+	9863506	9863929	9864386	9864609	9860236	9860577	9865405	9865542
179	"LOC114879923"	NA	chrOU015511.1	+	9863506	9863929	9864386	9864609	9860236	9860767	9865405	9865542
180	"LOC114879923"	NA	chrOU015511.1	+	9863506	9863929	9864386	9864609	9861951	9862658	9865405	9865542
181	"LOC114877349"	NA	chrOU015509.1	+	1853576	1856075	1859082	1859177	1837181	1837446	1859258	1859388
182	"LOC114872382"	NA	chrOU015508.1	-	9227984	9228055	9230043	9230403	9225301	9225399	9234043	9234563
184	"LOC114880821"	NA	chrOU015506.1	+	11057340	11057494	11068985	11069172	11038982	11039157	11072302	11072652
185	"LOC114880821"	NA	chrOU015506.1	+	11068985	11069172	11072302	11072652	11057340	11057494	11073106	11073304
186	"LOC114879899"	NA	chrOU015509.1	+	3046318	3046557	3047120	3047452	3040155	3040308	3047622	3048206
187	"LOC114880320"	NA	chrOU015508.1	-	4346575	4346809	4357448	4357703	4346252	4346425	4367654	4367774
188	"LOC114878903"	NA	chrOU015509.1	+	5497086	5497119	5502933	5503339	5496712	5496834	5505154	5505281
189	"LOC114878903"	NA	chrOU015509.1	+	5497086	5497119	5502933	5503339	5496712	5496834	5506390	5506451
190	"LOC114878903"	NA	chrOU015509.1	+	5497086	5497119	5502933	5503339	5496712	5496834	5518817	5519188
191	"LOC114878903"	NA	chrOU015509.1	+	5497086	5497119	5506390	5506451	5496712	5496834	5518817	5519188
192	"LOC114878903"	NA	chrOU015509.1	+	5502933	5503339	5506390	5506451	5496712	5496834	5518817	5519188
193	"LOC114878903"	NA	chrOU015509.1	+	5502933	5503339	5505154	5505281	5496712	5497119	5506390	5506451
194	"LOC114878903"	NA	chrOU015509.1	+	5502933	5503339	5506390	5506451	5496712	5497119	5518817	5519188
195	"LOC114878903"	NA	chrOU015509.1	+	5505154	5505281	5506390	5506451	5502933	5503339	5518817	5519035
196	"LOC114878903"	NA	chrOU015509.1	+	5505154	5505281	5518817	5519035	5502933	5503339	5520682	5522379
197	"LOC114878903"	NA	chrOU015509.1	+	5505154	5505281	5518817	5519188	5502933	5503339	5520682	5522379
198	"LOC114880314"	NA	chrOU015508.1	+	3889010	3889103	3949975	3950064	3857553	3858066	3963796	3964040
199	"LOC114880314"	NA	chrOU015508.1	+	3949975	3950064	3963796	3964040	3889010	3889103	3980009	3981682
200	"LOC114871608"	NA	chrOU015509.1	-	2627420	2627607	2634466	2634590	2627219	2627340	2636260	2636360
201	"LOC114871608"	NA	chrOU015509.1	-	2628279	2628430	2634466	2634590	2627420	2627607	2636260	2636360
202	"LOC114871608"	NA	chrOU015509.1	-	2635281	2635335	2635871	2636018	2634466	2634590	2636260	2636360
206	"LOC114877916"	NA	chrOU015508.1	-	5612630	5612697	5613268	5613329	5612398	5612547	5613422	5613588
207	"LOC114877916"	NA	chrOU015508.1	-	5613268	5613329	5613422	5613588	5612630	5612697	5613914	5614235
209	"LOC114871951"	NA	chrOU015504.1	+	11291078	11291163	11296922	11296955	11290253	11290336	11297748	11297832
210	"LOC114871951"	NA	chrOU015504.1	+	11291078	11291163	11297748	11297832	11290253	11290336	11323954	11324059
211	"LOC114871951"	NA	chrOU015504.1	+	11291078	11291163	11297748	11297832	11290253	11290336	11324962	11325028
212	"LOC114871951"	NA	chrOU015504.1	+	11297748	11297832	11324962	11325028	11290253	11290336	11328626	11328904
213	"LOC114871951"	NA	chrOU015504.1	+	11297748	11297832	11323954	11324059	11291078	11291163	11324962	11325028
214	"LOC114871951"	NA	chrOU015504.1	+	11297748	11297832	11324962	11325028	11291078	11291163	11328626	11328904
216	"LOC114871208"	NA	chrOU015508.1	+	2291329	2291504	2295894	2295989	2287796	2287903	2297103	2297361
217	"LOC114871000"	NA	chrOU015508.1	+	2274489	2274736	2275628	2275911	2272036	2272432	2276544	2276634
218	"LOC114871040"	NA	chrOU015508.1	-	2176972	2177578	2198612	2198686	2175691	2175803	2200403	2200573
219	"LOC114870997"	NA	chrOU015508.1	+	2139194	2139438	2139504	2139633	2138617	2139057	2139716	2139870
222	"LOC114871077"	NA	chrOU015508.1	+	2053547	2053717	2054041	2054103	2052633	2052917	2054393	2054476
225	"LOC114871077"	NA	chrOU015508.1	+	2053565	2053717	2054041	2054103	2052633	2052917	2054393	2054476
228	"LOC114880956"	NA	chrOU015508.1	+	9983587	9983758	9984075	9984232	9982861	9983335	9984315	9984788
229	"LOC114878939"	NA	chrOU015507.1	-	2180898	2181221	2181291	2181395	2179589	2180821	2181474	2181662
230	"LOC114878228"	NA	chrOU015512.1	+	8487010	8487146	8487662	8487771	8486203	8486633	8487886	8488020
231	"LOC114878228"	NA	chrOU015512.1	+	8487052	8487146	8487662	8487771	8486204	8486633	8487886	8488020
232	"LOC114872728"	NA	chrOU015517.1	+	4615933	4616052	4625959	4626224	4615566	4615652	4666476	4666624
233	"LOC114879505"	NA	chrOU015519.1	+	2076368	2076600	2077087	2077271	2076155	2076302	2077323	2077639
234	"LOC114879505"	NA	chrOU015519.1	+	2077087	2077271	2077323	2077639	2076368	2076600	2077763	2078013
235	"LOC114877926"	NA	chrOU015508.1	+	5482771	5482921	5484153	5484303	5455354	5455733	5496170	5496297
236	"LOC114877926"	NA	chrOU015508.1	+	5484153	5484303	5496170	5496297	5482771	5482921	5497883	5498184
237	"LOC114871175"	NA	chrOU015508.1	-	1466988	1467113	1467576	1467682	1466664	1466909	1467754	1468063
239	"LOC114871024"	NA	chrOU015508.1	+	1432528	1432737	1433793	1433920	1432053	1432176	1434370	1434458
240	"LOC114871189"	NA	chrOU015508.1	-	1326238	1326589	1327127	1327234	1326100	1326176	1327333	1327424
241	"LOC114871164"	NA	chrOU015508.1	-	1290941	1291137	1291197	1291301	1290618	1290840	1291356	1291498
242	"LOC114882860"	NA	chrOU015507.1	+	4028841	4029008	4030350	4030527	4028238	4028749	4031663	4031797
243	"LOC114878559"	NA	chrOU015514.1	+	1134030	1134175	1134248	1134350	1133738	1133963	1134442	1134616
245	"LOC114882014"	NA	chrOU015508.1	-	11602757	11602917	11603377	11603543	11602158	11602684	11603621	11603776
246	"LOC114881071"	NA	chrOU015508.1	+	10105888	10106115	10111444	10112054	10101483	10101654	10112231	10112317
247	"LOC114871321"	NA	chrOU015515.1	-	4432519	4432673	4432738	4432966	4432255	4432445	4433032	4433208
248	"LOC114878392"	NA	chrOU015510.1	+	140860	140975	141099	141296	140590	140783	141418	141745
249	"LOC114877931"	NA	chrOU015508.1	-	5582711	5584256	5586897	5587133	5576803	5582483	5597614	5597727
250	"LOC114877931"	NA	chrOU015508.1	-	5582711	5584256	5597610	5597727	5576803	5582483	5597942	5597977
251	"LOC114877931"	NA	chrOU015508.1	-	5582711	5584256	5597614	5597727	5576803	5582483	5597942	5597977
252	"LOC114882685"	NA	chrOU015508.1	+	90919	91115	91228	91404	90565	90845	91482	91800
253	"LOC114882685"	NA	chrOU015508.1	+	90919	91115	91482	91800	90565	90845	91887	92331
254	"LOC114882747"	NA	chrOU015508.1	-	19073	19294	25222	25334	18854	19007	25430	25556
255	"LOC114871098"	NA	chrOU015508.1	-	2240813	2240896	2243385	2243426	2240038	2240270	2244759	2244956
256	"LOC114871098"	NA	chrOU015508.1	-	2240817	2240896	2243385	2243426	2240038	2240270	2244759	2244947
257	"LOC114880697"	NA	chrOU015508.1	-	10243896	10244026	10249941	10250111	10240576	10240691	10252943	10253223
258	"LOC114882763"	NA	chrOU015507.1	+	12523257	12523356	12523512	12523611	12523086	12523185	12523697	12523796
259	"LOC114882762"	NA	chrOU015507.1	+	12510949	12511093	12511611	12511689	12510702	12510877	12512816	12512977
260	"LOC114874915"	NA	chrOU015509.1	+	8759753	8759932	8762587	8762716	8713828	8714986	8767797	8767981
261	"LOC114874915"	NA	chrOU015509.1	+	8762587	8762716	8767797	8767981	8759753	8759932	8769004	8769220
262	"LOC114882802"	NA	chrOU015507.1	+	12076218	12076352	12094631	12094756	12069154	12069668	12094969	12095197
263	"LOC114882802"	NA	chrOU015507.1	+	12076218	12076352	12094210	12094465	12072267	12072432	12094631	12094756
264	"LOC114882802"	NA	chrOU015507.1	+	12076218	12076352	12094210	12094465	12074437	12074563	12094631	12094756
265	"LOC114882802"	NA	chrOU015507.1	+	12094210	12094465	12094631	12094756	12069156	12069668	12094969	12095197
266	"LOC114882802"	NA	chrOU015507.1	+	12094210	12094465	12094631	12094756	12076218	12076352	12094969	12095197
267	"LOC114882802"	NA	chrOU015507.1	+	12094210	12094465	12094631	12094756	12085554	12085760	12094969	12095197
268	"LOC114879587"	NA	chrOU015507.1	-	11894629	11894785	11895231	11895278	11893910	11894555	11895368	11895483
269	"LOC114873162"	NA	chrOU015509.1	-	24342	24470	24556	24623	23855	23993	28791	28930
270	"LOC114878419"	NA	chrOU015507.1	-	11530285	11530365	11536941	11537041	11526880	11526960	11540495	11540591
271	"LOC114878423"	NA	chrOU015507.1	+	11489444	11489548	11490086	11490223	11487476	11488126	11491987	11492169
272	"LOC114872532"	NA	chrOU015506.1	+	9014907	9015090	9017202	9017343	9005484	9005822	9019530	9019713
273	"LOC114871971"	NA	chrOU015509.1	+	7757810	7758009	7770010	7770095	7713017	7713145	7813551	7813606
274	"LOC114875179"	NA	chrOU015507.1	+	11368777	11368915	11369099	11369345	11368261	11368349	11369424	11369622
275	"LOC114875179"	NA	chrOU015507.1	+	11368825	11368915	11369099	11369345	11368259	11368349	11369424	11369622
280	"LOC114880380"	NA	chrOU015513.1	-	5913891	5913976	5952690	5952768	5911349	5911486	5968311	5968356
281	"LOC114880380"	NA	chrOU015513.1	-	5913891	5913976	5968311	5968356	5911349	5911486	5968502	5968531
282	"LOC114880380"	NA	chrOU015513.1	-	5913891	5913976	5968311	5968359	5911349	5911486	5968502	5968531
283	"LOC114874950"	NA	chrOU015507.1	+	11279974	11280153	11280674	11280967	11278690	11278795	11281125	11281279
285	"LOC114878210"	NA	chrOU015515.1	+	8637829	8637933	8638261	8638365	8637359	8637656	8639041	8639257
286	"LOC114878210"	NA	chrOU015515.1	+	8637829	8637933	8638803	8638952	8637359	8637656	8639041	8639257
287	"LOC114878210"	NA	chrOU015515.1	+	8638261	8638365	8638803	8638952	8637359	8637656	8639041	8639257
288	"LOC114875558"	NA	chrOU015513.1	-	8231384	8231494	8232734	8232864	8231258	8231331	8233199	8233620
289	"LOC114875046"	NA	chrOU015516.1	+	3593296	3593395	3593484	3593646	3592714	3592950	3593726	3593875
290	"LOC114872127"	NA	chrOU015512.1	+	2855578	2855670	2855887	2856004	2855269	2855401	2856233	2856698
