ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
12	"LOC114872168"	NA	chrOU015519.1	-	7931275	7938806	7931275	7932294	7932352	7938806	12	67,78,70	1,1,1	151,28,26,83	9,1,1,1	157	99	0.0131058723927	0.0776311554228883	0.977,0.98,0.978	0.914,0.946,0.943,0.981	0.032
13	"LOC114872168"	NA	chrOU015519.1	-	7931275	7938806	7931275	7933091	7933493	7938806	13	142,170,179	1,5,4	374,91,55,144	18,5,1,4	198	99	0.0277394434062	0.13404356040693355	0.986,0.944,0.957	0.912,0.901,0.965,0.947	0.031
14	"LOC114872168"	NA	chrOU015519.1	-	7931275	7938806	7931275	7933598	7933666	7938806	14	119,163,157	7,8,6	326,64,45,130	25,1,2,7	167	99	0.390353740698	0.8250786260221037	0.91,0.924,0.939	0.885,0.974,0.93,0.917	-0.002
15	"LOC114872168"	NA	chrOU015519.1	-	7931275	7938806	7931275	7933953	7934018	7938806	15	110,185,173	5,2,4	367,106,59,170	29,2,1,3	164	99	0.0218565784397	0.11426090294633202	0.93,0.982,0.963	0.884,0.97,0.973,0.972	0.009
16	"LOC114872168"	NA	chrOU015519.1	-	7931275	7938806	7931275	7934163	7934272	7938806	16	165,215,177	7,4,2	435,107,54,178	12,5,3,2	198	99	0.525670144964	0.985757012421403	0.922,0.964,0.978	0.948,0.915,0.9,0.978	0.019
17	"LOC114872168"	NA	chrOU015519.1	-	7931275	7938806	7931275	7934994	7935080	7938806	17	75,118,114	0,1,3	222,65,25,90	8,0,1,3	185	99	0.0558625049731	0.22922351900973156	1.0,0.984,0.953	0.937,1.0,0.93,0.941	0.027
18	"LOC114872191"	NA	chrOU015519.1	-	7807297	7811876	7807297	7811122	7811200	7811876	18	239,167,353	11,8,28	1007,173,169,261	61,6,9,7	177	99	0.351399973308	0.778592097721647	0.924,0.921,0.876	0.902,0.942,0.913,0.954	-0.021
19	"LOC114872233"	NA	chrOU015519.1	+	7676847	7679021	7676847	7677234	7677323	7679021	19	6,6,1	0,0,0	11,3,2,8	3,1,1,0	188	99	0.0767589833336	0.285465687384958	1.0,1.0,1.0	0.659,0.612,0.513,1.0	0.304
20	"LOC114872233"	NA	chrOU015519.1	+	7676847	7679021	7676847	7677573	7677707	7679021	20	8,10,5	3,2,1	29,6,2,5	11,3,4,2	198	99	0.141949684032	0.43262258473653115	0.571,0.714,0.714	0.569,0.5,0.2,0.556	0.21
21	"LOC114872233"	NA	chrOU015519.1	+	7676847	7679021	7676847	7677573	7678109	7679021	21	6,6,5	1,0,0	34,5,4,5	1,1,0,2	198	99	0.6543324299	1.0	0.75,1.0,1.0	0.944,0.714,1.0,0.556	0.113
22	"LOC114872233"	NA	chrOU015519.1	+	7676847	7679021	7676847	7678029	7678109	7679021	22	5,3,6	0,0,0	30,6,8,8	2,0,0,0	179	99	1	1.0	1.0,1.0,1.0	0.892,1.0,1.0,1.0	0.027
23	"LOC114872240"	NA	chrOU015519.1	+	7604142	7604802	7604142	7604398	7604449	7604802	23	86,105,46	2,0,3	193,46,32,64	8,1,2,1	150	99	0.181046474937	0.5056221895103669	0.966,1.0,0.91	0.941,0.968,0.913,0.977	0.009
24	"LOC114872240"	NA	chrOU015519.1	+	7604142	7604802	7604142	7604398	7604464	7604802	24	99,132,58	6,4,4	242,61,39,74	29,5,6,9	165	99	0.00193497460384	0.020159416262701842	0.908,0.952,0.897	0.834,0.88,0.796,0.831	0.084
25	"LOC114872248"	NA	chrOU015519.1	-	7014505	7018391	7014505	7014756	7014833	7018391	25	988,1175,1040	18,33,52	2888,684,450,891	196,39,27,49	176	99	2.15052476016e-06	0.00012150464894904	0.969,0.952,0.918	0.892,0.908,0.904,0.911	0.043
26	"LOC114876707"	NA	chrOU015519.1	-	6106537	6107080	6106537	6106920	6106983	6107080	26	29,36,18	93,123,63	133,21,35,32	412,94,91,91	162	99	0.612624919353	1.0	0.16,0.152,0.149	0.165,0.12,0.19,0.177	-0.009
27	"LOC114876700"	NA	chrOU015519.1	-	6050115	6053287	6050115	6052594	6052712	6053287	27	36,29,39	3,0,2	424,63,73,73	14,2,1,2	198	99	0.860106311636	1.0	0.857,1.0,0.907	0.938,0.94,0.973,0.948	-0.028
28	"LOC114876700"	NA	chrOU015519.1	-	6050115	6053287	6050115	6053115	6053181	6053287	28	49,51,45	2,4,0	522,113,112,120	11,1,2,5	165	99	0.749066406582	1.0	0.936,0.884,1.0	0.966,0.985,0.971,0.935	-0.024
29	"LOC114876653"	NA	chrOU015519.1	-	5759696	5764611	5759696	5761590	5761682	5764611	29	66,52,33	6,4,2	228,42,53,64	14,1,3,1	191	99	0.341988509701	0.7705231913355353	0.851,0.871,0.895	0.894,0.956,0.902,0.971	-0.058
30	"LOC114876690"	NA	chrOU015519.1	-	5694582	5695264	5694582	5694812	5695122	5695264	30	2,5,9	1,4,1	3,2,1,1	1,0,0,1	198	99	0.000639744602526	0.009124124476802855	0.5,0.385,0.818	0.6,1.0,1.0,0.333	-0.166
31	"LOC114871537"	NA	chrOU015519.1	+	4259313	4259876	4259313	4259504	4259580	4259876	31	1,5,1	1,1,0	75,29,6,22	26,15,2,5	175	99	0.0069136010886	0.051293333329057576	0.361,0.739,1.0	0.62,0.522,0.629,0.713	0.079
32	"LOC114871541"	NA	chrOU015519.1	-	4227137	4227527	4227137	4227288	4227345	4227527	32	41,57,48	0,4,2	196,37,28,48	8,4,4,5	156	99	0.087818092353	0.3146457991867244	1.0,0.9,0.938	0.94,0.854,0.816,0.859	0.079
33	"LOC114871541"	NA	chrOU015519.1	-	4228509	4228713	4228509	4228615	4228678	4228713	33	23,31,28	1,1,1	81,16,25,22	0,2,0,1	162	99	0.298328755915	0.7091342110665616	0.934,0.95,0.945	1.0,0.83,1.0,0.931	0.003
34	"LOC114877993"	NA	chrOU015519.1	+	3672161	3673702	3672161	3672630	3672707	3673702	34	81,88,47	3,3,4	519,60,54,87	50,8,4,3	176	99	0.0245686563769	0.12319190778047338	0.938,0.943,0.869	0.854,0.808,0.884,0.942	0.045
35	"LOC114877993"	NA	chrOU015519.1	+	3672161	3673702	3672161	3672640	3672707	3673702	35	81,86,45	15,21,18	508,60,52,85	65,5,13,9	166	99	0.0100932046861	0.06548684357626476	0.763,0.71,0.599	0.823,0.877,0.705,0.849	-0.123
36	"LOC114878004"	NA	chrOU015519.1	+	3441250	3442913	3441250	3442497	3442775	3442913	36	370,311,227	23,9,12	1051,145,226,238	34,4,2,10	198	99	0.0340528542327	0.15880521545344858	0.889,0.945,0.904	0.939,0.948,0.983,0.922	-0.035
38	"LOC114879766"	NA	chrOU015519.1	-	3179928	3180591	3179928	3180302	3180473	3180591	38	8,17,16	6,1,4	61,11,21,16	15,0,2,3	198	99	0.384637567422	0.818496269592298	0.4,0.895,0.667	0.67,1.0,0.84,0.727	-0.155
39	"LOC114879754"	NA	chrOU015519.1	-	3130780	3131590	3130780	3131046	3131228	3131590	39	163,71,14	85,39,6	95,1,9,3	35,4,5,3	198	99	0.49722252335	0.9535507660589426	0.489,0.477,0.538	0.576,0.111,0.474,0.333	0.128
40	"LOC114877844"	NA	chrOU015519.1	+	2977588	2977927	2977588	2977775	2977872	2977927	40	19,32,54	5,12,5	158,31,32,37	25,3,5,2	196	99	0.194995067826	0.5300925487531534	0.657,0.574,0.845	0.761,0.839,0.764,0.903	-0.125
41	"LOC114877856"	NA	chrOU015519.1	+	2938042	2938770	2938042	2938355	2938506	2938770	41	16,9,22	0,0,1	37,9,21,17	2,0,0,0	198	99	1	1.0	1.0,1.0,0.917	0.902,1.0,1.0,1.0	-0.003
42	"LOC114877872"	NA	chrOU015519.1	-	2742371	2742683	2742371	2742480	2742561	2742683	42	77,107,144	3,5,4	379,55,74,73	8,2,0,3	180	99	0.233104500462	0.5997031719416428	0.934,0.922,0.952	0.963,0.938,1.0,0.93	-0.022
43	"LOC114877871"	NA	chrOU015519.1	+	2735308	2736086	2735308	2735470	2735603	2736086	43	73,90,78	32,10,3	233,60,43,51	5,4,2,2	198	99	0.000256980824423	0.004718810388467337	0.533,0.818,0.929	0.959,0.882,0.915,0.927	-0.161
44	"LOC114879720"	NA	chrOU015519.1	+	2623489	2625317	2623489	2623797	2623959	2625317	44	29,76,202	1,1,4	848,159,38,302	79,10,6,26	198	99	1.22226358013e-06	8.476717948820727e-05	0.935,0.974,0.962	0.843,0.888,0.76,0.853	0.121
45	"LOC114879722"	NA	chrOU015519.1	+	2607339	2607758	2607339	2607549	2607651	2607758	45	18,30,47	48,51,61	55,18,24,22	192,28,45,58	198	99	0.0568106301828	0.23181893260703668	0.158,0.227,0.278	0.125,0.243,0.211,0.159	0.037
46	"LOC114879728"	NA	chrOU015519.1	-	2565849	2567154	2565849	2566320	2566384	2567154	46	13,24,23	0,0,0	83,30,45,10	14,0,0,0	163	99	0.00024437283082	0.004602354980443334	1.0,1.0,1.0	0.783,1.0,1.0,1.0	0.054
47	"LOC114879732"	NA	chrOU015519.1	-	2537307	2538294	2537307	2538094	2538161	2538294	47	3,3,6	0,0,0	22,2,2,2	3,0,0,0	166	99	1	1.0	1.0,1.0,1.0	0.814,1.0,1.0,1.0	0.046
48	"LOC114879730"	NA	chrOU015519.1	+	2490507	2491625	2490507	2490935	2491104	2491625	48	138,139,126	6,7,6	507,89,95,136	13,1,7,5	198	99	0.263028193834	0.6506046028908418	0.92,0.908,0.913	0.951,0.978,0.872,0.932	-0.02
49	"LOC114879513"	NA	chrOU015519.1	-	2155472	2157221	2155472	2155686	2155987	2157221	49	9,9,11	11,3,0	31,8,4,13	8,4,1,4	198	99	0.93688516984	1.0	0.29,0.6,1.0	0.66,0.5,0.667,0.619	0.018
50	"LOC114880222"	NA	chrOU015519.1	-	1948568	1949787	1948568	1949486	1949558	1949787	50	85,83,64	1605,2161,1578	232,50,39,55	4901,1058,1135,1139	171	99	0.837676175491	1.0	0.03,0.022,0.023	0.027,0.027,0.02,0.027	-0.0
51	"LOC114880226"	NA	chrOU015519.1	-	1926710	1927072	1926710	1926839	1926925	1927072	51	74,79,72	2,7,3	158,39,52,36	11,2,1,1	185	99	0.763518450992	1.0	0.952,0.858,0.928	0.885,0.913,0.965,0.951	-0.016
52	"LOC114880802"	NA	chrOU015518.1	+	8720577	8721827	8720577	8720774	8720894	8721827	52	41,59,39	1,5,3	225,58,46,55	12,2,0,2	198	99	0.499284976302	0.9554208021475846	0.953,0.855,0.867	0.904,0.935,1.0,0.932	-0.051
53	"LOC114880802"	NA	chrOU015518.1	+	8720577	8721827	8720577	8720774	8721158	8721827	53	33,48,26	3,6,4	232,49,37,64	47,17,9,9	198	99	0.0396414440798	0.17754049193056767	0.846,0.8,0.765	0.712,0.59,0.673,0.78	0.115
54	"LOC114876491"	NA	chrOU015518.1	+	8481527	8482490	8481527	8482286	8482376	8482490	54	6,3,6	1,1,0	36,3,8,7	0,0,2,0	189	99	1	1.0	0.759,0.611,1.0	1.0,1.0,0.677,1.0	-0.129
55	"LOC114876504"	NA	chrOU015518.1	-	8436952	8437723	8436952	8437297	8437467	8437723	55	14,13,133	1,0,2	19,3,3,2	6,5,0,1	198	99	1.51196889846e-05	0.0005417273931311561	0.875,1.0,0.971	0.613,0.231,1.0,0.5	0.363
56	"LOC114876525"	NA	chrOU015518.1	-	8168141	8168495	8168141	8168323	8168419	8168495	56	142,176,134	24,26,30	849,140,203,221	55,13,10,18	195	99	2.62551837049e-07	2.754918918749864e-05	0.75,0.775,0.694	0.887,0.845,0.912,0.862	-0.137
57	"LOC114875664"	NA	chrOU015518.1	+	7806383	7806806	7806383	7806561	7806639	7806806	57	1,1,0	32,32,29	0,1,1,1	163,27,23,31	177	99	1	1.0	0.017,0.017,0.0	0.0,0.02,0.024,0.018	-0.004
58	"LOC114875698"	NA	chrOU015518.1	-	7699994	7704510	7699994	7702185	7702254	7704510	58	63,79,60	2,3,1	314,40,68,97	5,1,4,3	168	99	0.944781810492	1.0	0.949,0.939,0.972	0.974,0.959,0.909,0.95	0.005
59	"LOC114875707"	NA	chrOU015518.1	+	7522665	7523292	7522665	7523051	7523111	7523292	59	0,6,6	0,1,0	34,28,6,1	3,0,0,0	159	99	1	1.0	NA,0.789,1.0	0.876,1.0,1.0,1.0	-0.074
60	"LOC114877701"	NA	chrOU015518.1	-	7321616	7323181	7321616	7322332	7322573	7323181	60	6,15,16	5,6,7	36,16,10,12	10,1,1,2	198	99	0.0144316722396	0.08446265545805737	0.375,0.556,0.533	0.643,0.889,0.833,0.75	-0.291
61	"LOC114877537"	NA	chrOU015518.1	+	5793293	5793609	5793293	5793391	5793469	5793609	61	0,1,0	17,20,15	1,0,0,0	108,18,16,22	177	99	1	1.0	0.0,0.027,0.0	0.005,0.0,0.0,0.0	0.008
62	"LOC114877559"	NA	chrOU015518.1	+	5765228	5765452	5765228	5765273	5765342	5765452	62	1,1,0	10,6,12	1,0,0,1	18,4,3,9	168	99	1	1.0	0.056,0.089,0.0	0.032,0.0,0.0,0.061	0.025
63	"LOC114877551"	NA	chrOU015518.1	+	5353547	5354570	5353547	5353882	5354342	5354570	63	12,25,22	9,7,3	99,21,8,30	7,0,0,2	198	99	0.000144674570775	0.0030801006444706523	0.4,0.641,0.786	0.876,1.0,1.0,0.882	-0.331
64	"LOC114877551"	NA	chrOU015518.1	+	5353547	5354570	5353547	5354269	5354342	5354570	64	13,13,23	0,0,1	83,11,7,28	0,1,0,0	172	99	1	1.0	1.0,1.0,0.93	1.0,0.864,1.0,1.0	0.011
65	"LOC114878496"	NA	chrOU015518.1	-	4443288	4444052	4443288	4443295	4443680	4444052	65	5,4,4	0,0,0	18,3,1,2	1,0,0,0	198	99	1	1.0	1.0,1.0,1.0	0.9,1.0,1.0,1.0	0.025
66	"LOC114878496"	NA	chrOU015518.1	-	4443288	4444052	4443288	4443421	4443680	4444052	66	5,7,0	0,0,0	19,2,2,1	2,0,0,0	198	99	1	1.0	1.0,1.0,NA	0.826,1.0,1.0,1.0	0.043
67	"LOC114878496"	NA	chrOU015518.1	-	4443288	4444052	4443288	4443431	4443680	4444052	67	4,6,0	0,1,0	17,2,2,1	0,0,0,0	198	99	1	1.0	1.0,0.75,NA	1.0,1.0,1.0,1.0	-0.125
68	"LOC114878496"	NA	chrOU015518.1	-	4443288	4444052	4443288	4443936	4443990	4444052	68	4,5,3	0,0,0	10,2,0,5	4,0,0,0	153	99	1	1.0	1.0,1.0,1.0	0.618,1.0,NA,1.0	0.127
69	"LOC114878496"	NA	chrOU015518.1	-	4443288	4444170	4443288	4443421	4443990	4444170	69	5,8,1	1,0,0	15,0,1,6	0,0,0,0	198	99	1	1.0	0.714,1.0,1.0	1.0,NA,1.0,1.0	-0.095
70	"LOC114878514"	NA	chrOU015518.1	-	4387638	4388408	4387638	4388186	4388248	4388408	70	142,170,100	12,11,12	498,100,90,137	41,6,6,10	161	99	0.685303365136	1.0	0.879,0.905,0.837	0.882,0.911,0.902,0.894	-0.024
71	"LOC114878476"	NA	chrOU015518.1	+	4361071	4361701	4361071	4361331	4361511	4361701	71	1040,1158,698	34,56,16	3685,788,749,870	73,7,8,13	198	99	6.27343897608e-07	5.75980115991345e-05	0.939,0.912,0.956	0.962,0.983,0.979,0.971	-0.038
72	"LOC114882873"	NA	chrOU015518.1	+	3056589	3057051	3056589	3056620	3056693	3057051	72	69,54,53	11,10,4	302,73,44,59	34,17,10,10	172	99	0.56952410555	1.0	0.783,0.757,0.884	0.836,0.712,0.717,0.773	0.048
73	"LOC114882870"	NA	chrOU015518.1	-	2529104	2530501	2529104	2529307	2529862	2530501	73	5,1,2	2,0,2	473,84,127,109	61,8,13,14	198	99	0.425817138529	0.8627936227573806	0.556,1.0,0.333	0.795,0.84,0.83,0.796	-0.186
74	"LOC114882852"	NA	chrOU015518.1	-	2472928	2474110	2472928	2473523	2473865	2474110	74	17,16,21	11,9,18	35,12,14,7	44,23,11,36	198	99	0.00505091920733	0.04239885894610154	0.436,0.471,0.368	0.285,0.207,0.389,0.089	0.182
75	"LOC114882852"	NA	chrOU015518.1	-	2472928	2474110	2472928	2473629	2473865	2474110	75	18,15,15	0,2,2	36,7,18,6	0,0,2,0	198	99	0.192475607798	0.5265301077379181	1.0,0.789,0.789	1.0,1.0,0.818,1.0	-0.095
76	"LOC114882859"	NA	chrOU015518.1	+	2060693	2062595	2060693	2060944	2061356	2062595	76	189,151,174	6,3,4	1020,220,234,216	24,13,10,5	198	99	0.272762580812	0.6667025477750882	0.94,0.962,0.956	0.955,0.894,0.921,0.956	0.021
77	"LOC114882836"	NA	chrOU015518.1	-	2019765	2020495	2019765	2020014	2020085	2020495	77	19,9,7	18,22,16	21,7,8,11	44,11,11,10	170	99	0.893256309452	1.0	0.381,0.192,0.203	0.217,0.27,0.298,0.39	-0.035
78	"LOC114882845"	NA	chrOU015518.1	-	1999754	2000341	1999754	1999962	2000044	2000341	78	15,22,11	2,4,2	210,27,40,36	23,6,4,3	181	99	0.687924333898	1.0	0.804,0.751,0.751	0.833,0.711,0.845,0.868	-0.046
79	"LOC114882845"	NA	chrOU015518.1	-	1999754	2000341	1999754	1999962	2000086	2000341	79	16,21,15	1,1,2	199,28,44,35	15,2,5,3	198	99	0.235082603397	0.6026812293022565	0.889,0.913,0.789	0.869,0.875,0.815,0.854	0.01
80	"LOC114878724"	NA	chrOU015518.1	-	1808511	1810108	1808511	1809276	1809978	1810108	80	24,18,5	1,0,1	82,13,8,20	6,2,0,2	198	99	0.0122672855888	0.07325464443067967	0.923,1.0,0.714	0.872,0.765,1.0,0.833	0.012
81	"LOC114878724"	NA	chrOU015518.1	-	1811885	1812618	1811885	1812033	1812171	1812618	81	19,8,4	0,1,3	21,6,8,10	7,0,0,1	198	99	0.766705241697	1.0	1.0,0.8,0.4	0.6,1.0,1.0,0.833	-0.125
82	"LOC114878724"	NA	chrOU015518.1	-	1811885	1812618	1811885	1812111	1812171	1812618	82	11,4,3	0,1,0	18,4,5,5	3,0,1,0	159	99	0.655888329284	1.0	1.0,0.714,1.0	0.789,1.0,0.757,1.0	0.018
83	"LOC114878724"	NA	chrOU015518.1	-	1811885	1812618	1811885	1812111	1812188	1812618	83	11,4,4	0,3,0	19,5,6,5	0,0,0,0	176	99	0.27967534614	0.6802037805954635	1.0,0.429,1.0	1.0,1.0,1.0,1.0	-0.19
84	"LOC114878760"	NA	chrOU015518.1	+	1775386	1775940	1775386	1775710	1775815	1775940	84	71,47,52	32,27,40	175,29,24,47	87,11,28,27	198	99	0.939366383926	1.0	0.526,0.465,0.394	0.501,0.569,0.3,0.465	0.003
85	"LOC114872965"	NA	chrOU015518.1	+	1571294	1583032	1571294	1576936	1577056	1583032	85	16,21,26	3,6,2	85,20,40,32	35,5,7,8	198	99	0.132426007942	0.4147842338311257	0.727,0.636,0.867	0.548,0.667,0.741,0.667	0.088
86	"LOC114872955"	NA	chrOU015518.1	+	1439210	1439989	1439210	1439553	1439634	1439989	86	1,3,0	0,5,0	36,10,6,9	3,0,1,0	180	99	1	1.0	1.0,0.248,NA	0.868,1.0,0.767,1.0	-0.285
87	"LOC114872955"	NA	chrOU015518.1	+	1518622	1518835	1518622	1518713	1518804	1518835	87	41,21,11	0,2,1	106,19,11,18	2,0,0,0	190	99	0.846267361486	1.0	1.0,0.845,0.851	0.965,1.0,1.0,1.0	-0.093
88	"LOC114872836"	NA	chrOU015518.1	-	1224946	1225463	1224946	1225104	1225200	1225463	88	16,8,6	3,1,1	24,6,11,15	18,1,0,1	195	99	0.722177552744	1.0	0.73,0.802,0.753	0.404,0.753,1.0,0.884	0.001
89	"LOC114872930"	NA	chrOU015518.1	+	1103465	1103729	1103465	1103603	1103672	1103729	89	2,0,2	23,25,16	14,2,3,0	113,22,23,18	168	99	0.0839040693588	0.30433352564957333	0.049,0.0,0.069	0.068,0.051,0.071,0.0	-0.008
90	"LOC114872937"	NA	chrOU015518.1	-	1083974	1084833	1083974	1084281	1084446	1084833	90	5,3,1	1,3,1	8,4,4,5	8,2,3,0	198	99	0.792806812569	1.0	0.714,0.333,0.333	0.333,0.5,0.4,1.0	-0.098
91	"LOC114872937"	NA	chrOU015518.1	-	1083974	1084833	1083974	1084368	1084446	1084833	91	3,5,1	0,1,1	5,1,6,3	1,0,1,1	177	99	1	1.0	1.0,0.737,0.359	0.737,1.0,0.77,0.627	-0.085
92	"LOC114872937"	NA	chrOU015518.1	-	1087086	1089874	1087086	1087224	1087677	1089874	92	4,4,4	1,3,0	18,4,5,13	5,0,0,1	198	99	0.4155788829	0.8514440432079498	0.667,0.4,1.0	0.643,1.0,1.0,0.867	-0.188
93	"LOC114872842"	NA	chrOU015518.1	-	1045994	1046457	1045994	1046265	1046334	1046457	93	16,7,10	2,2,1	30,2,1,6	2,2,0,0	168	99	0.127318712826	0.40658954161172606	0.825,0.673,0.855	0.898,0.371,1.0,1.0	-0.033
94	"LOC114872843"	NA	chrOU015518.1	+	989786	989984	989786	989873	989927	989984	94	42,67,69	2,1,3	225,74,39,79	7,1,0,3	153	99	0.666606931707	1.0	0.931,0.977,0.937	0.954,0.98,1.0,0.945	-0.021
95	"LOC114873006"	NA	chrOU015518.1	-	810336	811020	810336	810725	810887	811020	95	7,14,9	0,0,0	161,34,28,23	10,2,1,0	198	99	0.000482120590152	0.007382737489667907	1.0,1.0,1.0	0.89,0.895,0.933,1.0	0.071
96	"LOC114873001"	NA	chrOU015518.1	-	790649	791101	790649	790701	790864	791101	96	163,224,190	2,12,13	1059,267,230,341	37,13,6,13	198	99	0.482000907067	0.9353491842555125	0.976,0.903,0.88	0.935,0.911,0.95,0.929	-0.012
97	"LOC114872901"	NA	chrOU015518.1	+	713679	717600	713679	716970	717045	717600	97	88,77,53	11,6,9	387,61,85,81	17,5,2,4	174	99	0.00188216112769	0.01974924783269007	0.82,0.88,0.77	0.928,0.874,0.96,0.92	-0.097
98	"LOC114872901"	NA	chrOU015518.1	+	713679	717600	713679	717259	717316	717600	98	57,59,64	3,4,1	339,49,61,86	7,2,2,0	156	99	0.208359287038	0.5595608640929104	0.923,0.903,0.976	0.968,0.94,0.951,1.0	-0.031
99	"LOC114872901"	NA	chrOU015518.1	+	713679	717600	713679	717259	717319	717600	99	58,59,64	3,3,1	341,49,61,86	10,2,1,1	159	99	0.879803661589	1.0	0.923,0.925,0.976	0.955,0.938,0.974,0.982	-0.021
100	"LOC114876026"	NA	chrOU015518.1	+	572839	573692	572839	573044	573275	573692	100	8,18,6	1,0,2	25,2,12,3	1,0,0,0	198	99	1	1.0	0.8,1.0,0.6	0.926,1.0,1.0,1.0	-0.182
101	"LOC114876026"	NA	chrOU015518.1	+	572839	573692	572839	573402	573483	573692	101	9,13,9	2,0,0	13,2,5,3	1,0,0,0	180	99	1	1.0	0.712,1.0,1.0	0.877,1.0,1.0,1.0	-0.065
102	"LOC114876026"	NA	chrOU015518.1	+	572839	573692	572839	573402	573525	573692	102	10,12,9	5,3,1	16,2,6,3	3,1,0,0	198	99	0.0120684569667	0.07276261320858081	0.5,0.667,0.818	0.727,0.5,1.0,1.0	-0.145
103	"LOC114880708"	NA	chrOU015517.1	+	6418493	6419155	6418493	6418793	6418952	6419155	103	21,6,13	8,7,5	65,9,13,17	16,1,0,4	198	99	0.0149482064557	0.08645242237568229	0.568,0.3,0.565	0.67,0.818,1.0,0.68	-0.314
104	"LOC114880708"	NA	chrOU015517.1	+	6420086	6421771	6420086	6420309	6420387	6421771	104	21,15,17	1,2,1	43,4,5,9	0,3,1,0	177	99	0.695763215404	1.0	0.922,0.808,0.905	1.0,0.427,0.737,1.0	0.087
105	"LOC114882876"	NA	chrOU015518.1	-	3125400	3126553	3125400	3126067	3126141	3126553	105	7,5,4	11,11,10	41,8,6,10	64,18,10,13	173	99	0.421665047207	0.8579306846912507	0.267,0.206,0.186	0.268,0.203,0.256,0.306	-0.039
106	"LOC114876842"	NA	chrOU015517.1	+	5600892	5604968	5600892	5603456	5603531	5604968	106	7,6,3	3,2,0	12,3,4,4	5,1,0,1	174	99	0.904887662971	1.0	0.57,0.631,1.0	0.577,0.631,1.0,0.695	0.008
