GO.ID	Term	Annotated	Significant	Expected	weight01KS	classicKS	weight01KSpadj	classicKSpadj
GO:0099513	polymeric cytoskeletal fiber	163	33	36.46	0.00843	0.26906	0.0442575	0.6121062500000001
GO:0005856	cytoskeleton	508	123	113.63	0.01051	0.04416	0.05255	0.1104
GO:0005615	extracellular space	306	90	68.45	0.01372	0.01372	0.06345652173913043	0.045609375
GO:0005700	polytene chromosome	185	51	41.38	0.01390	0.01390	0.06345652173913043	0.045609375
GO:0043025	neuronal cell body	113	37	25.28	0.01509	0.01509	0.06601875	0.048013636363636356
GO:0036477	somatodendritic compartment	173	59	38.7	0.01684	0.00079	0.0695826923076923	0.0030722222222222223
GO:0099081	supramolecular polymer	230	59	51.45	0.01723	0.02390	0.0695826923076923	0.06782432432432432
GO:0099568	cytoplasmic region	162	52	36.24	0.01970	0.01970	0.074925	0.060838235294117644
GO:0070161	anchoring junction	160	58	35.79	0.01998	2.4e-05	0.074925	1.4823529411764707e-4
GO:0005768	endosome	230	48	51.45	0.02290	0.02290	0.08291379310344828	0.06679166666666667
GO:0043226	organelle	4411	940	986.69	0.03582	0.90299	0.12536999999999998	1
GO:0005789	endoplasmic reticulum membrane	300	67	67.11	0.03860	0.03860	0.13074193548387097	0.10132500000000001
GO:0005634	nucleus	2275	493	508.89	0.04759	0.73801	0.1561546875	1
GO:0031224	intrinsic component of membrane	1905	536	426.13	0.05718	6.0e-11	0.18193636363636365	9e-10
GO:0120025	plasma membrane bounded cell projection	579	177	129.52	0.06030	0.00014	0.1862205882352941	8.166666666666666e-4
GO:0000139	Golgi membrane	160	39	35.79	0.08413	0.08413	0.25239	0.20543372093023254
GO:0043231	intracellular membrane-bounded organelle	3657	767	818.03	0.11880	0.81101	0.3465	1
GO:0031982	vesicle	449	122	100.44	0.16465	0.00026	0.46724999999999994	0.0013
GO:0031226	intrinsic component of plasma membrane	376	148	84.11	0.18503	1.2e-12	0.5112671052631579	2.5199999999999998e-11
GO:0005773	vacuole	139	36	31.09	0.21386	0.21386	0.5757769230769231	0.5103477272727273
GO:0098687	chromosomal region	159	39	35.57	0.25372	0.25372	0.666015	0.5920133333333334
GO:0005654	nucleoplasm	555	139	124.15	0.27668	0.27668	0.708570731707317	0.6121062500000001
GO:0005622	intracellular	5114	1089	1143.94	0.29435	0.90202	0.7358750000000001	1
GO:0070013	intracellular organelle lumen	1191	237	266.41	0.31852	0.97600	0.7777813953488373	1
GO:0031984	organelle subcompartment	106	26	23.71	0.34283	0.34283	0.8011946808510637	0.7199430000000001
GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network	305	68	68.22	0.34418	0.03503	0.8011946808510637	0.09431153846153846
GO:0044297	cell body	125	40	27.96	0.35389	0.02182	0.8011946808510637	0.06545999999999999
GO:0031300	intrinsic component of organelle membrane	147	30	32.88	0.35863	0.32845	0.8011946808510637	0.7038214285714286
GO:0031301	integral component of organelle membrane	139	30	31.09	0.38638	0.38638	0.84520625	0.7954882352941176
GO:0099080	supramolecular complex	325	79	72.7	0.40606	0.01127	0.8548647058823529	0.040805172413793105
GO:0019866	organelle inner membrane	205	21	45.86	0.40904	0.99978	0.8548647058823529	1
GO:0015630	microtubule cytoskeleton	324	63	72.47	0.41522	0.80776	0.8548647058823529	1
GO:0030054	cell junction	524	213	117.21	0.43389	4.7e-19	0.8761240384615384	1.645e-17
GO:0043232	intracellular non-membrane-bounded organelle	1503	304	336.2	0.44930	0.99913	0.8901226415094339	1
GO:0031981	nuclear lumen	980	209	219.21	0.46339	0.98430	0.8981127272727274	1
GO:0005667	transcription regulator complex	158	41	35.34	0.47044	0.47044	0.8981127272727274	0.9012054545454545
GO:0031012	extracellular matrix	108	28	24.16	0.48961	0.48961	0.9118236842105263	0.91801875
GO:0005737	cytoplasm	3646	800	815.57	0.49499	0.43885	0.9118236842105263	0.8694198113207547
GO:0005819	spindle	118	24	26.4	0.51636	0.51636	0.9347896551724139	0.9511894736842106
GO:0042995	cell projection	588	179	131.53	0.54290	0.00018	0.9661779661016949	9.94736842105263e-4
GO:0005829	cytosol	910	203	203.56	0.55491	0.55491	0.9710925	1
GO:0031090	organelle membrane	898	175	200.87	0.57443	0.47206	0.9887729508196721	0.9012054545454545
GO:0005740	mitochondrial envelope	265	29	59.28	0.59278	0.99102	1	1
GO:0098588	bounding membrane of organelle	404	93	90.37	0.60594	0.42078	1	0.849651923076923
GO:0098805	whole membrane	267	58	59.72	0.63284	0.63284	1	1
GO:0005815	microtubule organizing center	168	31	37.58	0.64864	0.81185	1	1
GO:0043229	intracellular organelle	4295	915	960.74	0.65267	0.92577	1	1
GO:0071011	precatalytic spliceosome	140	21	31.32	0.67735	0.67735	1	1
GO:0000785	chromatin	347	75	77.62	0.69132	0.80871	1	1
GO:1990904	ribonucleoprotein complex	530	70	118.55	0.69821	0.99882	1	1
GO:0005875	microtubule associated complex	103	16	23.04	0.70324	0.70324	1	1
GO:0071944	cell periphery	1250	426	279.61	0.72749	1.1e-20	1	1.155e-18
GO:0005730	nucleolus	203	18	45.41	0.75665	0.75665	1	1
GO:0005576	extracellular region	509	138	113.86	0.79306	0.03146	1	0.08692894736842105
GO:0071013	catalytic step 2 spliceosome	122	18	27.29	0.79804	0.79804	1	1
GO:0000151	ubiquitin ligase complex	118	16	26.4	0.81948	0.81948	1	1
GO:0005794	Golgi apparatus	349	79	78.07	0.83151	0.27982	1	0.6121062500000001
GO:0005813	centrosome	114	18	25.5	0.83329	0.83329	1	1
GO:0005874	microtubule	127	23	28.41	0.84026	0.84026	1	1
GO:1990234	transferase complex	410	74	91.71	0.84086	0.91988	1	1
GO:0005694	chromosome	608	127	136	0.84166	0.93488	1	1
GO:0005635	nuclear envelope	113	22	25.28	0.85244	0.85244	1	1
GO:0000790	nuclear chromatin	241	54	53.91	0.85817	0.85817	1	1
GO:0005739	mitochondrion	674	90	150.77	0.87737	0.97148	1	1
GO:0005743	mitochondrial inner membrane	194	18	43.4	0.88312	0.99979	1	1
GO:0061695	transferase complex, transferring phosphorus-containing groups	138	25	30.87	0.90602	0.90602	1	1
GO:0005840	ribosome	174	18	38.92	0.92477	0.99892	1	1
GO:0005929	cilium	160	20	35.79	0.93001	0.93001	1	1
GO:0031966	mitochondrial membrane	251	28	56.15	0.95109	0.99394	1	1
GO:0032991	protein-containing complex	2324	454	519.85	0.97215	0.99281	1	1
GO:0005759	mitochondrial matrix	166	19	37.13	0.97308	0.97308	1	1
GO:1902494	catalytic complex	834	147	186.56	0.97800	0.96046	1	1
GO:0098798	mitochondrial protein complex	213	18	47.65	0.98295	0.99569	1	1
GO:0005681	spliceosomal complex	185	25	41.38	0.99134	0.96989	1	1
GO:0000228	nuclear chromosome	346	74	77.4	0.99704	0.94824	1	1
GO:0098800	inner mitochondrial membrane protein complex	102	6	22.82	0.99874	0.99874	1	1
GO:0044391	ribosomal subunit	164	16	36.68	0.99898	0.99898	1	1
GO:0097708	intracellular vesicle	415	112	92.83	1.00000	0.00052	1	0.0021839999999999997
GO:0005575	cellular_component	6898	1543	1543	1.00000	1.00000	1	1
GO:0110165	cellular anatomical entity	6537	1486	1462.25	1.00000	0.00608	1	0.0228
GO:0043227	membrane-bounded organelle	3931	835	879.32	1.00000	0.81371	1	1
GO:0043228	non-membrane-bounded organelle	1503	304	336.2	1.00000	0.99913	1	1
GO:0031974	membrane-enclosed lumen	1191	237	266.41	1.00000	0.97600	1	1
GO:0031975	envelope	378	51	84.55	1.00000	0.99958	1	1
GO:0043233	organelle lumen	1191	237	266.41	1.00000	0.97600	1	1
GO:0031967	organelle envelope	378	51	84.55	1.00000	0.99958	1	1
