ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
37	"LOC114879140"	NA	chrOU015519.1	+	6606799	6606906	6601109	6601209	6607552	6607638	37	16,10,9,5	2,1,0,0	20,14,11,16	3,3,2,2	198	99	0.00165454271934	0.09589091005859106	0.8,0.833,1.0,1.0	0.769,0.7,0.733,0.8	0.158
38	"LOC114879140"	NA	chrOU015519.1	+	6606799	6606906	6603539	6603592	6607552	6607638	38	6,6,3,2	1,0,0,0	9,7,5,5	0,1,0,0	198	99	1	1.0	0.75,1.0,1.0,1.0	1.0,0.778,1.0,1.0	-0.007
39	"LOC114879151"	NA	chrOU015519.1	+	6504944	6505483	6503963	6504281	6505542	6505618	39	60,35,44,17	0,0,0,0	59,35,40,40	0,0,1,0	198	99	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,0.952,1.0	0.012
40	"LOC114879151"	NA	chrOU015519.1	+	6504944	6505483	6503963	6504281	6506149	6506810	40	21,12,19,6	1,2,4,0	21,10,13,14	1,1,2,1	198	99	0.647145872143	1.0	0.913,0.75,0.704,1.0	0.913,0.833,0.765,0.875	-0.005
41	"LOC114879151"	NA	chrOU015519.1	+	6504950	6505483	6503963	6504281	6505542	6505618	41	50,32,32,19	0,0,0,0	49,35,34,39	0,0,1,0	198	99	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,0.944,1.0	0.014
42	"LOC114879151"	NA	chrOU015519.1	+	6504950	6505483	6503963	6504281	6506149	6506562	42	11,9,7,8	1,2,4,0	11,10,7,13	1,1,2,1	198	99	0.385229665566	1.0	0.846,0.692,0.467,1.0	0.846,0.833,0.636,0.867	-0.044
43	"LOC114879151"	NA	chrOU015519.1	+	6505542	6505618	6503963	6504281	6506149	6506562	43	0,0,0,0	1,2,4,0	1,0,0,0	1,1,2,1	175	99	1	1.0	0.0,0.0,0.0,NA	0.361,0.0,0.0,0.0	-0.09
44	"LOC114879151"	NA	chrOU015519.1	+	6505542	6505618	6504944	6505483	6506149	6506562	44	29,18,22,10	1,0,0,0	25,19,23,19	1,1,0,0	175	99	1	1.0	0.943,1.0,1.0,1.0	0.934,0.915,1.0,1.0	0.023
45	"LOC114879151"	NA	chrOU015519.1	+	6505704	6505890	6505542	6505618	6506149	6506562	45	67,40,44,26	0,0,0,0	80,43,50,43	1,0,0,0	198	99	1	1.0	1.0,1.0,1.0,1.0	0.976,1.0,1.0,1.0	0.006
46	"LOC114880454"	NA	chrOU015519.1	+	6290905	6291015	6290590	6290673	6291342	6291448	46	1,0,2,0	7,6,4,3	2,0,0,0	5,1,0,5	198	99	1	1.0	0.067,0.0,0.2,0.0	0.167,0.0,NA,0.0	0.011
47	"LOC114880454"	NA	chrOU015519.1	+	6290970	6291015	6290480	6290673	6291342	6291448	47	0,0,0,0	7,6,4,3	2,1,0,0	5,1,0,5	144	99	1	1.0	0.0,0.0,0.0,0.0	0.216,0.407,NA,0.0	-0.208
48	"LOC114880454"	NA	chrOU015519.1	+	6292110	6292242	6291688	6291844	6292480	6292662	48	5,5,6,2	6,3,1,1	14,9,4,10	1,0,2,3	198	99	0.0195741278956	0.3726981642830813	0.294,0.455,0.75,0.5	0.875,1.0,0.5,0.625	-0.25
49	"LOC114880459"	NA	chrOU015519.1	-	6285497	6285662	6285231	6285427	6285739	6285850	49	145,63,92,40	0,0,0,0	88,45,65,57	1,0,0,0	198	99	1	1.0	1.0,1.0,1.0,1.0	0.978,1.0,1.0,1.0	0.006
51	"LOC114880476"	NA	chrOU015519.1	+	6246873	6246940	6246604	6246768	6247119	6247211	51	17,3,8,5	0,0,1,0	11,6,7,7	1,0,0,0	166	99	1	1.0	1.0,1.0,0.827,1.0	0.868,1.0,1.0,1.0	-0.01
52	"LOC114880476"	NA	chrOU015519.1	+	6246873	6246940	6246604	6246768	6248044	6248129	52	7,4,2,4	1,0,1,0	8,2,5,3	0,1,1,0	166	99	1	1.0	0.807,1.0,0.544,1.0	1.0,0.544,0.749,1.0	0.014
53	"LOC114880476"	NA	chrOU015519.1	+	6246873	6247008	6246604	6246768	6247119	6247210	53	6,3,2,3	0,0,1,0	5,2,3,4	1,0,0,0	198	99	1	1.0	1.0,1.0,0.5,1.0	0.714,1.0,1.0,1.0	-0.053
54	"LOC114880476"	NA	chrOU015519.1	+	6246873	6247008	6246604	6246768	6248044	6248129	54	7,3,2,3	1,0,1,0	4,2,3,4	0,1,1,0	198	99	1	1.0	0.778,1.0,0.5,1.0	1.0,0.5,0.6,1.0	0.044
55	"LOC114880470"	NA	chrOU015519.1	-	6219367	6219665	6218929	6219290	6219732	6219967	55	13,20,10,6	1,0,0,0	13,13,9,11	0,1,0,1	198	99	1	1.0	0.867,1.0,1.0,1.0	1.0,0.867,1.0,0.846	0.038
56	"LOC114881872"	NA	chrOU015519.1	-	6166431	6166544	6166253	6166353	6167124	6167331	56	99,40,63,31	0,0,0,1	54,40,46,60	0,0,0,0	198	99	1	1.0	1.0,1.0,1.0,0.939	1.0,1.0,1.0,1.0	-0.015
57	"LOC114876707"	NA	chrOU015519.1	-	6106377	6106459	6105932	6106253	6106537	6106920	57	236,105,99,58	0,0,0,0	149,68,56,64	0,0,0,1	181	99	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.972	0.007
58	"LOC114876630"	NA	chrOU015519.1	-	6065408	6065481	6065263	6065329	6065865	6065927	58	50,21,44,22	15,9,10,12	49,21,41,29	13,4,10,3	172	99	0.0898314978629	0.9187565114244277	0.657,0.573,0.717,0.513	0.684,0.751,0.702,0.848	-0.131
59	"LOC114876703"	NA	chrOU015519.1	-	6022042	6022090	6021613	6021747	6022661	6022800	59	58,29,26,15	1,0,0,0	25,16,21,19	0,0,0,0	147	99	1	1.0	0.975,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.006
60	"LOC114876703"	NA	chrOU015519.1	-	6022042	6022090	6021613	6021747	6022709	6022855	60	30,16,14,5	0,0,0,0	9,11,11,12	0,1,1,0	147	99	1	1.0	1.0,1.0,1.0,1.0	1.0,0.881,0.881,1.0	0.059
61	"LOC114876703"	NA	chrOU015519.1	-	6022042	6022090	6021613	6021747	6022727	6022855	61	58,26,19,14	10,1,4,3	22,20,22,27	1,4,5,1	147	99	0.439125845565	1.0	0.796,0.946,0.762,0.759	0.937,0.771,0.748,0.948	-0.035
63	"LOC114876653"	NA	chrOU015519.1	-	5766409	5776399	5764737	5765246	5777238	5777339	63	20,7,7,13	0,0,0,0	21,22,17,14	1,1,0,0	198	99	1	1.0	1.0,1.0,1.0,1.0	0.913,0.917,1.0,1.0	0.042
64	"LOC114876654"	NA	chrOU015519.1	-	5757727	5757772	5757385	5757472	5758045	5758171	64	65,33,39,20	13,5,6,5	47,23,24,30	17,4,11,7	144	99	0.0802482842668	0.8720401548532033	0.775,0.819,0.817,0.733	0.655,0.798,0.6,0.747	0.086
65	"LOC114876654"	NA	chrOU015519.1	-	5757727	5757772	5757385	5757472	5758263	5758399	65	28,15,12,13	0,0,0,1	17,15,6,12	1,0,0,0	144	99	1	1.0	1.0,1.0,1.0,0.899	0.921,1.0,1.0,1.0	-0.006
66	"LOC114876654"	NA	chrOU015519.1	-	5758045	5758171	5757385	5757472	5758263	5758399	66	71,45,46,38	0,0,0,1	74,29,40,31	1,0,0,0	198	99	1	1.0	1.0,1.0,1.0,0.95	0.974,1.0,1.0,1.0	-0.006
67	"LOC114876654"	NA	chrOU015519.1	-	5758045	5758171	5757727	5757772	5758263	5758399	67	102,60,71,43	7,2,4,3	89,37,49,47	2,4,2,5	198	99	0.866077906132	1.0	0.879,0.938,0.899,0.878	0.957,0.822,0.925,0.825	0.016
68	"LOC114876658"	NA	chrOU015519.1	+	5749207	5749523	5748512	5748934	5749918	5749955	68	133,82,88,55	0,0,0,0	128,66,68,88	0,0,0,1	198	99	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.978	0.006
69	"LOC114876658"	NA	chrOU015519.1	+	5750714	5750921	5750045	5750323	5751008	5751224	69	194,112,78,83	0,0,0,0	160,95,84,123	2,0,0,1	198	99	1	1.0	1.0,1.0,1.0,1.0	0.976,1.0,1.0,0.984	0.01
70	"LOC114876658"	NA	chrOU015519.1	+	5751008	5751224	5750045	5750323	5751341	5753670	70	107,64,66,46	2,5,1,3	87,59,58,61	3,3,1,1	198	99	0.532671298584	1.0	0.964,0.865,0.971,0.885	0.935,0.908,0.967,0.968	-0.023
71	"LOC114876682"	NA	chrOU015519.1	-	5685771	5686185	5682561	5682891	5688316	5688397	71	299,161,186,145	1,1,2,1	337,200,178,202	0,1,0,0	198	99	1	1.0	0.993,0.988,0.979,0.986	1.0,0.99,1.0,1.0	-0.011
72	"LOC114876682"	NA	chrOU015519.1	-	5688316	5688397	5685771	5686185	5688584	5688820	72	92,63,67,39	4,2,1,0	110,58,46,64	2,2,0,2	180	99	0.671563674296	1.0	0.927,0.945,0.974,1.0	0.968,0.941,1.0,0.946	-0.002
74	"LOC114876695"	NA	chrOU015519.1	-	5608141	5608236	5607836	5608032	5608412	5608504	74	24,16,21,9	1,0,0,0	43,9,8,20	0,0,0,0	194	99	1	1.0	0.925,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.019
75	"LOC114871553"	NA	chrOU015519.1	-	5187866	5187900	5186890	5186983	5189752	5189955	75	16,6,5,9	0,1,0,1	17,17,5,9	0,0,0,0	133	99	1	1.0	1.0,0.817,1.0,0.87	1.0,1.0,1.0,1.0	-0.078
76	"LOC114871553"	NA	chrOU015519.1	-	5270955	5271009	5252152	5252257	5296365	5296432	76	0,0,0,1	0,0,0,0	0,2,0,0	1,1,0,0	153	99	1	1.0	NA,NA,NA,1.0	0.0,0.564,NA,NA	0.718
77	"LOC114871553"	NA	chrOU015519.1	-	5270955	5271009	5252152	5252257	5311954	5313422	77	0,0,0,1	0,1,0,0	0,1,0,0	1,0,1,2	153	99	1	1.0	NA,0.0,NA,1.0	0.0,1.0,0.0,0.0	0.25
78	"LOC114871553"	NA	chrOU015519.1	-	5296365	5296445	5252152	5252257	5330182	5330337	78	0,0,0,0	5,5,6,1	1,2,0,0	10,4,5,9	179	99	1	1.0	0.0,0.0,0.0,0.0	0.052,0.217,0.0,0.0	-0.067
79	"LOC114871553"	NA	chrOU015519.1	-	5330182	5330337	5252152	5252257	5426245	5426957	79	6,6,6,2	0,0,0,0	12,5,5,9	1,0,0,0	198	99	1	1.0	1.0,1.0,1.0,1.0	0.857,1.0,1.0,1.0	0.036
80	"LOC114871553"	NA	chrOU015519.1	-	5347706	5347760	5330182	5330337	5373762	5374656	80	0,1,1,0	3,3,4,4	1,1,0,2	6,2,3,3	153	99	0.778240579219	1.0	0.0,0.177,0.139,0.0	0.097,0.244,0.0,0.301	-0.081
81	"LOC114871553"	NA	chrOU015519.1	-	5347706	5347760	5330182	5330337	5426245	5426957	81	0,2,1,0	1,1,0,1	1,1,0,2	2,1,0,0	153	99	1	1.0	0.0,0.564,1.0,0.0	0.244,0.393,NA,1.0	-0.155
82	"LOC114871553"	NA	chrOU015519.1	-	5404680	5404705	5252152	5252257	5426245	5426957	82	1,0,0,0	0,0,0,0	0,0,0,0	1,0,0,0	124	99	1	1.0	1.0,NA,NA,NA	0.0,NA,NA,NA	1.0
83	"LOC114871522"	NA	chrOU015519.1	+	4784506	4785775	4771210	4771417	4824129	4824318	83	2,3,4,0	0,0,0,0	8,10,5,2	0,0,1,0	198	99	1	1.0	1.0,1.0,1.0,NA	1.0,1.0,0.714,1.0	0.072
84	"LOC114871522"	NA	chrOU015519.1	+	4784506	4785814	4771204	4771417	4824129	4824318	84	3,5,7,2	0,0,0,0	12,11,9,3	0,0,1,0	198	99	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,0.818,1.0	0.045
85	"LOC114871522"	NA	chrOU015519.1	+	4826791	4826824	4824129	4824318	4827893	4827914	85	19,7,3,14	1,0,0,1	14,12,15,12	1,1,0,0	132	99	1	1.0	0.934,1.0,1.0,0.913	0.913,0.9,1.0,1.0	0.009
86	"LOC114871522"	NA	chrOU015519.1	+	4826791	4826824	4824129	4824318	4840436	4840538	86	44,12,12,27	6,3,6,7	37,33,25,34	9,4,6,6	132	99	0.589594008309	1.0	0.846,0.75,0.6,0.743	0.755,0.861,0.758,0.81	-0.061
87	"LOC114871522"	NA	chrOU015519.1	+	4827893	4827914	4824129	4824318	4840436	4840538	87	1,0,0,1	6,3,6,7	1,1,2,0	9,4,6,6	120	99	0.838612851575	1.0	0.121,0.0,0.0,0.105	0.084,0.171,0.216,0.0	-0.061
88	"LOC114871522"	NA	chrOU015519.1	+	4827893	4827914	4826791	4826824	4840436	4840538	88	2,2,1,3	27,7,10,16	3,2,6,2	26,23,14,24	120	99	0.613527844093	1.0	0.058,0.191,0.076,0.134	0.087,0.067,0.261,0.064	-0.005
89	"LOC114871522"	NA	chrOU015519.1	+	4834942	4835603	4831026	4831322	4840436	4840538	89	14,6,9,3	0,1,0,0	10,12,11,10	2,0,1,0	198	99	1	1.0	1.0,0.75,1.0,1.0	0.714,1.0,0.846,1.0	0.047
90	"LOC114871522"	NA	chrOU015519.1	+	4840617	4840682	4840436	4840538	4840775	4840888	90	82,48,46,33	0,1,0,0	77,66,62,70	0,0,1,0	164	99	1	1.0	1.0,0.967,1.0,1.0	1.0,1.0,0.974,1.0	-0.002
91	"LOC114871550"	NA	chrOU015519.1	-	4621093	4621283	4619725	4620117	4628891	4629392	91	174,86,122,94	2,0,0,5	176,161,149,173	1,0,4,1	198	99	0.595549354064	1.0	0.978,1.0,1.0,0.904	0.989,1.0,0.949,0.989	-0.011
92	"LOC114871501"	NA	chrOU015519.1	+	4599312	4599333	4597701	4598609	4599427	4599970	92	0,0,0,0	8,2,8,5	1,0,0,0	15,10,5,12	120	99	1	1.0	0.0,0.0,0.0,0.0	0.052,0.0,0.0,0.0	-0.013
93	"LOC114871547"	NA	chrOU015519.1	+	4427034	4427197	4425996	4426121	4430488	4430615	93	1381,802,1042,962	2,0,1,0	1583,2343,1682,1787	3,3,2,0	198	99	1	1.0	0.997,1.0,0.998,1.0	0.996,0.997,0.998,1.0	0.001
94	"LOC114871547"	NA	chrOU015519.1	+	4432004	4432101	4430488	4430615	4432613	4432710	94	2,1,5,7	245,133,159,141	9,7,4,9	293,383,302,286	196	99	1	1.0	0.004,0.004,0.016,0.024	0.015,0.009,0.007,0.016	0.0
95	"LOC114871547"	NA	chrOU015519.1	+	4432004	4432101	4430488	4430615	4433328	4433416	95	3,2,5,10	2,0,3,1	14,10,5,11	3,0,1,1	196	99	0.234096312412	1.0	0.431,1.0,0.457,0.835	0.702,1.0,0.716,0.847	-0.136
96	"LOC114871547"	NA	chrOU015519.1	+	4432613	4432710	4432004	4432101	4433138	4433223	96	226,129,151,145	0,1,0,1	313,377,310,250	0,0,0,0	196	99	1	1.0	1.0,0.985,1.0,0.987	1.0,1.0,1.0,1.0	-0.007
97	"LOC114871547"	NA	chrOU015519.1	+	4433138	4433223	4432004	4432101	4433328	4433416	97	2,2,1,1	2,1,1,4	2,1,1,3	5,4,2,5	184	99	0.64239578626	1.0	0.35,0.518,0.35,0.119	0.177,0.119,0.212,0.244	0.146
98	"LOC114871547"	NA	chrOU015519.1	+	4433328	4433416	4430488	4430615	4434371	4434668	98	8,1,5,5	0,0,0,0	8,9,5,12	0,1,0,0	187	99	1	1.0	1.0,1.0,1.0,1.0	1.0,0.827,1.0,1.0	0.043
99	"LOC114871547"	NA	chrOU015519.1	+	4433328	4433416	4433138	4433223	4434371	4434668	99	8,2,3,4	203,116,124,125	8,10,5,14	228,275,249,256	187	99	0.301398014289	1.0	0.02,0.009,0.013,0.017	0.018,0.019,0.011,0.028	-0.004
100	"LOC114871547"	NA	chrOU015519.1	+	4434793	4435114	4434371	4434668	4435275	4436896	100	654,337,386,410	0,0,0,0	774,935,801,747	0,1,0,0	198	99	1	1.0	1.0,1.0,1.0,1.0	1.0,0.998,1.0,1.0	0.0
101	"LOC114871537"	NA	chrOU015519.1	+	4255926	4256570	4254950	4255109	4257267	4257922	101	21,11,8,3	0,0,1,0	11,3,7,13	0,0,0,0	198	99	1	1.0	1.0,1.0,0.8,1.0	1.0,1.0,1.0,1.0	-0.05
102	"LOC114871537"	NA	chrOU015519.1	+	4256663	4256745	4255926	4256570	4257267	4257922	102	39,20,14,2	0,0,2,0	20,14,17,18	0,0,0,0	181	99	1	1.0	1.0,1.0,0.793,1.0	1.0,1.0,1.0,1.0	-0.052
103	"LOC114871541"	NA	chrOU015519.1	-	4227137	4227527	4226628	4227008	4227663	4227988	103	59,24,35,33	0,0,0,0	56,26,22,20	0,0,1,0	198	99	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,0.917,1.0	0.021
104	"LOC114879066"	NA	chrOU015519.1	-	4187544	4187838	4187046	4187157	4188753	4188833	104	465,279,298,353	34,29,28,26	473,448,530,414	33,41,36,27	198	99	0.375687980439	1.0	0.872,0.828,0.842,0.872	0.878,0.845,0.88,0.885	-0.018
105	"LOC114879060"	NA	chrOU015519.1	+	4179644	4179822	4178890	4179182	4180487	4180680	105	12,8,15,5	22,10,13,8	15,6,10,9	14,10,10,10	198	99	0.574102274038	1.0	0.214,0.286,0.366,0.238	0.349,0.231,0.333,0.31	-0.03
106	"LOC114879060"	NA	chrOU015519.1	+	4182455	4182624	4182202	4182330	4183430	4183514	106	47,27,28,25	1,2,1,0	55,26,28,35	0,1,1,0	198	99	1	1.0	0.959,0.871,0.933,1.0	1.0,0.929,0.933,1.0	-0.025
107	"LOC114879062"	NA	chrOU015519.1	-	4168066	4168099	4166159	4166282	4174669	4174849	107	1,0,1,1	90,54,55,46	1,1,0,0	111,57,52,88	132	99	1	1.0	0.008,0.0,0.013,0.016	0.007,0.013,0.0,0.0	0.004
108	"LOC114879062"	NA	chrOU015519.1	-	4176364	4176421	4174669	4174849	4177914	4178100	108	113,68,58,50	0,0,1,0	136,69,66,95	0,0,0,0	156	99	1	1.0	1.0,1.0,0.974,1.0	1.0,1.0,1.0,1.0	-0.006
