ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
123	"LOC114877992"	NA	chrOU015519.1	-	3691555	3692569	3691314	3691463	3692634	3692768
130	"LOC114878003"	NA	chrOU015519.1	+	3507639	3507730	3506257	3506351	3507864	3507940
132	"LOC114878004"	NA	chrOU015519.1	+	3439517	3439603	3439060	3439217	3439874	3440449
134	"LOC114878014"	NA	chrOU015519.1	+	3389389	3389729	3383053	3383250	3392966	3394332
135	"LOC114878014"	NA	chrOU015519.1	+	3389389	3389729	3383425	3383673	3392966	3394332
138	"LOC114877988"	NA	chrOU015519.1	+	3333049	3333175	3331646	3331829	3337499	3337847
141	"LOC114879774"	NA	chrOU015519.1	-	3255623	3255918	3253726	3253979	3256014	3256165
142	"LOC114879774"	NA	chrOU015519.1	-	3256724	3256884	3256475	3256626	3257018	3257079
143	"LOC114879766"	NA	chrOU015519.1	-	3176395	3176524	3173445	3176315	3176602	3176867
146	"LOC114877866"	NA	chrOU015519.1	+	3068911	3068923	3068031	3068290	3069574	3069830
147	"LOC114877845"	NA	chrOU015519.1	-	2982396	2982502	2982214	2982337	2986848	2987035
149	"LOC114877844"	NA	chrOU015519.1	+	2977872	2977927	2977588	2977775	2978013	2978400
151	"LOC114877853"	NA	chrOU015519.1	+	2930845	2931061	2927679	2927821	2933182	2933525
156	"LOC114877851"	NA	chrOU015519.1	-	2908183	2908539	2907245	2907358	2911741	2911870
158	"LOC114877840"	NA	chrOU015519.1	-	2834004	2836107	2832412	2833014	2836788	2837019
159	"LOC114877840"	NA	chrOU015519.1	-	2834004	2836107	2832412	2833014	2837350	2837472
160	"LOC114877840"	NA	chrOU015519.1	-	2836788	2837019	2832412	2833014	2837350	2837472
161	"LOC114877840"	NA	chrOU015519.1	-	2836788	2837019	2834004	2836107	2837350	2837472
163	"LOC114877872"	NA	chrOU015519.1	-	2740380	2740711	2739506	2740103	2740799	2741080
164	"LOC114877885"	NA	chrOU015519.1	+	2690189	2690652	2683816	2684095	2690779	2690951
165	"LOC114882156"	NA	chrOU015519.1	+	2631134	2631230	2630998	2631078	2631566	2631696
166	"LOC114879725"	NA	chrOU015519.1	+	2602517	2602677	2601789	2601851	2602740	2603373
167	"LOC114879725"	NA	chrOU015519.1	+	2602567	2602677	2601763	2601851	2602740	2603373
168	"LOC114879735"	NA	chrOU015519.1	+	2572974	2573101	2572719	2572901	2573577	2573750
170	"LOC114879732"	NA	chrOU015519.1	-	2538985	2539080	2536863	2536945	2539159	2539399
171	"LOC114879732"	NA	chrOU015519.1	-	2538985	2539080	2536900	2536986	2539159	2539399
172	"LOC114879732"	NA	chrOU015519.1	-	2539159	2539399	2536900	2536986	2540436	2540524
173	"LOC114879732"	NA	chrOU015519.1	-	2539460	2539664	2539159	2539399	2540077	2540399
174	"LOC114879732"	NA	chrOU015519.1	-	2539460	2539668	2539159	2539399	2540077	2540227
175	"LOC114879732"	NA	chrOU015519.1	-	2540077	2540227	2539159	2539399	2540436	2540524
176	"LOC114879738"	NA	chrOU015519.1	-	2438596	2438755	2437262	2437350	2439278	2439400
178	"LOC114879493"	NA	chrOU015519.1	-	2140737	2140987	2133209	2133467	2141524	2142854
179	"LOC114880226"	NA	chrOU015519.1	-	1926710	1926839	1924902	1925046	1926925	1927072
180	"LOC114880226"	NA	chrOU015519.1	-	1926710	1926839	1924902	1925046	1929232	1930133
181	"LOC114881851"	NA	chrOU015518.1	-	8946444	8946661	8945867	8946109	8947262	8947501
182	"LOC114880807"	NA	chrOU015518.1	+	8742517	8742807	8742115	8742390	8742897	8743174
183	"LOC114880802"	NA	chrOU015518.1	+	8720894	8721827	8720577	8720774	8721942	8722313
184	"LOC114880802"	NA	chrOU015518.1	+	8721158	8721827	8720577	8720774	8721942	8722313
185	"LOC114876646"	NA	chrOU015519.1	+	6139603	6139844	6137800	6138001	6144411	6144579
187	"LOC114880814"	NA	chrOU015518.1	+	8701712	8701872	8701406	8701551	8701980	8702350
188	"LOC114876485"	NA	chrOU015518.1	+	8646108	8646207	8644586	8644697	8646435	8646505
189	"LOC114876510"	NA	chrOU015518.1	+	8557047	8557117	8556308	8556589	8558749	8558860
192	"LOC114876496"	NA	chrOU015518.1	+	8504919	8504951	8503847	8504073	8505546	8505617
193	"LOC114876491"	NA	chrOU015518.1	+	8500068	8500526	8498210	8499992	8500648	8501309
194	"LOC114876504"	NA	chrOU015518.1	-	8437145	8437723	8436307	8436385	8439068	8439329
195	"LOC114876500"	NA	chrOU015518.1	+	8436262	8436346	8417951	8418098	8440445	8440626
199	"LOC114876493"	NA	chrOU015518.1	+	8398400	8398495	8397830	8398132	8407203	8407378
200	"LOC114876493"	NA	chrOU015518.1	+	8399388	8399483	8397830	8398132	8404088	8404183
201	"LOC114876493"	NA	chrOU015518.1	+	8399388	8399483	8397830	8398132	8407203	8407378
203	"LOC114876493"	NA	chrOU015518.1	+	8404088	8404183	8397830	8398132	8407203	8407378
204	"LOC114876493"	NA	chrOU015518.1	+	8404088	8404183	8399388	8399483	8407203	8407378
207	"LOC114876525"	NA	chrOU015518.1	-	8193211	8193318	8184038	8184127	8208247	8210126
208	"LOC114876525"	NA	chrOU015518.1	-	8193211	8193318	8184038	8184127	8271323	8271843
212	"LOC114876515"	NA	chrOU015518.1	+	8098647	8098736	8097695	8097871	8098796	8098947
213	"LOC114876490"	NA	chrOU015518.1	+	8075775	8075890	8072275	8072371	8076336	8076515
216	"LOC114875668"	NA	chrOU015518.1	+	7815067	7815370	7814782	7814883	7815451	7816333
217	"LOC114875664"	NA	chrOU015518.1	+	7806125	7806316	7805346	7806064	7806383	7806561
218	"LOC114875666"	NA	chrOU015518.1	-	7795391	7795500	7794542	7795310	7795688	7795778
219	"LOC114875713"	NA	chrOU015518.1	-	7767571	7767856	7767120	7767501	7767930	7768307
220	"LOC114875713"	NA	chrOU015518.1	-	7768394	7768565	7767930	7768307	7768643	7768831
221	"LOC114875713"	NA	chrOU015518.1	-	7768394	7768568	7767930	7768307	7768643	7768831
224	"LOC114875670"	NA	chrOU015518.1	+	7674231	7674315	7673752	7673926	7674393	7674517
225	"LOC114875687"	NA	chrOU015518.1	-	7460949	7462086	7460358	7460528	7462905	7463261
226	"LOC114875687"	NA	chrOU015518.1	-	7460949	7462099	7460358	7460528	7462905	7463261
227	"LOC114875687"	NA	chrOU015518.1	-	7460949	7462099	7460358	7460528	7465809	7465993
228	"LOC114875679"	NA	chrOU015518.1	+	7444976	7444982	7444482	7444709	7445148	7445298
229	"LOC114877708"	NA	chrOU015518.1	+	7328384	7328849	7327791	7328142	7328919	7329177
230	"LOC114877708"	NA	chrOU015518.1	+	7328507	7328849	7327791	7328142	7328919	7329177
231	"LOC114877701"	NA	chrOU015518.1	-	7326689	7327182	7325574	7325763	7359136	7359220
232	"LOC114877701"	NA	chrOU015518.1	-	7326839	7327182	7325574	7325763	7359136	7359220
233	"LOC114877697"	NA	chrOU015518.1	-	7180589	7180752	7180232	7180527	7180822	7181124
234	"LOC114877712"	NA	chrOU015518.1	+	7157777	7157872	7157348	7157460	7158008	7158179
239	"LOC114877690"	NA	chrOU015518.1	-	6943112	6943246	6942402	6942509	6984290	6984401
240	"LOC114877290"	NA	chrOU015518.1	-	6834618	6834822	6820696	6820848	6853664	6853873
241	"LOC114877290"	NA	chrOU015518.1	-	6835807	6835918	6834618	6834822	6853664	6853873
244	"LOC114877279"	NA	chrOU015518.1	-	6534564	6534865	6534337	6534481	6541284	6541900
245	"LOC114877288"	NA	chrOU015518.1	+	6509374	6509443	6494897	6494986	6527455	6527806
246	"LOC114877286"	NA	chrOU015518.1	+	6488386	6488592	6488177	6488303	6488790	6488942
247	"LOC114880857"	NA	chrOU015518.1	-	6336886	6337777	6311779	6312172	6341226	6341748
248	"LOC114880857"	NA	chrOU015518.1	-	6336886	6337777	6311779	6312172	6346293	6346479
249	"LOC114876676"	NA	chrOU015519.1	+	5633862	5633922	5626339	5626591	5635028	5637568
250	"LOC114876676"	NA	chrOU015519.1	+	5634591	5634827	5633862	5633922	5635028	5637568
251	"LOC114877825"	NA	chrOU015518.1	+	6238377	6238817	6225118	6225181	6273565	6273663
254	"LOC114877834"	NA	chrOU015518.1	-	6210657	6210768	6208150	6209851	6211045	6211330
256	"LOC114877834"	NA	chrOU015518.1	-	6210657	6210768	6208150	6209851	6212396	6212725
257	"LOC114877834"	NA	chrOU015518.1	-	6210657	6210768	6208150	6209854	6211045	6211330
259	"LOC114877834"	NA	chrOU015518.1	-	6210657	6210768	6208150	6209854	6212396	6212725
261	"LOC114877834"	NA	chrOU015518.1	-	6211395	6211814	6208150	6209854	6212396	6212725
262	"LOC114877834"	NA	chrOU015518.1	-	6211395	6211814	6210657	6210768	6212396	6212725
263	"LOC114877828"	NA	chrOU015518.1	-	5907196	5907374	5889331	5889444	6001359	6001570
264	"LOC114872235"	NA	chrOU015519.1	-	7543411	7543493	7542730	7542905	7543820	7543962
265	"LOC114877540"	NA	chrOU015518.1	-	5837779	5837869	5837581	5837713	5838453	5838744
266	"LOC114877540"	NA	chrOU015518.1	-	5837948	5838113	5837779	5837869	5838453	5838744
267	"LOC114877553"	NA	chrOU015518.1	+	5817682	5817856	5817365	5817573	5821960	5825808
268	"LOC114877553"	NA	chrOU015518.1	+	5817682	5819122	5817365	5817573	5821960	5825808
271	"LOC114877558"	NA	chrOU015518.1	-	5770839	5771006	5770498	5770597	5771809	5772620
276	"LOC114877547"	NA	chrOU015518.1	+	5382125	5382238	5381805	5382046	5382424	5382538
278	"LOC114875343"	NA	chrOU015518.1	-	5171072	5171123	5157572	5157623	5178655	5178797
281	"LOC114875326"	NA	chrOU015518.1	-	4676805	4676976	4676123	4676339	4678507	4678687
282	"LOC114875326"	NA	chrOU015518.1	-	4677777	4677957	4676123	4676339	4678507	4678687
283	"LOC114879959"	NA	chrOU015519.1	+	6677791	6677891	6674364	6674527	6679783	6679927
284	"LOC114879959"	NA	chrOU015519.1	+	6677791	6677930	6674364	6674527	6679783	6679927
286	"LOC114872277"	NA	chrOU015519.1	-	7236439	7236508	7231911	7232224	7328791	7329071
287	"LOC114872277"	NA	chrOU015519.1	-	7236600	7236698	7236439	7236508	7273239	7273259
289	"LOC114878500"	NA	chrOU015518.1	+	4534633	4534753	4534371	4534560	4535738	4535907
295	"LOC114878511"	NA	chrOU015518.1	-	4401324	4401658	4400332	4401228	4402060	4402696
301	"LOC114878476"	NA	chrOU015518.1	+	4350938	4351043	4350257	4350401	4351434	4352334
302	"LOC114878476"	NA	chrOU015518.1	+	4350938	4351043	4350257	4350401	4352910	4353313
303	"LOC114878476"	NA	chrOU015518.1	+	4351434	4352334	4350257	4350401	4352910	4353313
304	"LOC114878476"	NA	chrOU015518.1	+	4351434	4352334	4350938	4351043	4352910	4353313
305	"LOC114878490"	NA	chrOU015518.1	-	4299539	4299699	4299109	4299223	4301971	4302187
306	"LOC114877392"	NA	chrOU015518.1	+	3976509	3976724	3973539	3973736	3980677	3980806
307	"LOC114877392"	NA	chrOU015518.1	+	3976515	3976724	3973539	3973736	3980677	3980806
308	"LOC114877390"	NA	chrOU015518.1	+	3734401	3734637	3734217	3734308	3734738	3735004
309	"LOC114877386"	NA	chrOU015518.1	+	3728321	3728418	3728012	3728205	3728723	3728910
313	"LOC114880579"	NA	chrOU015518.1	+	3695628	3695907	3692937	3693455	3698353	3699138
314	"LOC114880579"	NA	chrOU015518.1	+	3697286	3697698	3692937	3693455	3698353	3699138
315	"LOC114880579"	NA	chrOU015518.1	+	3697286	3697698	3695628	3695907	3698353	3699138
316	"LOC114880577"	NA	chrOU015518.1	+	3637703	3637760	3637287	3637616	3637834	3637897
317	"LOC114880577"	NA	chrOU015518.1	+	3638051	3638133	3637834	3637897	3638232	3638375
319	"LOC114882872"	NA	chrOU015518.1	-	3135269	3135336	3132515	3133603	3139391	3139466
320	"LOC114882872"	NA	chrOU015518.1	-	3139391	3139466	3132515	3133603	3148483	3148629
322	"LOC114882870"	NA	chrOU015518.1	-	2529104	2529307	2503720	2503803	2529862	2530501
324	"LOC114882870"	NA	chrOU015518.1	-	2529862	2530501	2503720	2503803	2530836	2530980
326	"LOC114882855"	NA	chrOU015518.1	-	2238200	2238346	2151846	2152084	2264894	2265242
327	"LOC114882855"	NA	chrOU015518.1	-	2238200	2238346	2163511	2163574	2264894	2265242
328	"LOC114882828"	NA	chrOU015518.1	+	2064144	2064187	2063749	2064058	2064330	2064525
330	"LOC114882828"	NA	chrOU015518.1	+	2064330	2064525	2063749	2064058	2065710	2065855
333	"LOC114882828"	NA	chrOU015518.1	+	2067898	2068066	2067611	2067833	2068415	2068537
334	"LOC114882859"	NA	chrOU015518.1	+	2055704	2055854	2054611	2054726	2056048	2056275
335	"LOC114882843"	NA	chrOU015518.1	-	2029580	2029634	2029313	2029469	2029722	2029834
337	"LOC114882845"	NA	chrOU015518.1	-	1999565	1999620	1999317	1999489	1999754	1999962
338	"LOC114882845"	NA	chrOU015518.1	-	1999565	1999630	1999317	1999489	1999754	2000341
339	"LOC114882840"	NA	chrOU015518.1	+	1995189	1996277	1993501	1993569	1996340	1996971
340	"LOC114878747"	NA	chrOU015518.1	-	1985382	1985543	1984874	1985095	1985627	1985860
341	"LOC114878746"	NA	chrOU015518.1	+	1980057	1980274	1979556	1979988	1980346	1981698
348	"LOC114881700"	NA	chrOU015518.1	-	1638501	1638742	1637330	1637572	1639696	1639836
349	"LOC114881700"	NA	chrOU015518.1	-	1638853	1639065	1638501	1638742	1639696	1639836
351	"LOC114881700"	NA	chrOU015518.1	-	1641922	1642010	1640117	1640254	1644059	1644214
352	"LOC114881700"	NA	chrOU015518.1	-	1644309	1644345	1644059	1644214	1644419	1644875
353	"LOC114872966"	NA	chrOU015518.1	-	1591234	1591383	1588241	1590958	1591456	1592140
354	"LOC114872965"	NA	chrOU015518.1	+	1577056	1583032	1571294	1576936	1583515	1583722
357	"LOC114872955"	NA	chrOU015518.1	+	1508597	1508727	1497841	1497944	1515904	1516261
358	"LOC114872893"	NA	chrOU015518.1	+	1316942	1317073	1316664	1316771	1318423	1319061
359	"LOC114872893"	NA	chrOU015518.1	+	1317294	1317410	1316942	1317073	1318423	1319061
360	"LOC114872893"	NA	chrOU015518.1	+	1317537	1317807	1317294	1317410	1318423	1319061
365	"LOC114878487"	NA	chrOU015518.1	+	4288198	4288386	4284371	4284621	4289436	4289566
366	"LOC114878487"	NA	chrOU015518.1	+	4288508	4288596	4288198	4288386	4289436	4289566
367	"LOC114878487"	NA	chrOU015518.1	+	4288686	4288832	4288508	4288596	4289436	4289566
369	"LOC114878487"	NA	chrOU015518.1	+	4292059	4292201	4291285	4291418	4295223	4296267
370	"LOC114872924"	NA	chrOU015518.1	+	1107511	1107617	1105203	1105284	1107680	1107735
371	"LOC114872931"	NA	chrOU015518.1	-	1101800	1102013	1101325	1101468	1102085	1102184
373	"LOC114872937"	NA	chrOU015518.1	-	1085575	1085692	1083974	1084833	1086018	1086205
374	"LOC114872937"	NA	chrOU015518.1	-	1085575	1085696	1083974	1084833	1086018	1086205
375	"LOC114872942"	NA	chrOU015518.1	-	1050699	1050741	1050543	1050632	1050833	1050923
376	"LOC114872846"	NA	chrOU015518.1	+	1026713	1026762	1019832	1019874	1035414	1035532
377	"LOC114872846"	NA	chrOU015518.1	+	1031284	1031333	1019832	1019874	1033260	1033309
378	"LOC114872846"	NA	chrOU015518.1	+	1031284	1031333	1019832	1019874	1035414	1035532
379	"LOC114872846"	NA	chrOU015518.1	+	1033260	1033309	1019832	1019874	1035414	1035532
380	"LOC114872846"	NA	chrOU015518.1	+	1033260	1033309	1031284	1031333	1035414	1035532
381	"LOC114872846"	NA	chrOU015518.1	+	1035414	1035532	1019832	1019874	1035788	1036062
382	"LOC114872839"	NA	chrOU015518.1	+	1007948	1008097	1007052	1007178	1008197	1008603
384	"LOC114872843"	NA	chrOU015518.1	+	989786	989873	989472	989545	989927	989984
387	"LOC114872903"	NA	chrOU015518.1	-	944271	944421	942658	942810	946810	947265
388	"LOC114872902"	NA	chrOU015518.1	-	888656	889164	888208	888437	903127	903275
389	"LOC114872849"	NA	chrOU015518.1	-	853684	854257	853329	853399	856573	856863
390	"LOC114872849"	NA	chrOU015518.1	-	854330	854375	853684	854257	854446	854485
391	"LOC114872849"	NA	chrOU015518.1	-	854446	854485	853684	854257	856573	856863
393	"LOC114872849"	NA	chrOU015518.1	-	857429	857654	856940	857029	863890	863984
394	"LOC114872849"	NA	chrOU015518.1	-	858050	858089	854446	854485	863890	863984
395	"LOC114872849"	NA	chrOU015518.1	-	858050	858089	856940	857029	863890	863984
397	"LOC114872858"	NA	chrOU015518.1	-	841845	841906	838579	840663	844205	844519
398	"LOC114873008"	NA	chrOU015518.1	+	806840	806960	799255	799956	808018	808229
399	"LOC114873001"	NA	chrOU015518.1	-	787370	787601	787187	787268	787701	787859
400	"LOC114873001"	NA	chrOU015518.1	-	787370	787601	787187	787268	788280	788447
401	"LOC114873001"	NA	chrOU015518.1	-	787701	787859	787187	787268	788280	788447
402	"LOC114873001"	NA	chrOU015518.1	-	787701	787859	787370	787601	788280	788447
403	"LOC114873001"	NA	chrOU015518.1	-	789601	789705	789340	789421	790030	790365
406	"LOC114873001"	NA	chrOU015518.1	-	789601	789705	789340	789421	790864	791101
407	"LOC114873001"	NA	chrOU015518.1	-	790030	790365	789340	789421	790506	790591
408	"LOC114873001"	NA	chrOU015518.1	-	790030	790365	789340	789421	790649	791101
409	"LOC114873001"	NA	chrOU015518.1	-	790030	790365	789601	789705	790649	791101
411	"LOC114873001"	NA	chrOU015518.1	-	790142	790365	789340	789421	790649	791101
412	"LOC114873001"	NA	chrOU015518.1	-	790142	790365	789340	789421	790864	791101
413	"LOC114873001"	NA	chrOU015518.1	-	790142	790365	789601	789705	790649	791101
414	"LOC114873001"	NA	chrOU015518.1	-	790142	790365	789601	789705	790864	791101
416	"LOC114873001"	NA	chrOU015518.1	-	790506	790591	790030	790365	790649	791101
418	"LOC114873001"	NA	chrOU015518.1	-	790649	790701	789601	789705	790864	791101
419	"LOC114872876"	NA	chrOU015518.1	+	741319	741466	740901	741096	741524	741728
420	"LOC114872953"	NA	chrOU015518.1	-	705224	705579	705037	705149	705950	706249
430	"LOC114872986"	NA	chrOU015518.1	+	676767	676945	676176	676647	677019	677242
431	"LOC114872991"	NA	chrOU015518.1	-	672394	672551	672139	672316	672623	672808
432	"LOC114872871"	NA	chrOU015518.1	+	654197	654354	654049	654142	654416	654565
439	"LOC114876026"	NA	chrOU015518.1	+	573483	573692	572839	573402	574987	575049
440	"LOC114876026"	NA	chrOU015518.1	+	573525	573692	572839	573402	574987	575049
441	"LOC114876026"	NA	chrOU015518.1	+	576850	577103	576148	576390	577207	577885
443	"LOC114876025"	NA	chrOU015518.1	-	564470	564593	560294	560530	566594	566714
446	"LOC114876025"	NA	chrOU015518.1	-	566594	566714	564470	564593	570935	571058
451	"LOC114876021"	NA	chrOU015518.1	-	346611	346831	343765	343863	378405	378798
452	"LOC114876021"	NA	chrOU015518.1	-	346611	346835	343765	343863	378405	378798
455	"LOC114876034"	NA	chrOU015518.1	+	233014	233139	219165	219247	237310	237614
458	"LOC114876039"	NA	chrOU015518.1	-	215477	215616	214041	215337	215728	216089
459	"LOC114881074"	NA	chrOU015517.1	+	7795963	7796024	7781338	7781448	7801081	7801337
460	"LOC114881379"	NA	chrOU015517.1	+	7363479	7363619	7361910	7362044	7371037	7371419
463	"LOC114881004"	NA	chrOU015517.1	-	6571566	6571776	6570635	6571240	6572425	6572677
464	"LOC114881004"	NA	chrOU015517.1	-	6579827	6580193	6574464	6574993	6581448	6581688
466	"LOC114881171"	NA	chrOU015517.1	-	6552335	6552587	6550350	6550605	6554463	6554989
467	"LOC114881171"	NA	chrOU015517.1	-	6553503	6553725	6552335	6552587	6554463	6554989
468	"LOC114880709"	NA	chrOU015517.1	-	6487719	6487892	6486360	6486585	6490184	6490349
469	"LOC114880706"	NA	chrOU015517.1	-	6423265	6423375	6423029	6423170	6423445	6423569
470	"LOC114880706"	NA	chrOU015517.1	-	6423629	6423785	6423445	6423569	6423872	6424177
471	"LOC114879525"	NA	chrOU015517.1	-	6384901	6385045	6384630	6384816	6385179	6385561
