GeneID,minPval,minFDR
LOC114871334,1,1
LOC114871337,1,1
LOC114871339,0.166262940784,1
LOC114871341,1,1
LOC114871342,0.286958782101,1
LOC114871344,1,1
LOC114871346,0.184803397319,1
LOC114871348,1,1
LOC114871349,0.142018776316,0.9332175474000344
LOC114871350,0.301905645256,1
LOC114871353,1.80017240714e-4,0.05210193220602954
LOC114871358,1,1
LOC114871359,1,1
LOC114871360,0.465300226733,1
LOC114871363,1,1
LOC114871364,0.102255668777,0.9076867430237648
LOC114871369,1,1
LOC114871375,0.352785688219,1
LOC114871380,0.210625949421,1
LOC114871381,0.413336328677,1
LOC114871382,0.45204844528,1
LOC114871383,0.00289892805678,0.12186414943190182
LOC114871389,0.225501795013,1
LOC114871390,0.141523719832,0.9233842703792786
LOC114871391,0.36392228876,1
LOC114871393,1,1
LOC114871395,0.279665701319,1
LOC114871397,1,1
LOC114871399,0.880552214134,1
LOC114871404,0.352547104579,1
LOC114871415,0.51856712393,1
LOC114871418,0.034288672095100003,0.5004993565478042
LOC114871419,0.44888033191,1
LOC114871422,1,1
LOC114871423,0.310459524829,1
LOC114871424,0.110327331394,0.8405150149702857
LOC114871427,0.4942574179,1
LOC114871428,1,1
LOC114871435,0.004162589779,0.27674501662922285
LOC114871438,0.131544829302,1
LOC114871439,1,1
LOC114871441,0.541562822074,1
LOC114871450,2.76058440662e-7,3.2961377815042e-4
LOC114871454,0.741260670882,1
LOC114871455,0.131879657914,0.9222327921332404
LOC114871456,0.641526260826,1
LOC114871457,0.166380763038,1
LOC114871460,0.368716985092,1
LOC114871461,1,1
LOC114871462,1,1
LOC114871463,1,1
LOC114871468,1,1
LOC114871471,1,1
LOC114871476,1,1
LOC114871479,0.381790721061,1
LOC114871480,1,1
LOC114871482,1,1
LOC114871483,8.32491263965e-4,0.071761052378096
LOC114871484,1,1
LOC114871490,0.158145604068,1
LOC114871497,1,1
LOC114871503,1,1
LOC114871505,0.490040789296,1
LOC114871508,0.185180282303,1
LOC114871510,0.0164781869227,0.4497171847653541
LOC114871511,1,1
LOC114871522,0.136090201583,1
LOC114871524,0.323928807644,1
LOC114871525,0.0549541385112,0.616518941546999
LOC114871527,1,1
LOC114871528,0.0821687776962,0.7641349622043241
LOC114871529,0.177266085134,1
LOC114871537,0.0958340846678,0.7872994722979788
LOC114871538,1,1
LOC114871541,0.0257386237496,0.3935064908112228
LOC114871542,0.00680606183907,0.18664177488726963
LOC114871543,0.00537545387243,0.16512207689427444
LOC114871544,0.245602438611,1
LOC114871546,1,1
LOC114871547,0.0130180360752,0.4689622550595259
LOC114871549,1,1
LOC114871550,0.910519695254,1
LOC114871553,0.197380662338,1
LOC114871559,1,1
LOC114871561,0.29155149672,1
LOC114871563,0.0902456058543,0.8382350567419236
LOC114871565,1,1
LOC114871574,1,1
LOC114871586,1,1
LOC114871591,0.0922651625777,0.77038184697743906
LOC114871593,1,1
LOC114871594,0.105645309895,1
LOC114871603,1,1
LOC114871608,0.0886130087247,0.800308140243187
LOC114871610,0.29802926537,1
LOC114871611,0.76547021,1
LOC114871613,0.00484755877553,0.29746383395297726
LOC114871615,1,1
LOC114871618,1,1
LOC114871632,7.54736015693e-4,0.09656372532497344
LOC114871637,0.0353652705827,0.6192879860704605
LOC114871642,1,1
LOC114871644,0.309955850713,1
LOC114871659,0.312520817086,1
LOC114871664,0.401686315073,1
LOC114871665,1,1
LOC114871673,0.428411632517,1
LOC114871677,0.146760812717,1
LOC114871680,1,1
LOC114871689,0.0189201103552,0.5685686612403695
LOC114871695,0.03160547252,0.4772140149315569
LOC114871698,0.108306895856,0.8184710990636961
LOC114871699,1,1
LOC114871701,1,1
LOC114871703,1,1
LOC114871704,0.747131418557,1
LOC114871709,0.299395360385,1
LOC114871713,1,1
LOC114871715,0.971366469728,1
LOC114871716,0.217824937594,1
LOC114871717,0.0508387266312,0.905704587344692
LOC114871718,1,1
LOC114871724,1.01194981749e-4,0.02164605525152746
LOC114871727,0.236463938533,1
LOC114871728,1,1
LOC114871729,0.0399222348617,0.6377820447417926
LOC114871731,0.231160953046,1
LOC114871732,0.0656749120985,0.8445417103592592
LOC114871734,0.00160601328108,0.10625035802625334
LOC114871735,0.00331474478655,0.12186414943190182
LOC114871737,0.482168734746,1
LOC114871741,0.108425343025,0.8454595200163689
LOC114871745,1,1
LOC114871750,0.0101194212305,0.427462881925839
LOC114871751,0.831009205442,1
LOC114871753,0.457656359409,1
LOC114871758,0.0181431771079,0.32248034149848065
LOC114871759,0.531627515517,1
LOC114871763,0.049326255244,0.5976992352475803
LOC114871764,1,1
LOC114871772,1,1
LOC114871774,0.123905629654,1
LOC114871775,0.0101211490745,0.233863285704075
LOC114871776,0.0191562318904,0.5704613173244117
LOC114871777,1,1
LOC114871778,1,1
LOC114871780,0.846433988691,1
LOC114871782,0.0348587510049,0.4676556033691079
LOC114871784,0.0733576097133,0.7121055772169123
LOC114871785,0.288087603827,1
LOC114871786,1,1
LOC114871787,1,1
LOC114871790,0.0474227600068,0.8728071357411706
LOC114871791,0.0910009096799,0.8382350567419236
LOC114871792,0.687119428505,1
LOC114871798,0.48423411830700003,1
LOC114871800,1,1
LOC114871801,1,1
LOC114871802,1,1
LOC114871803,1,1
LOC114871806,1,1
LOC114871807,0.803635401665,1
LOC114871810,0.0127907457357,0.2588500069224712
LOC114871813,0.350096632802,1
LOC114871814,0.0753455835879,0.7197010144316208
LOC114871823,0.106212917625,0.9076867430237648
LOC114871825,1,1
LOC114871826,0.0920698602206,0.77038184697743906
LOC114871830,0.482824763533,1
LOC114871832,1,1
LOC114871833,1,1
LOC114871836,0.115262349053,1
LOC114871838,1,1
LOC114871841,0.00539418762994,0.16512207689427444
LOC114871843,3.9670143118e-4,0.04857388635115111
LOC114871844,0.348255838459,1
LOC114871845,0.151556650673,1
LOC114871846,0.483018172772,1
LOC114871847,1,1
LOC114871851,0.14647931306,1
LOC114871854,0.114052388768,0.8435284055190335
LOC114871858,1,1
LOC114871859,1,1
LOC114871861,0.538501704642,1
LOC114871862,0.0597987395182,0.6378189385980375
LOC114871864,1,1
LOC114871867,1,1
LOC114871868,0.622212629033,1
LOC114871872,0.00402525037971,0.16229522187544498
LOC114871873,0.0663727253355,0.7072970791887331
LOC114871874,1,1
LOC114871875,0.0119472563802,0.27781421613026397
LOC114871877,1,1
LOC114871879,1,1
LOC114871880,0.0751207601216,0.7197010144316208
LOC114871883,0.652090654406,1
LOC114871889,1,1
LOC114871896,0.848279477729,1
LOC114871897,0.255078214758,1
LOC114871905,0.886488395313,1
LOC114871907,0.129321596712,0.8705191006305288
LOC114871908,1,1
LOC114871909,1,1
LOC114871910,1,1
LOC114871916,3.50029706507e-5,0.01270996749689161
LOC114871917,0.904560686614,1
LOC114871918,0.0599340334663,0.9751248386847796
LOC114871919,0.0189438928761,0.5685686612403695
LOC114871920,0.00635992839297,0.3349314206377374
LOC114871928,1,1
LOC114871930,0.0342187470514,0.7934308715162405
LOC114871933,0.824697282026,1
LOC114871940,1,1
LOC114871945,0.00140106617759,0.08126183830022
LOC114871947,1,1
LOC114871948,0.0585148247294,0.93808847565552
LOC114871949,1,1
LOC114871950,1,1
LOC114871951,0.184162357866,1
LOC114871956,1,1
LOC114871957,1,1
LOC114871958,1,1
LOC114871961,0.0695719864897,0.7150682871752007
LOC114871972,3.01613537701e-6,0.00174634238328879
LOC114871975,0.580849389394,1
LOC114871976,0.0171292383245,0.5391716208359456
LOC114871977,1,1
LOC114871978,1,1
LOC114871980,1,1
LOC114871984,0.269815854259,1
LOC114871989,0.00218002167553,0.11595792147379942
LOC114871994,1,1
LOC114871997,0.00678899807169,0.18664177488726963
LOC114872001,1,1
LOC114872008,0.136621203853,1
LOC114872010,0.93365538355,1
LOC114872014,0.218989217228,1
LOC114872016,0.226325624438,1
LOC114872021,0.0529377075704,0.6050700976399485
LOC114872026,0.357680424959,1
LOC114872027,1,1
LOC114872028,0.00135495173174,0.08071117883121513
LOC114872029,0.0959168347035,1
LOC114872030,0.0458202617276,0.526383172167473
LOC114872033,1,1
LOC114872041,0.22663226149,1
LOC114872042,1,1
LOC114872043,1,1
LOC114872051,0.0254821420215,0.6701472414745129
LOC114872052,1,1
LOC114872055,1,1
LOC114872059,0.997743628733,1
LOC114872066,1,1
LOC114872070,0.221207762138,1
LOC114872071,0.232704228478,1
LOC114872072,0.733939088941,1
LOC114872078,1.07060902255e-4,0.01690588974699409
LOC114872080,1,1
LOC114872085,0.0234777523229,0.38400597634989864
LOC114872087,0.0673937058147,0.7481843611631949
LOC114872090,1,1
LOC114872092,0.280520250252,1
LOC114872093,1,1
LOC114872094,0.219807588165,1
LOC114872097,0.0193767377481,0.3362703149355307
LOC114872098,1,1
LOC114872100,1,1
LOC114872102,0.268594991176,1
LOC114872107,0.126686619847,1
LOC114872109,0.969038568606,1
LOC114872113,0.44893842923,1
LOC114872114,1,1
LOC114872117,0.762332087839,1
LOC114872118,0.686353771641,1
LOC114872122,0.869105941229,1
LOC114872123,1,1
LOC114872127,1,1
LOC114872130,0.0976964762723,0.7872994722979788
LOC114872131,0.0295401672558,0.7254888390578571
LOC114872133,1,1
LOC114872134,0.771935191226,1
LOC114872136,1,1
LOC114872137,0.546928578117,1
LOC114872141,1,1
LOC114872149,0.946153156902,1
LOC114872156,1,1
LOC114872158,1,1
LOC114872159,0.0564005094663,0.9062532277703153
LOC114872160,1,1
LOC114872161,1,1
LOC114872164,0.390549090513,1
LOC114872165,1,1
LOC114872166,0.0860278373446,0.8131371064715166
LOC114872167,0.236520248631,1
LOC114872168,0.0797708798035,0.7252127877571136
LOC114872170,0.924366602786,1
LOC114872172,6.93056747188e-4,0.06364571128343134
LOC114872174,0.0619528693035,0.6511236704575473
LOC114872175,0.150361324367,1
LOC114872179,0.536392855781,1
LOC114872180,0.00896807214727,0.22586050790657777
LOC114872183,1,1
LOC114872184,0.0989378627958,0.874321671486375
LOC114872185,0.0196218701255,0.3395436656499565
LOC114872190,0.0276108545548,0.44000049873107894
LOC114872191,0.677542326452,1
LOC114872195,0.304600519281,1
LOC114872198,1.13073478358e-4,0.02164605525152746
LOC114872202,1,1
LOC114872205,0.132927654393,1
LOC114872208,1,1
LOC114872215,0.123983540254,1
LOC114872221,0.552709097666,1
LOC114872223,0.0476290297241,0.595890940901401
LOC114872225,0.722456234294,1
LOC114872227,0.499924739604,1
LOC114872229,1,1
LOC114872230,0.332064006825,1
LOC114872231,1,1
LOC114872232,1,1
LOC114872233,0.0906590027633,0.77038184697743906
LOC114872234,0.0719753368272,1
LOC114872235,1,1
LOC114872240,0.00583078992048,0.1619061201175144
LOC114872241,0.270226615269,1
LOC114872242,0.0790483079614,0.7565245311063965
LOC114872247,0.530446674462,1
LOC114872248,0.926539828129,1
LOC114872254,0.0146255769793,0.4802831034715946
LOC114872257,1,1
LOC114872262,1,1
LOC114872263,1,1
LOC114872270,0.615751601,1
LOC114872273,0.795210314489,1
LOC114872277,0.73383102699,1
LOC114872284,0.72258313465,1
LOC114872287,1,1
LOC114872288,0.0880549914491,1
LOC114872295,0.37168956646,1
LOC114872297,0.0303773040106,0.4523755272929892
LOC114872298,1,1
LOC114872300,0.552921302648,1
LOC114872302,1,1
LOC114872303,0.226834992061,1
LOC114872305,0.603303457586,1
LOC114872309,1,1
LOC114872320,1,1
LOC114872330,0.311749893614,1
LOC114872335,0.0257048638686,0.6702019227542703
LOC114872336,1,1
LOC114872342,0.587208405225,1
LOC114872345,1,1
LOC114872352,0.625644461543,1
LOC114872354,0.353641870325,1
LOC114872355,1,1
LOC114872358,0.137093581769,0.9285451142630722
LOC114872359,1,1
LOC114872364,0.162413002578,1
LOC114872365,0.856583988702,1
LOC114872367,1.73808406608e-5,0.00431293146111565
LOC114872368,1,1
LOC114872369,0.530750613707,1
LOC114872370,1,1
LOC114872371,1,1
LOC114872376,1,1
LOC114872379,0.492581449121,1
LOC114872382,0.701262396067,1
LOC114872383,0.446362674325,1
LOC114872388,1,1
LOC114872389,0.00946582508556,0.41974370361151103
LOC114872390,0.0256395088624,0.4036391252337828
LOC114872396,1,1
LOC114872401,0.00999571040559,0.427462881925839
LOC114872402,0.0762217974883,0.7222922714367477
LOC114872407,0.940925951268,1
LOC114872411,1,1
LOC114872414,1,1
LOC114872424,1,1
LOC114872425,0.308376199674,1
LOC114872429,0.260747096767,1
LOC114872432,0.108091701368,0.8359091572458667
LOC114872433,1,1
LOC114872437,0.52993979103,1
LOC114872439,1,1
LOC114872442,0.00220397975596,0.18093482456022972
LOC114872446,0.124811705839,0.874321671486375
LOC114872447,1,1
LOC114872448,0.0226939880591,0.6266635339046932
LOC114872454,0.0568087258408,0.6229175709110607
LOC114872456,1,1
LOC114872459,0.221589664142,1
LOC114872466,1,1
LOC114872468,0.0158968454739,0.31025641110296964
LOC114872479,0.261086255,1
LOC114872480,1,1
LOC114872482,1,1
LOC114872483,0.00792463696919,0.21043252867584047
LOC114872486,0.0125491303105,0.464853455099314
LOC114872488,1,1
LOC114872493,0.433760292055,1
LOC114872494,0.399458067454,1
LOC114872507,0.046956382305,0.5913820948584
LOC114872510,0.0589031182737,0.9697464593840852
LOC114872513,0.120947553091,0.9863187780237886
LOC114872515,0.436105440648,1
LOC114872518,0.0223418769185,0.3656749384311111
LOC114872522,1,1
LOC114872528,1,1
LOC114872532,0.0195462762631,0.34842988611638653
LOC114872534,1,1
LOC114872535,1,1
LOC114872536,1,1
LOC114872542,0.0102731820183,0.427462881925839
LOC114872546,0.281420062198,1
LOC114872547,0.338746419274,1
LOC114872557,0.73844865384,1
LOC114872562,0.567689498043,1
LOC114872564,1,1
LOC114872567,1,1
LOC114872569,0.636449191249,1
LOC114872570,1,1
LOC114872572,1,1
LOC114872573,1,1
LOC114872578,0.00756831320629,0.19226736102787784
LOC114872579,0.00178147538957,0.09342718703348184
LOC114872583,0.321189924453,1
LOC114872585,1,1
LOC114872587,1,1
LOC114872589,1,1
LOC114872592,1,1
LOC114872594,1,1
LOC114872605,0.592593533541,1
LOC114872606,0.136893549588,0.9285451142630722
LOC114872610,0.0677596784704,1
LOC114872612,0.159041167536,0.9709881807461054
LOC114872613,0.0670416314665,0.6872546779170512
LOC114872616,0.220585353795,1
LOC114872619,1,1
LOC114872625,0.182995737561,1
LOC114872627,0.754161070674,1
LOC114872633,0.0551197737667,0.9354053568847563
LOC114872638,0.101965299322,1
LOC114872640,1.25548532186e-4,0.02164605525152746
LOC114872641,0.732942126187,1
LOC114872646,1,1
LOC114872647,1,1
LOC114872648,1,1
LOC114872652,0.501994322467,1
LOC114872659,1,1
LOC114872660,1,1
LOC114872663,0.787512856232,1
LOC114872666,0.383420475764,1
LOC114872671,0.316759413577,1
LOC114872674,0.501787041185,1
LOC114872675,0.166173659511,1
LOC114872679,1,1
LOC114872682,1,1
LOC114872686,0.403438032665,1
LOC114872687,1,1
LOC114872691,0.93309430310100006,1
LOC114872693,0.710986905572,1
LOC114872695,0.21641892712,1
LOC114872696,0.0467923011693,0.8666561878155412
LOC114872697,0.0167454070507,0.31277014525205765
LOC114872699,1,1
LOC114872700,0.19321030779,1
LOC114872701,0.57601178322,1
LOC114872702,1.00300826422e-7,2.0961112300807e-4
LOC114872703,1,1
LOC114872704,0.40669287585,1
LOC114872708,1,1
LOC114872712,0.0280721303771,0.4296595510495027
LOC114872716,0.0725403706003,1
LOC114872717,1,1
LOC114872718,0.118839172633,1
LOC114872720,1,1
LOC114872722,1,1
LOC114872723,0.139670010676,1
LOC114872724,0.547738711945,1
LOC114872731,0.208399303519,1
LOC114872734,1,1
LOC114872735,1,1
LOC114872736,0.0888061301812,1
LOC114872740,1,1
LOC114872741,1,1
LOC114872744,0.555746251329,1
LOC114872747,1,1
LOC114872754,0.585669124812,1
LOC114872769,0.531698830592,1
LOC114872770,0.195723179649,1
LOC114872774,0.899066408286,1
LOC114872775,0.84137266473,1
LOC114872777,1,1
LOC114872784,1,1
LOC114872788,1,1
LOC114872789,0.0652791390848,0.6818730926203753
LOC114872791,0.00519235954994,0.299197649544771
LOC114872792,0.0198469909381,0.5852935434415413
LOC114872794,1,1
LOC114872799,0.500143747587,1
LOC114872803,1,1
LOC114872805,0.0302321615305,0.4523755272929892
LOC114872807,0.870817498402,1
LOC114872809,0.0792909104744,0.7565245311063965
LOC114872810,0.0383544372516,0.8157932797484265
LOC114872813,1,1
LOC114872815,0.0690912345347,0.7150682871752007
LOC114872817,1,1
LOC114872818,1,1
LOC114872820,0.404288102377,1
LOC114872821,0.00163087993855,0.15011508525289774
LOC114872824,1,1
LOC114872825,0.110172629448,1
LOC114872826,1,1
LOC114872827,0.988421656706,1
LOC114872828,0.129770612909,1
LOC114872829,1,1
LOC114872830,0.374405744983,1
LOC114872834,0.0271046486987,0.6977150035788241
LOC114872836,0.610928358493,1
LOC114872841,0.238433461263,1
LOC114872842,1,1
LOC114872845,1,1
LOC114872846,0.00135005726296,0.13106965559142858
LOC114872849,0.00266492505136,0.20755666265399997
LOC114872851,1,1
LOC114872858,0.563448473849,1
LOC114872860,0.240274961768,1
LOC114872862,0.148368326123,0.9375016084975578
LOC114872864,0.091145878183,0.8020338850395181
LOC114872869,1,1
LOC114872871,0.0859570075919,1
LOC114872872,0.897274461202,1
LOC114872873,0.0022241582618,0.11595792147379942
LOC114872876,1,1
LOC114872879,1,1
LOC114872885,1,1
LOC114872891,1,1
LOC114872897,0.191538780826,1
LOC114872898,0.269005053847,1
LOC114872901,0.301708275872,1
LOC114872903,0.150657373179,1
LOC114872905,0.0837640166423,1
LOC114872909,1,1
LOC114872913,0.324445000022,1
LOC114872914,0.30262322354,1
LOC114872919,0.580095707291,1
LOC114872923,1,1
LOC114872924,1,1
LOC114872926,0.9064950789,1
LOC114872930,0.360836861299,1
LOC114872931,1,1
LOC114872934,1,1
LOC114872937,8.67695102583e-4,0.071761052378096
LOC114872939,1,1
LOC114872942,0.153199720846,1
LOC114872945,0.0728121869609,1
LOC114872946,0.430835441165,1
LOC114872947,0.0162521725975,0.3087912793525
LOC114872949,0.210657588424,1
LOC114872953,0.770627274448,1
LOC114872955,1,1
LOC114872965,0.698737775247,1
LOC114872972,1,1
LOC114872977,0.101135801938,0.8275260242997333
LOC114872978,0.00519134801605,0.15118218368691952
LOC114872983,0.618961092428,1
LOC114872985,0.121831421185,1
LOC114872986,0.813234793359,1
LOC114872989,0.661551192095,1
LOC114872991,0.813857998332,1
LOC114872993,0.408746818724,1
LOC114873000,4.93726498988e-4,0.04946241835316145
LOC114873001,0.0540335511874,0.7097637162068333
LOC114873002,0.184213280383,1
LOC114873003,0.291596080796,1
LOC114873004,1,1
LOC114873006,1,1
LOC114873008,1,1
LOC114873022,0.179646109541,1
LOC114873023,0.0148409597524,0.301502566920031
LOC114873025,1,1
LOC114873027,0.379741446638,1
LOC114873032,0.235921252614,1
LOC114873034,1,1
LOC114873036,0.757411650412,1
LOC114873041,1,1
LOC114873042,0.0104637416253,0.25503450298325003
LOC114873046,0.150373873763,1
LOC114873053,1,1
LOC114873055,4.36843425572e-4,0.04946241835316145
LOC114873056,0.563052764002,1
LOC114873057,0.807439227016,1
LOC114873062,0.612616706838,1
LOC114873065,0.974513441431,1
LOC114873066,0.264880811074,1
LOC114873067,0.0130792728869,0.4689622550595259
LOC114873068,0.596956071589,1
LOC114873069,0.0637238011517,1
LOC114873072,0.381970907958,1
LOC114873073,0.277755244817,1
LOC114873075,0.765639758278,1
LOC114873079,0.00160558926987,0.09330026505998334
LOC114873082,0.252980757135,1
LOC114873087,0.306044452755,1
LOC114873088,0.0450622172631,0.8651941617697826
LOC114873089,0.208080659234,1
LOC114873091,0.352292891827,1
LOC114873095,0.438641951395,1
LOC114873098,0.143054896945,0.8891214228588074
LOC114873099,1,1
LOC114873108,0.515431458052,1
LOC114873109,0.357422982292,1
LOC114873110,1,1
LOC114873114,0.314631681482,1
LOC114873115,1,1
LOC114873116,0.443742745028,1
LOC114873117,0.18339634825,1
LOC114873119,0.442293063604,1
LOC114873120,1,1
LOC114873121,1,1
LOC114873122,1,1
LOC114873127,0.941516125387,1
LOC114873128,1,1
LOC114873130,0.425854435564,1
LOC114873133,1,1
LOC114873134,0.231534455411,1
LOC114873138,1,1
LOC114873142,0.019877622527,0.3396145740271938
LOC114873143,1,1
LOC114873144,1,1
LOC114873146,0.184911134825,1
LOC114873147,1,1
LOC114873150,0.263991026858,1
LOC114873152,0.0878772294109,0.7629187542575304
LOC114873153,1,1
LOC114873154,0.0384513059757,0.5374552486172431
LOC114873155,0.819253094217,1
LOC114873156,0.0402596725727,0.5511324121132348
LOC114873159,0.088207198126,0.8000356570769712
LOC114873162,0.970691231101,1
LOC114873163,0.365503509388,1
LOC114873170,0.946264026847,1
LOC114873175,1,1
LOC114873177,0.014027639143,0.4760776971716481
LOC114873178,0.626230276209,1
LOC114873181,0.0188832012828,0.3329486050183296
LOC114873184,0.0890597530823,1
LOC114873185,0.00732469381291,0.2239724126176595
LOC114873186,1,1
LOC114873187,1,1
LOC114873191,1,1
LOC114873193,1,1
LOC114873194,1,1
LOC114873195,0.514120983197,1
LOC114873196,0.662727956723,1
LOC114873201,1,1
LOC114873209,1,1
LOC114873213,0.281282949804,1
LOC114873214,1,1
LOC114873215,1,1
LOC114873220,0.75150923989,1
LOC114873221,1,1
LOC114873223,1,1
LOC114873226,0.888683958198,1
LOC114873228,0.26905748302,1
LOC114873230,0.333427385753,1
LOC114873233,0.3249243214,1
LOC114873237,1,1
LOC114873239,1,1
LOC114873246,1,1
LOC114873250,1,1
LOC114873253,3.43541159778e-4,0.05962892987575285
LOC114873256,0.882816990836,1
LOC114873257,1,1
LOC114873262,0.0174854993349,0.31331740271641956
LOC114873264,0.982400936759,1
LOC114873265,0.329025279512,1
LOC114873276,0.198912202739,1
