Ob_GeneID,Bt_GOID
LOC114870924,GO:0005739
LOC114870924,GO:0005840
LOC114870924,GO:0006412
LOC114870924,GO:0003735
LOC114870926,GO:0006665
LOC114870926,GO:0004348
LOC114870932,GO:0006665
LOC114870932,GO:0004348
LOC114870941,
LOC114883069,GO:0005509
LOC114882776,GO:0080019
LOC114882837,
LOC114883072,GO:0004222
LOC114883072,GO:0008237
LOC114883072,GO:0006508
LOC114883078,GO:0004222
LOC114883078,GO:0008237
LOC114883078,GO:0006508
LOC114881106,GO:0004222
LOC114881106,GO:0008237
LOC114881106,GO:0006508
LOC114882970,
LOC114876427,GO:0009081
LOC114876427,GO:0004084
LOC114876427,GO:0003824
LOC114873617,GO:0016746
LOC114874718,GO:0005576
LOC114874718,GO:0008061
LOC114874718,GO:0005975
LOC114874718,GO:0004553
LOC114874789,GO:0005576
LOC114874789,GO:0008061
LOC114874789,GO:0005975
LOC114874789,GO:0004553
LOC114873948,GO:0016746
LOC114876377,GO:0009081
LOC114876377,GO:0004084
LOC114876377,GO:0003824
LOC114870960,
LOC114883034,GO:0004222
LOC114883034,GO:0008237
LOC114883034,GO:0006508
LOC114883083,GO:0004222
LOC114883083,GO:0008237
LOC114883083,GO:0006508
LOC114883089,GO:0004222
LOC114883089,GO:0008237
LOC114883089,GO:0006508
LOC114883220,
LOC114883157,GO:0080019
LOC114883096,GO:0005509
LOC114870850,GO:0006464
LOC114874214,
LOC114872164,GO:0006665
LOC114872164,GO:0004348
LOC114873581,GO:0006665
LOC114873581,GO:0004348
LOC114883102,GO:0005739
LOC114883102,GO:0005840
LOC114883102,GO:0006412
LOC114883102,GO:0003735
LOC114875490,GO:0005515
LOC114877331,GO:0043565
LOC114877331,GO:0003700
LOC114877331,GO:0004879
LOC114877331,GO:0003677
LOC114877331,GO:0008270
LOC114877331,GO:0006355
LOC114880255,GO:0004722
LOC114880255,GO:0043169
LOC114880255,GO:0006470
LOC114880255,GO:0016791
LOC114880056,
LOC114879865,GO:0005096
LOC114880126,GO:0046982
LOC114880126,GO:0004402
LOC114880126,GO:0030914
LOC114880428,
LOC114879660,GO:0008356
LOC114879961,GO:0005524
LOC114879961,GO:0005829
LOC114879961,GO:0006457
LOC114879961,GO:0051082
LOC114879961,GO:0005832
LOC114880325,GO:0016491
LOC114880325,GO:0055114
LOC114880325,
LOC114880528,
LOC114879760,GO:0031145
LOC114879760,GO:0005680
LOC114879760,GO:0030071
LOC114879760,GO:0005515
LOC114878052,GO:0008484
LOC114878052,GO:0003824
LOC114878052,GO:0008449
LOC114878052,GO:0030203
LOC114874398,GO:0000981
LOC114874398,GO:0003677
LOC114874398,GO:0006355
LOC114882803,GO:0003824
LOC114882803,GO:0005992
LOC114882822,
LOC114882829,GO:0004521
LOC114883109,
LOC114882841,GO:0005840
LOC114882841,GO:0006412
LOC114882841,GO:0003735
LOC114877276,GO:0043565
LOC114877276,GO:0003700
LOC114877276,GO:0006355
LOC114877174,GO:0007283
LOC114877115,GO:0016021
LOC114876318,GO:0005524
LOC114876318,GO:0004748
LOC114876318,GO:0055114
LOC114876318,GO:0006260
LOC114876711,GO:0031462
LOC114881976,
LOC114882299,
LOC114882176,GO:0005515
LOC114881687,GO:0005515
LOC114881687,GO:0005515
LOC114882120,GO:0005634
LOC114882120,GO:0006355
LOC114882120,GO:0005515
LOC114873746,GO:0005634
LOC114873746,GO:0006355
LOC114873746,GO:0005515
LOC114871867,GO:0000179
LOC114871867,GO:0008649
LOC114871867,GO:0006364
LOC114871867,GO:0000154
LOC114871788,GO:0046872
LOC114874528,GO:0005737
LOC114874528,GO:0005852
LOC114874528,GO:0003743
LOC114874466,GO:0035194
LOC114874466,GO:0032574
LOC114874466,GO:0004386
LOC114874466,GO:0003723
LOC114883170,
LOC114883212,GO:0016055
LOC114883212,GO:0061630
LOC114883212,GO:0008270
LOC114883212,GO:0072572
LOC114883185,GO:0005524
LOC114883185,GO:0006423
LOC114883185,GO:0004817
LOC114883185,GO:0006418
LOC114883185,GO:0004812
LOC114883185,GO:0000166
LOC114875372,GO:0000981
LOC114879888,GO:0016021
LOC114883044,GO:0033588
LOC114883044,GO:0002098
LOC114883027,
LOC114883027,GO:0007219
LOC114883027,GO:0045944
LOC114883027,GO:0003713
LOC114883027,GO:0016607
LOC114870894,GO:0005524
LOC114870894,GO:0006457
LOC114870894,GO:0051082
LOC114870869,GO:0005886
LOC114870869,GO:0007155
LOC114870869,GO:0007156
LOC114870869,GO:0005509
LOC114870869,GO:0016020
LOC114880490,GO:0005576
LOC114880490,GO:0004867
LOC114880490,GO:0090729
LOC114880490,GO:0051918
LOC114880490,GO:0030414
LOC114880490,GO:0010466
LOC114880490,GO:0010951
LOC114880490,GO:0035821
LOC114878365,GO:0000175
LOC114878365,GO:0004535
LOC114878365,GO:0030014
LOC114878365,GO:0003676
LOC114877849,GO:0016757
LOC114872988,GO:0005515
LOC114872165,GO:0006182
LOC114872165,GO:0004383
LOC114872165,GO:0016849
LOC114872165,GO:0009190
LOC114872165,GO:0020037
LOC114872165,GO:0035556
LOC114872023,GO:0006182
LOC114872023,GO:0004383
LOC114872023,GO:0016849
LOC114872023,GO:0009190
LOC114872023,GO:0020037
LOC114872023,GO:0035556
LOC114872363,GO:0035556
LOC114876854,GO:0015035
LOC114874651,GO:0016020
LOC114882671,GO:0005515
LOC114882735,
LOC114882727,
LOC114882714,GO:0005525
LOC114882696,GO:0008017
LOC114882696,GO:0005515
LOC114875653,GO:0000493
LOC114875653,GO:0000493
LOC114875754,GO:0005681
LOC114875754,GO:0000398
LOC114876262,GO:0008083
LOC114876262,
LOC114882860,GO:0005516
LOC114882860,GO:0008017
LOC114882860,GO:0005515
LOC114882860,GO:0030507
LOC114882860,GO:0031175
LOC114882853,
LOC114870974,
LOC114870962,GO:0016301
LOC114870962,GO:0003951
LOC114870957,GO:0016747
LOC114870957,GO:0016746
LOC114870967,
LOC114870951,GO:0005763
LOC114870951,GO:0003735
LOC114872173,
LOC114872131,GO:0051056
LOC114872131,GO:0005096
LOC114872159,GO:0016021
LOC114872159,GO:0005524
LOC114872159,GO:0042626
LOC114872159,GO:0055085
LOC114872159,GO:0022857
LOC114872159,GO:0016887
LOC114872176,GO:0016021
LOC114872176,GO:0016020
LOC114872181,GO:0005515
LOC114871347,GO:0005200
LOC114871347,GO:0005874
LOC114871347,GO:0007017
LOC114871347,GO:0005525
LOC114871347,GO:0003924
LOC114871264,GO:0070552
LOC114871264,GO:0070531
LOC114871268,
LOC114871275,GO:0005868
LOC114871275,GO:0007018
LOC114871255,GO:0016021
LOC114871282,
LOC114871633,GO:0003677
LOC114871633,GO:0046983
LOC114871638,GO:0000026
LOC114871638,GO:0016757
LOC114871638,GO:0006506
LOC114871638,GO:0004376
LOC114871613,GO:0003676
LOC114871613,
LOC114871609,GO:0005044
LOC114871609,GO:0016020
LOC114871101,GO:0005634
LOC114871101,GO:0000278
LOC114871101,GO:0000775
LOC114871112,GO:0003676
LOC114871108,
LOC114871094,GO:0016021
LOC114871094,GO:0005524
LOC114871094,GO:0042626
LOC114871094,GO:0055085
LOC114871094,GO:0016887
LOC114872182,GO:0005509
LOC114872186,
LOC114871226,GO:0005524
LOC114871226,GO:0008017
LOC114871226,GO:0003777
LOC114871226,GO:0007018
LOC114871226,
LOC114871238,
LOC114871659,GO:0007160
LOC114871659,GO:0005509
LOC114871680,GO:0005515
LOC114871680,GO:2000312
LOC114872192,GO:0005750
LOC114872192,GO:0006122
LOC114871665,GO:0016787
LOC114871665,GO:0003824
LOC114871712,
LOC114872199,GO:0016021
LOC114872199,GO:0016192
LOC114871705,GO:0005525
LOC114871705,GO:0003924
LOC114871705,GO:0016020
LOC114871705,GO:0007165
LOC114871390,GO:0016428
LOC114871390,GO:0001510
LOC114871390,GO:0008168
LOC114871390,GO:0003723
LOC114871384,
LOC114871384,GO:0005515
LOC114871160,GO:0004582
LOC114872401,GO:0007411
LOC114872401,GO:0005886
LOC114872401,GO:0007155
LOC114872401,GO:0005515
LOC114871156,GO:0048188
LOC114871156,GO:0044666
LOC114871477,GO:0005515
LOC114871022,GO:0008194
LOC114872628,GO:0042578
LOC114872634,GO:0016491
LOC114872634,GO:0030060
LOC114872634,GO:0006108
LOC114872634,GO:0016615
LOC114872634,GO:0019752
LOC114872634,GO:0005975
LOC114872634,GO:0016616
LOC114872634,GO:0055114
LOC114872634,GO:0003824
LOC114872606,GO:0016567
LOC114872606,GO:0046872
LOC114872606,GO:0004842
LOC114872606,GO:0005515
LOC114871582,GO:0005515
LOC114871524,
LOC114871544,GO:0005515
LOC114871544,GO:0034472
LOC114871587,GO:0003700
LOC114871587,GO:0006355
LOC114871573,GO:0016570
LOC114871573,GO:0006368
LOC114871573,GO:0016593
LOC114871566,GO:0016409
LOC114871566,GO:0005515
LOC114871560,GO:0030036
LOC114871560,GO:0016477
LOC114871560,GO:0006909
LOC114871316,
LOC114871325,GO:0016021
LOC114871325,GO:1901642
LOC114871325,GO:0005337
LOC114871335,GO:0004719
LOC114871335,GO:0006464
LOC114870982,GO:0008092
LOC114870982,GO:0005856
LOC114870982,GO:0005198
LOC114870982,GO:0003779
LOC114871010,GO:0005515
LOC114872719,GO:0007249
LOC114872719,GO:0005525
LOC114872719,GO:0003924
LOC114872717,GO:0016021
LOC114872717,GO:0016491
LOC114872717,GO:0008610
LOC114872717,GO:0005506
LOC114872717,GO:0006629
LOC114872717,GO:0020037
LOC114872717,GO:0055114
LOC114872717,GO:0080132
LOC114872701,
LOC114872701,GO:0016021
LOC114872711,GO:0006508
LOC114872711,GO:0004252
LOC114871794,GO:0005814
LOC114871794,GO:0007268
LOC114871794,GO:0007005
LOC114871794,GO:0060271
LOC114871729,GO:0005509
LOC114871729,GO:0008017
LOC114871729,GO:0005515
LOC114871729,GO:0045104
LOC114871830,GO:0005884
LOC114871830,GO:0045010
LOC114871830,GO:0008017
LOC114871842,GO:0005515
LOC114872080,
LOC114871800,GO:0070588
LOC114871800,GO:0005262
LOC114871800,GO:0055085
LOC114871800,GO:0005216
LOC114871800,GO:0006811
LOC114871800,GO:0016020
LOC114871800,GO:0005515
LOC114871974,GO:0034587
LOC114871974,GO:0003755
LOC114871974,GO:0005515
LOC114872015,
LOC114871978,
LOC114872001,GO:0016021
LOC114872001,GO:0015095
LOC114872001,GO:0015693
LOC114871989,GO:0016192
LOC114871855,GO:0005524
LOC114871855,GO:0035329
LOC114871855,GO:0000278
LOC114871855,GO:0004674
LOC114871855,GO:0005515
LOC114871855,GO:0006468
LOC114871855,GO:0004672
LOC114872067,GO:0006850
LOC114872067,GO:0005743
LOC114871917,
LOC114871930,GO:0003676
LOC114871872,GO:0005515
LOC114871872,
LOC114871920,
LOC114871908,GO:0005737
LOC114871908,GO:0006886
LOC114871908,GO:0005515
LOC114871908,GO:0007033
LOC114872026,
LOC114872073,
LOC114871883,GO:0005524
LOC114871883,GO:0004713
LOC114871883,GO:0006468
LOC114871883,GO:0004672
LOC114871883,GO:0018108
LOC114872030,GO:0044237
LOC114872202,GO:0005515
LOC114872202,
LOC114872273,
LOC114872254,
LOC114872243,GO:0005515
LOC114872231,
LOC114872108,GO:0005524
LOC114872108,GO:0004386
LOC114872108,GO:0003676
LOC114872118,GO:0003727
LOC114872118,GO:0003723
LOC114872118,GO:0006417
LOC114872118,GO:0003676
LOC114872103,GO:0031625
LOC114872103,GO:0006511
LOC114872364,
LOC114872386,GO:0005509
LOC114872386,
LOC114872391,
LOC114872351,GO:0032040
LOC114872351,GO:0006364
LOC114872351,GO:0005515
LOC114872289,GO:0016021
LOC114872289,GO:0034220
LOC114872289,GO:0005216
LOC114872289,GO:0004888
LOC114872289,GO:0006811
LOC114872289,GO:0005230
LOC114872370,
LOC114871290,
LOC114871290,GO:0016579
LOC114871290,GO:0004843
LOC114872296,GO:0016021
LOC114871484,GO:0004222
LOC114871484,GO:0008237
LOC114871484,GO:0006508
LOC114871166,
LOC114871595,GO:0005515
LOC114871365,GO:0005634
LOC114871365,GO:0008270
LOC114871503,GO:0071805
LOC114871503,GO:0005267
LOC114871503,GO:0016020
LOC114871462,GO:0005634
LOC114871462,GO:0008270
LOC114871117,GO:0000245
LOC114871117,GO:0006397
LOC114871117,GO:0008270
LOC114871117,GO:0016579
LOC114871117,GO:0004843
LOC114872640,GO:0005085
LOC114872640,GO:0007264
LOC114872640,GO:0005515
LOC114872640,GO:0007165
LOC114872318,
LOC114871410,GO:0005085
LOC114871410,GO:0007264
LOC114872598,GO:0005576
LOC114872598,GO:0008061
LOC114872598,GO:0006030
LOC114872590,GO:0016021
LOC114872590,GO:0032977
LOC114872328,GO:0043565
LOC114872328,GO:0003700
LOC114872328,GO:0008270
LOC114872328,GO:0006355
LOC114871122,GO:0005515
LOC114871142,
LOC114871149,GO:0007165
LOC114871153,GO:0005515
LOC114871400,GO:0006665
LOC114871400,GO:0005764
LOC114871400,GO:0006629
LOC114871521,
LOC114871428,GO:0003677
LOC114871038,
LOC114871038,GO:0005515
LOC114871038,GO:0007165
LOC114871038,GO:0005576
LOC114871038,GO:0006869
LOC114871038,GO:0008289
LOC114871038,GO:0042157
LOC114872344,
LOC114871079,
LOC114871083,GO:0005840
LOC114871083,GO:0006412
LOC114871083,GO:0003735
LOC114871455,GO:0005524
LOC114871455,GO:0009408
LOC114871455,GO:0031072
LOC114871455,GO:0006457
LOC114871455,GO:0051082
LOC114874283,
LOC114874273,GO:0003824
LOC114874289,GO:0016021
LOC114874289,GO:0005524
LOC114874289,GO:0015914
LOC114874289,GO:0140326
LOC114874289,GO:0000287
LOC114874289,GO:0000166
LOC114874310,GO:0030976
LOC114874310,GO:0004591
LOC114874310,GO:0016624
LOC114874310,GO:0006099
LOC114874310,GO:0055114
LOC114874318,GO:0055085
LOC114873564,
LOC114873798,
LOC114873451,
LOC114873896,
LOC114873903,
LOC114873910,
LOC114873263,
LOC114873472,
LOC114873456,
LOC114873350,
LOC114873391,GO:0016021
LOC114873391,GO:0045211
LOC114873391,GO:0022848
LOC114873391,GO:0034220
LOC114873391,GO:0005216
LOC114873391,GO:0004888
LOC114873391,GO:0006811
LOC114873391,GO:0005230
LOC114873268,GO:0016021
LOC114873268,GO:0045211
LOC114873268,GO:0022848
LOC114873268,GO:0034220
LOC114873268,GO:0005216
LOC114873268,GO:0004888
LOC114873268,GO:0006811
LOC114873268,GO:0005230
LOC114873279,
LOC114873848,
LOC114873880,GO:0016020
LOC114873880,GO:0007608
LOC114873880,GO:0005549
LOC114873880,GO:0004984
LOC114873811,
LOC114873834,GO:0005524
LOC114873834,GO:0004386
LOC114873834,GO:0003676
LOC114873864,GO:0016021
LOC114873864,GO:0006486
LOC114873869,GO:0016788
LOC114873869,GO:0016888
LOC114873858,
LOC114873753,GO:0006886
LOC114873753,GO:0016192
LOC114873753,GO:0005515
LOC114872792,GO:0008091
LOC114872792,GO:0005543
LOC114872792,GO:0005200
LOC114872792,GO:0003779
LOC114872792,GO:0005515
LOC114872816,GO:0016021
LOC114872816,GO:0005515
LOC114872838,
LOC114872855,
LOC114873916,
LOC114872848,
LOC114873940,GO:0016020
LOC114873940,GO:0007608
LOC114873940,GO:0005549
LOC114873940,GO:0004984
LOC114873940,GO:0016020
LOC114873940,GO:0007608
LOC114873940,GO:0005549
LOC114873940,GO:0004984
LOC114873940,GO:0016020
LOC114873940,GO:0007608
LOC114873940,GO:0005549
LOC114873940,GO:0004984
LOC114873940,GO:0016020
LOC114873940,GO:0007608
LOC114873940,GO:0005549
LOC114873940,GO:0004984
LOC114873940,GO:0016020
LOC114873940,GO:0007608
LOC114873940,GO:0005549
LOC114873940,GO:0004984
LOC114873940,GO:0016020
LOC114873940,GO:0007608
LOC114873940,GO:0005549
LOC114873940,GO:0004984
LOC114873945,
LOC114872882,GO:0019773
LOC114872882,GO:0005839
LOC114872882,GO:0051603
LOC114872882,GO:0006511
LOC114872874,GO:0016021
LOC114872874,GO:0007186
LOC114872874,GO:0004930
LOC114872824,GO:0005524
LOC114872824,GO:0004713
LOC114872824,GO:0005515
LOC114872824,GO:0006468
LOC114872824,GO:0004672
LOC114873285,GO:0008081
LOC114873285,GO:0006629
LOC114873302,GO:0006351
LOC114873302,GO:0070176
LOC114873324,
LOC114873295,GO:0043565
LOC114873295,GO:0003700
LOC114873295,GO:0019904
LOC114873295,GO:0008134
LOC114873295,GO:0006355
LOC114873652,
LOC114873598,GO:0007165
LOC114873598,
LOC114873711,GO:0005549
LOC114873723,GO:0005549
LOC114873715,GO:0005549
LOC114873954,GO:0005549
LOC114873668,GO:0005871
LOC114873668,GO:0005515
LOC114874240,GO:0006413
LOC114874240,GO:0003743
LOC114874240,GO:0005515
LOC114874247,GO:0003676
LOC114874247,GO:0008270
LOC114874267,
LOC114874267,GO:0008080
LOC114874265,GO:0042626
LOC114874262,GO:0016491
LOC114874262,GO:0055114
LOC114872898,GO:0003700
LOC114872898,GO:0006357
LOC114872898,GO:0003677
LOC114872898,GO:0006355
LOC114873015,GO:0015450
LOC114873015,GO:0006605
LOC114873015,GO:0015031
LOC114873015,GO:0006886
LOC114873015,GO:0016020
LOC114873002,GO:0005509
LOC114872905,GO:0090114
LOC114872905,GO:0030127
LOC114872905,GO:0006888
LOC114872905,GO:0006886
LOC114872905,GO:0008270
LOC114872935,GO:0005739
LOC114872935,GO:0008033
LOC114872935,GO:0005515
LOC114872989,GO:0005515
LOC114872947,GO:0005524
LOC114872947,GO:0006468
LOC114872947,GO:0004672
LOC114873356,GO:0015696
LOC114873356,GO:0008519
LOC114873356,GO:0016020
LOC114873356,GO:0005887
LOC114873739,GO:0006614
LOC114873739,GO:0006886
LOC114873739,GO:0005525
LOC114873739,GO:0003924
LOC114873739,GO:0005047
LOC114873739,GO:0005785
LOC114874138,GO:0005634
LOC114874155,GO:0030246
LOC114874155,GO:0005975
LOC114874155,GO:0004553
LOC114874166,
LOC114873972,
LOC114874148,GO:0016021
LOC114874148,GO:0005524
LOC114874148,GO:0006816
LOC114874148,GO:0070588
LOC114874148,GO:0005388
LOC114874148,GO:0000166
LOC114873484,
LOC114873491,
LOC114873475,GO:0000030
LOC114873475,GO:0016757
LOC114873571,GO:0005524
LOC114873571,GO:0015937
LOC114873571,GO:0004594
LOC114874200,
LOC114874228,
LOC114874205,GO:0070072
LOC114874205,GO:0031083
LOC114874205,GO:0030133
LOC114874210,GO:0046982
LOC114874195,
LOC114874195,GO:0016052
LOC114874195,GO:0050023
LOC114874234,GO:0003824
LOC114874169,GO:0003677
LOC114874169,GO:0005515
LOC114873055,GO:0005515
LOC114873165,
LOC114873147,
LOC114873554,
LOC114873579,GO:0016021
LOC114873579,GO:0007186
LOC114873579,GO:0004930
LOC114873993,
LOC114873220,
LOC114873220,GO:0004435
LOC114873220,GO:0008081
LOC114873220,GO:0006629
LOC114873220,GO:0035556
LOC114873220,GO:0005509
LOC114873220,GO:0007165
LOC114873255,
LOC114873234,
LOC114873248,
LOC114873254,
LOC114873241,
LOC114873229,
LOC114873997,
LOC114873786,
LOC114874003,
LOC114874008,
LOC114874014,
LOC114874019,
LOC114874027,
LOC114874034,
LOC114873589,
LOC114873447,
LOC114873033,
LOC114874333,GO:0055114
LOC114874039,GO:0042302
LOC114874340,
LOC114874060,GO:0042302
LOC114874065,GO:0016020
LOC114874065,GO:0007608
LOC114874065,GO:0005549
LOC114874065,GO:0004984
LOC114874065,GO:0016020
LOC114874065,GO:0007608
LOC114874065,GO:0005549
LOC114874065,GO:0004984
LOC114874073,GO:0016020
LOC114874073,GO:0007608
LOC114874073,GO:0005549
LOC114874073,GO:0004984
LOC114874073,GO:0016020
LOC114874073,GO:0007608
LOC114874073,GO:0005549
LOC114874073,GO:0004984
LOC114874083,GO:0016020
LOC114874083,GO:0007608
LOC114874083,GO:0005549
LOC114874083,GO:0004984
LOC114874083,GO:0016020
LOC114874083,GO:0007608
LOC114874083,GO:0005549
LOC114874083,GO:0004984
LOC114873778,GO:0016020
LOC114873778,GO:0007608
LOC114873778,GO:0005549
LOC114873778,GO:0004984
LOC114873771,GO:0016020
LOC114873771,GO:0007608
LOC114873771,GO:0005549
LOC114873771,GO:0004984
LOC114873771,GO:0016020
LOC114873771,GO:0007608
LOC114873771,GO:0005549
LOC114873771,GO:0004984
LOC114873771,GO:0016020
LOC114873771,GO:0007608
LOC114873771,GO:0005549
LOC114873771,GO:0004984
LOC114873771,GO:0016020
LOC114873771,GO:0007608
LOC114873771,GO:0005549
LOC114873771,GO:0004984
LOC114873771,GO:0016020
LOC114873771,GO:0007608
LOC114873771,GO:0005549
LOC114873771,GO:0004984
LOC114873771,GO:0016020
LOC114873771,GO:0007608
LOC114873771,GO:0005549
LOC114873771,GO:0004984
LOC114873771,GO:0016020
LOC114873771,GO:0007608
LOC114873771,GO:0005549
LOC114873771,GO:0004984
LOC114873771,GO:0016020
LOC114873771,GO:0007608
LOC114873771,GO:0005549
LOC114873771,GO:0004984
LOC114873771,GO:0016020
LOC114873771,GO:0007608
LOC114873771,GO:0005549
LOC114873771,GO:0004984
LOC114873771,GO:0016020
LOC114873771,GO:0007608
LOC114873771,GO:0005549
LOC114873771,GO:0004984
LOC114874087,
LOC114874087,GO:0016020
LOC114874087,GO:0007608
LOC114874087,GO:0005549
LOC114874087,GO:0004984
LOC114874092,
LOC114874092,GO:0016020
LOC114874092,GO:0007608
LOC114874092,GO:0005549
LOC114874092,GO:0004984
LOC114874099,
LOC114874099,GO:0016020
LOC114874099,GO:0007608
LOC114874099,GO:0005549
LOC114874099,GO:0004984
LOC114874108,
LOC114874108,GO:0016020
LOC114874108,GO:0007608
LOC114874108,GO:0005549
LOC114874108,GO:0004984
LOC114873767,GO:0016020
LOC114873767,GO:0007608
LOC114873767,GO:0005549
LOC114873767,GO:0004984
LOC114873767,GO:0016020
LOC114873767,GO:0007608
LOC114873767,GO:0005549
LOC114873767,GO:0004984
LOC114873040,GO:0016705
LOC114873040,GO:0005506
LOC114873040,GO:0020037
LOC114873040,GO:0055114
LOC114872776,GO:0000981
LOC114872776,GO:0003677
LOC114872776,GO:0006355
LOC114872786,
LOC114872741,GO:0005515
LOC114873790,GO:0000981
LOC114873790,GO:0003677
LOC114873790,GO:0006355
LOC114873502,GO:0016043
LOC114873502,GO:0030036
LOC114873502,GO:0003779
LOC114873539,GO:0005524
LOC114873539,GO:0008017
LOC114873539,GO:0003777
LOC114873539,GO:0007018
LOC114873547,GO:0005524
LOC114873547,GO:0008017
LOC114873547,GO:0003777
LOC114873547,GO:0007018
LOC114873531,
LOC114874116,
LOC114873214,
LOC114873345,
LOC114873338,
LOC114874121,
LOC114874130,
LOC114874135,
LOC114873199,GO:0004222
LOC114873199,GO:0008237
LOC114873199,GO:0006508
LOC114873464,
LOC114873185,GO:0008138
LOC114873185,GO:0016311
LOC114873185,GO:0006470
LOC114873185,GO:0016791
LOC114873206,GO:0032367
LOC114874966,
LOC114875347,
LOC114875373,GO:0007218
LOC114875373,GO:0005184
LOC114875365,GO:0046983
LOC114875308,GO:0016747
LOC114875334,GO:0005524
LOC114875334,GO:0009041
LOC114875334,GO:0004127
LOC114875334,GO:0019205
LOC114875334,GO:0006139
LOC114875334,GO:0006207
LOC114875334,GO:0006221
LOC114875315,GO:0016021
LOC114875315,GO:0016765
LOC114875315,GO:0004659
LOC114875321,
LOC114875294,
LOC114874489,
LOC114874474,GO:0006406
LOC114874474,GO:0005515
LOC114874481,
LOC114874680,
LOC114874464,GO:0003676
LOC114874610,GO:0016705
LOC114874610,GO:0005506
LOC114874610,GO:0020037
LOC114874610,GO:0055114
LOC114874583,GO:0016705
LOC114874583,GO:0005506
LOC114874583,GO:0020037
