ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
20	"LOC114879144"	NA	chrOU015519.1	-	6535081	6535190	6534514	6534837	6535912	6536007	20	13,6,8,7	2,0,0,0	11,14,8,10	0,1,0,0	198	99	1	1.0	0.765,1.0,1.0,1.0	1.0,0.875,1.0,1.0	-0.027
21	"LOC114879144"	NA	chrOU015519.1	-	6535081	6535190	6534514	6534837	6536013	6536218	21	15,8,9,8	43,32,30,24	12,18,9,12	26,29,25,32	198	99	0.125182473532	1.0	0.149,0.111,0.13,0.143	0.188,0.237,0.153,0.158	-0.051
22	"LOC114879144"	NA	chrOU015519.1	-	6535324	6535572	6535081	6535190	6535912	6536007	22	2,0,2,7	1,0,0,0	1,1,1,5	0,0,0,0	198	99	1	1.0	0.5,NA,1.0,1.0	1.0,1.0,1.0,1.0	-0.167
23	"LOC114879144"	NA	chrOU015519.1	-	6535324	6535572	6535081	6535190	6536013	6536218	23	3,0,0,4	3,2,1,1	0,1,0,1	1,4,1,2	198	99	0.0155741623246	0.5032608304358777	0.333,0.0,0.0,0.667	0.0,0.111,0.0,0.2	0.172
25	"LOC114879140"	NA	chrOU015519.1	+	6582509	6582536	6581212	6581562	6582692	6582864	25	16,8,7,3	1,0,0,0	1,4,4,5	1,0,0,0	126	99	1	1.0	0.926,1.0,1.0,1.0	0.44,1.0,1.0,1.0	0.122
26	"LOC114879140"	NA	chrOU015519.1	+	6594444	6594582	6593426	6593586	6595095	6595267	26	4,4,2,1	10,7,2,1	2,2,1,0	1,4,2,5	198	99	0.176406986902	1.0	0.167,0.222,0.333,0.333	0.5,0.2,0.2,0.0	0.039
27	"LOC114879140"	NA	chrOU015519.1	+	6594456	6594582	6593426	6593586	6595095	6595267	27	11,7,3,1	10,7,2,1	4,4,1,0	1,4,2,5	198	99	0.238092019914	1.0	0.355,0.333,0.429,0.333	0.667,0.333,0.2,0.0	0.062
28	"LOC114879140"	NA	chrOU015519.1	+	6595445	6595589	6595095	6595267	6596900	6597046	28	2,2,1,1	8,7,5,4	0,2,3,7	4,7,6,6	198	99	0.237407528459	1.0	0.111,0.125,0.091,0.111	0.0,0.125,0.2,0.368	-0.064
29	"LOC114879140"	NA	chrOU015519.1	+	6597808	6597862	6596900	6597046	6598032	6598101	29	1,1,2,0	1,2,2,1	0,2,0,0	0,0,0,3	153	99	1	1.0	0.393,0.244,0.393,0.0	NA,1.0,NA,0.0	-0.242
30	"LOC114879140"	NA	chrOU015519.1	+	6597808	6597862	6596900	6597046	6598053	6598101	30	2,1,0,1	0,1,0,0	1,2,0,0	0,0,0,0	153	99	1	1.0	1.0,0.393,NA,1.0	1.0,1.0,NA,NA	-0.202
31	"LOC114879140"	NA	chrOU015519.1	+	6598032	6598101	6596900	6597046	6598590	6598680	31	4,5,2,1	9,8,4,3	1,1,3,6	2,4,6,0	168	99	0.583493027185	1.0	0.208,0.269,0.228,0.164	0.228,0.128,0.228,1.0	-0.179
32	"LOC114879140"	NA	chrOU015519.1	+	6598053	6598101	6596900	6597046	6598590	6598680	32	2,3,0,0	9,8,4,3	1,0,2,1	2,4,6,0	147	99	0.644367482689	1.0	0.13,0.202,0.0,0.0	0.252,0.0,0.183,1.0	-0.276
33	"LOC114879140"	NA	chrOU015519.1	+	6598590	6598680	6596900	6597046	6599860	6600086	33	13,9,6,4	0,1,1,0	6,8,8,3	0,1,0,1	189	99	1	1.0	1.0,0.825,0.759,1.0	1.0,0.807,1.0,0.611	0.041
34	"LOC114879140"	NA	chrOU015519.1	+	6599217	6599280	6598590	6598680	6599860	6600086	34	10,4,3,5	5,2,3,2	6,6,9,3	4,5,3,4	162	99	0.653672979367	1.0	0.55,0.55,0.379,0.604	0.478,0.423,0.647,0.314	0.055
35	"LOC114879140"	NA	chrOU015519.1	+	6603539	6603592	6601109	6601209	6607552	6607778	35	2,0,0,0	2,1,0,0	0,1,0,0	1,0,1,2	152	99	1	1.0	0.394,0.0,NA,NA	0.0,1.0,0.0,0.0	-0.053
36	"LOC114879140"	NA	chrOU015519.1	+	6606799	6606906	6601109	6601209	6607552	6607638	36	16,10,9,5	2,1,0,0	3,12,6,9	1,0,1,2	198	99	0.673733693835	1.0	0.8,0.833,1.0,1.0	0.6,1.0,0.75,0.692	0.148
37	"LOC114879151"	NA	chrOU015519.1	+	6504944	6505483	6503963	6504281	6506149	6506810	37	21,12,19,6	1,2,4,0	15,12,5,9	0,0,3,0	198	99	0.0460163736915	0.8654782358385836	0.913,0.75,0.704,1.0	1.0,1.0,0.455,1.0	-0.022
38	"LOC114879151"	NA	chrOU015519.1	+	6504950	6505483	6503963	6504281	6506149	6506562	38	11,9,7,8	1,2,4,0	11,6,8,11	0,0,3,0	198	99	0.00199909918404	0.16867399365337502	0.846,0.692,0.467,1.0	1.0,1.0,0.571,1.0	-0.141
39	"LOC114880454"	NA	chrOU015519.1	+	6290905	6291015	6290590	6290673	6291342	6291448	39	1,0,2,0	7,6,4,3	0,0,0,3	7,4,2,8	198	99	1	1.0	0.067,0.0,0.2,0.0	0.0,0.0,0.0,0.158	0.027
40	"LOC114880454"	NA	chrOU015519.1	+	6290970	6291015	6290480	6290673	6291342	6291448	40	0,0,0,0	7,6,4,3	1,0,0,2	7,4,2,8	144	99	1	1.0	0.0,0.0,0.0,0.0	0.089,0.0,0.0,0.147	-0.059
41	"LOC114880454"	NA	chrOU015519.1	+	6292110	6292242	6291688	6291844	6292480	6292662	41	5,5,6,2	6,3,1,1	3,5,2,9	2,0,0,3	198	99	0.0551873490707	0.9354053568847563	0.294,0.455,0.75,0.5	0.429,1.0,1.0,0.6	-0.258
42	"LOC114880476"	NA	chrOU015519.1	+	6246873	6246940	6246604	6246768	6247119	6247211	42	17,3,8,5	0,0,1,0	7,10,5,8	0,0,0,0	166	99	1	1.0	1.0,1.0,0.827,1.0	1.0,1.0,1.0,1.0	-0.043
43	"LOC114880476"	NA	chrOU015519.1	+	6246873	6246940	6246604	6246768	6248044	6248129	43	7,4,2,4	1,0,1,0	4,3,2,5	0,0,0,2	166	99	1	1.0	0.807,1.0,0.544,1.0	1.0,1.0,1.0,0.599	-0.062
44	"LOC114880476"	NA	chrOU015519.1	+	6246873	6247008	6246604	6246768	6247119	6247210	44	6,3,2,3	0,0,1,0	3,3,1,3	0,0,0,0	198	99	1	1.0	1.0,1.0,0.5,1.0	1.0,1.0,1.0,1.0	-0.125
45	"LOC114880476"	NA	chrOU015519.1	+	6246873	6247008	6246604	6246768	6248044	6248129	45	7,3,2,3	1,0,1,0	3,3,1,3	0,0,0,2	198	99	1	1.0	0.778,1.0,0.5,1.0	1.0,1.0,1.0,0.429	-0.038
46	"LOC114880470"	NA	chrOU015519.1	-	6219367	6219665	6218929	6219290	6219732	6219967	46	13,20,10,6	1,0,0,0	7,15,17,6	0,0,0,0	198	99	1	1.0	0.867,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.033
47	"LOC114881872"	NA	chrOU015519.1	-	6166431	6166544	6166253	6166353	6167124	6167331	47	99,40,63,31	0,0,0,1	41,42,37,37	0,0,0,0	198	99	1	1.0	1.0,1.0,1.0,0.939	1.0,1.0,1.0,1.0	-0.015
48	"LOC114876643"	NA	chrOU015519.1	-	6123151	6123162	6121975	6123072	6123292	6123665	48	1,0,0,0	0,0,0,0	1,0,0,2	1,2,0,1	110	99	1	1.0	1.0,NA,NA,NA	0.474,0.0,NA,0.643	0.628
49	"LOC114876643"	NA	chrOU015519.1	-	6123151	6123219	6121975	6123072	6123292	6123665	49	5,3,2,4	0,0,0,0	3,2,1,7	1,2,0,1	167	99	0.500670045427	1.0	1.0,1.0,1.0,1.0	0.64,0.372,1.0,0.806	0.295
50	"LOC114876643"	NA	chrOU015519.1	-	6123151	6123222	6121975	6123072	6123292	6123665	50	8,3,3,3	0,0,0,0	6,1,4,6	1,2,0,1	170	99	0.393686527284	1.0	1.0,1.0,1.0,1.0	0.777,0.226,1.0,0.777	0.305
51	"LOC114876630"	NA	chrOU015519.1	-	6065408	6065481	6065263	6065329	6065865	6065927	51	50,21,44,22	15,9,10,12	25,25,28,14	5,7,5,3	172	99	0.110136645597	1.0	0.657,0.573,0.717,0.513	0.742,0.673,0.763,0.729	-0.112
52	"LOC114876630"	NA	chrOU015519.1	-	6071003	6071596	6070686	6070921	6071665	6071844	52	79,50,44,37	0,0,0,0	37,38,37,48	0,0,0,1	198	99	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.96	0.01
53	"LOC114876703"	NA	chrOU015519.1	-	6022042	6022090	6021613	6021747	6022661	6022800	53	58,29,26,15	1,0,0,0	21,22,19,26	0,0,0,0	147	99	1	1.0	0.975,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.006
54	"LOC114876703"	NA	chrOU015519.1	-	6022042	6022090	6021613	6021747	6022727	6022855	54	58,26,19,14	10,1,4,3	13,16,17,33	1,1,7,4	147	99	0.962497986351	1.0	0.796,0.946,0.762,0.759	0.897,0.915,0.621,0.847	-0.004
56	"LOC114876654"	NA	chrOU015519.1	-	5757727	5757772	5757385	5757472	5758045	5758171	56	65,33,39,20	13,5,6,5	26,26,24,26	5,2,2,9	144	99	0.769133172044	1.0	0.775,0.819,0.817,0.733	0.781,0.899,0.892,0.665	-0.023
57	"LOC114876654"	NA	chrOU015519.1	-	5757727	5757772	5757385	5757472	5758263	5758399	57	28,15,12,13	0,0,0,1	16,13,9,7	2,0,2,2	144	99	0.031403802615	0.7481494152397058	1.0,1.0,1.0,0.899	0.846,1.0,0.756,0.706	0.148
58	"LOC114876654"	NA	chrOU015519.1	-	5758045	5758171	5757385	5757472	5758263	5758399	58	71,45,46,38	0,0,0,1	40,31,25,41	2,0,2,2	198	99	0.104343408883	1.0	1.0,1.0,1.0,0.95	0.909,1.0,0.862,0.911	0.067
59	"LOC114876654"	NA	chrOU015519.1	-	5758045	5758171	5757727	5757772	5758263	5758399	59	102,60,71,43	7,2,4,3	51,45,40,52	6,3,2,1	198	99	0.806179676132	1.0	0.879,0.938,0.899,0.878	0.81,0.882,0.909,0.963	0.008
60	"LOC114876682"	NA	chrOU015519.1	-	5685771	5686185	5682561	5682891	5688316	5688397	60	299,161,186,145	1,1,2,1	190,157,136,236	0,0,1,1	198	99	1	1.0	0.993,0.988,0.979,0.986	1.0,1.0,0.986,0.992	-0.008
61	"LOC114876682"	NA	chrOU015519.1	-	5688316	5688397	5685771	5686185	5688584	5688820	61	92,63,67,39	4,2,1,0	60,63,48,71	1,1,0,2	180	99	0.175272386108	1.0	0.927,0.945,0.974,1.0	0.971,0.972,1.0,0.951	-0.012
63	"LOC114876695"	NA	chrOU015519.1	-	5608141	5608236	5607836	5608032	5608412	5608504	63	24,16,21,9	1,0,0,0	11,20,15,13	0,0,0,0	194	99	1	1.0	0.925,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.019
64	"LOC114871527"	NA	chrOU015519.1	-	5479669	5479774	5479232	5479371	5480803	5481000	64	58,32,49,28	0,0,0,0	47,36,33,83	0,1,0,0	198	99	1	1.0	1.0,1.0,1.0,1.0	1.0,0.947,1.0,1.0	0.013
65	"LOC114871553"	NA	chrOU015519.1	-	5187866	5187900	5186890	5186983	5189752	5189955	65	16,6,5,9	0,1,0,1	4,5,5,17	0,0,0,0	133	99	1	1.0	1.0,0.817,1.0,0.87	1.0,1.0,1.0,1.0	-0.078
66	"LOC114871553"	NA	chrOU015519.1	-	5232480	5232630	5216616	5216766	5252152	5252257	66	27,6,22,13	0,0,0,0	14,9,9,27	0,1,0,0	198	99	1	1.0	1.0,1.0,1.0,1.0	1.0,0.818,1.0,1.0	0.045
68	"LOC114871553"	NA	chrOU015519.1	-	5270955	5271009	5252152	5252257	5311954	5313422	68	0,0,0,1	0,1,0,0	1,0,0,1	0,0,0,0	153	99	1	1.0	NA,0.0,NA,1.0	1.0,NA,NA,1.0	-0.5
70	"LOC114871553"	NA	chrOU015519.1	-	5347706	5347760	5330182	5330337	5373762	5374656	70	0,1,1,0	3,3,4,4	0,0,2,0	1,3,2,7	153	99	1	1.0	0.0,0.177,0.139,0.0	0.0,0.0,0.393,0.0	-0.019
71	"LOC114871553"	NA	chrOU015519.1	-	5347706	5347760	5330182	5330337	5426245	5426957	71	0,2,1,0	1,1,0,1	0,0,0,0	0,0,0,1	153	99	1	1.0	0.0,0.564,1.0,0.0	NA,NA,NA,0.0	0.391
73	"LOC114871522"	NA	chrOU015519.1	+	4820477	4820834	4814849	4815177	4824129	4824318	73	4,2,3,1	0,0,0,0	2,4,2,7	0,0,0,1	198	99	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.778	0.055
74	"LOC114871522"	NA	chrOU015519.1	+	4826791	4826824	4824129	4824318	4827893	4827914	74	19,7,3,14	1,0,0,1	10,4,2,7	0,2,1,0	132	99	1	1.0	0.934,1.0,1.0,0.913	1.0,0.6,0.6,1.0	0.162
75	"LOC114871522"	NA	chrOU015519.1	+	4826791	4826824	4824129	4824318	4840436	4840538	75	44,12,12,27	6,3,6,7	21,11,14,27	7,7,3,11	132	99	0.198970709609	1.0	0.846,0.75,0.6,0.743	0.692,0.541,0.778,0.648	0.07
76	"LOC114871522"	NA	chrOU015519.1	+	4827893	4827914	4824129	4824318	4840436	4840538	76	1,0,0,1	6,3,6,7	0,2,1,0	7,7,3,11	120	99	1	1.0	0.121,0.0,0.0,0.105	0.0,0.191,0.216,0.0	-0.045
77	"LOC114871522"	NA	chrOU015519.1	+	4827893	4827914	4826791	4826824	4840436	4840538	77	2,2,1,3	27,7,10,16	1,1,0,2	12,8,12,22	120	99	0.136090201583	1.0	0.058,0.191,0.076,0.134	0.064,0.093,0.0,0.07	0.058
78	"LOC114871522"	NA	chrOU015519.1	+	4834942	4835603	4831026	4831322	4840436	4840538	78	14,6,9,3	0,1,0,0	4,1,4,9	0,0,0,3	198	99	0.665582481332	1.0	1.0,0.75,1.0,1.0	1.0,1.0,1.0,0.6	0.037
79	"LOC114871522"	NA	chrOU015519.1	+	4840617	4840682	4840436	4840538	4840775	4840888	79	82,48,46,33	0,1,0,0	41,30,45,89	0,0,0,1	164	99	1	1.0	1.0,0.967,1.0,1.0	1.0,1.0,1.0,0.982	-0.004
80	"LOC114871550"	NA	chrOU015519.1	-	4621093	4621283	4619725	4620117	4628891	4629392	80	174,86,122,94	2,0,0,5	98,77,106,140	0,4,1,2	198	99	0.910519695254	1.0	0.978,1.0,1.0,0.904	1.0,0.906,0.981,0.972	0.006
82	"LOC114871547"	NA	chrOU015519.1	+	4427034	4427197	4425996	4426121	4430488	4430615	82	1381,802,1042,962	2,0,1,0	873,586,1100,1500	1,1,0,7	198	99	1	1.0	0.997,1.0,0.998,1.0	0.998,0.997,1.0,0.991	0.002
83	"LOC114871547"	NA	chrOU015519.1	+	4432004	4432101	4430488	4430615	4432613	4432710	83	2,1,5,7	245,133,159,141	6,3,2,6	126,119,154,286	196	99	0.776355977819	1.0	0.004,0.004,0.016,0.024	0.023,0.013,0.007,0.01	-0.001
84	"LOC114871547"	NA	chrOU015519.1	+	4432004	4432101	4430488	4430615	4433328	4433416	84	3,2,5,10	2,0,3,1	6,5,6,7	1,2,0,0	196	99	0.0130180360752	0.4689622550595259	0.431,1.0,0.457,0.835	0.752,0.558,1.0,1.0	-0.147
85	"LOC114871547"	NA	chrOU015519.1	+	4432613	4432710	4432004	4432101	4433138	4433223	85	226,129,151,145	0,1,0,1	113,114,151,257	0,0,0,1	196	99	1	1.0	1.0,0.985,1.0,0.987	1.0,1.0,1.0,0.992	-0.005
86	"LOC114871547"	NA	chrOU015519.1	+	4433138	4433223	4432004	4432101	4433328	4433416	86	2,2,1,1	2,1,1,4	2,0,1,2	1,2,4,1	184	99	0.579950930283	1.0	0.35,0.518,0.35,0.119	0.518,0.0,0.119,0.518	0.045
87	"LOC114871547"	NA	chrOU015519.1	+	4433138	4433223	4432004	4432101	4434371	4434668	87	170,98,95,106	0,0,0,0	90,62,94,180	0,1,0,0	184	99	1	1.0	1.0,1.0,1.0,1.0	1.0,0.971,1.0,1.0	0.007
88	"LOC114871547"	NA	chrOU015519.1	+	4433328	4433416	4432004	4432101	4434371	4434668	88	8,2,3,8	0,0,0,0	4,4,8,4	0,1,0,0	187	99	1	1.0	1.0,1.0,1.0,1.0	1.0,0.679,1.0,1.0	0.08
89	"LOC114871547"	NA	chrOU015519.1	+	4433328	4433416	4433138	4433223	4434371	4434668	89	8,2,3,4	203,116,124,125	5,2,5,4	101,80,111,210	187	99	0.888841607846	1.0	0.02,0.009,0.013,0.017	0.026,0.013,0.023,0.01	-0.003
90	"LOC114871482"	NA	chrOU015519.1	-	4302946	4303316	4300690	4300989	4305440	4305664	90	190,94,111,98	0,0,0,0	99,77,47,188	1,0,0,0	198	99	1	1.0	1.0,1.0,1.0,1.0	0.98,1.0,1.0,1.0	0.005
91	"LOC114871537"	NA	chrOU015519.1	+	4255926	4256570	4254950	4255109	4257267	4257922	91	21,11,8,3	0,0,1,0	8,12,7,4	0,0,0,0	198	99	1	1.0	1.0,1.0,0.8,1.0	1.0,1.0,1.0,1.0	-0.05
92	"LOC114871537"	NA	chrOU015519.1	+	4256663	4256745	4255926	4256570	4257267	4257922	92	39,20,14,2	0,0,2,0	8,14,14,7	0,0,0,0	181	99	1	1.0	1.0,1.0,0.793,1.0	1.0,1.0,1.0,1.0	-0.052
93	"LOC114871546"	NA	chrOU015519.1	+	4243643	4243893	4243182	4243429	4244128	4244440	93	118,64,67,65	0,0,0,0	63,67,81,61	0,0,1,0	198	99	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,0.976,1.0	0.006
95	"LOC114879066"	NA	chrOU015519.1	-	4187544	4187838	4187046	4187157	4188753	4188833	95	465,279,298,353	34,29,28,26	258,208,203,495	27,28,24,43	198	99	0.134215561924	1.0	0.872,0.828,0.842,0.872	0.827,0.788,0.809,0.852	0.034
96	"LOC114879060"	NA	chrOU015519.1	+	4179644	4179822	4178890	4179182	4180487	4180680	96	12,8,15,5	22,10,13,8	6,7,4,7	5,14,13,16	198	99	0.216361041152	1.0	0.214,0.286,0.366,0.238	0.375,0.2,0.133,0.179	0.054
97	"LOC114879060"	NA	chrOU015519.1	+	4182455	4182624	4182202	4182330	4183430	4183514	97	47,27,28,25	1,2,1,0	37,21,28,28	0,0,0,1	198	99	0.797647443423	1.0	0.959,0.871,0.933,1.0	1.0,1.0,1.0,0.933	-0.042
98	"LOC114879062"	NA	chrOU015519.1	-	4168066	4168099	4166159	4166282	4174669	4174849	98	1,0,1,1	90,54,55,46	1,2,0,0	46,43,41,62	132	99	1	1.0	0.008,0.0,0.013,0.016	0.016,0.034,0.0,0.0	-0.003
99	"LOC114879062"	NA	chrOU015519.1	-	4176364	4176421	4174669	4174849	4177914	4178100	99	113,68,58,50	0,0,1,0	63,64,37,90	0,0,0,0	156	99	1	1.0	1.0,1.0,0.974,1.0	1.0,1.0,1.0,1.0	-0.006
101	"LOC114879042"	NA	chrOU015519.1	-	3951361	3951496	3948738	3948858	3951877	3952323	101	11,2,1,11	0,0,0,0	1,1,12,1	0,0,2,0	198	99	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,0.75,1.0	0.062
102	"LOC114879042"	NA	chrOU015519.1	-	3951368	3951496	3948738	3948858	3951877	3952323	102	27,12,3,19	0,0,0,0	2,8,25,9	0,0,2,0	198	99	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,0.862,1.0	0.034
103	"LOC114879043"	NA	chrOU015519.1	+	3931681	3931751	3931297	3931560	3931828	3931939	103	81,51,63,25	0,0,0,1	37,50,35,53	2,0,1,0	169	99	1	1.0	1.0,1.0,1.0,0.936	0.916,1.0,0.953,1.0	0.017
104	"LOC114879043"	NA	chrOU015519.1	+	3932690	3932936	3932337	3932554	3933196	3933586	104	145,75,85,62	1,0,0,0	41,67,61,99	1,1,2,3	198	99	0.116207628016	1.0	0.986,1.0,1.0,1.0	0.953,0.971,0.938,0.943	0.045
105	"LOC114880251"	NA	chrOU015519.1	+	3759716	3759860	3759469	3759652	3760304	3760457	105	118,13,93,77	0,0,1,0	93,39,7,9	0,0,0,0	198	99	1	1.0	1.0,1.0,0.979,1.0	1.0,1.0,1.0,1.0	-0.005
106	"LOC114880249"	NA	chrOU015519.1	-	3747150	3747414	3746940	3747082	3747495	3747635	106	188,81,92,99	0,0,0,0	74,95,86,71	0,0,1,0	198	99	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,0.977,1.0	0.006
107	"LOC114880249"	NA	chrOU015519.1	-	3748377	3748564	3747727	3747854	3749286	3749439	107	45,26,41,40	0,0,1,0	28,36,30,25	0,1,1,1	198	99	1	1.0	1.0,1.0,0.953,1.0	1.0,0.947,0.938,0.926	0.035
108	"LOC114880249"	NA	chrOU015519.1	-	3748377	3748564	3747727	3747854	3749460	3750087	108	73,46,55,56	14,3,8,7	45,48,37,42	4,6,7,5	198	99	0.786979231158	1.0	0.723,0.885,0.775,0.8	0.849,0.8,0.725,0.808	0.0
109	"LOC114880249"	NA	chrOU015519.1	-	3748377	3748564	3747727	3747854	3750136	3750342	109	42,26,37,36	4,2,1,4	26,34,30,24	1,6,3,0	198	99	0.727582267928	1.0	0.84,0.867,0.949,0.818	0.929,0.739,0.833,1.0	-0.007
110	"LOC114880249"	NA	chrOU015519.1	-	3748377	3748564	3747727	3747854	3750382	3750467	110	42,26,37,37	1,0,0,0	26,36,30,25	1,0,0,0	198	99	1	1.0	0.955,1.0,1.0,1.0	0.929,1.0,1.0,1.0	0.006
111	"LOC114878010"	NA	chrOU015519.1	-	3699196	3699223	3698781	3698942	3699692	3699923	111	2,0,3,0	7,3,3,3	3,4,2,0	7,7,2,4	126	99	0.109388077304	1.0	0.183,0.0,0.44,0.0	0.252,0.31,0.44,0.0	-0.095
112	"LOC114877992"	NA	chrOU015519.1	-	3691555	3692569	3691314	3691463	3692634	3692768	112	66,34,30,24	2,0,0,0	32,23,24,36	0,0,0,1	198	99	1	1.0	0.943,1.0,1.0,1.0	1.0,1.0,1.0,0.947	-0.001
113	"LOC114877992"	NA	chrOU015519.1	-	3693018	3693126	3692634	3692768	3693251	3693428	113	44,29,18,20	21,15,14,8	10,18,25,26	10,8,9,7	198	99	0.600277551323	1.0	0.512,0.492,0.391,0.556	0.333,0.529,0.581,0.65	-0.035
114	"LOC114877990"	NA	chrOU015519.1	-	3645696	3645762	3645108	3645423	3646174	3646342	114	14,3,10,4	9,6,11,7	13,6,9,10	6,7,9,11	165	99	0.513873191653	1.0	0.483,0.231,0.353,0.255	0.565,0.34,0.375,0.353	-0.078
115	"LOC114877990"	NA	chrOU015519.1	-	3645696	3645765	3645108	3645423	3646174	3646342	115	22,6,14,8	9,6,11,7	16,13,14,15	6,7,9,11	168	99	0.597274725456	1.0	0.59,0.371,0.429,0.402	0.611,0.523,0.478,0.446	-0.067
