ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
17	"LOC114872168"	NA	chrOU015519.1	-	7931275	7938806	7931275	7934994	7935080	7938806	17	11,8,8,10	1,0,0,4	7,10,6,15	0,0,1,0	185	99	0.132923258742	0.88633308289021	0.855,1.0,1.0,0.572	1.0,1.0,0.763,1.0	-0.084
18	"LOC114872191"	NA	chrOU015519.1	-	7807297	7811876	7807297	7811122	7811200	7811876	18	145,82,104,73	6,3,2,4	90,88,72,113	3,3,2,4	177	99	0.677542326452	1.0	0.931,0.939,0.967,0.911	0.944,0.943,0.953,0.94	-0.008
19	"LOC114872233"	NA	chrOU015519.1	+	7676847	7679021	7676847	7677234	7677323	7679021	19	4,3,0,0	0,0,0,0	3,1,0,0	1,0,0,0	188	99	1	1.0	1.0,1.0,NA,NA	0.612,1.0,NA,NA	0.194
20	"LOC114872233"	NA	chrOU015519.1	+	7676847	7679021	7676847	7677573	7677707	7679021	20	3,2,3,1	6,0,0,0	1,3,6,2	1,0,0,0	233	99	0.114957072289	0.8462814797090429	0.175,1.0,1.0,1.0	0.298,1.0,1.0,1.0	-0.031
21	"LOC114872233"	NA	chrOU015519.1	+	7676847	7679021	7676847	7677573	7678109	7679021	21	29,12,20,9	1,0,0,0	11,11,21,15	1,0,0,2	635	99	1	1.0	0.819,1.0,1.0,1.0	0.632,1.0,1.0,0.539	0.162
22	"LOC114872233"	NA	chrOU015519.1	+	7676847	7679021	7676847	7678029	7678109	7679021	22	8,3,3,2	2,0,0,0	2,2,3,1	1,1,0,0	179	99	1	1.0	0.689,1.0,1.0,1.0	0.525,0.525,1.0,1.0	0.16
23	"LOC114872240"	NA	chrOU015519.1	+	7604142	7604802	7604142	7604398	7604449	7604802	23	21,11,10,14	2,3,1,1	8,18,10,18	1,1,0,0	150	99	0.00583078992048	0.15134702532724173	0.874,0.708,0.868,0.902	0.841,0.922,1.0,1.0	-0.103
24	"LOC114872240"	NA	chrOU015519.1	+	7604142	7604802	7604142	7604398	7604464	7604802	24	25,15,11,15	4,6,3,10	12,19,11,22	3,5,6,1	165	99	0.338000151448	1.0	0.789,0.6,0.688,0.474	0.706,0.695,0.524,0.93	-0.076
25	"LOC114872248"	NA	chrOU015519.1	-	7014505	7018391	7014505	7014756	7014833	7018391	25	181,86,139,110	21,19,15,8	118,114,102,140	16,18,13,11	176	99	0.926539828129	1.0	0.829,0.718,0.839,0.886	0.806,0.781,0.815,0.877	-0.002
26	"LOC114876707"	NA	chrOU015519.1	-	6106537	6107080	6106537	6106920	6106983	6107080	26	52,13,16,9	103,46,44,21	14,15,11,11	36,39,40,26	162	99	0.492335475583	1.0	0.236,0.147,0.182,0.208	0.192,0.19,0.144,0.205	0.01
27	"LOC114876700"	NA	chrOU015519.1	-	6050115	6053287	6050115	6052594	6052712	6053287	27	72,24,33,37	1,0,0,0	31,30,25,45	0,1,0,1	217	99	1	1.0	0.97,1.0,1.0,1.0	1.0,0.932,1.0,0.954	0.021
28	"LOC114876700"	NA	chrOU015519.1	-	6050115	6053287	6050115	6053115	6053181	6053287	28	55,26,41,19	2,0,0,2	41,31,33,50	0,0,0,1	165	99	0.839205861335	1.0	0.943,1.0,1.0,0.851	1.0,1.0,1.0,0.968	-0.043
29	"LOC114876653"	NA	chrOU015519.1	-	5759696	5764611	5759696	5761590	5761682	5764611	29	21,11,13,20	0,0,0,0	15,18,6,30	1,2,0,0	191	99	1	1.0	1.0,1.0,1.0,1.0	0.886,0.823,1.0,1.0	0.073
30	"LOC114876690"	NA	chrOU015519.1	-	5694582	5695264	5694582	5694812	5695122	5695264	30	2,2,2,0	1,0,0,0	4,1,6,0	0,1,0,2	409	99	1	1.0	0.326,1.0,1.0,NA	1.0,0.195,1.0,0.0	0.227
31	"LOC114871537"	NA	chrOU015519.1	+	4259313	4259876	4259313	4259504	4259580	4259876	31	12,7,2,4	4,5,4,0	3,6,18,3	0,1,3,2	175	99	0.0958340846678	0.7837390211873507	0.629,0.442,0.22,1.0	1.0,0.772,0.772,0.459	-0.178
32	"LOC114871541"	NA	chrOU015519.1	-	4227137	4227527	4227137	4227288	4227345	4227527	32	50,25,26,26	3,2,4,2	19,25,22,28	0,1,1,2	156	99	0.0257386237496	0.37147373482842655	0.914,0.888,0.805,0.892	1.0,0.941,0.933,0.899	-0.068
33	"LOC114871541"	NA	chrOU015519.1	-	4228509	4228713	4228509	4228615	4228678	4228713	33	24,23,20,13	0,1,0,0	18,21,20,15	0,0,0,0	162	99	1	1.0	1.0,0.934,1.0,1.0	1.0,1.0,1.0,1.0	-0.016
34	"LOC114877993"	NA	chrOU015519.1	+	3672161	3673702	3672161	3672630	3672707	3673702	34	94,41,79,72	6,3,6,2	86,54,74,116	4,3,2,6	176	99	0.462441312223	1.0	0.898,0.885,0.881,0.953	0.924,0.91,0.954,0.916	-0.022
35	"LOC114877993"	NA	chrOU015519.1	+	3672161	3673702	3672161	3672640	3672707	3673702	35	91,40,73,71	9,5,6,6	83,52,73,111	8,4,3,7	166	99	0.293208801702	1.0	0.858,0.827,0.879,0.876	0.861,0.886,0.936,0.904	-0.037
36	"LOC114878004"	NA	chrOU015519.1	+	3441250	3442913	3441250	3442497	3442775	3442913	36	201,101,106,90	4,1,5,1	52,60,76,102	0,1,2,1	377	99	0.0765365521913	0.6819749501224791	0.93,0.964,0.848,0.959	1.0,0.94,0.909,0.964	-0.028
37	"LOC114879774"	NA	chrOU015519.1	-	3256724	3257084	3256724	3256910	3256994	3257084	37	10,6,5,5	1,3,4,1	5,4,5,16	2,2,2,1	183	99	0.536963594444	1.0	0.844,0.52,0.403,0.73	0.575,0.52,0.575,0.896	-0.017
38	"LOC114879766"	NA	chrOU015519.1	-	3179928	3180591	3179928	3180302	3180473	3180591	38	34,14,22,11	8,2,0,3	6,25,11,31	1,2,0,9	270	99	0.884156760079	1.0	0.609,0.72,1.0,0.573	0.688,0.821,1.0,0.558	-0.041
39	"LOC114879754"	NA	chrOU015519.1	-	3130780	3131590	3130780	3131046	3131228	3131590	39	4,6,0,3	2,3,1,1	1,5,8,4	0,3,1,7	281	99	0.751983993832	1.0	0.413,0.413,0.0,0.514	1.0,0.37,0.738,0.168	-0.234
40	"LOC114877844"	NA	chrOU015519.1	+	2977588	2977927	2977588	2977775	2977872	2977927	40	38,26,37,26	1,0,2,1	22,20,6,32	2,1,0,0	196	99	0.188001074777	1.0	0.95,1.0,0.903,0.929	0.847,0.91,1.0,1.0	0.006
42	"LOC114877872"	NA	chrOU015519.1	-	2742371	2742683	2742371	2742480	2742561	2742683	42	66,38,42,27	0,0,0,1	26,27,23,48	0,0,0,1	180	99	1	1.0	1.0,1.0,1.0,0.937	1.0,1.0,1.0,0.964	-0.007
43	"LOC114877871"	NA	chrOU015519.1	+	2735308	2736086	2735308	2735470	2735603	2736086	43	13,5,3,9	0,0,1,0	11,5,9,9	0,0,0,0	232	99	1	1.0	1.0,1.0,0.561,1.0	1.0,1.0,1.0,1.0	-0.11
44	"LOC114879720"	NA	chrOU015519.1	+	2623489	2625317	2623489	2623797	2623959	2625317	44	95,45,54,22	9,5,4,2	29,59,100,51	2,9,9,2	261	99	0.707488952882	1.0	0.8,0.773,0.837,0.807	0.846,0.713,0.808,0.906	-0.014
45	"LOC114879722"	NA	chrOU015519.1	+	2607339	2607758	2607339	2607549	2607651	2607758	45	10,10,6,5	36,20,15,11	6,5,8,8	11,15,12,14	201	99	0.393633944432	1.0	0.12,0.198,0.165,0.183	0.212,0.141,0.247,0.22	-0.039
46	"LOC114879728"	NA	chrOU015519.1	-	2565849	2567154	2565849	2566320	2566384	2567154	46	108,63,60,52	6,2,5,0	64,75,25,118	0,1,3,6	163	99	0.479394928797	1.0	0.916,0.95,0.879,1.0	1.0,0.979,0.835,0.923	0.002
47	"LOC114879732"	NA	chrOU015519.1	-	2537307	2538294	2537307	2538094	2538161	2538294	47	3,3,3,2	0,1,0,0	2,4,1,1	0,0,0,0	166	99	1	1.0	1.0,0.641,1.0,1.0	1.0,1.0,1.0,1.0	-0.09
48	"LOC114879730"	NA	chrOU015519.1	+	2490507	2491625	2490507	2490935	2491104	2491625	48	52,20,43,22	1,1,1,5	29,30,22,34	3,1,1,1	268	99	0.908355662845	1.0	0.951,0.881,0.941,0.619	0.781,0.917,0.89,0.926	-0.031
49	"LOC114879513"	NA	chrOU015519.1	-	2155472	2157221	2155472	2155686	2155987	2157221	49	6,10,8,1	0,0,0,0	1,8,7,3	1,0,0,1	400	99	1	1.0	1.0,1.0,1.0,1.0	0.198,1.0,1.0,0.426	0.344
50	"LOC114880222"	NA	chrOU015519.1	-	1948568	1949787	1948568	1949486	1949558	1949787	50	12,8,15,10	579,379,414,300	6,14,18,11	300,307,288,482	171	99	0.219713275479	1.0	0.012,0.012,0.021,0.019	0.011,0.026,0.035,0.013	-0.005
51	"LOC114880226"	NA	chrOU015519.1	-	1926710	1927072	1926710	1926839	1926925	1927072	51	42,30,24,17	4,1,0,2	11,23,17,17	0,0,1,0	185	99	0.0258227135601	0.37147373482842655	0.849,0.941,1.0,0.82	1.0,1.0,0.901,1.0	-0.073
52	"LOC114880802"	NA	chrOU015518.1	+	8720577	8721827	8720577	8720774	8720894	8721827	52	27,19,25,15	2,1,2,0	14,19,24,12	0,0,0,4	219	99	0.751224770273	1.0	0.859,0.896,0.85,1.0	1.0,1.0,1.0,0.576	0.007
53	"LOC114880802"	NA	chrOU015518.1	+	8720577	8721827	8720577	8720774	8721158	8721827	53	78,45,50,25	4,3,3,2	27,26,44,31	0,4,1,0	483	99	0.0995985512317	0.7883255383202941	0.8,0.755,0.774,0.719	1.0,0.571,0.9,1.0	-0.106
54	"LOC114876491"	NA	chrOU015518.1	+	8481527	8482490	8481527	8482286	8482376	8482490	54	4,2,2,0	0,0,1,0	3,0,3,1	0,0,0,0	189	99	1	1.0	1.0,1.0,0.512,NA	1.0,NA,1.0,1.0	-0.163
56	"LOC114876525"	NA	chrOU015518.1	-	8168141	8168495	8168141	8168323	8168419	8168495	56	124,50,57,54	9,7,8,3	72,70,61,139	9,6,1,11	195	99	0.553144229198	1.0	0.875,0.784,0.783,0.901	0.802,0.856,0.969,0.865	-0.037
58	"LOC114875698"	NA	chrOU015518.1	-	7699994	7704510	7699994	7702185	7702254	7704510	58	84,42,28,28	5,0,1,1	35,35,22,50	0,1,0,0	168	99	0.0398335325057	0.4709167904678827	0.908,1.0,0.943,0.943	1.0,0.954,1.0,1.0	-0.04
59	"LOC114875707"	NA	chrOU015518.1	+	7522665	7523292	7522665	7523051	7523111	7523292	59	7,1,1,1	1,1,0,0	1,1,1,0	0,0,0,0	159	99	1	1.0	0.813,0.384,1.0,1.0	1.0,1.0,1.0,NA	-0.201
60	"LOC114877701"	NA	chrOU015518.1	-	7321616	7323181	7321616	7322332	7322573	7323181	60	18,6,11,3	2,0,0,0	13,12,16,19	1,0,1,2	340	99	0.756561885377	1.0	0.724,1.0,1.0,1.0	0.791,1.0,0.823,0.734	0.094
63	"LOC114877551"	NA	chrOU015518.1	+	5353547	5354570	5353547	5353882	5354342	5354570	63	19,8,7,6	1,1,1,0	13,20,17,27	1,0,0,1	559	99	1	1.0	0.771,0.586,0.554,1.0	0.697,1.0,1.0,0.827	-0.153
64	"LOC114877551"	NA	chrOU015518.1	+	5353547	5354570	5353547	5354269	5354342	5354570	64	5,2,4,4	1,0,0,0	6,8,9,12	0,0,1,2	172	99	1	1.0	0.742,1.0,1.0,1.0	1.0,1.0,0.838,0.775	0.032
69	"LOC114878514"	NA	chrOU015518.1	-	4387638	4388408	4387638	4388186	4388248	4388408	69	60,43,49,40	8,6,6,1	29,22,36,31	1,3,3,0	161	99	0.0398521059746	0.4709167904678827	0.822,0.815,0.834,0.961	0.947,0.818,0.881,1.0	-0.053
70	"LOC114878476"	NA	chrOU015518.1	+	4361071	4361701	4361071	4361331	4361511	4361701	70	308,213,242,232	4,2,0,0	199,206,200,511	0,1,3,2	279	99	1	1.0	0.965,0.974,1.0,1.0	1.0,0.987,0.959,0.989	0.001
71	"LOC114882873"	NA	chrOU015518.1	+	3056589	3057051	3056589	3056620	3056693	3057051	71	43,23,23,15	2,2,0,5	21,17,26,17	1,5,1,2	172	99	0.746336715186	1.0	0.925,0.869,1.0,0.633	0.924,0.662,0.937,0.83	0.018
72	"LOC114882870"	NA	chrOU015518.1	-	2529104	2530501	2529104	2529307	2529862	2530501	72	100,59,50,53	9,6,2,3	51,25,32,55	1,4,2,4	654	99	0.711733165571	1.0	0.627,0.598,0.791,0.728	0.885,0.486,0.708,0.675	-0.002
73	"LOC114882852"	NA	chrOU015518.1	-	2472928	2474110	2472928	2473523	2473865	2474110	73	21,13,33,8	13,1,6,3	6,4,17,10	5,6,14,12	441	99	0.00297196925726	0.11324264588098501	0.266,0.745,0.553,0.374	0.212,0.13,0.214,0.158	0.306
74	"LOC114882852"	NA	chrOU015518.1	-	2472928	2474110	2472928	2473629	2473865	2474110	74	11,7,20,6	5,2,3,1	6,2,13,7	0,0,1,1	335	99	2.25453673003e-05	0.0044865280927597	0.394,0.508,0.663,0.639	1.0,1.0,0.793,0.674	-0.316
75	"LOC114882859"	NA	chrOU015518.1	+	2060693	2062595	2060693	2060944	2061356	2062595	75	372,216,223,171	6,3,3,1	130,192,126,173	1,2,1,1	511	99	0.0780904605442	0.6906667399242579	0.923,0.933,0.935,0.971	0.962,0.949,0.961,0.971	-0.02
76	"LOC114882836"	NA	chrOU015518.1	-	2019765	2020495	2019765	2020014	2020085	2020495	76	3,3,0,2	8,3,8,3	5,2,4,5	7,4,2,12	170	99	0.153790555593	0.9664522283054843	0.179,0.368,0.0,0.28	0.294,0.226,0.538,0.195	-0.107
77	"LOC114882845"	NA	chrOU015518.1	-	1999754	2000341	1999754	1999962	2000044	2000341	77	19,14,16,14	6,0,1,2	13,6,8,4	2,1,1,2	181	99	0.82559491035	1.0	0.634,1.0,0.897,0.793	0.78,0.766,0.814,0.522	0.111
78	"LOC114882845"	NA	chrOU015518.1	-	1999754	2000341	1999754	1999962	2000086	2000341	78	27,15,19,14	4,2,0,1	13,9,10,5	1,1,3,4	223	99	0.0678192638731	0.6277224888719488	0.75,0.769,1.0,0.861	0.852,0.8,0.597,0.357	0.194
79	"LOC114878724"	NA	chrOU015518.1	-	1808511	1810108	1808511	1809276	1809978	1810108	79	51,13,44,14	1,1,0,0	31,20,21,16	0,0,0,1	801	99	1	1.0	0.863,0.616,1.0,1.0	1.0,1.0,1.0,0.664	-0.046
80	"LOC114878724"	NA	chrOU015518.1	-	1811885	1812618	1811885	1812033	1812171	1812618	80	7,2,1,3	2,0,0,0	0,1,1,1	1,0,1,2	237	99	9.54165078715e-06	0.0037975770132857	0.594,1.0,1.0,1.0	0.0,1.0,0.295,0.173	0.531
81	"LOC114878724"	NA	chrOU015518.1	-	1811885	1812618	1811885	1812111	1812171	1812618	81	6,1,1,1	0,0,0,1	0,1,1,1	0,0,0,0	159	99	1	1.0	1.0,1.0,1.0,0.384	NA,1.0,1.0,1.0	-0.154
83	"LOC114878760"	NA	chrOU015518.1	+	1775386	1775940	1775386	1775710	1775815	1775940	83	11,8,9,7	19,9,14,8	5,6,7,6	4,14,6,6	204	99	0.830905953063	1.0	0.219,0.301,0.238,0.298	0.378,0.172,0.362,0.327	-0.046
84	"LOC114872965"	NA	chrOU015518.1	+	1571294	1583032	1571294	1576936	1577056	1583032	84	29,13,22,16	17,5,8,3	17,22,20,16	8,8,6,4	219	99	0.688626504386	1.0	0.435,0.54,0.554,0.707	0.49,0.554,0.601,0.644	-0.013
87	"LOC114872836"	NA	chrOU015518.1	-	1224946	1225463	1224946	1225104	1225200	1225463	87	16,6,3,5	1,2,0,1	9,9,4,9	1,1,0,2	195	99	0.610928358493	1.0	0.89,0.604,1.0,0.717	0.82,0.82,1.0,0.696	-0.031
88	"LOC114872930"	NA	chrOU015518.1	+	1103465	1103729	1103465	1103603	1103672	1103729	88	1,2,1,0	24,10,18,11	0,3,0,1	16,7,13,16	168	99	0.360836861299	1.0	0.024,0.105,0.032,0.0	0.0,0.202,0.0,0.036	-0.019
89	"LOC114872937"	NA	chrOU015518.1	-	1083974	1084833	1083974	1084281	1084446	1084833	89	2,1,3,1	2,2,0,3	0,1,3,4	1,4,1,3	264	99	0.872859711002	1.0	0.273,0.158,1.0,0.111	0.0,0.086,0.529,0.333	0.149
90	"LOC114872937"	NA	chrOU015518.1	-	1083974	1084833	1083974	1084368	1084446	1084833	90	0,0,1,1	1,3,0,1	0,1,2,2	0,0,0,0	177	99	1	1.0	0.0,0.0,1.0,0.359	NA,1.0,1.0,1.0	-0.66
94	"LOC114873006"	NA	chrOU015518.1	-	810336	811020	810336	810725	810887	811020	94	50,24,40,22	0,0,0,0	29,20,31,25	1,0,0,1	261	99	1	1.0	1.0,1.0,1.0,1.0	0.917,1.0,1.0,0.905	0.044
95	"LOC114873001"	NA	chrOU015518.1	-	790649	791101	790649	790701	790864	791101	95	97,34,64,60	7,1,1,2	48,64,76,52	6,4,2,1	262	99	0.55617792971	1.0	0.84,0.928,0.96,0.919	0.751,0.858,0.935,0.952	0.038
96	"LOC114872901"	NA	chrOU015518.1	+	713679	717600	713679	716970	717045	717600	96	69,36,54,29	3,1,1,0	24,40,30,51	0,0,0,2	174	99	0.301708275872	1.0	0.929,0.953,0.968,1.0	1.0,1.0,1.0,0.936	-0.021
97	"LOC114872901"	NA	chrOU015518.1	+	713679	717600	713679	717259	717316	717600	97	46,31,32,30	2,0,0,0	36,28,22,26	0,0,0,1	156	99	1	1.0	0.936,1.0,1.0,1.0	1.0,1.0,1.0,0.943	-0.002
98	"LOC114872901"	NA	chrOU015518.1	+	713679	717600	713679	717259	717319	717600	98	46,31,32,30	2,0,0,1	36,28,22,26	1,0,0,1	159	99	1	1.0	0.935,1.0,1.0,0.949	0.957,1.0,1.0,0.942	-0.004
99	"LOC114876026"	NA	chrOU015518.1	+	572839	573692	572839	573044	573275	573692	99	2,3,0,2	0,0,0,0	0,2,6,4	1,0,0,0	330	99	1	1.0	1.0,1.0,NA,1.0	0.0,1.0,1.0,1.0	0.25
100	"LOC114876026"	NA	chrOU015518.1	+	572839	573692	572839	573402	573483	573692	100	3,2,1,1	0,1,0,0	2,0,2,0	0,0,0,0	180	99	1	1.0	1.0,0.524,1.0,1.0	1.0,NA,1.0,NA	-0.119
101	"LOC114876026"	NA	chrOU015518.1	+	572839	573692	572839	573402	573525	573692	101	4,4,1,2	1,0,0,0	2,0,3,0	0,0,0,0	222	99	1	1.0	0.641,1.0,1.0,1.0	1.0,NA,1.0,NA	-0.09
102	"LOC114880708"	NA	chrOU015517.1	+	6418493	6419155	6418493	6418793	6418952	6419155	102	10,10,2,2	5,0,1,1	1,0,3,4	0,0,0,1	258	99	1	1.0	0.434,1.0,0.434,0.434	1.0,NA,1.0,0.606	-0.293
103	"LOC114880708"	NA	chrOU015517.1	+	6420086	6421771	6420086	6420309	6420387	6421771	103	5,0,2,5	0,0,0,0	4,1,2,3	0,1,0,0	177	99	1	1.0	1.0,NA,1.0,1.0	1.0,0.359,1.0,1.0	0.16
104	"LOC114882876"	NA	chrOU015518.1	-	3125400	3126553	3125400	3126067	3126141	3126553	104	3,4,3,2	8,4,7,5	0,1,2,2	4,6,2,4	173	99	0.0911166784796	0.7687511405831916	0.177,0.364,0.197,0.186	0.0,0.087,0.364,0.222	0.063
105	"LOC114876842"	NA	chrOU015517.1	+	5600892	5604968	5600892	5603456	5603531	5604968	105	3,1,0,2	1,1,0,0	2,1,1,0	0,0,0,0	174	99	1	1.0	0.631,0.363,NA,1.0	1.0,1.0,1.0,NA	-0.335
106	"LOC114875900"	NA	chrOU015517.1	-	5406502	5406705	5406502	5406590	5406693	5406705	106	84,70,49,37	4,1,1,0	32,63,39,53	0,0,1,5	202	99	0.616940537071	1.0	0.911,0.972,0.96,1.0	1.0,1.0,0.95,0.839	0.013
107	"LOC114872735"	NA	chrOU015517.1	-	4371243	4371501	4371243	4371342	4371402	4371501	107	0,0,2,0	1,1,1,0	0,0,2,4	3,0,1,1	159	99	1	1.0	0.0,0.0,0.555,NA	0.0,NA,0.555,0.714	-0.238
109	"LOC114880514"	NA	chrOU015509.1	+	8873555	8874893	8873555	8873796	8874099	8874893	109	81,42,44,38	27,15,12,19	39,45,55,40	11,13,12,8	402	99	0.110960292846	0.8332489915605282	0.425,0.408,0.475,0.33	0.466,0.46,0.53,0.552	-0.093
111	"LOC114880605"	NA	chrOU015509.1	+	10361931	10366245	10361931	10362755	10362926	10366245	111	21,12,16,7	0,0,1,0	8,13,11,10	0,0,1,0	270	99	1	1.0	1.0,1.0,0.854,1.0	1.0,1.0,0.801,1.0	0.013
112	"LOC114879615"	NA	chrOU015509.1	+	7889329	7894528	7889329	7891278	7894364	7894528	112	26,33,24,9	0,0,0,0	15,32,18,31	0,0,0,1	3185	99	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.491	0.127
113	"LOC114879615"	NA	chrOU015509.1	+	7895154	7895696	7895154	7895324	7895438	7895696	113	3,4,0,1	0,0,0,0	1,3,0,4	0,0,1,1	213	99	1	1.0	1.0,1.0,NA,1.0	1.0,1.0,0.0,0.65	0.338
114	"LOC114879615"	NA	chrOU015509.1	+	7895154	7895696	7895154	7895389	7895438	7895696	114	2,0,0,0	0,0,1,0	1,1,0,2	1,1,0,0	148	99	1	1.0	1.0,NA,0.0,NA	0.401,0.401,NA,1.0	-0.101
115	"LOC114879615"	NA	chrOU015509.1	+	7895154	7895696	7895154	7895324	7895449	7895696	115	3,4,0,1	0,0,0,0	1,3,0,4	1,0,0,0	224	99	1	1.0	1.0,1.0,NA,1.0	0.307,1.0,NA,1.0	0.231
117	"LOC114873193"	NA	chrOU015515.1	+	2676928	2679512	2676928	2677413	2678027	2679512	117	0,3,4,2	1,0,1,0	0,0,1,3	1,0,0,0	713	99	1	1.0	0.0,1.0,0.357,1.0	0.0,NA,1.0,1.0	-0.077
119	"LOC114882922"	NA	chrOU015504.1	-	8487987	8489335	8487987	8488538	8489225	8489335	119	36,19,22,27	0,0,2,0	16,15,19,22	0,2,0,0	786	99	1	1.0	1.0,1.0,0.581,1.0	1.0,0.486,1.0,1.0	0.024
120	"LOC114882862"	NA	chrOU015518.1	+	2049347	2050451	2049347	2050326	2050388	2050451	120	4,2,2,6	0,2,0,0	1,8,7,4	0,0,1,1	161	99	1	1.0	1.0,0.381,1.0,1.0	1.0,1.0,0.811,0.711	-0.035
121	"LOC114882862"	NA	chrOU015518.1	+	2051237	2051911	2051237	2051589	2051703	2051911	121	22,24,22,13	9,1,2,4	15,11,17,16	2,4,5,7	213	99	0.273104473563	1.0	0.532,0.918,0.836,0.602	0.777,0.561,0.612,0.515	0.106
122	"LOC114882862"	NA	chrOU015518.1	+	2051237	2051911	2051237	2051589	2051767	2051911	122	42,38,40,19	4,2,0,0	23,22,26,36	0,1,0,0	277	99	0.0930253366004	0.7690733502172137	0.79,0.872,1.0,1.0	1.0,0.887,1.0,1.0	-0.056
123	"LOC114873223"	NA	chrOU015515.1	+	2646357	2649325	2646357	2646490	2648012	2649325	123	39,15,6,14	5,0,5,2	9,13,18,25	1,2,1,9	1621	99	0.844011866548	1.0	0.323,1.0,0.068,0.299	0.355,0.284,0.524,0.145	0.095
124	"LOC114871192"	NA	chrOU015514.1	+	9624630	9624990	9624630	9624766	9624850	9624990	124	5,1,1,1	25,12,9,9	4,2,1,3	5,8,7,14	183	99	0.266733348792	1.0	0.098,0.043,0.057,0.057	0.302,0.119,0.072,0.104	-0.085
126	"LOC114878894"	NA	chrOU015509.1	-	5450398	5453684	5450398	5450513	5450653	5453684	126	2,0,0,0	0,0,0,0	0,3,1,1	0,0,1,0	239	99	1	1.0	1.0,NA,NA,NA	NA,1.0,0.293,1.0	0.236
