ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
29	"LOC114872712"	NA	chrOU015517.1	-	4701316	4701361	4701911	4701980	4700664	4700741	4702417	4702730	29	9,4,10,8	1,0,1,1	9,11,3,11	0,0,0,1	168	144	1	1.0	0.885,1.0,0.896,0.873	1.0,1.0,1.0,0.904	-0.062
30	"LOC114880750"	NA	chrOU015510.1	-	20136	20388	20699	20830	19907	20037	21323	21365	30	292,149,165,111	814,456,473,329	111,133,105,143	379,369,369,387	230	351	0.584796270257	1.0	0.354,0.333,0.347,0.34	0.309,0.355,0.303,0.361	0.012
31	"LOC114874524"	NA	chrOU015509.1	-	4584302	4584466	4584852	4585016	4580531	4583583	4586360	4586484	31	107,55,55,57	182,85,98,135	44,45,37,61	75,87,111,217	263	263	0.0513945374801	0.5297590786410308	0.37,0.393,0.359,0.297	0.37,0.341,0.25,0.219	0.06
32	"LOC114874524"	NA	chrOU015509.1	-	4584302	4584466	4585405	4585569	4580531	4583583	4586360	4586484	32	2071,1013,1197,1088	182,85,98,135	1158,1008,908,1798	75,87,111,217	263	263	0.62741652218	1.0	0.919,0.923,0.924,0.89	0.939,0.921,0.891,0.892	0.003
33	"LOC114874524"	NA	chrOU015509.1	-	4584852	4585016	4585405	4585569	4580531	4583583	4586360	4586484	33	2071,1013,1197,1088	107,55,55,57	1158,1008,908,1798	44,45,37,61	263	263	0.0205926293285	0.3630805697393421	0.951,0.949,0.956,0.95	0.963,0.957,0.961,0.967	-0.01
34	"LOC114871930"	NA	chrOU015506.1	+	5084681	5084817	5086262	5086398	5083208	5083385	5089990	5090196	34	106,64,76,35	122,61,72,38	64,74,44,103	49,66,55,81	235	235	0.315514252248	0.9683961705189041	0.465,0.512,0.514,0.479	0.566,0.529,0.444,0.56	-0.032
35	"LOC114875351"	NA	chrOU015510.1	+	6062393	6062449	6071561	6072572	6060937	6061034	6080548	6080716	35	7,5,3,0	12,3,0,2	3,1,3,7	1,2,8,9	155	1110	0.316535464692	0.9683961705189041	0.807,0.923,1.0,0.0	0.956,0.782,0.729,0.848	-0.146
36	"LOC114881376"	NA	chrOU015510.1	-	2039933	2039939	2050597	2050606	2036039	2036282	2059809	2059970	36	4,3,3,0	0,0,1,0	5,9,4,6	0,0,0,1	108	105	1	1.0	1.0,1.0,0.745,NA	1.0,1.0,1.0,0.854	-0.048
37	"LOC114873098"	NA	chrOU015509.1	-	356238	356294	357876	357929	354082	354209	358374	358517	37	10,8,5,10	30,8,10,10	6,7,2,7	14,14,13,20	152	155	0.143054896945	0.7454343925047059	0.254,0.505,0.338,0.505	0.304,0.338,0.136,0.263	0.14
38	"LOC114873062"	NA	chrOU015509.1	+	151854	152091	158929	159045	135459	135712	159339	160834	38	2254,980,1219,1153	1524,761,927,969	1238,1101,949,1648	842,734,685,1359	336	215	0.521591172516	1.0	0.486,0.452,0.457,0.432	0.485,0.49,0.47,0.437	-0.014
39	"LOC114880353"	NA	chrOU015517.1	+	7650234	7653142	7657521	7657711	7618898	7618982	7662864	7662978	39	1003,513,471,401	79,30,40,26	501,542,502,784	25,25,32,39	3007	289	0.0198642850635	0.3597046214201351	0.55,0.622,0.531,0.597	0.658,0.676,0.601,0.659	-0.074
40	"LOC114880353"	NA	chrOU015517.1	+	7657521	7657711	7662864	7662978	7650234	7653142	7671428	7671596	40	86,36,42,26	30,21,5,16	28,38,35,46	14,12,10,17	289	213	0.902249599681	1.0	0.679,0.558,0.861,0.545	0.596,0.7,0.721,0.666	-0.01
41	"LOC114870925"	NA	chrOU015504.1	+	14340729	14340785	14345378	14345464	14337461	14338709	14357934	14358025	41	12,4,6,2	36,23,27,12	5,9,6,7	18,18,19,37	155	185	0.527713263605	1.0	0.285,0.172,0.21,0.166	0.249,0.374,0.274,0.184	-0.062
42	"LOC114870925"	NA	chrOU015504.1	+	14359332	14359425	14359654	14360116	14358411	14358582	14360955	14361159	42	9,4,5,3	281,138,138,118	3,4,2,9	133,120,120,198	192	561	0.930324749943	1.0	0.086,0.078,0.096,0.069	0.062,0.089,0.046,0.117	0.004
43	"LOC114880889"	NA	chrOU015508.1	-	9845369	9845570	9863069	9863340	9838687	9838837	9875813	9876032	43	50,13,13,11	26,13,11,6	24,21,21,25	16,11,21,11	370	300	0.900481059186	1.0	0.609,0.448,0.489,0.598	0.549,0.608,0.448,0.648	-0.027
44	"LOC114874134"	NA	chrOU015505.1	-	2093760	2093832	2094051	2094126	2093201	2093375	2094291	2094532	44	18,14,11,7	9,7,3,4	6,15,10,6	1,5,5,5	174	171	0.795512634928	1.0	0.663,0.663,0.783,0.632	0.855,0.747,0.663,0.541	-0.016
45	"LOC114874134"	NA	chrOU015505.1	-	2105605	2105689	2106269	2106365	2105047	2105218	2106693	2106930	45	5,1,3,4	2,2,3,2	2,3,0,1	1,1,5,6	195	183	0.0812702986844	0.6482273823636666	0.701,0.319,0.484,0.652	0.652,0.738,0.0,0.135	0.158
46	"LOC114872087"	NA	chrOU015512.1	+	3484885	3484968	3486091	3486725	3483428	3484057	3490228	3490314	46	24,18,21,14	1141,702,704,570	17,11,12,39	560,607,681,699	182	733	0.282012977665	0.9591304316525381	0.078,0.094,0.107,0.09	0.109,0.068,0.066,0.183	-0.014
47	"LOC114879923"	NA	chrOU015511.1	+	9863506	9863929	9864386	9864609	9860236	9860577	9865405	9865542	47	267,109,125,90	190,107,87,84	78,108,135,108	97,86,72,97	522	322	0.876562259982	1.0	0.464,0.386,0.47,0.398	0.332,0.437,0.536,0.407	0.001
48	"LOC114879923"	NA	chrOU015511.1	+	9863506	9863929	9864386	9864609	9860236	9860767	9865405	9865542	48	264,108,128,98	191,107,87,84	76,109,130,112	97,86,71,97	522	322	0.79185186066	1.0	0.46,0.384,0.476,0.418	0.326,0.439,0.53,0.416	0.007
49	"LOC114879935"	NA	chrOU015511.1	+	9835635	9835715	9836064	9836144	9835109	9835181	9836454	9836533	49	105,50,53,38	46,20,27,26	62,43,51,55	11,36,24,24	179	179	0.636830850965	1.0	0.695,0.714,0.662,0.594	0.849,0.544,0.68,0.696	-0.026
50	"LOC114878903"	NA	chrOU015509.1	+	5497086	5497119	5502933	5503339	5496712	5496834	5505154	5505281	50	0,0,1,0	121,55,132,110	0,0,0,0	55,48,70,79	132	505	1	1.0	0.0,0.0,0.028,0.0	0.0,0.0,0.0,0.0	0.007
51	"LOC114871608"	NA	chrOU015509.1	-	2635281	2635335	2635871	2636018	2634466	2634590	2636260	2636360	51	19,4,5,3	239,120,150,116	3,6,5,8	110,92,128,200	246	153	0.548432995891	1.0	0.047,0.02,0.02,0.016	0.017,0.039,0.024,0.024	-0.0
52	"LOC114871608"	NA	chrOU015509.1	-	2637934	2638160	2638430	2638593	2636461	2636647	2638900	2639001	52	341,180,195,195	79,49,63,63	164,153,119,301	63,32,43,85	262	325	0.579815371927	1.0	0.843,0.82,0.793,0.793	0.764,0.856,0.774,0.815	0.01
53	"LOC114872092"	NA	chrOU015512.1	+	3347255	3347583	3347694	3347765	3346988	3347181	3348621	3348843	53	97,66,46,35	15,12,7,7	38,41,51,29	7,5,11,6	427	170	0.87154507209	1.0	0.72,0.686,0.723,0.666	0.684,0.766,0.649,0.658	0.009
54	"LOC114876551"	NA	chrOU015508.1	-	2738829	2738967	2741414	2741636	2736714	2736909	2743052	2743124	54	5,4,3,2	14,6,10,11	1,1,0,2	6,9,7,10	321	237	0.0030341664317	0.10699428995994738	0.209,0.33,0.181,0.118	0.11,0.076,0.0,0.129	0.131
55	"LOC114878798"	NA	chrOU015514.1	+	9170936	9171098	9171343	9171499	9170275	9170709	9171637	9171810	55	50,42,22,23	98,64,77,55	29,23,33,18	35,52,63,57	261	255	0.726307541985	1.0	0.333,0.391,0.218,0.29	0.447,0.302,0.339,0.236	-0.023
56	"LOC114870921"	NA	chrOU015504.1	-	14304911	14305144	14306069	14306302	14303634	14303971	14307122	14307236	56	90,48,31,48	15,13,13,10	43,58,28,75	12,6,7,27	332	332	0.954521951408	1.0	0.857,0.787,0.705,0.828	0.782,0.906,0.8,0.735	-0.012
57	"LOC114871951"	NA	chrOU015504.1	+	11291078	11291163	11297748	11297832	11290253	11290336	11323954	11324059	57	23,14,7,6	1,1,0,1	9,16,7,21	2,2,3,3	184	183	1	1.0	0.958,0.933,1.0,0.856	0.817,0.888,0.699,0.874	0.117
58	"LOC114871951"	NA	chrOU015504.1	+	11324962	11325028	11328626	11328904	11297748	11297832	11330130	11330195	58	2,1,5,2	5,11,2,7	3,5,4,2	4,6,6,14	165	377	0.77637613186	1.0	0.478,0.172,0.851,0.395	0.631,0.656,0.604,0.246	-0.06
59	"LOC114871208"	NA	chrOU015508.1	+	2291329	2291504	2295894	2295989	2287796	2287903	2297103	2297361	59	1650,664,804,780	1256,529,581,598	776,730,812,540	523,576,653,399	274	194	0.865961368763	1.0	0.482,0.471,0.495,0.48	0.512,0.473,0.468,0.489	-0.004
60	"LOC114871077"	NA	chrOU015508.1	+	2053204	2053343	2054041	2054103	2052633	2052917	2054939	2056029	60	53,18,20,17	7,0,4,1	16,20,12,18	6,2,5,2	238	161	0.10080542492	0.7176488583112149	0.837,1.0,0.772,0.92	0.643,0.871,0.619,0.859	0.134
61	"LOC114871077"	NA	chrOU015508.1	+	2053204	2053343	2054393	2054476	2052633	2052917	2054939	2056029	61	53,18,20,17	20,6,8,8	16,20,12,18	7,10,5,5	238	182	0.965090771929	1.0	0.67,0.696,0.657,0.619	0.636,0.605,0.647,0.734	0.005
62	"LOC114871077"	NA	chrOU015508.1	+	2053547	2053717	2054041	2054103	2052633	2052917	2054393	2054476	62	61,13,28,22	8,1,3,1	10,19,13,24	4,0,3,2	269	161	0.858246209346	1.0	0.82,0.886,0.848,0.929	0.599,1.0,0.722,0.878	0.071
63	"LOC114871077"	NA	chrOU015508.1	+	2053547	2053717	2054041	2054103	2053204	2053343	2054393	2054476	63	75,19,33,29	12,8,1,2	18,24,20,33	2,2,4,6	269	161	0.789385732418	1.0	0.789,0.587,0.952,0.897	0.843,0.878,0.75,0.767	-0.003
64	"LOC114871077"	NA	chrOU015508.1	+	2053547	2053717	2054041	2054103	2053204	2053343	2054939	2055033	64	57,23,17,23	11,7,2,2	17,15,17,33	3,3,7,8	269	161	0.365645172695	1.0	0.756,0.663,0.836,0.873	0.772,0.75,0.592,0.712	0.076
65	"LOC114871077"	NA	chrOU015508.1	+	2053565	2053717	2054041	2054103	2052633	2052917	2054393	2054476	65	53,12,27,20	8,1,3,1	8,19,10,22	4,0,3,2	251	161	0.905942276	1.0	0.81,0.885,0.852,0.928	0.562,1.0,0.681,0.876	0.089
66	"LOC114871077"	NA	chrOU015508.1	+	2053565	2053717	2054041	2054103	2053204	2053343	2054393	2054476	66	62,13,30,21	12,8,1,2	15,21,11,21	2,2,4,6	251	161	0.898817616199	1.0	0.768,0.51,0.951,0.871	0.828,0.871,0.638,0.692	0.018
67	"LOC114871077"	NA	chrOU015508.1	+	2054041	2054103	2054393	2054476	2052633	2052917	2054939	2056029	67	7,0,4,1	20,6,8,8	6,2,5,2	7,10,5,5	161	182	0.136215115948	0.7419847779281301	0.283,0.0,0.361,0.124	0.492,0.184,0.531,0.311	-0.187
68	"LOC114872159"	NA	chrOU015506.1	+	3932384	3932605	3933767	3933988	3931025	3931245	3934730	3934911	68	225,108,136,111	106,37,62,34	108,123,151,79	24,39,67,24	320	320	0.154810037043	0.74683443386259	0.68,0.745,0.687,0.766	0.818,0.759,0.693,0.767	-0.04
69	"LOC114882795"	NA	chrOU015508.1	+	828429	828501	829599	829623	827346	827530	830652	830876	69	267,64,101,77	12,8,12,4	134,111,292,183	5,11,13,16	171	123	0.646407500295	1.0	0.941,0.852,0.858,0.933	0.951,0.879,0.942,0.892	-0.02
70	"LOC114880697"	NA	chrOU015508.1	-	10243896	10244026	10249941	10250111	10240576	10240691	10252943	10253223	70	229,157,122,99	207,149,119,57	77,130,128,67	66,91,115,94	269	229	0.614887969754	1.0	0.485,0.473,0.466,0.597	0.498,0.549,0.487,0.378	0.027
71	"LOC114882762"	NA	chrOU015507.1	+	12510949	12511093	12511611	12511689	12510702	12510877	12512816	12512977	71	68,56,65,31	6,2,4,2	50,58,51,41	2,4,2,4	243	177	0.816400973589	1.0	0.892,0.953,0.922,0.919	0.948,0.914,0.949,0.882	-0.002
72	"LOC114882802"	NA	chrOU015507.1	+	12094210	12094465	12094631	12094756	12076218	12076352	12094969	12095197	72	536,271,286,232	351,179,184,124	224,237,267,229	139,139,152,180	354	224	0.873949301855	1.0	0.491,0.489,0.496,0.542	0.505,0.519,0.526,0.446	0.005
73	"LOC114873162"	NA	chrOU015509.1	-	24342	24470	24556	24623	23855	23993	28791	28930	73	912,517,601,371	1236,745,834,526	597,495,363,702	824,668,513,1022	166	227	0.992831782072	1.0	0.502,0.487,0.496,0.491	0.498,0.503,0.492,0.484	-0.0
74	"LOC114880380"	NA	chrOU015513.1	-	5904805	5904892	5905934	5906021	5904397	5904543	5906274	5906428	74	9,4,3,9	27,6,7,6	10,3,7,12	5,13,6,10	186	186	0.321011387753	0.9776255899750455	0.25,0.4,0.3,0.6	0.667,0.188,0.538,0.545	-0.097
75	"LOC114880380"	NA	chrOU015513.1	-	5904805	5904892	5905934	5906024	5904397	5904543	5906274	5906428	75	12,6,4,13	27,6,7,6	12,10,14,15	5,13,6,10	189	186	0.133268409346	0.7419847779281301	0.304,0.496,0.36,0.681	0.703,0.431,0.697,0.596	-0.146
76	"LOC114880380"	NA	chrOU015513.1	-	5904805	5904895	5905934	5906021	5904397	5904543	5906274	5906428	76	9,4,3,9	32,10,10,7	10,3,7,12	8,15,7,8	186	189	0.182398104373	0.7942423834180645	0.222,0.289,0.234,0.566	0.56,0.169,0.504,0.604	-0.132
77	"LOC114880380"	NA	chrOU015513.1	-	5904805	5904895	5905934	5906024	5904397	5904543	5906274	5906428	77	12,6,4,13	32,10,10,7	12,10,14,15	8,15,7,8	189	189	0.0552640450787	0.552640450787	0.273,0.375,0.286,0.65	0.6,0.4,0.667,0.652	-0.184
78	"LOC114880380"	NA	chrOU015513.1	-	5908381	5908441	5909070	5909232	5907779	5907923	5909341	5909626	78	34,23,27,14	2,2,0,2	16,13,16,25	0,0,1,1	261	159	1	1.0	0.912,0.875,1.0,0.81	1.0,1.0,0.907,0.938	-0.062
79	"LOC114880380"	NA	chrOU015513.1	-	5908381	5908441	5909070	5909232	5907779	5907932	5909341	5909626	79	30,24,30,17	2,0,1,1	17,15,17,22	2,0,4,1	261	159	0.150117003282	0.7454343925047059	0.901,1.0,0.948,0.912	0.838,1.0,0.721,0.931	0.068
80	"LOC114878210"	NA	chrOU015515.1	+	8637829	8637933	8638261	8638365	8637359	8637656	8638803	8638952	80	82,39,50,63	41,18,22,24	44,56,37,49	6,19,18,16	203	203	0.0993582696609	0.7176488583112149	0.667,0.684,0.694,0.724	0.88,0.747,0.673,0.754	-0.071
81	"LOC114875046"	NA	chrOU015516.1	+	3593296	3593395	3593726	3593875	3592714	3592950	3593997	3594182	81	3,4,1,3	133,79,86,60	1,1,2,1	53,65,69,80	198	248	0.105564245115	0.7176488583112149	0.027,0.06,0.014,0.059	0.023,0.019,0.035,0.015	0.017
82	"LOC114879884"	NA	chrOU015509.1	-	3010080	3010184	3011237	3011258	3009659	3009730	3011826	3012008	82	14,5,5,10	90,37,67,36	11,4,6,8	53,43,26,66	120	203	0.986571491505	1.0	0.208,0.186,0.112,0.32	0.26,0.136,0.281,0.17	-0.005
83	"LOC114874721"	NA	chrOU015507.1	+	9813779	9813905	9813990	9814149	9813650	9813709	9814211	9814400	83	44,28,24,17	69,47,64,30	25,16,21,16	38,38,36,22	225	258	0.714097529223	1.0	0.422,0.406,0.301,0.394	0.43,0.326,0.401,0.455	-0.022
84	"LOC114875691"	NA	chrOU015518.1	+	7463509	7463626	7465367	7465469	7463334	7463427	7466094	7467311	84	8,3,0,2	3,2,2,2	2,0,1,2	5,5,1,1	216	201	0.0798094950597	0.644245321566253	0.713,0.583,0.0,0.482	0.271,0.0,0.482,0.65	0.094
85	"LOC114875691"	NA	chrOU015518.1	+	7463509	7463626	7465835	7465982	7463334	7463427	7466094	7467311	85	8,3,0,2	10,4,0,3	2,0,1,2	2,3,0,2	216	246	1	1.0	0.477,0.461,NA,0.432	0.532,0.0,1.0,0.532	-0.059
86	"LOC114875691"	NA	chrOU015518.1	+	7465367	7465469	7465835	7465982	7463334	7463427	7466094	7467311	86	3,2,2,2	10,4,0,3	5,5,1,1	2,3,0,2	201	246	0.123372826655	0.7419847779281301	0.269,0.38,1.0,0.449	0.754,0.671,1.0,0.38	-0.177
87	"LOC114880795"	NA	chrOU015507.1	-	8176247	8176456	8179700	8179852	8167149	8167368	8189811	8189926	87	44,32,25,35	19,8,13,11	24,22,26,47	14,13,8,28	251	308	0.175563936579	0.7822819954224504	0.74,0.831,0.702,0.796	0.678,0.675,0.8,0.673	0.061
88	"LOC114880795"	NA	chrOU015507.1	-	8176247	8176456	8186001	8186159	8167149	8167368	8189811	8189926	88	1,4,1,4	19,8,13,11	5,3,3,4	14,13,8,28	257	308	0.5474255505	1.0	0.059,0.375,0.084,0.304	0.3,0.217,0.31,0.146	-0.038
89	"LOC114880795"	NA	chrOU015507.1	-	8176286	8176456	8179700	8179852	8167149	8167368	8189811	8189926	89	44,32,25,35	20,10,8,14	24,22,26,47	15,13,11,31	251	269	0.0590279659994	0.5649819602799715	0.702,0.774,0.77,0.728	0.632,0.645,0.717,0.619	0.09
90	"LOC114880795"	NA	chrOU015507.1	-	8176286	8176456	8186001	8186159	8167149	8167368	8189811	8189926	90	1,4,1,4	20,10,8,14	5,3,3,4	15,13,11,31	257	269	0.637047339819	1.0	0.05,0.295,0.116,0.23	0.259,0.195,0.222,0.119	-0.026
91	"LOC114880795"	NA	chrOU015507.1	-	8179700	8179852	8186001	8186159	8167149	8167368	8189811	8189926	91	1,4,1,4	44,32,25,35	5,3,3,4	24,22,26,47	257	251	0.150865486443	0.7454343925047059	0.022,0.109,0.038,0.1	0.169,0.118,0.101,0.077	-0.049
92	"LOC114873994"	NA	chrOU015507.1	+	7435137	7435185	7435747	7436074	7434751	7434812	7437213	7438137	92	1,0,0,0	5,0,5,3	0,1,0,1	2,2,3,3	147	426	1	1.0	0.367,NA,0.0,0.0	0.0,0.592,0.0,0.491	-0.148
93	"LOC114873991"	NA	chrOU015507.1	-	7255752	7255859	7260607	7260714	7246913	7247055	7265514	7265635	93	3,3,5,1	11,5,6,4	1,1,1,6	4,2,5,6	206	206	0.928983661177	1.0	0.214,0.375,0.455,0.2	0.2,0.333,0.167,0.5	0.011
94	"LOC114873991"	NA	chrOU015507.1	-	7374337	7374457	7383194	7383284	7372755	7372925	7388178	7388302	94	0,0,0,1	5,0,0,1	0,0,0,3	3,6,1,3	189	219	1	1.0	0.0,NA,NA,0.537	0.0,0.0,0.0,0.537	0.134
