ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
15	"LOC114881700"	NA	chrOU015518.1	-	1638501	1638742	1639409	1639436	1637330	1637572	1639696	1639836	15	105,49,73,101	75,35,50,57	46,48,71,66	41,43,35,44	126	198	0.69169869932	1.0	0.688,0.688,0.696,0.736	0.638,0.637,0.761,0.702	0.017
16	"LOC114872846"	NA	chrOU015518.1	+	1026713	1026762	1031284	1031333	1019832	1019874	1035414	1035532	16	46,12,23,18	98,58,78,44	17,18,25,31	51,53,55,56	148	148	0.354009216442	1.0	0.319,0.171,0.228,0.29	0.25,0.254,0.312,0.356	-0.041
17	"LOC114872846"	NA	chrOU015518.1	+	1026713	1026762	1033260	1033309	1019832	1019874	1035414	1035532	17	46,12,23,18	14,3,13,5	17,18,25,31	2,8,9,10	148	148	0.704936044395	1.0	0.767,0.8,0.639,0.783	0.895,0.692,0.735,0.756	-0.022
18	"LOC114872846"	NA	chrOU015518.1	+	1031284	1031333	1033260	1033309	1019832	1019874	1035414	1035532	18	98,58,78,44	14,3,13,5	51,53,55,56	2,8,9,10	148	148	0.857460413979	1.0	0.875,0.951,0.857,0.898	0.962,0.869,0.859,0.848	0.011
19	"LOC114872849"	NA	chrOU015518.1	-	857429	857654	858050	858089	856940	857029	863890	863984	19	463,271,306,328	526,352,400,442	247,249,325,393	278,222,278,424	138	198	0.00494654957209	0.20782729576992187	0.558,0.525,0.523,0.516	0.56,0.617,0.626,0.571	-0.063
20	"LOC114873001"	NA	chrOU015518.1	-	789601	789705	790142	790365	789340	789421	790649	791101	20	14,9,4,6	30,21,21,18	9,11,9,6	13,21,37,21	198	198	0.812669989345	1.0	0.318,0.3,0.16,0.25	0.409,0.344,0.196,0.222	-0.036
21	"LOC114873001"	NA	chrOU015518.1	-	789601	789705	790506	790591	789340	789421	790649	791101	21	23,6,10,9	30,21,21,18	5,6,12,4	13,21,37,21	184	198	0.0540335511874	0.7097637162068333	0.452,0.235,0.339,0.35	0.293,0.235,0.259,0.17	0.105
22	"LOC114873001"	NA	chrOU015518.1	-	789601	789705	790649	790701	789340	789421	790864	791101	22	9,2,4,2	30,21,19,19	8,3,5,2	13,20,35,19	151	198	0.790501776679	1.0	0.282,0.111,0.216,0.121	0.447,0.164,0.158,0.121	-0.04
23	"LOC114873001"	NA	chrOU015518.1	-	790142	790365	790506	790591	789340	789421	790649	791101	23	23,6,10,9	14,9,4,6	5,6,12,4	9,11,9,6	184	198	0.0999798787424	0.8435981184350643	0.639,0.418,0.729,0.617	0.374,0.37,0.589,0.418	0.163
24	"LOC114872985"	NA	chrOU015518.1	+	694385	694520	695506	695546	693317	693398	697451	698759	24	29,19,12,9	6,9,9,1	11,11,15,7	5,5,2,0	198	139	0.38043866539	1.0	0.772,0.597,0.483,0.863	0.607,0.607,0.84,1.0	-0.085
25	"LOC114872985"	NA	chrOU015518.1	+	694449	694520	695506	695546	693317	693398	697451	698759	25	26,9,6,10	6,9,9,1	9,11,8,8	5,5,2,0	170	139	0.313658319479	1.0	0.78,0.45,0.353,0.891	0.595,0.643,0.766,1.0	-0.132
26	"LOC114876025"	NA	chrOU015518.1	-	564470	564593	566594	566714	560294	560530	570935	571058	26	199,157,154,110	58,31,51,45	93,95,84,145	21,24,25,50	198	198	0.724121131514	1.0	0.774,0.835,0.751,0.71	0.816,0.798,0.771,0.744	-0.015
27	"LOC114875900"	NA	chrOU015517.1	-	5313518	5313623	5314067	5314178	5309608	5309737	5325882	5326011	27	98,52,55,46	3,3,8,3	40,49,39,56	9,1,1,7	198	198	0.423815348076	1.0	0.97,0.945,0.873,0.939	0.816,0.98,0.975,0.889	0.017
28	"LOC114872712"	NA	chrOU015517.1	-	4695482	4695658	4697833	4697964	4692205	4692281	4700336	4700438	28	25,6,7,12	3,0,1,1	14,14,8,20	0,1,0,0	198	198	0.20076295204	0.95183326942	0.893,1.0,0.875,0.923	1.0,0.933,1.0,1.0	-0.06
29	"LOC114872712"	NA	chrOU015517.1	-	4701316	4701361	4701911	4701980	4700664	4700741	4702417	4702730	29	9,4,10,8	1,0,1,1	9,11,3,11	0,0,0,1	168	144	1	1.0	0.885,1.0,0.896,0.873	1.0,1.0,1.0,0.904	-0.062
30	"LOC114880750"	NA	chrOU015510.1	-	20136	20388	20699	20830	19907	20037	21323	21365	30	191,84,107,77	253,156,170,125	74,83,58,93	114,118,125,126	198	198	0.918267913209	1.0	0.43,0.35,0.386,0.381	0.394,0.413,0.317,0.425	-0.001
31	"LOC114874524"	NA	chrOU015509.1	-	4584302	4584466	4584852	4585016	4580531	4583583	4586360	4586484	31	83,35,43,34	134,69,79,113	32,33,23,42	54,66,82,155	198	198	0.207060446611	0.95183326942	0.382,0.337,0.352,0.231	0.372,0.333,0.219,0.213	0.041
32	"LOC114874524"	NA	chrOU015509.1	-	4584302	4584466	4585405	4585569	4580531	4583583	4586360	4586484	32	1599,768,931,839	134,69,79,113	875,810,692,1366	54,66,82,155	198	198	0.782259630503	1.0	0.923,0.918,0.922,0.881	0.942,0.925,0.894,0.898	-0.004
33	"LOC114874524"	NA	chrOU015509.1	-	4584852	4585016	4585405	4585569	4580531	4583583	4586360	4586484	33	1599,768,931,839	83,35,43,34	875,810,692,1366	32,33,23,42	198	198	0.0293738905849	0.5658793627385147	0.951,0.956,0.956,0.961	0.965,0.961,0.968,0.97	-0.01
34	"LOC114871930"	NA	chrOU015506.1	+	5084681	5084817	5086262	5086398	5083208	5083385	5089990	5090196	34	80,49,59,26	102,47,60,35	50,57,36,85	42,57,44,59	198	198	0.164761423689	0.942604243665862	0.44,0.51,0.496,0.426	0.543,0.5,0.45,0.59	-0.053
35	"LOC114875351"	NA	chrOU015510.1	+	6062393	6062449	6071561	6072572	6060937	6061034	6080548	6080716	35	7,5,3,0	1,0,0,0	3,1,3,7	0,0,0,0	155	198	1	1.0	0.899,1.0,1.0,NA	1.0,1.0,1.0,1.0	-0.034
36	"LOC114881376"	NA	chrOU015510.1	-	2039933	2039939	2050597	2050606	2036039	2036282	2059809	2059970	36	4,3,3,0	0,0,1,0	5,9,4,6	0,0,0,1	108	105	1	1.0	1.0,1.0,0.745,NA	1.0,1.0,1.0,0.854	-0.048
37	"LOC114873098"	NA	chrOU015509.1	-	356238	356294	357876	357929	354082	354209	358374	358517	37	10,8,5,10	30,8,10,10	6,7,2,7	14,14,13,20	152	155	0.143054896945	0.8891214228588074	0.254,0.505,0.338,0.505	0.304,0.338,0.136,0.263	0.14
38	"LOC114873062"	NA	chrOU015509.1	+	151854	152091	158929	159045	135459	135712	159339	160834	38	957,466,615,556	1305,642,775,823	562,478,410,846	696,609,576,1134	198	198	0.612616706838	1.0	0.423,0.421,0.442,0.403	0.447,0.44,0.416,0.427	-0.01
39	"LOC114880353"	NA	chrOU015517.1	+	7650234	7653142	7657521	7657711	7618898	7618982	7662864	7662978	39	26,11,15,9	38,14,20,11	17,12,12,20	12,10,16,18	198	198	0.136597416967	0.8705191006305288	0.406,0.44,0.429,0.45	0.586,0.545,0.429,0.526	-0.09
40	"LOC114880353"	NA	chrOU015517.1	+	7657521	7657711	7662864	7662978	7650234	7653142	7671428	7671596	40	45,20,22,11	26,16,3,12	15,23,19,25	12,12,9,13	198	198	0.945037442099	1.0	0.634,0.556,0.88,0.478	0.556,0.657,0.679,0.658	-0.001
41	"LOC114870925"	NA	chrOU015504.1	+	14340729	14340785	14345378	14345464	14337461	14338709	14357934	14358025	41	12,4,6,2	36,23,27,12	5,9,6,7	18,18,19,37	155	185	0.527713263605	1.0	0.285,0.172,0.21,0.166	0.249,0.374,0.274,0.184	-0.062
42	"LOC114870925"	NA	chrOU015504.1	+	14359332	14359425	14359654	14360116	14358411	14358582	14360955	14361159	42	9,4,5,3	60,41,37,25	3,4,2,9	32,32,32,51	192	198	0.819047592993	1.0	0.134,0.091,0.122,0.11	0.088,0.114,0.061,0.154	0.01
43	"LOC114880889"	NA	chrOU015508.1	-	9845369	9845570	9863069	9863340	9838687	9838837	9875813	9876032	43	19,4,6,4	18,7,2,1	7,9,7,9	10,5,9,8	198	198	0.517361666791	1.0	0.514,0.364,0.75,0.8	0.412,0.643,0.438,0.529	0.102
44	"LOC114874134"	NA	chrOU015505.1	-	2093760	2093832	2094051	2094126	2093201	2093375	2094291	2094532	44	18,14,11,7	9,7,3,4	6,15,10,6	1,5,5,5	174	171	0.795512634928	1.0	0.663,0.663,0.783,0.632	0.855,0.747,0.663,0.541	-0.016
45	"LOC114874134"	NA	chrOU015505.1	-	2105605	2105689	2106269	2106365	2105047	2105218	2106693	2106930	45	5,1,3,4	2,2,3,2	2,3,0,1	1,1,5,6	195	183	0.0812702986844	0.8065461460345758	0.701,0.319,0.484,0.652	0.652,0.738,0.0,0.135	0.158
46	"LOC114872087"	NA	chrOU015512.1	+	3484885	3484968	3486091	3486725	3483428	3484057	3490228	3490314	46	24,18,21,14	6,6,2,2	17,11,12,39	3,3,2,0	182	198	0.0673937058147	0.7481843611631949	0.813,0.765,0.92,0.884	0.86,0.8,0.867,1.0	-0.036
47	"LOC114879923"	NA	chrOU015511.1	+	9863506	9863929	9864386	9864609	9860236	9860577	9865405	9865542	47	21,12,9,7	92,61,40,37	8,6,13,5	45,40,38,46	198	198	0.573588450234	1.0	0.186,0.164,0.184,0.159	0.151,0.13,0.255,0.098	0.015
48	"LOC114879923"	NA	chrOU015511.1	+	9863506	9863929	9864386	9864609	9860236	9860767	9865405	9865542	48	18,11,12,15	93,61,40,37	6,7,8,9	45,40,37,46	198	198	0.170901027819	0.9457114817615	0.162,0.153,0.231,0.288	0.118,0.149,0.178,0.164	0.056
49	"LOC114879935"	NA	chrOU015511.1	+	9835635	9835715	9836064	9836144	9835109	9835181	9836454	9836533	49	105,50,53,38	46,20,27,26	62,43,51,55	11,36,24,24	179	179	0.636830850965	1.0	0.695,0.714,0.662,0.594	0.849,0.544,0.68,0.696	-0.026
50	"LOC114878903"	NA	chrOU015509.1	+	5497086	5497119	5502933	5503339	5496712	5496834	5505154	5505281	50	0,0,1,0	42,24,45,47	0,0,0,0	28,16,25,31	132	198	1	1.0	0.0,0.0,0.032,0.0	0.0,0.0,0.0,0.0	0.008
51	"LOC114871608"	NA	chrOU015509.1	-	2635281	2635335	2635871	2636018	2634466	2634590	2636260	2636360	51	17,3,1,1	239,120,150,116	1,4,4,6	110,92,128,200	198	153	0.548154043059	1.0	0.052,0.019,0.005,0.007	0.007,0.033,0.024,0.023	-0.001
52	"LOC114871608"	NA	chrOU015509.1	-	2637934	2638160	2638430	2638593	2636461	2636647	2638900	2639001	52	263,129,145,137	47,28,39,34	114,119,91,223	35,16,20,47	198	198	0.836924013195	1.0	0.848,0.822,0.788,0.801	0.765,0.881,0.82,0.826	-0.008
53	"LOC114872092"	NA	chrOU015512.1	+	3347255	3347583	3347694	3347765	3346988	3347181	3348621	3348843	53	31,22,15,8	15,12,7,7	13,12,15,10	7,5,11,6	198	170	0.8508166896	1.0	0.64,0.612,0.648,0.495	0.615,0.673,0.539,0.589	-0.005
54	"LOC114876551"	NA	chrOU015508.1	-	2738829	2738967	2741414	2741636	2736714	2736909	2743052	2743124	54	5,3,3,2	10,4,8,6	1,1,0,2	6,7,6,9	198	198	0.00170931783316	0.09330026505998334	0.333,0.429,0.273,0.25	0.143,0.125,0.0,0.182	0.209
55	"LOC114878798"	NA	chrOU015514.1	+	9170936	9171098	9171343	9171499	9170275	9170709	9171637	9171810	55	40,32,18,14	69,46,63,44	23,16,25,14	33,37,48,41	198	198	0.789781622006	1.0	0.367,0.41,0.222,0.241	0.411,0.302,0.342,0.255	-0.018
56	"LOC114870921"	NA	chrOU015504.1	-	14304911	14305144	14306069	14306302	14303634	14303971	14307122	14307236	56	51,33,20,22	8,9,8,5	22,35,18,44	5,3,4,12	198	198	0.515306552085	1.0	0.864,0.786,0.714,0.815	0.815,0.921,0.818,0.786	-0.04
57	"LOC114871951"	NA	chrOU015504.1	+	11291078	11291163	11297748	11297832	11290253	11290336	11323954	11324059	57	23,14,7,6	1,1,0,1	9,16,7,21	2,2,3,3	184	183	1	1.0	0.958,0.933,1.0,0.856	0.817,0.888,0.699,0.874	0.117
58	"LOC114871951"	NA	chrOU015504.1	+	11324962	11325028	11328626	11328904	11297748	11297832	11330130	11330195	58	2,1,5,2	5,9,2,7	3,5,4,2	3,6,5,12	165	198	0.615343340767	1.0	0.324,0.118,0.75,0.255	0.545,0.5,0.49,0.167	-0.064
59	"LOC114871208"	NA	chrOU015508.1	+	2291329	2291504	2295894	2295989	2287796	2287903	2297103	2297361	59	734,296,349,334	1254,529,581,598	335,311,363,258	523,576,653,399	198	194	0.757249409932	1.0	0.364,0.354,0.37,0.354	0.386,0.346,0.353,0.388	-0.008
60	"LOC114871077"	NA	chrOU015508.1	+	2053204	2053343	2054041	2054103	2052633	2052917	2054939	2056029	60	33,11,15,8	7,0,4,1	10,14,7,9	6,2,5,2	198	161	0.104165219429	0.8445417103592592	0.793,1.0,0.753,0.867	0.575,0.851,0.532,0.785	0.168
61	"LOC114871077"	NA	chrOU015508.1	+	2053204	2053343	2054393	2054476	2052633	2052917	2054939	2056029	61	33,11,15,8	20,6,8,8	10,14,7,9	7,10,5,5	198	182	0.785153245524	1.0	0.603,0.628,0.633,0.479	0.568,0.563,0.563,0.623	0.007
62	"LOC114871077"	NA	chrOU015508.1	+	2053547	2053717	2054041	2054103	2052633	2052917	2054393	2054476	62	33,3,18,11	8,1,3,1	5,13,6,9	4,0,3,2	198	161	0.81682794259	1.0	0.77,0.709,0.83,0.899	0.504,1.0,0.619,0.785	0.075
63	"LOC114871077"	NA	chrOU015508.1	+	2053547	2053717	2054041	2054103	2053204	2053343	2054393	2054476	63	47,9,23,18	12,8,1,2	13,18,13,18	2,2,4,6	198	161	0.917563642254	1.0	0.761,0.478,0.949,0.88	0.841,0.88,0.725,0.709	-0.022
64	"LOC114871077"	NA	chrOU015508.1	+	2053547	2053717	2054041	2054103	2053204	2053343	2054939	2055033	64	29,13,7,12	11,7,2,2	12,9,10,18	3,3,7,8	198	161	0.65449941566	1.0	0.682,0.602,0.74,0.83	0.765,0.709,0.537,0.647	0.049
65	"LOC114871077"	NA	chrOU015508.1	+	2053565	2053717	2054041	2054103	2052633	2052917	2054393	2054476	65	32,3,19,10	8,1,3,1	5,13,6,10	4,0,3,2	198	161	0.938259147291	1.0	0.765,0.709,0.837,0.89	0.504,1.0,0.619,0.803	0.069
66	"LOC114871077"	NA	chrOU015508.1	+	2053565	2053717	2054041	2054103	2053204	2053343	2054393	2054476	66	41,4,22,11	12,8,1,2	12,15,7,9	2,2,4,6	198	161	0.955736103435	1.0	0.735,0.289,0.947,0.817	0.83,0.859,0.587,0.549	-0.009
67	"LOC114871077"	NA	chrOU015508.1	+	2054041	2054103	2054393	2054476	2052633	2052917	2054939	2056029	67	7,0,4,1	20,6,8,8	6,2,5,2	7,10,5,5	161	182	0.136215115948	0.8705191006305288	0.283,0.0,0.361,0.124	0.492,0.184,0.531,0.311	-0.187
68	"LOC114872159"	NA	chrOU015506.1	+	3932384	3932605	3933767	3933988	3931025	3931245	3934730	3934911	68	121,58,72,63	51,15,34,18	61,67,93,46	11,17,35,13	198	198	0.153578791271	0.9062532277703153	0.703,0.795,0.679,0.778	0.847,0.798,0.727,0.78	-0.049
69	"LOC114882795"	NA	chrOU015508.1	+	828429	828501	829599	829623	827346	827530	830652	830876	69	267,64,101,77	12,8,12,4	132,111,292,183	5,11,13,16	171	123	0.65427072127	1.0	0.941,0.852,0.858,0.933	0.95,0.879,0.942,0.892	-0.02
70	"LOC114880697"	NA	chrOU015508.1	-	10243896	10244026	10249941	10250111	10240576	10240691	10252943	10253223	70	138,77,68,46	163,111,92,49	46,72,68,36	50,73,83,80	198	198	0.852364986445	1.0	0.458,0.41,0.425,0.484	0.479,0.497,0.45,0.31	0.01
71	"LOC114882762"	NA	chrOU015507.1	+	12510949	12511093	12511611	12511689	12510702	12510877	12512816	12512977	71	49,43,51,23	6,2,4,2	39,43,42,32	2,4,2,4	198	177	0.761485166798	1.0	0.88,0.951,0.919,0.911	0.946,0.906,0.949,0.877	-0.004
72	"LOC114882802"	NA	chrOU015507.1	+	12094210	12094465	12094631	12094756	12076218	12076352	12094969	12095197	72	128,61,57,34	285,144,147,99	47,60,56,34	112,112,128,149	198	198	0.764792845319	1.0	0.31,0.298,0.279,0.256	0.296,0.349,0.304,0.186	0.002
73	"LOC114873162"	NA	chrOU015509.1	-	24342	24470	24556	24623	23855	23993	28791	28930	73	912,517,601,371	975,616,647,406	597,495,363,702	659,525,408,807	166	198	0.970691231101	1.0	0.527,0.5,0.526,0.522	0.519,0.529,0.515,0.509	0.001
74	"LOC114880380"	NA	chrOU015513.1	-	5904805	5904892	5905934	5906021	5904397	5904543	5906274	5906428	74	9,4,3,9	27,6,7,6	10,3,7,12	5,13,6,10	186	186	0.321011387753	1.0	0.25,0.4,0.3,0.6	0.667,0.188,0.538,0.545	-0.097
75	"LOC114880380"	NA	chrOU015513.1	-	5904805	5904892	5905934	5906024	5904397	5904543	5906274	5906428	75	12,6,4,13	27,6,7,6	12,10,14,15	5,13,6,10	189	186	0.133268409346	0.8705191006305288	0.304,0.496,0.36,0.681	0.703,0.431,0.697,0.596	-0.146
76	"LOC114880380"	NA	chrOU015513.1	-	5904805	5904895	5905934	5906021	5904397	5904543	5906274	5906428	76	9,4,3,9	32,10,10,7	10,3,7,12	8,15,7,8	186	189	0.182398104373	0.95183326942	0.222,0.289,0.234,0.566	0.56,0.169,0.504,0.604	-0.132
77	"LOC114880380"	NA	chrOU015513.1	-	5904805	5904895	5905934	5906024	5904397	5904543	5906274	5906428	77	12,6,4,13	32,10,10,7	12,10,14,15	8,15,7,8	189	189	0.0552640450787	0.7097637162068333	0.273,0.375,0.286,0.65	0.6,0.4,0.667,0.652	-0.184
78	"LOC114880380"	NA	chrOU015513.1	-	5908381	5908441	5909070	5909232	5907779	5907923	5909341	5909626	78	23,15,19,9	2,2,0,2	10,11,12,19	0,0,1,1	198	159	1	1.0	0.902,0.858,1.0,0.783	1.0,1.0,0.906,0.938	-0.075
79	"LOC114880380"	NA	chrOU015513.1	-	5908381	5908441	5909070	5909232	5907779	5907932	5909341	5909626	79	19,16,22,12	2,0,1,1	11,13,13,16	2,0,4,1	198	159	0.147311619381	0.8891214228588074	0.884,1.0,0.946,0.906	0.815,1.0,0.723,0.928	0.068
80	"LOC114878210"	NA	chrOU015515.1	+	8637829	8637933	8638261	8638365	8637359	8637656	8638803	8638952	80	79,36,49,61	41,18,22,24	43,52,35,49	6,18,18,16	198	198	0.0893209628989	0.8382350567419236	0.658,0.667,0.69,0.718	0.878,0.743,0.66,0.754	-0.076
81	"LOC114875046"	NA	chrOU015516.1	+	3593296	3593395	3593726	3593875	3592714	3592950	3593997	3594182	81	3,4,1,3	94,47,55,38	1,1,2,1	39,43,46,51	198	198	0.0983108224611	0.8435981184350643	0.031,0.078,0.018,0.073	0.025,0.023,0.042,0.019	0.023
82	"LOC114879884"	NA	chrOU015509.1	-	3010080	3010184	3011237	3011258	3009659	3009730	3011826	3012008	82	14,5,5,10	90,35,63,35	11,4,6,8	51,40,26,65	120	198	0.968800513305	1.0	0.204,0.191,0.116,0.32	0.262,0.142,0.276,0.169	-0.005
83	"LOC114874721"	NA	chrOU015507.1	+	9813779	9813905	9813990	9814149	9813650	9813709	9814211	9814400	83	38,21,21,11	53,34,45,18	22,9,16,11	25,32,26,13	198	198	0.964681242649	1.0	0.418,0.382,0.318,0.379	0.468,0.22,0.381,0.458	-0.007
84	"LOC114875691"	NA	chrOU015518.1	+	7463509	7463626	7465367	7465469	7463334	7463427	7466094	7467311	84	8,3,0,2	3,2,2,2	2,0,1,2	5,5,1,1	198	198	0.0874743543662	0.8382350567419236	0.727,0.6,0.0,0.5	0.286,0.0,0.5,0.667	0.093
87	"LOC114880795"	NA	chrOU015507.1	-	8176247	8176456	8179700	8179852	8167149	8167368	8189811	8189926	87	31,21,18,28	11,5,4,3	13,14,15,28	5,5,2,13	198	198	0.270551040708	1.0	0.738,0.808,0.818,0.903	0.722,0.737,0.882,0.683	0.061
88	"LOC114880795"	NA	chrOU015507.1	-	8176247	8176456	8186001	8186159	8167149	8167368	8189811	8189926	88	0,1,0,0	11,5,4,3	0,0,0,0	5,5,2,13	198	198	1	1.0	0.0,0.167,0.0,0.0	0.0,0.0,0.0,0.0	0.042
89	"LOC114880795"	NA	chrOU015507.1	-	8176286	8176456	8179700	8179852	8167149	8167368	8189811	8189926	89	31,21,18,28	14,7,2,7	13,14,15,28	8,8,5,20	198	198	0.0370685669083	0.6225618288445257	0.689,0.75,0.9,0.8	0.619,0.636,0.75,0.583	0.138
90	"LOC114880795"	NA	chrOU015507.1	-	8176286	8176456	8186001	8186159	8167149	8167368	8189811	8189926	90	0,1,0,0	14,7,2,7	0,0,0,0	8,8,5,20	198	198	1	1.0	0.0,0.125,0.0,0.0	0.0,0.0,0.0,0.0	0.031
91	"LOC114880795"	NA	chrOU015507.1	-	8179700	8179852	8186001	8186159	8167149	8167368	8189811	8189926	91	0,1,0,0	31,21,18,28	0,0,0,0	13,14,15,28	198	198	1	1.0	0.0,0.045,0.0,0.0	0.0,0.0,0.0,0.0	0.011
92	"LOC114873994"	NA	chrOU015507.1	+	7435137	7435185	7435747	7436074	7434751	7434812	7437213	7438137	92	1,0,0,0	3,0,1,1	0,1,0,1	1,0,0,1	147	198	1	1.0	0.31,NA,0.0,0.0	0.0,1.0,NA,0.574	-0.421
93	"LOC114873991"	NA	chrOU015507.1	-	7255752	7255859	7260607	7260714	7246913	7247055	7265514	7265635	93	3,3,4,1	11,4,5,4	1,1,1,6	4,2,5,4	198	198	0.988511290085	1.0	0.214,0.429,0.444,0.2	0.2,0.333,0.167,0.6	-0.003
94	"LOC114873991"	NA	chrOU015507.1	-	7374337	7374457	7383194	7383284	7372755	7372925	7388178	7388302	94	0,0,0,1	4,0,0,1	0,0,0,3	3,6,1,3	189	198	1	1.0	0.0,NA,NA,0.512	0.0,0.0,0.0,0.512	0.128
95	"LOC114879993"	NA	chrOU015507.1	-	5765578	5765657	5766212	5766291	5763996	5764982	5766517	5766598	95	112,101,100,80	583,253,380,260	76,75,83,109	213,215,298,321	178	178	0.161967071336	0.9388356789830088	0.161,0.285,0.208,0.235	0.263,0.259,0.218,0.253	-0.026
96	"LOC114879993"	NA	chrOU015507.1	-	5765578	5765657	5766517	5766598	5763996	5764982	5766680	5766773	96	388,198,254,198	218,102,154,106	157,160,183,266	93,89,120,127	180	178	0.92144363197	1.0	0.638,0.657,0.62,0.649	0.625,0.64,0.601,0.674	0.006
