ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE
390	"LOC114877458"	NA	chrOU015507.1	+	3631411	3631562	3631411	3631558	3632134	3633902
394	"LOC114871121"	NA	chrOU015508.1	+	1911644	1911815	1911644	1911811	1912149	1912950
401	"LOC114879026"	NA	chrOU015505.1	+	5327629	5328020	5327629	5327894	5333260	5333641
402	"LOC114876998"	NA	chrOU015514.1	-	2728505	2728854	2728702	2728854	2728206	2728350
413	"LOC114877282"	NA	chrOU015518.1	-	6501447	6503404	6501518	6503404	6498187	6499119
416	"LOC114879681"	NA	chrOU015513.1	+	10669695	10670161	10669695	10669933	10670461	10670860
423	"LOC114880527"	NA	chrOU015509.1	-	8907549	8907730	8907680	8907730	8907418	8907441
435	"LOC114872535"	NA	chrOU015506.1	-	9004634	9004672	9004659	9004672	9002552	9002622
436	"LOC114872535"	NA	chrOU015506.1	-	9004634	9004672	9004659	9004672	9004311	9004556
445	"LOC114876960"	NA	chrOU015507.1	+	10690170	10690344	10690170	10690311	10690985	10691195
477	"LOC114875877"	NA	chrOU015516.1	+	3808084	3808622	3808084	3808255	3810964	3811176
479	"LOC114881594"	NA	chrOU015509.1	-	5351790	5352249	5351932	5352249	5351309	5351594
482	"LOC114881594"	NA	chrOU015509.1	-	5351790	5352249	5351932	5352249	5351309	5351689
512	"LOC114880742"	NA	chrOU015510.1	+	37724	37956	37724	37941	38114	38138
513	"LOC114880742"	NA	chrOU015510.1	+	37724	37956	37724	37941	38117	38138
517	"LOC114878444"	NA	chrOU015506.1	-	2804665	2805133	2804806	2805133	2801256	2801387
545	"LOC114877587"	NA	chrOU015515.1	-	400929	401449	401439	401449	398418	398655
546	"LOC114877587"	NA	chrOU015515.1	-	400929	401449	401439	401449	398728	398997
560	"LOC114871918"	NA	chrOU015504.1	+	15950109	15950722	15950109	15950710	15952181	15952226
579	"LOC114882881"	NA	chrOU015504.1	+	9386714	9386767	9386714	9386765	9386830	9387020
601	"LOC114880748"	NA	chrOU015510.1	+	21571	22211	21571	21621	22504	22680
604	"LOC114875608"	NA	chrOU015513.1	-	8051221	8051564	8051225	8051564	8050907	8051120
634	"LOC114875107"	NA	chrOU015512.1	+	8111820	8112713	8111820	8112494	8117062	8117257
654	"LOC114873850"	NA	chrOU015513.1	+	4640755	4641269	4640755	4640910	4641481	4641555
656	"LOC114871209"	NA	chrOU015508.1	-	1827590	1829883	1827717	1829883	1827142	1827277
663	"LOC114882913"	NA	chrOU015504.1	+	9307572	9307690	9307572	9307686	9307742	9308954
670	"LOC114871847"	NA	chrOU015504.1	+	16986960	16987375	16986960	16987141	16988408	16988592
697	"LOC114879236"	NA	chrOU015514.1	-	9904413	9904713	9904566	9904713	9903457	9903595
729	"LOC114879490"	NA	chrOU015513.1	-	2767226	2768316	2767869	2768316	2744230	2744786
736	"LOC114875205"	NA	chrOU015511.1	-	9778285	9778373	9778335	9778373	9777805	9778230
742	"LOC114880745"	NA	chrOU015510.1	-	27889	28111	27900	28111	26764	27828
743	"LOC114880516"	NA	chrOU015509.1	-	8972475	8973296	8973057	8973296	8966979	8968381
754	"LOC114878658"	NA	chrOU015508.1	-	11154676	11154739	11154685	11154739	11141796	11141988
783	"LOC114871226"	NA	chrOU015506.1	+	4261984	4262263	4261984	4262260	4262824	4263097
786	"LOC114880786"	NA	chrOU015505.1	+	12130653	12131072	12130653	12130872	12131208	12131369
790	"LOC114880786"	NA	chrOU015505.1	+	12131461	12131657	12131461	12131560	12133111	12133344
794	"LOC114876139"	NA	chrOU015504.1	+	15438275	15439359	15438275	15438362	15440362	15440423
796	"LOC114876139"	NA	chrOU015504.1	+	15438275	15440284	15438275	15439359	15440362	15440423
803	"LOC114878606"	NA	chrOU015514.1	-	1293679	1293802	1293792	1293802	1293063	1293307
809	"LOC114877804"	NA	chrOU015506.1	+	7556644	7557078	7556644	7556851	7557214	7557396
830	"LOC114876187"	NA	chrOU015504.1	-	15720939	15721762	15721675	15721762	15712878	15714965
832	"LOC114876450"	NA	chrOU015517.1	+	3279162	3279392	3279162	3279346	3279532	3279996
851	"LOC114876153"	NA	chrOU015504.1	-	15434305	15434462	15434310	15434462	15433887	15434240
852	"LOC114876153"	NA	chrOU015504.1	-	15434305	15434462	15434310	15434462	15433887	15434253
856	"LOC114878450"	NA	chrOU015507.1	-	11629338	11629604	11629403	11629604	11628776	11628902
857	"LOC114878450"	NA	chrOU015507.1	-	11629338	11629604	11629403	11629604	11629002	11629195
895	"LOC114872627"	NA	chrOU015506.1	-	1275208	1275713	1275484	1275713	1274923	1275105
901	"LOC114877944"	NA	chrOU015506.1	+	3305593	3306083	3305593	3305857	3306243	3306547
907	"LOC114881064"	NA	chrOU015504.1	+	4800097	4800364	4800097	4800360	4801318	4801787
929	"LOC114876165"	NA	chrOU015504.1	+	15347494	15350965	15347494	15348619	15351714	15351848
935	"LOC114876580"	NA	chrOU015514.1	-	8905545	8905639	8905561	8905639	8903895	8903983
936	"LOC114876156"	NA	chrOU015504.1	+	15435056	15435643	15435056	15435289	15436150	15436494
989	"LOC114878883"	NA	chrOU015505.1	+	4213171	4213984	4213171	4213486	4247117	4247375
1000	"LOC114871359"	NA	chrOU015515.1	+	3853986	3854269	3853986	3854250	3854981	3855063
1007	"LOC114875861"	NA	chrOU015505.1	+	14024675	14024834	14024675	14024795	14025283	14025312
1009	"LOC114877984"	NA	chrOU015506.1	-	3280753	3281386	3280784	3281386	3279437	3279965
1011	"LOC114877984"	NA	chrOU015506.1	-	3280753	3281386	3280784	3281386	3279437	3280040
1012	"LOC114872021"	NA	chrOU015505.1	-	6593320	6593890	6593643	6593890	6589790	6590047
1013	"LOC114871097"	NA	chrOU015508.1	-	2267226	2267594	2267332	2267594	2266338	2266459
1036	"LOC114878351"	NA	chrOU015510.1	-	296147	297073	296421	297073	295110	295214
1041	"LOC114876064"	NA	chrOU015506.1	-	413731	414127	413838	414127	413041	413125
1073	"LOC114874392"	NA	chrOU015512.1	+	6905133	6905427	6905133	6905362	6915466	6916170
1083	"LOC114883013"	NA	chrOU015505.1	-	8929966	8930718	8930582	8930718	8929624	8929724
1095	"LOC114875270"	NA	chrOU015511.1	+	9661752	9662095	9661752	9662032	9662471	9662744
1104	"LOC114876386"	NA	chrOU015504.1	+	12124412	12124847	12124412	12124568	12126866	12127174
1112	"LOC114871435"	NA	chrOU015505.1	-	11817303	11817528	11817307	11817528	11814833	11814947
1161	"LOC114882155"	NA	chrOU015504.1	+	6215447	6218235	6215447	6216121	6218388	6218671
1172	"LOC114879234"	NA	chrOU015514.1	+	9907680	9907949	9907680	9907930	9908007	9908565
1176	"LOC114877833"	NA	chrOU015506.1	+	2444488	2448069	2444488	2444624	2457362	2457510
1178	"LOC114878184"	NA	chrOU015509.1	-	9211090	9211720	9211105	9211720	9210034	9210131
1184	"LOC114872448"	NA	chrOU015514.1	+	5351848	5351986	5351848	5351934	5352587	5352677
1198	"LOC114881384"	NA	chrOU015509.1	+	10288879	10289347	10288879	10289200	10289428	10289602
1204	"LOC114880733"	NA	chrOU015510.1	+	85027	85670	85027	85165	85746	85979
1239	"LOC114873265"	NA	chrOU015515.1	-	2089001	2089081	2089007	2089081	2088470	2088935
1279	"LOC114876984"	NA	chrOU015510.1	+	4818150	4818305	4818150	4818295	4818548	4818880
1280	"LOC114876984"	NA	chrOU015510.1	+	4818150	4818305	4818150	4818295	4818552	4818880
1308	"LOC114881153"	NA	chrOU015511.1	+	1427234	1427617	1427234	1427476	1428832	1429222
1311	"LOC114881153"	NA	chrOU015511.1	+	1427234	1427675	1427234	1427617	1428832	1429222
1312	"LOC114881153"	NA	chrOU015511.1	+	1427234	1427893	1427234	1427617	1428832	1429222
1323	"LOC114874142"	NA	chrOU015505.1	+	2226776	2227320	2226776	2227268	2227373	2227465
1325	"LOC114877011"	NA	chrOU015514.1	-	2842887	2842956	2842891	2842956	2840982	2841003
1328	"LOC114880140"	NA	chrOU015511.1	+	2247172	2247807	2247172	2247600	2248474	2248713
1331	"LOC114881039"	NA	chrOU015511.1	-	2712013	2712427	2712015	2712427	2711820	2711888
1341	"LOC114877113"	NA	chrOU015511.1	-	4755650	4756090	4755654	4756090	4753349	4754552
1354	"LOC114871073"	NA	chrOU015508.1	-	1738818	1738951	1738920	1738951	1737227	1737715
1364	"LOC114882709"	NA	chrOU015508.1	-	136323	136567	136466	136567	136058	136221
1369	"LOC114873763"	NA	chrOU015514.1	-	6745498	6745829	6745503	6745829	6720944	6721180
1393	"LOC114877755"	NA	chrOU015514.1	+	2171103	2171121	2171103	2171115	2171179	2171363
1396	"LOC114875199"	NA	chrOU015511.1	+	9729057	9729679	9729057	9729309	9730125	9730178
1420	"LOC114880544"	NA	chrOU015512.1	+	116675	116797	116675	116773	117181	117370
1421	"LOC114880544"	NA	chrOU015512.1	+	116675	117370	116675	116773	117541	117624
1428	"LOC114877472"	NA	chrOU015512.1	-	278434	279181	279020	279181	278129	278335
1441	"LOC114873150"	NA	chrOU015512.1	+	690731	691059	690731	690939	691533	691641
1443	"LOC114873130"	NA	chrOU015512.1	-	782163	782533	782335	782533	781920	782102
1524	"LOC114878580"	NA	chrOU015514.1	+	1314917	1315158	1314917	1314954	1315586	1315930
1525	"LOC114876239"	NA	chrOU015513.1	+	8767654	8767905	8767654	8767901	8768087	8768305
1532	"LOC114870904"	NA	chrOU015504.1	+	13985968	13986879	13985968	13986293	13987031	13989577
1538	"LOC114871111"	NA	chrOU015508.1	+	1957275	1957713	1957275	1957432	1959092	1959235
1539	"LOC114871111"	NA	chrOU015508.1	+	1957275	1957917	1957275	1957432	1959092	1959235
1572	"LOC114871291"	NA	chrOU015513.1	-	6045272	6045791	6045308	6045791	6043370	6043568
1583	"LOC114875539"	NA	chrOU015513.1	+	8264315	8264532	8264315	8264464	8264601	8264820
1591	"LOC114876335"	NA	chrOU015513.1	-	8536758	8537152	8536984	8537152	8536318	8536624
1592	"LOC114876339"	NA	chrOU015513.1	+	8574268	8574571	8574268	8574380	8578430	8578495
1600	"LOC114876266"	NA	chrOU015513.1	-	8925742	8927221	8925978	8927221	8924720	8924931
1601	"LOC114876266"	NA	chrOU015513.1	-	8928758	8929316	8929113	8929316	8927452	8927694
1604	"LOC114876264"	NA	chrOU015513.1	+	8934629	8934824	8934629	8934814	8934892	8935006
1632	"LOC114875644"	NA	chrOU015505.1	+	8221148	8221280	8221148	8221256	8226495	8226672
1633	"LOC114875644"	NA	chrOU015505.1	+	8221148	8221280	8221148	8221256	8226519	8226672
1645	"LOC114874184"	NA	chrOU015513.1	+	9340514	9340572	9340514	9340556	9346681	9349348
1660	"LOC114878563"	NA	chrOU015514.1	-	1256106	1256443	1256315	1256443	1252323	1252424
1663	"LOC114878570"	NA	chrOU015514.1	+	1359672	1359838	1359672	1359692	1359915	1360023
1665	"LOC114873310"	NA	chrOU015514.1	-	7216281	7216451	7216289	7216451	7215794	7215871
1666	"LOC114882410"	NA	chrOU015514.1	+	1492364	1492486	1492364	1492427	1492560	1492682
1684	"LOC114875769"	NA	chrOU015514.1	+	2417092	2417182	2417092	2417178	2417542	2417628
1690	"LOC114872425"	NA	chrOU015514.1	-	5431943	5432388	5431953	5432388	5431206	5431371
1720	"LOC114873915"	NA	chrOU015514.1	-	8474763	8475923	8475406	8475923	8472832	8472998
1727	"LOC114874000"	NA	chrOU015507.1	-	7947033	7947201	7947042	7947201	7943854	7943941
1754	"LOC114879200"	NA	chrOU015514.1	+	9990459	9990820	9990459	9990572	9991110	9991242
1767	"LOC114879463"	NA	chrOU015515.1	+	598117	598753	598117	598496	603017	603161
1768	"LOC114879273"	NA	chrOU015515.1	+	644066	644158	644066	644148	644510	644636
1769	"LOC114879273"	NA	chrOU015515.1	+	644066	644158	644066	644148	645091	645998
1796	"LOC114880628"	NA	chrOU015507.1	-	6948243	6949042	6948876	6949042	6941462	6941608
1816	"LOC114873237"	NA	chrOU015515.1	+	2948952	2955698	2948952	2953093	2959418	2959504
1825	"LOC114875502"	NA	chrOU015505.1	+	3695509	3696267	3695509	3695778	3696328	3696406
1830	"LOC114880563"	NA	chrOU015518.1	+	3655913	3656438	3655913	3656435	3657189	3657615
1863	"LOC114871716"	NA	chrOU015515.1	+	6112489	6112615	6112489	6112610	6112843	6112873
1864	"LOC114871716"	NA	chrOU015515.1	+	6112489	6112615	6112489	6112610	6113929	6113971
1871	"LOC114881342"	NA	chrOU015516.1	-	993410	993820	993708	993820	992361	992776
1877	"LOC114871785"	NA	chrOU015516.1	-	1824930	1825456	1825203	1825456	1824512	1824763
1901	"LOC114875048"	NA	chrOU015516.1	-	3652435	3652692	3652448	3652692	3652183	3652354
1902	"LOC114875048"	NA	chrOU015516.1	-	3652435	3652692	3652448	3652692	3652282	3652374
1911	"LOC114875884"	NA	chrOU015516.1	-	4131979	4132084	4131983	4132084	4130950	4131048
1915	"LOC114880171"	NA	chrOU015516.1	+	4634486	4634654	4634486	4634639	4635050	4635714
1920	"LOC114880126"	NA	chrOU015507.1	-	2187505	2187669	2187515	2187669	2187261	2187415
1921	"LOC114880126"	NA	chrOU015507.1	-	2187505	2187669	2187535	2187669	2187261	2187415
1922	"LOC114880126"	NA	chrOU015507.1	-	2187515	2187669	2187535	2187669	2187261	2187415
1923	"LOC114880126"	NA	chrOU015507.1	-	2187505	2187669	2187515	2187669	2187261	2187426
1925	"LOC114880126"	NA	chrOU015507.1	-	2187515	2187669	2187535	2187669	2187261	2187426
1939	"LOC114879101"	NA	chrOU015516.1	-	8213642	8214706	8213814	8214706	8213151	8213455
1985	"LOC114874861"	NA	chrOU015516.1	-	7227065	7227395	7227167	7227395	7222470	7222823
1993	"LOC114878937"	NA	chrOU015514.1	+	9571931	9572234	9571931	9572197	9572783	9573071
2001	"LOC114878973"	NA	chrOU015517.1	-	3411855	3413575	3411870	3413575	3406149	3406373
2002	"LOC114878973"	NA	chrOU015517.1	-	3411855	3413575	3411870	3413575	3406149	3406391
2009	"LOC114882679"	NA	chrOU015508.1	+	104375	104624	104375	104620	104699	105090
2010	"LOC114882679"	NA	chrOU015508.1	+	104375	104624	104375	104620	104723	105783
