ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
367	"LOC114875270"	NA	chrOU015511.1	+	9660165	9660232	9661188	9661212	9659549	9659688	9661752	9662095
368	"LOC114874118"	NA	chrOU015505.1	+	2282075	2282133	2283907	2284030	2281254	2281438	2290854	2292520
369	"LOC114877328"	NA	chrOU015509.1	+	1997352	1998534	2045062	2045125	1989645	1990063	2049409	2049577
371	"LOC114876386"	NA	chrOU015504.1	+	12122611	12122794	12124412	12124847	12120662	12121009	12126344	12126524
372	"LOC114876386"	NA	chrOU015504.1	+	12124412	12124568	12126344	12126524	12122611	12122794	12126866	12127174
373	"LOC114876386"	NA	chrOU015504.1	+	12124412	12124847	12126344	12126524	12120662	12121009	12126866	12127174
374	"LOC114876386"	NA	chrOU015504.1	+	12124412	12124847	12126344	12126524	12122611	12122794	12126866	12127174
375	"LOC114872702"	NA	chrOU015506.1	+	1499859	1500206	1501744	1501938	1498674	1498860	1502263	1502394
376	"LOC114872702"	NA	chrOU015506.1	+	1499996	1500206	1501744	1501938	1498674	1498860	1502263	1502394
377	"LOC114872702"	NA	chrOU015506.1	+	1500091	1500206	1501744	1501938	1498674	1498860	1502263	1502394
378	"LOC114872702"	NA	chrOU015506.1	+	1500129	1500206	1501744	1501938	1498674	1498860	1502263	1502394
379	"LOC114871435"	NA	chrOU015505.1	-	11814833	11814950	11818870	11818965	11814155	11814245	11819602	11819875
380	"LOC114871435"	NA	chrOU015505.1	-	11817303	11817528	11818870	11818965	11812928	11814245	11819483	11819590
381	"LOC114871435"	NA	chrOU015505.1	-	11817303	11817528	11818870	11818965	11812928	11814245	11819602	11819885
386	"LOC114871791"	NA	chrOU015516.1	+	2269045	2269108	2269960	2270056	2267602	2267779	2270938	2271042
388	"LOC114883076"	NA	chrOU015505.1	-	9283905	9283947	9285102	9285141	9281660	9281810	9285744	9285862
389	"LOC114873119"	NA	chrOU015512.1	-	649045	649177	649858	649993	648092	648251	650884	651019
393	"LOC114873119"	NA	chrOU015512.1	-	649858	649993	650884	651019	649045	649177	651689	651793
394	"LOC114879295"	NA	chrOU015505.1	-	12464293	12464407	12464637	12464706	12463334	12463504	12465179	12465633
396	"LOC114879793"	NA	chrOU015507.1	-	4917873	4918059	4918165	4918405	4917280	4917485	4918685	4918961
397	"LOC114875829"	NA	chrOU015505.1	-	13723101	13723305	13737043	13737092	13700860	13701183	13752210	13752254
398	"LOC114875829"	NA	chrOU015505.1	-	13723101	13723305	13737043	13737092	13700860	13701183	13765875	13765927
399	"LOC114878707"	NA	chrOU015505.1	+	12768882	12769124	12769329	12769527	12768603	12768702	12770405	12770655
400	"LOC114875790"	NA	chrOU015505.1	+	14160309	14160415	14164749	14165009	14145201	14146205	14165483	14165585
401	"LOC114875790"	NA	chrOU015505.1	+	14160309	14160415	14164749	14165009	14147243	14147441	14165483	14165585
402	"LOC114877426"	NA	chrOU015512.1	+	328693	328859	330174	330262	323792	324142	335814	335888
403	"LOC114876897"	NA	chrOU015508.1	+	3264527	3264698	3264988	3265295	3264320	3264440	3265589	3265736
404	"LOC114876897"	NA	chrOU015508.1	+	3264790	3264882	3264988	3265295	3264527	3264698	3265589	3265736
405	"LOC114877314"	NA	chrOU015509.1	+	2087785	2087915	2089126	2089232	2086352	2086506	2093395	2093660
407	"LOC114877117"	NA	chrOU015505.1	+	13562936	13563063	13563432	13563535	13562697	13562873	13563621	13564059
408	"LOC114877117"	NA	chrOU015505.1	+	13562957	13563063	13563432	13563535	13562697	13562873	13563621	13564059
416	"LOC114871353"	NA	chrOU015515.1	+	3898755	3899082	3900202	3900208	3888491	3888634	3900923	3901358
417	"LOC114878202"	NA	chrOU015509.1	+	9321471	9321693	9326278	9326444	9310984	9311085	9327749	9328178
418	"LOC114877511"	NA	chrOU015509.1	-	9915428	9915637	9915757	9915972	9913985	9915249	9916054	9916394
419	"LOC114879861"	NA	chrOU015511.1	+	5425581	5425706	5425784	5425925	5425332	5425468	5426005	5426196
421	"LOC114878603"	NA	chrOU015514.1	+	1459268	1459616	1461133	1461361	1457385	1457850	1461558	1461965
423	"LOC114873417"	NA	chrOU015513.1	-	10205302	10205665	10207458	10207506	10204153	10204375	10207787	10207936
424	"LOC114873265"	NA	chrOU015515.1	-	2096987	2097287	2097923	2098097	2094657	2094782	2103344	2103627
426	"LOC114874043"	NA	chrOU015510.1	-	1281778	1281902	1289070	1289127	1280912	1281023	1290152	1290268
427	"LOC114874043"	NA	chrOU015510.1	-	1281829	1281902	1289070	1289127	1280912	1281023	1290152	1290268
428	"LOC114874043"	NA	chrOU015510.1	-	1290152	1290268	1298470	1298520	1289070	1289127	1299268	1299355
429	"LOC114874043"	NA	chrOU015510.1	-	1290152	1290268	1298470	1298520	1289070	1289127	1304433	1304481
435	"LOC114880919"	NA	chrOU015512.1	-	7305233	7305515	7306533	7306956	7304637	7304888	7307097	7307281
436	"LOC114873887"	NA	chrOU015513.1	-	4492973	4493029	4526111	4526147	4477031	4477119	4570061	4570111
437	"LOC114873887"	NA	chrOU015513.1	-	4526111	4526147	4570061	4570111	4492973	4493029	4587580	4587685
438	"LOC114873055"	NA	chrOU015510.1	+	3744441	3744582	3769477	3769594	3741974	3742152	3770975	3771344
439	"LOC114873055"	NA	chrOU015510.1	+	3744441	3744582	3769477	3769594	3741974	3742152	3771619	3772016
444	"LOC114876965"	NA	chrOU015510.1	-	5211512	5211611	5212209	5212668	5211260	5211333	5213432	5213567
445	"LOC114875378"	NA	chrOU015510.1	-	5621045	5621105	5631193	5631349	5598716	5598846	5715976	5716027
446	"LOC114874006"	NA	chrOU015510.1	-	1213951	1214072	1214318	1214465	1213754	1213878	1214602	1214814
447	"LOC114881032"	NA	chrOU015511.1	+	1709230	1709388	1710125	1710233	1708486	1708872	1710374	1710457
448	"LOC114880872"	NA	chrOU015511.1	-	2040171	2040337	2040447	2040678	2038911	2039935	2041235	2041253
450	"LOC114877113"	NA	chrOU015511.1	-	4756885	4757087	4757671	4758723	4756474	4756752	4759099	4759192
451	"LOC114875153"	NA	chrOU015511.1	+	5713235	5713293	5714760	5714937	5710622	5710822	5715122	5715218
452	"LOC114875311"	NA	chrOU015511.1	-	9215225	9215466	9256017	9256151	9206809	9213744	9273031	9273097
454	"LOC114875157"	NA	chrOU015511.1	-	5729655	5729745	5730024	5730096	5729268	5729446	5730334	5730516
459	"LOC114873763"	NA	chrOU015514.1	-	6732199	6732473	6745498	6745829	6720944	6721180	6772069	6772335
460	"LOC114873763"	NA	chrOU015514.1	-	6732199	6732473	6745503	6745829	6720944	6721180	6772069	6772335
465	"LOC114875199"	NA	chrOU015511.1	+	9729585	9729679	9730125	9730178	9729056	9729309	9730332	9730414
466	"LOC114877641"	NA	chrOU015511.1	+	10080294	10080378	10081218	10081257	10079742	10079810	10081958	10082012
468	"LOC114877641"	NA	chrOU015511.1	+	10081218	10081257	10081958	10082012	10080294	10080378	10082632	10082700
469	"LOC114877651"	NA	chrOU015511.1	+	10336034	10336175	10349714	10349919	10334536	10335059	10361159	10361254
470	"LOC114876443"	NA	chrOU015511.1	+	10640203	10640345	10640543	10640658	10639966	10640058	10641289	10641402
471	"LOC114876443"	NA	chrOU015511.1	+	10640274	10640345	10640543	10640658	10639492	10640058	10641289	10641402
472	"LOC114876701"	NA	chrOU015507.1	-	10413455	10413523	10413718	10413937	10412957	10413233	10414989	10415043
473	"LOC114877478"	NA	chrOU015512.1	+	200370	200481	200896	200986	199622	199814	201796	201895
474	"LOC114877478"	NA	chrOU015512.1	+	200370	200481	201185	201269	199622	199814	201796	201895
475	"LOC114877478"	NA	chrOU015512.1	+	200370	200481	200896	200986	199622	199814	203735	203831
476	"LOC114877478"	NA	chrOU015512.1	+	200370	200481	200896	200986	199622	199814	204386	204621
477	"LOC114877478"	NA	chrOU015512.1	+	200370	200481	203735	203831	199622	199814	204386	204621
478	"LOC114877478"	NA	chrOU015512.1	+	200896	200986	201185	201269	199622	199814	201796	201895
479	"LOC114877478"	NA	chrOU015512.1	+	200896	200986	201185	201269	199622	199814	202900	202969
480	"LOC114877478"	NA	chrOU015512.1	+	200896	200986	203735	203831	199622	199814	204386	204621
481	"LOC114877478"	NA	chrOU015512.1	+	200896	200986	201796	201895	200370	200481	202900	202969
484	"LOC114877478"	NA	chrOU015512.1	+	201185	201269	202900	202969	200896	200986	203735	203831
485	"LOC114877478"	NA	chrOU015512.1	+	202900	202969	203735	203831	200896	200986	204386	204621
486	"LOC114877478"	NA	chrOU015512.1	+	202900	202969	203735	203831	201185	201269	204386	204621
487	"LOC114873900"	NA	chrOU015514.1	+	8386085	8386181	8386814	8386838	8384652	8384723	8386988	8387045
488	"LOC114873900"	NA	chrOU015514.1	+	8386814	8386838	8386988	8387045	8386085	8386181	8387275	8387345
489	"LOC114873900"	NA	chrOU015514.1	+	8391749	8391875	8392185	8392308	8391345	8391534	8392372	8393149
491	"LOC114880409"	NA	chrOU015506.1	+	11159525	11159753	11164490	11164592	11150616	11150905	11186374	11186500
492	"LOC114880409"	NA	chrOU015506.1	+	11164490	11164592	11186374	11186500	11159525	11159753	11190067	11190485
493	"LOC114873116"	NA	chrOU015512.1	-	658125	658197	658345	658465	657475	657600	658681	658726
495	"LOC114871843"	NA	chrOU015504.1	+	17010829	17012211	17012576	17012650	17009968	17010354	17012776	17013477
496	"LOC114879548"	NA	chrOU015507.1	-	4220330	4220434	4220659	4220903	4219862	4219985	4221422	4221618
497	"LOC114879548"	NA	chrOU015507.1	-	4220659	4220903	4221422	4221618	4220330	4220434	4229714	4229938
498	"LOC114873056"	NA	chrOU015512.1	-	1107182	1107291	1108000	1108378	1106932	1106990	1108637	1108803
499	"LOC114873056"	NA	chrOU015512.1	-	1107186	1107291	1108000	1108378	1106932	1106990	1108637	1108803
500	"LOC114879305"	NA	chrOU015505.1	+	5278371	5278394	5278750	5278833	5272416	5272668	5279306	5279706
504	"LOC114873981"	NA	chrOU015515.1	+	5093344	5093399	5113853	5114001	5079370	5079862	5139313	5140253
505	"LOC114872136"	NA	chrOU015512.1	+	2637873	2637944	2646496	2646517	2623475	2623538	2673863	2674030
506	"LOC114872070"	NA	chrOU015512.1	+	3248312	3248437	3248804	3248890	3245678	3245778	3249181	3249250
507	"LOC114872070"	NA	chrOU015512.1	+	3248804	3248890	3249181	3249250	3248312	3248437	3249457	3249670
516	"LOC114876601"	NA	chrOU015514.1	+	8666759	8666828	8669513	8669564	8663734	8663811	8675308	8675341
517	"LOC114876601"	NA	chrOU015514.1	+	8666759	8666828	8672994	8673057	8663734	8663811	8675308	8675341
518	"LOC114876601"	NA	chrOU015514.1	+	8666759	8666828	8669513	8669564	8663734	8663811	8675727	8675860
