ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
13	"LOC114876663"	NA	chrOU015519.1	-	5900707	5901632	5900833	5901632	5899825	5900008	13	30,16,13,14	13,1,5,9	15,23,15,42	7,3,3,12	225	99	0.491185915535	1.0	0.504,0.876,0.534,0.406	0.485,0.771,0.688,0.606	-0.057
14	"LOC114871527"	NA	chrOU015519.1	-	5477917	5478443	5478022	5478443	5477139	5477802	14	64,28,34,24	1,0,1,0	43,27,30,71	0,0,0,2	204	99	1	1.0	0.969,1.0,0.943,1.0	1.0,1.0,1.0,0.945	-0.008
15	"LOC114871529"	NA	chrOU015519.1	+	5447418	5447680	5447418	5447533	5448185	5449081	15	8,6,4,2	8,0,1,4	8,0,3,4	3,7,2,5	246	99	0.181419108071	1.0	0.287,1.0,0.617,0.168	0.518,0.0,0.376,0.244	0.234
16	"LOC114871522"	NA	chrOU015519.1	+	4784506	4785814	4784506	4785775	4824129	4824318	16	2,3,5,2	1,0,0,0	2,2,1,2	1,0,0,0	138	99	1	1.0	0.589,1.0,1.0,1.0	0.589,1.0,1.0,1.0	0.0
17	"LOC114871549"	NA	chrOU015519.1	-	4633324	4633639	4633402	4633639	4632966	4633049	17	46,15,32,25	2,0,0,0	25,17,29,18	0,0,0,0	177	99	1	1.0	0.928,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.018
19	"LOC114871490"	NA	chrOU015519.1	-	4403214	4403393	4403239	4403393	4402800	4403147	19	33,12,18,5	0,2,1,1	14,11,12,19	3,1,2,0	124	99	0.158145604068	1.0	1.0,0.827,0.935,0.8	0.788,0.898,0.827,1.0	0.012
20	"LOC114879061"	NA	chrOU015519.1	+	4146157	4146365	4146157	4146344	4147004	4147205	20	0,1,1,1	8,1,2,2	0,0,0,2	0,3,5,4	120	99	1	1.0	0.0,0.452,0.292,0.292	NA,0.0,0.0,0.292	0.162
21	"LOC114879042"	NA	chrOU015519.1	-	3951361	3951496	3951368	3951496	3948738	3948858	21	0,0,0,0	16,10,2,8	0,0,1,1	1,7,13,8	106	99	1	1.0	0.0,0.0,0.0,0.0	0.0,0.0,0.067,0.105	-0.043
22	"LOC114879042"	NA	chrOU015519.1	-	3951767	3952323	3951877	3952323	3951368	3951496	22	4,1,6,1	11,2,1,11	0,1,9,5	1,1,12,1	209	99	0.479661434019	1.0	0.147,0.191,0.74,0.041	0.0,0.321,0.262,0.703	-0.042
24	"LOC114880249"	NA	chrOU015519.1	-	3748935	3749280	3749004	3749280	3748377	3748564	24	8,4,6,3	2,1,1,1	5,4,6,2	6,2,4,4	168	99	0.00411110521734	0.15228583368912635	0.702,0.702,0.78,0.639	0.329,0.541,0.469,0.228	0.314
25	"LOC114877992"	NA	chrOU015519.1	-	3691555	3692381	3691781	3692381	3690482	3691463	25	77,35,38,21	0,0,0,0	39,29,22,27	0,0,1,0	325	99	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,0.87,1.0	0.032
26	"LOC114877993"	NA	chrOU015519.1	+	3672161	3672640	3672161	3672630	3672707	3673702	26	12,6,12,7	6,3,6,2	11,6,4,12	4,3,2,6	109	99	0.841887084129	1.0	0.645,0.645,0.645,0.761	0.714,0.645,0.645,0.645	0.012
27	"LOC114880466"	NA	chrOU015519.1	+	6215038	6215245	6215038	6215239	6215417	6215823	27	18,7,8,9	5,2,3,6	11,4,6,12	3,4,3,0	105	99	0.552201384719	1.0	0.772,0.767,0.715,0.586	0.776,0.485,0.653,1.0	-0.019
28	"LOC114880466"	NA	chrOU015519.1	+	6215038	6215245	6215038	6215239	6215420	6215823	28	8,3,1,5	3,0,1,2	0,2,3,5	1,1,1,0	105	99	0.0750142999467	0.7337072820629477	0.715,1.0,0.485,0.702	0.0,0.653,0.739,1.0	0.127
29	"LOC114878004"	NA	chrOU015519.1	+	3439060	3439314	3439060	3439217	3439517	3439603	29	7,2,2,2	3,0,1,0	1,3,1,0	0,1,1,3	196	99	0.000731441729696	0.05910807185473831	0.541,1.0,0.503,1.0	1.0,0.602,0.336,0.0	0.277
30	"LOC114878004"	NA	chrOU015519.1	+	3439060	3439314	3439060	3439217	3439874	3440449	30	6,3,3,1	3,0,2,1	2,3,1,2	0,0,1,0	196	99	0.00122263920865	0.08347733087497113	0.503,1.0,0.431,0.336	1.0,1.0,0.336,1.0	-0.266
31	"LOC114879766"	NA	chrOU015519.1	-	3177471	3177709	3177477	3177709	3177082	3177235	31	6,0,0,1	21,12,18,10	1,0,0,1	5,11,9,11	105	99	0.042415622991	0.5594363608131137	0.212,0.0,0.0,0.086	0.159,0.0,0.0,0.079	0.015
33	"LOC114879763"	NA	chrOU015519.1	-	3154596	3154747	3154600	3154747	3153042	3154033	33	2,0,1,1	153,85,103,83	1,2,1,3	79,91,88,108	103	99	0.650317539654	1.0	0.012,0.0,0.009,0.011	0.012,0.021,0.011,0.026	-0.009
34	"LOC114879755"	NA	chrOU015519.1	-	3149317	3149493	3149325	3149493	3149123	3149231	34	0,0,0,0	1,1,1,1	0,0,1,0	0,2,1,1	107	99	1	1.0	0.0,0.0,0.0,0.0	NA,0.0,0.481,0.0	-0.16
35	"LOC114877868"	NA	chrOU015519.1	-	3022225	3022995	3022234	3022995	3021911	3022146	35	5,2,2,3	84,51,50,38	3,2,2,4	35,47,23,45	108	99	0.624391102196	1.0	0.052,0.035,0.035,0.067	0.073,0.038,0.074,0.075	-0.018
36	"LOC114877844"	NA	chrOU015519.1	+	2977588	2977927	2977588	2977775	2978013	2978400	36	44,35,46,33	2,1,0,0	26,27,13,39	1,0,0,0	251	99	1	1.0	0.897,0.932,1.0,1.0	0.911,1.0,1.0,1.0	-0.02
38	"LOC114877854"	NA	chrOU015519.1	+	2922810	2923007	2922810	2922875	2923416	2923539	38	32,10,13,11	0,4,1,0	11,8,9,21	1,0,0,1	231	99	0.301546714315	1.0	1.0,0.517,0.848,1.0	0.825,1.0,1.0,0.9	-0.09
39	"LOC114877851"	NA	chrOU015519.1	-	2906519	2906694	2906528	2906694	2905434	2905670	39	48,26,35,26	30,15,17,26	28,21,25,39	14,15,8,15	108	99	0.167506092429	1.0	0.595,0.614,0.654,0.478	0.647,0.562,0.741,0.704	-0.078
40	"LOC114879732"	NA	chrOU015519.1	-	2540579	2540837	2540615	2540837	2540077	2540399	40	10,7,0,8	4,3,1,0	4,0,0,8	2,1,0,0	135	99	1	1.0	0.647,0.631,0.0,1.0	0.595,0.0,NA,1.0	0.038
41	"LOC114879509"	NA	chrOU015519.1	-	2153044	2153210	2153066	2153210	2151844	2151919	41	1,0,2,0	3,0,0,0	0,0,1,0	1,0,1,2	121	99	1	1.0	0.214,NA,1.0,NA	0.0,NA,0.45,0.0	0.457
42	"LOC114879509"	NA	chrOU015519.1	-	2153044	2153210	2153070	2153210	2151844	2151919	42	1,0,2,0	2,0,0,0	0,0,1,0	0,0,1,0	125	99	1	1.0	0.284,NA,1.0,NA	NA,NA,0.442,NA	0.2
43	"LOC114879509"	NA	chrOU015519.1	-	2153066	2153210	2153070	2153210	2151844	2151919	43	3,0,0,0	2,0,0,0	1,0,1,2	0,0,1,0	103	99	1	1.0	0.59,NA,NA,NA	1.0,NA,0.49,1.0	-0.24
44	"LOC114880807"	NA	chrOU015518.1	+	8738502	8738990	8738502	8738755	8739226	8739759	44	54,27,35,38	0,1,0,0	25,41,17,34	0,0,0,0	334	99	1	1.0	1.0,0.889,1.0,1.0	1.0,1.0,1.0,1.0	-0.028
45	"LOC114880807"	NA	chrOU015518.1	+	8738502	8738990	8738502	8738755	8739229	8739759	45	54,28,34,30	0,0,0,0	21,38,16,28	0,1,0,0	334	99	1	1.0	1.0,1.0,1.0,1.0	1.0,0.918,1.0,1.0	0.02
46	"LOC114880809"	NA	chrOU015518.1	-	8734438	8734927	8734445	8734927	8734185	8734350	46	9,2,0,0	50,41,40,25	1,3,2,1	25,33,21,39	106	99	0.752526562538	1.0	0.144,0.044,0.0,0.0	0.036,0.078,0.082,0.023	-0.008
47	"LOC114880809"	NA	chrOU015518.1	-	8734438	8734927	8734459	8734927	8734185	8734350	47	24,11,9,5	4,3,1,0	10,9,5,7	3,4,3,1	120	99	0.0875398036328	0.7856020521892	0.832,0.752,0.881,1.0	0.733,0.65,0.579,0.852	0.163
48	"LOC114880809"	NA	chrOU015518.1	-	8734445	8734927	8734459	8734927	8734185	8734350	48	65,50,49,30	4,3,1,0	34,39,24,45	3,4,3,1	113	99	0.159029874291	1.0	0.934,0.936,0.977,1.0	0.909,0.895,0.875,0.975	0.048
49	"LOC114880802"	NA	chrOU015518.1	+	8720577	8721827	8720577	8720774	8721942	8722313	49	233,128,141,118	1,1,0,0	98,103,98,95	1,2,1,0	1152	99	1	1.0	0.952,0.917,1.0,1.0	0.894,0.816,0.894,1.0	0.066
50	"LOC114880801"	NA	chrOU015518.1	-	8685047	8685986	8685122	8685986	8683759	8684717	50	0,0,0,0	1,0,0,0	0,1,2,0	0,1,0,0	174	99	1	1.0	0.0,NA,NA,NA	NA,0.363,1.0,NA	-0.681
51	"LOC114876513"	NA	chrOU015518.1	-	8570076	8570364	8570109	8570364	8569768	8570016	51	74,42,48,30	33,14,31,21	24,47,38,37	15,27,17,32	132	99	0.411245646647	1.0	0.627,0.692,0.537,0.517	0.545,0.566,0.626,0.464	0.043
52	"LOC114876500"	NA	chrOU015518.1	+	8416225	8416638	8416225	8416396	8417951	8418098	52	17,21,17,9	6,7,5,6	7,18,17,20	5,8,6,5	341	99	0.91840661013	1.0	0.451,0.466,0.497,0.303	0.289,0.395,0.451,0.537	0.011
53	"LOC114876500"	NA	chrOU015518.1	+	8416225	8416642	8416225	8416396	8417951	8418098	53	17,21,19,10	6,7,5,6	6,15,15,21	5,8,6,5	345	99	0.617873355174	1.0	0.448,0.463,0.522,0.324	0.256,0.35,0.418,0.547	0.046
54	"LOC114876500"	NA	chrOU015518.1	+	8416225	8416642	8416225	8416638	8417951	8418098	54	4,2,5,2	4,2,3,1	1,3,0,3	2,6,2,2	103	99	0.0953795324373	0.842922669915428	0.49,0.49,0.616,0.658	0.325,0.325,0.0,0.59	0.254
55	"LOC114875671"	NA	chrOU015518.1	-	7560707	7560857	7560719	7560857	7558202	7558370	55	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,1	111	99	1	1.0	1.0,1.0,1.0,1.0	NA,NA,NA,0.0	1.0
56	"LOC114877708"	NA	chrOU015518.1	+	7328148	7328380	7328148	7328349	7328507	7328849	56	2,2,3,2	6,4,4,4	2,1,1,1	5,3,4,3	130	99	0.42106267567	1.0	0.202,0.276,0.364,0.276	0.233,0.202,0.16,0.202	0.08
57	"LOC114877701"	NA	chrOU015518.1	-	7326689	7327182	7326839	7327182	7325574	7325763	57	4,0,0,2	7,4,1,0	0,0,0,2	0,2,9,1	249	99	1	1.0	0.185,0.0,0.0,1.0	NA,0.0,0.0,0.443	0.149
58	"LOC114877689"	NA	chrOU015518.1	+	7028746	7029057	7028746	7029054	7029664	7029673	58	1,0,0,0	0,0,1,0	0,0,0,2	0,1,0,1	102	99	1	1.0	1.0,NA,0.0,NA	NA,0.0,NA,0.66	0.17
59	"LOC114877689"	NA	chrOU015518.1	+	7028746	7029057	7028746	7029054	7030417	7030823	59	0,1,0,0	0,0,0,0	0,0,0,0	0,2,0,0	102	99	1	1.0	NA,1.0,NA,NA	NA,0.0,NA,NA	1.0
60	"LOC114877825"	NA	chrOU015518.1	+	6278765	6278819	6278765	6278792	6279407	6279730	60	3,2,0,2	3,1,1,2	0,0,1,3	4,3,3,4	126	99	0.00423839408454	0.15373008544133626	0.44,0.611,0.0,0.44	0.0,0.0,0.208,0.371	0.228
61	"LOC114877553"	NA	chrOU015518.1	+	5817682	5819122	5817682	5817856	5820422	5821097	61	410,250,270,187	0,0,0,1	186,218,177,301	0,0,1,2	1365	99	1	1.0	1.0,1.0,1.0,0.931	1.0,1.0,0.928,0.916	0.022
62	"LOC114877553"	NA	chrOU015518.1	+	5817682	5819122	5817682	5817856	5821960	5825808	62	400,244,264,179	2,0,0,0	185,214,174,294	0,0,0,1	1365	99	1	1.0	0.936,1.0,1.0,1.0	1.0,1.0,1.0,0.955	-0.005
63	"LOC114877542"	NA	chrOU015518.1	-	5494487	5494832	5494517	5494832	5487073	5487361	63	6,2,1,1	0,0,1,0	1,3,1,3	1,0,0,0	129	99	1	1.0	1.0,1.0,0.434,1.0	0.434,1.0,1.0,1.0	0.0
64	"LOC114877551"	NA	chrOU015518.1	+	5353547	5354269	5353547	5353882	5354342	5354570	64	15,6,3,2	1,1,1,0	7,12,9,17	1,0,0,1	486	99	1	1.0	0.753,0.55,0.379,1.0	0.588,1.0,1.0,0.776	-0.17
65	"LOC114879959"	NA	chrOU015519.1	+	6677791	6677930	6677791	6677891	6679783	6679927	65	5,1,1,4	0,1,4,0	1,3,6,6	0,1,0,2	138	99	0.167904937594	1.0	1.0,0.418,0.152,1.0	1.0,0.683,1.0,0.683	-0.199
66	"LOC114878473"	NA	chrOU015518.1	-	4579369	4579553	4579425	4579553	4577732	4579249	66	16,9,9,9	0,0,2,1	7,12,5,2	0,0,0,0	155	99	1	1.0	1.0,1.0,0.742,0.852	1.0,1.0,1.0,1.0	-0.102
67	"LOC114872277"	NA	chrOU015519.1	-	7450827	7450987	7450869	7450987	7449880	7450214	67	6,4,1,0	2,1,3,1	3,1,8,1	1,2,3,2	141	99	0.73383102699	1.0	0.678,0.737,0.19,0.0	0.678,0.26,0.652,0.26	-0.061
68	"LOC114878485"	NA	chrOU015518.1	+	4504329	4504801	4504329	4504681	4505571	4510330	68	23,8,12,17	2,0,0,1	10,11,13,16	2,1,0,0	219	99	1	1.0	0.839,1.0,1.0,0.885	0.693,0.833,1.0,1.0	0.05
69	"LOC114878514"	NA	chrOU015518.1	-	4389680	4390160	4389692	4390160	4388920	4389023	69	77,45,52,44	24,8,8,10	38,39,42,52	16,7,5,13	111	99	0.907247092115	1.0	0.741,0.834,0.853,0.797	0.679,0.832,0.882,0.781	0.013
70	"LOC114880579"	NA	chrOU015518.1	+	3694955	3695091	3694955	3695059	3695628	3695907	70	4,1,1,3	3,0,0,1	0,1,1,3	2,1,4,0	131	99	0.00554032351524	0.1929140648006568	0.502,1.0,1.0,0.694	0.0,0.43,0.159,1.0	0.402
71	"LOC114880581"	NA	chrOU015518.1	-	3684129	3684332	3684147	3684332	3683941	3684030	71	271,148,166,135	36,24,18,19	121,131,124,130	9,14,11,18	117	99	0.123668067521	0.9780661696761402	0.864,0.839,0.886,0.857	0.919,0.888,0.905,0.859	-0.031
73	"LOC114882870"	NA	chrOU015518.1	-	2503536	2503803	2503541	2503803	2489360	2493451	73	3,0,1,2	50,37,35,24	1,2,2,5	25,25,25,37	104	99	0.0874252797024	0.7856020521892	0.054,0.0,0.026,0.073	0.037,0.071,0.071,0.114	-0.035
74	"LOC114882828"	NA	chrOU015518.1	+	2064551	2064757	2064551	2064714	2065710	2065855	74	77,29,36,36	42,21,22,21	22,42,38,28	16,32,34,27	142	99	0.0762571687289	0.7416968198715915	0.561,0.491,0.533,0.544	0.489,0.478,0.438,0.42	0.076
75	"LOC114882861"	NA	chrOU015518.1	+	2048130	2048310	2048130	2048279	2048382	2048513	75	22,8,14,15	45,21,24,26	17,15,15,15	20,27,20,32	130	99	0.386505574797	1.0	0.271,0.225,0.308,0.305	0.393,0.297,0.364,0.263	-0.052
76	"LOC114882845"	NA	chrOU015518.1	-	2000044	2000341	2000086	2000341	1999754	1999962	76	14,1,4,2	4,2,0,1	2,4,3,3	1,1,3,4	141	99	0.203825169356	1.0	0.711,0.26,1.0,0.584	0.584,0.737,0.412,0.345	0.119
77	"LOC114878724"	NA	chrOU015518.1	-	1810186	1810564	1810204	1810564	1808511	1810108	77	7,2,0,3	1,0,0,2	7,1,4,3	0,0,0,0	117	99	1	1.0	0.856,1.0,NA,0.559	1.0,1.0,1.0,1.0	-0.195
78	"LOC114878724"	NA	chrOU015518.1	-	1811592	1811730	1811628	1811730	1811228	1811539	78	6,3,2,2	0,1,1,1	1,1,2,1	0,0,0,2	135	99	0.779961672117	1.0	1.0,0.688,0.595,0.595	1.0,1.0,1.0,0.268	-0.097
80	"LOC114881700"	NA	chrOU015518.1	-	1644419	1644875	1644669	1644875	1644059	1644214	80	19,4,18,6	2,1,0,0	11,11,10,6	1,2,0,0	349	99	1	1.0	0.729,0.532,1.0,1.0	0.757,0.609,1.0,1.0	-0.026
81	"LOC114872977"	NA	chrOU015518.1	+	1607681	1607880	1607681	1607844	1608025	1608197	81	5,3,1,3	2,7,3,4	5,2,4,2	3,1,3,7	135	99	0.649997260784	1.0	0.647,0.239,0.196,0.355	0.55,0.595,0.494,0.173	-0.094
82	"LOC114872873"	NA	chrOU015518.1	+	1249687	1249757	1249687	1249754	1250370	1250783	82	7,3,0,3	3,0,2,2	2,3,3,3	0,1,1,0	102	99	0.0022241582618	0.10976801003838167	0.694,1.0,0.0,0.593	1.0,0.744,0.744,1.0	-0.3
83	"LOC114878487"	NA	chrOU015518.1	+	4278291	4278465	4278291	4278453	4278989	4279073	83	7,11,9,6	12,3,2,2	6,10,8,9	4,2,2,7	111	99	0.810477600716	1.0	0.342,0.766,0.801,0.728	0.572,0.817,0.781,0.534	-0.017
84	"LOC114878487"	NA	chrOU015518.1	+	4281679	4281992	4281679	4281970	4284371	4284621	84	56,34,25,26	0,1,0,0	30,36,37,58	2,5,1,4	121	99	0.000246865194419	0.03069945024881993	1.0,0.965,1.0,1.0	0.925,0.855,0.968,0.922	0.074
85	"LOC114878487"	NA	chrOU015518.1	+	4278291	4278465	4278291	4278453	4288198	4288386	85	1,1,1,0	1,0,1,0	0,3,4,2	0,0,0,1	111	99	1	1.0	0.471,1.0,0.471,NA	NA,1.0,1.0,0.641	-0.233
86	"LOC114872926"	NA	chrOU015518.1	-	1069840	1070145	1069843	1070145	1069482	1069749	86	37,18,9,9	3,3,1,0	13,6,10,28	0,2,1,3	102	99	0.9064950789	1.0	0.923,0.853,0.897,1.0	1.0,0.744,0.907,0.901	0.03
87	"LOC114872842"	NA	chrOU015518.1	-	1046853	1047256	1047007	1047256	1045994	1046457	87	1,1,0,0	1,0,0,0	2,4,1,0	0,0,0,0	253	99	1	1.0	0.281,1.0,NA,NA	1.0,1.0,1.0,NA	-0.359
88	"LOC114872841"	NA	chrOU015518.1	-	1004078	1004758	1004537	1004758	1003562	1003812	88	116,62,49,49	3,2,5,2	56,55,68,74	6,2,3,3	558	99	0.574644048214	1.0	0.873,0.846,0.635,0.813	0.623,0.83,0.801,0.814	0.025
89	"LOC114877996"	NA	chrOU015519.1	+	3340523	3340868	3340523	3340666	3340931	3341431	89	21,11,7,10	1,0,0,1	10,0,5,16	0,0,0,0	301	99	1	1.0	0.874,1.0,1.0,0.767	1.0,NA,1.0,1.0	-0.09
90	"LOC114873001"	NA	chrOU015518.1	-	790030	790365	790142	790365	789340	789421	90	12,0,12,12	3,6,1,4	7,12,22,17	6,6,6,4	211	99	0.754768853989	1.0	0.652,0.0,0.849,0.585	0.354,0.484,0.632,0.666	-0.013
91	"LOC114873001"	NA	chrOU015518.1	-	790649	791101	790864	791101	789340	789421	91	88,30,61,51	4,2,1,2	47,52,69,49	2,0,2,2	314	99	0.307828025733	1.0	0.874,0.825,0.951,0.889	0.881,1.0,0.916,0.885	-0.036
92	"LOC114873001"	NA	chrOU015518.1	-	790030	790365	790142	790365	789601	789705	92	13,0,13,13	14,6,6,8	9,12,25,19	6,8,20,9	211	99	0.277806849926	1.0	0.303,0.0,0.504,0.433	0.413,0.413,0.37,0.498	-0.113
93	"LOC114873001"	NA	chrOU015518.1	-	790649	791101	790864	791101	789601	789705	93	81,27,55,50	0,0,0,1	43,52,64,48	0,0,0,0	314	99	1	1.0	1.0,1.0,1.0,0.94	1.0,1.0,1.0,1.0	-0.015
94	"LOC114873001"	NA	chrOU015518.1	-	790649	791101	790864	791101	790142	790365	94	92,30,56,52	0,0,0,1	46,56,65,48	0,0,0,0	314	99	1	1.0	1.0,1.0,1.0,0.943	1.0,1.0,1.0,1.0	-0.014
95	"LOC114872953"	NA	chrOU015518.1	-	705946	706249	705950	706249	705224	705579	95	14,11,5,7	28,7,16,10	7,9,5,5	6,11,7,12	103	99	0.770627274448	1.0	0.325,0.602,0.231,0.402	0.529,0.44,0.407,0.286	-0.026
96	"LOC114872991"	NA	chrOU015518.1	-	672623	672808	672650	672808	672394	672551	96	42,33,19,21	0,2,1,1	8,22,11,14	0,0,3,1	126	99	0.813857998332	1.0	1.0,0.928,0.937,0.943	1.0,1.0,0.742,0.917	0.037
97	"LOC114876004"	NA	chrOU015518.1	-	587119	587236	587128	587236	586928	587037	97	2,1,0,0	20,7,15,9	1,1,0,1	10,9,20,17	108	99	1	1.0	0.084,0.116,0.0,0.0	0.084,0.092,0.0,0.051	-0.007
98	"LOC114876026"	NA	chrOU015518.1	+	572839	573692	572839	573402	574987	575049	98	5,5,2,3	0,0,1,1	3,0,4,0	0,0,0,0	389	99	1	1.0	1.0,1.0,0.337,0.433	1.0,NA,1.0,NA	-0.307
99	"LOC114876023"	NA	chrOU015518.1	-	518462	518639	518515	518639	517492	518225	99	4,3,0,4	14,4,4,1	3,3,2,0	5,4,3,2	152	99	0.88152211163	1.0	0.157,0.328,0.0,0.723	0.281,0.328,0.303,0.0	0.074
100	"LOC114876023"	NA	chrOU015518.1	-	518462	518639	518515	518639	517492	518228	100	11,1,4,0	172,62,62,32	5,7,5,5	40,93,53,43	152	99	0.0469341643833	0.5836598585094664	0.04,0.01,0.04,0.0	0.075,0.047,0.058,0.07	-0.04
101	"LOC114876022"	NA	chrOU015518.1	+	541234	541358	541234	541352	543082	543256	101	1,1,0,6	11,6,7,7	2,2,0,2	7,3,3,11	105	99	0.987545811017	1.0	0.079,0.136,0.0,0.447	0.212,0.386,0.0,0.146	-0.02
102	"LOC114880709"	NA	chrOU015517.1	-	6483371	6483595	6483416	6483595	6481846	6483255	102	92,49,54,40	0,0,0,0	62,44,85,83	2,2,5,1	144	99	0.0207804211989	0.3492322577597173	1.0,1.0,1.0,1.0	0.955,0.938,0.921,0.983	0.051
104	"LOC114875920"	NA	chrOU015517.1	-	5072975	5073222	5073002	5073222	5072236	5072416	104	5,4,4,2	11,7,6,4	4,7,2,3	6,5,8,12	126	99	0.730836213555	1.0	0.263,0.31,0.344,0.282	0.344,0.524,0.164,0.164	0.001
105	"LOC114872712"	NA	chrOU015517.1	-	4843712	4844858	4843716	4844858	4817081	4817135	105	0,1,2,1	9,2,5,6	1,0,0,0	7,4,8,14	103	99	1	1.0	0.0,0.325,0.278,0.138	0.121,0.0,0.0,0.0	0.155
107	"LOC114872731"	NA	chrOU015517.1	-	4334543	4337319	4334713	4337319	4331638	4331739	107	7,3,0,2	5,1,3,1	2,1,2,0	0,2,3,5	269	99	0.148000067186	1.0	0.34,0.525,0.0,0.424	1.0,0.155,0.197,0.0	-0.016
110	"LOC114880053"	NA	chrOU015519.1	+	8135197	8135474	8135197	8135470	8135571	8135923	110	3,0,0,0	13,5,9,6	2,0,0,2	8,11,11,5	103	99	0.768811493709	1.0	0.182,0.0,0.0,0.0	0.194,0.0,0.0,0.278	-0.073
111	"LOC114874919"	NA	chrOU015509.1	+	8693973	8694160	8693973	8694127	8694262	8694457	111	21,7,14,12	1,0,1,1	6,12,5,12	1,0,1,1	132	99	1	1.0	0.94,1.0,0.913,0.9	0.818,1.0,0.789,0.9	0.061
112	"LOC114882998"	NA	chrOU015507.1	-	2766499	2766535	2766521	2766535	2765826	2766443	112	40,25,25,21	1,0,0,0	15,19,15,20	0,0,0,0	121	99	1	1.0	0.97,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.008
113	"LOC114880605"	NA	chrOU015509.1	+	10361404	10361753	10361404	10361436	10361931	10366245	113	33,16,21,5	11,17,7,5	17,14,20,20	9,9,7,5	416	99	0.461863489248	1.0	0.417,0.183,0.417,0.192	0.31,0.27,0.405,0.488	-0.066
114	"LOC114874935"	NA	chrOU015509.1	+	8547174	8548204	8547174	8548189	8548286	8548632	114	1,0,1,0	1,0,1,1	2,1,0,0	0,0,0,0	114	99	1	1.0	0.465,NA,0.465,0.0	1.0,1.0,NA,NA	-0.69
115	"LOC114871183"	NA	chrOU015508.1	-	1320156	1320401	1320222	1320401	1319902	1320085	115	32,14,20,6	0,0,0,1	9,7,12,14	0,0,0,0	165	99	1	1.0	1.0,1.0,1.0,0.783	1.0,1.0,1.0,1.0	-0.054
