ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
17	"LOC114872168"	NA	chrOU015519.1	-	7931275	7938806	7931275	7934994	7935080	7938806	17	11,8,8,10	1,0,0,4	7,10,6,15	0,0,1,0	185	99	0.132923258747	0.8916312974377416	0.855,1.0,1.0,0.572	1.0,1.0,0.763,1.0	-0.084
18	"LOC114872191"	NA	chrOU015519.1	-	7807297	7811876	7807297	7811122	7811200	7811876	18	145,82,104,73	6,3,2,4	90,88,72,113	3,3,2,4	177	99	0.677542326452	1.0	0.931,0.939,0.967,0.911	0.944,0.943,0.953,0.94	-0.008
19	"LOC114872233"	NA	chrOU015519.1	+	7676847	7679021	7676847	7677234	7677323	7679021	19	4,3,0,0	0,0,0,0	3,1,0,0	1,0,0,0	188	99	1	1.0	1.0,1.0,NA,NA	0.612,1.0,NA,NA	0.194
20	"LOC114872233"	NA	chrOU015519.1	+	7676847	7679021	7676847	7677573	7677707	7679021	20	1,2,1,1	6,0,0,0	1,3,5,2	1,0,0,0	198	99	0.0906590027633	0.770381846977439	0.077,1.0,1.0,1.0	0.333,1.0,1.0,1.0	-0.064
21	"LOC114872233"	NA	chrOU015519.1	+	7676847	7679021	7676847	7677573	7678109	7679021	21	4,2,1,2	1,0,0,0	0,4,3,2	1,0,0,2	198	99	0.378631829152	1.0	0.667,1.0,1.0,1.0	0.0,1.0,1.0,0.333	0.333
22	"LOC114872233"	NA	chrOU015519.1	+	7676847	7679021	7676847	7678029	7678109	7679021	22	8,3,3,2	2,0,0,0	2,2,3,1	1,1,0,0	179	99	1	1.0	0.689,1.0,1.0,1.0	0.525,0.525,1.0,1.0	0.16
23	"LOC114872240"	NA	chrOU015519.1	+	7604142	7604802	7604142	7604398	7604449	7604802	23	21,11,10,14	2,3,1,1	8,18,10,18	1,1,0,0	150	99	0.00583078992048	0.1619061201175144	0.874,0.708,0.868,0.902	0.841,0.922,1.0,1.0	-0.103
24	"LOC114872240"	NA	chrOU015519.1	+	7604142	7604802	7604142	7604398	7604464	7604802	24	25,15,11,15	4,6,3,10	12,19,11,22	3,5,6,1	165	99	0.338000151448	1.0	0.789,0.6,0.688,0.474	0.706,0.695,0.524,0.93	-0.076
25	"LOC114872248"	NA	chrOU015519.1	-	7014505	7018391	7014505	7014756	7014833	7018391	25	181,86,139,110	21,19,15,8	118,114,102,140	16,18,13,11	176	99	0.926539828129	1.0	0.829,0.718,0.839,0.886	0.806,0.781,0.815,0.877	-0.002
26	"LOC114876707"	NA	chrOU015519.1	-	6106537	6107080	6106537	6106920	6106983	6107080	26	52,13,16,9	103,46,44,21	14,15,11,11	36,39,40,26	162	99	0.492335475583	1.0	0.236,0.147,0.182,0.208	0.192,0.19,0.144,0.205	0.01
27	"LOC114876700"	NA	chrOU015519.1	-	6050115	6053287	6050115	6052594	6052712	6053287	27	69,21,31,35	1,0,0,0	30,28,24,44	0,1,0,1	198	99	1	1.0	0.972,1.0,1.0,1.0	1.0,0.933,1.0,0.957	0.021
28	"LOC114876700"	NA	chrOU015519.1	-	6050115	6053287	6050115	6053115	6053181	6053287	28	55,26,41,19	2,0,0,2	41,31,33,50	0,0,0,1	165	99	0.839205861335	1.0	0.943,1.0,1.0,0.851	1.0,1.0,1.0,0.968	-0.043
29	"LOC114876653"	NA	chrOU015519.1	-	5759696	5764611	5759696	5761590	5761682	5764611	29	21,11,13,20	0,0,0,0	15,18,6,30	1,2,0,0	191	99	1	1.0	1.0,1.0,1.0,1.0	0.886,0.823,1.0,1.0	0.073
30	"LOC114876690"	NA	chrOU015519.1	-	5694582	5695264	5694582	5694812	5695122	5695264	30	0,1,0,0	1,0,0,0	2,1,1,0	0,1,0,2	198	99	1	1.0	0.0,1.0,NA,NA	1.0,0.333,1.0,0.0	-0.083
31	"LOC114871537"	NA	chrOU015519.1	+	4259313	4259876	4259313	4259504	4259580	4259876	31	12,7,2,4	4,5,4,0	3,6,18,3	0,1,3,2	175	99	0.0958340846678	0.7872994722979788	0.629,0.442,0.22,1.0	1.0,0.772,0.772,0.459	-0.178
32	"LOC114871541"	NA	chrOU015519.1	-	4227137	4227527	4227137	4227288	4227345	4227527	32	50,25,26,26	3,2,4,2	19,25,22,28	0,1,1,2	156	99	0.0257386237496	0.3935064908112228	0.914,0.888,0.805,0.892	1.0,0.941,0.933,0.899	-0.068
33	"LOC114871541"	NA	chrOU015519.1	-	4228509	4228713	4228509	4228615	4228678	4228713	33	24,23,20,13	0,1,0,0	18,21,20,15	0,0,0,0	162	99	1	1.0	1.0,0.934,1.0,1.0	1.0,1.0,1.0,1.0	-0.016
34	"LOC114877993"	NA	chrOU015519.1	+	3672161	3673702	3672161	3672630	3672707	3673702	34	94,41,79,72	6,3,6,2	86,54,74,116	4,3,2,6	176	99	0.462441312223	1.0	0.898,0.885,0.881,0.953	0.924,0.91,0.954,0.916	-0.022
35	"LOC114877993"	NA	chrOU015519.1	+	3672161	3673702	3672161	3672640	3672707	3673702	35	91,40,73,71	9,5,6,6	83,52,73,111	8,4,3,7	166	99	0.293208801702	1.0	0.858,0.827,0.879,0.876	0.861,0.886,0.936,0.904	-0.037
36	"LOC114878004"	NA	chrOU015519.1	+	3441250	3442913	3441250	3442497	3442775	3442913	36	107,56,53,50	4,1,5,1	25,28,42,50	0,1,2,1	198	99	0.104694085987	0.8064821849579226	0.93,0.966,0.841,0.962	1.0,0.933,0.913,0.962	-0.027
37	"LOC114879774"	NA	chrOU015519.1	-	3256724	3257084	3256724	3256910	3256994	3257084	37	10,6,5,5	1,3,4,1	5,4,5,16	2,2,2,1	183	99	0.536963594444	1.0	0.844,0.52,0.403,0.73	0.575,0.52,0.575,0.896	-0.017
38	"LOC114879766"	NA	chrOU015519.1	-	3179928	3180591	3179928	3180302	3180473	3180591	38	23,7,17,8	8,2,0,3	3,15,4,25	1,2,0,9	198	99	0.924958875277	1.0	0.59,0.636,1.0,0.571	0.6,0.789,1.0,0.581	-0.043
39	"LOC114879754"	NA	chrOU015519.1	-	3130780	3131590	3130780	3131046	3131228	3131590	39	2,4,0,2	2,3,1,1	1,4,7,3	0,3,1,7	198	99	0.361447668223	1.0	0.333,0.4,0.0,0.5	1.0,0.4,0.778,0.176	-0.28
40	"LOC114877844"	NA	chrOU015519.1	+	2977588	2977927	2977588	2977775	2977872	2977927	40	38,26,37,26	1,0,2,1	22,20,6,32	2,1,0,0	196	99	0.188001074777	1.0	0.95,1.0,0.903,0.929	0.847,0.91,1.0,1.0	0.006
42	"LOC114877872"	NA	chrOU015519.1	-	2742371	2742683	2742371	2742480	2742561	2742683	42	66,38,42,27	0,0,0,1	26,27,23,48	0,0,0,1	180	99	1	1.0	1.0,1.0,1.0,0.937	1.0,1.0,1.0,0.964	-0.007
43	"LOC114877871"	NA	chrOU015519.1	+	2735308	2736086	2735308	2735470	2735603	2736086	43	9,3,3,9	0,0,1,0	11,5,8,8	0,0,0,0	198	99	1	1.0	1.0,1.0,0.6,1.0	1.0,1.0,1.0,1.0	-0.1
44	"LOC114879720"	NA	chrOU015519.1	+	2623489	2625317	2623489	2623797	2623959	2625317	44	72,36,35,18	9,5,4,2	24,42,85,39	2,9,9,2	198	99	0.742038864868	1.0	0.8,0.783,0.814,0.818	0.857,0.7,0.825,0.907	-0.018
45	"LOC114879722"	NA	chrOU015519.1	+	2607339	2607758	2607339	2607549	2607651	2607758	45	10,10,6,5	36,20,15,11	6,5,7,8	11,15,12,14	198	99	0.466772354267	1.0	0.122,0.2,0.167,0.185	0.214,0.143,0.226,0.222	-0.033
46	"LOC114879728"	NA	chrOU015519.1	-	2565849	2567154	2565849	2566320	2566384	2567154	46	108,63,60,52	6,2,5,0	64,75,25,118	0,1,3,6	163	99	0.479394928797	1.0	0.916,0.95,0.879,1.0	1.0,0.979,0.835,0.923	0.002
47	"LOC114879732"	NA	chrOU015519.1	-	2537307	2538294	2537307	2538094	2538161	2538294	47	3,3,3,2	0,1,0,0	2,4,1,1	0,0,0,0	166	99	1	1.0	1.0,0.641,1.0,1.0	1.0,1.0,1.0,1.0	-0.09
48	"LOC114879730"	NA	chrOU015519.1	+	2490507	2491625	2490507	2490935	2491104	2491625	48	40,16,35,15	1,1,1,5	21,19,17,29	3,1,1,1	198	99	0.828548173752	1.0	0.952,0.889,0.946,0.6	0.778,0.905,0.895,0.935	-0.032
49	"LOC114879513"	NA	chrOU015519.1	-	2155472	2157221	2155472	2155686	2155987	2157221	49	6,4,4,0	0,0,0,0	0,5,2,1	1,0,0,1	198	99	1	1.0	1.0,1.0,1.0,NA	0.0,1.0,1.0,0.333	0.417
50	"LOC114880222"	NA	chrOU015519.1	-	1948568	1949787	1948568	1949486	1949558	1949787	50	12,8,15,10	579,379,414,300	6,14,18,11	300,307,288,482	171	99	0.219713275479	1.0	0.012,0.012,0.021,0.019	0.011,0.026,0.035,0.013	-0.005
51	"LOC114880226"	NA	chrOU015519.1	-	1926710	1927072	1926710	1926839	1926925	1927072	51	42,30,24,17	4,1,0,2	11,23,17,17	0,0,1,0	185	99	0.0258227135601	0.3935064908112228	0.849,0.941,1.0,0.82	1.0,1.0,0.901,1.0	-0.073
52	"LOC114880802"	NA	chrOU015518.1	+	8720577	8721827	8720577	8720774	8720894	8721827	52	25,18,24,14	2,1,2,0	14,18,21,11	0,0,0,4	198	99	0.662404003184	1.0	0.862,0.9,0.857,1.0	1.0,1.0,1.0,0.579	0.01
53	"LOC114880802"	NA	chrOU015518.1	+	8720577	8721827	8720577	8720774	8721158	8721827	53	35,19,22,12	4,3,3,2	16,12,19,13	0,4,1,0	198	99	0.0781723370505	0.7252127877571136	0.814,0.76,0.786,0.75	1.0,0.6,0.905,1.0	-0.099
54	"LOC114876491"	NA	chrOU015518.1	+	8481527	8482490	8481527	8482286	8482376	8482490	54	4,2,2,0	0,0,1,0	3,0,3,1	0,0,0,0	189	99	1	1.0	1.0,1.0,0.512,NA	1.0,NA,1.0,1.0	-0.163
56	"LOC114876525"	NA	chrOU015518.1	-	8168141	8168495	8168141	8168323	8168419	8168495	56	124,50,57,54	9,7,8,3	72,70,61,139	9,6,1,11	195	99	0.553144229198	1.0	0.875,0.784,0.783,0.901	0.802,0.856,0.969,0.865	-0.037
58	"LOC114875698"	NA	chrOU015518.1	-	7699994	7704510	7699994	7702185	7702254	7704510	58	84,42,28,28	5,0,1,1	35,35,22,50	0,1,0,0	168	99	0.0398335325057	0.4905506652955917	0.908,1.0,0.943,0.943	1.0,0.954,1.0,1.0	-0.04
59	"LOC114875707"	NA	chrOU015518.1	+	7522665	7523292	7522665	7523051	7523111	7523292	59	7,1,1,1	1,1,0,0	1,1,1,0	0,0,0,0	159	99	1	1.0	0.813,0.384,1.0,1.0	1.0,1.0,1.0,NA	-0.201
60	"LOC114877701"	NA	chrOU015518.1	-	7321616	7323181	7321616	7322332	7322573	7323181	60	11,3,5,1	2,0,0,0	7,9,8,12	1,0,1,2	198	99	0.794879366306	1.0	0.733,1.0,1.0,1.0	0.778,1.0,0.8,0.75	0.101
63	"LOC114877551"	NA	chrOU015518.1	+	5353547	5354570	5353547	5353882	5354342	5354570	63	7,4,4,3	1,1,1,0	4,9,5,9	1,0,0,1	198	99	1	1.0	0.778,0.667,0.667,1.0	0.667,1.0,1.0,0.818	-0.093
64	"LOC114877551"	NA	chrOU015518.1	+	5353547	5354570	5353547	5354269	5354342	5354570	64	5,2,4,4	1,0,0,0	6,8,9,12	0,0,1,2	172	99	1	1.0	0.742,1.0,1.0,1.0	1.0,1.0,0.838,0.775	0.032
69	"LOC114878514"	NA	chrOU015518.1	-	4387638	4388408	4387638	4388186	4388248	4388408	69	60,43,49,40	8,6,6,1	29,22,36,31	1,3,3,0	161	99	0.0398521059746	0.4905506652955917	0.822,0.815,0.834,0.961	0.947,0.818,0.881,1.0	-0.053
70	"LOC114878476"	NA	chrOU015518.1	+	4361071	4361701	4361071	4361331	4361511	4361701	70	224,153,187,181	4,2,0,0	149,158,139,390	0,1,3,2	198	99	1	1.0	0.966,0.975,1.0,1.0	1.0,0.988,0.959,0.99	0.001
71	"LOC114882873"	NA	chrOU015518.1	+	3056589	3057051	3056589	3056620	3056693	3057051	71	43,23,23,15	2,2,0,5	21,17,26,17	1,5,1,2	172	99	0.746336715186	1.0	0.925,0.869,1.0,0.633	0.924,0.662,0.937,0.83	0.018
72	"LOC114882870"	NA	chrOU015518.1	-	2529104	2530501	2529104	2529307	2529862	2530501	72	51,24,24,27	9,6,2,3	25,9,18,22	1,4,2,4	198	99	0.743598569083	1.0	0.739,0.667,0.857,0.818	0.926,0.529,0.818,0.733	0.019
73	"LOC114882852"	NA	chrOU015518.1	-	2472928	2474110	2472928	2473523	2473865	2474110	73	13,9,19,2	13,1,6,3	2,3,9,5	5,6,14,12	198	99	0.00644733292635	0.17463800705907997	0.333,0.818,0.613,0.25	0.167,0.2,0.243,0.172	0.308
74	"LOC114882852"	NA	chrOU015518.1	-	2472928	2474110	2472928	2473629	2473865	2474110	74	5,5,11,1	5,2,3,1	5,2,8,5	0,0,1,1	198	99	6.51095037751e-06	0.00388703737537347	0.333,0.556,0.647,0.333	1.0,1.0,0.8,0.714	-0.411
75	"LOC114882859"	NA	chrOU015518.1	+	2060693	2062595	2060693	2060944	2061356	2062595	75	135,78,75,64	6,3,3,1	45,61,48,55	1,2,1,1	198	99	0.09743389062	0.7872994722979788	0.918,0.929,0.926,0.97	0.957,0.938,0.96,0.965	-0.019
76	"LOC114882836"	NA	chrOU015518.1	-	2019765	2020495	2019765	2020014	2020085	2020495	76	3,3,0,2	8,3,8,3	5,2,4,5	7,4,2,12	170	99	0.153790555593	0.9613922689949844	0.179,0.368,0.0,0.28	0.294,0.226,0.538,0.195	-0.107
77	"LOC114882845"	NA	chrOU015518.1	-	1999754	2000341	1999754	1999962	2000044	2000341	77	19,14,16,14	6,0,1,2	13,6,8,4	2,1,1,2	181	99	0.82559491035	1.0	0.634,1.0,0.897,0.793	0.78,0.766,0.814,0.522	0.111
78	"LOC114882845"	NA	chrOU015518.1	-	1999754	2000341	1999754	1999962	2000086	2000341	78	23,10,16,12	4,2,0,1	10,8,9,5	1,1,3,4	198	99	0.0841267942859	0.740463328416675	0.742,0.714,1.0,0.857	0.833,0.8,0.6,0.385	0.174
79	"LOC114878724"	NA	chrOU015518.1	-	1808511	1810108	1808511	1809276	1809978	1810108	79	15,4,11,3	1,1,0,0	9,2,6,3	0,0,0,1	198	99	1	1.0	0.882,0.667,1.0,1.0	1.0,1.0,1.0,0.6	-0.013
80	"LOC114878724"	NA	chrOU015518.1	-	1811885	1812618	1811885	1812033	1812171	1812618	80	6,2,1,3	2,0,0,0	0,1,1,1	1,0,1,2	198	99	3.28344780088e-05	0.00784087334850144	0.6,1.0,1.0,1.0	0.0,1.0,0.333,0.2	0.517
81	"LOC114878724"	NA	chrOU015518.1	-	1811885	1812618	1811885	1812111	1812171	1812618	81	6,1,1,1	0,0,0,1	0,1,1,1	0,0,0,0	159	99	1	1.0	1.0,1.0,1.0,0.384	NA,1.0,1.0,1.0	-0.154
83	"LOC114878760"	NA	chrOU015518.1	+	1775386	1775940	1775386	1775710	1775815	1775940	83	11,8,8,7	19,9,14,8	5,6,6,6	4,14,6,6	198	99	0.871008153196	1.0	0.224,0.308,0.222,0.304	0.385,0.176,0.333,0.333	-0.042
84	"LOC114872965"	NA	chrOU015518.1	+	1571294	1583032	1571294	1576936	1577056	1583032	84	28,12,19,14	17,5,8,3	14,20,19,15	8,8,6,4	198	99	0.698737775247	1.0	0.452,0.545,0.543,0.7	0.467,0.556,0.613,0.652	-0.012
87	"LOC114872836"	NA	chrOU015518.1	-	1224946	1225463	1224946	1225104	1225200	1225463	87	16,6,3,5	1,2,0,1	9,9,4,9	1,1,0,2	195	99	0.610928358493	1.0	0.89,0.604,1.0,0.717	0.82,0.82,1.0,0.696	-0.031
88	"LOC114872930"	NA	chrOU015518.1	+	1103465	1103729	1103465	1103603	1103672	1103729	88	1,2,1,0	24,10,18,11	0,3,0,1	16,7,13,16	168	99	0.360836861299	1.0	0.024,0.105,0.032,0.0	0.0,0.202,0.0,0.036	-0.019
89	"LOC114872937"	NA	chrOU015518.1	-	1083974	1084833	1083974	1084281	1084446	1084833	89	2,1,3,1	2,2,0,3	0,1,1,3	1,4,1,3	198	99	0.25397164106	1.0	0.333,0.2,1.0,0.143	0.0,0.111,0.333,0.333	0.225
90	"LOC114872937"	NA	chrOU015518.1	-	1083974	1084833	1083974	1084368	1084446	1084833	90	0,0,1,1	1,3,0,1	0,1,2,2	0,0,0,0	177	99	1	1.0	0.0,0.0,1.0,0.359	NA,1.0,1.0,1.0	-0.66
94	"LOC114873006"	NA	chrOU015518.1	-	810336	811020	810336	810725	810887	811020	94	39,16,33,18	0,0,0,0	21,19,21,20	1,0,0,1	198	99	1	1.0	1.0,1.0,1.0,1.0	0.913,1.0,1.0,0.909	0.044
95	"LOC114873001"	NA	chrOU015518.1	-	790649	791101	790649	790701	790864	791101	95	76,25,47,38	7,1,1,2	38,45,58,39	6,4,2,1	198	99	0.608440076975	1.0	0.844,0.926,0.959,0.905	0.76,0.849,0.935,0.951	0.035
96	"LOC114872901"	NA	chrOU015518.1	+	713679	717600	713679	716970	717045	717600	96	69,36,54,29	3,1,1,0	24,40,30,51	0,0,0,2	174	99	0.301708275872	1.0	0.929,0.953,0.968,1.0	1.0,1.0,1.0,0.936	-0.021
97	"LOC114872901"	NA	chrOU015518.1	+	713679	717600	713679	717259	717316	717600	97	46,31,32,30	2,0,0,0	36,28,22,26	0,0,0,1	156	99	1	1.0	0.936,1.0,1.0,1.0	1.0,1.0,1.0,0.943	-0.002
98	"LOC114872901"	NA	chrOU015518.1	+	713679	717600	713679	717259	717319	717600	98	46,31,32,30	2,0,0,1	36,28,22,26	1,0,0,1	159	99	1	1.0	0.935,1.0,1.0,0.949	0.957,1.0,1.0,0.942	-0.004
99	"LOC114876026"	NA	chrOU015518.1	+	572839	573692	572839	573044	573275	573692	99	2,3,0,1	0,0,0,0	0,1,3,4	1,0,0,0	198	99	1	1.0	1.0,1.0,NA,1.0	0.0,1.0,1.0,1.0	0.25
100	"LOC114876026"	NA	chrOU015518.1	+	572839	573692	572839	573402	573483	573692	100	3,2,1,1	0,1,0,0	2,0,2,0	0,0,0,0	180	99	1	1.0	1.0,0.524,1.0,1.0	1.0,NA,1.0,NA	-0.119
101	"LOC114876026"	NA	chrOU015518.1	+	572839	573692	572839	573402	573525	573692	101	4,4,1,2	1,0,0,0	2,0,2,0	0,0,0,0	198	99	1	1.0	0.667,1.0,1.0,1.0	1.0,NA,1.0,NA	-0.083
102	"LOC114880708"	NA	chrOU015517.1	+	6418493	6419155	6418493	6418793	6418952	6419155	102	9,7,2,1	5,0,1,1	1,0,2,2	0,0,0,1	198	99	1	1.0	0.474,1.0,0.5,0.333	1.0,NA,1.0,0.5	-0.257
103	"LOC114880708"	NA	chrOU015517.1	+	6420086	6421771	6420086	6420309	6420387	6421771	103	5,0,2,5	0,0,0,0	4,1,2,3	0,1,0,0	177	99	1	1.0	1.0,NA,1.0,1.0	1.0,0.359,1.0,1.0	0.16
104	"LOC114882876"	NA	chrOU015518.1	-	3125400	3126553	3125400	3126067	3126141	3126553	104	3,4,3,2	8,4,7,5	0,1,2,2	4,6,2,4	173	99	0.0911166784796	0.770381846977439	0.177,0.364,0.197,0.186	0.0,0.087,0.364,0.222	0.063
105	"LOC114876842"	NA	chrOU015517.1	+	5600892	5604968	5600892	5603456	5603531	5604968	105	3,1,0,2	1,1,0,0	2,1,1,0	0,0,0,0	174	99	1	1.0	0.631,0.363,NA,1.0	1.0,1.0,1.0,NA	-0.335
106	"LOC114875900"	NA	chrOU015517.1	-	5406502	5406705	5406502	5406590	5406693	5406705	106	83,68,49,37	4,1,1,0	31,63,37,52	0,0,1,5	198	99	0.618254001546	1.0	0.912,0.971,0.961,1.0	1.0,1.0,0.949,0.839	0.014
107	"LOC114872735"	NA	chrOU015517.1	-	4371243	4371501	4371243	4371342	4371402	4371501	107	0,0,2,0	1,1,1,0	0,0,2,4	3,0,1,1	159	99	1	1.0	0.0,0.0,0.555,NA	0.0,NA,0.555,0.714	-0.238
109	"LOC114880514"	NA	chrOU015509.1	+	8873555	8874893	8873555	8873796	8874099	8874893	109	64,27,34,24	27,15,12,19	28,31,37,26	11,13,12,8	198	99	0.191111878522	1.0	0.542,0.474,0.586,0.387	0.56,0.544,0.607,0.619	-0.085
111	"LOC114880605"	NA	chrOU015509.1	+	10361931	10366245	10361931	10362755	10362926	10366245	111	16,11,15,5	0,0,1,0	8,12,8,9	0,0,1,0	198	99	1	1.0	1.0,1.0,0.882,1.0	1.0,1.0,0.8,1.0	0.021
112	"LOC114879615"	NA	chrOU015509.1	+	7889329	7894528	7889329	7891278	7894364	7894528	112	2,1,1,1	0,0,0,0	3,3,2,1	0,0,0,1	198	99	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.333	0.167
113	"LOC114879615"	NA	chrOU015509.1	+	7895154	7895696	7895154	7895324	7895438	7895696	113	3,4,0,1	0,0,0,0	0,3,0,4	0,0,1,1	198	99	1	1.0	1.0,1.0,NA,1.0	NA,1.0,0.0,0.667	0.444
114	"LOC114879615"	NA	chrOU015509.1	+	7895154	7895696	7895154	7895389	7895438	7895696	114	2,0,0,0	0,0,1,0	1,1,0,2	1,1,0,0	148	99	1	1.0	1.0,NA,0.0,NA	0.401,0.401,NA,1.0	-0.101
115	"LOC114879615"	NA	chrOU015509.1	+	7895154	7895696	7895154	7895324	7895449	7895696	115	3,4,0,1	0,0,0,0	0,3,0,4	1,0,0,0	198	99	1	1.0	1.0,1.0,NA,1.0	0.0,1.0,NA,1.0	0.333
117	"LOC114873193"	NA	chrOU015515.1	+	2676928	2679512	2676928	2677413	2678027	2679512	117	0,1,2,1	1,0,1,0	0,0,1,1	1,0,0,0	198	99	1	1.0	0.0,1.0,0.5,1.0	0.0,NA,1.0,1.0	-0.042
119	"LOC114882922"	NA	chrOU015504.1	-	8487987	8489335	8487987	8488538	8489225	8489335	119	19,6,9,10	0,0,2,0	5,7,9,7	0,2,0,0	198	99	1	1.0	1.0,1.0,0.692,1.0	1.0,0.636,1.0,1.0	0.014
120	"LOC114882862"	NA	chrOU015518.1	+	2049347	2050451	2049347	2050326	2050388	2050451	120	4,2,2,6	0,2,0,0	1,8,7,4	0,0,1,1	161	99	1	1.0	1.0,0.381,1.0,1.0	1.0,1.0,0.811,0.711	-0.035
121	"LOC114882862"	NA	chrOU015518.1	+	2051237	2051911	2051237	2051589	2051703	2051911	121	18,22,19,11	9,1,2,4	15,9,16,16	2,4,5,7	198	99	0.377429579413	1.0	0.5,0.917,0.826,0.579	0.789,0.529,0.615,0.533	0.089
122	"LOC114882862"	NA	chrOU015518.1	+	2051237	2051911	2051237	2051589	2051767	2051911	122	30,27,32,15	4,2,0,0	16,16,19,28	0,1,0,0	198	99	0.103816400813	0.8064821849579226	0.789,0.871,1.0,1.0	1.0,0.889,1.0,1.0	-0.057
123	"LOC114873223"	NA	chrOU015515.1	+	2646357	2649325	2646357	2646490	2648012	2649325	123	7,0,0,2	5,0,5,2	0,1,2,3	1,2,1,9	198	99	1	1.0	0.412,NA,0.0,0.333	0.0,0.2,0.5,0.143	0.038
124	"LOC114871192"	NA	chrOU015514.1	+	9624630	9624990	9624630	9624766	9624850	9624990	124	5,1,1,1	25,12,9,9	4,2,1,3	5,8,7,14	183	99	0.266733348792	1.0	0.098,0.043,0.057,0.057	0.302,0.119,0.072,0.104	-0.085
126	"LOC114878894"	NA	chrOU015509.1	-	5450398	5453684	5450398	5450513	5450653	5453684	126	1,0,0,0	0,0,0,0	0,3,1,0	0,0,1,0	198	99	1	1.0	1.0,NA,NA,NA	NA,1.0,0.333,NA	0.334
