ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
20	"LOC114873001"	NA	chrOU015518.1	-	789601	789705	790142	790365	789340	789421	790649	791101
21	"LOC114873001"	NA	chrOU015518.1	-	789601	789705	790506	790591	789340	789421	790649	791101
22	"LOC114873001"	NA	chrOU015518.1	-	789601	789705	790649	790701	789340	789421	790864	791101
23	"LOC114873001"	NA	chrOU015518.1	-	790142	790365	790506	790591	789340	789421	790649	791101
24	"LOC114872985"	NA	chrOU015518.1	+	694385	694520	695506	695546	693317	693398	697451	698759
25	"LOC114872985"	NA	chrOU015518.1	+	694449	694520	695506	695546	693317	693398	697451	698759
26	"LOC114876025"	NA	chrOU015518.1	-	564470	564593	566594	566714	560294	560530	570935	571058
27	"LOC114875900"	NA	chrOU015517.1	-	5313518	5313623	5314067	5314178	5309608	5309737	5325882	5326011
28	"LOC114872712"	NA	chrOU015517.1	-	4695482	4695658	4697833	4697964	4692205	4692281	4700336	4700438
29	"LOC114872712"	NA	chrOU015517.1	-	4701316	4701361	4701911	4701980	4700664	4700741	4702417	4702730
30	"LOC114880750"	NA	chrOU015510.1	-	20136	20388	20699	20830	19907	20037	21323	21365
31	"LOC114874524"	NA	chrOU015509.1	-	4584302	4584466	4584852	4585016	4580531	4583583	4586360	4586484
32	"LOC114874524"	NA	chrOU015509.1	-	4584302	4584466	4585405	4585569	4580531	4583583	4586360	4586484
33	"LOC114874524"	NA	chrOU015509.1	-	4584852	4585016	4585405	4585569	4580531	4583583	4586360	4586484
34	"LOC114871930"	NA	chrOU015506.1	+	5084681	5084817	5086262	5086398	5083208	5083385	5089990	5090196
35	"LOC114875351"	NA	chrOU015510.1	+	6062393	6062449	6071561	6072572	6060937	6061034	6080548	6080716
36	"LOC114881376"	NA	chrOU015510.1	-	2039933	2039939	2050597	2050606	2036039	2036282	2059809	2059970
37	"LOC114873098"	NA	chrOU015509.1	-	356238	356294	357876	357929	354082	354209	358374	358517
38	"LOC114873062"	NA	chrOU015509.1	+	151854	152091	158929	159045	135459	135712	159339	160834
39	"LOC114880353"	NA	chrOU015517.1	+	7650234	7653142	7657521	7657711	7618898	7618982	7662864	7662978
40	"LOC114880353"	NA	chrOU015517.1	+	7657521	7657711	7662864	7662978	7650234	7653142	7671428	7671596
41	"LOC114870925"	NA	chrOU015504.1	+	14340729	14340785	14345378	14345464	14337461	14338709	14357934	14358025
42	"LOC114870925"	NA	chrOU015504.1	+	14359332	14359425	14359654	14360116	14358411	14358582	14360955	14361159
43	"LOC114880889"	NA	chrOU015508.1	-	9845369	9845570	9863069	9863340	9838687	9838837	9875813	9876032
44	"LOC114874134"	NA	chrOU015505.1	-	2093760	2093832	2094051	2094126	2093201	2093375	2094291	2094532
45	"LOC114874134"	NA	chrOU015505.1	-	2105605	2105689	2106269	2106365	2105047	2105218	2106693	2106930
46	"LOC114872087"	NA	chrOU015512.1	+	3484885	3484968	3486091	3486725	3483428	3484057	3490228	3490314
47	"LOC114879923"	NA	chrOU015511.1	+	9863506	9863929	9864386	9864609	9860236	9860577	9865405	9865542
48	"LOC114879923"	NA	chrOU015511.1	+	9863506	9863929	9864386	9864609	9860236	9860767	9865405	9865542
49	"LOC114879935"	NA	chrOU015511.1	+	9835635	9835715	9836064	9836144	9835109	9835181	9836454	9836533
50	"LOC114878903"	NA	chrOU015509.1	+	5497086	5497119	5502933	5503339	5496712	5496834	5505154	5505281
51	"LOC114871608"	NA	chrOU015509.1	-	2635281	2635335	2635871	2636018	2634466	2634590	2636260	2636360
52	"LOC114871608"	NA	chrOU015509.1	-	2637934	2638160	2638430	2638593	2636461	2636647	2638900	2639001
53	"LOC114872092"	NA	chrOU015512.1	+	3347255	3347583	3347694	3347765	3346988	3347181	3348621	3348843
54	"LOC114876551"	NA	chrOU015508.1	-	2738829	2738967	2741414	2741636	2736714	2736909	2743052	2743124
55	"LOC114878798"	NA	chrOU015514.1	+	9170936	9171098	9171343	9171499	9170275	9170709	9171637	9171810
56	"LOC114870921"	NA	chrOU015504.1	-	14304911	14305144	14306069	14306302	14303634	14303971	14307122	14307236
57	"LOC114871951"	NA	chrOU015504.1	+	11291078	11291163	11297748	11297832	11290253	11290336	11323954	11324059
58	"LOC114871951"	NA	chrOU015504.1	+	11324962	11325028	11328626	11328904	11297748	11297832	11330130	11330195
59	"LOC114871208"	NA	chrOU015508.1	+	2291329	2291504	2295894	2295989	2287796	2287903	2297103	2297361
60	"LOC114871077"	NA	chrOU015508.1	+	2053204	2053343	2054041	2054103	2052633	2052917	2054939	2056029
61	"LOC114871077"	NA	chrOU015508.1	+	2053204	2053343	2054393	2054476	2052633	2052917	2054939	2056029
62	"LOC114871077"	NA	chrOU015508.1	+	2053547	2053717	2054041	2054103	2052633	2052917	2054393	2054476
63	"LOC114871077"	NA	chrOU015508.1	+	2053547	2053717	2054041	2054103	2053204	2053343	2054393	2054476
64	"LOC114871077"	NA	chrOU015508.1	+	2053547	2053717	2054041	2054103	2053204	2053343	2054939	2055033
65	"LOC114871077"	NA	chrOU015508.1	+	2053565	2053717	2054041	2054103	2052633	2052917	2054393	2054476
66	"LOC114871077"	NA	chrOU015508.1	+	2053565	2053717	2054041	2054103	2053204	2053343	2054393	2054476
67	"LOC114871077"	NA	chrOU015508.1	+	2054041	2054103	2054393	2054476	2052633	2052917	2054939	2056029
68	"LOC114872159"	NA	chrOU015506.1	+	3932384	3932605	3933767	3933988	3931025	3931245	3934730	3934911
69	"LOC114882795"	NA	chrOU015508.1	+	828429	828501	829599	829623	827346	827530	830652	830876
70	"LOC114880697"	NA	chrOU015508.1	-	10243896	10244026	10249941	10250111	10240576	10240691	10252943	10253223
71	"LOC114882762"	NA	chrOU015507.1	+	12510949	12511093	12511611	12511689	12510702	12510877	12512816	12512977
72	"LOC114882802"	NA	chrOU015507.1	+	12094210	12094465	12094631	12094756	12076218	12076352	12094969	12095197
73	"LOC114873162"	NA	chrOU015509.1	-	24342	24470	24556	24623	23855	23993	28791	28930
74	"LOC114880380"	NA	chrOU015513.1	-	5904805	5904892	5905934	5906021	5904397	5904543	5906274	5906428
75	"LOC114880380"	NA	chrOU015513.1	-	5904805	5904892	5905934	5906024	5904397	5904543	5906274	5906428
76	"LOC114880380"	NA	chrOU015513.1	-	5904805	5904895	5905934	5906021	5904397	5904543	5906274	5906428
77	"LOC114880380"	NA	chrOU015513.1	-	5904805	5904895	5905934	5906024	5904397	5904543	5906274	5906428
78	"LOC114880380"	NA	chrOU015513.1	-	5908381	5908441	5909070	5909232	5907779	5907923	5909341	5909626
79	"LOC114880380"	NA	chrOU015513.1	-	5908381	5908441	5909070	5909232	5907779	5907932	5909341	5909626
80	"LOC114878210"	NA	chrOU015515.1	+	8637829	8637933	8638261	8638365	8637359	8637656	8638803	8638952
81	"LOC114875046"	NA	chrOU015516.1	+	3593296	3593395	3593726	3593875	3592714	3592950	3593997	3594182
82	"LOC114879884"	NA	chrOU015509.1	-	3010080	3010184	3011237	3011258	3009659	3009730	3011826	3012008
83	"LOC114874721"	NA	chrOU015507.1	+	9813779	9813905	9813990	9814149	9813650	9813709	9814211	9814400
84	"LOC114875691"	NA	chrOU015518.1	+	7463509	7463626	7465367	7465469	7463334	7463427	7466094	7467311
85	"LOC114875691"	NA	chrOU015518.1	+	7463509	7463626	7465835	7465982	7463334	7463427	7466094	7467311
86	"LOC114875691"	NA	chrOU015518.1	+	7465367	7465469	7465835	7465982	7463334	7463427	7466094	7467311
87	"LOC114880795"	NA	chrOU015507.1	-	8176247	8176456	8179700	8179852	8167149	8167368	8189811	8189926
88	"LOC114880795"	NA	chrOU015507.1	-	8176247	8176456	8186001	8186159	8167149	8167368	8189811	8189926
89	"LOC114880795"	NA	chrOU015507.1	-	8176286	8176456	8179700	8179852	8167149	8167368	8189811	8189926
90	"LOC114880795"	NA	chrOU015507.1	-	8176286	8176456	8186001	8186159	8167149	8167368	8189811	8189926
91	"LOC114880795"	NA	chrOU015507.1	-	8179700	8179852	8186001	8186159	8167149	8167368	8189811	8189926
92	"LOC114873994"	NA	chrOU015507.1	+	7435137	7435185	7435747	7436074	7434751	7434812	7437213	7438137
93	"LOC114873991"	NA	chrOU015507.1	-	7255752	7255859	7260607	7260714	7246913	7247055	7265514	7265635
94	"LOC114873991"	NA	chrOU015507.1	-	7374337	7374457	7383194	7383284	7372755	7372925	7388178	7388302
95	"LOC114879993"	NA	chrOU015507.1	-	5765578	5765657	5766212	5766291	5763996	5764982	5766517	5766598
96	"LOC114879993"	NA	chrOU015507.1	-	5765578	5765657	5766517	5766598	5763996	5764982	5766680	5766773
97	"LOC114879065"	NA	chrOU015519.1	-	4206059	4206172	4206750	4206863	4204996	4205140	4207404	4207527
98	"LOC114876729"	NA	chrOU015506.1	+	8272870	8272972	8273229	8273433	8272704	8272806	8275529	8275733
99	"LOC114876729"	NA	chrOU015506.1	+	8273229	8273433	8275529	8275733	8272870	8272972	8279438	8279543
100	"LOC114879736"	NA	chrOU015507.1	+	4941648	4941801	4945329	4945383	4940003	4940117	4948012	4948262
101	"LOC114874075"	NA	chrOU015507.1	+	2502403	2502467	2503992	2504056	2498688	2498786	2509733	2509778
102	"LOC114874075"	NA	chrOU015507.1	+	2530514	2530652	2534053	2534336	2509733	2509778	2538754	2538780
103	"LOC114877795"	NA	chrOU015505.1	-	10200484	10200623	10201148	10201194	10199013	10199270	10201491	10201617
104	"LOC114879681"	NA	chrOU015513.1	+	10667142	10667204	10668851	10668990	10664346	10664576	10669695	10670161
105	"LOC114879681"	NA	chrOU015513.1	+	10667142	10667204	10668851	10668990	10664346	10664576	10669716	10670161
106	"LOC114874516"	NA	chrOU015509.1	-	4572894	4573003	4573847	4573956	4572240	4572429	4574169	4574380
107	"LOC114876853"	NA	chrOU015509.1	+	6049539	6049604	6050246	6050328	6048837	6049023	6050766	6050850
108	"LOC114876853"	NA	chrOU015509.1	+	6049539	6049604	6050258	6050328	6049175	6049391	6050766	6050850
109	"LOC114876853"	NA	chrOU015509.1	+	6050246	6050328	6050766	6050850	6048837	6049023	6051120	6051298
110	"LOC114876853"	NA	chrOU015509.1	+	6050258	6050328	6050766	6050850	6048838	6049023	6051120	6051298
111	"LOC114876853"	NA	chrOU015509.1	+	6050258	6050328	6050766	6050850	6049539	6049604	6051120	6051298
112	"LOC114872510"	NA	chrOU015506.1	+	9484260	9484284	9485859	9485946	9482968	9483381	9490021	9492334
113	"LOC114871916"	NA	chrOU015504.1	+	15892100	15892145	15893925	15893964	15890632	15890812	15896619	15896767
114	"LOC114872535"	NA	chrOU015506.1	-	9004311	9004324	9004634	9004672	9002552	9002622	9004866	9005177
115	"LOC114872535"	NA	chrOU015506.1	-	9004311	9004324	9004659	9004672	9002552	9002622	9004866	9005177
116	"LOC114880753"	NA	chrOU015506.1	-	11499076	11499139	11501474	11501570	11497392	11497468	11502971	11503130
117	"LOC114880753"	NA	chrOU015506.1	-	11499076	11499139	11505437	11505587	11497392	11497468	11510647	11510704
118	"LOC114880753"	NA	chrOU015506.1	-	11499076	11499139	11510647	11510704	11497392	11497468	11518750	11518840
119	"LOC114880753"	NA	chrOU015506.1	-	11505437	11505587	11510647	11510704	11502971	11503130	11518750	11518840
120	"LOC114880753"	NA	chrOU015506.1	-	11510647	11510704	11518750	11518840	11505437	11505587	11527236	11527297
121	"LOC114876960"	NA	chrOU015507.1	+	10681551	10681836	10682855	10683155	10680977	10681250	10686125	10686245
122	"LOC114871563"	NA	chrOU015509.1	+	2533915	2534141	2535143	2535369	2532947	2533141	2535874	2536004
123	"LOC114872640"	NA	chrOU015506.1	+	5711937	5712079	5714666	5714909	5710691	5711009	5717315	5723024
124	"LOC114874522"	NA	chrOU015509.1	+	4618618	4618770	4618912	4618951	4618386	4618548	4619039	4619460
125	"LOC114880196"	NA	chrOU015508.1	-	4049388	4049478	4049906	4049972	4048732	4048965	4050398	4050589
126	"LOC114871729"	NA	chrOU015506.1	+	4927775	4927927	4929153	4929260	4924891	4925009	4930782	4930945
127	"LOC114871729"	NA	chrOU015506.1	+	4931953	4932016	4932403	4932523	4931229	4931413	4933091	4933151
128	"LOC114871729"	NA	chrOU015506.1	+	4932403	4932523	4933091	4933151	4931953	4932016	4933389	4934860
129	"LOC114870982"	NA	chrOU015506.1	+	4828318	4828405	4828936	4829167	4827374	4827514	4833709	4833817
130	"LOC114870982"	NA	chrOU015506.1	+	4828318	4828405	4828936	4829167	4827374	4827514	4835179	4835389
131	"LOC114880202"	NA	chrOU015511.1	+	5192361	5192403	5192761	5192827	5191641	5191857	5193557	5193761
132	"LOC114880202"	NA	chrOU015511.1	+	5192361	5192403	5192761	5192854	5191641	5191857	5193557	5193761
133	"LOC114872483"	NA	chrOU015506.1	-	9219469	9219508	9228954	9228987	9216484	9216569	9232816	9232897
134	"LOC114872483"	NA	chrOU015506.1	-	9219469	9219508	9231569	9231572	9216484	9216569	9232816	9232897
135	"LOC114872483"	NA	chrOU015506.1	-	9219469	9219553	9228954	9228987	9216484	9216569	9232816	9232897
136	"LOC114872483"	NA	chrOU015506.1	-	9219469	9219553	9231569	9231572	9216484	9216569	9232816	9232897
137	"LOC114872483"	NA	chrOU015506.1	-	9228954	9228987	9231569	9231572	9216484	9216569	9232816	9232897
138	"LOC114872172"	NA	chrOU015519.1	+	7905310	7905462	7909368	7909501	7904791	7905006	7918861	7921829
139	"LOC114872172"	NA	chrOU015519.1	+	7905310	7905462	7909368	7909501	7904791	7905006	7925559	7925628
140	"LOC114872172"	NA	chrOU015519.1	+	7905310	7905462	7909368	7909501	7904791	7905006	7929656	7930053
141	"LOC114872172"	NA	chrOU015519.1	+	7909368	7909501	7918861	7921829	7905310	7905462	7921933	7923571
142	"LOC114872172"	NA	chrOU015519.1	+	7909368	7909501	7925559	7925628	7905310	7905462	7929656	7930053
143	"LOC114872172"	NA	chrOU015519.1	+	7911954	7912023	7915632	7915717	7909368	7909501	7925559	7925628
144	"LOC114872172"	NA	chrOU015519.1	+	7911954	7912023	7925559	7925628	7909368	7909501	7929656	7930053
145	"LOC114880410"	NA	chrOU015508.1	+	4725103	4725242	4748359	4748485	4724451	4724669	4778491	4778939
146	"LOC114877587"	NA	chrOU015515.1	-	398728	398997	400929	401320	398418	398655	401439	401449
147	"LOC114877587"	NA	chrOU015515.1	-	398728	398997	400929	401449	398418	398655	415884	416466
148	"LOC114877587"	NA	chrOU015515.1	-	398728	398997	401439	401449	398418	398655	415884	416466
149	"LOC114877587"	NA	chrOU015515.1	-	398728	398997	400929	401449	398418	398655	425276	425826
150	"LOC114877587"	NA	chrOU015515.1	-	398728	398997	401439	401449	398418	398655	425276	425826
151	"LOC114876539"	NA	chrOU015508.1	-	2513321	2513458	2513518	2513648	2509114	2509305	2514678	2515322
152	"LOC114876539"	NA	chrOU015508.1	-	2513328	2513458	2513518	2513648	2509114	2509305	2514678	2515322
153	"LOC114872401"	NA	chrOU015506.1	+	4445240	4445402	4446606	4446768	4444263	4444402	4452542	4452692
154	"LOC114872401"	NA	chrOU015506.1	+	4445240	4445402	4446962	4447124	4444263	4444402	4452542	4452692
155	"LOC114872401"	NA	chrOU015506.1	+	4445240	4445402	4447561	4447732	4444263	4444402	4452542	4452692
156	"LOC114872401"	NA	chrOU015506.1	+	4445240	4445402	4448062	4448224	4444263	4444402	4452542	4452692
157	"LOC114872401"	NA	chrOU015506.1	+	4445240	4445402	4448464	4448635	4444263	4444402	4452542	4452692
158	"LOC114872401"	NA	chrOU015506.1	+	4445240	4445402	4450042	4450207	4444263	4444402	4452542	4452692
159	"LOC114872401"	NA	chrOU015506.1	+	4445240	4445402	4450668	4450830	4444263	4444402	4452542	4452692
160	"LOC114872401"	NA	chrOU015506.1	+	4446606	4446768	4446962	4447124	4444263	4444402	4452542	4452692
161	"LOC114872401"	NA	chrOU015506.1	+	4446606	4446768	4447561	4447732	4444263	4444402	4452542	4452692
162	"LOC114872401"	NA	chrOU015506.1	+	4446606	4446768	4448062	4448224	4444263	4444402	4452542	4452692
163	"LOC114872401"	NA	chrOU015506.1	+	4446606	4446768	4448464	4448635	4444263	4444402	4452542	4452692
164	"LOC114872401"	NA	chrOU015506.1	+	4446606	4446768	4450042	4450207	4444263	4444402	4452542	4452692
165	"LOC114872401"	NA	chrOU015506.1	+	4446606	4446768	4450668	4450830	4444263	4444402	4452542	4452692
166	"LOC114872401"	NA	chrOU015506.1	+	4446962	4447124	4447561	4447732	4444263	4444402	4452542	4452692
167	"LOC114872401"	NA	chrOU015506.1	+	4446962	4447124	4448062	4448224	4444263	4444402	4452542	4452692
168	"LOC114872401"	NA	chrOU015506.1	+	4446962	4447124	4448464	4448635	4444263	4444402	4452542	4452692
169	"LOC114872401"	NA	chrOU015506.1	+	4446962	4447124	4450042	4450207	4444263	4444402	4452542	4452692
170	"LOC114872401"	NA	chrOU015506.1	+	4446962	4447124	4450668	4450830	4444263	4444402	4452542	4452692
171	"LOC114872401"	NA	chrOU015506.1	+	4447561	4447732	4448062	4448224	4444263	4444402	4452542	4452692
172	"LOC114872401"	NA	chrOU015506.1	+	4447561	4447732	4448464	4448635	4444263	4444402	4452542	4452692
173	"LOC114872401"	NA	chrOU015506.1	+	4447561	4447732	4450042	4450207	4444263	4444402	4452542	4452692
174	"LOC114872401"	NA	chrOU015506.1	+	4447561	4447732	4450668	4450830	4444263	4444402	4452542	4452692
175	"LOC114872401"	NA	chrOU015506.1	+	4448062	4448224	4448464	4448635	4444263	4444402	4452542	4452692
176	"LOC114872401"	NA	chrOU015506.1	+	4448062	4448224	4450042	4450207	4444263	4444402	4452542	4452692
177	"LOC114872401"	NA	chrOU015506.1	+	4448062	4448224	4450668	4450830	4444263	4444402	4452542	4452692
178	"LOC114872401"	NA	chrOU015506.1	+	4448464	4448635	4450042	4450207	4444263	4444402	4452542	4452692
179	"LOC114872401"	NA	chrOU015506.1	+	4448464	4448635	4450668	4450830	4444263	4444402	4452542	4452692
180	"LOC114872401"	NA	chrOU015506.1	+	4450042	4450207	4450668	4450830	4444263	4444402	4452542	4452692
181	"LOC114872401"	NA	chrOU015506.1	+	4454844	4454968	4457872	4457996	4452542	4452692	4467959	4468396
182	"LOC114872401"	NA	chrOU015506.1	+	4454844	4454968	4462106	4462230	4452542	4452692	4467959	4468396
183	"LOC114872401"	NA	chrOU015506.1	+	4457872	4457996	4462106	4462230	4452542	4452692	4467959	4468396
184	"LOC114872401"	NA	chrOU015506.1	+	4470515	4470809	4471108	4471402	4468810	4469123	4481895	4482015
185	"LOC114872401"	NA	chrOU015506.1	+	4470515	4470809	4472585	4472903	4468810	4469123	4481895	4482015
186	"LOC114872401"	NA	chrOU015506.1	+	4470515	4470809	4473128	4473413	4468810	4469123	4481895	4482015
187	"LOC114872401"	NA	chrOU015506.1	+	4470515	4470809	4475293	4475584	4468810	4469123	4481895	4482015
188	"LOC114872401"	NA	chrOU015506.1	+	4470515	4470809	4475826	4476117	4468810	4469123	4481895	4482015
189	"LOC114872401"	NA	chrOU015506.1	+	4470515	4470809	4476467	4476761	4468810	4469123	4481895	4482015
190	"LOC114872401"	NA	chrOU015506.1	+	4470515	4470809	4477039	4477333	4468810	4469123	4481895	4482015
191	"LOC114872401"	NA	chrOU015506.1	+	4470515	4470809	4477569	4477860	4468810	4469123	4481895	4482015
192	"LOC114872401"	NA	chrOU015506.1	+	4470515	4470809	4478167	4478455	4468810	4469123	4481895	4482015
193	"LOC114872401"	NA	chrOU015506.1	+	4471108	4471402	4472585	4472903	4468810	4469123	4481895	4482015
194	"LOC114872401"	NA	chrOU015506.1	+	4471108	4471402	4473128	4473413	4468810	4469123	4481895	4482015
195	"LOC114872401"	NA	chrOU015506.1	+	4471108	4471402	4475293	4475584	4468810	4469123	4481895	4482015
196	"LOC114872401"	NA	chrOU015506.1	+	4471108	4471402	4475826	4476117	4468810	4469123	4481895	4482015
197	"LOC114872401"	NA	chrOU015506.1	+	4471108	4471402	4476467	4476761	4468810	4469123	4481895	4482015
198	"LOC114872401"	NA	chrOU015506.1	+	4471108	4471402	4477039	4477333	4468810	4469123	4481895	4482015
199	"LOC114872401"	NA	chrOU015506.1	+	4471108	4471402	4477569	4477860	4468810	4469123	4481895	4482015
200	"LOC114872401"	NA	chrOU015506.1	+	4471108	4471402	4478167	4478455	4468810	4469123	4481895	4482015
201	"LOC114872401"	NA	chrOU015506.1	+	4472585	4472903	4473128	4473413	4468810	4469123	4481895	4482015
202	"LOC114872401"	NA	chrOU015506.1	+	4472585	4472903	4475293	4475584	4468810	4469123	4481895	4482015
203	"LOC114872401"	NA	chrOU015506.1	+	4472585	4472903	4475826	4476117	4468810	4469123	4481895	4482015
204	"LOC114872401"	NA	chrOU015506.1	+	4472585	4472903	4476467	4476761	4468810	4469123	4481895	4482015
205	"LOC114872401"	NA	chrOU015506.1	+	4472585	4472903	4477039	4477333	4468810	4469123	4481895	4482015
206	"LOC114872401"	NA	chrOU015506.1	+	4472585	4472903	4477569	4477860	4468810	4469123	4481895	4482015
207	"LOC114872401"	NA	chrOU015506.1	+	4472585	4472903	4478167	4478455	4468810	4469123	4481895	4482015
208	"LOC114872401"	NA	chrOU015506.1	+	4473128	4473413	4475293	4475584	4468810	4469123	4481895	4482015
209	"LOC114872401"	NA	chrOU015506.1	+	4473128	4473413	4475826	4476117	4468810	4469123	4481895	4482015
210	"LOC114872401"	NA	chrOU015506.1	+	4473128	4473413	4476467	4476761	4468810	4469123	4481895	4482015
211	"LOC114872401"	NA	chrOU015506.1	+	4473128	4473413	4477039	4477333	4468810	4469123	4481895	4482015
212	"LOC114872401"	NA	chrOU015506.1	+	4473128	4473413	4477569	4477860	4468810	4469123	4481895	4482015
213	"LOC114872401"	NA	chrOU015506.1	+	4473128	4473413	4478167	4478455	4468810	4469123	4481895	4482015
214	"LOC114872401"	NA	chrOU015506.1	+	4475293	4475584	4475826	4476117	4468810	4469123	4481895	4482015
215	"LOC114872401"	NA	chrOU015506.1	+	4475293	4475584	4476467	4476761	4468810	4469123	4481895	4482015
216	"LOC114872401"	NA	chrOU015506.1	+	4475293	4475584	4477039	4477333	4468810	4469123	4481895	4482015
217	"LOC114872401"	NA	chrOU015506.1	+	4475293	4475584	4477569	4477860	4468810	4469123	4481895	4482015
218	"LOC114872401"	NA	chrOU015506.1	+	4475293	4475584	4478167	4478455	4468810	4469123	4481895	4482015
219	"LOC114872401"	NA	chrOU015506.1	+	4475826	4476117	4476467	4476761	4468810	4469123	4481895	4482015
220	"LOC114872401"	NA	chrOU015506.1	+	4475826	4476117	4477039	4477333	4468810	4469123	4481895	4482015
221	"LOC114872401"	NA	chrOU015506.1	+	4475826	4476117	4477569	4477860	4468810	4469123	4481895	4482015
222	"LOC114872401"	NA	chrOU015506.1	+	4475826	4476117	4478167	4478455	4468810	4469123	4481895	4482015
223	"LOC114872401"	NA	chrOU015506.1	+	4476467	4476761	4477039	4477333	4468810	4469123	4481895	4482015
224	"LOC114872401"	NA	chrOU015506.1	+	4476467	4476761	4477569	4477860	4468810	4469123	4481895	4482015
225	"LOC114872401"	NA	chrOU015506.1	+	4476467	4476761	4478167	4478455	4468810	4469123	4481895	4482015
226	"LOC114872401"	NA	chrOU015506.1	+	4477039	4477333	4477569	4477860	4468810	4469123	4481895	4482015
227	"LOC114872401"	NA	chrOU015506.1	+	4477039	4477333	4478167	4478455	4468810	4469123	4481895	4482015
228	"LOC114872401"	NA	chrOU015506.1	+	4477569	4477860	4478167	4478455	4468810	4469123	4481895	4482015
229	"LOC114872401"	NA	chrOU015506.1	+	4485352	4485535	4485579	4485780	4485095	4485262	4486110	4486278
230	"LOC114872401"	NA	chrOU015506.1	+	4485352	4485535	4485579	4485819	4485095	4485262	4486110	4486278
231	"LOC114872364"	NA	chrOU015506.1	-	5246994	5247068	5247347	5247454	5246555	5246858	5247542	5247671
232	"LOC114875862"	NA	chrOU015505.1	-	14031753	14031897	14032043	14032336	14031577	14031692	14032492	14033053
233	"LOC114876892"	NA	chrOU015508.1	+	3248490	3248708	3251125	3251340	3244116	3244262	3252305	3252418
234	"LOC114874017"	NA	chrOU015510.1	-	506309	509914	511120	511335	505899	505964	511941	512258
235	"LOC114883033"	NA	chrOU015505.1	+	9076896	9076931	9077813	9077922	9076175	9076817	9078226	9078288
236	"LOC114875983"	NA	chrOU015514.1	-	6070372	6070560	6077544	6077790	6070047	6070299	6101768	6102254
237	"LOC114882923"	NA	chrOU015504.1	-	8499761	8499879	8500041	8500182	8499499	8499661	8501271	8501449
238	"LOC114882923"	NA	chrOU015504.1	-	8499761	8499879	8500041	8500182	8499499	8499661	8501336	8501464
239	"LOC114882923"	NA	chrOU015504.1	-	8499761	8499879	8500041	8500182	8499499	8499661	8501426	8501509
240	"LOC114874477"	NA	chrOU015509.1	+	4487478	4487654	4488094	4488180	4483375	4483705	4488964	4489286
241	"LOC114878743"	NA	chrOU015518.1	-	1951681	1951881	1952227	1952288	1951512	1951622	1952493	1952675
242	"LOC114875441"	NA	chrOU015504.1	-	7280798	7280899	7281441	7281542	7275289	7275333	7284085	7284209
243	"LOC114875441"	NA	chrOU015504.1	-	7280798	7280899	7282414	7282515	7275289	7275333	7284085	7284209
244	"LOC114875441"	NA	chrOU015504.1	-	7280798	7280899	7283506	7283607	7275289	7275333	7284085	7284209
