ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
17	"LOC114871549"	NA	chrOU015519.1	-	4633324	4633639	4633402	4633639	4632966	4633049	17	46,15,32,25	2,0,0,0	25,17,29,18	0,0,0,0	177	99	1	1.0	0.928,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.018
19	"LOC114871490"	NA	chrOU015519.1	-	4403214	4403393	4403239	4403393	4402800	4403147	19	33,12,18,5	0,2,1,1	14,11,12,19	3,1,2,0	124	99	0.158145604068	1.0	1.0,0.827,0.935,0.8	0.788,0.898,0.827,1.0	0.012
20	"LOC114879061"	NA	chrOU015519.1	+	4146157	4146365	4146157	4146344	4147004	4147205	20	0,1,1,1	8,1,2,2	0,0,0,2	0,3,5,4	120	99	1	1.0	0.0,0.452,0.292,0.292	NA,0.0,0.0,0.292	0.162
21	"LOC114879042"	NA	chrOU015519.1	-	3951361	3951496	3951368	3951496	3948738	3948858	21	0,0,0,0	16,10,2,8	0,0,1,1	1,7,13,8	106	99	1	1.0	0.0,0.0,0.0,0.0	0.0,0.0,0.067,0.105	-0.043
22	"LOC114879042"	NA	chrOU015519.1	-	3951767	3952323	3951877	3952323	3951368	3951496	22	4,1,6,1	11,2,1,11	0,1,8,5	1,1,12,1	198	99	0.539314324	1.0	0.154,0.2,0.75,0.043	0.0,0.333,0.25,0.714	-0.037
24	"LOC114880249"	NA	chrOU015519.1	-	3748935	3749280	3749004	3749280	3748377	3748564	24	8,4,6,3	2,1,1,1	5,4,6,2	6,2,4,4	168	99	0.00411110521734	0.16229522187544498	0.702,0.702,0.78,0.639	0.329,0.541,0.469,0.228	0.314
25	"LOC114877992"	NA	chrOU015519.1	-	3691555	3692381	3691781	3692381	3690482	3691463	25	44,19,20,9	0,0,0,0	22,16,15,16	0,0,1,0	198	99	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,0.882,1.0	0.029
26	"LOC114877993"	NA	chrOU015519.1	+	3672161	3672640	3672161	3672630	3672707	3673702	26	12,6,12,7	6,3,6,2	11,6,4,12	4,3,2,6	109	99	0.841887084129	1.0	0.645,0.645,0.645,0.761	0.714,0.645,0.645,0.645	0.012
27	"LOC114880466"	NA	chrOU015519.1	+	6215038	6215245	6215038	6215239	6215417	6215823	27	18,7,8,9	5,2,3,6	11,4,6,12	3,4,3,0	105	99	0.552201384719	1.0	0.772,0.767,0.715,0.586	0.776,0.485,0.653,1.0	-0.019
28	"LOC114880466"	NA	chrOU015519.1	+	6215038	6215245	6215038	6215239	6215420	6215823	28	8,3,1,5	3,0,1,2	0,2,3,5	1,1,1,0	105	99	0.0750142999467	0.7575572035314995	0.715,1.0,0.485,0.702	0.0,0.653,0.739,1.0	0.127
29	"LOC114878004"	NA	chrOU015519.1	+	3439060	3439314	3439060	3439217	3439517	3439603	29	7,2,2,2	3,0,1,0	1,3,1,0	0,1,1,3	196	99	0.000731441729696	0.06686917286747115	0.541,1.0,0.503,1.0	1.0,0.602,0.336,0.0	0.277
30	"LOC114878004"	NA	chrOU015519.1	+	3439060	3439314	3439060	3439217	3439874	3440449	30	6,3,3,1	3,0,2,1	2,3,1,2	0,0,1,0	196	99	0.00122263920865	0.09208470817983	0.503,1.0,0.431,0.336	1.0,1.0,0.336,1.0	-0.266
31	"LOC114879766"	NA	chrOU015519.1	-	3177471	3177709	3177477	3177709	3177082	3177235	31	6,0,0,1	21,12,18,10	1,0,0,1	5,11,9,11	105	99	0.042415622991	0.5711312956229999	0.212,0.0,0.0,0.086	0.159,0.0,0.0,0.079	0.015
33	"LOC114879763"	NA	chrOU015519.1	-	3154596	3154747	3154600	3154747	3153042	3154033	33	2,0,1,1	153,85,103,83	1,2,1,3	79,91,88,108	103	99	0.650317539654	1.0	0.012,0.0,0.009,0.011	0.012,0.021,0.011,0.026	-0.009
34	"LOC114879755"	NA	chrOU015519.1	-	3149317	3149493	3149325	3149493	3149123	3149231	34	0,0,0,0	1,1,1,1	0,0,1,0	0,2,1,1	107	99	1	1.0	0.0,0.0,0.0,0.0	NA,0.0,0.481,0.0	-0.16
35	"LOC114877868"	NA	chrOU015519.1	-	3022225	3022995	3022234	3022995	3021911	3022146	35	5,2,2,3	84,51,50,38	3,2,2,4	35,47,23,45	108	99	0.624391102196	1.0	0.052,0.035,0.035,0.067	0.073,0.038,0.074,0.075	-0.018
36	"LOC114877844"	NA	chrOU015519.1	+	2977588	2977927	2977588	2977775	2978013	2978400	36	32,29,37,30	2,1,0,0	19,24,11,22	1,0,0,0	198	99	1	1.0	0.889,0.935,1.0,1.0	0.905,1.0,1.0,1.0	-0.02
38	"LOC114877854"	NA	chrOU015519.1	+	2922810	2923007	2922810	2922875	2923416	2923539	38	30,9,13,10	0,4,1,0	8,7,9,17	1,0,0,1	198	99	0.328835464483	1.0	1.0,0.529,0.867,1.0	0.8,1.0,1.0,0.895	-0.075
39	"LOC114877851"	NA	chrOU015519.1	-	2906519	2906694	2906528	2906694	2905434	2905670	39	48,26,35,26	30,15,17,26	28,21,25,39	14,15,8,15	108	99	0.167506092429	1.0	0.595,0.614,0.654,0.478	0.647,0.562,0.741,0.704	-0.078
40	"LOC114879732"	NA	chrOU015519.1	-	2540579	2540837	2540615	2540837	2540077	2540399	40	10,7,0,8	4,3,1,0	4,0,0,8	2,1,0,0	135	99	1	1.0	0.647,0.631,0.0,1.0	0.595,0.0,NA,1.0	0.038
41	"LOC114879509"	NA	chrOU015519.1	-	2153044	2153210	2153066	2153210	2151844	2151919	41	1,0,2,0	3,0,0,0	0,0,1,0	1,0,1,2	121	99	1	1.0	0.214,NA,1.0,NA	0.0,NA,0.45,0.0	0.457
42	"LOC114879509"	NA	chrOU015519.1	-	2153044	2153210	2153070	2153210	2151844	2151919	42	1,0,2,0	2,0,0,0	0,0,1,0	0,0,1,0	125	99	1	1.0	0.284,NA,1.0,NA	NA,NA,0.442,NA	0.2
43	"LOC114879509"	NA	chrOU015519.1	-	2153066	2153210	2153070	2153210	2151844	2151919	43	3,0,0,0	2,0,0,0	1,0,1,2	0,0,1,0	103	99	1	1.0	0.59,NA,NA,NA	1.0,NA,0.49,1.0	-0.24
44	"LOC114880807"	NA	chrOU015518.1	+	8738502	8738990	8738502	8738755	8739226	8739759	44	34,16,22,24	0,1,0,0	14,27,8,20	0,0,0,0	198	99	1	1.0	1.0,0.889,1.0,1.0	1.0,1.0,1.0,1.0	-0.028
45	"LOC114880807"	NA	chrOU015518.1	+	8738502	8738990	8738502	8738755	8739229	8739759	45	34,17,21,16	0,0,0,0	10,24,7,14	0,1,0,0	198	99	1	1.0	1.0,1.0,1.0,1.0	1.0,0.923,1.0,1.0	0.019
46	"LOC114880809"	NA	chrOU015518.1	-	8734438	8734927	8734445	8734927	8734185	8734350	46	9,2,0,0	50,41,40,25	1,3,2,1	25,33,21,39	106	99	0.752526562538	1.0	0.144,0.044,0.0,0.0	0.036,0.078,0.082,0.023	-0.008
47	"LOC114880809"	NA	chrOU015518.1	-	8734438	8734927	8734459	8734927	8734185	8734350	47	24,11,9,5	4,3,1,0	10,9,5,7	3,4,3,1	120	99	0.0875398036328	0.8131371064715166	0.832,0.752,0.881,1.0	0.733,0.65,0.579,0.852	0.163
48	"LOC114880809"	NA	chrOU015518.1	-	8734445	8734927	8734459	8734927	8734185	8734350	48	65,50,49,30	4,3,1,0	34,39,24,45	3,4,3,1	113	99	0.159029874291	1.0	0.934,0.936,0.977,1.0	0.909,0.895,0.875,0.975	0.048
49	"LOC114880802"	NA	chrOU015518.1	+	8720577	8721827	8720577	8720774	8721942	8722313	49	31,25,27,19	1,1,0,0	16,22,21,15	1,2,1,0	198	99	1	1.0	0.939,0.926,1.0,1.0	0.889,0.846,0.913,1.0	0.054
50	"LOC114880801"	NA	chrOU015518.1	-	8685047	8685986	8685122	8685986	8683759	8684717	50	0,0,0,0	1,0,0,0	0,1,2,0	0,1,0,0	174	99	1	1.0	0.0,NA,NA,NA	NA,0.363,1.0,NA	-0.681
51	"LOC114876513"	NA	chrOU015518.1	-	8570076	8570364	8570109	8570364	8569768	8570016	51	74,42,48,30	33,14,31,21	24,47,38,37	15,27,17,32	132	99	0.411245646647	1.0	0.627,0.692,0.537,0.517	0.545,0.566,0.626,0.464	0.043
52	"LOC114876500"	NA	chrOU015518.1	+	8416225	8416638	8416225	8416396	8417951	8418098	52	9,9,7,2	6,7,5,6	4,11,8,8	5,8,6,5	198	99	0.663260669214	1.0	0.429,0.391,0.412,0.143	0.286,0.407,0.4,0.444	-0.04
53	"LOC114876500"	NA	chrOU015518.1	+	8416225	8416642	8416225	8416396	8417951	8418098	53	9,9,8,3	6,7,5,6	3,7,6,9	5,8,6,5	198	99	0.722401655393	1.0	0.429,0.391,0.444,0.2	0.231,0.304,0.333,0.474	0.03
54	"LOC114876500"	NA	chrOU015518.1	+	8416225	8416642	8416225	8416638	8417951	8418098	54	4,2,5,2	4,2,3,1	1,3,0,3	2,6,2,2	103	99	0.0953795324373	0.867404438971676	0.49,0.49,0.616,0.658	0.325,0.325,0.0,0.59	0.254
55	"LOC114875671"	NA	chrOU015518.1	-	7560707	7560857	7560719	7560857	7558202	7558370	55	1,1,1,1	0,0,0,0	0,0,0,0	0,0,0,1	111	99	1	1.0	1.0,1.0,1.0,1.0	NA,NA,NA,0.0	1.0
56	"LOC114877708"	NA	chrOU015518.1	+	7328148	7328380	7328148	7328349	7328507	7328849	56	2,2,3,2	6,4,4,4	2,1,1,1	5,3,4,3	130	99	0.42106267567	1.0	0.202,0.276,0.364,0.276	0.233,0.202,0.16,0.202	0.08
57	"LOC114877701"	NA	chrOU015518.1	-	7326689	7327182	7326839	7327182	7325574	7325763	57	3,0,0,1	7,4,1,0	0,0,0,2	0,2,9,1	198	99	1	1.0	0.176,0.0,0.0,1.0	NA,0.0,0.0,0.5	0.127
58	"LOC114877689"	NA	chrOU015518.1	+	7028746	7029057	7028746	7029054	7029664	7029673	58	1,0,0,0	0,0,1,0	0,0,0,2	0,1,0,1	102	99	1	1.0	1.0,NA,0.0,NA	NA,0.0,NA,0.66	0.17
59	"LOC114877689"	NA	chrOU015518.1	+	7028746	7029057	7028746	7029054	7030417	7030823	59	0,1,0,0	0,0,0,0	0,0,0,0	0,2,0,0	102	99	1	1.0	NA,1.0,NA,NA	NA,0.0,NA,NA	1.0
60	"LOC114877825"	NA	chrOU015518.1	+	6278765	6278819	6278765	6278792	6279407	6279730	60	3,2,0,2	3,1,1,2	0,0,1,3	4,3,3,4	126	99	0.00423839408454	0.163602011663244	0.44,0.611,0.0,0.44	0.0,0.0,0.208,0.371	0.228
61	"LOC114877553"	NA	chrOU015518.1	+	5817682	5819122	5817682	5817856	5820422	5821097	61	30,28,27,19	0,0,0,1	15,20,18,33	0,0,1,2	198	99	1	1.0	1.0,1.0,1.0,0.905	1.0,1.0,0.9,0.892	0.028
62	"LOC114877553"	NA	chrOU015518.1	+	5817682	5819122	5817682	5817856	5821960	5825808	62	20,22,21,11	2,0,0,0	14,16,15,26	0,0,0,1	198	99	1	1.0	0.833,1.0,1.0,1.0	1.0,1.0,1.0,0.929	-0.024
63	"LOC114877542"	NA	chrOU015518.1	-	5494487	5494832	5494517	5494832	5487073	5487361	63	6,2,1,1	0,0,1,0	1,3,1,3	1,0,0,0	129	99	1	1.0	1.0,1.0,0.434,1.0	0.434,1.0,1.0,1.0	0.0
64	"LOC114877551"	NA	chrOU015518.1	+	5353547	5354269	5353547	5353882	5354342	5354570	64	5,4,1,1	1,1,1,0	3,4,3,6	1,0,0,1	198	99	1	1.0	0.714,0.667,0.333,1.0	0.6,1.0,1.0,0.75	-0.159
65	"LOC114879959"	NA	chrOU015519.1	+	6677791	6677930	6677791	6677891	6679783	6679927	65	5,1,1,4	0,1,4,0	1,3,6,6	0,1,0,2	138	99	0.167904937594	1.0	1.0,0.418,0.152,1.0	1.0,0.683,1.0,0.683	-0.199
66	"LOC114878473"	NA	chrOU015518.1	-	4579369	4579553	4579425	4579553	4577732	4579249	66	16,9,9,9	0,0,2,1	7,12,5,2	0,0,0,0	155	99	1	1.0	1.0,1.0,0.742,0.852	1.0,1.0,1.0,1.0	-0.102
67	"LOC114872277"	NA	chrOU015519.1	-	7450827	7450987	7450869	7450987	7449880	7450214	67	6,4,1,0	2,1,3,1	3,1,8,1	1,2,3,2	141	99	0.73383102699	1.0	0.678,0.737,0.19,0.0	0.678,0.26,0.652,0.26	-0.061
68	"LOC114878485"	NA	chrOU015518.1	+	4504329	4504801	4504329	4504681	4505571	4510330	68	22,8,11,15	2,0,0,1	10,11,13,14	2,1,0,0	198	99	1	1.0	0.846,1.0,1.0,0.882	0.714,0.846,1.0,1.0	0.042
69	"LOC114878514"	NA	chrOU015518.1	-	4389680	4390160	4389692	4390160	4388920	4389023	69	77,45,52,44	24,8,8,10	38,39,42,52	16,7,5,13	111	99	0.907247092115	1.0	0.741,0.834,0.853,0.797	0.679,0.832,0.882,0.781	0.013
70	"LOC114880579"	NA	chrOU015518.1	+	3694955	3695091	3694955	3695059	3695628	3695907	70	4,1,1,3	3,0,0,1	0,1,1,3	2,1,4,0	131	99	0.00554032351524	0.20475621161642296	0.502,1.0,1.0,0.694	0.0,0.43,0.159,1.0	0.402
71	"LOC114880581"	NA	chrOU015518.1	-	3684129	3684332	3684147	3684332	3683941	3684030	71	271,148,166,135	36,24,18,19	121,131,124,130	9,14,11,18	117	99	0.123668067521	0.9892477354488026	0.864,0.839,0.886,0.857	0.919,0.888,0.905,0.859	-0.031
73	"LOC114882870"	NA	chrOU015518.1	-	2503536	2503803	2503541	2503803	2489360	2493451	73	3,0,1,2	50,37,35,24	1,2,2,5	25,25,25,37	104	99	0.0874252797024	0.8131371064715166	0.054,0.0,0.026,0.073	0.037,0.071,0.071,0.114	-0.035
74	"LOC114882828"	NA	chrOU015518.1	+	2064551	2064757	2064551	2064714	2065710	2065855	74	77,29,36,36	42,21,22,21	22,42,38,28	16,32,34,27	142	99	0.0762571687289	0.765657237468782	0.561,0.491,0.533,0.544	0.489,0.478,0.438,0.42	0.076
75	"LOC114882861"	NA	chrOU015518.1	+	2048130	2048310	2048130	2048279	2048382	2048513	75	22,8,14,15	45,21,24,26	17,15,15,15	20,27,20,32	130	99	0.386505574797	1.0	0.271,0.225,0.308,0.305	0.393,0.297,0.364,0.263	-0.052
76	"LOC114882845"	NA	chrOU015518.1	-	2000044	2000341	2000086	2000341	1999754	1999962	76	14,1,4,2	4,2,0,1	2,4,3,3	1,1,3,4	141	99	0.203825169356	1.0	0.711,0.26,1.0,0.584	0.584,0.737,0.412,0.345	0.119
77	"LOC114878724"	NA	chrOU015518.1	-	1810186	1810564	1810204	1810564	1808511	1810108	77	7,2,0,3	1,0,0,2	7,1,4,3	0,0,0,0	117	99	1	1.0	0.856,1.0,NA,0.559	1.0,1.0,1.0,1.0	-0.195
78	"LOC114878724"	NA	chrOU015518.1	-	1811592	1811730	1811628	1811730	1811228	1811539	78	6,3,2,2	0,1,1,1	1,1,2,1	0,0,0,2	135	99	0.779961672117	1.0	1.0,0.688,0.595,0.595	1.0,1.0,1.0,0.268	-0.097
80	"LOC114881700"	NA	chrOU015518.1	-	1644419	1644875	1644669	1644875	1644059	1644214	80	7,0,8,1	2,1,0,0	0,3,4,2	1,2,0,0	198	99	0.903475634617	1.0	0.636,0.0,1.0,1.0	0.0,0.429,1.0,1.0	0.052
81	"LOC114872977"	NA	chrOU015518.1	+	1607681	1607880	1607681	1607844	1608025	1608197	81	5,3,1,3	2,7,3,4	5,2,4,2	3,1,3,7	135	99	0.649997260784	1.0	0.647,0.239,0.196,0.355	0.55,0.595,0.494,0.173	-0.094
82	"LOC114872873"	NA	chrOU015518.1	+	1249687	1249757	1249687	1249754	1250370	1250783	82	7,3,0,3	3,0,2,2	2,3,3,3	0,1,1,0	102	99	0.0022241582618	0.11595792147379942	0.694,1.0,0.0,0.593	1.0,0.744,0.744,1.0	-0.3
83	"LOC114878487"	NA	chrOU015518.1	+	4278291	4278465	4278291	4278453	4278989	4279073	83	7,11,9,6	12,3,2,2	6,10,8,9	4,2,2,7	111	99	0.810477600716	1.0	0.342,0.766,0.801,0.728	0.572,0.817,0.781,0.534	-0.017
84	"LOC114878487"	NA	chrOU015518.1	+	4281679	4281992	4281679	4281970	4284371	4284621	84	56,34,25,26	0,1,0,0	30,36,37,58	2,5,1,4	121	99	0.000246865194419	0.03298498790044639	1.0,0.965,1.0,1.0	0.925,0.855,0.968,0.922	0.074
85	"LOC114878487"	NA	chrOU015518.1	+	4278291	4278465	4278291	4278453	4288198	4288386	85	1,1,1,0	1,0,1,0	0,3,4,2	0,0,0,1	111	99	1	1.0	0.471,1.0,0.471,NA	NA,1.0,1.0,0.641	-0.233
86	"LOC114872926"	NA	chrOU015518.1	-	1069840	1070145	1069843	1070145	1069482	1069749	86	37,18,9,9	3,3,1,0	13,6,10,28	0,2,1,3	102	99	0.9064950789	1.0	0.923,0.853,0.897,1.0	1.0,0.744,0.907,0.901	0.03
87	"LOC114872842"	NA	chrOU015518.1	-	1046853	1047256	1047007	1047256	1045994	1046457	87	0,1,0,0	1,0,0,0	2,2,1,0	0,0,0,0	198	99	1	1.0	0.0,1.0,NA,NA	1.0,1.0,1.0,NA	-0.5
88	"LOC114872841"	NA	chrOU015518.1	-	1004078	1004758	1004537	1004758	1003562	1003812	88	14,10,13,7	3,2,5,2	7,7,7,9	6,2,3,3	198	99	0.238433461263	1.0	0.7,0.714,0.565,0.636	0.368,0.636,0.538,0.6	0.118
89	"LOC114877996"	NA	chrOU015519.1	+	3340523	3340868	3340523	3340666	3340931	3341431	89	12,6,4,6	1,0,0,1	6,0,3,6	0,0,0,0	198	99	1	1.0	0.857,1.0,1.0,0.75	1.0,NA,1.0,1.0	-0.098
90	"LOC114873001"	NA	chrOU015518.1	-	790030	790365	790142	790365	789340	789421	90	11,0,9,10	3,6,1,4	7,12,18,16	6,6,6,4	198	99	0.656788178223	1.0	0.647,0.0,0.818,0.556	0.368,0.5,0.6,0.667	-0.028
91	"LOC114873001"	NA	chrOU015518.1	-	790649	791101	790864	791101	789340	789421	91	34,13,25,19	4,2,1,2	21,17,30,17	2,0,2,2	198	99	0.313134466499	1.0	0.81,0.765,0.926,0.826	0.84,1.0,0.882,0.81	-0.051
92	"LOC114873001"	NA	chrOU015518.1	-	790030	790365	790142	790365	789601	789705	92	12,0,10,11	14,6,6,8	9,12,21,18	6,8,20,9	198	99	0.207505968155	1.0	0.3,0.0,0.455,0.407	0.429,0.429,0.344,0.5	-0.135
93	"LOC114873001"	NA	chrOU015518.1	-	790649	791101	790864	791101	789601	789705	93	27,10,19,18	0,0,0,1	17,17,25,16	0,0,0,0	198	99	1	1.0	1.0,1.0,1.0,0.9	1.0,1.0,1.0,1.0	-0.025
94	"LOC114873001"	NA	chrOU015518.1	-	790649	791101	790864	791101	790142	790365	94	38,13,20,20	0,0,0,1	20,21,26,16	0,0,0,0	198	99	1	1.0	1.0,1.0,1.0,0.909	1.0,1.0,1.0,1.0	-0.023
95	"LOC114872953"	NA	chrOU015518.1	-	705946	706249	705950	706249	705224	705579	95	14,11,5,7	28,7,16,10	7,9,5,5	6,11,7,12	103	99	0.770627274448	1.0	0.325,0.602,0.231,0.402	0.529,0.44,0.407,0.286	-0.026
96	"LOC114872991"	NA	chrOU015518.1	-	672623	672808	672650	672808	672394	672551	96	42,33,19,21	0,2,1,1	8,22,11,14	0,0,3,1	126	99	0.813857998332	1.0	1.0,0.928,0.937,0.943	1.0,1.0,0.742,0.917	0.037
97	"LOC114876004"	NA	chrOU015518.1	-	587119	587236	587128	587236	586928	587037	97	2,1,0,0	20,7,15,9	1,1,0,1	10,9,20,17	108	99	1	1.0	0.084,0.116,0.0,0.0	0.084,0.092,0.0,0.051	-0.007
98	"LOC114876026"	NA	chrOU015518.1	+	572839	573692	572839	573402	574987	575049	98	3,2,2,2	0,0,1,1	0,0,1,0	0,0,0,0	198	99	1	1.0	1.0,1.0,0.5,0.5	NA,NA,1.0,NA	-0.25
99	"LOC114876023"	NA	chrOU015518.1	-	518462	518639	518515	518639	517492	518225	99	4,3,0,4	14,4,4,1	3,3,2,0	5,4,3,2	152	99	0.88152211163	1.0	0.157,0.328,0.0,0.723	0.281,0.328,0.303,0.0	0.074
100	"LOC114876023"	NA	chrOU015518.1	-	518462	518639	518515	518639	517492	518228	100	11,1,4,0	172,62,62,32	5,7,5,5	40,93,53,43	152	99	0.0469341643833	0.5950703907576066	0.04,0.01,0.04,0.0	0.075,0.047,0.058,0.07	-0.04
101	"LOC114876022"	NA	chrOU015518.1	+	541234	541358	541234	541352	543082	543256	101	1,1,0,6	11,6,7,7	2,2,0,2	7,3,3,11	105	99	0.987545811017	1.0	0.079,0.136,0.0,0.447	0.212,0.386,0.0,0.146	-0.02
102	"LOC114880709"	NA	chrOU015517.1	-	6483371	6483595	6483416	6483595	6481846	6483255	102	92,49,54,40	0,0,0,0	62,44,85,83	2,2,5,1	144	99	0.0207804211989	0.34842988611638653	1.0,1.0,1.0,1.0	0.955,0.938,0.921,0.983	0.051
104	"LOC114875920"	NA	chrOU015517.1	-	5072975	5073222	5073002	5073222	5072236	5072416	104	5,4,4,2	11,7,6,4	4,7,2,3	6,5,8,12	126	99	0.730836213555	1.0	0.263,0.31,0.344,0.282	0.344,0.524,0.164,0.164	0.001
105	"LOC114872712"	NA	chrOU015517.1	-	4843712	4844858	4843716	4844858	4817081	4817135	105	0,1,2,1	9,2,5,6	1,0,0,0	7,4,8,14	103	99	1	1.0	0.0,0.325,0.278,0.138	0.121,0.0,0.0,0.0	0.155
107	"LOC114872731"	NA	chrOU015517.1	-	4334543	4337319	4334713	4337319	4331638	4331739	107	4,3,0,2	5,1,3,1	2,1,2,0	0,2,3,5	198	99	0.208399303519	1.0	0.286,0.6,0.0,0.5	1.0,0.2,0.25,0.0	-0.016
110	"LOC114880053"	NA	chrOU015519.1	+	8135197	8135474	8135197	8135470	8135571	8135923	110	3,0,0,0	13,5,9,6	2,0,0,2	8,11,11,5	103	99	0.768811493709	1.0	0.182,0.0,0.0,0.0	0.194,0.0,0.0,0.278	-0.073
111	"LOC114874919"	NA	chrOU015509.1	+	8693973	8694160	8693973	8694127	8694262	8694457	111	21,7,14,12	1,0,1,1	6,12,5,12	1,0,1,1	132	99	1	1.0	0.94,1.0,0.913,0.9	0.818,1.0,0.789,0.9	0.061
112	"LOC114882998"	NA	chrOU015507.1	-	2766499	2766535	2766521	2766535	2765826	2766443	112	40,25,25,21	1,0,0,0	15,19,15,20	0,0,0,0	121	99	1	1.0	0.97,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.008
113	"LOC114880605"	NA	chrOU015509.1	+	10361404	10361753	10361404	10361436	10361931	10366245	113	23,14,14,4	11,17,7,5	9,11,15,12	9,9,7,5	198	99	0.7041349961	1.0	0.511,0.292,0.5,0.286	0.333,0.379,0.517,0.545	-0.046
114	"LOC114874935"	NA	chrOU015509.1	+	8547174	8548204	8547174	8548189	8548286	8548632	114	1,0,1,0	1,0,1,1	2,1,0,0	0,0,0,0	114	99	1	1.0	0.465,NA,0.465,0.0	1.0,1.0,NA,NA	-0.69
115	"LOC114871183"	NA	chrOU015508.1	-	1320156	1320401	1320222	1320401	1319902	1320085	115	32,14,20,6	0,0,0,1	9,7,12,14	0,0,0,0	165	99	1	1.0	1.0,1.0,1.0,0.783	1.0,1.0,1.0,1.0	-0.054
