ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
135	"LOC114879774"	NA	chrOU015519.1	-	3256724	3256884	3256475	3256626	3257018	3257079
138	"LOC114877866"	NA	chrOU015519.1	+	3068911	3068923	3068031	3068290	3069574	3069830
140	"LOC114877844"	NA	chrOU015519.1	+	2977872	2977927	2977588	2977775	2978013	2978400
142	"LOC114877853"	NA	chrOU015519.1	+	2930845	2931061	2927679	2927821	2933182	2933525
148	"LOC114877840"	NA	chrOU015519.1	-	2834004	2836107	2832412	2833014	2836788	2837019
149	"LOC114877840"	NA	chrOU015519.1	-	2834004	2836107	2832412	2833014	2837350	2837472
150	"LOC114877840"	NA	chrOU015519.1	-	2836788	2837019	2832412	2833014	2837350	2837472
151	"LOC114877840"	NA	chrOU015519.1	-	2836788	2837019	2834004	2836107	2837350	2837472
153	"LOC114877872"	NA	chrOU015519.1	-	2740380	2740711	2739506	2740103	2740799	2741080
154	"LOC114877885"	NA	chrOU015519.1	+	2690189	2690652	2683816	2684095	2690779	2690951
155	"LOC114882156"	NA	chrOU015519.1	+	2631134	2631230	2630998	2631078	2631566	2631696
156	"LOC114879725"	NA	chrOU015519.1	+	2602517	2602677	2601789	2601851	2602740	2603373
157	"LOC114879725"	NA	chrOU015519.1	+	2602567	2602677	2601763	2601851	2602740	2603373
159	"LOC114879732"	NA	chrOU015519.1	-	2538985	2539080	2536863	2536945	2539159	2539399
160	"LOC114879732"	NA	chrOU015519.1	-	2538985	2539080	2536900	2536986	2539159	2539399
161	"LOC114879732"	NA	chrOU015519.1	-	2539460	2539664	2539159	2539399	2540077	2540399
162	"LOC114879732"	NA	chrOU015519.1	-	2539460	2539668	2539159	2539399	2540077	2540227
163	"LOC114879738"	NA	chrOU015519.1	-	2438596	2438755	2437262	2437350	2439278	2439400
165	"LOC114879493"	NA	chrOU015519.1	-	2140737	2140987	2133209	2133467	2141524	2142854
166	"LOC114879497"	NA	chrOU015519.1	+	2114184	2114335	2113872	2113992	2115007	2115137
167	"LOC114880226"	NA	chrOU015519.1	-	1924902	1925046	1924660	1924780	1929232	1930120
168	"LOC114881851"	NA	chrOU015518.1	-	8946444	8946661	8945867	8946109	8947262	8947501
169	"LOC114880807"	NA	chrOU015518.1	+	8742517	8742807	8742115	8742390	8742897	8743174
170	"LOC114880802"	NA	chrOU015518.1	+	8720894	8721827	8720577	8720774	8721942	8722313
171	"LOC114880802"	NA	chrOU015518.1	+	8721158	8721827	8720577	8720774	8721942	8722313
172	"LOC114876646"	NA	chrOU015519.1	+	6139603	6139844	6137800	6138001	6144411	6144579
174	"LOC114880814"	NA	chrOU015518.1	+	8701712	8701872	8701406	8701551	8701980	8702350
175	"LOC114876510"	NA	chrOU015518.1	+	8557047	8557117	8556308	8556589	8558749	8558860
178	"LOC114876496"	NA	chrOU015518.1	+	8504919	8504951	8503847	8504073	8505546	8505617
179	"LOC114876491"	NA	chrOU015518.1	+	8500068	8500526	8498210	8499992	8500648	8501309
180	"LOC114876504"	NA	chrOU015518.1	-	8437145	8437723	8436307	8436385	8439068	8439329
181	"LOC114876500"	NA	chrOU015518.1	+	8436262	8436346	8417951	8418098	8440445	8440626
182	"LOC114876500"	NA	chrOU015518.1	+	8440445	8440626	8417951	8418098	8462491	8462926
186	"LOC114876493"	NA	chrOU015518.1	+	8398400	8398495	8397830	8398132	8407203	8407378
187	"LOC114876493"	NA	chrOU015518.1	+	8399388	8399483	8397830	8398132	8407203	8407378
189	"LOC114876493"	NA	chrOU015518.1	+	8404088	8404183	8397830	8398132	8407203	8407378
192	"LOC114876525"	NA	chrOU015518.1	-	8159903	8160029	8158848	8159077	8162919	8163082
193	"LOC114876525"	NA	chrOU015518.1	-	8193211	8193318	8184038	8184127	8208247	8210126
194	"LOC114876525"	NA	chrOU015518.1	-	8193211	8193318	8184038	8184127	8271323	8271843
198	"LOC114876515"	NA	chrOU015518.1	+	8098647	8098736	8097695	8097871	8098796	8098947
199	"LOC114876490"	NA	chrOU015518.1	+	8075775	8075890	8072275	8072371	8076336	8076515
202	"LOC114875668"	NA	chrOU015518.1	+	7815067	7815370	7814782	7814883	7815451	7816333
203	"LOC114875666"	NA	chrOU015518.1	-	7795391	7795500	7794542	7795310	7795688	7795778
204	"LOC114875713"	NA	chrOU015518.1	-	7768394	7768565	7767930	7768307	7768643	7768831
205	"LOC114875713"	NA	chrOU015518.1	-	7768394	7768568	7767930	7768307	7768643	7768831
208	"LOC114875687"	NA	chrOU015518.1	-	7460949	7462086	7460358	7460528	7462905	7463261
209	"LOC114875687"	NA	chrOU015518.1	-	7460949	7462099	7460358	7460528	7462905	7463261
210	"LOC114875679"	NA	chrOU015518.1	+	7444976	7444982	7444482	7444709	7445148	7445298
211	"LOC114877708"	NA	chrOU015518.1	+	7328384	7328849	7327791	7328142	7328919	7329177
212	"LOC114877708"	NA	chrOU015518.1	+	7328507	7328849	7327791	7328142	7328919	7329177
213	"LOC114877701"	NA	chrOU015518.1	-	7326689	7327182	7325574	7325763	7359136	7359220
214	"LOC114877701"	NA	chrOU015518.1	-	7326839	7327182	7325574	7325763	7359136	7359220
215	"LOC114877697"	NA	chrOU015518.1	-	7180589	7180752	7180232	7180527	7180822	7181124
220	"LOC114877690"	NA	chrOU015518.1	-	6943112	6943246	6942402	6942509	6984290	6984401
222	"LOC114877304"	NA	chrOU015518.1	+	6586236	6586665	6585222	6585642	6586784	6586997
223	"LOC114877294"	NA	chrOU015518.1	-	6552141	6552288	6551569	6552060	6552479	6552710
225	"LOC114877279"	NA	chrOU015518.1	-	6534564	6534865	6534337	6534481	6541284	6541900
226	"LOC114877286"	NA	chrOU015518.1	+	6488386	6488592	6488177	6488303	6488790	6488942
227	"LOC114880857"	NA	chrOU015518.1	-	6336886	6337777	6311779	6312172	6346293	6346479
228	"LOC114876676"	NA	chrOU015519.1	+	5633862	5633922	5626339	5626591	5635028	5637568
229	"LOC114876676"	NA	chrOU015519.1	+	5634591	5634827	5633862	5633922	5635028	5637568
230	"LOC114877825"	NA	chrOU015518.1	+	6238377	6238817	6225118	6225181	6273565	6273663
233	"LOC114877834"	NA	chrOU015518.1	-	6210657	6210768	6208150	6209851	6211045	6211330
235	"LOC114877834"	NA	chrOU015518.1	-	6210657	6210768	6208150	6209851	6212396	6212725
236	"LOC114877834"	NA	chrOU015518.1	-	6210657	6210768	6208150	6209854	6211045	6211330
238	"LOC114877834"	NA	chrOU015518.1	-	6210657	6210768	6208150	6209854	6212396	6212725
240	"LOC114877834"	NA	chrOU015518.1	-	6211395	6211814	6208150	6209854	6212396	6212725
241	"LOC114877834"	NA	chrOU015518.1	-	6211395	6211814	6210657	6210768	6212396	6212725
242	"LOC114872235"	NA	chrOU015519.1	-	7543411	7543493	7542730	7542905	7543820	7543962
243	"LOC114877553"	NA	chrOU015518.1	+	5817682	5817856	5817365	5817573	5821960	5825808
244	"LOC114877553"	NA	chrOU015518.1	+	5817682	5819122	5817365	5817573	5821960	5825808
251	"LOC114875343"	NA	chrOU015518.1	-	4881269	4881328	4865294	4865442	4939654	4939731
256	"LOC114872277"	NA	chrOU015519.1	-	7236600	7236698	7236439	7236508	7273239	7273259
258	"LOC114878500"	NA	chrOU015518.1	+	4534633	4534753	4534371	4534560	4535738	4535907
264	"LOC114878511"	NA	chrOU015518.1	-	4401324	4401658	4400332	4401228	4402060	4402696
270	"LOC114878476"	NA	chrOU015518.1	+	4350938	4351043	4350257	4350401	4351434	4352334
271	"LOC114878476"	NA	chrOU015518.1	+	4350938	4351043	4350257	4350401	4352910	4353313
272	"LOC114878476"	NA	chrOU015518.1	+	4351434	4352334	4350257	4350401	4352910	4353313
273	"LOC114878476"	NA	chrOU015518.1	+	4351434	4352334	4350938	4351043	4352910	4353313
274	"LOC114878490"	NA	chrOU015518.1	-	4299539	4299699	4299109	4299223	4301971	4302187
275	"LOC114877390"	NA	chrOU015518.1	+	3734401	3734637	3734217	3734308	3734738	3735004
276	"LOC114877386"	NA	chrOU015518.1	+	3728321	3728418	3728012	3728205	3728723	3728910
277	"LOC114877385"	NA	chrOU015518.1	+	3707124	3707226	3705931	3706816	3716087	3716356
281	"LOC114880579"	NA	chrOU015518.1	+	3695628	3695907	3692937	3693455	3698353	3699138
282	"LOC114880579"	NA	chrOU015518.1	+	3697286	3697698	3692937	3693455	3698353	3699138
283	"LOC114880579"	NA	chrOU015518.1	+	3697286	3697698	3695628	3695907	3698353	3699138
284	"LOC114880577"	NA	chrOU015518.1	+	3638051	3638133	3637834	3637897	3638232	3638375
286	"LOC114882872"	NA	chrOU015518.1	-	3135269	3135336	3132515	3133603	3139391	3139466
287	"LOC114882872"	NA	chrOU015518.1	-	3139391	3139466	3132515	3133603	3148483	3148629
291	"LOC114882855"	NA	chrOU015518.1	-	2238200	2238346	2151846	2152084	2264894	2265242
292	"LOC114882855"	NA	chrOU015518.1	-	2238200	2238346	2163511	2163574	2264894	2265242
293	"LOC114882828"	NA	chrOU015518.1	+	2064144	2064187	2063749	2064058	2064330	2064525
295	"LOC114882828"	NA	chrOU015518.1	+	2064330	2064525	2063749	2064058	2065710	2065855
298	"LOC114882828"	NA	chrOU015518.1	+	2067898	2068066	2067611	2067833	2068415	2068537
299	"LOC114882843"	NA	chrOU015518.1	-	2029580	2029634	2029313	2029469	2029722	2029834
301	"LOC114882839"	NA	chrOU015518.1	+	2010395	2010682	2009340	2009589	2011151	2011238
302	"LOC114882845"	NA	chrOU015518.1	-	1999565	1999620	1999317	1999489	1999754	1999962
303	"LOC114882845"	NA	chrOU015518.1	-	1999565	1999630	1999317	1999489	1999754	2000341
304	"LOC114882840"	NA	chrOU015518.1	+	1995189	1996277	1993501	1993569	1996340	1996971
305	"LOC114878747"	NA	chrOU015518.1	-	1985382	1985543	1984874	1985095	1985627	1985860
306	"LOC114878746"	NA	chrOU015518.1	+	1980057	1980274	1979556	1979988	1980346	1981698
313	"LOC114878753"	NA	chrOU015518.1	+	1756069	1759183	1755812	1755936	1760330	1762367
314	"LOC114881700"	NA	chrOU015518.1	-	1638501	1638742	1637330	1637572	1639696	1639836
315	"LOC114881700"	NA	chrOU015518.1	-	1638853	1639065	1638501	1638742	1639696	1639836
317	"LOC114881700"	NA	chrOU015518.1	-	1644309	1644345	1644059	1644214	1644419	1644875
320	"LOC114872955"	NA	chrOU015518.1	+	1508597	1508727	1497841	1497944	1515904	1516261
325	"LOC114878487"	NA	chrOU015518.1	+	4288198	4288386	4284371	4284621	4289436	4289566
326	"LOC114878487"	NA	chrOU015518.1	+	4288508	4288596	4288198	4288386	4289436	4289566
327	"LOC114878487"	NA	chrOU015518.1	+	4288686	4288832	4288508	4288596	4289436	4289566
329	"LOC114878487"	NA	chrOU015518.1	+	4292059	4292201	4291285	4291418	4295223	4296267
330	"LOC114872924"	NA	chrOU015518.1	+	1107511	1107617	1105203	1105284	1107680	1107735
331	"LOC114872931"	NA	chrOU015518.1	-	1101800	1102013	1101325	1101468	1102085	1102184
333	"LOC114872937"	NA	chrOU015518.1	-	1085575	1085692	1083974	1084833	1086018	1086205
334	"LOC114872937"	NA	chrOU015518.1	-	1085575	1085696	1083974	1084833	1086018	1086205
335	"LOC114872942"	NA	chrOU015518.1	-	1050699	1050741	1050543	1050632	1050833	1050923
336	"LOC114872846"	NA	chrOU015518.1	+	1026713	1026762	1019832	1019874	1035414	1035532
337	"LOC114872846"	NA	chrOU015518.1	+	1031284	1031333	1019832	1019874	1033260	1033309
338	"LOC114872846"	NA	chrOU015518.1	+	1031284	1031333	1019832	1019874	1035414	1035532
339	"LOC114872846"	NA	chrOU015518.1	+	1033260	1033309	1019832	1019874	1035414	1035532
340	"LOC114872846"	NA	chrOU015518.1	+	1033260	1033309	1031284	1031333	1035414	1035532
341	"LOC114872846"	NA	chrOU015518.1	+	1035414	1035532	1019832	1019874	1035788	1036062
345	"LOC114872903"	NA	chrOU015518.1	-	944271	944421	942658	942810	944913	945003
346	"LOC114872903"	NA	chrOU015518.1	-	944271	944421	942658	942810	946810	947265
347	"LOC114872972"	NA	chrOU015518.1	+	873050	873351	872772	872951	873416	873688
348	"LOC114872849"	NA	chrOU015518.1	-	853684	854257	853329	853399	856573	856863
350	"LOC114872849"	NA	chrOU015518.1	-	857429	857654	856940	857029	863890	863984
351	"LOC114872849"	NA	chrOU015518.1	-	858050	858089	856940	857029	863890	863984
353	"LOC114872858"	NA	chrOU015518.1	-	841845	841906	838579	840663	844205	844519
354	"LOC114873008"	NA	chrOU015518.1	+	806840	806960	799255	799956	808018	808229
355	"LOC114873001"	NA	chrOU015518.1	-	787370	787601	787187	787268	787701	787859
356	"LOC114873001"	NA	chrOU015518.1	-	789601	789705	789340	789421	790030	790365
359	"LOC114873001"	NA	chrOU015518.1	-	789601	789705	789340	789421	790864	791101
360	"LOC114873001"	NA	chrOU015518.1	-	790030	790365	789340	789421	790506	790591
361	"LOC114873001"	NA	chrOU015518.1	-	790030	790365	789340	789421	790649	791101
362	"LOC114873001"	NA	chrOU015518.1	-	790030	790365	789601	789705	790649	791101
364	"LOC114873001"	NA	chrOU015518.1	-	790142	790365	789340	789421	790649	791101
365	"LOC114873001"	NA	chrOU015518.1	-	790142	790365	789340	789421	790864	791101
366	"LOC114873001"	NA	chrOU015518.1	-	790142	790365	789601	789705	790649	791101
367	"LOC114873001"	NA	chrOU015518.1	-	790142	790365	789601	789705	790864	791101
369	"LOC114873001"	NA	chrOU015518.1	-	790506	790591	790030	790365	790649	791101
371	"LOC114873001"	NA	chrOU015518.1	-	790649	790701	789601	789705	790864	791101
372	"LOC114872876"	NA	chrOU015518.1	+	741319	741466	740901	741096	741524	741728
373	"LOC114872985"	NA	chrOU015518.1	+	687904	687947	685833	685997	688196	688379
383	"LOC114872986"	NA	chrOU015518.1	+	676767	676945	676176	676647	677019	677242
384	"LOC114872991"	NA	chrOU015518.1	-	672394	672551	672139	672316	672623	672808
385	"LOC114872871"	NA	chrOU015518.1	+	654197	654354	654049	654142	654416	654565
392	"LOC114876026"	NA	chrOU015518.1	+	573483	573692	572839	573402	574987	575049
393	"LOC114876026"	NA	chrOU015518.1	+	573525	573692	572839	573402	574987	575049
395	"LOC114876025"	NA	chrOU015518.1	-	564470	564593	560294	560530	566594	566714
398	"LOC114876025"	NA	chrOU015518.1	-	566594	566714	564470	564593	570935	571058
401	"LOC114876022"	NA	chrOU015518.1	+	434681	434829	374590	374638	453287	453431
404	"LOC114876022"	NA	chrOU015518.1	+	514113	514436	507614	507723	515050	515342
407	"LOC114876034"	NA	chrOU015518.1	+	233014	233139	219165	219247	237310	237614
410	"LOC114876039"	NA	chrOU015518.1	-	215477	215616	214041	215337	215728	216089
411	"LOC114881302"	NA	chrOU015517.1	-	7835983	7836205	7828522	7828774	7843424	7843950
414	"LOC114881004"	NA	chrOU015517.1	-	6571566	6571776	6570635	6571240	6572425	6572677
416	"LOC114881171"	NA	chrOU015517.1	-	6552335	6552587	6550350	6550605	6553503	6553725
417	"LOC114880709"	NA	chrOU015517.1	-	6487719	6487892	6486360	6486585	6490184	6490349
418	"LOC114880706"	NA	chrOU015517.1	-	6423265	6423375	6423029	6423170	6423445	6423569
419	"LOC114880706"	NA	chrOU015517.1	-	6423629	6423785	6423445	6423569	6423872	6424177
420	"LOC114879525"	NA	chrOU015517.1	-	6384901	6385045	6384630	6384816	6385179	6385561
422	"LOC114876825"	NA	chrOU015517.1	+	6074671	6075155	6010906	6011688	6085881	6086106
423	"LOC114876825"	NA	chrOU015517.1	+	6085881	6086106	6010906	6011688	6102045	6102211
424	"LOC114876825"	NA	chrOU015517.1	+	6103348	6103506	6102045	6102211	6105164	6105350
427	"LOC114876813"	NA	chrOU015517.1	+	5656521	5657010	5655942	5656168	5657743	5658656
428	"LOC114876839"	NA	chrOU015517.1	-	5611126	5611255	5610184	5611049	5611323	5611662
432	"LOC114875900"	NA	chrOU015517.1	-	5313518	5313623	5309608	5309737	5314067	5314178
433	"LOC114875900"	NA	chrOU015517.1	-	5314067	5314178	5313518	5313623	5325882	5326011
434	"LOC114875900"	NA	chrOU015517.1	-	5406502	5406590	5381829	5381896	5429509	5429730
437	"LOC114875900"	NA	chrOU015517.1	-	5406693	5406705	5406502	5406590	5429509	5429730
440	"LOC114875904"	NA	chrOU015517.1	+	5231781	5232017	5185633	5187277	5233293	5233520
447	"LOC114872734"	NA	chrOU015517.1	-	4387768	4387921	4386268	4386438	4388862	4388928
448	"LOC114872736"	NA	chrOU015517.1	+	4341564	4341647	4339165	4339352	4342099	4342490
454	"LOC114872720"	NA	chrOU015517.1	+	4217709	4217843	4209484	4209917	4232712	4232856
459	"LOC114874207"	NA	chrOU015513.1	-	9464643	9464682	9458924	9459010	9464848	9464997
460	"LOC114882998"	NA	chrOU015507.1	-	2766499	2766535	2765826	2766443	2766610	2767014
461	"LOC114882998"	NA	chrOU015507.1	-	2766521	2766535	2765826	2766443	2766610	2766656
462	"LOC114874926"	NA	chrOU015509.1	+	8673325	8673435	8672541	8672888	8673768	8673941
463	"LOC114874926"	NA	chrOU015509.1	+	8673489	8673685	8673325	8673435	8673768	8673941
464	"LOC114874926"	NA	chrOU015509.1	+	8673499	8673685	8673325	8673435	8673768	8673941
465	"LOC114874926"	NA	chrOU015509.1	+	8674350	8674719	8674025	8674240	8674974	8675325
467	"LOC114880605"	NA	chrOU015509.1	+	10360826	10360999	10360563	10360768	10361080	10361168
468	"LOC114880605"	NA	chrOU015509.1	+	10361404	10361436	10361248	10361328	10362926	10366245
473	"LOC114873803"	NA	chrOU015514.1	+	6681110	6681119	6679108	6679234	6681399	6681681
474	"LOC114873803"	NA	chrOU015514.1	+	6689482	6689521	6685841	6686006	6690410	6690707
475	"LOC114873803"	NA	chrOU015514.1	+	6699446	6699761	6698772	6698982	6700134	6700533
478	"LOC114875208"	NA	chrOU015511.1	-	9359312	9359516	9357995	9358241	9359589	9359765
480	"LOC114871183"	NA	chrOU015508.1	-	1319902	1320085	1319445	1319598	1320222	1320401
481	"LOC114874389"	NA	chrOU015513.1	-	2980924	2981148	2980569	2980772	2981218	2981411
482	"LOC114874946"	NA	chrOU015509.1	-	8153054	8153336	8151657	8152221	8154175	8154571
483	"LOC114872370"	NA	chrOU015506.1	+	5268278	5268486	5268050	5268217	5269166	5269247
484	"LOC114872370"	NA	chrOU015506.1	+	5269166	5269247	5268050	5268217	5269315	5269372
486	"LOC114882862"	NA	chrOU015518.1	+	2051237	2051589	2050940	2051058	2051703	2051911
488	"LOC114882862"	NA	chrOU015518.1	+	2052140	2052268	2051998	2052075	2052654	2052876
490	"LOC114871220"	NA	chrOU015513.1	-	6178270	6178488	6177983	6178196	6178563	6178822
491	"LOC114871961"	NA	chrOU015509.1	-	6846043	6846225	6845750	6845960	6846293	6846465
492	"LOC114871961"	NA	chrOU015509.1	-	6846097	6846225	6845750	6845960	6846293	6846465
493	"LOC114871972"	NA	chrOU015509.1	-	6799995	6800356	6796150	6796228	6803600	6803973
494	"LOC114871972"	NA	chrOU015509.1	-	6799995	6800356	6796150	6796228	6803829	6803973
495	"LOC114876848"	NA	chrOU015509.1	+	6228991	6229087	6227285	6227782	6231293	6231555
496	"LOC114876848"	NA	chrOU015509.1	+	6228991	6229253	6227284	6227782	6231293	6231555
498	"LOC114880303"	NA	chrOU015505.1	-	699142	699285	698136	698304	699351	699419
499	"LOC114874422"	NA	chrOU015512.1	-	6640624	6640777	6637000	6637168	6645978	6646317
500	"LOC114874422"	NA	chrOU015512.1	-	6649616	6649810	6649222	6649403	6650244	6650449
501	"LOC114874422"	NA	chrOU015512.1	-	6653483	6653652	6651710	6651989	6661232	6661701
502	"LOC114878885"	NA	chrOU015509.1	-	5644134	5644185	5637461	5641861	5661655	5661957
504	"LOC114875840"	NA	chrOU015505.1	+	13635501	13635645	13635173	13635340	13635731	13635993
508	"LOC114880750"	NA	chrOU015510.1	-	20136	20388	19907	20037	20699	20830
509	"LOC114880750"	NA	chrOU015510.1	-	20699	20830	20136	20388	21323	21365
510	"LOC114874612"	NA	chrOU015509.1	-	3761773	3761935	3761364	3761692	3762010	3762163
512	"LOC114877682"	NA	chrOU015511.1	+	10185474	10185859	10161298	10161528	10190607	10190955
