GO.ID,Term,Annotated,Significant,Expected,classicFisher,classicFisherPadj
GO:0016477,cell migration,271,76,19.47,6.4e-27,1.059e-25
GO:0003006,developmental process involved in reprod...,759,136,54.53,1.9e-26,3.1195348837209306e-25
GO:0042387,plasmatocyte differentiation,22,22,1.58,4.4e-26,7.113893129770992e-25
GO:0061058,regulation of peptidoglycan recognition ...,22,22,1.58,4.4e-26,7.113893129770992e-25
GO:0007399,nervous system development,1002,160,71.99,1e-25,1.6045454545454548e-24
GO:0045595,regulation of cell differentiation,406,93,29.17,1.2e-25,1.9109774436090225e-24
GO:0048568,embryonic organ development,52,33,3.74,1.4e-25,2.2128358208955225e-24
GO:0031323,regulation of cellular metabolic process,1623,217,116.61,2.9e-25,4.5497777777777776e-24
GO:0070887,cellular response to chemical stimulus,460,99,33.05,4.2e-25,6.5408823529411765e-24
GO:0050688,regulation of defense response to virus,21,21,1.51,6.4e-25,9.894306569343067e-24
GO:0051173,positive regulation of nitrogen compound...,743,131,53.38,1.1e-24,1.6882608695652173e-23
GO:0000003,reproduction,1009,158,72.49,2.2e-24,3.352230215827338e-23
GO:0019748,secondary metabolic process,88,41,6.32,2.4e-24,3.6308571428571424e-23
GO:0022412,cellular process involved in reproductio...,740,130,53.17,2.5e-24,3.75531914893617e-23
GO:0048477,oogenesis,546,108,39.23,3e-24,4.4746478873239433e-23
GO:0007281,germ cell development,635,118,45.62,4.2e-24,6.220699300699301e-23
GO:0032504,multicellular organism reproduction,909,147,65.31,6.2e-24,9.119166666666667e-23
GO:2000026,regulation of multicellular organismal d...,552,108,39.66,7.8e-24,1.1393379310344827e-22
GO:0007292,female gamete generation,596,113,42.82,8.8e-24,1.2766027397260274e-22
GO:0002803,positive regulation of antibacterial pep...,20,20,1.44,9.3e-24,1.321973154362416e-22
GO:0006963,positive regulation of antibacterial pep...,20,20,1.44,9.3e-24,1.321973154362416e-22
GO:0035099,hemocyte migration,20,20,1.44,9.3e-24,1.321973154362416e-22
GO:0030855,epithelial cell differentiation,347,82,24.93,1.5e-23,2.118e-22
GO:0008063,Toll signaling pathway,78,38,5.6,1.6e-23,2.2442384105960264e-22
GO:0007276,gamete generation,787,133,56.54,2.9e-23,4.040921052631579e-22
GO:0008219,cell death,330,79,23.71,4.7e-23,6.506274509803921e-22
GO:0051674,localization of cell,323,78,23.21,5e-23,6.876623376623376e-22
GO:0007389,pattern specification process,455,95,32.69,5.1e-23,6.968903225806452e-22
GO:0009967,positive regulation of signal transducti...,376,85,27.01,5.3e-23,7.195769230769231e-22
GO:0002065,columnar/cuboidal epithelial cell differ...,282,72,20.26,8.4e-23,1.1331974522292993e-21
GO:0022414,reproductive process,962,150,69.12,8.8e-23,1.1796455696202531e-21
GO:0002064,epithelial cell development,297,74,21.34,9.9e-23,1.318754716981132e-21
GO:0048870,cell motility,320,77,22.99,1.3e-22,1.7101863354037267e-21
GO:0048609,multicellular organismal reproductive pr...,857,139,61.57,1.3e-22,1.7101863354037267e-21
GO:0019953,sexual reproduction,861,139,61.86,2.1e-22,2.7455555555555557e-21
GO:0044703,multi-organism reproductive process,862,139,61.93,2.3e-22,2.9885889570552147e-21
GO:0002009,morphogenesis of an epithelium,533,103,38.29,3e-22,3.874390243902439e-21
GO:0048666,neuron development,552,105,39.66,3.9e-22,5.006181818181818e-21
GO:0030707,ovarian follicle cell development,268,69,19.25,4.3e-22,5.486385542168675e-21
GO:0002066,columnar/cuboidal epithelial cell develo...,269,69,19.33,5.5e-22,6.975449101796407e-21
GO:0006909,phagocytosis,44,28,3.16,6.5e-22,8.194642857142858e-21
GO:0048729,tissue morphogenesis,549,104,39.44,9e-22,1.1279289940828401e-20
GO:0010647,positive regulation of cell communicatio...,408,87,29.31,1.1e-21,1.3624561403508774e-20
GO:0023056,positive regulation of signaling,408,87,29.31,1.1e-21,1.3624561403508774e-20
GO:0022008,neurogenesis,819,133,58.84,1.4e-21,1.723953488372093e-20
GO:0040011,locomotion,580,107,41.67,1.8e-21,2.203699421965318e-20
GO:0007169,transmembrane receptor protein tyrosine ...,187,56,13.44,1.9e-21,2.3127586206896552e-20
GO:0035295,tube development,651,114,46.77,5.3e-21,6.414514285714286e-20
GO:0012501,programmed cell death,295,71,21.19,7e-21,8.423863636363637e-20
GO:0030182,neuron differentiation,692,118,49.72,8.9e-21,1.0649830508474577e-19
GO:0071310,cellular response to organic substance,327,75,23.49,1.1e-20,1.308876404494382e-19
GO:0048699,generation of neurons,782,127,56.18,1.6e-20,1.8931843575418994e-19
GO:0010604,positive regulation of macromolecule met...,773,126,55.54,1.7e-20,2.0003333333333332e-19
GO:0000902,cell morphogenesis,509,97,36.57,1.9e-20,2.2233149171270717e-19
GO:0060255,regulation of macromolecule metabolic pr...,1646,207,118.26,3.3e-20,3.8403296703296703e-19
GO:0051171,regulation of nitrogen compound metaboli...,1511,195,108.56,4.3e-20,4.97672131147541e-19
GO:0045752,positive regulation of Toll signaling pa...,24,20,1.72,7.6e-20,8.748260869565216e-19
GO:0043900,regulation of multi-organism process,91,37,6.54,1.5e-19,1.7172972972972972e-18
GO:0007552,metamorphosis,421,84,30.25,5.4e-19,6.149032258064516e-18
GO:0009886,post-embryonic animal morphogenesis,415,83,29.82,7.8e-19,8.834438502673797e-18
GO:0048749,compound eye development,337,73,24.21,1.3e-18,1.4645744680851065e-17
GO:0002165,instar larval or pupal development,513,94,36.86,1.4e-18,1.568888888888889e-17
GO:0006928,movement of cell or subcellular componen...,641,108,46.05,1.6e-18,1.774240837696335e-17
GO:0048707,instar larval or pupal morphogenesis,403,81,28.95,1.6e-18,1.774240837696335e-17
GO:0048646,anatomical structure formation involved ...,463,88,33.26,1.9e-18,2.0959374999999998e-17
GO:0048598,embryonic morphogenesis,207,55,14.87,2.1e-18,2.304559585492228e-17
GO:0001700,embryonic development via the syncytial ...,149,46,10.71,2.4e-18,2.6202061855670105e-17
GO:0009792,embryo development ending in birth or eg...,156,47,11.21,3e-18,3.258461538461538e-17
GO:0003002,regionalization,416,82,29.89,3.4e-18,3.674081632653061e-17
GO:0032989,cellular component morphogenesis,515,93,37,6.1e-18,6.558274111675126e-17
GO:0034250,positive regulation of cellular amide me...,70,31,5.03,7.3e-18,7.808787878787879e-17
GO:0001745,compound eye morphogenesis,279,64,20.05,1e-17,1.064321608040201e-16
GO:0001654,eye development,359,74,25.79,1.4e-17,1.4679207920792077e-16
GO:0048880,sensory system development,359,74,25.79,1.4e-17,1.4679207920792077e-16
GO:0150063,visual system development,359,74,25.79,1.4e-17,1.4679207920792077e-16
GO:0009887,animal organ morphogenesis,671,109,48.21,1.8e-17,1.8780295566502463e-16
GO:0009968,negative regulation of signal transducti...,313,68,22.49,1.9e-17,1.9726470588235294e-16
GO:0010648,negative regulation of cell communicatio...,337,71,24.21,2e-17,2.0663414634146343e-16
GO:0023057,negative regulation of signaling,338,71,24.28,2.4e-17,2.46757281553398e-16
GO:0010033,response to organic substance,482,88,34.63,2.8e-17,2.864927536231884e-16
GO:0000904,cell morphogenesis involved in different...,431,82,30.97,3.2e-17,3.2584615384615387e-16
GO:0007167,enzyme linked receptor protein signaling...,248,59,17.82,3.5e-17,3.5468899521531104e-16
GO:0007423,sensory organ development,432,82,31.04,3.7e-17,3.731714285714285e-16
GO:0007568,aging,140,43,10.06,4e-17,4.015165876777251e-16
GO:0080090,regulation of primary metabolic process,1533,189,110.14,5e-17,4.995283018867924e-16
GO:0010631,epithelial cell migration,154,45,11.06,6.1e-17,6.065633802816902e-16
GO:0010259,multicellular organism aging,136,42,9.77,7.6e-17,7.521869158878505e-16
GO:0045597,positive regulation of cell differentiat...,175,48,12.57,9e-17,8.866046511627907e-16
GO:0048592,eye morphogenesis,291,64,20.91,9.7e-17,9.467557603686635e-16
GO:0090596,sensory organ morphogenesis,291,64,20.91,9.7e-17,9.467557603686635e-16
GO:0090132,epithelium migration,156,45,11.21,1.1e-16,1.0638356164383563e-15
GO:0009611,response to wounding,102,36,7.33,1.1e-16,1.0638356164383563e-15
GO:0001667,ameboidal-type cell migration,171,47,12.29,1.8e-16,1.7329090909090908e-15
GO:0008340,determination of adult lifespan,133,41,9.56,1.9e-16,1.8209049773755654e-15
GO:0060284,regulation of cell development,345,70,24.79,2.8e-16,2.6713513513513515e-15
GO:1902531,regulation of intracellular signal trans...,337,69,24.21,2.9e-16,2.7543497757847532e-15
GO:0016331,morphogenesis of embryonic epithelium,111,37,7.97,3.5e-16,3.309375e-15
GO:0000165,MAPK cascade,148,43,10.63,4e-16,3.748672566371681e-15
GO:0090130,tissue migration,161,45,11.57,4e-16,3.748672566371681e-15
GO:0035239,tube morphogenesis,461,83,33.12,6.3e-16,5.878149779735683e-15
GO:0007391,dorsal closure,96,34,6.9,7.1e-16,6.595526315789473e-15
GO:0007444,imaginal disc development,525,90,37.72,7.3e-16,6.751703056768559e-15
GO:0023014,signal transduction by protein phosphory...,151,43,10.85,8.9e-16,8.195739130434783e-15
GO:0048858,cell projection morphogenesis,403,76,28.95,9.3e-16,8.527012987012987e-15
GO:0032990,cell part morphogenesis,412,77,29.6,9.9e-16,9.038017241379308e-15
GO:0009880,embryonic pattern specification,193,49,13.87,1.3e-15,1.1766666666666667e-14
GO:0048010,vascular endothelial growth factor recep...,36,21,2.59,1.3e-15,1.1766666666666667e-14
GO:0035556,intracellular signal transduction,559,93,40.16,1.6e-15,1.442042553191489e-14
GO:0120039,plasma membrane bounded cell projection ...,402,75,28.88,2.7e-15,2.423135593220339e-14
GO:0007424,open tracheal system development,228,53,16.38,4.7e-15,4.200253164556962e-14
GO:0060541,respiratory system development,236,54,16.96,5.2e-15,4.6275630252100846e-14
GO:0051094,positive regulation of developmental pro...,267,58,19.18,5.6e-15,4.942e-14
GO:0007417,central nervous system development,244,55,17.53,5.6e-15,4.942e-14
GO:0048565,digestive tract development,97,33,6.97,7.5e-15,6.56404958677686e-14
GO:0055123,digestive system development,97,33,6.97,7.5e-15,6.56404958677686e-14
GO:0048812,neuron projection morphogenesis,401,74,28.81,7.9e-15,6.885679012345679e-14
GO:0006979,response to oxidative stress,115,36,8.26,8.4e-15,7.291475409836065e-14
GO:0060562,epithelial tube morphogenesis,419,76,30.1,8.6e-15,7.434612244897959e-14
GO:0048667,cell morphogenesis involved in neuron di...,393,73,28.24,8.7e-15,7.490487804878049e-14
GO:0045165,cell fate commitment,294,61,21.12,9.9e-15,8.489149797570851e-14
GO:0007297,ovarian follicle cell migration,122,37,8.77,1.1e-14,9.356626506024096e-14
GO:0006915,apoptotic process,240,54,17.24,1.1e-14,9.356626506024096e-14
GO:0043170,macromolecule metabolic process,3363,323,241.62,1.2e-14,1.0166399999999999e-13
GO:0008152,metabolic process,4397,391,315.91,1.5e-14,1.2657370517928286e-13
GO:0007298,border follicle cell migration,111,35,7.97,1.6e-14,1.3447619047619049e-13
GO:0042060,wound healing,72,28,5.17,1.7e-14,1.4231620553359684e-13
GO:0051093,negative regulation of developmental pro...,207,49,14.87,2.5e-14,2.0846456692913385e-13
GO:0031175,neuron projection development,430,76,30.89,3.6e-14,2.9901176470588235e-13
GO:0010720,positive regulation of cell development,168,43,12.07,5.8e-14,4.798593750000001e-13
GO:0034097,response to cytokine,30,18,2.16,7.4e-14,6.098521400778209e-13
GO:0006468,protein phosphorylation,409,73,29.39,7.5e-14,6.156976744186047e-13
GO:0050767,regulation of neurogenesis,267,56,19.18,8.5e-14,6.950965250965251e-13
GO:0010623,programmed cell death involved in cell d...,87,30,6.25,8.7e-14,7.087153846153845e-13
GO:1902533,positive regulation of intracellular sig...,178,44,12.79,1.1e-13,8.926436781609196e-13
GO:0032268,regulation of cellular protein metabolic...,561,89,40.31,1.4e-13,1.1231818181818183e-12
GO:0009891,positive regulation of biosynthetic proc...,514,84,36.93,1.4e-13,1.1231818181818183e-12
GO:0031328,positive regulation of cellular biosynth...,514,84,36.93,1.4e-13,1.1231818181818183e-12
GO:0007507,heart development,101,32,7.26,1.9e-13,1.5128571428571428e-12
GO:0071495,cellular response to endogenous stimulus,225,50,16.17,1.9e-13,1.5128571428571428e-12
GO:0034248,regulation of cellular amide metabolic p...,167,42,12,2.2e-13,1.7451685393258428e-12
GO:0022603,regulation of anatomical structure morph...,257,54,18.46,2.3e-13,1.817686567164179e-12
GO:0044260,cellular macromolecule metabolic process,2756,275,198.01,2.5e-13,1.9684014869888476e-12
GO:0031329,regulation of cellular catabolic process,204,47,14.66,2.6e-13,2.024558823529412e-12
GO:0006464,cellular protein modification process,1173,147,84.28,2.6e-13,2.024558823529412e-12
GO:0036211,protein modification process,1173,147,84.28,2.6e-13,2.024558823529412e-12
GO:0051240,positive regulation of multicellular org...,267,55,19.18,3.2e-13,2.4826373626373626e-12
GO:0009719,response to endogenous stimulus,230,50,16.52,4.8e-13,3.71036496350365e-12
GO:0035282,segmentation,215,48,15.45,5.1e-13,3.913695652173913e-12
GO:0061061,muscle structure development,215,48,15.45,5.1e-13,3.913695652173913e-12
GO:0051246,regulation of protein metabolic process,584,90,41.96,5.5e-13,4.2054151624548735e-12
GO:0045664,regulation of neuron differentiation,179,43,12.86,6.3e-13,4.799784172661871e-12
GO:0019221,cytokine-mediated signaling pathway,29,17,2.08,6.4e-13,4.8411428571428566e-12
GO:0071345,cellular response to cytokine stimulus,29,17,2.08,6.4e-13,4.8411428571428566e-12
GO:0019538,protein metabolic process,1920,209,137.95,6.7e-13,5.050035587188612e-12
GO:0043410,positive regulation of MAPK cascade,76,27,5.46,6.8e-13,5.107234042553192e-12
GO:0071704,organic substance metabolic process,4082,366,293.28,7e-13,5.23886925795053e-12
GO:0007350,blastoderm segmentation,180,43,12.93,7.7e-13,5.742464788732393e-12
GO:0032270,positive regulation of cellular protein ...,289,57,20.76,7.8e-13,5.796631578947368e-12
GO:0051960,regulation of nervous system development,357,65,25.65,8.1e-13,5.9985314685314685e-12
GO:0072359,circulatory system development,106,32,7.62,8.5e-13,6.272822299651568e-12
GO:0001934,positive regulation of protein phosphory...,132,36,9.48,9.2e-13,6.765833333333333e-12
GO:0048546,digestive tract morphogenesis,61,24,4.38,1e-12,7.32871972318339e-12
GO:0072593,reactive oxygen species metabolic proces...,38,19,2.73,1.3e-12,9.494482758620688e-12
GO:0006935,chemotaxis,268,54,19.25,1.4e-12,1.0189690721649485e-11
GO:0009894,regulation of catabolic process,229,49,16.45,1.6e-12,1.1565870307167235e-11
GO:0043902,positive regulation of multi-organism pr...,52,22,3.74,1.6e-12,1.1565870307167235e-11
GO:1901615,organic hydroxy compound metabolic proce...,184,43,13.22,1.7e-12,1.2246938775510203e-11
GO:0010941,regulation of cell death,246,51,17.67,1.9e-12,1.364135593220339e-11
GO:0045596,negative regulation of cell differentiat...,122,34,8.77,2.1e-12,1.502635135135135e-11
GO:0043412,macromolecule modification,1284,154,92.25,2.4e-12,1.7057718120805368e-11
GO:0051247,positive regulation of protein metabolic...,305,58,21.91,2.4e-12,1.7057718120805368e-11
GO:0098869,cellular oxidant detoxification,31,17,2.23,2.9e-12,2.054247491638796e-11
GO:0043408,regulation of MAPK cascade,137,36,9.84,3.1e-12,2.1886e-11
GO:0007435,salivary gland morphogenesis,75,26,5.39,3.6e-12,2.5247682119205298e-11
GO:0022612,gland morphogenesis,75,26,5.39,3.6e-12,2.5247682119205298e-11
GO:0033554,cellular response to stress,555,85,39.87,3.9e-12,2.726138613861386e-11
GO:0061564,axon development,317,59,22.78,4e-12,2.786842105263158e-11
GO:0031401,positive regulation of protein modificat...,174,41,12.5,4.4e-12,3.055475409836065e-11
GO:0001709,cell fate determination,132,35,9.48,4.7e-12,3.2531372549019606e-11
GO:0042327,positive regulation of phosphorylation,147,37,10.56,6.2e-12,4.277394136807818e-11
GO:0009798,axis specification,169,40,12.14,7e-12,4.813636363636364e-11
GO:0007409,axonogenesis,305,57,21.91,8.1e-12,5.552038834951456e-11
GO:0009892,negative regulation of metabolic process,754,104,54.17,8.3e-12,5.6707741935483866e-11
GO:0030030,cell projection organization,622,91,44.69,8.5e-12,5.788745980707395e-11
GO:0042330,taxis,314,58,22.56,8.6e-12,5.838076923076923e-11
GO:0050769,positive regulation of neurogenesis,115,32,8.26,9.8e-12,6.631437699680511e-11
GO:0051241,negative regulation of multicellular org...,195,43,14.01,1.4e-11,9.413333333333333e-11
GO:0010468,regulation of gene expression,1220,146,87.65,1.4e-11,9.413333333333333e-11
GO:0009889,regulation of biosynthetic process,1063,132,76.37,1.5e-11,1.0053797468354431e-10
GO:0007431,salivary gland development,104,30,7.47,1.6e-11,1.0656603773584905e-10
GO:0035272,exocrine system development,104,30,7.47,1.6e-11,1.0656603773584905e-10
GO:0010506,regulation of autophagy,111,31,7.97,1.9e-11,1.2575625e-10
GO:0008284,positive regulation of cell population p...,80,26,5.75,1.9e-11,1.2575625e-10
GO:0097237,cellular response to toxic substance,34,17,2.44,2.1e-11,1.3770278637770896e-10
GO:1990748,cellular detoxification,34,17,2.44,2.1e-11,1.3770278637770896e-10
