GO.ID,Term,Annotated,Significant,Expected,classicFisher,classicFisherPadj
GO:0035069,larval midgut histolysis,26,6,0.28,2.5e-7,1.6045454545454546e-5
GO:0007293,germarium-derived egg chamber formation,86,9,0.93,2.9e-7,1.8065294117647057e-5
GO:0007294,germarium-derived oocyte fate determinat...,27,6,0.29,3.2e-7,1.8826666666666667e-5
GO:0010623,programmed cell death involved in cell d...,87,9,0.94,3.2e-7,1.8826666666666667e-5
GO:0071496,cellular response to external stimulus,88,9,0.95,3.6e-7,2.0607567567567568e-5
GO:0005977,glycogen metabolic process,28,6,0.3,4.1e-7,2.1179999999999997e-5
GO:0006073,cellular glucan metabolic process,28,6,0.3,4.1e-7,2.1179999999999997e-5
GO:0006112,energy reserve metabolic process,28,6,0.3,4.1e-7,2.1179999999999997e-5
GO:0044042,glucan metabolic process,28,6,0.3,4.1e-7,2.1179999999999997e-5
GO:0042594,response to starvation,118,10,1.28,4.6e-7,2.3197142857142858e-5
GO:0030706,germarium-derived oocyte differentiation,31,6,0.34,7.8e-7,3.841953488372093e-5
GO:0030716,oocyte fate determination,35,6,0.38,1.7e-6,8.001333333333334e-5
GO:0031667,response to nutrient levels,136,10,1.47,1.7e-6,8.001333333333334e-5
GO:0009991,response to extracellular stimulus,137,10,1.48,1.8e-6,8.287826086956521e-5
GO:0044264,cellular polysaccharide metabolic proces...,37,6,0.4,2.3e-6,1.036468085106383e-4
GO:0005976,polysaccharide metabolic process,39,6,0.42,3.2e-6,1.412e-4
GO:0048134,germ-line cyst formation,25,5,0.27,5.8e-6,2.5070204081632656e-4
GO:0022411,cellular component disassembly,129,9,1.4,9e-6,3.8124000000000003e-4
GO:0009057,macromolecule catabolic process,428,16,4.63,9.8e-6,3.9222222222222225e-4
GO:0006401,RNA catabolic process,99,8,1.07,1e-5,3.9222222222222225e-4
GO:0034655,nucleobase-containing compound catabolic...,131,9,1.42,1e-5,3.9222222222222225e-4
GO:0031329,regulation of cellular catabolic process,204,11,2.21,1e-5,3.9222222222222225e-4
GO:0055114,oxidation-reduction process,498,17,5.39,1.6e-5,6.161454545454545e-4
GO:0006950,response to stress,976,25,10.57,1.7e-5,6.429642857142857e-4
GO:0033554,cellular response to stress,555,18,6.01,1.8e-5,6.688421052631579e-4
GO:0016052,carbohydrate catabolic process,53,6,0.57,2e-5,7.303448275862069e-4
GO:0010506,regulation of autophagy,111,8,1.2,2.3e-5,8.256610169491526e-4
GO:0009994,oocyte differentiation,147,9,1.59,2.6e-5,9.027540983606556e-4
GO:0044270,cellular nitrogen compound catabolic pro...,147,9,1.59,2.6e-5,9.027540983606556e-4
GO:0046700,heterocycle catabolic process,149,9,1.61,2.9e-5,9.906774193548388e-4
GO:0009894,regulation of catabolic process,229,11,2.48,3.1e-5,0.0010421904761904763
GO:0019439,aromatic compound catabolic process,154,9,1.67,3.8e-5,0.0012382153846153847
GO:0034599,cellular response to oxidative stress,36,5,0.39,3.8e-5,0.0012382153846153847
GO:0072593,reactive oxygen species metabolic proces...,38,5,0.41,4.9e-5,0.0015724545454545455
GO:0006508,proteolysis,550,17,5.96,5.8e-5,0.0018334925373134328
GO:1901361,organic cyclic compound catabolic proces...,163,9,1.76,5.9e-5,0.0018376764705882354
GO:0031050,dsRNA processing,21,4,0.23,6.6e-5,0.0019969714285714285
GO:0070918,production of small RNA involved in gene...,21,4,0.23,6.6e-5,0.0019969714285714285
GO:0051716,cellular response to stimulus,1718,34,18.6,7.6e-5,0.002267154929577465
GO:0062197,cellular response to chemical stress,42,5,0.45,8.1e-5,0.0023827500000000003
GO:0070887,cellular response to chemical stimulus,460,15,4.98,9.5e-5,0.002756301369863014
GO:0006402,mRNA catabolic process,82,6,0.89,2.4e-4,0.006869189189189189
GO:0035195,gene silencing by miRNA,31,4,0.34,3.2e-4,0.009036800000000001
GO:0044262,cellular carbohydrate metabolic process,87,6,0.94,3.3e-4,0.00919657894736842
GO:0043066,negative regulation of apoptotic process,93,6,1.01,4.8e-4,0.013033846153846155
GO:0008152,metabolic process,4397,61,47.61,4.8e-4,0.013033846153846155
GO:0007005,mitochondrion organization,177,8,1.92,6.1e-4,0.016354177215189874
GO:0010629,negative regulation of gene expression,546,15,5.91,6.2e-4,0.016414500000000002
GO:0043069,negative regulation of programmed cell d...,99,6,1.07,6.6e-4,0.017257777777777778
GO:0043170,macromolecule metabolic process,3363,50,36.42,0.00102,0.02628361445783133
GO:0002165,instar larval or pupal development,513,14,5.55,0.00103,0.02628361445783133
GO:0050896,response to stimulus,2290,38,24.8,0.00109,0.027409411764705884
GO:0009791,post-embryonic development,577,15,6.25,0.0011,0.027409411764705884
GO:0010528,regulation of transposition,20,3,0.22,0.00122,0.030046046511627907
GO:0010605,negative regulation of macromolecule met...,711,17,7.7,0.00125,0.03008522727272727
GO:0010941,regulation of cell death,246,9,2.66,0.00125,0.03008522727272727
GO:0046843,dorsal appendage formation,45,4,0.49,0.00135,0.03212696629213484
GO:0032196,transposition,21,3,0.23,0.00141,0.033182
GO:0009886,post-embryonic animal morphogenesis,415,12,4.49,0.00151,0.035144835164835166
GO:0061013,regulation of mRNA catabolic process,22,3,0.24,0.00162,0.03729521739130434
GO:0060548,negative regulation of cell death,118,6,1.28,0.00166,0.03780516129032258
GO:0019538,protein metabolic process,1920,33,20.79,0.00168,0.0378536170212766
GO:0043067,regulation of programmed cell death,214,8,2.32,0.00207,0.04615010526315789
GO:0015980,energy derivation by oxidation of organi...,124,6,1.34,0.00214,0.04716371134020619
GO:0070925,organelle assembly,375,11,4.06,0.00216,0.04716371134020619
GO:0009892,negative regulation of metabolic process,754,17,8.16,0.00237,0.051221020408163266
GO:1901575,organic substance catabolic process,694,16,7.51,0.0026,0.05562424242424242
GO:0022607,cellular component assembly,1115,22,12.07,0.00271,0.057397800000000006
GO:0001709,cell fate determination,132,6,1.43,0.00293,0.0614429702970297
GO:0048707,instar larval or pupal morphogenesis,403,11,4.36,0.00377,0.07828294117647058
GO:0045454,cell redox homeostasis,30,3,0.32,0.00401,0.08245805825242718
GO:0006915,apoptotic process,240,8,2.6,0.00419,0.08533096153846155
GO:0007315,pole plasm assembly,62,4,0.67,0.0044,0.08831660377358491
GO:0019222,regulation of metabolic process,1781,30,19.29,0.00442,0.08831660377358491
GO:0016241,regulation of macroautophagy,32,3,0.35,0.00483,0.09560691588785047
GO:0097549,chromatin organization involved in negat...,103,5,1.12,0.00499,0.09785944444444443
GO:0007616,long-term memory,65,4,0.7,0.00521,0.10108636363636364
GO:0007552,metamorphosis,421,11,4.56,0.00525,0.10108636363636364
GO:0000956,nuclear-transcribed mRNA catabolic proce...,66,4,0.71,0.0055,0.10494594594594593
GO:0007306,eggshell chorion assembly,67,4,0.73,0.0058,0.10871150442477874
GO:0045229,external encapsulating structure organiz...,67,4,0.73,0.0058,0.10871150442477874
GO:0048519,negative regulation of biological proces...,1341,24,14.52,0.00604,0.11221684210526316
GO:0034401,chromatin organization involved in regul...,109,5,1.18,0.00634,0.11676626086956522
GO:0007028,cytoplasm organization,70,4,0.76,0.00678,0.12379344827586206
GO:0007309,oocyte axis specification,113,5,1.22,0.00736,0.13323487179487178
GO:0044085,cellular component biogenesis,1291,23,13.98,0.00782,0.14036237288135595
GO:0007308,oocyte construction,116,5,1.26,0.00821,0.14612420168067228
GO:0044265,cellular macromolecule catabolic process,391,10,4.23,0.00901,0.1590265
GO:0000003,reproduction,1009,19,10.93,0.00947,0.16576413223140496
GO:0009798,axis specification,169,6,1.83,0.00968,0.16805114754098358
GO:0048856,anatomical structure development,2298,35,24.88,0.00983,0.16926780487804877
GO:0048468,cell development,1240,22,13.43,0.00997,0.17029403225806453
GO:0007304,chorion-containing eggshell formation,79,4,0.86,0.01033,0.17503152
GO:0007314,oocyte anterior/posterior axis specifica...,80,4,0.87,0.01078,0.18120666666666665
GO:0030703,eggshell formation,81,4,0.88,0.01125,0.18631781249999999
GO:0042221,response to chemical,952,18,10.31,0.01126,0.18631781249999999
GO:0032502,developmental process,2408,36,26.07,0.01165,0.18821318181818184
GO:0006342,chromatin silencing,82,4,0.89,0.01173,0.18821318181818184
GO:0008358,maternal determination of anterior/poste...,82,4,0.89,0.01173,0.18821318181818184
GO:0045814,"negative regulation of gene expression, ...",82,4,0.89,0.01173,0.18821318181818184
GO:0022618,ribonucleoprotein complex assembly,127,5,1.38,0.01187,0.18902751879699248
GO:0048599,oocyte development,128,5,1.39,0.01225,0.1936231343283582
GO:0007350,blastoderm segmentation,180,6,1.95,0.01295,0.20307882352941176
GO:0071826,ribonucleoprotein complex subunit organi...,130,5,1.41,0.01304,0.20307882352941176
GO:0006497,protein lipidation,47,3,0.51,0.01405,0.21563695652173911
GO:0042158,lipoprotein biosynthetic process,47,3,0.51,0.01405,0.21563695652173911
GO:0042592,homeostatic process,421,10,4.56,0.01466,0.22338043165467625
GO:0006403,RNA localization,187,6,2.02,0.01539,0.23252936170212768
GO:0090501,RNA phosphodiester bond hydrolysis,89,4,0.96,0.01548,0.23252936170212768
GO:0006091,generation of precursor metabolites and ...,188,6,2.04,0.01577,0.23521732394366196
GO:0070828,heterochromatin organization,50,3,0.54,0.0166,0.24586573426573427
GO:0009653,anatomical structure morphogenesis,1298,22,14.06,0.01676,0.24651166666666668
GO:0042981,regulation of apoptotic process,191,6,2.07,0.01692,0.24714868965517242
GO:0009880,embryonic pattern specification,193,6,2.09,0.01773,0.25720643835616436
GO:0042157,lipoprotein metabolic process,53,3,0.57,0.01939,0.27937428571428574
GO:0048523,negative regulation of cellular process,1162,20,12.58,0.01983,0.28301597315436244
GO:0010942,positive regulation of cell death,96,4,1.04,0.01991,0.28301597315436244
GO:0005975,carbohydrate metabolic process,199,6,2.15,0.0203,0.28333245283018865
GO:0090502,"RNA phosphodiester bond hydrolysis, endo...",54,3,0.58,0.02037,0.28333245283018865
GO:0098813,nuclear chromosome segregation,146,5,1.58,0.02058,0.28333245283018865
GO:0065007,biological regulation,3588,48,38.85,0.0208,0.28333245283018865
GO:0009605,response to external stimulus,792,15,8.58,0.02082,0.28333245283018865
GO:0007611,learning or memory,147,5,1.59,0.02113,0.28333245283018865
GO:0050890,cognition,147,5,1.59,0.02113,0.28333245283018865
GO:0090305,nucleic acid phosphodiester bond hydroly...,147,5,1.59,0.02113,0.28333245283018865
GO:0000184,nuclear-transcribed mRNA catabolic proce...,21,2,0.23,0.02127,0.28333245283018865
GO:0061983,meiosis II cell cycle process,21,2,0.23,0.02127,0.28333245283018865
GO:0050789,regulation of biological process,3225,44,34.92,0.02228,0.2949315
GO:0007275,multicellular organism development,2076,31,22.48,0.02288,0.3009927950310559
GO:0007076,mitotic chromosome condensation,22,2,0.24,0.02323,0.3037107407407408
GO:1901564,organonitrogen compound metabolic proces...,2341,34,25.35,0.02398,0.31159288343558283
GO:1902742,apoptotic process involved in developmen...,23,2,0.25,0.02527,0.32527345454545453
GO:0007292,female gamete generation,596,12,6.45,0.02534,0.32527345454545453
GO:0022414,reproductive process,962,17,10.42,0.02572,0.32816240963855425
GO:0040029,"regulation of gene expression, epigeneti...",106,4,1.15,0.02747,0.34839197604790423
GO:0045132,meiotic chromosome segregation,61,3,0.66,0.02802,0.353041775147929
GO:0006996,organelle organization,1605,25,17.38,0.02817,0.353041775147929
GO:0035282,segmentation,215,6,2.33,0.02839,0.35370599999999996
GO:0007613,memory,108,4,1.17,0.02917,0.3596948275862069
GO:0010951,negative regulation of endopeptidase act...,25,2,0.27,0.02955,0.3596948275862069
GO:0030717,oocyte karyosome formation,25,2,0.27,0.02955,0.3596948275862069
GO:0061988,karyosome formation,25,2,0.27,0.02955,0.3596948275862069
GO:0007351,tripartite regional subdivision,109,4,1.18,0.03004,0.3615040909090909
GO:0008595,"anterior/posterior axis specification, e...",109,4,1.18,0.03004,0.3615040909090909
GO:0003006,developmental process involved in reprod...,759,14,8.22,0.03124,0.3690875409836066
GO:0009950,dorsal/ventral axis specification,64,3,0.69,0.03171,0.3690875409836066
GO:0050906,detection of stimulus involved in sensor...,64,3,0.69,0.03171,0.3690875409836066
GO:0007277,pole cell development,26,2,0.28,0.03179,0.3690875409836066
GO:0007614,short-term memory,26,2,0.28,0.03179,0.3690875409836066
GO:0035070,salivary gland histolysis,26,2,0.28,0.03179,0.3690875409836066
GO:0048477,oogenesis,546,11,5.91,0.03189,0.3690875409836066
GO:0000578,embryonic axis specification,112,4,1.21,0.03274,0.3748287567567567
GO:0031331,positive regulation of cellular cataboli...,112,4,1.21,0.03274,0.3748287567567567
GO:0050657,nucleic acid transport,113,4,1.22,0.03367,0.3793247872340425
GO:0050658,RNA transport,113,4,1.22,0.03367,0.3793247872340425
GO:0051606,detection of stimulus,113,4,1.22,0.03367,0.3793247872340425
GO:0007059,chromosome segregation,167,5,1.81,0.03419,0.3799231088082901
GO:0048469,cell maturation,167,5,1.81,0.03419,0.3799231088082901
GO:0016319,mushroom body development,66,3,0.71,0.0343,0.3799231088082901
GO:0030154,cell differentiation,1470,23,15.92,0.03446,0.3799231088082901
GO:0051236,establishment of RNA localization,114,4,1.23,0.03462,0.3799231088082901
GO:2001020,regulation of response to DNA damage sti...,28,2,0.3,0.03647,0.39644615384615384
GO:0071695,anatomical structure maturation,170,5,1.84,0.0365,0.39644615384615384
GO:0048869,cellular developmental process,1479,23,16.01,0.03674,0.3970169387755102
GO:1903046,meiotic cell cycle process,171,5,1.85,0.03729,0.4009148223350253
GO:1903311,regulation of mRNA metabolic process,117,4,1.27,0.03755,0.40167121212121215
GO:0010466,negative regulation of peptidase activit...,29,2,0.31,0.0389,0.41402110552763816
GO:0006897,endocytosis,174,5,1.88,0.03973,0.4193850746268657
GO:0045995,regulation of embryonic development,70,3,0.76,0.0398,0.4193850746268657
GO:0009948,anterior/posterior axis specification,120,4,1.3,0.04062,0.42590673267326734
GO:0000288,nuclear-transcribed mRNA catabolic proce...,30,2,0.32,0.04139,0.4318424630541872
GO:0022613,ribonucleoprotein complex biogenesis,305,7,3.3,0.04614,0.4786063106796116
GO:0006726,eye pigment biosynthetic process,32,2,0.35,0.04655,0.4786063106796116
GO:0045448,"mitotic cell cycle, embryonic",32,2,0.35,0.04655,0.4786063106796116
GO:0010927,cellular component assembly involved in ...,126,4,1.36,0.04718,0.48274028985507245
GO:0050794,regulation of cellular process,2992,40,32.4,0.04766,0.4853071153846154
GO:0009896,positive regulation of catabolic process,128,4,1.39,0.0495,0.5016315789473684
GO:0000077,DNA damage checkpoint,34,2,0.37,0.05193,0.5212689099526066
GO:0048872,homeostasis of number of cells,34,2,0.37,0.05193,0.5212689099526066
GO:0042441,eye pigment metabolic process,35,2,0.38,0.0547,0.5413766355140187
GO:0043324,pigment metabolic process involved in de...,35,2,0.38,0.0547,0.5413766355140187
GO:0043474,pigment metabolic process involved in pi...,35,2,0.38,0.0547,0.5413766355140187
GO:0007389,pattern specification process,455,9,4.93,0.05586,0.5502859534883722
GO:0061982,meiosis I cell cycle process,81,3,0.88,0.05708,0.5597011111111111
GO:0072553,terminal button organization,36,2,0.39,0.05753,0.5615140092165898
GO:0032504,multicellular organism reproduction,909,15,9.84,0.06027,0.5828852054794521
GO:0033036,macromolecule localization,909,15,9.84,0.06027,0.5828852054794521
GO:0048646,anatomical structure formation involved ...,463,9,5.01,0.06108,0.5880338181818182
GO:0032147,activation of protein kinase activity,38,2,0.41,0.06332,0.6033463392857144
GO:0060255,regulation of macromolecule metabolic pr...,1646,24,17.82,0.06365,0.6033463392857144
GO:0021700,developmental maturation,199,5,2.15,0.06381,0.6033463392857144
GO:0051321,meiotic cell cycle,199,5,2.15,0.06381,0.6033463392857144
GO:0071704,organic substance metabolic process,4082,51,44.2,0.06509,0.6127138666666667
GO:0031570,DNA integrity checkpoint,39,2,0.42,0.06629,0.6212487610619468
GO:0009888,tissue development,922,15,9.98,0.06667,0.6220575330396475
GO:0043068,positive regulation of programmed cell d...,87,3,0.94,0.067780000000000007,0.6296405263157895
GO:0008355,olfactory learning,40,2,0.43,0.0693,0.6381626086956522
GO:0070192,chromosome organization involved in meio...,40,2,0.43,0.0693,0.6381626086956522
GO:0015931,nucleobase-containing compound transport,144,4,1.56,0.07021,0.6437436363636363
GO:0007367,segment polarity determination,41,2,0.44,0.07236,0.660596896551724
GO:0007276,gamete generation,787,13,8.52,0.07818,0.700352
GO:0007281,germ cell development,635,11,6.88,0.0786,0.700352
GO:0045727,positive regulation of translation,43,2,0.47,0.0786,0.700352
GO:0045861,negative regulation of proteolysis,43,2,0.47,0.0786,0.700352
GO:1901214,regulation of neuron death,43,2,0.47,0.0786,0.700352
GO:0032268,regulation of cellular protein metabolic...,561,10,6.07,0.07909,0.700352
GO:0060560,developmental growth involved in morphog...,93,3,1.01,0.07932,0.700352
GO:0003002,regionalization,416,8,4.5,0.07936,0.700352
GO:0007283,spermatogenesis,213,5,2.31,0.08025,0.7043662809917355
GO:0140014,mitotic nuclear division,151,4,1.64,0.08048,0.7043662809917355
GO:0017148,negative regulation of translation,44,2,0.48,0.08178,0.7069797551020408
GO:0048069,eye pigmentation,44,2,0.48,0.08178,0.7069797551020408
GO:0050911,detection of chemical stimulus involved ...,44,2,0.48,0.08178,0.7069797551020408
GO:0007154,cell communication,1526,22,16.52,0.08428,0.7256302439024389
GO:0070997,neuron death,45,2,0.49,0.08501,0.7260128225806453
GO:0099172,presynapse organization,45,2,0.49,0.08501,0.7260128225806453
GO:0044238,primary metabolic process,3862,48,41.82,0.08934,0.7599281927710843
GO:0000070,mitotic sister chromatid segregation,99,3,1.07,0.09166,0.77654352
GO:0010508,positive regulation of autophagy,48,2,0.52,0.0949,0.7976119047619048
GO:0034249,negative regulation of cellular amide me...,48,2,0.52,0.0949,0.7976119047619048
GO:0006323,DNA packaging,101,3,1.09,0.09594,0.8005225384615384
GO:0051246,regulation of protein metabolic process,584,10,6.32,0.09722,0.8005225384615384
GO:0045165,cell fate commitment,294,6,3.18,0.09786,0.8005225384615384
GO:0009952,anterior/posterior pattern specification,162,4,1.75,0.09804,0.8005225384615384
GO:0007420,brain development,102,3,1.1,0.09811,0.8005225384615384
GO:0006611,protein export from nucleus,49,2,0.53,0.09827,0.8005225384615384
GO:0007365,periodic partitioning,49,2,0.53,0.09827,0.8005225384615384
GO:0008306,associative learning,49,2,0.53,0.09827,0.8005225384615384
GO:0022412,cellular process involved in reproductio...,740,12,8.01,0.09917,0.8047588505747126
GO:0044057,regulation of system process,50,2,0.54,0.10167,0.8162692075471698
GO:0050907,detection of chemical stimulus involved ...,50,2,0.54,0.10167,0.8162692075471698
GO:0032501,multicellular organismal process,2694,35,29.17,0.10196,0.8162692075471698
GO:0016071,mRNA metabolic process,368,7,3.98,0.10213,0.8162692075471698
GO:0007316,pole plasm RNA localization,52,2,0.56,0.10857,0.8612406741573034
GO:0007446,imaginal disc growth,52,2,0.56,0.10857,0.8612406741573034
GO:0030261,chromosome condensation,53,2,0.57,0.11207,0.8823950185873606
GO:0051346,negative regulation of hydrolase activit...,53,2,0.57,0.11207,0.8823950185873606
GO:0000819,sister chromatid segregation,109,3,1.18,0.11387,0.8932468888888888
GO:0006807,nitrogen compound metabolic process,3637,45,39.38,0.11497,0.8968527472527472
GO:0006405,RNA export from nucleus,54,2,0.58,0.1156,0.8968527472527472
GO:0052548,regulation of endopeptidase activity,54,2,0.58,0.1156,0.8968527472527472
GO:0034622,cellular protein-containing complex asse...,456,8,4.94,0.11844,0.9155325547445257
GO:0060429,epithelium development,845,13,9.15,0.1196,0.9211374545454546
GO:0007049,cell cycle,688,11,7.45,0.12071,0.924426714801444
GO:0032880,regulation of protein localization,112,3,1.21,0.1209,0.924426714801444
GO:0009593,detection of chemical stimulus,56,2,0.61,0.12274,0.9325273118279571
GO:0009790,embryo development,460,8,4.98,0.12284,0.9325273118279571
GO:0048609,multicellular organismal reproductive pr...,857,13,9.28,0.12955,0.9799532142857142
GO:0048232,male gamete generation,248,5,2.69,0.13021,0.9814404982206406
GO:0019953,sexual reproduction,861,13,9.32,0.13298,0.9981447887323942
GO:0001894,tissue homeostasis,59,2,0.64,0.13364,0.9981447887323942
GO:0044703,multi-organism reproductive process,862,13,9.33,0.13384,0.9981447887323942
GO:0050877,nervous system process,396,7,4.29,0.13549,1
GO:0000075,cell cycle checkpoint,60,2,0.65,0.13732,1
GO:0007143,female meiotic nuclear division,60,2,0.65,0.13732,1
GO:0007612,learning,60,2,0.65,0.13732,1
GO:0009581,detection of external stimulus,60,2,0.65,0.13732,1
GO:0009582,detection of abiotic stimulus,60,2,0.65,0.13732,1
GO:0042048,olfactory behavior,61,2,0.66,0.14103,1
GO:0051168,nuclear export,61,2,0.66,0.14103,1
GO:0060968,regulation of gene silencing,61,2,0.66,0.14103,1
GO:0034660,ncRNA metabolic process,327,6,3.54,0.14185,1
GO:0051223,regulation of protein transport,62,2,0.67,0.14475,1
GO:0052547,regulation of peptidase activity,62,2,0.67,0.14475,1
GO:0000280,nuclear division,257,5,2.78,0.14495,1
GO:0060322,head development,122,3,1.32,0.14543,1
GO:0055088,lipid homeostasis,63,2,0.68,0.1485,1
GO:0003008,system process,482,8,5.22,0.14859,1
GO:0051704,multi-organism process,881,13,9.54,0.15086,1
GO:0045860,positive regulation of protein kinase ac...,64,2,0.69,0.15227,1
GO:0046148,pigment biosynthetic process,64,2,0.69,0.15227,1
GO:0080135,regulation of cellular response to stres...,125,3,1.35,0.15310000000000001,1
GO:0032269,negative regulation of cellular protein ...,193,4,2.09,0.15599,1
GO:0070201,regulation of establishment of protein l...,65,2,0.7,0.15605,1
GO:0010468,regulation of gene expression,1220,17,13.21,0.15737,1
GO:0019725,cellular homeostasis,194,4,2.1,0.15804,1
GO:0051248,negative regulation of protein metabolic...,194,4,2.1,0.15804,1
GO:0048871,multicellular organismal homeostasis,67,2,0.73,0.16368,1
GO:1905879,regulation of oogenesis,67,2,0.73,0.16368,1
GO:0007635,chemosensory behavior,68,2,0.74,0.16752,1
GO:0090087,regulation of peptide transport,68,2,0.74,0.16752,1
GO:0008104,protein localization,736,11,7.97,0.16824,1
GO:0071705,nitrogen compound transport,656,10,7.1,0.16875,1
GO:0048285,organelle fission,272,5,2.95,0.17105,1
GO:0001934,positive regulation of protein phosphory...,132,3,1.43,0.17146,1
GO:0030855,epithelial cell differentiation,347,6,3.76,0.17235,1
GO:0006417,regulation of translation,133,3,1.44,0.17414,1
GO:0008340,determination of adult lifespan,133,3,1.44,0.17414,1
GO:0034250,positive regulation of cellular amide me...,70,2,0.76,0.17524,1
GO:0007166,cell surface receptor signaling pathway,662,10,7.17,0.17567,1
GO:0065003,protein-containing complex assembly,507,8,5.49,0.18086,1
GO:0010259,multicellular organism aging,136,3,1.47,0.18223,1
GO:0045787,positive regulation of cell cycle,72,2,0.78,0.18303,1
GO:0071702,organic substance transport,751,11,8.13,0.18481,1
GO:0035265,organ growth,73,2,0.79,0.18694,1
GO:0048813,dendrite morphogenesis,138,3,1.49,0.18769,1
GO:0002065,columnar/cuboidal epithelial cell differ...,282,5,3.05,0.18941,1
GO:0140013,meiotic nuclear division,139,3,1.51,0.19043,1
GO:0007568,aging,140,3,1.52,0.19318,1
GO:0009953,dorsal/ventral pattern formation,140,3,1.52,0.19318,1
GO:0016043,cellular component organization,2399,30,25.98,0.19333,1
GO:0015031,protein transport,517,8,5.6,0.19459,1
GO:0007435,salivary gland morphogenesis,75,2,0.81,0.19479,1
GO:0022612,gland morphogenesis,75,2,0.81,0.19479,1
GO:0048589,developmental growth,361,6,3.91,0.19523,1
GO:0000132,establishment of mitotic spindle orienta...,20,1,0.22,0.19591,1
GO:0006900,vesicle budding from membrane,20,1,0.22,0.19591,1
GO:0007031,peroxisome organization,20,1,0.22,0.19591,1
GO:0007413,axonal fasciculation,20,1,0.22,0.19591,1
GO:0070983,dendrite guidance,20,1,0.22,0.19591,1
GO:0071711,basement membrane organization,20,1,0.22,0.19591,1
GO:0000278,mitotic cell cycle,440,7,4.76,0.19741,1
GO:0034976,response to endoplasmic reticulum stress,76,2,0.82,0.19874,1
GO:1901700,response to oxygen-containing compound,287,5,3.11,0.19886,1
GO:0032270,positive regulation of cellular protein ...,289,5,3.13,0.20269,1
GO:0031023,microtubule organizing center organizati...,77,2,0.83,0.20269,1
GO:0015833,peptide transport,524,8,5.67,0.20447,1
GO:0007485,imaginal disc-derived male genitalia dev...,21,1,0.23,0.20465,1
GO:0010977,negative regulation of neuron projection...,21,1,0.23,0.20465,1
GO:0035002,"liquid clearance, open tracheal system",21,1,0.23,0.20465,1
GO:0042246,tissue regeneration,21,1,0.23,0.20465,1
GO:0050688,regulation of defense response to virus,21,1,0.23,0.20465,1
GO:0106030,neuron projection fasciculation,21,1,0.23,0.20465,1
GO:0048585,negative regulation of response to stimu...,367,6,3.97,0.20539,1
GO:0065008,regulation of biological quality,1189,16,12.87,0.20578,1
GO:0030718,germ-line stem cell population maintenan...,78,2,0.84,0.20666,1
GO:0031323,regulation of cellular metabolic process,1623,21,17.57,0.20839,1
GO:0060249,anatomical structure homeostasis,146,3,1.58,0.20991,1
GO:0042886,amide transport,528,8,5.72,0.2102,1
