GO.ID,Term,Annotated,Significant,Expected,classicFisher,classicFisherPadj
GO:0045089,positive regulation of innate immune res...,42,8,0.3,3.8e-10,1.0876216216216216e-8
GO:0002832,negative regulation of response to bioti...,44,8,0.32,5.6e-10,1.5606315789473686e-8
GO:0007275,multicellular organism development,2076,36,14.88,5.6e-10,1.5606315789473686e-8
GO:0002777,antimicrobial peptide biosynthetic proce...,28,7,0.2,6.6e-10,1.792153846153846e-8
GO:0002805,regulation of antimicrobial peptide bios...,28,7,0.2,6.6e-10,1.792153846153846e-8
GO:0006915,apoptotic process,240,14,1.72,6.7e-10,1.796278481012658e-8
GO:0010466,negative regulation of peptidase activit...,29,7,0.21,8.6e-10,2.19455421686747e-8
GO:0019221,cytokine-mediated signaling pathway,29,7,0.21,8.6e-10,2.19455421686747e-8
GO:0019731,antibacterial humoral response,29,7,0.21,8.6e-10,2.19455421686747e-8
GO:0071345,cellular response to cytokine stimulus,29,7,0.21,8.6e-10,2.19455421686747e-8
GO:0034097,response to cytokine,30,7,0.22,1.1e-9,2.7735714285714284e-8
GO:0048856,anatomical structure development,2298,37,16.48,2.1e-9,5.232705882352942e-8
GO:0032268,regulation of cellular protein metabolic...,561,19,4.02,3.2e-9,7.88093023255814e-8
GO:0031323,regulation of cellular metabolic process,1623,31,11.64,4e-9,9.737931034482759e-8
GO:0032102,negative regulation of response to exter...,57,8,0.41,4.9e-9,1.1793409090909091e-7
GO:0051246,regulation of protein metabolic process,584,19,4.19,6.2e-9,1.4754606741573036e-7
GO:0048519,negative regulation of biological proces...,1341,28,9.62,6.5e-9,1.5296666666666668e-7
GO:0002778,antibacterial peptide production,23,6,0.16,9.1e-9,2.050404255319149e-7
GO:0002780,antibacterial peptide biosynthetic proce...,23,6,0.16,9.1e-9,2.050404255319149e-7
GO:0002786,regulation of antibacterial peptide prod...,23,6,0.16,9.1e-9,2.050404255319149e-7
GO:0002808,regulation of antibacterial peptide bios...,23,6,0.16,9.1e-9,2.050404255319149e-7
GO:0032502,developmental process,2408,37,17.27,9.2e-9,2.0511157894736842e-7
GO:0032501,multicellular organismal process,2694,39,19.32,9.9e-9,2.1841874999999999e-7
GO:0031348,negative regulation of defense response,42,7,0.3,1.4e-8,3.0569072164948454e-7
GO:0002807,positive regulation of antimicrobial pep...,25,6,0.18,1.6e-8,3.4230303030303035e-7
GO:0045824,negative regulation of innate immune res...,25,6,0.18,1.6e-8,3.4230303030303035e-7
GO:0035172,hemocyte proliferation,43,7,0.31,1.7e-8,3.53e-7
GO:0009653,anatomical structure morphogenesis,1298,27,9.31,1.7e-8,3.53e-7
GO:0034248,regulation of cellular amide metabolic p...,167,11,1.2,1.7e-8,3.53e-7
GO:1900424,regulation of defense response to bacter...,44,7,0.32,2e-8,4.112621359223301e-7
GO:0034250,positive regulation of cellular amide me...,70,8,0.5,2.6e-8,5.295000000000001e-7
GO:0006582,melanin metabolic process,49,7,0.35,4.3e-8,8.59188679245283e-7
GO:0019222,regulation of metabolic process,1781,31,12.77,4.3e-8,8.59188679245283e-7
GO:0048523,negative regulation of cellular process,1162,25,8.33,4.5e-8,8.907476635514018e-7
GO:0060033,anatomical structure regression,50,7,0.36,4.9e-8,9.609444444444444e-7
GO:0051346,negative regulation of hydrolase activit...,53,7,0.38,7.5e-8,1.4573394495412844e-6
GO:0048585,negative regulation of response to stimu...,367,14,2.63,1.6e-7,3.080727272727273e-6
GO:0002803,positive regulation of antibacterial pep...,20,5,0.14,2.2e-7,4.1235398230088495e-6
GO:0006963,positive regulation of antibacterial pep...,20,5,0.14,2.2e-7,4.1235398230088495e-6
GO:0009791,post-embryonic development,577,17,4.14,2.2e-7,4.1235398230088495e-6
GO:0048731,system development,1574,28,11.29,2.5e-7,4.644736842105263e-6
GO:0035006,melanization defense response,39,6,0.28,2.7e-7,4.972695652173913e-6
GO:0018958,phenol-containing compound metabolic pro...,67,7,0.48,3.9e-7,7.120862068965517e-6
GO:0051336,regulation of hydrolase activity,231,11,1.66,4.9e-7,8.87025641025641e-6
GO:0009611,response to wounding,102,8,0.73,5.1e-7,9.15406779661017e-6
GO:0006909,phagocytosis,44,6,0.32,5.7e-7,1.0145042016806725e-5
GO:0042440,pigment metabolic process,107,8,0.77,7.4e-7,1.3060999999999999e-5
GO:0032269,negative regulation of cellular protein ...,193,10,1.38,8.1e-7,1.4178347107438016e-5
GO:0051248,negative regulation of protein metabolic...,194,10,1.39,8.4e-7,1.458295081967213e-5
GO:0043281,regulation of cysteine-type endopeptidas...,28,5,0.2,1.3e-6,2.2204838709677422e-5
GO:1900426,positive regulation of defense response ...,28,5,0.2,1.3e-6,2.2204838709677422e-5
GO:2000116,regulation of cysteine-type endopeptidas...,30,5,0.22,1.9e-6,3.2193599999999996e-5
GO:0051171,regulation of nitrogen compound metaboli...,1511,26,10.83,2e-6,3.361904761904762e-5
GO:0010623,programmed cell death involved in cell d...,87,7,0.62,2.4e-6,4.0025196850393696e-5
GO:0019748,secondary metabolic process,88,7,0.63,2.6e-6,4.268837209302326e-5
GO:0048646,anatomical structure formation involved ...,463,14,3.32,2.6e-6,4.268837209302326e-5
GO:0080090,regulation of primary metabolic process,1533,26,10.99,2.7e-6,4.3989230769230766e-5
GO:0043086,negative regulation of catalytic activit...,91,7,0.65,3.2e-6,5.134545454545455e-5
GO:0048707,instar larval or pupal morphogenesis,403,13,2.89,3.2e-6,5.134545454545455e-5
GO:0006508,proteolysis,550,15,3.94,3.8e-6,6.051428571428572e-5
GO:0009886,post-embryonic animal morphogenesis,415,13,2.98,4.5e-6,7.112686567164179e-5
GO:0051172,negative regulation of nitrogen compound...,562,15,4.03,5e-6,7.844444444444445e-5
GO:0007552,metamorphosis,421,13,3.02,5.2e-6,8.098235294117648e-5
GO:0072593,reactive oxygen species metabolic proces...,38,5,0.27,6.5e-6,1.004890510948905e-4
GO:0050790,regulation of catalytic activity,432,13,3.1,6.9e-6,1.059e-4
GO:0010941,regulation of cell death,246,10,1.76,7.2e-6,1.097093525179856e-4
GO:0048518,positive regulation of biological proces...,1511,25,10.83,8e-6,1.2102857142857142e-4
GO:0002165,instar larval or pupal development,513,14,3.68,8.8e-6,1.321872340425532e-4
GO:0060255,regulation of macromolecule metabolic pr...,1646,26,11.8,1.1e-5,1.6292307692307692e-4
GO:0031329,regulation of cellular catabolic process,204,9,1.46,1.1e-5,1.6292307692307692e-4
GO:0070887,cellular response to chemical stimulus,460,13,3.3,1.4e-5,2.0449655172413792e-4
GO:0031324,negative regulation of cellular metaboli...,611,15,4.38,1.4e-5,2.0449655172413792e-4
GO:0043280,positive regulation of cysteine-type end...,22,4,0.16,1.6e-5,2.3210958904109588e-4
GO:0008283,cell population proliferation,333,11,2.39,1.7e-5,2.4493877551020406e-4
GO:0044092,negative regulation of molecular functio...,118,7,0.85,1.8e-5,2.575945945945946e-4
GO:0035096,larval midgut cell programmed cell death,23,4,0.16,1.9e-5,2.700805369127517e-4
GO:0010605,negative regulation of macromolecule met...,711,16,5.1,2e-5,2.8052980132450334e-4
GO:0031325,positive regulation of cellular metaboli...,798,17,5.72,2e-5,2.8052980132450334e-4
GO:2001056,positive regulation of cysteine-type end...,24,4,0.17,2.2e-5,3.065526315789474e-4
GO:0048513,animal organ development,1085,20,7.78,2.4e-5,3.322352941176471e-4
GO:0070828,heterochromatin organization,50,5,0.36,2.6e-5,3.5758441558441555e-4
GO:0048522,positive regulation of cellular process,1396,23,10.01,2.7e-5,3.6894193548387094e-4
GO:0009894,regulation of catabolic process,229,9,1.64,2.9e-5,3.937307692307692e-4
GO:0032270,positive regulation of cellular protein ...,289,10,2.07,3e-5,4.0471337579617837e-4
GO:0035069,larval midgut histolysis,26,4,0.19,3.1e-5,4.155569620253165e-4
GO:0030097,hemopoiesis,88,6,0.63,3.4e-5,4.5290566037735846e-4
GO:0007349,cellularization,90,6,0.65,3.9e-5,5.130559006211179e-4
GO:0008340,determination of adult lifespan,133,7,0.95,3.9e-5,5.130559006211179e-4
GO:0065009,regulation of molecular function,508,13,3.64,4e-5,5.22962962962963e-4
GO:0009892,negative regulation of metabolic process,754,16,5.41,4.1e-5,5.327484662576687e-4
GO:0010259,multicellular organism aging,136,7,0.98,4.5e-5,5.811585365853659e-4
GO:0051247,positive regulation of protein metabolic...,305,10,2.19,4.7e-5,6.033090909090908e-4
GO:0010950,positive regulation of endopeptidase act...,29,4,0.21,4.9e-5,6.214491017964072e-4
GO:0009893,positive regulation of metabolic process,853,17,6.12,4.9e-5,6.214491017964072e-4
GO:0009967,positive regulation of signal transducti...,376,11,2.7,5.3e-5,6.681785714285715e-4
GO:0042981,regulation of apoptotic process,191,8,1.37,5.4e-5,6.767573964497041e-4
GO:0007568,aging,140,7,1,5.5e-5,6.852352941176471e-4
GO:0044248,cellular catabolic process,773,16,5.54,5.6e-5,6.936140350877194e-4
GO:0007389,pattern specification process,455,12,3.26,6.3e-5,7.757790697674418e-4
GO:0007526,larval somatic muscle development,31,4,0.22,6.4e-5,7.835375722543352e-4
GO:0009056,catabolic process,879,17,6.3,7.2e-5,8.764137931034483e-4
GO:0002520,immune system development,102,6,0.73,7.9e-5,9.506931818181817e-4
GO:0048534,hematopoietic or lymphoid organ developm...,102,6,0.73,7.9e-5,9.506931818181817e-4
GO:0010952,positive regulation of peptidase activit...,33,4,0.24,8.2e-5,9.81220338983051e-4
GO:0071310,cellular response to organic substance,327,10,2.34,8.5e-5,0.0010114044943820226
GO:0044267,cellular protein metabolic process,1734,25,12.43,9.8e-5,0.0011595754189944133
GO:0016246,RNA interference,35,4,0.25,1e-4,0.0011766666666666668
GO:0010033,response to organic substance,482,12,3.46,1.1e-4,0.0012731147540983607
GO:0010647,positive regulation of cell communicatio...,408,11,2.93,1.1e-4,0.0012731147540983607
GO:0023056,positive regulation of signaling,408,11,2.93,1.1e-4,0.0012731147540983607
GO:0035206,regulation of hemocyte proliferation,36,4,0.26,1.2e-4,0.0013738378378378379
GO:0043067,regulation of programmed cell death,214,8,1.53,1.2e-4,0.0013738378378378379
GO:0010506,regulation of autophagy,111,6,0.8,1.3e-4,0.0014645744680851062
GO:0042386,hemocyte differentiation,37,4,0.27,1.3e-4,0.0014645744680851062
GO:0003002,regionalization,416,11,2.98,1.3e-4,0.0014645744680851062
GO:1901700,response to oxygen-containing compound,287,9,2.06,1.7e-4,0.001905079365079365
GO:0060548,negative regulation of cell death,118,6,0.85,1.8e-4,0.002006526315789474
GO:0042127,regulation of cell population proliferat...,228,8,1.63,1.9e-4,0.002106910994764398
GO:0045862,positive regulation of proteolysis,80,5,0.57,2.5e-4,0.0027578125
GO:0031669,cellular response to nutrient levels,81,5,0.58,2.6e-4,0.002853264248704663
GO:0007525,somatic muscle development,82,5,0.59,2.8e-4,0.0030103553299492382
GO:0031668,cellular response to extracellular stimu...,82,5,0.59,2.8e-4,0.0030103553299492382
GO:0006914,autophagy,182,7,1.3,2.8e-4,0.0030103553299492382
GO:0061919,process utilizing autophagic mechanism,182,7,1.3,2.8e-4,0.0030103553299492382
GO:1901564,organonitrogen compound metabolic proces...,2341,29,16.79,3e-4,0.0031929648241206024
GO:1901615,organic hydroxy compound metabolic proce...,184,7,1.32,3e-4,0.0031929648241206024
GO:0009790,embryo development,460,11,3.3,3.2e-4,0.003371940298507463
GO:0009968,negative regulation of signal transducti...,313,9,2.24,3.2e-4,0.003371940298507463
GO:0007291,sperm individualization,47,4,0.34,3.3e-4,0.00346009900990099
GO:0044260,cellular macromolecule metabolic process,2756,32,19.76,3.4e-4,0.003547389162561577
GO:0001672,regulation of chromatin assembly or disa...,20,3,0.14,3.6e-4,0.00373764705882353
GO:0031667,response to nutrient levels,136,6,0.98,3.9e-4,0.004009805825242718
GO:0071496,cellular response to external stimulus,88,5,0.63,3.9e-4,0.004009805825242718
GO:0009991,response to extracellular stimulus,137,6,0.98,4e-4,0.004073076923076923
GO:0009880,embryonic pattern specification,193,7,1.38,4e-4,0.004073076923076923
GO:0042246,tissue regeneration,21,3,0.15,4.2e-4,0.004236
GO:0046189,phenol-containing compound biosynthetic ...,21,3,0.15,4.2e-4,0.004236
GO:0009953,dorsal/ventral pattern formation,140,6,1,4.5e-4,0.004517061611374407
GO:0042387,plasmatocyte differentiation,22,3,0.16,4.8e-4,0.004795471698113208
GO:0051173,positive regulation of nitrogen compound...,743,14,5.33,5.1e-4,0.0050712676056338035
GO:0006518,peptide metabolic process,488,11,3.5,5.3e-4,0.005245514018691589
GO:0048468,cell development,1240,19,8.89,5.4e-4,0.005319627906976744
GO:0010648,negative regulation of cell communicatio...,337,9,2.42,5.5e-4,0.005343577981651376
GO:0048102,autophagic cell death,23,3,0.16,5.5e-4,0.005343577981651376
GO:0019538,protein metabolic process,1920,25,13.77,5.5e-4,0.005343577981651376
GO:0002164,larval development,146,6,1.05,5.6e-4,0.005391272727272726
GO:0023057,negative regulation of signaling,338,9,2.42,5.6e-4,0.005391272727272726
GO:0035168,larval lymph gland hemocyte differentiat...,24,3,0.17,6.3e-4,0.00601054054054054
GO:0045752,positive regulation of Toll signaling pa...,24,3,0.17,6.3e-4,0.00601054054054054
GO:0048569,post-embryonic animal organ development,420,10,3.01,6.5e-4,0.006145982142857142
GO:0042221,response to chemical,952,16,6.83,6.5e-4,0.006145982142857142
GO:0043069,negative regulation of programmed cell d...,99,5,0.71,6.6e-4,0.0062128
GO:0031507,heterochromatin assembly,25,3,0.18,7.1e-4,0.006653893805309734
GO:0010604,positive regulation of macromolecule met...,773,14,5.54,7.6e-4,0.007091101321585904
GO:0097549,chromatin organization involved in negat...,103,5,0.74,7.9e-4,0.007338684210526315
GO:0035070,salivary gland histolysis,26,3,0.19,8e-4,0.007399126637554585
GO:0043043,peptide biosynthetic process,434,10,3.11,8.4e-4,0.0077353043478260875
GO:0016485,protein processing,60,4,0.43,8.5e-4,0.007793506493506493
GO:0015850,organic hydroxy compound transport,27,3,0.19,9e-4,0.008146153846153846
GO:0070868,heterochromatin organization involved in...,27,3,0.19,9e-4,0.008146153846153846
GO:0035194,post-transcriptional gene silencing by R...,61,4,0.44,9e-4,0.008146153846153846
GO:0048732,gland development,160,6,1.15,9.1e-4,0.008201617021276595
GO:0006869,lipid transport,63,4,0.45,0.00102,0.00915406779661017
GO:0034401,chromatin organization involved in regul...,109,5,0.78,0.00103,0.009204810126582278
GO:0046148,pigment biosynthetic process,64,4,0.46,0.00108,0.00961109243697479
GO:0007259,receptor signaling pathway via JAK-STAT,29,3,0.21,0.00111,0.009755103734439836
GO:0044550,secondary metabolite biosynthetic proces...,29,3,0.21,0.00111,0.009755103734439836
GO:0097696,receptor signaling pathway via STAT,29,3,0.21,0.00111,0.009755103734439836
GO:0007399,nervous system development,1002,16,7.18,0.00115,0.010064876033057852
GO:0031331,positive regulation of cellular cataboli...,112,5,0.8,0.00116,0.010110617283950617
GO:0016441,posttranscriptional gene silencing,66,4,0.47,0.00121,0.010503196721311473
GO:0006979,response to oxidative stress,115,5,0.82,0.00131,0.011324816326530611
GO:0098869,cellular oxidant detoxification,31,3,0.22,0.00135,0.011623170731707317
GO:0043065,positive regulation of apoptotic process,69,4,0.49,0.00143,0.012262105263157897
GO:0042594,response to starvation,118,5,0.85,0.00147,0.012538559999999999
GO:0048666,neuron development,552,11,3.96,0.00148,0.012538559999999999
GO:0008258,head involution,32,3,0.23,0.00148,0.012538559999999999
GO:0043604,amide biosynthetic process,469,10,3.36,0.00152,0.012826135458167331
GO:0007417,central nervous system development,244,7,1.75,0.00162,0.013615714285714285
GO:0030154,cell differentiation,1470,20,10.54,0.00171,0.014258976377952754
GO:0043603,cellular amide metabolic process,562,11,4.03,0.00171,0.014258976377952754
GO:0044237,cellular metabolic process,4019,39,28.82,0.00172,0.014286117647058824
GO:0000045,autophagosome assembly,34,3,0.24,0.00177,0.014474362934362935
GO:0048167,regulation of synaptic plasticity,34,3,0.24,0.00177,0.014474362934362935
GO:0097237,cellular response to toxic substance,34,3,0.24,0.00177,0.014474362934362935
GO:1990748,cellular detoxification,34,3,0.24,0.00177,0.014474362934362935
GO:0048869,cellular developmental process,1479,20,10.6,0.00185,0.015070384615384616
GO:0031099,regeneration,35,3,0.25,0.00193,0.015602061068702289
GO:1905269,positive regulation of chromatin organiz...,35,3,0.25,0.00193,0.015602061068702289
GO:0009267,cellular response to starvation,75,4,0.54,0.00195,0.01570380228136882
GO:1905037,autophagosome organization,36,3,0.26,0.00209,0.0167675
GO:0009896,positive regulation of catabolic process,128,5,0.92,0.0021,0.016784150943396223
GO:0008152,metabolic process,4397,41,31.53,0.00237,0.0188709022556391
GO:0051704,multi-organism process,881,14,6.32,0.00272,0.021576629213483148
GO:0030182,neuron differentiation,692,12,4.96,0.00287,0.022681567164179108
GO:0009057,macromolecule catabolic process,428,9,3.07,0.00297,0.02338460966542751
GO:0009891,positive regulation of biosynthetic proc...,514,10,3.69,0.00301,0.023524649446494468
GO:0031328,positive regulation of cellular biosynth...,514,10,3.69,0.00301,0.023524649446494468
GO:0031047,gene silencing by RNA,86,4,0.62,0.00322,0.025073382352941178
GO:0043068,positive regulation of programmed cell d...,87,4,0.62,0.00336,0.02597255474452555
GO:0051604,protein maturation,87,4,0.62,0.00336,0.02597255474452555
GO:0097190,apoptotic signaling pathway,43,3,0.31,0.0035,0.02695636363636364
GO:0007286,spermatid development,89,4,0.64,0.00364,0.027808273381294962
GO:0016236,macroautophagy,89,4,0.64,0.00364,0.027808273381294962
GO:0032504,multicellular organism reproduction,909,14,6.52,0.00365,0.027808273381294962
GO:0050793,regulation of developmental process,718,12,5.15,0.00391,0.029576357142857144
GO:0002009,morphogenesis of an epithelium,533,10,3.82,0.00391,0.029576357142857144
GO:0007442,hindgut morphogenesis,45,3,0.32,0.00398,0.02978671378091873
GO:0035166,post-embryonic hemopoiesis,45,3,0.32,0.00398,0.02978671378091873
GO:0035167,larval lymph gland hemopoiesis,45,3,0.32,0.00398,0.02978671378091873
GO:0001700,embryonic development via the syncytial ...,149,5,1.07,0.00406,0.030278450704225354
GO:0043066,negative regulation of apoptotic process,93,4,0.67,0.00427,0.031732842105263163
GO:0007281,germ cell development,635,11,4.55,0.00448,0.03309375
GO:0061525,hindgut development,47,3,0.34,0.0045,0.03309375
GO:2001252,positive regulation of chromosome organi...,47,3,0.34,0.0045,0.03309375
GO:0048515,spermatid differentiation,95,4,0.68,0.0046,0.033712110726643596
GO:0010942,positive regulation of cell death,96,4,0.69,0.00478,0.034910482758620694
GO:0048729,tissue morphogenesis,549,10,3.94,0.00483,0.035154432989690725
GO:1901566,organonitrogen compound biosynthetic pro...,836,13,5.99,0.00485,0.035179109589041094
GO:0009792,embryo development ending in birth or eg...,156,5,1.12,0.00493,0.03563733788395904
GO:0022412,cellular process involved in reproductio...,740,12,5.31,0.005,0.03602040816326531
GO:0016322,neuron remodeling,50,3,0.36,0.00536,0.03848298305084746
GO:0031326,regulation of cellular biosynthetic proc...,1057,15,7.58,0.00557,0.039855608108108107
GO:0009889,regulation of biosynthetic process,1063,15,7.62,0.00588,0.04193212121212121
GO:0031497,chromatin assembly,52,3,0.37,0.00598,0.04236
GO:0042551,neuron maturation,52,3,0.37,0.00598,0.04236
GO:0003006,developmental process involved in reprod...,759,12,5.44,0.00613,0.0432778
GO:0018108,peptidyl-tyrosine phosphorylation,54,3,0.39,0.00665,0.04679302325581395
GO:0009887,animal organ morphogenesis,671,11,4.81,0.0068,0.047690066225165556
GO:0044249,cellular biosynthetic process,2016,23,14.45,0.00721,0.05039861386138614
GO:0018212,peptidyl-tyrosine modification,56,3,0.4,0.00736,0.051277894736842106
GO:0043170,macromolecule metabolic process,3363,33,24.11,0.00773,0.0536791475409836
GO:0048699,generation of neurons,782,12,5.61,0.00777,0.05374338762214984
GO:0006897,endocytosis,174,5,1.25,0.00779,0.05374338762214984
GO:0006333,chromatin assembly or disassembly,58,3,0.42,0.00811,0.05558893203883494
GO:0007033,vacuole organization,58,3,0.42,0.00811,0.05558893203883494
GO:0007276,gamete generation,787,12,5.64,0.00817,0.055819548387096775
GO:1902533,positive regulation of intracellular sig...,178,5,1.28,0.00855,0.05822797427652733
GO:0010528,regulation of transposition,20,2,0.14,0.00881,0.05961527156549521
GO:0061912,selective autophagy,20,2,0.14,0.00881,0.05961527156549521
GO:0051239,regulation of multicellular organismal p...,696,11,4.99,0.0089,0.05984190476190476
GO:0048542,lymph gland development,60,3,0.43,0.0089,0.05984190476190476
GO:0007350,blastoderm segmentation,180,5,1.29,0.00895,0.0599876582278481
GO:0010876,lipid localization,116,4,0.83,0.00928,0.06194652037617555
GO:0048546,digestive tract morphogenesis,61,3,0.44,0.00932,0.06194652037617555
GO:0000003,reproduction,1009,14,7.23,0.00933,0.06194652037617555
GO:1902531,regulation of intracellular signal trans...,337,7,2.42,0.00958,0.06321415384615385
GO:0031050,dsRNA processing,21,2,0.15,0.0097,0.06321415384615385
GO:0032196,transposition,21,2,0.15,0.0097,0.06321415384615385
GO:0046667,compound eye retinal cell programmed cel...,21,2,0.15,0.0097,0.06321415384615385
GO:0070918,production of small RNA involved in gene...,21,2,0.15,0.0097,0.06321415384615385
GO:2001233,regulation of apoptotic signaling pathwa...,21,2,0.15,0.0097,0.06321415384615385
GO:1903362,regulation of cellular protein catabolic...,62,3,0.44,0.00974,0.0632801226993865
GO:0009058,biosynthetic process,2070,23,14.84,0.01017,0.06587174311926605
GO:0035071,salivary gland cell autophagic cell deat...,22,2,0.16,0.01062,0.06816109090909091
