GO.ID	Term	Annotated	Significant	Expected	weight01KS	classicKS	weight01KSpadj	classicKSpadj
GO:0120025	plasma membrane bounded cell projection	10	2	1.88	0.7197	0.71967	1	0.8163420895522387
GO:0016021	integral component of membrane	264	54	49.64	0.7578	0.51782	1	0.6403367741935484
GO:0031981	nuclear lumen	57	10	10.72	0.7911	0.27810	1	0.4803545454545455
GO:0005794	Golgi apparatus	22	3	4.14	0.7993	0.79929	1	0.8809060869565217
GO:0031461	cullin-RING ubiquitin ligase complex	10	1	1.88	0.7998	0.79977	1	0.8809060869565217
GO:0043232	intracellular non-membrane-bounded organelle	118	19	22.19	0.8008	0.90934	1	0.9593562162162161
GO:0031248	protein acetyltransferase complex	15	0	2.82	0.8110	0.52238	1	0.6403367741935484
GO:0005840	ribosome	24	1	4.51	0.8167	0.81674	1	0.8867462857142857
GO:0005740	mitochondrial envelope	20	5	3.76	0.8351	0.20466	1	0.42038270270270267
GO:0070013	intracellular organelle lumen	61	10	11.47	0.8388	0.38094	1	0.5361377777777778
GO:1902494	catalytic complex	84	10	15.79	0.8686	0.44661	1	0.6061135714285715
GO:0031226	intrinsic component of plasma membrane	18	5	3.38	0.9204	0.16898	1	0.37772
GO:0031982	vesicle	18	4	3.38	0.9219	0.33302	1	0.5361377777777778
GO:0005576	extracellular region	33	6	6.21	0.9341	0.93411	1	0.9593562162162161
GO:0005694	chromosome	29	4	5.45	0.9354	0.92787	1	0.9593562162162161
GO:0000228	nuclear chromosome	17	3	3.2	0.9513	0.21965	1	0.423377
GO:0005622	intracellular	458	75	86.12	0.9627	0.03100	1	0.18766571428571427
GO:0005739	mitochondrion	32	6	6.02	0.9689	0.35039	1	0.5361377777777778
GO:0032991	protein-containing complex	275	50	51.71	0.9760	0.27559	1	0.4803545454545455
GO:0005875	microtubule associated complex	11	0	2.07	0.9789	0.97886	1	0.9919114666666667
GO:0000785	chromatin	16	3	3.01	0.9925	0.10944	1	0.33109692307692307
GO:0015629	actin cytoskeleton	24	5	4.51	0.9953	0.36434	1	0.5361377777777778
GO:0043228	non-membrane-bounded organelle	118	19	22.19	1.0000	0.90934	1	0.9593562162162161
GO:1904949	ATPase complex	11	2	2.07	1.0000	0.14452	1	0.3568775757575757
GO:0097708	intracellular vesicle	16	4	3.01	1.0000	0.22283	1	0.423377
GO:0110165	cellular anatomical entity	880	165	165.47	1.0000	0.27196	1	0.4803545454545455
GO:0031090	organelle membrane	47	11	8.84	1.0000	0.11327	1	0.33109692307692307
GO:0042995	cell projection	10	2	1.88	1.0000	0.71967	1	0.8163420895522387
GO:1902493	acetyltransferase complex	15	0	2.82	1.0000	0.52238	1	0.6403367741935484
GO:0048475	coated membrane	10	2	1.88	1.0000	0.52219	1	0.6403367741935484
GO:0034702	ion channel complex	10	6	1.88	1.0000	0.00433	1	0.06581599999999999
GO:0043233	organelle lumen	61	10	11.47	1.0000	0.38094	1	0.5361377777777778
GO:0005575	cellular_component	936	176	176	1.0000	1.00000	1	1
GO:0031224	intrinsic component of membrane	265	54	49.83	1.0000	0.53766	1	0.6486057142857142
GO:0042175	nuclear outer membrane-endoplasmic reticulum membrane network	13	2	2.44	1.0000	0.19246	1	0.4063044444444444
GO:1990351	transporter complex	12	6	2.26	1.0000	0.01406	1	0.10685599999999999
GO:0031974	membrane-enclosed lumen	61	10	11.47	1.0000	0.38094	1	0.5361377777777778
GO:0031975	envelope	25	6	4.7	1.0000	0.07084	1	0.269192
GO:0019866	organelle inner membrane	11	5	2.07	1.0000	0.15375	1	0.3568775757575757
GO:0043227	membrane-bounded organelle	276	48	51.9	1.0000	0.00082	1	0.06232
