,ProteinID,Length
587,NP_001036567.1,157
588,NP_001036569.2,119
589,NP_001036571.2,850
590,NP_001036572.1,203
591,NP_001036574.1,306
592,NP_001036587.1,77
593,NP_001036597.1,237
594,NP_001036599.1,530
595,NP_001036602.1,317
596,NP_001036603.1,249
597,NP_001036605.2,276
598,NP_001036609.1,1185
599,NP_001036614.1,356
600,NP_001036616.1,211
601,NP_001036624.1,336
602,NP_001036627.2,867
603,NP_001036631.1,359
604,NP_001036633.2,694
605,NP_001036635.1,941
606,NP_001036640.1,168
607,NP_001036641.1,212
608,NP_001036652.1,407
609,NP_001036655.1,389
610,NP_001036660.1,230
611,NP_001036681.1,1689
612,NP_001036685.2,1159
613,NP_001036687.1,370
614,NP_001036690.1,101
615,NP_001036699.1,630
616,NP_001036701.1,171
617,NP_001036703.1,114
618,NP_001036705.1,1087
619,NP_001036706.2,1429
620,NP_001036710.1,388
621,NP_001036711.1,1097
622,NP_001036712.1,2767
623,NP_001036717.1,268
624,NP_001036718.1,667
625,NP_001036720.1,182
626,NP_001036722.1,3598
627,NP_001036729.2,195
628,NP_001036733.1,897
629,NP_001036740.2,1142
630,NP_001036743.1,181
631,NP_001036744.1,160
632,NP_001036745.1,305
633,NP_001036747.1,1125
634,NP_001036749.2,166
635,NP_001036752.1,814
636,NP_001036756.2,137
637,NP_001036757.1,897
638,NP_001036758.1,106
639,NP_001036759.1,297
640,NP_001036760.1,314
641,NP_001036762.2,4842
642,NP_001036767.1,605
643,NP_001036772.2,1108
644,NP_001036774.2,122
645,NP_001036775.1,423
646,NP_001036776.1,509
647,NP_001036778.1,47
648,NP_001096849.1,1451
649,NP_001096850.2,312
650,NP_001096852.1,1919
651,NP_001096858.1,177
652,NP_001096859.1,646
653,NP_001096864.1,5495
654,NP_001096866.1,578
655,NP_001096867.3,739
656,NP_001096868.3,1105
657,NP_001096877.1,1765
658,NP_001096880.1,622
659,NP_001096883.3,941
660,NP_001096887.1,460
661,NP_001096888.2,2051
662,NP_001096891.1,1598
663,NP_001096901.1,71
664,NP_001096903.2,110
665,NP_001096905.1,1715
666,NP_001096908.1,696
667,NP_001096923.1,375
668,NP_001096924.2,4769
669,NP_001096928.1,187
670,NP_001096935.1,206
671,NP_001096936.1,114
672,NP_001096945.1,177
673,NP_001096948.2,2281
674,NP_001096949.1,609
675,NP_001096954.1,323
676,NP_001096957.1,545
677,NP_001096958.1,353
678,NP_001096959.1,140
679,NP_001096960.1,89
680,NP_001096962.1,112
681,NP_001096965.1,356
682,NP_001096967.1,1653
683,NP_001096972.1,267
684,NP_001096974.1,1457
685,NP_001096977.1,509
686,NP_001096980.2,338
687,NP_001096981.2,2233
688,NP_001096984.1,1141
689,NP_001096985.2,1605
690,NP_001096987.2,1383
691,NP_001096988.2,283
692,NP_001096993.1,1678
693,NP_001096996.1,1250
694,NP_001097000.1,820
695,NP_001097002.1,1929
696,NP_001097003.1,179
697,NP_001097010.1,220
698,NP_001097011.1,591
699,NP_001097013.2,1162
700,NP_001097014.1,401
701,NP_001097015.1,413
702,NP_001097019.1,133
703,NP_001097020.1,637
704,NP_001097021.1,673
705,NP_001097022.2,121
706,NP_001097023.1,584
707,NP_001097028.1,121
708,NP_001097029.1,48
709,NP_001097030.1,1001
710,NP_001097031.2,563
711,NP_001097033.1,87
712,NP_001097034.2,152
713,NP_001097041.2,1846
714,NP_001097042.1,708
715,NP_001097043.1,842
716,NP_001097054.1,62
717,NP_001097055.2,590
718,NP_001097056.3,588
719,NP_001097057.1,217
720,NP_001097058.1,116
721,NP_001097059.1,344
722,NP_001097060.1,389
723,NP_001097061.1,179
724,NP_001097062.2,159
725,NP_001097063.1,350
726,NP_001097067.1,460
727,NP_001097073.1,86
728,NP_001097074.1,253
729,NP_001097075.2,587
730,NP_001097076.1,83
731,NP_001097077.1,667
732,NP_001097079.1,832
733,NP_001097081.1,107
734,NP_001097082.1,112
735,NP_001097086.1,255
736,NP_001097088.3,2467
737,NP_001097090.2,305
738,NP_001097092.1,669
739,NP_001097093.1,314
740,NP_001097094.1,215
741,NP_001097096.1,76
742,NP_001097100.1,376
743,NP_001097101.1,504
744,NP_001097107.1,651
745,NP_001097110.1,525
746,NP_001097114.2,959
747,NP_001097115.1,1223
748,NP_001097121.1,786
749,NP_001097122.1,85
750,NP_001097124.1,365
751,NP_001097127.1,1930
752,NP_001097129.1,554
753,NP_001097130.1,203
754,NP_001097131.2,937
755,NP_001097132.1,76
756,NP_001097134.1,143
757,NP_001097135.1,97
758,NP_001097136.2,1946
759,NP_001097137.1,147
760,NP_001097140.1,420
761,NP_001097142.1,71
762,NP_001097143.1,125
763,NP_001097145.1,177
764,NP_001097146.1,499
765,NP_001097148.1,1191
766,NP_001097149.2,535
767,NP_001097150.1,87
768,NP_001097151.1,257
769,NP_001097152.1,106
770,NP_001097153.1,961
771,NP_001097155.2,655
772,NP_001097158.1,64
773,NP_001097161.1,99
774,NP_001097162.1,82
775,NP_001097165.1,127
776,NP_001097166.1,60
777,NP_001097168.1,316
778,NP_001097169.1,281
779,NP_001097170.1,124
780,NP_001097171.2,335
781,NP_001097172.1,62
782,NP_001097174.1,577
783,NP_001097175.2,292
784,NP_001097179.1,810
785,NP_001097184.2,1310
786,NP_001097186.2,787
787,NP_001097187.1,45
788,NP_001097192.2,3790
789,NP_001097193.1,52
790,NP_001097195.1,50
791,NP_001097196.1,48
792,NP_001097200.1,1744
793,NP_001097202.2,1006
794,NP_001097204.1,104
795,NP_001097206.1,97
796,NP_001097207.1,197
797,NP_001097208.1,138
798,NP_001097209.1,134
799,NP_001097213.2,336
800,NP_001097214.1,142
801,NP_001097215.1,172
802,NP_001097222.1,264
803,NP_001097223.1,714
804,NP_001097225.1,456
805,NP_001097229.1,138
806,NP_001097230.1,166
807,NP_001097231.1,284
808,NP_001097232.2,620
809,NP_001097233.1,139
810,NP_001097235.2,561
811,NP_001097237.1,1501
812,NP_001097238.1,549
813,NP_001097239.2,775
814,NP_001097240.1,422
815,NP_001097246.3,1836
816,NP_001097248.1,456
817,NP_001097249.1,826
818,NP_001097253.1,726
819,NP_001097255.2,109
820,NP_001097257.1,101
821,NP_001097259.2,1878
822,NP_001097260.1,792
823,NP_001097261.1,190
824,NP_001097262.1,1510
825,NP_001097265.1,94
826,NP_001097266.1,118
827,NP_001097267.1,104
828,NP_001097269.1,104
829,NP_001097270.1,3131
830,NP_001097271.1,651
831,NP_001097274.1,88
832,NP_001097275.1,766
833,NP_001097276.1,90
834,NP_001097277.1,129
835,NP_001097279.2,5526
836,NP_001097280.2,163
837,NP_001097281.1,90
838,NP_001097283.1,129
839,NP_001097285.1,144
840,NP_001097287.1,816
841,NP_001097289.2,124
842,NP_001097291.1,136
843,NP_001097297.1,123
844,NP_001097298.2,266
845,NP_001097299.1,156
846,NP_001097300.2,174
847,NP_001097303.2,179
848,NP_001097306.2,837
849,NP_001097307.1,1576
850,NP_001097310.1,224
851,NP_001097311.1,245
852,NP_001097312.1,239
853,NP_001097313.1,295
854,NP_001097314.1,126
855,NP_001097317.1,689
856,NP_001097318.1,1339
857,NP_001097319.1,57
858,NP_001097320.1,2023
859,NP_001097326.1,204
860,NP_001097332.1,724
861,NP_001097336.1,1340
862,NP_001097337.1,276
863,NP_001097338.1,526
864,NP_001097339.1,308
865,NP_001097340.1,257
866,NP_001097342.1,650
867,NP_001097347.1,122
868,NP_001097348.1,305
869,NP_001097349.1,192
870,NP_001097351.1,102
871,NP_001097352.1,1739
872,NP_001097354.1,87
873,NP_001097356.1,112
874,NP_001097357.1,77
875,NP_001097358.1,104
876,NP_001097359.1,2171
877,NP_001097360.1,283
878,NP_001097361.1,363
879,NP_001097362.1,503
880,NP_001097364.1,79
881,NP_001097366.1,515
882,NP_001097372.1,338
883,NP_001097377.2,1833
884,NP_001097379.1,59
885,NP_001097380.1,192
886,NP_001097382.2,1201
887,NP_001097385.1,369
888,NP_001097386.1,339
889,NP_001097387.1,716
890,NP_001097391.1,505
891,NP_001097394.1,1306
892,NP_001097397.1,114
893,NP_001097398.1,282
894,NP_001097399.1,110
895,NP_001097401.1,83
896,NP_001097404.2,952
897,NP_001097406.1,852
898,NP_001097407.1,217
899,NP_001097408.1,275
900,NP_001097409.1,789
901,NP_001097410.1,101
902,NP_001097411.1,71
903,NP_001097413.1,50
904,NP_001097414.1,1152
905,NP_001097419.1,61
906,NP_001097420.1,134
907,NP_001097421.2,77
908,NP_001097423.1,1136
909,NP_001097430.1,94
910,NP_001097432.1,201
911,NP_001097434.1,232
912,NP_001097435.2,1420
913,NP_001097436.1,328
914,NP_001097437.1,497
915,NP_001097439.2,139
916,NP_001097440.1,4218
917,NP_001097442.2,425
918,NP_001097443.1,613
919,NP_001097444.1,148
920,NP_001097451.1,243
921,NP_001097455.1,389
922,NP_001097456.2,831
923,NP_001097457.1,133
924,NP_001097458.2,175
925,NP_001097459.1,85
926,NP_001097464.1,77
927,NP_001097465.1,83
928,NP_001097466.1,191
929,NP_001097472.3,767
930,NP_001097474.1,486
931,NP_001097475.2,1655
932,NP_001097477.1,615
933,NP_001097478.3,161
934,NP_001097479.2,426
935,NP_001097483.2,475
936,NP_001097489.1,705
937,NP_001097491.1,112
938,NP_001097492.2,4337
939,NP_001097493.1,751
940,NP_001097498.1,1241
941,NP_001097499.1,85
942,NP_001097501.1,665
943,NP_001097502.1,146
944,NP_001097505.1,434
945,NP_001097507.1,88
946,NP_001097508.2,469
947,NP_001097509.3,572
948,NP_001097520.2,421
949,NP_001097521.3,332
950,NP_001097523.1,102
951,NP_001097524.1,109
952,NP_001097525.1,863
953,NP_001097527.1,1717
954,NP_001097528.2,219
955,NP_001097547.1,138
956,NP_001097548.1,312
957,NP_001097549.1,1194
958,NP_001097552.1,296
959,NP_001097553.2,269
960,NP_001097559.1,167
961,NP_001097560.1,1006
962,NP_001097564.1,310
963,NP_001097565.1,805
964,NP_001097566.1,186
965,NP_001097567.1,117
966,NP_001097569.1,377
967,NP_001097575.2,190
968,NP_001097576.1,206
969,NP_001097577.1,186
970,NP_001097580.1,269
971,NP_001097585.3,540
972,NP_001097586.1,118
973,NP_001097591.1,82
974,NP_001097592.1,748
975,NP_001097595.1,58
976,NP_001097596.1,371
977,NP_001097597.2,247
978,NP_001097598.1,249
979,NP_001097599.1,648
980,NP_001097600.1,635
981,NP_001097604.1,112
982,NP_001097605.1,176
983,NP_001097606.1,1040
984,NP_001097608.1,572
985,NP_001097609.1,526
986,NP_001097610.1,204
987,NP_001097611.2,318
988,NP_001097616.1,240
989,NP_001097617.1,83
990,NP_001097618.1,83
991,NP_001097619.1,98
992,NP_001097620.1,282
993,NP_001097622.2,1854
994,NP_001097627.1,597
995,NP_001097628.1,259
996,NP_001097629.1,1105
997,NP_001097630.2,2029
998,NP_001097631.1,499
999,NP_001097634.1,185
1000,NP_001097635.2,370
1001,NP_001097636.1,112
1002,NP_001097638.1,196
1003,NP_001097639.2,456
1004,NP_001097640.1,144
1005,NP_001097642.2,168
1006,NP_001097644.1,424
1007,NP_001097646.1,571
1008,NP_001097647.3,646
1009,NP_001097648.1,165
1010,NP_001097652.1,273
1011,NP_001097653.1,1062
1012,NP_001097656.1,148
1013,NP_001097658.1,410
1014,NP_001097659.1,522
1015,NP_001097664.2,553
1016,NP_001097667.1,182
1017,NP_001097669.2,539
1018,NP_001097670.1,429
1019,NP_001097671.1,79
1020,NP_001097672.1,340
1021,NP_001097680.1,339
1022,NP_001097683.1,532
1023,NP_001097685.2,4273
1024,NP_001097686.4,311
1025,NP_001097687.1,486
1026,NP_001097689.1,183
1027,NP_001097690.1,332
1028,NP_001097692.1,502
1029,NP_001097693.1,235
1030,NP_001097695.1,536
1031,NP_001097696.1,233
1032,NP_001097699.2,1137
1033,NP_001097700.2,221
1034,NP_001097701.1,55
1035,NP_001097703.1,409
1036,NP_001097706.1,882
1037,NP_001097707.1,536
1038,NP_001097709.1,67
1039,NP_001097710.1,85
1040,NP_001097723.1,1220
1041,NP_001097725.2,356
1042,NP_001097727.1,307
1043,NP_001097728.2,511
1044,NP_001097729.1,204
1045,NP_001097731.1,424
1046,NP_001097732.1,449
1047,NP_001097733.2,170
1048,NP_001097736.1,64
1049,NP_001097740.1,288
1050,NP_001097741.1,555
1051,NP_001097742.1,235
1052,NP_001097743.1,269
1053,NP_001097744.1,517
1054,NP_001097746.1,642
1055,NP_001097748.1,362
1056,NP_001097750.1,393
1057,NP_001097753.2,190
1058,NP_001097754.1,581
