,ProteinID,Length
209,XP_029032231.1,393
210,XP_029032234.1,477
211,XP_029032235.1,532
212,XP_029032236.1,477
213,XP_029032237.1,299
214,XP_029032238.1,341
215,XP_029032239.1,2103
216,XP_029032240.1,1294
217,XP_029032241.1,355
218,XP_029032242.1,569
219,XP_029032246.1,535
220,XP_029032251.1,171
221,XP_029032252.1,933
222,XP_029032253.1,1021
223,XP_029032254.1,149
224,XP_029032255.1,441
225,XP_029032260.1,1278
226,XP_029032262.1,312
227,XP_029032272.1,6774
228,XP_029032278.1,124
229,XP_029032279.1,1921
230,XP_029032284.1,1303
231,XP_029032285.1,1303
232,XP_029032286.1,976
233,XP_029032291.1,914
234,XP_029032292.1,914
235,XP_029032293.1,603
236,XP_029032295.1,571
237,XP_029032300.1,342
238,XP_029032301.1,342
239,XP_029032302.1,313
240,XP_029032303.1,247
241,XP_029032305.1,211
242,XP_029032306.1,532
243,XP_029032307.1,283
244,XP_029032309.1,340
245,XP_029032311.1,238
246,XP_029032312.1,724
247,XP_029032313.1,724
248,XP_029032314.1,352
249,XP_029032315.1,352
250,XP_029032316.1,352
251,XP_029032317.1,352
252,XP_029032318.1,352
253,XP_029032319.1,352
254,XP_029032320.1,287
255,XP_029032321.1,745
256,XP_029032322.1,709
257,XP_029032324.1,512
258,XP_029032326.1,273
259,XP_029032327.1,243
260,XP_029032333.1,128
261,XP_029032334.1,124
262,XP_029032335.1,118
263,XP_029032336.1,118
264,XP_029032337.1,467
265,XP_029032338.1,457
266,XP_029032341.1,525
267,XP_029032343.1,1850
268,XP_029032345.1,418
269,XP_029032346.1,128
270,XP_029032347.1,1143
271,XP_029032364.1,586
272,XP_029032365.1,232
273,XP_029032374.1,350
274,XP_029032376.1,323
275,XP_029032378.1,288
276,XP_029032380.1,137
277,XP_029032381.1,116
278,XP_029032382.1,642
279,XP_029032383.1,132
280,XP_029032384.1,551
281,XP_029032385.1,668
282,XP_029032389.1,507
283,XP_029032393.1,1632
284,XP_029032397.1,484
285,XP_029032399.1,124
286,XP_029032401.1,3768
287,XP_029032402.1,716
288,XP_029032403.1,1632
289,XP_029032408.1,321
290,XP_029032412.1,1355
291,XP_029032413.1,1321
292,XP_029032416.1,721
293,XP_029032418.1,1208
294,XP_029032419.1,1208
295,XP_029032420.1,1208
296,XP_029032421.1,810
297,XP_029032422.1,665
298,XP_029032424.1,514
299,XP_029032425.1,514
300,XP_029032426.1,514
301,XP_029032427.1,476
302,XP_029032428.1,464
303,XP_029032429.1,369
304,XP_029032430.1,464
305,XP_029032431.1,415
306,XP_029032438.1,337
307,XP_029032443.1,200
308,XP_029032445.1,332
309,XP_029032447.1,316
310,XP_029032448.1,283
311,XP_029032449.1,283
312,XP_029032450.1,283
313,XP_029032451.1,264
314,XP_029032453.1,179
315,XP_029032454.1,142
316,XP_029032455.1,1119
317,XP_029032456.1,509
318,XP_029032457.1,198
319,XP_029032458.1,1565
320,XP_029032459.1,1565
321,XP_029032460.1,888
322,XP_029032461.1,641
323,XP_029032464.1,631
324,XP_029032465.1,631
325,XP_029032466.1,631
326,XP_029032467.1,914
327,XP_029032468.1,914
328,XP_029032469.1,767
329,XP_029032471.1,597
330,XP_029032473.1,710
331,XP_029032474.1,559
332,XP_029032477.1,301
333,XP_029032479.1,208
334,XP_029032489.1,988
335,XP_029032491.1,903
336,XP_029032492.1,1196
337,XP_029032494.1,813
338,XP_029032495.1,514
339,XP_029032496.1,514
340,XP_029032497.1,445
341,XP_029032498.1,445
342,XP_029032499.1,1607
343,XP_029032501.1,1487
344,XP_029032503.1,577
345,XP_029032505.1,553
346,XP_029032506.1,472
347,XP_029032511.1,432
348,XP_029032512.1,418
349,XP_029032514.1,277
350,XP_029032515.1,277
351,XP_029032516.1,277
352,XP_029032517.1,568
353,XP_029032518.1,277
354,XP_029032519.1,277
355,XP_029032520.1,152
356,XP_029032521.1,152
357,XP_029032522.1,404
358,XP_029032523.1,1548
359,XP_029032528.1,1281
360,XP_029032530.1,1154
361,XP_029032532.1,274
362,XP_029032536.1,1125
363,XP_029032538.1,982
364,XP_029032546.1,601
365,XP_029032547.1,111
366,XP_029032550.1,400
367,XP_029032551.1,400
368,XP_029032552.1,400
369,XP_029032553.1,400
370,XP_029032554.1,400
371,XP_029032555.1,400
372,XP_029032556.1,400
373,XP_029032557.1,397
374,XP_029032558.1,308
375,XP_029032560.1,222
376,XP_029032561.1,253
377,XP_029032563.1,182
378,XP_029032564.1,182
379,XP_029032565.1,182
380,XP_029032566.1,1606
381,XP_029032574.1,474
382,XP_029032575.1,580
383,XP_029032576.1,244
384,XP_029032577.1,244
385,XP_029032578.1,102
386,XP_029032582.1,1055
387,XP_029032583.1,708
388,XP_029032587.1,655
389,XP_029032589.1,552
390,XP_029032590.1,543
391,XP_029032591.1,518
392,XP_029032594.1,491
393,XP_029032595.1,426
394,XP_029032596.1,131
395,XP_029032597.1,625
396,XP_029032600.1,376
397,XP_029032601.1,376
398,XP_029032602.1,376
399,XP_029032603.1,376
400,XP_029032604.1,376
401,XP_029032605.1,167
402,XP_029032607.1,167
403,XP_029032608.1,167
404,XP_029032609.1,373
405,XP_029032610.1,1395
406,XP_029032616.1,794
407,XP_029032618.1,726
408,XP_029032619.1,340
409,XP_029032620.1,340
410,XP_029032621.1,336
411,XP_029032622.1,198
412,XP_029032623.1,161
413,XP_029032626.1,64
414,XP_029032627.1,1902
415,XP_029032629.1,1430
416,XP_029032634.1,789
417,XP_029032635.1,668
418,XP_029032636.1,606
419,XP_029032637.1,606
420,XP_029032638.1,606
421,XP_029032640.1,606
422,XP_029032641.1,589
423,XP_029032648.1,420
424,XP_029032650.1,398
425,XP_029032651.1,131
426,XP_029032652.1,338
427,XP_029032653.1,376
428,XP_029032654.1,376
429,XP_029032655.1,2241
430,XP_029032659.1,116
431,XP_029032661.1,594
432,XP_029032663.1,224
433,XP_029032664.1,217
434,XP_029032665.1,125
435,XP_029032666.1,1017
436,XP_029032672.1,649
437,XP_029032674.1,492
438,XP_029032677.1,436
439,XP_029032679.1,619
440,XP_029032682.1,427
441,XP_029032683.1,377
442,XP_029032684.1,255
443,XP_029032688.1,552
444,XP_029032690.1,428
445,XP_029032691.1,166
446,XP_029032692.1,116
447,XP_029032693.1,116
448,XP_029032694.1,116
449,XP_029032695.1,357
450,XP_029032697.1,1063
451,XP_029032698.1,1062
452,XP_029032702.1,2060
453,XP_029032703.1,1056
454,XP_029032714.1,419
455,XP_029032720.1,719
456,XP_029032722.1,494
457,XP_029032723.1,216
458,XP_029032724.1,1433
459,XP_029032731.1,918
460,XP_029032732.1,816
461,XP_029032734.1,467
462,XP_029032735.1,448
463,XP_029032736.1,448
464,XP_029032737.1,394
465,XP_029032741.1,374
466,XP_029032742.1,248
467,XP_029032743.1,356
468,XP_029032744.1,107
469,XP_029032745.1,248
470,XP_029032746.1,215
471,XP_029032747.1,215
472,XP_029032748.1,287
473,XP_029032749.1,579
474,XP_029032750.1,420
475,XP_029032751.1,817
476,XP_029032752.1,789
477,XP_029032755.1,468
478,XP_029032757.1,431
479,XP_029032758.1,351
480,XP_029032759.1,290
481,XP_029032760.1,281
482,XP_029032761.1,281
483,XP_029032762.1,96
484,XP_029032763.1,618
485,XP_029032764.1,433
486,XP_029032765.1,420
487,XP_029032766.1,432
488,XP_029032767.1,403
489,XP_029032768.1,403
490,XP_029032769.1,403
491,XP_029032770.1,368
492,XP_029032772.1,1208
493,XP_029032777.1,380
494,XP_029032778.1,932
495,XP_029032779.1,932
496,XP_029032780.1,800
497,XP_029032784.1,1046
498,XP_029032785.1,566
499,XP_029032787.1,491
500,XP_029032788.1,519
501,XP_029032789.1,223
502,XP_029032790.1,223
503,XP_029032791.1,234
504,XP_029032792.1,215
505,XP_029032793.1,155
506,XP_029032794.1,3784
507,XP_029032798.1,1698
508,XP_029032799.1,97
509,XP_029032800.1,999
510,XP_029032802.1,198
511,XP_029032803.1,950
512,XP_029032804.1,950
513,XP_029032805.1,929
514,XP_029032806.1,428
515,XP_029032809.1,393
516,XP_029032810.1,389
517,XP_029032811.1,389
518,XP_029032812.1,389
519,XP_029032813.1,162
520,XP_029032814.1,389
521,XP_029032815.1,389
522,XP_029032816.1,389
523,XP_029032817.1,370
524,XP_029032818.1,361
525,XP_029032819.1,128
526,XP_029032820.1,138
527,XP_029032821.1,1016
528,XP_029032822.1,1016
529,XP_029032823.1,333
530,XP_029032824.1,333
531,XP_029032825.1,333
532,XP_029032826.1,1963
533,XP_029032827.1,333
534,XP_029032828.1,333
535,XP_029032829.1,333
536,XP_029032830.1,333
537,XP_029032831.1,333
538,XP_029032832.1,333
539,XP_029032833.1,333
540,XP_029032834.1,124
541,XP_029032836.1,3126
542,XP_029032843.1,1320
543,XP_029032846.1,1094
544,XP_029032848.1,529
545,XP_029032856.1,503
546,XP_029032857.1,437
547,XP_029032862.1,318
548,XP_029032863.1,210
549,XP_029032866.1,2279
550,XP_029032868.1,100
551,XP_029032869.1,1325
552,XP_029032873.1,730
553,XP_029032874.1,456
554,XP_029032875.1,449
555,XP_029032879.1,388
556,XP_029032880.1,388
557,XP_029032881.1,388
558,XP_029032882.1,388
559,XP_029032883.1,327
560,XP_029032884.1,324
561,XP_029032885.1,175
562,XP_029032887.1,146
563,XP_029032888.1,146
564,XP_029032889.1,116
565,XP_029032890.1,116
566,XP_029032891.1,116
567,XP_029032892.1,1510
568,XP_029032893.1,1408
569,XP_029032895.1,274
570,XP_029032897.1,491
571,XP_029032898.1,223
572,XP_029032899.1,58
573,XP_029032900.1,498
574,XP_029032901.1,498
575,XP_029032902.1,498
576,XP_029032903.1,429
577,XP_029032904.1,365
578,XP_029032905.1,213
579,XP_029032907.1,902
580,XP_029032916.1,1143
581,XP_029032917.1,213
582,XP_029032918.1,470
583,XP_029032919.1,474
584,XP_029032920.1,393
585,XP_029032921.1,301
586,XP_029032923.1,263
587,XP_029032924.1,182
588,XP_029032925.1,742
589,XP_029032926.1,742
590,XP_029032927.1,742
591,XP_029032928.1,742
592,XP_029032929.1,742
593,XP_029032930.1,742
594,XP_029032931.1,742
595,XP_029032932.1,242
596,XP_029032933.1,742
597,XP_029032934.1,434
598,XP_029032935.1,449
599,XP_029032936.1,449
600,XP_029032937.1,415
601,XP_029032938.1,1151
602,XP_029032939.1,1151
603,XP_029032941.1,324
604,XP_029032942.1,679
605,XP_029032943.1,679
606,XP_029032944.1,679
607,XP_029032945.1,380
608,XP_029032946.1,380
609,XP_029032947.1,380
610,XP_029032948.1,314
611,XP_029032950.1,2159
612,XP_029032954.1,460
613,XP_029032955.1,100
614,XP_029032957.1,429
615,XP_029032960.1,385
616,XP_029032963.1,919
617,XP_029032964.1,451
618,XP_029032968.1,465
619,XP_029032969.1,212
620,XP_029032970.1,183
621,XP_029032971.1,183
622,XP_029032972.1,1578
623,XP_029032979.1,1083
624,XP_029032980.1,489
625,XP_029032981.1,454
626,XP_029032982.1,369
627,XP_029032983.1,152
628,XP_029032985.1,137
629,XP_029032988.1,100
630,XP_029032989.1,100
631,XP_029032990.1,777
632,XP_029032991.1,574
633,XP_029032992.1,574
634,XP_029032993.1,574
635,XP_029032994.1,560
636,XP_029032999.1,553
637,XP_029033003.1,430
638,XP_029033005.1,354
639,XP_029033006.1,339
640,XP_029033007.1,344
641,XP_029033008.1,281
642,XP_029033009.1,97
643,XP_029033010.1,68
644,XP_029033011.1,434
645,XP_029033012.1,1014
646,XP_029033013.1,957
647,XP_029033014.1,957
648,XP_029033015.1,668
649,XP_029033016.1,459
650,XP_029033017.1,430
651,XP_029033022.1,388
652,XP_029033023.1,388
653,XP_029033024.1,430
654,XP_029033025.1,292
655,XP_029033027.1,237
656,XP_029033031.1,237
657,XP_029033033.1,185
658,XP_029033039.1,877
659,XP_029033041.1,130
660,XP_029033042.1,336
661,XP_029033043.1,1490
662,XP_029033049.1,784
663,XP_029033050.1,1068
664,XP_029033054.1,568
665,XP_029033055.1,510
666,XP_029033058.1,348
667,XP_029033060.1,340
668,XP_029033061.1,340
669,XP_029033063.1,99
670,XP_029033066.1,85
671,XP_029033067.1,679
672,XP_029033068.1,890
673,XP_029033069.1,753
674,XP_029033072.1,660
675,XP_029033073.1,608
676,XP_029033074.1,312
677,XP_029033075.1,919
678,XP_029033076.1,759
679,XP_029033079.1,432
680,XP_029033080.1,324
681,XP_029033081.1,1139
682,XP_029033082.1,712
683,XP_029033083.1,268
684,XP_029033085.1,1254
685,XP_029033086.1,126
686,XP_029033087.1,270
687,XP_029033088.1,588
688,XP_029033097.1,535
689,XP_029033098.1,535
690,XP_029033099.1,535
691,XP_029033100.1,535
692,XP_029033101.1,535
693,XP_029033102.1,467
694,XP_029033103.1,467
695,XP_029033105.1,467
696,XP_029033106.1,467
697,XP_029033107.1,434
698,XP_029033108.1,425
699,XP_029033109.1,865
700,XP_029033114.1,2346
701,XP_029033120.1,253
702,XP_029033122.1,1021
703,XP_029033134.1,673
704,XP_029033135.1,322
705,XP_029033136.1,511
706,XP_029033137.1,322
707,XP_029033138.1,110
708,XP_029033139.1,233
709,XP_029033140.1,218
710,XP_029033141.1,202
711,XP_029033143.1,186
712,XP_029033149.1,136
713,XP_029033156.1,446
714,XP_029033157.1,461
715,XP_029033158.1,461
716,XP_029033159.1,461
717,XP_029033160.1,360
718,XP_029033162.1,1628
719,XP_029033171.1,1429
720,XP_029033173.1,452
721,XP_029033180.1,443
722,XP_029033184.1,210
723,XP_029033186.1,1299
724,XP_029033187.1,1299
725,XP_029033188.1,1299
726,XP_029033189.1,890
727,XP_029033190.1,380
728,XP_029033192.1,318
729,XP_029033193.1,220
730,XP_029033194.1,344
731,XP_029033195.1,139
732,XP_029033196.1,139
733,XP_029033197.1,98
734,XP_029033198.1,139
735,XP_029033199.1,479
736,XP_029033200.1,397
737,XP_029033203.1,1097
738,XP_029033204.1,515
739,XP_029033205.1,515
740,XP_029033206.1,814
741,XP_029033210.1,398
742,XP_029033211.1,794
743,XP_029033214.1,285
744,XP_029033215.1,1161
745,XP_029033219.1,231
746,XP_029033220.1,398
747,XP_029033223.1,331
748,XP_029033226.1,287
749,XP_029033229.1,195
750,XP_029033230.1,115
751,XP_029033231.1,769
752,XP_029033232.1,1084
753,XP_029033233.1,1084
754,XP_029033234.1,1084
755,XP_029033235.1,779
756,XP_029033236.1,483
757,XP_029033237.1,483
758,XP_029033238.1,483
759,XP_029033239.1,480
760,XP_029033242.1,139
761,XP_029033243.1,404
762,XP_029033244.1,328
763,XP_029033245.1,532
764,XP_029033246.1,454
765,XP_029033247.1,328
766,XP_029033248.1,328
767,XP_029033250.1,823
768,XP_029033260.1,481
769,XP_029033262.1,457
770,XP_029033264.1,839
771,XP_029033268.1,283
772,XP_029033269.1,283
773,XP_029033270.1,983
774,XP_029033271.1,983
775,XP_029033272.1,983
776,XP_029033273.1,561
777,XP_029033274.1,561
778,XP_029033275.1,561
779,XP_029033276.1,561
780,XP_029033277.1,561
781,XP_029033278.1,561
782,XP_029033279.1,561
783,XP_029033280.1,113
784,XP_029033281.1,762
785,XP_029033282.1,364
786,XP_029033284.1,231
787,XP_029033285.1,221
788,XP_029033286.1,414
789,XP_029033287.1,412
790,XP_029033290.1,762
791,XP_029033291.1,275
792,XP_029033292.1,184
793,XP_029033293.1,175
794,XP_029033294.1,332
795,XP_029033295.1,651
796,XP_029033296.1,1646
797,XP_029033297.1,762
798,XP_029033300.1,410
799,XP_029033301.1,273
800,XP_029033302.1,354
801,XP_029033303.1,1258
802,XP_029033304.1,1258
803,XP_029033305.1,1949
804,XP_029033306.1,579
805,XP_029033308.1,577
806,XP_029033309.1,367
807,XP_029033316.1,327
808,XP_029033317.1,321
809,XP_029033318.1,999
810,XP_029033323.1,110
811,XP_029033324.1,868
812,XP_029033333.1,542
813,XP_029033334.1,293
814,XP_029033335.1,478
815,XP_029033336.1,288
816,XP_029033337.1,486
817,XP_029033340.1,263
818,XP_029033341.1,239
819,XP_029033343.1,740
820,XP_029033344.1,1007
821,XP_029033349.1,181
822,XP_029033359.1,339
823,XP_029033360.1,595
824,XP_029033364.1,1206
825,XP_029033370.1,792
826,XP_029033371.1,792
827,XP_029033372.1,1230
828,XP_029033375.1,1195
829,XP_029033376.1,559
830,XP_029033379.1,538
831,XP_029033380.1,538
832,XP_029033381.1,538
833,XP_029033382.1,223
834,XP_029033384.1,209
835,XP_029033385.1,626
836,XP_029033386.1,451
837,XP_029033387.1,2701
838,XP_029033388.1,929
839,XP_029033389.1,914
840,XP_029033390.1,914
841,XP_029033392.1,904
842,XP_029033395.1,330
843,XP_029033396.1,1885
844,XP_029033397.1,1164
845,XP_029033402.1,597
846,XP_029033403.1,597
847,XP_029033404.1,597
848,XP_029033405.1,597
849,XP_029033406.1,585
850,XP_029033411.1,492
851,XP_029033413.1,415
852,XP_029033414.1,406
853,XP_029033415.1,494
854,XP_029033420.1,313
855,XP_029033421.1,313
856,XP_029033422.1,313
857,XP_029033423.1,274
858,XP_029033425.1,236
859,XP_029033426.1,236
860,XP_029033427.1,236
861,XP_029033428.1,236
862,XP_029033429.1,196
863,XP_029033430.1,132
864,XP_029033432.1,579
865,XP_029033438.1,577
866,XP_029033442.1,980
867,XP_029033443.1,468
868,XP_029033448.1,929
869,XP_029033449.1,1235
870,XP_029033457.1,699
871,XP_029033458.1,699
872,XP_029033459.1,699
873,XP_029033460.1,699
874,XP_029033461.1,339
875,XP_029033462.1,339
876,XP_029033463.1,339
877,XP_029033464.1,726
878,XP_029033465.1,965
879,XP_029033466.1,833
880,XP_029033469.1,822
881,XP_029033471.1,711
882,XP_029033476.1,700
883,XP_029033477.1,553
884,XP_029033478.1,528
885,XP_029033480.1,481
886,XP_029033481.1,481
887,XP_029033482.1,481
888,XP_029033483.1,481
889,XP_029033484.1,474
890,XP_029033485.1,329
891,XP_029033486.1,553
892,XP_029033490.1,255
893,XP_029033491.1,255
894,XP_029033492.1,255
895,XP_029033493.1,255
896,XP_029033494.1,255
897,XP_029033495.1,255
898,XP_029033496.1,251
899,XP_029033497.1,234
900,XP_029033498.1,159
901,XP_029033499.1,552
902,XP_029033500.1,474
903,XP_029033501.1,700
904,XP_029033502.1,700
905,XP_029033503.1,371
906,XP_029033504.1,1861
907,XP_029033507.1,811
908,XP_029033509.1,692
909,XP_029033511.1,484
910,XP_029033512.1,560
911,XP_029033513.1,754
912,XP_029033515.1,664
913,XP_029033516.1,560
914,XP_029033521.1,552
915,XP_029033524.1,123
916,XP_029033525.1,448
917,XP_029033526.1,447
918,XP_029033527.1,430
919,XP_029033528.1,423
920,XP_029033529.1,423
921,XP_029033530.1,423
922,XP_029033531.1,343
923,XP_029033536.1,294
924,XP_029033537.1,430
925,XP_029033538.1,262
926,XP_029033540.1,231
927,XP_029033541.1,226
928,XP_029033542.1,211
929,XP_029033543.1,183
930,XP_029033549.1,1961
931,XP_029033550.1,718
932,XP_029033551.1,2926
933,XP_029033552.1,811
934,XP_029033559.1,664
935,XP_029033566.1,795
936,XP_029033570.1,448
937,XP_029033571.1,430
938,XP_029033572.1,423
939,XP_029033573.1,423
940,XP_029033575.1,423
941,XP_029033576.1,423
942,XP_029033582.1,294
943,XP_029033586.1,231
944,XP_029033587.1,226
945,XP_029033588.1,211
946,XP_029033589.1,183
947,XP_029033592.1,2952
948,XP_029033601.1,1242
949,XP_029033602.1,929
950,XP_029033612.1,740
951,XP_029033613.1,699
952,XP_029033614.1,699
953,XP_029033615.1,699
954,XP_029033616.1,395
955,XP_029033617.1,339
956,XP_029033618.1,339
957,XP_029033619.1,339
958,XP_029033620.1,1331
959,XP_029033623.1,670
960,XP_029033625.1,546
961,XP_029033627.1,544
962,XP_029033633.1,1331
963,XP_029033646.1,1275
964,XP_029033647.1,1203
965,XP_029033653.1,1028
966,XP_029033654.1,463
967,XP_029033655.1,435
968,XP_029033658.1,401
969,XP_029033659.1,399
970,XP_029033660.1,238
971,XP_029033661.1,1275
972,XP_029033667.1,1028
973,XP_029033668.1,463
974,XP_029033672.1,401
975,XP_029033673.1,399
976,XP_029033674.1,238
977,XP_029033675.1,100
978,XP_029033676.1,965
979,XP_029033677.1,833
980,XP_029033678.1,1440
981,XP_029033690.1,140
982,XP_029033691.1,1285
983,XP_029033692.1,1082
984,XP_029033693.1,447
985,XP_029033694.1,168
986,XP_029033695.1,1349
987,XP_029033696.1,395
988,XP_029033697.1,371
989,XP_029033699.1,1285
990,XP_029033702.1,1242
991,XP_029033707.1,481
992,XP_029033708.1,1285
993,XP_029033709.1,481
994,XP_029033710.1,481
995,XP_029033711.1,255
996,XP_029033712.1,255
997,XP_029033713.1,255
998,XP_029033714.1,255
999,XP_029033715.1,255
1000,XP_029033716.1,255
1001,XP_029033717.1,251
1002,XP_029033718.1,80
1003,XP_029033719.1,921
1004,XP_029033720.1,643
1005,XP_029033721.1,675
1006,XP_029033722.1,250
1007,XP_029033723.1,592
1008,XP_029033725.1,506
1009,XP_029033726.1,275
1010,XP_029033727.1,828
1011,XP_029033735.1,252
1012,XP_029033736.1,232
1013,XP_029033737.1,1206
1014,XP_029033739.1,1030
1015,XP_029033743.1,291
1016,XP_029033744.1,87
1017,XP_029033745.1,87
1018,XP_029033746.1,87
1019,XP_029033747.1,87
1020,XP_029033748.1,2495
1021,XP_029033749.1,1025
1022,XP_029033755.1,116
1023,XP_029033765.1,2506
1024,XP_029033767.1,664
1025,XP_029033768.1,1316
1026,XP_029033770.1,1233
1027,XP_029033771.1,1233
1028,XP_029033772.1,1142
1029,XP_029033773.1,685
1030,XP_029033774.1,685
1031,XP_029033775.1,685
1032,XP_029033776.1,638
1033,XP_029033777.1,638
1034,XP_029033778.1,516
1035,XP_029033779.1,627
1036,XP_029033780.1,405
1037,XP_029033783.1,336
1038,XP_029033784.1,314
1039,XP_029033786.1,277
1040,XP_029033787.1,277
1041,XP_029033788.1,234
1042,XP_029033790.1,193
1043,XP_029033791.1,246
1044,XP_029033792.1,472
1045,XP_029033796.1,535
1046,XP_029033797.1,171
1047,XP_029033798.1,168
1048,XP_029033802.1,434
1049,XP_029033810.1,403
1050,XP_029033811.1,118
1051,XP_029033812.1,118
1052,XP_029033813.1,220
1053,XP_029033814.1,1254
1054,XP_029033818.1,8392
1055,XP_029033827.1,609
1056,XP_029033836.1,238
1057,XP_029033837.1,3049
