,ProteinID,Length
160,NP_001073029.1,566
161,NP_001073563.2,459
162,NP_001073564.1,529
163,NP_001073579.1,900
164,NP_001073674.1,828
165,NP_001077099.1,570
166,NP_001078813.1,117
167,NP_001078814.1,122
168,NP_001078815.1,77
169,NP_001090623.1,247
170,NP_001091636.1,126
171,NP_001091684.1,620
172,NP_001091685.2,629
173,NP_001091687.1,552
174,NP_001091688.1,581
175,NP_001091689.1,712
176,NP_001091690.1,601
177,NP_001091691.1,569
178,NP_001091693.1,430
179,NP_001091694.1,431
180,NP_001091698.1,424
181,NP_001091699.1,427
182,NP_001091702.1,381
183,NP_001091704.1,153
184,NP_001092187.1,686
185,NP_001094493.1,1010
186,NP_001098419.1,735
187,NP_001104182.1,195
188,NP_001104234.1,684
189,NP_001104725.1,336
190,NP_001106140.1,905
191,NP_001106141.1,626
192,NP_001106142.2,324
193,NP_001106756.1,484
194,NP_001107211.1,502
195,NP_001107660.1,649
196,NP_001107670.1,193
197,NP_001108550.1,506
198,NP_001116485.2,1952
199,NP_001119715.2,779
200,NP_001119716.1,557
201,NP_001124509.1,364
202,NP_001124510.1,392
203,NP_001127699.1,567
204,NP_001127805.1,93
205,NP_001127843.1,196
206,NP_001128140.1,646
207,NP_001128141.1,171
208,NP_001128194.1,34
209,NP_001128300.1,401
210,NP_001128406.1,611
211,NP_001128412.1,487
212,NP_001128414.1,410
213,NP_001128415.1,477
214,NP_001128419.1,527
215,NP_001128420.1,673
216,NP_001128421.1,676
217,NP_001128422.1,524
218,NP_001129207.1,317
219,NP_001129377.1,51
220,NP_001129381.1,25
221,NP_001129659.1,84
222,NP_001129678.1,333
223,NP_001129679.1,309
224,NP_001129680.1,335
225,NP_001129681.1,342
226,NP_001135436.1,128
227,NP_001135908.1,346
228,NP_001135933.1,224
229,NP_001136033.1,444
230,NP_001136079.1,156
231,NP_001136081.1,527
232,NP_001136109.1,332
233,NP_001136128.1,206
234,NP_001136165.1,357
235,NP_001137393.1,403
236,NP_001138311.1,163
237,NP_001139207.1,434
238,NP_001139208.1,807
239,NP_001139209.1,810
240,NP_001139210.1,643
241,NP_001139211.1,850
242,NP_001139212.1,1210
243,NP_001152775.1,467
244,NP_001153520.1,687
245,NP_001153522.1,650
246,NP_001153524.1,658
247,NP_001153536.1,724
248,NP_001153544.1,640
249,NP_001153742.1,204
250,NP_001153877.1,721
251,NP_001155181.1,217
252,NP_001155259.1,61
253,NP_001155260.1,61
254,NP_001155303.1,106
255,NP_001155870.1,54
256,NP_001155985.1,501
257,NP_001155988.1,434
258,NP_001156935.1,96
259,NP_001157184.1,384
260,NP_001157186.1,478
261,NP_001157187.1,189
262,NP_001157188.1,194
263,NP_001157189.1,260
264,NP_001157480.1,521
265,NP_001158281.1,77
266,NP_001158282.1,115
267,NP_001159376.1,1904
268,NP_001159377.1,2044
269,NP_001159378.1,827
270,NP_001161181.1,197
271,NP_001161192.1,149
272,NP_001161308.1,351
273,NP_001161365.1,234
274,NP_001161808.1,231
275,NP_001161897.1,299
276,NP_001162171.1,330
277,NP_001164443.1,192
278,NP_001164444.1,220
279,NP_001164445.1,369
280,NP_001164477.1,810
281,NP_001164522.1,1366
282,NP_001164579.1,402
283,NP_001165849.1,294
284,NP_001165850.1,232
285,NP_001165860.1,269
286,NP_001165874.1,92
287,NP_001165875.1,727
288,NP_001165876.1,75
289,NP_001165877.1,270
290,NP_001166189.1,435
291,NP_001167610.1,214
292,NP_001167611.1,174
293,NP_001167612.1,322
294,NP_001167613.1,249
295,NP_001167614.1,123
296,NP_001167615.1,152
297,NP_001167616.1,275
298,NP_001170961.1,108
299,NP_001171374.1,73
300,NP_001171492.1,168
301,NP_001171493.1,168
302,NP_001171495.1,242
303,NP_001171496.1,537
304,NP_001171498.1,152
305,NP_001171499.1,217
306,NP_001171518.1,217
307,NP_001171519.1,218
308,NP_001171538.1,195
309,NP_001171540.1,513
310,NP_001172008.1,688
311,NP_001172015.1,72
312,NP_001172034.1,811
313,NP_001172073.1,111
314,NP_001172074.1,376
315,NP_001172075.1,376
316,NP_001177350.1,758
317,NP_001177743.1,51
318,NP_001177849.1,541
319,NP_001177850.1,466
320,NP_001177977.2,1914
321,NP_001180219.1,516
322,NP_001189389.1,653
323,NP_001191178.1,733
324,NP_001191680.1,687
325,NP_001191991.1,514
326,NP_001192152.1,431
327,NP_001193395.1,564
328,NP_001193396.1,150
329,NP_001193898.1,836
330,NP_001193899.1,308
331,NP_001193902.1,608
332,NP_001201833.1,840
333,NP_001207415.1,633
334,NP_001207416.1,718
335,NP_001229315.1,1005
336,NP_001229316.1,2227
337,NP_001229360.1,410
338,NP_001229361.1,731
339,NP_001229362.1,596
340,NP_001229363.1,498
341,NP_001229364.1,644
342,NP_001229365.1,801
343,NP_001229366.1,801
344,NP_001229369.1,184
345,NP_001229370.1,236
346,NP_001229385.1,737
347,NP_001229386.1,146
348,NP_001229387.1,1002
349,NP_001229394.1,425
350,NP_001229396.1,199
351,NP_001229397.1,811
352,NP_001229398.1,151
353,NP_001229399.1,500
354,NP_001229442.1,353
355,NP_001229443.1,370
356,NP_001229444.1,800
357,NP_001229446.1,395
358,NP_001229447.1,1229
359,NP_001229448.1,168
360,NP_001229449.1,336
361,NP_001229451.1,608
362,NP_001229452.1,682
363,NP_001229455.1,507
364,NP_001229456.1,221
365,NP_001229471.1,438
366,NP_001229473.1,206
367,NP_001229483.1,538
368,NP_001229484.1,294
369,NP_001229485.1,463
370,NP_001229486.1,479
371,NP_001229503.1,2243
372,NP_001229505.1,573
373,NP_001229506.1,381
374,NP_001229507.1,332
375,NP_001229508.1,469
376,NP_001229585.1,142
377,NP_001229586.1,142
378,NP_001229887.1,396
379,NP_001229888.1,396
380,NP_001229889.1,396
381,NP_001229890.1,395
382,NP_001229891.1,394
383,NP_001229892.1,396
384,NP_001229893.1,390
385,NP_001229894.1,398
386,NP_001229895.1,411
387,NP_001229896.1,402
388,NP_001229897.1,410
389,NP_001229898.1,405
390,NP_001229899.1,403
391,NP_001229900.1,413
392,NP_001229901.1,406
393,NP_001229902.1,406
394,NP_001229904.1,408
395,NP_001229905.1,408
396,NP_001229906.1,406
397,NP_001229907.1,412
398,NP_001229909.1,408
399,NP_001229910.1,407
400,NP_001229911.1,409
401,NP_001229912.1,1789
402,NP_001229913.1,397
403,NP_001229914.1,354
404,NP_001229915.1,405
405,NP_001229916.1,391
406,NP_001229917.1,390
407,NP_001229918.1,400
408,NP_001229919.1,363
409,NP_001229920.1,363
410,NP_001229922.1,397
411,NP_001229923.1,361
412,NP_001229926.1,217
413,NP_001229927.1,424
414,NP_001229928.1,390
415,NP_001233180.1,204
416,NP_001233596.1,1690
417,NP_001238948.1,1121
418,NP_001239353.1,524
419,NP_001239355.1,646
420,NP_001239357.1,370
421,NP_001239359.1,358
422,NP_001239361.1,335
423,NP_001242961.1,896
424,NP_001242963.1,2205
425,NP_001242964.1,1124
426,NP_001242966.1,2484
427,NP_001242967.1,648
428,NP_001242968.1,1908
429,NP_001242969.1,642
430,NP_001252514.1,252
431,NP_001257742.1,143
432,NP_001257743.1,131
433,NP_001257744.1,131
434,NP_001257746.1,216
435,NP_001257747.1,264
436,NP_001257748.1,317
437,NP_001257749.1,123
438,NP_001257750.1,230
439,NP_001257751.1,188
440,NP_001257752.1,165
441,NP_001257753.1,106
442,NP_001257754.1,103
443,NP_001257755.1,327
444,NP_001257756.1,158
445,NP_001257757.1,133
446,NP_001257758.1,231
447,NP_001257759.1,105
448,NP_001257760.1,134
449,NP_001257761.1,172
450,NP_001263356.1,272
451,NP_001264228.1,1746
452,NP_001264229.1,566
453,NP_001264230.1,2339
454,NP_001265254.1,148
455,NP_001265255.1,293
456,NP_001265256.1,459
457,NP_001265257.1,487
458,NP_001265258.1,1101
459,NP_001265259.1,597
460,NP_001265260.1,2221
461,NP_001265261.1,89
462,NP_001265262.1,511
463,NP_001265263.1,452
464,NP_001265264.1,1370
465,NP_001265265.1,781
466,NP_001265267.1,307
467,NP_001265608.1,836
468,NP_001265609.1,169
469,NP_001265610.1,922
470,NP_001265634.1,383
471,NP_001265635.1,547
472,NP_001265636.1,302
473,NP_001276370.1,427
474,NP_001292813.1,514
475,NP_001301008.1,267
476,NP_001305411.1,153
477,NP_001306197.1,1198
478,NP_001306198.1,412
479,NP_001314876.1,509
480,NP_001314877.1,461
481,NP_001314878.1,446
482,NP_001314879.1,373
483,NP_001314880.1,1978
484,NP_001314881.1,238
485,NP_001314882.1,270
486,NP_001314883.1,1204
487,NP_001314884.1,421
488,NP_001314885.1,356
489,NP_001314886.1,1193
490,NP_001314887.1,2566
491,NP_001314888.1,367
492,NP_001314889.1,388
493,NP_001314890.1,446
494,NP_001314891.1,296
495,NP_001314892.1,431
496,NP_001314893.1,1292
497,NP_001314894.1,209
498,NP_001314895.1,504
499,NP_001314896.1,278
500,NP_001318046.1,1507
501,NP_001352068.1,501
502,NP_001352069.1,500
503,NP_001352128.1,497
504,NP_001352129.1,498
505,NP_008082.1,333
506,NP_008083.1,521
507,NP_008084.1,225
508,NP_008085.1,52
509,NP_008086.1,226
510,NP_008087.1,259
511,NP_008088.1,117
512,NP_008089.1,554
513,NP_008090.1,447
514,NP_008091.1,87
515,NP_008092.1,167
516,NP_008093.1,383
517,NP_008094.1,305
518,XP_001119823.1,99
519,XP_001119824.1,127
520,XP_001119826.1,154
521,XP_001119829.1,127
522,XP_001119836.2,413
523,XP_001119847.1,601
524,XP_001119855.2,511
525,XP_001119858.2,249
526,XP_001119871.2,281
527,XP_001119879.1,128
528,XP_001119882.2,542
529,XP_001119883.1,194
530,XP_001119884.1,194
531,XP_001119885.1,94
532,XP_001119891.2,124
533,XP_001119897.1,164
534,XP_001119898.1,306
535,XP_001119899.1,124
536,XP_001119900.1,103
537,XP_001119904.4,403
538,XP_001119907.2,355
539,XP_001119908.1,344
540,XP_001119910.3,543
541,XP_001119912.1,322
542,XP_001119914.2,207
543,XP_001119915.1,498
544,XP_001119916.1,573
545,XP_001119919.1,177
546,XP_001119921.1,130
547,XP_001119928.2,505
548,XP_001119929.2,358
549,XP_001119931.1,133
550,XP_001119937.1,67
551,XP_001119944.1,114
552,XP_001119946.2,109
553,XP_001119951.1,155
554,XP_001119959.2,456
555,XP_001119960.1,117
556,XP_001119962.3,1989
557,XP_001119963.2,880
558,XP_001119966.1,282
559,XP_001119967.1,153
560,XP_001119971.2,798
561,XP_001119973.4,344
562,XP_001119975.2,741
563,XP_001119981.4,496
564,XP_001119982.2,546
565,XP_001119992.2,1044
566,XP_001119993.2,393
567,XP_001119995.3,538
568,XP_001119998.2,168
569,XP_001120000.1,169
570,XP_001120006.2,210
571,XP_001120007.2,239
572,XP_001120009.1,73
573,XP_001120011.1,147
574,XP_001120012.2,112
575,XP_001120014.1,123
576,XP_001120016.1,158
577,XP_001120018.1,351
578,XP_001120020.1,134
579,XP_001120025.2,207
580,XP_001120029.4,300
581,XP_001120030.2,400
582,XP_001120032.3,436
583,XP_001120034.1,103
584,XP_001120035.3,720
585,XP_001120037.2,1050
586,XP_001120039.2,339
587,XP_001120040.2,417
588,XP_001120043.2,399
589,XP_001120045.3,563
590,XP_001120052.1,383
591,XP_001120054.2,285
592,XP_001120056.1,98
593,XP_001120059.3,255
594,XP_001120061.2,533
595,XP_001120067.1,82
596,XP_001120069.1,117
597,XP_001120073.2,160
598,XP_001120086.2,149
599,XP_001120089.2,954
600,XP_001120093.2,1321
601,XP_001120100.2,891
602,XP_001120105.1,231
603,XP_001120111.2,376
604,XP_001120112.3,522
605,XP_001120114.2,812
606,XP_001120116.2,489
607,XP_001120132.1,136
608,XP_001120134.2,289
609,XP_001120137.1,237
610,XP_001120140.3,154
611,XP_001120141.1,180
612,XP_001120146.1,171
613,XP_001120148.2,248
614,XP_001120149.1,393
615,XP_001120151.1,352
616,XP_001120153.2,501
617,XP_001120159.2,579
618,XP_001120160.2,524
619,XP_001120164.2,125
620,XP_001120173.1,143
621,XP_001120174.2,336
622,XP_001120177.2,1677
623,XP_001120178.3,475
624,XP_001120182.3,888
625,XP_001120184.2,214
626,XP_001120186.1,124
627,XP_001120188.1,95
628,XP_001120192.2,180
629,XP_001120194.1,196
630,XP_001120196.2,224
631,XP_001120198.1,127
632,XP_001120202.2,590
633,XP_001120208.2,394
634,XP_001120213.2,219
635,XP_001120215.2,457
636,XP_001120217.1,232
637,XP_001120220.1,148
638,XP_001120222.1,336
639,XP_001120224.2,478
640,XP_001120227.2,254
641,XP_001120232.3,222
642,XP_001120233.1,436
643,XP_001120239.3,510
644,XP_001120242.1,119
645,XP_001120244.1,86
646,XP_001120245.2,253
647,XP_001120250.2,309
648,XP_001120253.1,170
649,XP_001120264.1,728
650,XP_001120268.3,433
651,XP_001120274.3,410
652,XP_001120276.2,588
653,XP_001120291.5,478
654,XP_001120293.2,173
655,XP_001120296.2,705
656,XP_001120297.2,944
657,XP_001120306.1,293
658,XP_001120319.3,344
659,XP_001120325.2,332
660,XP_001120327.2,225
661,XP_001120329.1,157
662,XP_001120336.2,624
663,XP_001120346.1,124
664,XP_001120347.3,429
665,XP_001120350.1,77
666,XP_001120351.1,73
667,XP_001120353.2,230
668,XP_001120355.1,177
669,XP_001120359.2,215
670,XP_001120360.1,159
671,XP_001120363.1,87
672,XP_001120364.1,114
673,XP_001120371.1,123
674,XP_001120377.2,1324
675,XP_001120381.1,363
676,XP_001120384.3,560
677,XP_001120386.3,876
678,XP_001120390.3,208
679,XP_001120391.3,1369
680,XP_001120393.2,394
681,XP_001120404.1,113
682,XP_001120409.1,105
683,XP_001120412.2,201
684,XP_001120413.1,182
685,XP_001120416.2,1122
686,XP_001120419.1,251
687,XP_001120425.1,410
688,XP_001120426.2,884
689,XP_001120432.1,103
690,XP_001120437.3,1644
691,XP_001120439.3,533
692,XP_001120441.2,508
693,XP_001120442.2,276
694,XP_001120447.3,174
695,XP_001120448.3,463
696,XP_001120449.2,511
697,XP_001120450.1,720
698,XP_001120452.2,1329
699,XP_001120471.1,254
700,XP_001120472.1,285
701,XP_001120476.1,73
702,XP_001120478.2,486
703,XP_001120479.1,96
704,XP_001120482.1,306
705,XP_001120484.2,471
706,XP_001120488.2,1173
707,XP_001120493.3,794
708,XP_001120497.1,155
709,XP_001120503.2,1114
710,XP_001120512.5,692
711,XP_001120518.2,137
712,XP_001120519.2,184
713,XP_001120520.1,78
714,XP_001120521.1,128
715,XP_001120524.1,121
716,XP_001120526.3,414
717,XP_001120529.2,64
718,XP_001120530.1,58
719,XP_001120535.2,134
720,XP_001120537.3,701
721,XP_001120540.2,287
722,XP_001120551.1,149
723,XP_001120556.1,314
724,XP_001120557.1,231
725,XP_001120565.2,139
726,XP_001120568.1,71
727,XP_001120572.3,142
728,XP_001120574.1,265
729,XP_001120576.2,543
730,XP_001120578.2,947
731,XP_001120579.2,155
732,XP_001120581.3,485
733,XP_001120583.1,379
734,XP_001120589.2,455
735,XP_001120594.2,663
736,XP_001120599.1,144
737,XP_001120601.2,289
738,XP_001120606.1,124
739,XP_001120607.1,91
740,XP_001120608.2,164
741,XP_001120611.1,161
742,XP_001120612.1,218
743,XP_001120613.2,252
744,XP_001120619.2,488
745,XP_001120622.3,884
746,XP_001120633.2,648
747,XP_001120636.1,133
748,XP_001120644.2,720
749,XP_001120649.1,160
750,XP_001120652.1,240
751,XP_001120653.1,109
752,XP_001120658.2,303
753,XP_001120659.3,239
754,XP_001120660.2,390
755,XP_001120664.2,574
756,XP_001120665.2,95
757,XP_001120666.1,119
758,XP_001120667.3,643
759,XP_001120669.2,498
760,XP_001120670.2,286
761,XP_001120674.3,702
762,XP_001120677.3,402
763,XP_001120679.2,503
764,XP_001120680.3,405
765,XP_001120684.2,424
766,XP_001120685.1,135
767,XP_001120689.2,405
768,XP_001120690.1,167
769,XP_001120691.3,466
770,XP_001120695.1,78
771,XP_001120697.3,514
772,XP_001120698.3,431
773,XP_001120701.2,1316
774,XP_001120703.1,282
775,XP_001120710.2,711
776,XP_001120712.2,772
777,XP_001120720.2,680
778,XP_001120728.1,121
779,XP_001120731.3,735
780,XP_001120735.1,119
781,XP_001120746.2,286
782,XP_001120754.2,420
783,XP_001120755.1,249
784,XP_001120757.4,587
785,XP_001120760.2,400
786,XP_001120765.2,407
787,XP_001120770.1,299
788,XP_001120773.1,184
789,XP_001120774.1,135
790,XP_001120779.3,306
791,XP_001120785.2,576
792,XP_001120788.1,571
793,XP_001120792.2,248
794,XP_001120796.1,134
795,XP_001120800.1,137
796,XP_001120801.1,130
797,XP_001120805.1,104
798,XP_001120809.2,448
799,XP_001120810.2,476
800,XP_001120814.2,454
801,XP_001120815.2,487
802,XP_001120817.2,674
803,XP_001120820.2,135
804,XP_001120831.2,301
805,XP_001120832.2,357
806,XP_001120836.2,901
807,XP_001120842.5,430
808,XP_001120845.2,139
809,XP_001120846.1,149
810,XP_001120848.2,188
811,XP_001120852.2,260
812,XP_001120854.3,253
813,XP_001120855.2,177
814,XP_001120874.3,500
815,XP_001120877.2,334
816,XP_001120879.2,365
817,XP_001120885.2,344
818,XP_001120888.2,58
819,XP_001120889.1,123
820,XP_001120892.1,68
821,XP_001120897.2,276
822,XP_001120899.3,545
823,XP_001120901.3,341
824,XP_001120910.2,340
825,XP_001120913.2,405
826,XP_001120914.2,720
827,XP_001120915.2,400
828,XP_001120920.1,202
829,XP_001120925.1,540
830,XP_001120927.1,155
831,XP_001120930.3,306
832,XP_001120937.2,626
833,XP_001120941.3,216
834,XP_001120943.2,785
835,XP_001120946.2,228
836,XP_001120948.1,405
837,XP_001120949.1,292
838,XP_001120950.1,129
839,XP_001120952.2,322
840,XP_001120954.1,341
841,XP_001120955.2,74
842,XP_001120956.3,192
843,XP_001120957.3,1217
844,XP_001120958.2,280
845,XP_001120965.1,204
846,XP_001120969.2,869
847,XP_001120972.2,230
848,XP_001120973.1,222
849,XP_001120974.1,232
850,XP_001120975.1,89
851,XP_001120982.2,847
852,XP_001120991.3,524
853,XP_001120993.2,335
854,XP_001120999.2,90
855,XP_001121007.2,670
856,XP_001121010.1,414
857,XP_001121014.2,612
858,XP_001121019.2,238
859,XP_001121022.1,72
860,XP_001121025.1,87
861,XP_001121032.2,387
862,XP_001121036.2,217
863,XP_001121043.2,280
864,XP_001121051.2,244
865,XP_001121052.1,496
866,XP_001121053.2,223
867,XP_001121061.1,126
868,XP_001121064.2,565
869,XP_001121066.2,313
870,XP_001121067.3,841
871,XP_001121075.2,852
872,XP_001121076.4,216
873,XP_001121077.2,85
874,XP_001121079.2,427
875,XP_001121086.2,144
876,XP_001121088.2,246
877,XP_001121092.2,1708
878,XP_001121094.1,442
879,XP_001121096.1,342
880,XP_001121102.2,157
881,XP_001121104.2,161
882,XP_001121110.2,693
883,XP_001121112.2,1031
884,XP_001121113.1,93
885,XP_001121123.3,812
886,XP_001121126.2,462
887,XP_001121130.1,326
888,XP_001121132.2,233
889,XP_001121144.1,107
890,XP_001121147.2,388
891,XP_001121151.3,230
892,XP_001121155.2,645
893,XP_001121159.1,138
894,XP_001121169.2,352
895,XP_001121172.2,553
896,XP_001121176.1,118
897,XP_001121177.2,639
898,XP_001121184.1,709
899,XP_001121186.3,313
900,XP_001121187.2,400
901,XP_001121188.2,430
902,XP_001121189.3,381
903,XP_001121190.3,443
904,XP_001121195.3,618
905,XP_001121210.2,444
906,XP_001121217.1,122
907,XP_001121218.1,313
908,XP_001121220.1,279
909,XP_001121223.1,245
910,XP_001121229.2,320
911,XP_001121241.3,1508
912,XP_001121248.1,401
913,XP_001121250.4,249
914,XP_001121251.1,415
915,XP_001121254.2,380
916,XP_001121255.1,103
917,XP_001121268.2,145
918,XP_001121269.2,246
919,XP_001121270.1,421
920,XP_001121276.2,161
921,XP_001121277.2,588
922,XP_001121279.1,194
923,XP_001121282.3,92
924,XP_001121316.2,420
925,XP_001121319.3,873
926,XP_001121323.1,361
927,XP_001121331.2,694
928,XP_001121332.3,453
929,XP_001121333.2,343
930,XP_001121339.1,250
931,XP_001121344.2,531
932,XP_001121347.2,409
933,XP_001121355.3,1221
934,XP_001121362.1,228
935,XP_001121363.2,744
936,XP_001121365.2,332
937,XP_001121369.1,118
938,XP_001121371.2,181
939,XP_001121373.1,143
940,XP_001121383.2,1834
941,XP_001121406.2,266
942,XP_001121410.2,613
943,XP_001121415.2,536
944,XP_001121418.2,433
945,XP_001121422.2,802
946,XP_001121426.2,780
947,XP_001121441.3,925
948,XP_001121442.1,214
949,XP_001121449.1,320
950,XP_001121453.1,322
951,XP_001121462.1,108
952,XP_001121467.2,251
953,XP_001121471.3,538
954,XP_001121473.2,509
955,XP_001121481.1,185
956,XP_001121482.1,294
957,XP_001121483.3,390
958,XP_001121491.2,265
959,XP_001121493.2,299
960,XP_001121501.2,197
961,XP_001121503.2,87
962,XP_001121505.2,119
963,XP_001121507.2,275
964,XP_001121513.2,695
965,XP_001121520.2,369
966,XP_001121522.1,90
967,XP_001121525.2,828
968,XP_001121539.3,481
969,XP_001121541.1,257
970,XP_001121546.2,239
971,XP_001121552.2,373
972,XP_001121554.3,387
973,XP_001121556.1,158
974,XP_001121565.2,644
975,XP_001121566.1,303
976,XP_001121567.1,258
977,XP_001121569.3,241
978,XP_001121570.2,879
979,XP_001121571.1,190
980,XP_001121573.2,335
981,XP_001121574.3,310
982,XP_001121575.2,329
983,XP_001121588.2,935
984,XP_001121591.2,215
985,XP_001121593.3,352
986,XP_001121596.2,166
987,XP_001121598.1,289
988,XP_001121600.2,721
989,XP_001121602.2,516
990,XP_001121606.2,625
991,XP_001121619.2,386
992,XP_001121625.2,254
993,XP_001121629.2,507
994,XP_001121634.3,450
995,XP_001121636.2,712
996,XP_001121637.3,131
997,XP_001121644.3,1000
998,XP_001121647.2,602
999,XP_001121653.2,406
1000,XP_001121654.1,124
1001,XP_001121657.1,298
1002,XP_001121659.1,412
1003,XP_001121664.2,271
1004,XP_001121670.2,138
1005,XP_001121680.2,711
1006,XP_001121683.2,257
1007,XP_001121685.1,991
1008,XP_001121690.3,490
1009,XP_001121697.3,203
1010,XP_001121698.2,174
1011,XP_001121709.2,374
1012,XP_001121716.2,1909
1013,XP_001121718.2,350
1014,XP_001121733.1,79
1015,XP_001121734.3,575
1016,XP_001121740.1,240
1017,XP_001121746.2,491
1018,XP_001121747.1,143
1019,XP_001121751.2,462
1020,XP_001121754.3,171
1021,XP_001121760.2,88
1022,XP_001121762.2,970
1023,XP_001121774.2,865
1024,XP_001121775.2,1625
1025,XP_001121781.3,344
1026,XP_001121782.1,145
1027,XP_001121783.2,1161
1028,XP_001121788.2,721
1029,XP_001121796.2,359
1030,XP_001121801.2,369
1031,XP_001121803.1,243
1032,XP_001121804.1,316
1033,XP_001121809.2,224
1034,XP_001121814.2,586
1035,XP_001121815.3,441
1036,XP_001121817.2,114
1037,XP_001121818.1,238
1038,XP_001121833.2,694
1039,XP_001121836.2,513
1040,XP_001121838.2,494
1041,XP_001121844.2,824
1042,XP_001121847.4,674
1043,XP_001121853.2,576
1044,XP_001121859.1,241
1045,XP_001121861.1,233
1046,XP_001121862.1,339
1047,XP_001121864.2,427
1048,XP_001121865.1,327
1049,XP_001121869.2,735
1050,XP_001121879.1,461
1051,XP_001121882.2,95
1052,XP_001121886.1,336
1053,XP_001121888.2,418
1054,XP_001121891.1,156
1055,XP_001121893.2,103
1056,XP_001121896.2,1032
1057,XP_001121900.1,511
1058,XP_001121910.1,332
1059,XP_001121911.1,186
1060,XP_001121913.2,394
1061,XP_001121915.3,586
1062,XP_001121920.1,159
1063,XP_001121922.1,328
1064,XP_001121924.1,194
1065,XP_001121936.2,700
