GO.ID	Term	Annotated	Significant	Expected	weight01KS	classicKS	weight01KSpadj	classicKSpadj
GO:0009058	biosynthetic process	14	1	1.17	1.000	0.431	1	1
GO:1901360	organic cyclic compound metabolic proces...	13	1	1.08	1.000	0.957	1	1
GO:0048869	cellular developmental process	12	0	1	1.000	0.411	1	1
GO:0043207	response to external biotic stimulus	20	2	1.67	1.000	0.908	1	1
GO:0032502	developmental process	22	1	1.83	1.000	1.000	1	1
GO:0006725	cellular aromatic compound metabolic pro...	12	1	1	1.000	0.946	1	1
GO:0071840	cellular component organization or bioge...	17	0	1.42	1.000	0.618	1	1
GO:0044085	cellular component biogenesis	12	0	1	1.000	0.707	1	1
GO:0071704	organic substance metabolic process	37	3	3.08	1.000	0.405	1	1
GO:0065007	biological regulation	36	4	3	1.000	0.607	1	1
GO:0048856	anatomical structure development	22	1	1.83	1.000	1.000	1	1
GO:0043170	macromolecule metabolic process	35	3	2.92	1.000	0.142	1	1
GO:0050789	regulation of biological process	34	3	2.83	1.000	0.603	1	1
GO:0044419	interspecies interaction between organis...	20	2	1.67	1.000	0.908	1	1
GO:0002376	immune system process	20	2	1.67	1.000	0.908	1	1
GO:0009889	regulation of biosynthetic process	11	1	0.92	1.000	0.640	1	1
GO:0046483	heterocycle metabolic process	10	1	0.83	1.000	0.809	1	1
GO:0006139	nucleobase-containing compound metabolic...	10	1	0.83	1.000	0.809	1	1
GO:0019538	protein metabolic process	25	3	2.08	1.000	0.067	1	1
GO:0006952	defense response	19	2	1.58	1.000	0.891	1	1
GO:0009892	negative regulation of metabolic process	12	1	1	1.000	0.801	1	1
GO:0009893	positive regulation of metabolic process	12	1	1	1.000	0.607	1	1
GO:0036211	protein modification process	10	1	0.83	1.000	0.602	1	1
GO:1901575	organic substance catabolic process	11	1	0.92	1.000	0.252	1	1
GO:0030154	cell differentiation	12	0	1	1.000	0.411	1	1
GO:0023052	signaling	20	1	1.67	1.000	0.343	1	1
GO:0048518	positive regulation of biological proces...	20	1	1.67	1.000	0.999	1	1
GO:0048519	negative regulation of biological proces...	20	2	1.67	1.000	0.253	1	1
GO:0016043	cellular component organization	17	0	1.42	1.000	0.618	1	1
GO:0051246	regulation of protein metabolic process	12	2	1	1.000	0.135	1	1
GO:0008150	biological_process	48	4	4	1.000	1.000	1	1
GO:0006807	nitrogen compound metabolic process	33	3	2.75	1.000	0.417	1	1
GO:0051234	establishment of localization	15	1	1.25	1.000	0.843	1	1
GO:0044237	cellular metabolic process	32	3	2.67	1.000	0.594	1	1
GO:0000003	reproduction	13	0	1.08	1.000	0.695	1	1
GO:0009607	response to biotic stimulus	20	2	1.67	1.000	0.908	1	1
GO:0019222	regulation of metabolic process	26	3	2.17	1.000	0.455	1	1
