Orthogroup	Apis_mellifera	Bombus_terrestris	Ceratina_calcarata	Dufourea_novaeangliae	Eufriesea_mexicana	Habropoda_laboriosa	Megachile_rotundata	Megalopta_genalis	Nomia_melanderi	Osmia_bicornis	Osmia_lignaria
OG0001639	XP_006565281.1	XP_012170503.1	XP_017884129.1	XP_015434670.1	XP_017762230.1	XP_017787614.1	XP_012149647.1	XP_033323344.1	XP_031827830.1	XP_029056248.1, XP_029056250.1, XP_029056251.1, XP_029056252.1, XP_029056253.1, XP_029056254.1	XP_034191216.1
OG0001640	XP_006565326.1	XP_003399725.1	XP_017886703.1	XP_015438669.1	XP_017752932.1	XP_017787607.1	XP_003700743.1	XP_033338715.1	XP_031827450.1, XP_031827451.1, XP_031827453.1, XP_031827454.1, XP_031827455.1	XP_029056186.1, XP_029056228.1	XP_034186539.1
OG0001641	XP_006565466.2	XP_003402569.2, XP_012164973.1	XP_017893050.1	XP_015436715.1, XP_015436716.1	XP_017752471.1	XP_017797571.1	XP_012146650.1	XP_033331068.1	XP_031836800.1, XP_031848735.1, XP_031848846.1, XP_031849045.1	XP_029054388.1	XP_034195969.1
OG0001642	XP_006565642.2	XP_012164501.1	XP_017883483.1	XP_015439645.1	XP_017757407.1, XP_017757408.1	XP_017790626.1, XP_017790792.1	XP_012145068.1, XP_012145244.1	XP_033333922.1	XP_031845680.1	XP_029045465.1, XP_029045466.1, XP_029045467.1	XP_034176921.1
OG0001643	XP_006565917.1, XP_006565919.1	XP_012175668.1, XP_012175669.1	XP_017884208.1	XP_015437276.1	XP_017759760.1	XP_017794482.1	XP_003700865.1, XP_012135183.1		XP_031834805.1, XP_031834808.1	XP_029031977.1, XP_029031980.1	XP_034171255.1, XP_034171259.1
OG0001644	XP_006566165.1	XP_020720608.1	XP_017891895.1	XP_015428917.1, XP_015428918.1	XP_017764717.1	XP_017790078.1	XP_012149328.1	XP_033329280.1, XP_033329281.1, XP_033329282.1, XP_033329283.1, XP_033329284.1	XP_031847894.1	XP_029039716.1	XP_034185746.1
OG0001645	XP_006566221.2, XP_006566223.2	XP_020720477.1, XP_020720480.1	XP_017876644.1	XP_015440424.1	XP_017758394.1, XP_017758395.1	XP_017798833.1	XP_003701084.1	XP_033340540.1	XP_031830878.1, XP_031830879.1	XP_029051134.1	XP_034186228.1, XP_034186229.1
OG0001646	XP_006566407.2, XP_016770754.2	XP_003398904.1	XP_017882156.1	XP_015440543.1	XP_017761902.1	XP_017792845.1	XP_003699309.1, XP_012148869.1, XP_012148936.1, XP_012149002.1, XP_012149074.1	XP_033342476.1	XP_031838554.1	XP_029037613.1	XP_034176302.1
OG0001647	XP_006566449.1	XP_003399203.1	XP_017878679.1, XP_026668659.1	XP_015440464.1, XP_015440465.1	XP_017766973.1, XP_017766974.1	XP_017792880.1, XP_017792881.1	XP_012151170.1	XP_033342979.1	XP_031849450.1	XP_029038338.1, XP_029038339.1	XP_034176549.1
OG0001648	XP_006567446.1	XP_003397943.1	XP_026670201.1	XP_015436258.1	XP_017765584.1, XP_017765587.1, XP_017765589.1	XP_017795400.1	XP_003700016.1	XP_033333750.1	XP_031839276.1, XP_031839324.1	XP_029037299.1, XP_029037308.1	XP_034184248.1, XP_034184249.1
OG0001649	XP_006567467.1	NP_001267840.1	XP_017875015.1	XP_015436389.1	XP_017764095.1	XP_017795753.1, XP_017797115.1, XP_017797118.1	XP_012150604.1, XP_012150605.1	XP_033333760.1	XP_031841485.1, XP_031841494.1	XP_029041461.1	XP_034178573.1, XP_034178581.1
OG0001650	XP_006567667.1, XP_006567668.1, XP_395429.3	XP_012175821.1	XP_017892027.1	XP_015433810.1	XP_017752745.1	XP_017789926.1	XP_012134905.1	XP_033337103.1	XP_031833293.1	XP_029038966.1	XP_034186963.1, XP_034186964.1, XP_034186965.1, XP_034186966.1
OG0001651	XP_006567711.2, XP_006567712.2	XP_020718870.1	XP_026674277.1	XP_015439882.1	XP_017761366.1, XP_017761367.1	XP_017788663.1	XP_003707270.1	XP_033328122.1, XP_033328123.1, XP_033328124.1, XP_033328125.1	XP_031833379.1	XP_029036355.1	XP_034192685.1
OG0001652	XP_006567755.2	XP_003401954.1	XP_017885744.1	XP_015439633.1	XP_017754511.1, XP_017754512.1	XP_017788516.1	XP_003706469.1, XP_012148057.1	XP_033332737.1	XP_031838417.1, XP_031838418.1, XP_031838419.1	XP_029033280.1	XP_034184946.1, XP_034184947.1
OG0001653	XP_006567812.1, XP_006567813.1, XP_016767872.1	XP_012173479.1, XP_012173480.1, XP_012173481.1, XP_012173482.1, XP_012173483.1	XP_017891954.1	XP_015431908.1	XP_017761237.1	XP_017793600.1	XP_012139422.1		XP_031833771.1	XP_029053070.1	XP_034174647.1
OG0001654	XP_006567818.1	XP_020723109.1	XP_017890383.1, XP_026674461.1, XP_026674462.1, XP_026674463.1, XP_026674464.1, XP_026674465.1	XP_015431928.1	XP_017761224.1	XP_017793637.1	XP_012139341.1		XP_031833789.1	XP_029052229.1	XP_034173804.1, XP_034174687.1
OG0001655	XP_006568074.2	XP_012172931.1, XP_012172932.1, XP_020722957.1, XP_020722958.1, XP_020722959.1	XP_017878355.1	XP_015428825.1	XP_017763126.1	XP_017799540.1	XP_012138882.1	XP_033322082.1	XP_031830476.1, XP_031831341.1	XP_029044304.1	XP_034185616.1
OG0001656	XP_006568121.2	XP_003401674.1	XP_026674495.1, XP_026674497.1	XP_015437268.1	XP_017756647.1	XP_017799513.1	XP_003702732.2	XP_033327563.1	XP_031826261.1, XP_031826347.1	XP_029033425.1, XP_029033426.1, XP_029033427.1, XP_029033428.1	XP_034184928.1
OG0001657	XP_006568626.1	XP_012165182.1	XP_017882759.1	XP_015438195.1	XP_017753356.1, XP_017753357.1, XP_017753358.1, XP_017753360.1, XP_017753361.1	XP_017794247.1	XP_012148273.1	XP_033329477.1	XP_031840473.1, XP_031840474.1	XP_029047413.1	XP_034179299.1
OG0001658	XP_006568799.1	XP_012172759.1	XP_017884246.1	XP_015434984.1	XP_017755176.1	XP_017796444.1	XP_003701541.2	XP_033341884.1, XP_033341886.1, XP_033341887.1	XP_031834717.1, XP_031834718.1, XP_031834719.1, XP_031834720.1	XP_029043182.1	XP_034189376.1
OG0001659	XP_006568802.1	XP_003393685.1, XP_012172718.1, XP_020723878.1	XP_017884253.1	XP_015435012.1	XP_017755233.1, XP_017755240.1	XP_017796490.1	XP_012136442.1	XP_033342075.1	XP_031834693.1	XP_029043226.1, XP_029043227.1	XP_034189257.1, XP_034189258.1
OG0001660	XP_006568830.2	XP_012173237.1	XP_017876879.1	XP_015433969.1	XP_017756311.1	XP_017796462.1	XP_003701550.1	XP_033341908.1	XP_031831357.1	XP_029034206.1, XP_029034207.1, XP_029034208.1, XP_029034209.1, XP_029034210.1	XP_034188753.1, XP_034188757.1
OG0001661	XP_006568862.1, XP_006568863.1	XP_003402630.1	XP_017879218.1, XP_017879219.1	XP_015434992.1	XP_017756409.1, XP_017756410.1	XP_017796417.1	XP_012136627.1, XP_012136628.1	XP_033322497.1	XP_031839955.1	XP_029032091.1, XP_029032092.1	XP_034189332.1
OG0001662	XP_006569044.1	XP_020723751.1	XP_017884014.1	XP_015432534.1	XP_017766394.1	XP_017788271.1, XP_017788272.1, XP_017788273.1, XP_017788274.1, XP_017788275.1, XP_017788276.1	XP_003701514.1	XP_033323637.1	XP_031839602.1	XP_029036184.1	XP_034170892.1
OG0001663	XP_006569136.1, XP_016766306.1, XP_624507.1	XP_003393881.1	XP_017880549.1, XP_017880550.1	XP_015429071.1	XP_017762540.1, XP_017762541.1, XP_017762542.1	XP_017790561.1	XP_003702233.1		XP_031844980.1	XP_029043676.1, XP_029043677.1	XP_034171694.1
OG0001664	XP_006569306.1	XP_012175907.1	XP_017892096.1, XP_017892097.1	XP_015428533.1, XP_015428586.1	XP_017765012.1	XP_017796374.1	XP_003701632.1	XP_033336666.1, XP_033336750.1	XP_031840974.1, XP_031840975.1, XP_031848137.1	XP_029033025.1	XP_034182461.1
OG0001665	XP_006569469.1, XP_016768683.1, XP_394666.3	XP_003396560.1	XP_017885968.1	XP_015429864.1	XP_017764366.1	XP_017792372.1	XP_003702064.2	XP_033340376.1	XP_031826635.1, XP_031826636.1, XP_031826637.1, XP_031826638.1	XP_029055195.1	XP_034176389.1
OG0001666	XP_006569779.1, XP_016769123.1, XP_396175.2	XP_003402078.1, XP_012173351.1	XP_017892497.1, XP_017892499.1	XP_015431149.1	XP_017757954.1	XP_017788540.1	XP_003704560.2, XP_012143285.1	XP_033321505.1	XP_031838127.1	XP_029039213.1	XP_034191950.1
OG0001667	XP_006570010.1, XP_016767791.1	XP_012170048.2, XP_020721646.1	XP_017880212.1	XP_015432737.1	XP_017762112.1, XP_017762113.1, XP_017762114.1	XP_017794949.1, XP_017794951.1		XP_033332443.1	XP_031841663.1	XP_029042415.1	XP_034191344.1, XP_034191345.1
OG0001668	XP_006570024.1	XP_012166741.1	XP_017882647.1, XP_026670648.1	XP_015437005.1	XP_017760455.1	XP_017796901.1	XP_003702610.1, XP_012139006.1, XP_012139007.1, XP_012139008.1	XP_033330459.1	XP_031828931.1	XP_029043126.1	XP_034189042.1, XP_034189043.1
OG0001669	XP_006570296.1	XP_012164103.2	XP_017883095.1	XP_015440078.1	XP_017755306.1	XP_017792196.1	XP_012150006.1	XP_033328258.1	XP_031825441.1, XP_031825442.1, XP_031825443.1	XP_029048743.1, XP_029048744.1, XP_029048745.1	XP_034177495.1, XP_034177496.1
OG0001670	XP_006570391.1, XP_016770284.1	XP_003399396.1		XP_015440478.1, XP_015440480.1	XP_017763431.1	XP_017793086.1, XP_017793087.1	XP_003707733.2, XP_012151224.1, XP_012151227.1	XP_033334970.1	XP_031850277.1	XP_029051320.1	XP_034175494.1, XP_034175495.1
OG0001671	XP_006570433.2	XP_012169750.1	XP_017877577.1	XP_015437762.1	XP_017764774.1	XP_017793104.1	XP_003699324.1	XP_033342825.1	XP_031835445.1, XP_031835446.1, XP_031835448.1, XP_031835449.1, XP_031835450.1, XP_031835451.1	XP_029042341.1	XP_034175337.1
OG0001672	XP_006570736.1	XP_012174706.1	XP_017882747.1, XP_017891744.1	XP_015437156.1, XP_015437157.1	XP_017763580.1	XP_017795796.1	XP_012140485.1	XP_033329122.1, XP_033329123.1, XP_033329124.1, XP_033341759.1, XP_033341760.1		XP_029043197.1, XP_029043290.1	
OG0001673	XP_006570746.1, XP_006570749.1	XP_003402955.1	XP_017884535.1	XP_015438543.1	XP_017752127.1, XP_017752129.1	XP_017795822.1	XP_012140569.1	XP_033329135.1, XP_033329140.1	XP_031840280.1, XP_031840283.1, XP_031840285.1	XP_029042751.1	XP_034192283.1
OG0001674	XP_006570946.1, XP_006570947.2, XP_016768088.1, XP_016768089.1, XP_016768090.1	XP_003394809.1	XP_017892763.1	XP_015431443.1	XP_017752700.1	XP_017790239.1	XP_003703053.1	XP_033330515.1, XP_033330516.1	XP_031828889.1	XP_029040139.1	XP_034192461.1
OG0001675	XP_006571593.2, XP_016771656.2	XP_012165920.1	XP_026674931.1, XP_026674936.1	XP_015429490.1	XP_017757645.1	XP_017787670.1, XP_017787673.1	XP_012147979.1, XP_012147981.1	XP_033341374.1, XP_033341378.1	XP_031847666.1	XP_029038046.1	XP_034173214.1
OG0001676	XP_006571671.1, XP_006571672.1, XP_394261.3	XP_003393317.1, XP_012167432.1	XP_017883238.2	XP_015429042.1	XP_017753498.1	XP_017787962.1	XP_003706419.1	XP_033338787.1, XP_033338798.1, XP_033338809.1	XP_031837473.1	XP_029035770.1	XP_034172285.1
OG0001677	XP_006571701.2, XP_624577.2	XP_003393247.1	XP_017880438.1	XP_015430313.1	XP_017763592.1	XP_017797171.1	XP_003706046.1, XP_012147074.1	XP_033328701.1	XP_031843964.1	XP_029041078.1, XP_029041085.1, XP_029041093.1, XP_029041102.1	XP_034196057.1
OG0001678	XP_006571932.2, XP_016772735.2, XP_393064.5	XP_012175868.1	XP_017880854.1	XP_015429372.1	XP_017757369.1	XP_017789352.1	XP_003708139.1	XP_033338997.1, XP_033338998.1	XP_031848373.1	XP_029049875.1, XP_029049876.1	XP_034194353.1, XP_034194354.1
OG0001679	XP_006572022.1	XP_003402091.1	XP_017876213.1	XP_015431077.1, XP_015431078.1	XP_017757878.1	XP_017788602.1	XP_003704511.1	XP_033337694.1	XP_031837971.1, XP_031837972.1, XP_031837973.1, XP_031837974.1	XP_029043390.1	XP_034180916.1, XP_034180917.1
OG0001680	XP_006572049.1	XP_020723132.1	XP_017879500.1	XP_015439635.1	XP_017757921.1, XP_017757922.1, XP_017757923.1	XP_017788580.1	XP_012148072.1	XP_033332968.1	XP_031834002.1, XP_031834003.1, XP_031834005.1	XP_029033411.1, XP_029033413.1	XP_034185440.1
OG0001681	XP_006572431.2	XP_003397185.1	XP_017893263.1	XP_015429538.1, XP_015429539.1, XP_015429540.1, XP_015429541.1	XP_017763059.1	XP_017790063.1	XP_003703489.1	XP_033329575.1, XP_033329576.1, XP_033329577.1	XP_031839088.1	XP_029038135.1	XP_034181024.1
OG0001682	XP_016766188.2	XP_012175172.1	XP_017891037.1, XP_026675097.1	XP_015432244.1	XP_017765727.1	XP_017790617.1, XP_017790618.1, XP_017790619.1	XP_003702338.1	XP_033338217.1, XP_033338218.1	XP_031846345.1	XP_029041514.1, XP_029041515.1	XP_034170946.1
OG0001683	XP_016766222.1, XP_016766225.1	XP_020723753.1, XP_020723764.1	XP_017880508.1	XP_015429458.1	XP_017761305.1, XP_017761306.1	XP_017787889.1	XP_012145689.1	XP_033330552.1, XP_033330557.1	XP_031836031.1, XP_031836036.1	XP_029032106.1	XP_034171879.1
OG0001684	XP_016766426.1	XP_012175794.1, XP_020719359.1	XP_026668916.1	XP_015428983.1		XP_017797828.1	XP_012135073.1	XP_033338012.1, XP_033338021.1, XP_033338030.1, XP_033338032.1, XP_033338041.1	XP_031834943.1	XP_029055941.1	XP_034170971.1, XP_034174074.1
OG0001685	XP_016766513.2, XP_026294932.1	XP_012175102.1	XP_017890954.1, XP_026675056.1, XP_026675063.1, XP_026675067.1	XP_015429162.1	XP_017765725.1	XP_017790551.1	XP_012138223.1	XP_033338251.1, XP_033338252.1	XP_031846328.1	XP_029041638.1	XP_034170926.1
OG0001686	XP_016767198.1	XP_020718474.1	XP_017893594.2, XP_017893596.1	XP_015430729.1, XP_015430731.1	XP_017757171.1	XP_017798113.1, XP_017798114.1	XP_003706179.2	XP_033327127.1	XP_031845082.1	XP_029035980.1, XP_029035982.1	XP_034187525.1, XP_034187527.1
OG0001687	XP_016767213.1	XP_003402417.1	XP_026675068.1	XP_015436950.1	XP_017760089.1	XP_017798207.1	XP_003708452.1, XP_012152757.1, XP_012152758.1	XP_033336915.1	XP_031829365.1, XP_031829366.1	XP_029042927.1, XP_029042928.1	XP_034187446.1, XP_034187447.1
OG0001688	XP_016767443.2	XP_003395122.1	XP_017878483.1, XP_026668217.1	XP_015431644.1	XP_017758571.1	XP_017796041.1	XP_012134948.1	XP_033329711.1	XP_031846136.1	XP_029046931.1, XP_029046939.1, XP_029046942.1, XP_029046952.1	XP_034187247.1, XP_034187248.1
OG0001689	XP_016767483.1, XP_392445.3	XP_003394932.1, XP_020718512.1	XP_017878843.1, XP_026668733.1	XP_015436934.1	XP_017766332.1	XP_017798212.1	XP_012135018.1	XP_033329748.1, XP_033329749.1	XP_031842280.1	XP_029048503.1	XP_034174194.1, XP_034174196.1
OG0001690	XP_016767638.2	XP_020718794.1	XP_017891574.1	XP_015433265.1	XP_017757593.1	XP_017790786.1	XP_003707459.2, XP_012150294.1, XP_012150295.1	XP_033328135.1, XP_033328136.1	XP_031833700.1, XP_031833701.1, XP_031833702.1, XP_031833703.1	XP_029036508.1	
OG0001691	XP_016767937.1, XP_392575.3	XP_003395430.1	XP_017891783.1	XP_015439867.1	XP_017753681.1	XP_017796002.1	XP_003707306.2, XP_012150152.1	XP_033337167.1	XP_031825612.1, XP_031825616.1	XP_029043889.1, XP_029043891.1	XP_034176998.1, XP_034176999.1
OG0001692	XP_016768464.1, XP_016768465.1, XP_016768466.1	XP_020719917.1	XP_017892283.1	XP_015429557.1	XP_017752246.1	XP_017793768.1, XP_017793776.1		XP_033329493.1, XP_033329494.1	XP_031845696.1, XP_031845697.1	XP_029041305.1	XP_034181209.1, XP_034181210.1
OG0001693	XP_016768578.1	XP_012166228.2	XP_017883332.1, XP_017883418.1, XP_026672703.1	XP_015434463.1	XP_017763140.1	XP_017790529.1	XP_003707492.1	XP_033332839.1	XP_031834009.1	XP_029045076.1, XP_029045077.1, XP_029045078.1	XP_034187954.1, XP_034187956.1
OG0001694	XP_016768660.2, XP_016768664.2	XP_020719351.1	XP_017885906.1	XP_015436425.1	XP_017764368.1, XP_017764369.1, XP_017764370.1	XP_017792227.1	XP_012140131.1, XP_012140134.1	XP_033328465.1, XP_033331870.1	XP_031826644.1	XP_029032666.1	XP_034178110.1
OG0001695	XP_016768770.2	XP_003396998.1, XP_012166157.1, XP_020719468.1		XP_015433870.1	XP_017765148.1	XP_017795679.1	XP_003702120.1, XP_012137790.1	XP_033333695.1	XP_031836942.1, XP_031836943.1, XP_031836945.1, XP_031836946.1	XP_029032320.1	XP_034181139.1
OG0001696	XP_016768990.1	XP_012172998.1	XP_026669303.1	XP_015430914.1, XP_015430915.1, XP_015430916.1, XP_015430917.1	XP_017764317.1, XP_017764318.1	XP_017794068.1	XP_003707519.1, XP_012150497.1	XP_033337378.1	XP_031846498.1	XP_029044209.1	XP_034185358.1
OG0001697	XP_016769119.1	XP_003401684.1, XP_012172951.1, XP_012172952.1, XP_012172954.1	XP_017880036.1	XP_015428967.1	XP_017752501.1	XP_017799607.1	XP_012139324.1	XP_033336610.1	XP_031827083.1	XP_029033420.1, XP_029033421.1, XP_029033422.1	XP_034185646.1
OG0001698	XP_016769141.2	XP_003403222.1	XP_017883372.1	XP_015430544.1	XP_017761662.1	XP_017791241.1	XP_012144745.1	XP_033337444.1, XP_033337446.1	XP_031830307.1	XP_029051518.1, XP_029051519.1, XP_029051520.1	XP_034184744.1, XP_034184745.1, XP_034184746.1
OG0001699	XP_016769587.1	XP_012167336.1	XP_026669830.1	XP_015431050.1	XP_017755026.1, XP_017759176.1	XP_017795030.1, XP_017796136.1	XP_003702572.1, XP_003704719.2	XP_033338981.1	XP_031846210.1	XP_029038525.1, XP_029038526.1	XP_034176695.1, XP_034176697.1
OG0001700	XP_016769797.1	XP_012168087.1, XP_012168088.1	XP_017882242.1, XP_017882243.1, XP_017882244.1, XP_026670249.1	XP_015431299.1	XP_017760525.1	XP_017789989.1	XP_012149135.1	XP_033332582.1	XP_031830785.1	XP_029039865.1, XP_029039866.1	XP_034189422.1
OG0001701	XP_016769925.1	XP_012167925.1	XP_017891905.1, XP_026675189.1	XP_015428958.1	XP_017767328.1	XP_017791955.1	XP_003706987.1, XP_012148952.1	XP_033331469.1	XP_031847854.1, XP_031847855.1	XP_029040426.1, XP_029045702.1	XP_034183561.1, XP_034189940.1
OG0001702	XP_016769932.1, XP_016769933.1	XP_020720563.1	XP_017886612.1	XP_015438447.1, XP_015438448.1, XP_015438449.1	XP_017758541.1			XP_033341057.1	XP_031830580.1, XP_031830581.1, XP_031830583.1, XP_031830587.1, XP_031830596.1	XP_029049024.1	XP_034186298.1
OG0001703	XP_016770011.2	XP_003398458.1, XP_012168191.1	XP_017881290.1	XP_015438608.1	XP_017758322.1, XP_017758483.1	XP_017795451.1, XP_017795452.1, XP_017795453.1	XP_012149143.1	XP_033331749.1	XP_031830479.1	XP_029051453.1	XP_034183423.1, XP_034183424.1
OG0001704	XP_016770407.1	XP_020720914.1	XP_026668815.1	XP_015437290.1	XP_017760924.1	XP_017792955.1	XP_012154460.1	XP_033342352.1, XP_033342353.1, XP_033342355.1	XP_031835373.1	XP_029037579.1	XP_034174955.1, XP_034174956.1, XP_034174957.1, XP_034174958.1
OG0001705	XP_016770549.2, XP_016770554.2, XP_026299860.1	XP_020721072.1	XP_017883950.1	XP_015436546.1	XP_017764459.1	XP_017797539.1	XP_012135309.1	XP_033342889.1, XP_033342895.1	XP_031828845.1	XP_029044903.1, XP_029044906.1	XP_034174871.1, XP_034174877.1
OG0001706	XP_016770706.1	XP_012169802.1, XP_012169803.1, XP_012169804.1, XP_012169807.1	XP_017880362.1	XP_015437021.1	XP_017760732.1	XP_017793374.1	XP_012146446.1	XP_033334641.1	XP_031849767.1, XP_031849768.1, XP_031849769.1	XP_029046509.1	XP_034176109.1
OG0001707	XP_016771061.1, XP_396670.3	XP_012169946.1, XP_012169947.1	XP_017882609.1, XP_017882610.1	XP_015432136.1	XP_017756128.1	XP_017792420.1	XP_003700663.1, XP_012134593.1	XP_033331319.1, XP_033331322.1	XP_031827557.1	XP_029041748.1	XP_034183326.1
OG0001708	XP_016771297.2	XP_012171091.1	XP_017877489.1, XP_026668071.1	XP_015432403.1	XP_017766680.1, XP_017766686.1	XP_017788905.1	XP_012142974.1	XP_033332212.1	XP_031827761.1	XP_029036072.1, XP_029036076.1, XP_029036078.1	XP_034178054.1, XP_034178060.1
OG0001709	XP_016771313.1	XP_003400037.3	XP_017888568.1	XP_015428541.1	XP_017766835.1	XP_017789861.1	XP_003704394.1	XP_033333555.1	XP_031827704.1	XP_029043786.1, XP_029043787.1, XP_029043788.1, XP_029043790.1, XP_029043791.1, XP_029043793.1	XP_034178520.1
OG0001710	XP_016771320.1	XP_012170861.1	XP_026675117.1	XP_015438123.1		XP_017791301.1	XP_012143073.1	XP_033326559.1, XP_033326766.1, XP_033326767.1, XP_033326768.1, XP_033326774.1	XP_031836144.1, XP_031836145.1, XP_031836320.1	XP_029053876.1	XP_034194601.1
OG0001711	XP_016771331.1, XP_016771334.1	XP_012170658.1	XP_017876930.1	XP_015437609.1	XP_017752985.1	XP_017789844.1	XP_012140448.1, XP_012140449.1	XP_033333873.1, XP_033333908.1	XP_031844403.1	XP_029035719.1, XP_029035720.1	XP_034178716.1, XP_034178717.1
OG0001712	XP_016771335.1, XP_016771336.1, XP_026300595.1	XP_003400017.1, XP_003402991.2	XP_017876929.2	XP_015437612.1	XP_017753017.1	XP_017789859.1	XP_003703168.1, XP_012140447.1	XP_033333860.1	XP_031844360.1	XP_029035729.1, XP_029035730.1	XP_034178727.1
OG0001713	XP_016771484.1, XP_026300877.1	XP_003400537.1, XP_012171439.1, XP_012171440.1, XP_012171442.1	XP_026671942.1	XP_015438727.1	XP_017752642.1	XP_017794692.1	XP_012147291.1		XP_031837099.1	XP_029038418.1, XP_029038419.1, XP_029038421.1	XP_034180203.1
OG0001714	XP_016771561.1	XP_003400770.1, XP_012171658.1	XP_017884911.1	XP_015439042.1	XP_017762889.1, XP_017762890.1	XP_017797737.1	XP_012152615.1	XP_033336060.1, XP_033336061.1, XP_033336062.1, XP_033336063.1	XP_031832990.1	XP_029045335.1	XP_034180485.1
OG0001715	XP_016771568.2	XP_012171614.1	XP_017888104.1	XP_015436471.1	XP_017759356.1, XP_017759358.1	XP_017797712.1	XP_012152664.1	XP_033336334.1, XP_033336338.1	XP_031832649.1, XP_031832660.1	XP_029045366.1, XP_029045382.1	XP_034180343.1, XP_034180349.1
OG0001716	XP_016771703.1, XP_396377.3	XP_003400951.1	XP_017885124.1	XP_015435225.1	XP_017757816.1	XP_017794696.1	XP_003701926.1	XP_033323945.1	XP_031837195.1	XP_029038465.1, XP_029038466.1	XP_034180611.1, XP_034180612.1, XP_034180613.1, XP_034180614.1
OG0001717	XP_016771842.1, XP_026300734.1	XP_020722064.1	XP_017884438.1	XP_015439167.1	XP_017759863.1	XP_017798494.1	XP_012139790.1, XP_012139791.1, XP_012139792.1	XP_033336266.1	XP_031832993.1	XP_029045449.1, XP_029045450.1, XP_029045451.1	XP_034180111.1
OG0001718	XP_016771899.1, XP_026300051.1	XP_012168956.1, XP_020721148.1	XP_017882191.1, XP_017882195.1	XP_015430074.1	XP_017764619.1, XP_017764625.1	XP_017787691.1, XP_017787693.1	XP_012153871.1	XP_033332279.1	XP_031828751.1	XP_029050462.1	XP_034187298.1
OG0001719	XP_016772001.1, XP_625215.4	XP_003401098.2	XP_026674203.1	XP_015437972.1	XP_017758096.1	XP_017796629.1, XP_017796630.1	XP_012143894.1, XP_012143896.1, XP_012143897.1		XP_031847414.1	XP_029040918.1, XP_029040919.1	XP_034179198.1, XP_034179199.1
OG0001720	XP_016772335.1	XP_003401325.1	XP_017878155.1, XP_017878156.1, XP_026668423.1	XP_015438377.1	XP_017752821.1	XP_017799439.1, XP_017799445.1	XP_003701439.1	XP_033324957.1, XP_033324958.1, XP_033324959.1	XP_031825735.1	XP_029034698.1	XP_034179451.1
OG0001721	XP_016772413.1, XP_026301646.1	XP_003400015.1, XP_020721719.1	XP_017890662.1	XP_015430391.1	XP_017764436.1, XP_017764439.1	XP_017798441.1	XP_012154144.1	XP_033338863.1, XP_033338864.1	XP_031827109.1, XP_031827112.1	XP_029050954.1	XP_034186751.1
OG0001722	XP_016772817.1	XP_003394115.1	XP_017886149.1	XP_015429325.1	XP_017757302.1	XP_017789433.1	XP_012152259.1	XP_033326368.1, XP_033326377.1, XP_033326387.1	XP_031848422.1	XP_029049893.1	XP_034194379.1, XP_034194380.1, XP_034194382.1, XP_034194383.1
OG0001723	XP_016772926.2, XP_026299027.1	XP_003396337.1	XP_017892532.1, XP_017892536.1	XP_015437160.1	XP_017761056.1	XP_017792305.1	XP_012137924.1, XP_012137925.1, XP_012137926.1	XP_033328496.1	XP_031826003.1	XP_029032284.1, XP_029032285.1	XP_034177425.1
OG0001724	XP_016772983.2	XP_003402561.2, XP_020720457.1, XP_020723443.1, XP_020723444.1, XP_020723445.1	XP_026668378.1		XP_017764869.1	XP_017799175.1	XP_012151822.1	XP_033322936.1, XP_033322938.1	XP_031839144.1, XP_031848828.1	XP_029037997.1	XP_034172532.1
OG0001725	XP_016773117.2, XP_625121.3	XP_020719056.1, XP_020719057.1, XP_020719058.1	XP_017887880.2	XP_015432022.1	XP_017766285.1	XP_017793187.1	XP_003705788.2	XP_033322648.1, XP_033322649.1	XP_031847491.1, XP_031847504.1	XP_029052641.1	XP_034183730.1
OG0001726	XP_016773550.1	XP_012172730.1, XP_012172738.1, XP_012172744.1	XP_017884278.1	XP_015435014.1	XP_017755211.1	XP_017796445.1	XP_003701589.1	XP_033342071.1, XP_033342073.1, XP_033342074.1	XP_031831102.1	XP_029043219.1	XP_034189255.1, XP_034189256.1
OG0001727	XP_016773614.1, XP_394280.3	XP_003393762.1, XP_012171074.1, XP_012171087.1	XP_017884010.1	XP_015435027.1	XP_017758094.1	XP_017796436.1	XP_012136385.1, XP_012136386.1	XP_033342039.1, XP_033342040.1	XP_031839732.1	XP_029034160.1	XP_034189173.1
OG0001728	XP_026294846.1	XP_012172103.2	XP_017892931.1	XP_015433096.1	XP_017760821.1	XP_017792702.1	XP_003701851.1	XP_033330758.1	XP_031847279.1, XP_031847281.1, XP_031847282.1, XP_031847283.1, XP_031847284.1	XP_029034278.1, XP_029034279.1	XP_034188975.1
OG0001729	XP_026294961.1	XP_012172440.2	XP_017879385.1, XP_017879386.1, XP_026668979.1	XP_015434987.1	XP_017758148.1	XP_017796440.1	XP_012136377.1	XP_033342079.1	XP_031839610.1	XP_029034185.1, XP_029034186.1	XP_034189203.1, XP_034189204.1, XP_034189205.1
OG0001730	XP_026294994.1, XP_026294996.1	XP_003393784.1, XP_020721323.1	XP_017876893.1	XP_015431922.1	XP_017766356.1	XP_017797916.1	XP_012136730.1, XP_012136731.1, XP_012136732.1	XP_033334265.1	XP_031839630.1, XP_031839631.1	XP_029036310.1	XP_034171512.1
