Orthogroup	Duplications (all)	Duplications (50% support)
OG0000148	21	21
OG0000149	20	20
OG0000150	21	21
OG0000151	21	21
OG0000152	14	12
OG0000153	14	8
OG0000154	24	23
OG0000155	20	20
OG0000156	20	20
OG0000157	15	13
OG0000158	20	20
OG0000159	20	20
OG0000160	12	11
OG0000161	20	20
OG0000162	20	20
OG0000163	21	21
OG0000164	20	20
OG0000165	20	20
OG0000166	20	20
OG0000167	21	20
OG0000168	8	6
OG0000169	20	20
OG0000170	19	19
OG0000171	21	20
OG0000172	2	2
OG0000173	18	18
OG0000174	20	19
OG0000175	20	20
OG0000176	19	19
OG0000177	12	9
OG0000178	14	12
OG0000179	19	19
OG0000180	19	19
OG0000181	19	19
OG0000182	19	19
OG0000183	19	19
OG0000184	19	19
OG0000185	19	19
OG0000186	15	14
OG0000187	19	19
OG0000188	19	19
OG0000189	19	19
OG0000190	19	19
OG0000191	17	13
OG0000192	19	19
OG0000193	19	19
OG0000194	19	19
OG0000195	19	19
OG0000196	15	9
OG0000197	12	7
OG0000198	19	17
OG0000199	23	23
OG0000200	18	18
OG0000201	16	15
OG0000202	15	15
OG0000203	18	18
OG0000204	17	17
OG0000205	18	18
OG0000206	18	18
OG0000207	18	18
OG0000208	16	16
OG0000209	18	18
OG0000210	11	7
OG0000211	18	18
OG0000212	17	16
OG0000213	18	18
OG0000214	18	18
OG0000215	18	18
OG0000216	18	18
OG0000217	18	17
OG0000218	10	10
OG0000219	18	18
OG0000220	18	17
OG0000221	18	18
OG0000222	8	7
OG0000223	18	18
OG0000224	19	19
OG0000225	21	19
OG0000226	16	16
OG0000227	10	9
OG0000228	17	17
OG0000229	12	11
OG0000230	18	18
OG0000231	17	17
OG0000232	17	17
OG0000233	16	15
OG0000234	17	17
OG0000235	17	17
OG0000236	16	15
OG0000237	17	17
OG0000238	17	17
OG0000239	18	17
OG0000240	17	17
OG0000241	17	17
OG0000242	13	12
OG0000243	18	18
OG0000244	17	17
OG0000245	17	17
OG0000246	8	7
OG0000247	17	17
OG0000248	17	17
OG0000249	17	17
OG0000250	17	17
OG0000251	17	17
OG0000252	17	17
OG0000253	4	3
OG0000254	16	16
OG0000255	16	16
OG0000256	17	17
OG0000257	16	16
OG0000258	15	15
OG0000259	16	16
OG0000260	17	17
OG0000261	16	16
OG0000262	16	16
OG0000263	16	16
OG0000264	16	16
OG0000265	16	16
OG0000266	16	15
OG0000267	16	16
OG0000268	16	16
OG0000269	16	16
OG0000270	17	17
OG0000271	16	16
OG0000272	16	16
OG0000273	16	16
OG0000274	15	14
OG0000275	14	13
OG0000276	13	12
OG0000277	16	16
OG0000278	11	11
OG0000279	16	16
OG0000280	16	16
OG0000281	16	16
OG0000282	15	15
OG0000283	17	17
OG0000284	16	16
OG0000285	16	16
OG0000286	14	14
OG0000287	16	16
OG0000288	15	15
OG0000289	15	15
OG0000290	15	15
OG0000291	15	15
OG0000292	17	17
OG0000293	15	15
OG0000294	15	15
OG0000295	15	15
OG0000296	15	15
OG0000297	14	14
OG0000298	15	15
OG0000299	6	6
OG0000300	8	8
OG0000301	15	15
OG0000302	15	15
OG0000303	14	14
OG0000304	16	16
OG0000305	15	15
OG0000306	15	15
OG0000307	15	15
OG0000308	15	15
OG0000309	15	15
OG0000310	13	13
OG0000311	15	15
OG0000312	8	5
OG0000313	15	15
OG0000314	15	15
OG0000315	17	17
OG0000316	15	15
OG0000317	16	16
OG0000318	16	16
OG0000319	16	16
OG0000320	10	3
OG0000321	16	16
OG0000322	12	6
OG0000323	12	12
OG0000324	14	14
OG0000325	15	15
OG0000326	14	14
OG0000327	14	14
OG0000328	14	14
OG0000329	14	14
OG0000330	4	3
OG0000331	12	9
OG0000332	12	9
OG0000333	15	15
OG0000334	14	14
OG0000335	5	2
OG0000336	14	14
OG0000337	14	14
OG0000338	14	14
OG0000339	14	14
OG0000340	14	14
OG0000341	14	14
OG0000342	14	14
OG0000343	14	14
OG0000344	14	14
OG0000345	14	14
OG0000346	13	12
OG0000347	14	14
OG0000348	6	6
OG0000349	14	14
OG0000350	14	14
OG0000351	13	12
OG0000352	14	14
OG0000353	14	14
OG0000354	8	8
OG0000355	14	14
OG0000356	14	14
OG0000357	14	14
OG0000358	14	14
OG0000359	9	4
OG0000360	14	14
OG0000361	5	3
OG0000362	14	14
OG0000363	13	13
OG0000364	14	14
OG0000365	14	14
OG0000366	11	10
OG0000367	14	14
OG0000368	14	14
OG0000369	14	14
OG0000370	13	13
OG0000371	14	14
OG0000372	14	14
OG0000373	16	14
OG0000374	19	19
OG0000375	13	13
OG0000376	14	14
OG0000377	13	13
OG0000378	13	13
OG0000379	8	8
OG0000380	13	13
OG0000381	13	13
OG0000382	13	13
OG0000383	13	13
OG0000384	13	13
OG0000385	13	13
OG0000386	12	12
OG0000387	13	13
OG0000388	13	13
OG0000389	13	13
OG0000390	12	12
OG0000391	14	13
OG0000392	13	13
OG0000393	13	13
OG0000394	12	12
OG0000395	13	13
OG0000396	13	13
OG0000397	13	13
OG0000398	13	13
OG0000399	13	13
OG0000400	14	14
OG0000401	13	13
OG0000402	13	13
OG0000403	10	7
OG0000404	9	8
OG0000405	15	15
OG0000406	12	12
OG0000407	13	13
OG0000408	14	14
OG0000409	13	13
OG0000410	13	13
OG0000411	14	14
OG0000412	13	13
OG0000413	13	13
OG0000414	10	9
OG0000415	14	14
OG0000416	14	14
OG0000417	13	13
OG0000418	12	12
OG0000419	13	13
OG0000420	14	14
OG0000421	13	13
OG0000422	14	14
OG0000423	11	11
OG0000424	14	14
OG0000425	11	5
OG0000426	8	6
OG0000427	8	6
OG0000428	4	4
OG0000429	12	12
OG0000430	5	5
OG0000431	12	12
OG0000432	12	12
OG0000433	4	3
OG0000434	11	11
OG0000435	12	9
OG0000436	12	12
OG0000437	12	12
OG0000438	12	12
OG0000439	12	12
OG0000440	12	12
OG0000441	12	12
OG0000442	13	13
OG0000443	12	12
OG0000444	12	12
OG0000445	12	12
OG0000446	12	12
OG0000447	13	13
OG0000448	13	13
OG0000449	12	12
OG0000450	11	11
OG0000451	12	12
OG0000452	10	10
OG0000453	11	11
OG0000454	12	12
OG0000455	12	12
OG0000456	12	12
OG0000457	12	12
OG0000458	12	12
OG0000459	12	12
OG0000460	12	11
OG0000461	12	12
OG0000462	12	12
OG0000463	12	12
OG0000464	12	12
OG0000465	10	9
OG0000466	12	12
OG0000467	12	12
OG0000468	13	13
OG0000469	8	7
OG0000470	12	12
OG0000471	13	13
OG0000472	12	12
OG0000473	3	3
OG0000474	12	12
OG0000475	12	12
OG0000476	12	12
OG0000477	10	10
OG0000478	12	12
OG0000479	8	7
OG0000480	11	11
OG0000481	12	12
OG0000482	8	6
OG0000483	12	12
OG0000484	22	22
OG0000485	11	7
OG0000486	19	19
OG0000487	2	2
OG0000488	11	11
OG0000489	5	3
OG0000490	11	11
OG0000491	5	5
OG0000492	1	1
OG0000493	9	6
OG0000494	12	12
OG0000495	11	11
OG0000496	11	11
OG0000497	11	11
OG0000498	11	11
OG0000499	11	11
OG0000500	11	11
OG0000501	11	11
OG0000502	11	11
OG0000503	11	11
OG0000504	13	13
OG0000505	13	12
OG0000506	11	11
OG0000507	12	12
OG0000508	11	11
OG0000509	11	10
OG0000510	11	11
OG0000511	11	11
OG0000512	11	11
OG0000513	11	11
OG0000514	11	11
OG0000515	11	11
OG0000516	11	11
OG0000517	11	11
OG0000518	11	11
OG0000519	11	11
OG0000520	11	11
OG0000521	11	11
OG0000522	11	10
OG0000523	12	12
OG0000524	11	11
OG0000525	11	11
OG0000526	11	11
OG0000527	11	11
OG0000528	11	11
OG0000529	11	11
OG0000530	10	10
OG0000531	1	1
OG0000532	11	11
OG0000533	11	11
OG0000534	11	11
OG0000535	11	11
OG0000536	8	7
OG0000537	11	11
OG0000538	5	2
OG0000539	11	11
OG0000540	11	11
OG0000541	3	3
OG0000542	11	11
OG0000543	11	11
OG0000544	10	9
OG0000545	10	10
OG0000546	11	11
OG0000547	11	11
OG0000548	11	11
OG0000549	10	10
OG0000550	11	11
OG0000551	11	11
OG0000552	10	9
OG0000553	11	11
OG0000554	12	12
OG0000555	11	11
OG0000556	11	11
OG0000557	11	11
OG0000558	11	10
OG0000559	11	11
OG0000560	11	11
OG0000561	11	11
OG0000562	11	11
OG0000563	10	9
OG0000564	11	11
OG0000565	11	11
OG0000566	11	11
OG0000567	12	12
OG0000568	7	7
OG0000569	10	9
OG0000570	11	11
OG0000571	11	11
OG0000572	11	11
OG0000573	11	11
OG0000574	11	11
OG0000575	11	11
OG0000576	11	11
OG0000577	11	11
OG0000578	13	13
OG0000579	12	12
OG0000580	19	19
OG0000581	15	15
OG0000582	15	15
OG0000583	2	2
OG0000584	10	10
OG0000585	11	11
OG0000586	10	10
OG0000587	4	2
OG0000588	5	5
OG0000589	10	10
OG0000590	10	10
OG0000591	10	10
OG0000592	10	10
OG0000593	11	11
OG0000594	10	10
OG0000595	10	10
OG0000596	1	1
OG0000597	10	10
OG0000598	10	8
OG0000599	10	10
OG0000600	10	10
OG0000601	10	10
OG0000602	11	11
OG0000603	10	10
OG0000604	10	10
OG0000605	10	10
OG0000606	10	10
OG0000607	10	10
OG0000608	10	10
OG0000609	5	5
OG0000610	10	10
OG0000611	10	10
OG0000612	6	4
OG0000613	10	10
OG0000614	10	10
OG0000615	10	10
OG0000616	10	10
OG0000617	9	9
OG0000618	10	10
OG0000619	10	9
OG0000620	12	12
OG0000621	11	11
OG0000622	11	11
OG0000623	2	2
OG0000624	12	12
OG0000625	10	10
OG0000626	10	10
OG0000627	10	9
OG0000628	10	10
OG0000629	10	9
OG0000630	8	7
OG0000631	10	10
OG0000632	10	10
OG0000633	10	10
OG0000634	9	9
OG0000635	11	11
OG0000636	3	2
OG0000637	10	10
OG0000638	10	10
OG0000639	11	11
OG0000640	9	8
OG0000641	10	10
OG0000642	11	11
OG0000643	9	6
OG0000644	10	10
OG0000645	10	10
OG0000646	10	10
OG0000647	10	10
OG0000648	10	10
OG0000649	6	6
OG0000650	10	10
OG0000651	10	10
OG0000652	10	10
OG0000653	10	10
OG0000654	10	10
OG0000655	10	10
OG0000656	10	10
OG0000657	10	10
OG0000658	12	12
OG0000659	7	6
OG0000660	9	9
OG0000661	10	10
OG0000662	10	10
OG0000663	10	10
OG0000664	4	4
OG0000665	10	10
OG0000666	10	10
OG0000667	15	15
OG0000668	10	10
OG0000669	4	1
OG0000670	10	10
OG0000671	9	8
OG0000672	10	10
OG0000673	10	10
OG0000674	9	7
OG0000675	11	11
OG0000676	4	4
OG0000677	10	10
OG0000678	10	10
OG0000679	10	10
OG0000680	10	10
OG0000681	10	10
OG0000682	10	10
OG0000683	9	8
OG0000684	10	10
OG0000685	3	2
OG0000686	10	10
OG0000687	10	10
OG0000688	10	10
OG0000689	7	5
OG0000690	11	11
OG0000691	10	10
OG0000692	14	14
OG0000693	14	14
OG0000694	16	16
OG0000695	9	8
OG0000696	9	9
OG0000697	9	9
OG0000698	9	9
OG0000699	9	9
OG0000700	6	3
OG0000701	9	9
OG0000702	9	9
OG0000703	10	10
OG0000704	9	9
OG0000705	8	8
OG0000706	9	9
OG0000707	4	4
OG0000708	9	9
OG0000709	11	10
OG0000710	9	9
OG0000711	9	9
OG0000712	11	9
OG0000713	9	9
OG0000714	9	9
OG0000715	9	9
OG0000716	13	12
OG0000717	9	9
OG0000718	10	10
OG0000719	9	9
OG0000720	7	6
OG0000721	9	9
OG0000722	9	9
OG0000723	10	10
OG0000724	9	9
OG0000725	9	9
OG0000726	9	8
OG0000727	10	10
OG0000728	2	1
OG0000729	9	9
OG0000730	9	8
OG0000731	9	9
OG0000732	9	9
OG0000733	9	9
OG0000734	9	9
OG0000735	9	9
OG0000736	9	9
OG0000737	7	6
OG0000738	9	9
OG0000739	9	9
OG0000740	9	9
OG0000741	9	9
OG0000742	8	8
OG0000743	9	9
OG0000744	9	9
OG0000745	8	8
OG0000746	8	8
OG0000747	4	4
OG0000748	9	9
OG0000749	9	9
OG0000750	9	9
OG0000751	9	9
OG0000752	9	9
OG0000753	7	6
OG0000754	10	10
OG0000755	5	4
OG0000756	9	9
OG0000757	9	9
OG0000758	9	9
OG0000759	9	9
OG0000760	9	9
OG0000761	9	9
OG0000762	8	8
OG0000763	9	9
OG0000764	10	10
OG0000765	6	5
OG0000766	7	6
OG0000767	9	9
OG0000768	8	8
OG0000769	9	9
OG0000770	9	9
OG0000771	9	9
OG0000772	9	9
OG0000773	6	5
OG0000774	9	9
OG0000775	7	6
OG0000776	9	9
OG0000777	5	4
OG0000778	9	9
OG0000779	10	10
OG0000780	9	9
OG0000781	9	9
OG0000782	9	9
OG0000783	9	9
OG0000784	2	2
OG0000785	9	9
OG0000786	9	9
OG0000787	9	9
OG0000788	9	9
OG0000789	9	9
OG0000790	5	5
OG0000791	9	9
OG0000792	9	8
OG0000793	9	9
OG0000794	9	9
OG0000795	11	11
OG0000796	6	5
OG0000797	8	8
OG0000798	9	9
OG0000799	14	14
OG0000800	10	10
OG0000801	9	9
OG0000802	2	2
OG0000803	9	9
OG0000804	9	9
OG0000805	9	9
OG0000806	9	9
OG0000807	9	9
OG0000808	6	5
OG0000809	9	9
OG0000810	5	3
OG0000811	4	2
OG0000812	9	9
OG0000813	10	10
OG0000814	3	3
OG0000815	9	7
OG0000816	3	3
OG0000817	9	9
OG0000818	9	8
OG0000819	9	9
OG0000820	9	9
OG0000821	9	9
OG0000822	9	9
OG0000823	9	9
OG0000824	7	6
OG0000825	9	9
OG0000826	4	4
OG0000827	8	8
OG0000828	9	9
OG0000829	8	8
OG0000830	9	9
OG0000831	9	9
OG0000832	9	9
OG0000833	9	9
OG0000834	9	9
OG0000835	9	9
OG0000836	9	9
OG0000837	9	9
OG0000838	9	9
OG0000839	9	9
OG0000840	10	10
OG0000841	5	3
OG0000842	10	10
OG0000843	10	9
OG0000844	19	19
OG0000845	11	11
OG0000846	14	14
OG0000847	8	8
OG0000848	8	8
OG0000849	2	1
OG0000850	8	8
OG0000851	6	6
OG0000852	9	9
OG0000853	3	3
OG0000854	3	3
OG0000855	8	8
OG0000856	8	8
OG0000857	8	8
OG0000858	8	8
OG0000859	8	8
OG0000860	8	8
OG0000861	2	2
OG0000862	8	8
OG0000863	8	8
OG0000864	8	8
OG0000865	8	8
OG0000866	8	8
OG0000867	8	8
OG0000868	9	9
OG0000869	8	8
OG0000870	8	8
OG0000871	8	8
OG0000872	9	9
OG0000873	8	8
OG0000874	6	6
OG0000875	1	1
OG0000876	9	9
OG0000877	3	1
OG0000878	9	8
OG0000879	9	9
OG0000880	8	8
OG0000881	3	3
OG0000882	8	8
OG0000883	10	10
OG0000884	8	8
OG0000885	8	8
OG0000886	7	7
OG0000887	8	8
OG0000888	7	7
OG0000889	7	7
OG0000890	8	8
OG0000891	8	8
OG0000892	8	8
OG0000893	9	9
OG0000894	8	8
OG0000895	8	8
OG0000896	8	8
OG0000897	8	8
OG0000898	8	8
OG0000899	8	8
OG0000900	9	9
OG0000901	8	8
OG0000902	8	8
OG0000903	8	8
OG0000904	1	1
OG0000905	8	8
OG0000906	6	6
OG0000907	8	8
OG0000908	8	8
OG0000909	8	8
OG0000910	8	8
OG0000911	8	8
OG0000912	8	8
OG0000913	8	8
OG0000914	5	4
OG0000915	8	8
OG0000916	8	8
OG0000917	8	8
OG0000918	2	0
OG0000919	8	8
OG0000920	7	7
OG0000921	7	7
OG0000922	8	8
OG0000923	8	8
OG0000924	8	8
OG0000925	8	7
OG0000926	8	8
OG0000927	8	8
OG0000928	8	8
OG0000929	3	3
OG0000930	8	8
OG0000931	8	8
OG0000932	3	1
OG0000933	8	8
OG0000934	8	8
OG0000935	8	8
OG0000936	8	8
OG0000937	8	8
OG0000938	3	1
OG0000939	8	8
OG0000940	8	8
OG0000941	8	8
OG0000942	8	8
OG0000943	8	8
OG0000944	9	9
OG0000945	8	8
OG0000946	8	8
OG0000947	7	5
OG0000948	8	8
OG0000949	7	6
OG0000950	8	8
OG0000951	8	8
OG0000952	8	8
OG0000953	8	8
OG0000954	8	8
OG0000955	6	5
OG0000956	4	3
OG0000957	8	8
OG0000958	1	1
OG0000959	8	8
OG0000960	4	3
OG0000961	1	1
OG0000962	8	8
OG0000963	9	9
OG0000964	8	8
OG0000965	4	3
OG0000966	8	8
OG0000967	8	8
OG0000968	3	0
OG0000969	9	9
OG0000970	8	8
OG0000971	4	3
OG0000972	9	9
OG0000973	8	8
OG0000974	6	5
OG0000975	9	9
OG0000976	10	10
OG0000977	8	8
OG0000978	9	9
OG0000979	9	9
OG0000980	8	7
OG0000981	8	8
OG0000982	8	7
OG0000983	6	5
OG0000984	8	8
OG0000985	8	8
OG0000986	7	6
OG0000987	8	8
OG0000988	9	9
OG0000989	8	8
OG0000990	6	5
OG0000991	8	8
OG0000992	8	8
OG0000993	6	6
OG0000994	7	3
OG0000995	4	3
OG0000996	8	8
OG0000997	8	8
OG0000998	8	8
OG0000999	8	7
OG0001000	8	8
OG0001001	8	8
OG0001002	8	8
OG0001003	8	8
OG0001004	8	8
OG0001005	8	8
OG0001006	8	8
OG0001007	8	8
OG0001008	8	8
OG0001009	8	8
OG0001010	8	8
OG0001011	8	8
OG0001012	8	8
OG0001013	8	8
OG0001014	9	9
OG0001015	8	8
OG0001016	9	9
OG0001017	8	8
OG0001018	8	8
OG0001019	8	8
OG0001020	8	8
OG0001021	10	10
OG0001022	12	11
OG0001023	7	5
OG0001024	11	9
OG0001025	11	11
OG0001026	11	11
OG0001027	10	7
OG0001028	13	13
OG0001029	4	3
OG0001030	7	7
OG0001031	7	6
OG0001032	7	7
OG0001033	7	7
OG0001034	7	7
OG0001035	6	5
OG0001036	7	7
OG0001037	7	7
OG0001038	4	2
OG0001039	7	7
OG0001040	5	5
OG0001041	7	7
OG0001042	7	7
OG0001043	7	7
OG0001044	7	7
OG0001045	7	7
OG0001046	7	7
OG0001047	7	7
OG0001048	3	1
OG0001049	7	7
OG0001050	7	7
OG0001051	7	7
OG0001052	7	7
OG0001053	7	7
OG0001054	7	7
OG0001055	8	8
OG0001056	7	7
OG0001057	7	7
OG0001058	7	7
OG0001059	7	7
OG0001060	4	3
OG0001061	7	7
OG0001062	7	7
OG0001063	7	7
OG0001064	7	7
OG0001065	7	7
OG0001066	8	8
OG0001067	7	7
OG0001068	7	7
OG0001069	7	7
OG0001070	7	7
OG0001071	8	8
OG0001072	2	0
OG0001073	7	7
OG0001074	7	7
OG0001075	7	7
OG0001076	4	3
OG0001077	7	7
OG0001078	4	3
OG0001079	1	1
OG0001080	3	2
OG0001081	7	7
OG0001082	2	2
OG0001083	1	1
OG0001084	3	2
OG0001085	3	0
OG0001086	7	7
OG0001087	6	6
OG0001088	7	7
OG0001089	5	4
OG0001090	7	7
OG0001091	7	7
OG0001092	3	1
OG0001093	6	5
OG0001094	7	7
OG0001095	7	7
OG0001096	7	7
OG0001097	7	7
OG0001098	8	8
OG0001099	7	7
OG0001100	7	7
OG0001101	7	7
OG0001102	7	7
OG0001103	6	6
OG0001104	8	8
OG0001105	7	7
OG0001106	7	7
OG0001107	7	7
OG0001108	7	7
OG0001109	7	7
OG0001110	7	7
OG0001111	3	2
OG0001112	7	7
OG0001113	7	7
OG0001114	8	8
OG0001115	7	7
OG0001116	7	7
OG0001117	7	7
OG0001118	7	7
OG0001119	7	7
OG0001120	7	7
OG0001121	7	7
OG0001122	7	7
OG0001123	4	3
OG0001124	7	7
OG0001125	8	8
OG0001126	6	6
OG0001127	8	8
OG0001128	7	7
OG0001129	7	7
OG0001130	7	7
OG0001131	7	7
OG0001132	7	7
OG0001133	8	8
OG0001134	7	7
OG0001135	4	3
OG0001136	6	6
OG0001137	7	6
OG0001138	7	7
OG0001139	3	0
OG0001140	6	5
OG0001141	7	7
OG0001142	2	2
OG0001143	7	7
OG0001144	1	1
OG0001145	7	7
OG0001146	7	7
OG0001147	7	7
OG0001148	7	7
OG0001149	7	7
OG0001150	7	7
OG0001151	7	7
OG0001152	7	7
OG0001153	7	7
OG0001154	7	7
OG0001155	5	5
OG0001156	7	7
OG0001157	8	8
OG0001158	6	6
OG0001159	6	6
OG0001160	6	6
OG0001161	7	7
OG0001162	8	8
OG0001163	7	7
OG0001164	8	8
OG0001165	7	7
OG0001166	7	7
OG0001167	7	7
OG0001168	8	8
OG0001169	2	2
OG0001170	7	7
OG0001171	7	7
OG0001172	8	8
OG0001173	8	8
OG0001174	2	2
OG0001175	7	7
OG0001176	2	2
OG0001177	11	11
OG0001178	7	7
OG0001179	7	7
OG0001180	7	7
OG0001181	7	7
OG0001182	7	7
OG0001183	5	2
OG0001184	7	7
OG0001185	6	6
OG0001186	6	6
OG0001187	7	7
OG0001188	7	7
OG0001189	7	7
OG0001190	7	7
OG0001191	3	3
OG0001192	6	5
OG0001193	7	7
OG0001194	7	7
OG0001195	7	7
OG0001196	7	7
OG0001197	7	6
OG0001198	9	9
OG0001199	8	8
OG0001200	8	8
OG0001201	4	3
OG0001202	7	7
OG0001203	5	5
OG0001204	7	7
OG0001205	7	7
OG0001206	3	2
OG0001207	8	8
OG0001208	7	7
OG0001209	7	7
OG0001210	7	7
OG0001211	7	7
OG0001212	7	7
OG0001213	7	7
OG0001214	7	7
OG0001215	7	7
OG0001216	7	7
OG0001217	7	7
OG0001218	7	7
OG0001219	4	3
OG0001220	7	7
OG0001221	7	7
OG0001222	7	7
OG0001223	1	1
OG0001224	7	7
OG0001225	7	7
OG0001226	7	7
OG0001227	6	4
OG0001228	6	6
OG0001229	6	6
OG0001230	3	1
OG0001231	8	7
OG0001232	7	6
OG0001233	9	9
OG0001234	12	12
OG0001235	8	8
OG0001236	8	7
OG0001237	16	16
OG0001238	7	3
OG0001239	9	8
OG0001240	6	6
OG0001241	6	6
OG0001242	6	6
OG0001243	5	3
OG0001244	6	6
OG0001245	6	6
OG0001246	4	1
OG0001247	6	6
OG0001248	3	1
OG0001249	5	5
OG0001250	6	6
OG0001251	3	1
OG0001252	2	1
OG0001253	6	6
OG0001254	1	1
OG0001255	7	7
OG0001256	2	1
OG0001257	6	6
OG0001258	6	6
OG0001259	3	2
OG0001260	6	6
OG0001261	6	6
OG0001262	6	6
OG0001263	5	4
OG0001264	6	6
OG0001265	7	7
OG0001266	6	6
OG0001267	7	7
OG0001268	6	6
OG0001269	6	6
OG0001270	5	5
OG0001271	6	6
OG0001272	6	6
OG0001273	6	6
OG0001274	7	7
OG0001275	6	6
OG0001276	6	6
OG0001277	6	6
OG0001278	6	6
OG0001279	6	6
OG0001280	6	6
OG0001281	3	0
OG0001282	6	6
OG0001283	6	6
OG0001284	6	6
OG0001285	6	6
OG0001286	6	6
OG0001287	1	1
OG0001288	6	6
OG0001289	5	5
OG0001290	7	7
OG0001291	6	6
OG0001292	2	1
OG0001293	6	6
OG0001294	6	5
OG0001295	6	6
OG0001296	6	6
OG0001297	5	3
OG0001298	6	6
OG0001299	7	7
OG0001300	5	4
OG0001301	6	6
OG0001302	7	7
OG0001303	6	6
OG0001304	4	4
OG0001305	6	6
OG0001306	6	6
OG0001307	4	1
OG0001308	5	5
OG0001309	6	6
OG0001310	6	6
OG0001311	6	6
OG0001312	6	6
OG0001313	6	6
OG0001314	5	4
OG0001315	6	6
OG0001316	6	6
OG0001317	6	6
OG0001318	6	6
OG0001319	5	1
OG0001320	6	6
OG0001321	6	6
OG0001322	6	6
OG0001323	4	4
OG0001324	6	6
OG0001325	5	5
OG0001326	5	4
OG0001327	2	1
OG0001328	6	6
OG0001329	5	4
OG0001330	5	4
OG0001331	6	6
OG0001332	6	6
OG0001333	6	6
OG0001334	7	7
OG0001335	6	6
OG0001336	7	7
OG0001337	6	6
OG0001338	6	6
OG0001339	6	6
OG0001340	6	6
OG0001341	4	3
OG0001342	6	6
OG0001343	6	6
OG0001344	6	6
OG0001345	6	6
OG0001346	6	6
OG0001347	6	6
OG0001348	6	6
OG0001349	6	5
OG0001350	5	5
OG0001351	6	6
OG0001352	6	6
OG0001353	2	0
OG0001354	7	7
OG0001355	6	6
OG0001356	6	6
OG0001357	6	6
OG0001358	6	6
OG0001359	6	6
OG0001360	6	6
OG0001361	6	6
OG0001362	6	6
OG0001363	6	6
OG0001364	6	6
OG0001365	5	4
OG0001366	6	6
OG0001367	6	6
OG0001368	6	6
OG0001369	10	10
OG0001370	6	6
OG0001371	6	6
OG0001372	6	6
OG0001373	7	7
OG0001374	6	6
OG0001375	5	5
OG0001376	6	5
OG0001377	5	5
OG0001378	8	8
OG0001379	6	6
OG0001380	6	6
OG0001381	7	7
OG0001382	7	7
OG0001383	6	6
OG0001384	6	6
OG0001385	6	6
OG0001386	6	6
OG0001387	6	6
OG0001388	7	7
OG0001389	8	8
OG0001390	6	6
OG0001391	6	6
OG0001392	5	4
OG0001393	6	6
OG0001394	6	6
