GO.ID,Term,Annotated,Significant,Expected,classicFisher,classicFisherPadj
GO:0004842,ubiquitin-protein transferase activity,159,1,1.74,0.82903,1
GO:0017016,Ras GTPase binding,162,1,1.77,0.8347,1
GO:0001883,purine nucleoside binding,163,1,1.78,0.83655,1
GO:0005525,GTP binding,163,1,1.78,0.83655,1
GO:0032550,purine ribonucleoside binding,163,1,1.78,0.83655,1
GO:0031267,small GTPase binding,165,1,1.8,0.84018,1
GO:0019001,guanyl nucleotide binding,166,1,1.81,0.84197,1
GO:0032549,ribonucleoside binding,166,1,1.81,0.84197,1
GO:0032561,guanyl ribonucleotide binding,166,1,1.81,0.84197,1
GO:0001882,nucleoside binding,167,1,1.82,0.84374,1
GO:0016740,transferase activity,1084,9,11.83,0.85784,1
GO:0051020,GTPase binding,189,1,2.06,0.87807,1
GO:0004672,protein kinase activity,198,1,2.16,0.88986,1
GO:0005515,protein binding,2746,25,29.98,0.90511,1
GO:0038023,signaling receptor activity,224,1,2.45,0.91796,1
GO:0060089,molecular transducer activity,224,1,2.45,0.91796,1
GO:0016773,"phosphotransferase activity, alcohol gro...",253,1,2.76,0.94102,1
GO:0046914,transition metal ion binding,417,2,4.55,0.9476,1
GO:0016301,kinase activity,305,1,3.33,0.96749,1
GO:0098772,molecular function regulator,902,4,9.85,0.99225,1
GO:0005215,transporter activity,480,1,5.24,0.99577,1
GO:0046872,metal ion binding,1216,5,13.28,0.99854,1
GO:0043169,cation binding,1229,5,13.42,0.99871,1
GO:0003674,molecular_function,6778,74,74,1,1
GO:0000030,mannosyltransferase activity,20,0,0.22,1,1
GO:0000049,tRNA binding,36,0,0.39,1,1
GO:0000149,SNARE binding,45,0,0.49,1,1
GO:0000175,3'-5'-exoribonuclease activity,20,0,0.22,1,1
GO:0000287,magnesium ion binding,45,0,0.49,1,1
GO:0000976,transcription regulatory region sequence...,312,0,3.41,1,1
GO:0000977,RNA polymerase II transcription regulato...,268,0,2.93,1,1
GO:0000978,RNA polymerase II cis-regulatory region ...,174,0,1.9,1,1
GO:0000981,DNA-binding transcription factor activit...,284,0,3.1,1,1
GO:0000987,cis-regulatory region sequence-specific ...,182,0,1.99,1,1
GO:0001046,core promoter sequence-specific DNA bind...,23,0,0.25,1,1
GO:0001067,regulatory region nucleic acid binding,313,0,3.42,1,1
GO:0001098,basal transcription machinery binding,31,0,0.34,1,1
GO:0001099,basal RNA polymerase II transcription ma...,31,0,0.34,1,1
GO:0001216,DNA-binding transcription activator acti...,83,0,0.91,1,1
GO:0001217,DNA-binding transcription repressor acti...,50,0,0.55,1,1
GO:0001227,DNA-binding transcription repressor acti...,50,0,0.55,1,1
GO:0001228,DNA-binding transcription activator acti...,81,0,0.88,1,1
GO:0001653,peptide receptor activity,35,0,0.38,1,1
GO:0001664,G protein-coupled receptor binding,37,0,0.4,1,1
GO:0003677,DNA binding,706,0,7.71,1,1
GO:0003682,chromatin binding,176,0,1.92,1,1
GO:0003684,damaged DNA binding,25,0,0.27,1,1
GO:0003690,double-stranded DNA binding,357,0,3.9,1,1
GO:0003697,single-stranded DNA binding,47,0,0.51,1,1
GO:0003700,DNA-binding transcription factor activit...,362,0,3.95,1,1
GO:0003712,transcription coregulator activity,153,0,1.67,1,1
GO:0003713,transcription coactivator activity,67,0,0.73,1,1
GO:0003714,transcription corepressor activity,44,0,0.48,1,1
GO:0003735,structural constituent of ribosome,168,0,1.83,1,1
GO:0003743,translation initiation factor activity,41,0,0.45,1,1
GO:0003755,peptidyl-prolyl cis-trans isomerase acti...,24,0,0.26,1,1
GO:0003774,motor activity,71,0,0.78,1,1
GO:0003777,microtubule motor activity,48,0,0.52,1,1
GO:0003779,actin binding,143,0,1.56,1,1
GO:0003899,DNA-directed 5'-3' RNA polymerase activi...,32,0,0.35,1,1
GO:0003954,NADH dehydrogenase activity,29,0,0.32,1,1
GO:0004177,aminopeptidase activity,27,0,0.29,1,1
GO:0004222,metalloendopeptidase activity,44,0,0.48,1,1
GO:0004402,histone acetyltransferase activity,43,0,0.47,1,1
GO:0004497,monooxygenase activity,67,0,0.73,1,1
GO:0004527,exonuclease activity,52,0,0.57,1,1
GO:0004532,exoribonuclease activity,22,0,0.24,1,1
GO:0004553,"hydrolase activity, hydrolyzing O-glycos...",54,0,0.59,1,1
GO:0004620,phospholipase activity,27,0,0.29,1,1
GO:0004713,protein tyrosine kinase activity,37,0,0.4,1,1
GO:0004721,phosphoprotein phosphatase activity,73,0,0.8,1,1
GO:0004722,protein serine/threonine phosphatase act...,36,0,0.39,1,1
GO:0004725,protein tyrosine phosphatase activity,35,0,0.38,1,1
GO:0004812,aminoacyl-tRNA ligase activity,39,0,0.43,1,1
GO:0004843,thiol-dependent ubiquitin-specific prote...,36,0,0.39,1,1
GO:0004888,transmembrane signaling receptor activit...,181,0,1.98,1,1
GO:0004930,G protein-coupled receptor activity,74,0,0.81,1,1
GO:0004984,olfactory receptor activity,38,0,0.41,1,1
GO:0005048,signal sequence binding,26,0,0.28,1,1
GO:0005085,guanyl-nucleotide exchange factor activi...,83,0,0.91,1,1
GO:0005088,Ras guanyl-nucleotide exchange factor ac...,57,0,0.62,1,1
GO:0005089,Rho guanyl-nucleotide exchange factor ac...,25,0,0.27,1,1
GO:0005096,GTPase activator activity,84,0,0.92,1,1
GO:0005179,hormone activity,22,0,0.24,1,1
GO:0005198,structural molecule activity,308,0,3.36,1,1
GO:0005200,structural constituent of cytoskeleton,30,0,0.33,1,1
GO:0005214,structural constituent of chitin-based c...,30,0,0.33,1,1
GO:0005216,ion channel activity,125,0,1.36,1,1
GO:0005230,extracellular ligand-gated ion channel a...,28,0,0.31,1,1
GO:0005244,voltage-gated ion channel activity,33,0,0.36,1,1
GO:0005261,cation channel activity,104,0,1.14,1,1
GO:0005262,calcium channel activity,27,0,0.29,1,1
GO:0005267,potassium channel activity,27,0,0.29,1,1
GO:0005319,lipid transporter activity,35,0,0.38,1,1
GO:0005342,organic acid transmembrane transporter a...,62,0,0.68,1,1
GO:0005484,SNAP receptor activity,23,0,0.25,1,1
GO:0005506,iron ion binding,76,0,0.83,1,1
GO:0005509,calcium ion binding,156,0,1.7,1,1
GO:0005516,calmodulin binding,37,0,0.4,1,1
GO:0005549,odorant binding,35,0,0.38,1,1
GO:0008017,microtubule binding,111,0,1.21,1,1
GO:0008028,monocarboxylic acid transmembrane transp...,22,0,0.24,1,1
GO:0008080,N-acetyltransferase activity,62,0,0.68,1,1
GO:0008081,phosphoric diester hydrolase activity,28,0,0.31,1,1
GO:0008083,growth factor activity,21,0,0.23,1,1
GO:0008092,cytoskeletal protein binding,318,0,3.47,1,1
GO:0008134,transcription factor binding,154,0,1.68,1,1
GO:0008135,"translation factor activity, RNA binding",65,0,0.71,1,1
GO:0008137,NADH dehydrogenase (ubiquinone) activity,21,0,0.23,1,1
GO:0008157,protein phosphatase 1 binding,23,0,0.25,1,1
GO:0008168,methyltransferase activity,121,0,1.32,1,1
GO:0008170,N-methyltransferase activity,54,0,0.59,1,1
GO:0008173,RNA methyltransferase activity,51,0,0.56,1,1
GO:0008175,tRNA methyltransferase activity,23,0,0.25,1,1
GO:0008188,neuropeptide receptor activity,29,0,0.32,1,1
GO:0008194,UDP-glycosyltransferase activity,59,0,0.64,1,1
GO:0008227,G protein-coupled amine receptor activit...,20,0,0.22,1,1
GO:0008235,metalloexopeptidase activity,30,0,0.33,1,1
GO:0008237,metallopeptidase activity,85,0,0.93,1,1
GO:0008238,exopeptidase activity,44,0,0.48,1,1
GO:0008242,omega peptidase activity,41,0,0.45,1,1
GO:0008270,zinc ion binding,306,0,3.34,1,1
GO:0008276,protein methyltransferase activity,47,0,0.51,1,1
GO:0008324,cation transmembrane transporter activit...,231,0,2.52,1,1
GO:0008375,acetylglucosaminyltransferase activity,27,0,0.29,1,1
GO:0008408,3'-5' exonuclease activity,38,0,0.41,1,1
GO:0008509,anion transmembrane transporter activity,130,0,1.42,1,1
GO:0008514,organic anion transmembrane transporter ...,88,0,0.96,1,1
GO:0008528,G protein-coupled peptide receptor activ...,30,0,0.33,1,1
GO:0008574,ATP-dependent microtubule motor activity...,24,0,0.26,1,1
GO:0008757,S-adenosylmethionine-dependent methyltra...,95,0,1.04,1,1
GO:0009055,electron transfer activity,55,0,0.6,1,1
GO:0009678,pyrophosphate hydrolysis-driven proton t...,20,0,0.22,1,1
GO:0015036,disulfide oxidoreductase activity,26,0,0.28,1,1
GO:0015075,ion transmembrane transporter activity,324,0,3.54,1,1
GO:0015077,monovalent inorganic cation transmembran...,143,0,1.56,1,1
GO:0015078,proton transmembrane transporter activit...,67,0,0.73,1,1
GO:0015079,potassium ion transmembrane transporter ...,43,0,0.47,1,1
GO:0015081,sodium ion transmembrane transporter act...,55,0,0.6,1,1
GO:0015085,calcium ion transmembrane transporter ac...,43,0,0.47,1,1
GO:0015103,inorganic anion transmembrane transporte...,45,0,0.49,1,1
GO:0015108,chloride transmembrane transporter activ...,27,0,0.29,1,1
GO:0015171,amino acid transmembrane transporter act...,40,0,0.44,1,1
GO:0015215,nucleotide transmembrane transporter act...,20,0,0.22,1,1
GO:0015267,channel activity,138,0,1.51,1,1
GO:0015276,ligand-gated ion channel activity,48,0,0.52,1,1
GO:0015291,secondary active transmembrane transport...,85,0,0.93,1,1
GO:0015293,symporter activity,48,0,0.52,1,1
GO:0015294,solute:cation symporter activity,35,0,0.38,1,1
GO:0015297,antiporter activity,33,0,0.36,1,1
GO:0015318,inorganic molecular entity transmembrane...,300,0,3.28,1,1
GO:0015370,solute:sodium symporter activity,23,0,0.25,1,1
GO:0015399,primary active transmembrane transporter...,74,0,0.81,1,1
GO:0015605,organophosphate ester transmembrane tran...,20,0,0.22,1,1
GO:0015631,tubulin binding,136,0,1.48,1,1
GO:0015932,nucleobase-containing compound transmemb...,30,0,0.33,1,1
GO:0016278,lysine N-methyltransferase activity,33,0,0.36,1,1
GO:0016279,protein-lysine N-methyltransferase activ...,33,0,0.36,1,1
GO:0016298,lipase activity,46,0,0.5,1,1
GO:0016407,acetyltransferase activity,73,0,0.8,1,1
GO:0016410,N-acyltransferase activity,65,0,0.71,1,1
GO:0016614,"oxidoreductase activity, acting on CH-OH...",73,0,0.8,1,1
GO:0016616,"oxidoreductase activity, acting on the C...",58,0,0.63,1,1
GO:0016627,"oxidoreductase activity, acting on the C...",29,0,0.32,1,1
GO:0016651,"oxidoreductase activity, acting on NAD(P...",51,0,0.56,1,1
GO:0016655,"oxidoreductase activity, acting on NAD(P...",23,0,0.25,1,1
GO:0016667,"oxidoreductase activity, acting on a sul...",34,0,0.37,1,1
GO:0016705,"oxidoreductase activity, acting on paire...",89,0,0.97,1,1
GO:0016741,"transferase activity, transferring one-c...",127,0,1.39,1,1
GO:0016746,"transferase activity, transferring acyl ...",157,0,1.71,1,1
GO:0016747,"transferase activity, transferring acyl ...",141,0,1.54,1,1
GO:0016757,"transferase activity, transferring glyco...",122,0,1.33,1,1
GO:0016758,"transferase activity, transferring hexos...",99,0,1.08,1,1
GO:0016763,"transferase activity, transferring pento...",20,0,0.22,1,1
GO:0016765,"transferase activity, transferring alkyl...",37,0,0.4,1,1
GO:0016769,"transferase activity, transferring nitro...",20,0,0.22,1,1
GO:0016776,"phosphotransferase activity, phosphate g...",26,0,0.28,1,1
GO:0016782,"transferase activity, transferring sulfu...",29,0,0.32,1,1
GO:0016790,thiolester hydrolase activity,22,0,0.24,1,1
GO:0016791,phosphatase activity,128,0,1.4,1,1
GO:0016796,"exonuclease activity, active with either...",38,0,0.41,1,1
GO:0016810,"hydrolase activity, acting on carbon-nit...",66,0,0.72,1,1
GO:0016811,"hydrolase activity, acting on carbon-nit...",45,0,0.49,1,1
GO:0016829,lyase activity,117,0,1.28,1,1
GO:0016830,carbon-carbon lyase activity,33,0,0.36,1,1
GO:0016831,carboxy-lyase activity,20,0,0.22,1,1
GO:0016835,carbon-oxygen lyase activity,45,0,0.49,1,1
GO:0016836,hydro-lyase activity,34,0,0.37,1,1
GO:0016853,isomerase activity,121,0,1.32,1,1
GO:0016859,cis-trans isomerase activity,26,0,0.28,1,1
GO:0016860,intramolecular oxidoreductase activity,27,0,0.29,1,1
GO:0016874,ligase activity,130,0,1.42,1,1
GO:0016875,"ligase activity, forming carbon-oxygen b...",39,0,0.43,1,1
GO:0016877,"ligase activity, forming carbon-sulfur b...",24,0,0.26,1,1
GO:0016879,"ligase activity, forming carbon-nitrogen...",35,0,0.38,1,1
GO:0016896,"exoribonuclease activity, producing 5'-p...",22,0,0.24,1,1
GO:0016903,"oxidoreductase activity, acting on the a...",27,0,0.29,1,1
GO:0017022,myosin binding,36,0,0.39,1,1
GO:0017048,Rho GTPase binding,46,0,0.5,1,1
GO:0017112,Rab guanyl-nucleotide exchange factor ac...,25,0,0.27,1,1
GO:0017137,Rab GTPase binding,89,0,0.97,1,1
GO:0018024,histone-lysine N-methyltransferase activ...,27,0,0.29,1,1
GO:0019199,transmembrane receptor protein kinase ac...,23,0,0.25,1,1
GO:0019205,nucleobase-containing compound kinase ac...,29,0,0.32,1,1
GO:0019208,phosphatase regulator activity,22,0,0.24,1,1
GO:0019829,ATPase-coupled cation transmembrane tran...,29,0,0.32,1,1
GO:0019842,vitamin binding,50,0,0.55,1,1
GO:0019843,rRNA binding,38,0,0.41,1,1
GO:0019888,protein phosphatase regulator activity,20,0,0.22,1,1
GO:0019902,phosphatase binding,32,0,0.35,1,1
GO:0019903,protein phosphatase binding,31,0,0.34,1,1
GO:0019904,protein domain specific binding,79,0,0.86,1,1
GO:0019905,syntaxin binding,22,0,0.24,1,1
GO:0022803,passive transmembrane transporter activi...,138,0,1.51,1,1
GO:0022804,active transmembrane transporter activit...,160,0,1.75,1,1
GO:0022824,transmitter-gated ion channel activity,26,0,0.28,1,1
GO:0022832,voltage-gated channel activity,33,0,0.36,1,1
GO:0022834,ligand-gated channel activity,48,0,0.52,1,1
GO:0022835,transmitter-gated channel activity,26,0,0.28,1,1
GO:0022836,gated channel activity,85,0,0.93,1,1
GO:0022843,voltage-gated cation channel activity,26,0,0.28,1,1
GO:0022853,active ion transmembrane transporter act...,96,0,1.05,1,1
GO:0022857,transmembrane transporter activity,436,0,4.76,1,1
GO:0022884,macromolecule transmembrane transporter ...,20,0,0.22,1,1
GO:0022890,inorganic cation transmembrane transport...,219,0,2.39,1,1
GO:0030170,pyridoxal phosphate binding,34,0,0.37,1,1
GO:0030276,clathrin binding,24,0,0.26,1,1
GO:0030515,snoRNA binding,21,0,0.23,1,1
GO:0030594,neurotransmitter receptor activity,41,0,0.45,1,1
GO:0030674,protein-macromolecule adaptor activity,82,0,0.9,1,1
GO:0030695,GTPase regulator activity,87,0,0.95,1,1
GO:0031072,heat shock protein binding,27,0,0.29,1,1
GO:0031490,chromatin DNA binding,38,0,0.41,1,1
GO:0031491,nucleosome binding,20,0,0.22,1,1
GO:0032182,ubiquitin-like protein binding,28,0,0.31,1,1
GO:0033218,amide binding,75,0,0.82,1,1
GO:0034062,5'-3' RNA polymerase activity,32,0,0.35,1,1
GO:0034212,peptide N-acetyltransferase activity,52,0,0.57,1,1
GO:0042054,histone methyltransferase activity,32,0,0.35,1,1
GO:0042277,peptide binding,58,0,0.63,1,1
GO:0042302,structural constituent of cuticle,38,0,0.41,1,1
GO:0042393,histone binding,69,0,0.75,1,1
GO:0042578,phosphoric ester hydrolase activity,158,0,1.72,1,1
GO:0042625,ATPase-coupled ion transmembrane transpo...,31,0,0.34,1,1
GO:0042626,ATPase-coupled transmembrane transporter...,64,0,0.7,1,1
GO:0042826,histone deacetylase binding,20,0,0.22,1,1
GO:0042887,amide transmembrane transporter activity,22,0,0.24,1,1
GO:0043021,ribonucleoprotein complex binding,56,0,0.61,1,1
GO:0043022,ribosome binding,25,0,0.27,1,1
GO:0043130,ubiquitin binding,23,0,0.25,1,1
GO:0043138,3'-5' DNA helicase activity,22,0,0.24,1,1
GO:0043175,RNA polymerase core enzyme binding,21,0,0.23,1,1
GO:0043565,sequence-specific DNA binding,404,0,4.41,1,1
GO:0044877,protein-containing complex binding,240,0,2.62,1,1
GO:0045503,dynein light chain binding,20,0,0.22,1,1
GO:0046873,metal ion transmembrane transporter acti...,134,0,1.46,1,1
GO:0046915,transition metal ion transmembrane trans...,20,0,0.22,1,1
GO:0046943,carboxylic acid transmembrane transporte...,62,0,0.68,1,1
GO:0048018,receptor ligand activity,61,0,0.67,1,1
GO:0050136,NADH dehydrogenase (quinone) activity,21,0,0.23,1,1
GO:0050660,flavin adenine dinucleotide binding,48,0,0.52,1,1
GO:0050839,cell adhesion molecule binding,55,0,0.6,1,1
GO:0051015,actin filament binding,71,0,0.78,1,1
GO:0051082,unfolded protein binding,67,0,0.73,1,1
GO:0051087,chaperone binding,30,0,0.33,1,1
GO:0051213,dioxygenase activity,31,0,0.34,1,1
GO:0051287,NAD binding,27,0,0.29,1,1
GO:0051536,iron-sulfur cluster binding,49,0,0.53,1,1
GO:0051539,"4 iron, 4 sulfur cluster binding",32,0,0.35,1,1
GO:0051540,metal cluster binding,49,0,0.53,1,1
GO:0052689,carboxylic ester hydrolase activity,80,0,0.87,1,1
GO:0060090,molecular adaptor activity,111,0,1.21,1,1
GO:0060589,nucleoside-triphosphatase regulator acti...,108,0,1.18,1,1
GO:0060590,ATPase regulator activity,21,0,0.23,1,1
GO:0061629,RNA polymerase II-specific DNA-binding t...,24,0,0.26,1,1
GO:0061630,ubiquitin protein ligase activity,118,0,1.29,1,1
GO:0061659,ubiquitin-like protein ligase activity,122,0,1.33,1,1
GO:0061733,peptide-lysine-N-acetyltransferase activ...,44,0,0.48,1,1
GO:0070063,RNA polymerase binding,24,0,0.26,1,1
GO:0070279,vitamin B6 binding,34,0,0.37,1,1
GO:0072509,divalent inorganic cation transmembrane ...,55,0,0.6,1,1
GO:0080030,methyl indole-3-acetate esterase activit...,27,0,0.29,1,1
GO:0090079,"translation regulator activity, nucleic ...",77,0,0.84,1,1
GO:0097747,RNA polymerase activity,32,0,0.35,1,1
GO:0099094,ligand-gated cation channel activity,37,0,0.4,1,1
GO:0101005,ubiquitinyl hydrolase activity,37,0,0.4,1,1
GO:0140030,modification-dependent protein binding,34,0,0.37,1,1
GO:0140101,"catalytic activity, acting on a tRNA",98,0,1.07,1,1
GO:0140110,transcription regulator activity,496,0,5.42,1,1
GO:0140296,general transcription initiation factor ...,23,0,0.25,1,1
GO:0140297,DNA-binding transcription factor binding,48,0,0.52,1,1
GO:1901505,carbohydrate derivative transmembrane tr...,30,0,0.33,1,1
GO:1902936,phosphatidylinositol bisphosphate bindin...,29,0,0.32,1,1
GO:1904680,peptide transmembrane transporter activi...,20,0,0.22,1,1
GO:1990837,sequence-specific double-stranded DNA bi...,332,0,3.62,1,1
GO:1990939,ATP-dependent microtubule motor activity,37,0,0.4,1,1
