GO.ID,Term,Annotated,Significant,Expected,classicFisher,classicFisherPadj
GO:0032549,ribonucleoside binding,166,16,8.57,0.01151,0.056830624999999996
GO:0001882,nucleoside binding,167,16,8.62,0.01215,0.059250000000000004
GO:0046982,protein heterodimerization activity,112,12,5.78,0.01246,0.05982108433734939
GO:0000987,cis-regulatory region sequence-specific ...,182,17,9.4,0.01257,0.05982108433734939
GO:0003824,catalytic activity,2912,171,150.37,0.01305,0.061366071428571436
GO:0005509,calcium ion binding,156,15,8.06,0.01447,0.06724294117647059
GO:0001098,basal transcription machinery binding,31,5,1.6,0.02001,0.09040113636363636
GO:0001099,basal RNA polymerase II transcription ma...,31,5,1.6,0.02001,0.09040113636363636
GO:0004553,"hydrolase activity, hydrolyzing O-glycos...",54,7,2.79,0.02014,0.09040113636363636
GO:0050839,cell adhesion molecule binding,55,7,2.84,0.0221,0.09808426966292136
GO:0044877,protein-containing complex binding,240,20,12.39,0.0228,0.10006666666666668
GO:0004222,metalloendopeptidase activity,44,6,2.27,0.02438,0.10582527472527471
GO:0016209,antioxidant activity,33,5,1.7,0.0257,0.11034239130434784
GO:0140030,modification-dependent protein binding,34,5,1.76,0.0289,0.12274731182795698
GO:0017048,Rho GTPase binding,46,6,2.38,0.0297,0.1248031914893617
GO:0004725,protein tyrosine phosphatase activity,35,5,1.81,0.03234,0.13446631578947368
GO:0038023,signaling receptor activity,224,18,11.57,0.04063,0.1654520618556701
GO:0060089,molecular transducer activity,224,18,11.57,0.04063,0.1654520618556701
GO:0061650,ubiquitin-like protein conjugating enzym...,26,4,1.34,0.0425,0.17130102040816328
GO:0003676,nucleic acid binding,1377,84,71.11,0.04741,0.1891611111111111
GO:0005085,guanyl-nucleotide exchange factor activi...,83,8,4.29,0.06361,0.2512595
GO:0016787,hydrolase activity,1279,77,66.04,0.0731,0.28588613861386136
GO:0016798,"hydrolase activity, acting on glycosyl b...",72,7,3.72,0.07691,0.2931355769230769
GO:0030246,carbohydrate binding,58,6,2.99,0.07718,0.2931355769230769
GO:0042277,peptide binding,58,6,2.99,0.07718,0.2931355769230769
GO:0004721,phosphoprotein phosphatase activity,73,7,3.77,0.08151,0.30663285714285715
GO:0061659,ubiquitin-like protein ligase activity,122,10,6.3,0.09847,0.36694009433962266
GO:0017022,myosin binding,36,4,1.86,0.1127,0.41248240740740744
GO:0061631,ubiquitin conjugating enzyme activity,23,3,1.19,0.11278,0.41248240740740744
GO:0060090,molecular adaptor activity,111,9,5.73,0.11888,0.43080366972477063
GO:0003682,chromatin binding,176,13,9.09,0.12202,0.43816272727272726
GO:0034212,peptide N-acetyltransferase activity,52,5,2.69,0.12888,0.45255219298245614
GO:0046914,transition metal ion binding,417,27,21.53,0.12961,0.45255219298245614
GO:0030674,protein-macromolecule adaptor activity,82,7,4.23,0.12971,0.45255219298245614
GO:0044389,ubiquitin-like protein ligase binding,38,4,1.96,0.13061,0.45255219298245614
GO:0019209,kinase activator activity,25,3,1.29,0.13605,0.46140726495726503
GO:0030295,protein kinase activator activity,25,3,1.29,0.13605,0.46140726495726503
GO:1901981,phosphatidylinositol phosphate binding,53,5,2.74,0.13667,0.46140726495726503
GO:0005048,signal sequence binding,26,3,1.34,0.14825,0.4920903361344538
GO:0015036,disulfide oxidoreductase activity,26,3,1.34,0.14825,0.4920903361344538
GO:0061630,ubiquitin protein ligase activity,118,9,6.09,0.15525,0.5110312499999999
GO:0043021,ribonucleoprotein complex binding,56,5,2.89,0.16125,0.5263946280991736
GO:1901681,sulfur compound binding,42,4,2.17,0.16961,0.549147131147541
GO:0004402,histone acetyltransferase activity,43,4,2.22,0.17994,0.5778560975609756
GO:0033218,amide binding,75,6,3.87,0.18971,0.6019168
GO:0061733,peptide-lysine-N-acetyltransferase activ...,44,4,2.27,0.19048,0.6019168
GO:1901505,carbohydrate derivative transmembrane tr...,30,3,1.55,0.20013,0.6273916666666667
GO:0017016,Ras GTPase binding,162,11,8.37,0.21497,0.6593744186046512
GO:0008080,N-acetyltransferase activity,62,5,3.2,0.21508,0.6593744186046512
GO:0016791,phosphatase activity,128,9,6.61,0.21534,0.6593744186046512
GO:0035091,phosphatidylinositol binding,79,6,4.08,0.22249,0.6760273076923077
GO:0004888,transmembrane signaling receptor activit...,181,12,9.35,0.22475,0.6776812977099237
GO:0031267,small GTPase binding,165,11,8.52,0.23231,0.6951700757575757
GO:0016410,N-acyltransferase activity,65,5,3.36,0.24389,0.724334962406015
GO:0016667,"oxidoreductase activity, acting on a sul...",34,3,1.76,0.25552,0.7469566176470589
GO:0001217,DNA-binding transcription repressor acti...,50,4,2.58,0.25718,0.7469566176470589
GO:0001227,DNA-binding transcription repressor acti...,50,4,2.58,0.25718,0.7469566176470589
GO:0008237,metallopeptidase activity,85,6,4.39,0.27474,0.7914884057971013
GO:0000175,3'-5'-exoribonuclease activity,20,2,1.03,0.27652,0.7914884057971013
GO:0004722,protein serine/threonine phosphatase act...,36,3,1.86,0.28398,0.8069935251798561
GO:0043175,RNA polymerase core enzyme binding,21,2,1.08,0.29602,0.8145172413793103
GO:0060590,ATPase regulator activity,21,2,1.08,0.29602,0.8145172413793103
GO:0005516,calmodulin binding,37,3,1.91,0.29832,0.8145172413793103
GO:0016765,"transferase activity, transferring alkyl...",37,3,1.91,0.29832,0.8145172413793103
GO:0031625,ubiquitin protein ligase binding,37,3,1.91,0.29832,0.8145172413793103
GO:0042578,phosphoric ester hydrolase activity,158,10,8.16,0.299,0.8145172413793103
GO:0031490,chromatin DNA binding,38,3,1.96,0.31269,0.8355427152317881
GO:0004532,exoribonuclease activity,22,2,1.14,0.31545,0.8355427152317881
GO:0016896,"exoribonuclease activity, producing 5'-p...",22,2,1.14,0.31545,0.8355427152317881
GO:0019887,protein kinase regulator activity,55,4,2.84,0.31578,0.8355427152317881
GO:0003779,actin binding,143,9,7.38,0.31891,0.8355427152317881
GO:0008289,lipid binding,161,10,8.31,0.31941,0.8355427152317881
GO:0060589,nucleoside-triphosphatase regulator acti...,108,7,5.58,0.32362,0.8382519607843137
GO:0016407,acetyltransferase activity,73,5,3.77,0.32469,0.8382519607843137
GO:0004601,peroxidase activity,23,2,1.19,0.33475,0.8538116129032258
GO:0004930,G protein-coupled receptor activity,74,5,3.82,0.33504,0.8538116129032258
GO:0017111,nucleoside-triphosphatase activity,443,25,22.88,0.34986,0.8736659375
GO:0016462,pyrophosphatase activity,462,26,23.86,0.35113,0.8736659375
GO:0016684,"oxidoreductase activity, acting on perox...",24,2,1.24,0.35389,0.8736659375
GO:0016877,"ligase activity, forming carbon-sulfur b...",24,2,1.24,0.35389,0.8736659375
GO:0070063,RNA polymerase binding,24,2,1.24,0.35389,0.8736659375
GO:0016817,"hydrolase activity, acting on acid anhyd...",464,26,23.96,0.35961,0.8768268518518518
GO:0016818,"hydrolase activity, acting on acid anhyd...",464,26,23.96,0.35961,0.8768268518518518
GO:0017112,Rab guanyl-nucleotide exchange factor ac...,25,2,1.29,0.37283,0.9034837423312884
GO:0051020,GTPase binding,189,11,9.76,0.38553,0.9270769696969697
GO:0019207,kinase regulator activity,61,4,3.15,0.38726,0.9270769696969697
GO:0005543,phospholipid binding,116,7,5.99,0.39191,0.9325569277108433
GO:0008236,serine-type peptidase activity,81,5,4.18,0.40787,0.9470991228070175
GO:0017171,serine hydrolase activity,81,5,4.18,0.40787,0.9470991228070175
GO:0015108,chloride transmembrane transporter activ...,27,2,1.39,0.41001,0.9470991228070175
GO:0016860,intramolecular oxidoreductase activity,27,2,1.39,0.41001,0.9470991228070175
GO:0031072,heat shock protein binding,27,2,1.39,0.41001,0.9470991228070175
GO:0008047,enzyme activator activity,138,8,7.13,0.42064,0.9660046511627908
GO:0032182,ubiquitin-like protein binding,28,2,1.45,0.42819,0.9776592485549134
GO:0016853,isomerase activity,121,7,6.25,0.43481,0.979051388888889
GO:0005096,GTPase activator activity,84,5,4.34,0.43887,0.979051388888889
GO:0008276,protein methyltransferase activity,47,3,2.43,0.4406,0.979051388888889
GO:0016757,"transferase activity, transferring glyco...",122,7,6.3,0.44335,0.979051388888889
GO:0016782,"transferase activity, transferring sulfu...",29,2,1.5,0.44607,0.979051388888889
GO:1902936,phosphatidylinositol bisphosphate bindin...,29,2,1.5,0.44607,0.979051388888889
GO:0016810,"hydrolase activity, acting on carbon-nit...",66,4,3.41,0.44615,0.979051388888889
GO:0015932,nucleobase-containing compound transmemb...,30,2,1.55,0.46364,1
GO:0051087,chaperone binding,30,2,1.55,0.46364,1
GO:0030695,GTPase regulator activity,87,5,4.49,0.46949,1
GO:0008092,cytoskeletal protein binding,318,17,16.42,0.4777,1
GO:0016651,"oxidoreductase activity, acting on NAD(P...",51,3,2.63,0.4947,1
GO:0003727,single-stranded RNA binding,32,2,1.65,0.49777,1
GO:0051015,actin filament binding,71,4,3.67,0.50319,1
GO:0003724,RNA helicase activity,52,3,2.69,0.50782,1
GO:0005244,voltage-gated ion channel activity,33,2,1.7,0.51431,1
GO:0022832,voltage-gated channel activity,33,2,1.7,0.51431,1
GO:0004857,enzyme inhibitor activity,53,3,2.74,0.52076,1
GO:0004386,helicase activity,112,6,5.78,0.52343,1
GO:0008757,S-adenosylmethionine-dependent methyltra...,95,5,4.91,0.54819,1
GO:0000049,tRNA binding,36,2,1.86,0.56171,1
GO:0030234,enzyme regulator activity,257,13,13.27,0.57259,1
GO:0001664,G protein-coupled receptor binding,37,2,1.91,0.57676,1
GO:0008408,3'-5' exonuclease activity,38,2,1.96,0.59144,1
GO:0016796,"exonuclease activity, active with either...",38,2,1.96,0.59144,1
GO:0008168,methyltransferase activity,121,6,6.25,0.60011,1
GO:0015171,amino acid transmembrane transporter act...,40,2,2.07,0.61963,1
GO:0016741,"transferase activity, transferring one-c...",127,6,6.56,0.64736,1
GO:0003725,double-stranded RNA binding,20,1,1.03,0.6542,1
GO:0015215,nucleotide transmembrane transporter act...,20,1,1.03,0.6542,1
GO:0015605,organophosphate ester transmembrane tran...,20,1,1.03,0.6542,1
GO:0016763,"transferase activity, transferring pento...",20,1,1.03,0.6542,1
GO:0016831,carboxy-lyase activity,20,1,1.03,0.6542,1
GO:0019888,protein phosphatase regulator activity,20,1,1.03,0.6542,1
GO:0022884,macromolecule transmembrane transporter ...,20,1,1.03,0.6542,1
GO:0031491,nucleosome binding,20,1,1.03,0.6542,1
GO:0042826,histone deacetylase binding,20,1,1.03,0.6542,1
GO:0045503,dynein light chain binding,20,1,1.03,0.6542,1
GO:0016874,ligase activity,130,6,6.71,0.66969,1
GO:0004252,serine-type endopeptidase activity,66,3,3.41,0.6703,1
GO:0003714,transcription corepressor activity,44,2,2.27,0.67149,1
GO:0000149,SNARE binding,45,2,2.32,0.68352,1
GO:0015103,inorganic anion transmembrane transporte...,45,2,2.32,0.68352,1
GO:0016811,"hydrolase activity, acting on carbon-nit...",45,2,2.32,0.68352,1
GO:0008017,microtubule binding,111,5,5.73,0.68621,1
GO:0019208,phosphatase regulator activity,22,1,1.14,0.6891,1
GO:0019905,syntaxin binding,22,1,1.14,0.6891,1
GO:0001046,core promoter sequence-specific DNA bind...,23,1,1.19,0.7052,1
GO:0005484,SNAP receptor activity,23,1,1.19,0.7052,1
GO:0008157,protein phosphatase 1 binding,23,1,1.19,0.7052,1
GO:0008175,tRNA methyltransferase activity,23,1,1.19,0.7052,1
GO:0043130,ubiquitin binding,23,1,1.19,0.7052,1
GO:0140296,general transcription initiation factor ...,23,1,1.19,0.7052,1
GO:0016746,"transferase activity, transferring acyl ...",157,7,8.11,0.7091,1
GO:0003774,motor activity,71,3,3.67,0.71788,1
GO:0003684,damaged DNA binding,25,1,1.29,0.73496,1
GO:0043022,ribosome binding,25,1,1.29,0.73496,1
GO:0008094,DNA-dependent ATPase activity,74,3,3.82,0.74378,1
GO:0008173,RNA methyltransferase activity,51,2,2.63,0.74832,1
GO:0004527,exonuclease activity,52,2,2.69,0.75794,1
GO:0004620,phospholipase activity,27,1,1.39,0.76173,1
GO:0005262,calcium channel activity,27,1,1.39,0.76173,1
GO:0008375,acetylglucosaminyltransferase activity,27,1,1.39,0.76173,1
GO:0018024,histone-lysine N-methyltransferase activ...,27,1,1.39,0.76173,1
GO:0051287,NAD binding,27,1,1.39,0.76173,1
GO:0003678,DNA helicase activity,53,2,2.74,0.76724,1
GO:0008081,phosphoric diester hydrolase activity,28,1,1.45,0.77408,1
GO:0003730,mRNA 3'-UTR binding,29,1,1.5,0.78579,1
GO:0005200,structural constituent of cytoskeleton,30,1,1.55,0.7969,1
GO:0019903,protein phosphatase binding,31,1,1.6,0.80744,1
GO:0051213,dioxygenase activity,31,1,1.6,0.80744,1
GO:0008509,anion transmembrane transporter activity,130,5,6.71,0.80919,1
GO:0019902,phosphatase binding,32,1,1.65,0.81742,1
GO:0042054,histone methyltransferase activity,32,1,1.65,0.81742,1
GO:0051539,"4 iron, 4 sulfur cluster binding",32,1,1.65,0.81742,1
GO:0022836,gated channel activity,85,3,4.39,0.82285,1
GO:0015297,antiporter activity,33,1,1.7,0.8269,1
GO:0016278,lysine N-methyltransferase activity,33,1,1.7,0.8269,1
GO:0016279,protein-lysine N-methyltransferase activ...,33,1,1.7,0.8269,1
GO:0016830,carbon-carbon lyase activity,33,1,1.7,0.8269,1
GO:0045182,translation regulator activity,86,3,4.44,0.82889,1
GO:0030170,pyridoxal phosphate binding,34,1,1.76,0.83588,1
GO:0070279,vitamin B6 binding,34,1,1.76,0.83588,1
GO:0005342,organic acid transmembrane transporter a...,62,2,3.2,0.83781,1
GO:0046943,carboxylic acid transmembrane transporte...,62,2,3.2,0.83781,1
GO:0015631,tubulin binding,136,5,7.02,0.83897,1
GO:0008514,organic anion transmembrane transporter ...,88,3,4.54,0.84044,1
GO:0016779,nucleotidyltransferase activity,88,3,4.54,0.84044,1
GO:0005319,lipid transporter activity,35,1,1.81,0.8444,1
GO:0016879,"ligase activity, forming carbon-nitrogen...",35,1,1.81,0.8444,1
GO:0017137,Rab GTPase binding,89,3,4.6,0.84596,1
GO:0004540,ribonuclease activity,65,2,3.36,0.85665,1
GO:0099094,ligand-gated cation channel activity,37,1,1.91,0.86013,1
GO:1990939,ATP-dependent microtubule motor activity,37,1,1.91,0.86013,1
GO:0016747,"transferase activity, transferring acyl ...",141,5,7.28,0.86079,1
GO:0019843,rRNA binding,38,1,1.96,0.86739,1
GO:0004812,aminoacyl-tRNA ligase activity,39,1,2.01,0.87428,1
GO:0016875,"ligase activity, forming carbon-oxygen b...",39,1,2.01,0.87428,1
GO:0005198,structural molecule activity,308,12,15.9,0.88045,1
GO:0008061,chitin binding,40,1,2.07,0.88081,1
GO:0140101,"catalytic activity, acting on a tRNA",98,3,5.06,0.8886,1
GO:0003729,mRNA binding,173,6,8.93,0.88973,1
GO:0016758,"transferase activity, transferring hexos...",99,3,5.11,0.89262,1
GO:0015085,calcium ion transmembrane transporter ac...,43,1,2.22,0.89844,1
GO:0140097,"catalytic activity, acting on DNA",127,4,6.56,0.90044,1
GO:0004521,endoribonuclease activity,44,1,2.27,0.90372,1
GO:0000287,magnesium ion binding,45,1,2.32,0.90872,1
GO:0016298,lipase activity,46,1,2.38,0.91347,1
GO:0090079,"translation regulator activity, nucleic ...",77,2,3.98,0.91364,1
GO:0003697,single-stranded DNA binding,47,1,2.43,0.91796,1
GO:0003777,microtubule motor activity,48,1,2.48,0.92223,1
GO:0015276,ligand-gated ion channel activity,48,1,2.48,0.92223,1
GO:0022834,ligand-gated channel activity,48,1,2.48,0.92223,1
GO:0050660,flavin adenine dinucleotide binding,48,1,2.48,0.92223,1
GO:0051536,iron-sulfur cluster binding,49,1,2.53,0.92627,1
GO:0051540,metal cluster binding,49,1,2.53,0.92627,1
GO:0019842,vitamin binding,50,1,2.58,0.93011,1
GO:0140098,"catalytic activity, acting on RNA",267,9,13.79,0.93984,1
GO:0008170,N-methyltransferase activity,54,1,2.79,0.94356,1
GO:0016887,ATPase activity,294,10,15.18,0.94453,1
GO:0072509,divalent inorganic cation transmembrane ...,55,1,2.84,0.9465,1
GO:0008194,UDP-glycosyltransferase activity,59,1,3.05,0.9568,1
GO:0016788,"hydrolase activity, acting on ester bond...",378,13,19.52,0.96002,1
GO:0005216,ion channel activity,125,3,6.45,0.96053,1
GO:0003723,RNA binding,615,23,31.76,0.96623,1
GO:0008135,"translation factor activity, RNA binding",65,1,3.36,0.96867,1
GO:0051082,unfolded protein binding,67,1,3.46,0.97185,1
GO:0015267,channel activity,138,3,7.13,0.97672,1
GO:0022803,passive transmembrane transporter activi...,138,3,7.13,0.97672,1
GO:0003735,structural constituent of ribosome,168,4,8.68,0.97724,1
GO:0004519,endonuclease activity,71,1,3.67,0.97728,1
GO:0016614,"oxidoreductase activity, acting on CH-OH...",73,1,3.77,0.97959,1
GO:0004518,nuclease activity,115,2,5.94,0.98427,1
GO:0020037,heme binding,84,1,4.34,0.98869,1
GO:0015291,secondary active transmembrane transport...,85,1,4.39,0.98928,1
GO:0046906,tetrapyrrole binding,85,1,4.39,0.98928,1
GO:0016705,"oxidoreductase activity, acting on paire...",89,1,4.6,0.99135,1
GO:0005261,cation channel activity,104,1,5.37,0.99614,1
GO:0016491,oxidoreductase activity,417,11,21.53,0.99689,1
GO:0016829,lyase activity,117,1,6.04,0.99809,1
GO:0046873,metal ion transmembrane transporter acti...,134,1,6.92,0.99924,1
GO:0015075,ion transmembrane transporter activity,324,6,16.73,0.99948,1
GO:0015318,inorganic molecular entity transmembrane...,300,5,15.49,0.99962,1
GO:0022804,active transmembrane transporter activit...,160,1,8.26,0.99981,1
GO:0005215,transporter activity,480,10,24.79,0.99987,1
GO:0022857,transmembrane transporter activity,436,8,22.51,0.99993,1
GO:0008324,cation transmembrane transporter activit...,231,2,11.93,0.99995,1
GO:0022890,inorganic cation transmembrane transport...,219,1,11.31,0.99999,1
GO:0003674,molecular_function,6778,350,350,1,1
GO:0000030,mannosyltransferase activity,20,0,1.03,1,1
GO:0001653,peptide receptor activity,35,0,1.81,1,1
GO:0003743,translation initiation factor activity,41,0,2.12,1,1
GO:0003755,peptidyl-prolyl cis-trans isomerase acti...,24,0,1.24,1,1
GO:0003899,DNA-directed 5'-3' RNA polymerase activi...,32,0,1.65,1,1
GO:0003954,NADH dehydrogenase activity,29,0,1.5,1,1
GO:0004177,aminopeptidase activity,27,0,1.39,1,1
GO:0004497,monooxygenase activity,67,0,3.46,1,1
GO:0004520,endodeoxyribonuclease activity,23,0,1.19,1,1
GO:0004536,deoxyribonuclease activity,36,0,1.86,1,1
GO:0004866,endopeptidase inhibitor activity,22,0,1.14,1,1
GO:0004984,olfactory receptor activity,38,0,1.96,1,1
GO:0005179,hormone activity,22,0,1.14,1,1
GO:0005214,structural constituent of chitin-based c...,30,0,1.55,1,1
GO:0005230,extracellular ligand-gated ion channel a...,28,0,1.45,1,1
GO:0005267,potassium channel activity,27,0,1.39,1,1
GO:0005506,iron ion binding,76,0,3.92,1,1
GO:0005507,copper ion binding,22,0,1.14,1,1
GO:0005549,odorant binding,35,0,1.81,1,1
GO:0008028,monocarboxylic acid transmembrane transp...,22,0,1.14,1,1
GO:0008137,NADH dehydrogenase (ubiquinone) activity,21,0,1.08,1,1
GO:0008188,neuropeptide receptor activity,29,0,1.5,1,1
GO:0008227,G protein-coupled amine receptor activit...,20,0,1.03,1,1
GO:0008235,metalloexopeptidase activity,30,0,1.55,1,1
GO:0008238,exopeptidase activity,44,0,2.27,1,1
GO:0008528,G protein-coupled peptide receptor activ...,30,0,1.55,1,1
GO:0008574,ATP-dependent microtubule motor activity...,24,0,1.24,1,1
GO:0009055,electron transfer activity,55,0,2.84,1,1
GO:0009678,pyrophosphate hydrolysis-driven proton t...,20,0,1.03,1,1
GO:0015077,monovalent inorganic cation transmembran...,143,0,7.38,1,1
GO:0015078,proton transmembrane transporter activit...,67,0,3.46,1,1
GO:0015079,potassium ion transmembrane transporter ...,43,0,2.22,1,1
GO:0015081,sodium ion transmembrane transporter act...,55,0,2.84,1,1
GO:0015293,symporter activity,48,0,2.48,1,1
GO:0015294,solute:cation symporter activity,35,0,1.81,1,1
GO:0015370,solute:sodium symporter activity,23,0,1.19,1,1
GO:0015399,primary active transmembrane transporter...,74,0,3.82,1,1
GO:0016616,"oxidoreductase activity, acting on the C...",58,0,2.99,1,1
GO:0016627,"oxidoreductase activity, acting on the C...",29,0,1.5,1,1
GO:0016655,"oxidoreductase activity, acting on NAD(P...",23,0,1.19,1,1
GO:0016769,"transferase activity, transferring nitro...",20,0,1.03,1,1
GO:0016776,"phosphotransferase activity, phosphate g...",26,0,1.34,1,1
GO:0016790,thiolester hydrolase activity,22,0,1.14,1,1
GO:0016835,carbon-oxygen lyase activity,45,0,2.32,1,1
GO:0016836,hydro-lyase activity,34,0,1.76,1,1
GO:0016859,cis-trans isomerase activity,26,0,1.34,1,1
GO:0016891,"endoribonuclease activity, producing 5'-...",24,0,1.24,1,1
GO:0016893,"endonuclease activity, active with eithe...",33,0,1.7,1,1
GO:0016903,"oxidoreductase activity, acting on the a...",27,0,1.39,1,1
GO:0019205,nucleobase-containing compound kinase ac...,29,0,1.5,1,1
GO:0019829,ATPase-coupled cation transmembrane tran...,29,0,1.5,1,1
