geneID,geneDescription,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LOC114874769,transmembrane 7 superfamily member 3-like,1542.6182078368415,-2.4625963909466524,0.15057896264167378,232.50999790186745,1.690310636918016e-52,3.7807839441846667e-50
LOC114875571,NADPH oxidase 5,230.0828427342768,-2.9278239844900336,0.19756991678057714,229.95262678258078,6.1048345463948766e-52,1.3364392052735507e-49
LOC114875295,prion-like-(Q/N-rich) domain-bearing protein 25,3545.1964354576635,-3.3641034209486813,0.1994160256402356,222.30500970245134,2.8419329668725576e-50,6.091801728364947e-48
LOC114871372,ribonuclease H1,6128.124953572851,-2.3532468553502963,0.14717131867845548,218.67657177931875,1.7581701661792888e-49,3.691798538738511e-47
LOC114877848,nose resistant to fluoxetine protein 6-like,8958.414649824828,5.675576849355347,0.33949483976233025,211.97119832267236,5.102882163982912e-48,1.0500710917044037e-45
LOC114877809,uncharacterized LOC114877809,324.04209309200456,-3.4778113672043505,0.23074005814334075,211.73181300763093,5.754936104624828e-48,1.1610301486369581e-45
LOC114877465,PCNA-associated factor-like,291.4261303314846,-2.991440424267991,0.20332199136458534,208.725461165324,2.6057814794591624e-47,5.155939546568331e-45
LOC114871547,muscle LIM protein Mlp84B-like,137202.2988001254,-1.4264825417596974,0.09527964825272799,206.47091995379697,8.088006162972603e-47,1.5701414228457566e-44
LOC114872454,RNA-binding protein with serine-rich domain 1-like,284.0820981092376,-6.550874424354639,0.497626747178467,203.6637705181397,3.3139845205601177e-46,6.314367913341306e-44
LOC114874121,tetra-peptide repeat homeobox protein 1-like,92.47234960530521,3.721919429673679,0.2709990033720803,200.46821071840054,1.650663021649159e-45,3.0879403326814904e-43
LOC114871508,uncharacterized LOC114871508,611.4517622665002,-3.7774700049732557,0.24748259366921227,191.28844337935465,1.663782526145239e-43,3.0569032877693505e-41
LOC114874313,protein let-653-like,234.10337298185527,-3.765887033992141,0.27085349201550063,186.8851148335221,1.521500441003161e-42,2.7464417609616704e-40
LOC114873959,uncharacterized LOC114873959,449.71537474596175,-2.532525978674571,0.17788181404675732,186.44142900186844,1.9016386404079052e-42,3.373441374337403e-40
LOC114873596,retinal homeobox protein Rx1-like,414.5105607113289,-4.398282397541495,0.2986079457930185,182.38510333070195,1.4610799988443583e-41,2.5479749335778986e-39
LOC114881754,protein lethal(2)essential for life-like,531.2455079877661,-3.7254532481380163,0.2522429572370188,181.37503686128085,2.427728726836614e-41,4.16315014507032e-39
LOC114875190,putative uncharacterized protein DDB_G0271606,4284.165774009422,-1.813295286115393,0.12786382422005313,180.88686684133575,3.103015023653362e-41,5.233921570224499e-39
LOC114873726,uncharacterized LOC114873726,548.4071638490074,-4.4494946855286015,0.2956460794505293,180.51651045801404,3.738057724305964e-41,6.203367084739364e-39
LOC114880887,uncharacterized LOC114880887,551.2003751169628,-1.6254243434389142,0.11974689562853046,178.5687593081804,9.952334776648067e-41,1.6253900399513012e-38
LOC114877337,CDC42 small effector protein homolog,1515.4124126695424,-2.6124615857041755,0.18078161861566466,177.7393247877999,1.5101995206209002e-40,2.427881698073194e-38
LOC114874392,tetraspanin-12-like,101.29721833272565,-4.596873182305867,0.40326655598879513,176.8297116038069,2.3859219707771543e-40,3.776730947280945e-38
LOC114878077,4-coumarate--CoA ligase 1-like,401.53506736823647,-8.438270619275256,0.7463244374798528,175.82701808113706,3.950113346761108e-40,6.157987306791672e-38
LOC114877454,high mobility group protein I,459.7058836517423,-1.4715268478321466,0.11281236417083605,168.60984934854287,1.4886629858690495e-38,2.286097531583082e-36
LOC114879275,probable histone-binding protein Caf1,1564.0961205302342,-1.7056013391359628,0.12682996959310316,166.35007515368858,4.638698035533479e-38,7.018759424647642e-36
LOC114879351,uncharacterized LOC114879351,92.49321833775399,5.487392571033368,0.44030762067603796,165.3717911058582,7.587410329310599e-38,1.1314038388156051e-35
LOC114877725,protein claret segregational-like,572.6044476439106,-2.379008877156736,0.1761499854975863,164.89632954344245,9.637327240316785e-38,1.4165494282231344e-35
LOC114871238,uncharacterized LOC114871238,367.9246145535096,-5.438071135903253,0.39105583145827394,164.56793086548606,1.1368293039169704e-37,1.6474417898593955e-35
LOC114875172,methylated-DNA--protein-cysteine methyltransferase,290.1446807460247,-3.5219599091973643,0.26123880396553856,164.26761618648814,1.3222077749140466e-37,1.863588465217894e-35
LOC114876861,uncharacterized LOC114876861,168.26920462800214,-4.3673388332526075,0.3475654427645699,164.2869404320886,1.3094178545900535e-37,1.863588465217894e-35
LOC114873423,divalent-cation tolerance protein CutA,392.9257082581638,-2.0007924245193203,0.15308662162051306,163.76648801451788,1.7012726178191412e-37,2.3654586438839385e-35
LOC114877560,nose resistant to fluoxetine protein 6-like,805.6000541763917,-1.7448793423856777,0.13275798057769517,161.3593553305003,5.710224452381317e-37,7.833666585406849e-35
LOC114882005,keratin,225.40251336793295,3.9557224542100267,0.30499658727025775,159.1245315371593,1.757643667760351e-36,2.3795257496824013e-34
LOC114877639,uncharacterized LOC114877639,1277.2310653999532,-2.0016775847340287,0.15092432671194675,158.32828456721265,2.6236727821324627e-36,3.5058401630338845e-34
LOC114872143,uncharacterized LOC114872143,99.65373705771373,-3.5965293795553914,0.31745433013095103,157.66105320320324,3.670311325393331e-36,4.841517080381024e-34
LOC114873084,ATP-dependent RNA helicase me31b,6106.900669810317,-1.8670777960200922,0.14069514004379657,157.12068397104292,4.817025405433584e-36,6.273718278038752e-34
LOC114874240,eukaryotic translation initiation factor 5,10808.850553900736,1.156860386369325,0.09380465551426041,153.88866887676136,2.4493970315081145e-35,3.150230757148374e-33
LOC114875657,scavenger receptor class B member 1,364.68164188281855,-2.602986499721612,0.20140142320224141,153.1234560566487,3.599911591365858e-35,4.572776588094236e-33
LOC114879203,serine/threonine-protein kinase polo,849.4986355116974,-1.4877154755426092,0.11846129016912073,149.83588019681525,1.8829229190859561e-34,2.362609013960415e-32
LOC114874339,uncharacterized protein DDB_G0283357-like,1230.8245186680467,-2.1660077499002797,0.16698301460705167,149.1993569416802,2.5939659746456204e-34,3.215580230497444e-32
LOC114878824,uncharacterized LOC114878824,1011.2009337088635,-2.075198013638608,0.16141788760796386,148.54321531741317,3.609011267740951e-34,4.4206091587841244e-32
LOC114877900,uncharacterized LOC114877900,408.01508937261485,-2.450822597902722,0.19544152650262345,143.4791461721133,4.618161054285739e-33,5.5901481279465845e-31
LOC114879258,uncharacterized LOC114879258,189.35036559591322,4.675566284333679,0.3704709650789387,143.3570392477976,4.910962793672315e-33,5.875453044662145e-31
LOC114874054,G1/S-specific cyclin-E1-like,258.8658936594794,-2.747131723935795,0.22240653598010232,142.954528661114,6.014132794351002e-33,7.112576128859478e-31
LOC114872465,vitellogenin-like,236155.25220874752,-4.459550145756403,0.30849633438490837,142.68950645625023,6.872572662838128e-33,8.035443196356988e-31
LOC114872543,rac GTPase-activating protein 1,726.5242922278752,-2.1770923639408624,0.1730833260591304,142.52702279798962,7.45841037783388e-33,8.622425210958741e-31
LOC114873023,synaptic functional regulator FMR1,3211.532504569793,-1.2913021001154508,0.10484867984866253,142.43392380397322,7.816321734319073e-33,8.935792702712105e-31
LOC114870900,caprin homolog,3601.8116749631154,-1.28543973361082,0.10436906690319925,142.37477342170735,8.052592858393362e-33,9.104739331869154e-31
LOC114871480,voltage-dependent anion-selective channel-like,8918.25902282378,-0.919200421283257,0.07556276797510847,141.85042793443532,1.048542931841484e-32,1.1726585027953292e-30
LOC114874583,probable cytochrome P450 301a1,164.65717691598618,-2.81790316222441,0.23884923484602733,139.9319854719397,2.7547803313617455e-32,3.0477349278904302e-30
LOC114876223,LIM/homeobox protein Lhx3,327.1761837325324,-3.526603583377258,0.2788376687495862,138.17714731149664,6.665727516099453e-32,7.296135150334816e-30
LOC114882615,mucin-19-like,468.03754780903984,-1.5852187874459172,0.13334984496092045,136.31288453753666,1.7044145512391253e-31,1.8459706650209853e-29
LOC114875174,kinesin-like protein Klp61F,1125.1112833531238,-1.7005248127697048,0.14009498725741265,136.0001022834108,1.9952016776823023e-31,2.138398964757626e-29
LOC114876110,uncharacterized LOC114876110,246.50733415211263,-2.665023195465644,0.22284560411675747,134.4220307603208,4.417320356247273e-31,4.6855473345802256e-29
LOC114871490,phospholipase B1,2257.066517811837,3.706145637367745,0.3046861869688856,132.1873547979055,1.3614453425268688e-30,1.4293786866590768e-28
LOC114881348,uncharacterized LOC114881348,2753.9084291272693,-1.2739993532086464,0.1076343350522073,131.77430967963937,1.6763375410736043e-30,1.7422057535460923e-28
LOC114882824,phospholipase A1-like,143.8527117306888,3.7543907463776827,0.320425453286705,131.6621121105997,1.773810094635564e-30,1.8250732063705317e-28
LOC114876909,dipeptidase 1-like,506.5077251426992,-2.3220686384844904,0.19610656611717467,126.21553425469808,2.7583753573445247e-29,2.8099924803681e-27
LOC114875928,uncharacterized LOC114875928,624.8239238610839,-4.5084403081895745,0.3493198130134833,124.96078592907527,5.191044859266444e-29,5.236339270293377e-27
LOC114873070,exonuclease 3'-5' domain-containing protein 2,2064.2936037618606,-1.7763905044054131,0.1516135255677681,124.32828995175778,7.13977328691467e-29,7.132148286316995e-27
LOC114873749,reticulocyte-binding protein PFD0110w-like,397.50997678145796,-2.5150613428630857,0.21395645323541007,124.22072952759808,7.537475329416395e-29,7.457027275419739e-27
LOC114872352,myb protein,1085.8165048992346,-1.8971028943863015,0.1621797492452154,124.03733041452504,8.267350968753107e-29,8.101216582619116e-27
LOC114878696,elongation of very long chain fatty acids protein 4,2387.0652658869226,-3.3903259965487313,0.26940856261220025,122.96184224912514,1.4215666743117933e-28,1.3798584445277397e-26
LOC114871259,maternal protein exuperantia-1,9396.301549991249,-1.7717584942855589,0.1520859577892638,121.76804457337226,2.594671184530188e-28,2.4950067119281406e-26
LOC114871360,uncharacterized LOC114871360,324.6702317695287,-2.975464014143702,0.25406865507008713,120.9430116401579,3.9326821423087226e-28,3.746608015019856e-26
LOC114876524,D-beta-hydroxybutyrate dehydrogenase,391.1450060269926,-3.454471572248267,0.2884748604087776,119.9869473665617,6.367829989313258e-28,6.01088098716001e-26
LOC114879080,uncharacterized LOC114879080,73.65839462587697,-4.950429929606749,0.5368795845661629,119.25296824825693,9.219004015879227e-28,8.62312111994376e-26
LOC114877033,cyclin-L1,855.7936010313156,-1.3855412500452808,0.12389437228923379,118.88998495826196,1.1070216337395776e-27,1.0261392423014877e-25
LOC114881125,uncharacterized LOC114881125,58.39462496511687,-4.623743497838285,0.5234511122371113,118.15340048096874,1.6048374518629422e-27,1.4743011198408762e-25
LOC114873418,meiosis regulator and mRNA stability factor 1,2640.856167157367,-1.2095838188055503,0.10891654588291921,116.51361298147157,3.668525185665714e-27,3.340305808434914e-25
LOC114874903,proliferating cell nuclear antigen,982.5177245183115,-1.8925057309059965,0.1673850239800149,115.99946441519147,4.754249154331221e-27,4.290918381483678e-25
LOC114877310,fumarate hydratase,4472.1482570536255,-1.2054324032619834,0.1091262551866831,114.86197523067891,8.437015792995e-27,7.548561347315266e-25
LOC114876565,uncharacterized LOC114876565,271.6477593853169,4.07228159542941,0.3620874434609888,114.11276839457823,1.23104597920048e-26,1.0919165586201499e-24
LOC114872459,KH domain-containing protein akap-1,3427.2705690128896,-2.2474913828515053,0.1959391414315031,113.57854473383175,1.611689130078977e-26,1.4173221760156064e-24
LOC114874950,nucleosome assembly protein 1-like 1,4352.373991559303,-1.0134802675652326,0.09313366254727003,113.05463695260572,2.099101220834617e-26,1.8303095306074046e-24
LOC114872979,DNA replication licensing factor Mcm5,646.265852720025,-1.8743403432785057,0.17046614240523025,111.15775523272819,5.464463271442161e-26,4.724694336123394e-24
LOC114873905,sterol O-acyltransferase 2,3611.323052385288,-2.33271549591818,0.205074603785518,110.75946711100794,6.68037247279001e-26,5.7278626977113675e-24
LOC114873414,single-stranded DNA-binding protein,491.0890342664153,-1.9672309663306549,0.17986224873808257,110.35618141355768,8.187502202410067e-26,6.962083484346875e-24
LOC114872815,uncharacterized LOC114872815,691.0605738690225,-2.821952391747414,0.24878828279058054,108.3339040561989,2.271063102195063e-25,1.9153252670889346e-23
LOC114873550,46 kDa FK506-binding nuclear protein-like,1853.9085653356105,-1.4782972319201315,0.13689036711937935,108.2225156288865,2.4023502645083807e-25,2.0095757619127424e-23
LOC114874254,uncharacterized LOC114874254,1205.1775300842326,1.0750503172971855,0.10404686529560764,108.09105934870615,2.56708916416624e-25,2.1300629362989066e-23
LOC114875211,dr1-associated corepressor homolog,242.8065714741022,-1.850813664248793,0.17644943969104693,107.37354194156352,3.686960152913105e-25,3.0348106410658346e-23
LOC114872464,terminal nucleotidyltransferase 5C,3705.9767035001023,-1.5587084160204974,0.14485476386029603,106.10615686482917,6.988915197687964e-25,5.707059402302498e-23
LOC114873873,dipeptidase 1-like,239.65105834506883,-2.1328458800771815,0.20241497847909914,106.00490538854538,7.35529039120116e-25,5.958943530320373e-23
LOC114881008,cytochrome P450 6a2-like,415.1214612279708,2.5783720543955466,0.24825212577408778,105.03861004392488,1.1977899680746009e-24,9.628172641812162e-23
LOC114873818,brain tumor protein,97.43116591668249,-2.7337748537032107,0.27626012224168284,104.51782923768624,1.5578527201330567e-24,1.2425384990270557e-22
LOC114883186,THO complex subunit 4,2077.6138452838163,-0.9616959294511379,0.09267787098198471,103.70775495881325,2.344716641900663e-24,1.8557530406550712e-22
LOC114878566,ribosomal L1 domain-containing protein 1,1311.5570824786591,-0.9937430365893622,0.09651805108758056,102.54506378820815,4.216658714303488e-24,3.3118474436235567e-22
LOC114880980,nesprin-1-like,867.3182568700566,-3.3356015444487412,0.295197690754524,101.7240667364997,6.382026455944377e-24,4.974596227667553e-22
LOC114877082,ATP-binding cassette sub-family D member 1,16071.068828706715,2.4619648333936737,0.24010204691920595,101.6260145597237,6.705880957949069e-24,5.187730013258495e-22
LOC114874494,ribosomal oxygenase 1,493.7244898434782,-1.3439503449079535,0.13210620639985826,100.09681291403308,1.4512686468195524e-23,1.1143360527706251e-21
LOC114871283,serine/threonine-protein kinase Aurora-2-like,237.69724420865083,-2.811790333821412,0.2672885495165892,99.92169739978779,1.585428415388184e-23,1.2083313308095575e-21
LOC114877137,la-related protein 7-like,892.5569548249263,-1.1868670136996746,0.11657251974475348,99.55879557597856,1.90425344259895e-23,1.4406517405073968e-21
LOC114876967,uncharacterized LOC114876967,427.15301088763755,1.776040277351546,0.17924293073517664,98.77871092341475,2.8235357332045003e-23,2.1205371648862118e-21
LOC114875409,guanine nucleotide exchange factor for Rab-3A-like,8975.63539143187,1.1234539690479457,0.11377295740128784,98.66472086971767,2.990830531306434e-23,2.229902560624051e-21
LOC114873597,uncharacterized LOC114873597,128.6533009908218,-2.9271592069793484,0.2923509807970414,98.0822109485669,4.013683707158707e-23,2.970992205968053e-21
LOC114876361,NA,569.9324669882794,-2.3646399953380457,0.2245848220848665,97.70464557941844,4.8568159177805135e-23,3.569412784145979e-21
LOC114876819,L-threonine 3-dehydrogenase,484.1572787450699,3.036026221703947,0.2982964003046736,97.67659476799591,4.9261080710089115e-23,3.594661414369552e-21
LOC114873484,uncharacterized LOC114873484,213.94632818100763,-1.6558218125040551,0.16777498164996715,96.88354454319648,7.352722828063997e-23,5.327617266052849e-21
LOC114875000,serine/threonine-protein kinase fray2-like,2746.6614606184094,-1.3745103738789743,0.13489273063077062,96.65185372055464,8.265495701370557e-23,5.9471108581399764e-21
LOC114878731,replication protein A 70 kDa DNA-binding subunit,2087.6298808961137,-1.2218683194831685,0.12173935469379388,95.11989235246736,1.7919696401036645e-22,1.2803871963212919e-20
LOC114876567,NA,152.55406267344762,3.037101935710298,0.3102091243989788,92.66382711163402,6.197606011425131e-22,4.3977357414864265e-20
LOC114879993,troponin T,40121.13832648222,-1.4636788659660305,0.14600502657040926,92.31357295628132,7.397519744368683e-22,5.2132247020417384e-20
LOC114883144,1,7632.366647342784,3.971343698476978,0.3864834928451662,91.99462619230471,8.691217195904212e-22,6.083260797867921e-20
LOC114875973,transcription termination factor 2-like,863.9502478363481,-1.6333173644013323,0.16386515882260536,91.9310446918282,8.974994310167495e-22,6.239440301169821e-20
LOC114874712,uncharacterized LOC114874712,2486.897687088959,-0.9825929790664581,0.10065964436132138,91.38161370463177,1.1847216453693088e-21,8.180940274634106e-20
LOC114871828,RNA-binding protein squid-like,9230.103442773589,-1.3367804885957386,0.1349985295287158,91.10737387759873,1.3608360731654604e-21,9.33442823786628e-20
LOC114877940,myb-like protein X,2081.4759880295605,-1.1743104523491716,0.1204910543607818,89.97102096028816,2.416740533754851e-21,1.6467445928346795e-19
LOC114874422,sodium- and chloride-dependent glycine transporter 1-like,354.736130964246,-3.376895478447459,0.32334032388038403,89.89425158192581,2.512359237968219e-21,1.700635802595724e-19
LOC114872007,uncharacterized LOC114872007,69.67786124318579,-3.90517784980393,0.443658415058899,89.50873314843338,3.0528785193389432e-21,2.0530109206195026e-19
LOC114870912,putative tricarboxylate transport protein,4021.5452300276575,0.8960915973510868,0.09537481128850682,89.44017121423494,3.1605336976683488e-21,2.1116059230720548e-19
LOC114875572,probable chitinase 10,302.6937509145292,1.7262673277850862,0.1835121548153596,88.67167877518831,4.660906443973703e-21,3.0939397678738986e-19
LOC114877242,ubiquitin carboxyl-terminal hydrolase 22,1884.6001604442517,0.9021846100219707,0.09718293442024438,87.25838934578705,9.523048455664129e-21,6.280938817969757e-19
LOC114875105,uncharacterized LOC114875105,976.7596290921821,-3.175086236532354,0.30492242281829696,86.92478746183536,1.1272763909016143e-20,7.387609417825929e-19
LOC114881655,condensin complex subunit 1-like,1530.531952232097,-2.1392393324623695,0.21554299632273513,86.34830945608262,1.508774515829386e-20,9.825177843904146e-19
LOC114876923,uncharacterized LOC114876923,5258.489045480538,3.339404964215412,0.34493144418645383,85.70386051180438,2.090044751032971e-20,1.3524824178225306e-18
LOC114879186,nuclear pore complex protein Nup133,965.1389956743243,-1.1819024002281435,0.12506945200456765,85.36800750430011,2.4769594537949767e-20,1.5928397387560323e-18
LOC114871116,pyrimidodiazepine synthase-like,770.8360852990932,-1.2031599474682029,0.12778649760844502,84.96724631643383,3.033487346991907e-20,1.938605671627313e-18
LOC114871185,DNA replication factor Cdt1,881.2582479352476,-2.019112059496796,0.20718215001738097,84.87038561671685,3.185791789193226e-20,2.023371093765994e-18
LOC114880327,endonuclease III-like protein 1,829.3298558131075,-1.1411289976594747,0.12144596522160807,84.84113305379752,3.2332753491280433e-20,2.040930678968002e-18
LOC114876981,probable ATP-dependent RNA helicase DDX43,1924.327005091367,-2.119142021706328,0.21581553802502776,84.42434546764294,3.992017612043578e-20,2.504504220141242e-18
LOC114870861,uncharacterized LOC114870861,554.944060078924,-3.90526520815168,0.372748590166486,84.21331059347017,4.441701644958821e-20,2.7697374681806854e-18
LOC114878457,bursicon,1248.8159185744917,3.053688850160836,0.3234515959993302,83.54638179238557,6.223845036649579e-20,3.857659131451055e-18
LOC114878710,uncharacterized LOC114878710,296.98548016487837,-3.161563655155611,0.31871256194203146,83.46505620651395,6.485225619241993e-20,3.995597987807237e-18
LOC114871705,uncharacterized LOC114871705,180.54979839890797,1.580266633125246,0.17441580319086167,82.82983241352291,8.943004325569631e-20,5.4770578277253535e-18
LOC114880946,probable nuclear hormone receptor HR3,764.2527373366613,-0.9533521270370816,0.10396358484525167,81.9778642652116,1.3761938537093498e-19,8.378496189831657e-18
LOC114879257,synaptotagmin-2-like,2737.924672835389,0.939715961146524,0.1045665497849868,81.85290399021133,1.4660136451167586e-19,8.872831996827253e-18
LOC114875700,protein arginine N-methyltransferase 8,3452.1127575044293,-1.274957992518808,0.1365852069972492,81.56904265916589,1.6924453524970294e-19,1.0183374404585927e-17
LOC114873434,neurotactin,445.0660854255382,-1.6100744163052743,0.1733495721829519,81.23542677363892,2.00367712963649e-19,1.1985949992342933e-17
LOC114871332,sarcoplasmic calcium-binding protein,345.09129467917853,-2.2187757639909362,0.23444331044160585,80.96577393838781,2.296610312246628e-19,1.365885751601477e-17
LOC114873547,putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX16,64.14438420144269,-4.481377382038608,0.5373986089873733,80.92217945400063,2.347837078970537e-19,1.3883273393981526e-17
LOC114878524,uncharacterized LOC114878524,126.52679583589529,-2.347135128040977,0.2588845616889277,80.58943544492826,2.778409336663022e-19,1.6335459237100475e-17
LOC114872349,poly [ADP-ribose] polymerase,3228.886939659082,-1.331187340381458,0.14325715428892208,80.51458232512663,2.8856751399857416e-19,1.6869722451882555e-17
LOC114872024,uncharacterized LOC114872024,63.56656316364395,-3.461619933124089,0.41257929890440265,79.66044107029282,4.446141191039101e-19,2.5845393624068535e-17
LOC114878253,MATH and LRR domain-containing protein PFE0570w-like,1001.3960774481131,-0.949926528975592,0.10515691933349665,79.15821597367649,5.732984998758402e-19,3.313858575967708e-17
