GO.ID,Term,Annotated,Significant,Expected,classicFisher,classicFisherPadj
GO:0045495,pole plasm,43,1,0.31,0.2696,1
GO:0071011,precatalytic spliceosome,142,2,1.03,0.2756,1
GO:0098797,plasma membrane protein complex,142,2,1.03,0.2756,1
GO:0032153,cell division site,45,1,0.33,0.2802,1
GO:0045211,postsynaptic membrane,45,1,0.33,0.2802,1
GO:0016323,basolateral plasma membrane,49,1,0.36,0.301,1
GO:0043296,apical junction complex,59,1,0.43,0.3505,1
GO:0005700,polytene chromosome,182,2,1.32,0.3824,1
GO:0018995,host cellular component,66,1,0.48,0.3831,1
GO:0033643,host cell part,66,1,0.48,0.3831,1
GO:0033646,host intracellular part,66,1,0.48,0.3831,1
GO:0033647,host intracellular organelle,66,1,0.48,0.3831,1
GO:0033648,host intracellular membrane-bounded orga...,66,1,0.48,0.3831,1
GO:0042025,host cell nucleus,66,1,0.48,0.3831,1
GO:0043656,host intracellular region,66,1,0.48,0.3831,1
GO:0043657,host cell,66,1,0.48,0.3831,1
GO:0097060,synaptic membrane,66,1,0.48,0.3831,1
GO:0016020,membrane,2693,21,19.54,0.3868,1
GO:0005681,spliceosomal complex,187,2,1.36,0.3954,1
GO:0098794,postsynapse,74,1,0.54,0.4183,1
GO:0005769,early endosome,75,1,0.54,0.4226,1
GO:1990204,oxidoreductase complex,76,1,0.55,0.4268,1
GO:0032838,plasma membrane bounded cell projection ...,89,1,0.65,0.4792,1
GO:0048471,perinuclear region of cytoplasm,90,1,0.65,0.483,1
GO:0031012,extracellular matrix,101,1,0.73,0.5234,1
GO:1990904,ribonucleoprotein complex,545,4,3.96,0.5661,1
GO:1902494,catalytic complex,840,6,6.1,0.5815,1
GO:0005911,cell-cell junction,126,1,0.91,0.6039,1
GO:0098796,membrane protein complex,440,3,3.19,0.6278,1
GO:0005773,vacuole,136,1,0.99,0.6323,1
GO:0061695,"transferase complex, transferring phosph...",142,1,1.03,0.6483,1
GO:0000785,chromatin,314,2,2.28,0.6722,1
GO:0098687,chromosomal region,155,1,1.12,0.6807,1
GO:0099568,cytoplasmic region,156,1,1.13,0.6831,1
GO:0099080,supramolecular complex,323,2,2.34,0.6875,1
GO:0070161,anchoring junction,158,1,1.15,0.6878,1
GO:0016021,integral component of membrane,1857,12,13.48,0.7312,1
GO:0005938,cell cortex,186,1,1.35,0.7467,1
GO:0031224,intrinsic component of membrane,1884,12,13.67,0.7512,1
GO:0043005,neuron projection,372,2,2.7,0.7609,1
GO:0005654,nucleoplasm,553,3,4.01,0.777,1
GO:0030424,axon,203,1,1.47,0.777,1
GO:0005730,nucleolus,212,1,1.54,0.7916,1
GO:0005694,chromosome,578,3,4.19,0.8027,1
GO:0031410,cytoplasmic vesicle,417,2,3.03,0.815,1
GO:0097708,intracellular vesicle,417,2,3.03,0.815,1
GO:0000790,nuclear chromatin,228,1,1.65,0.8152,1
GO:0005768,endosome,234,1,1.7,0.8234,1
GO:0031982,vesicle,451,2,3.27,0.8485,1
GO:0098805,whole membrane,269,1,1.95,0.8645,1
GO:0030054,cell junction,515,2,3.74,0.8972,1
GO:0000228,nuclear chromosome,326,1,2.37,0.9122,1
GO:0120025,plasma membrane bounded cell projection,563,2,4.09,0.9239,1
GO:0042995,cell projection,572,2,4.15,0.9282,1
GO:0031981,nuclear lumen,961,4,6.97,0.9324,1
GO:0045202,synapse,371,1,2.69,0.9378,1
GO:1990234,transferase complex,410,1,2.98,0.954,1
GO:0005634,nucleus,2267,11,16.45,0.9677,1
GO:0005739,mitochondrion,702,2,5.09,0.9695,1
GO:0032991,protein-containing complex,2318,11,16.82,0.9748,1
GO:0005856,cytoskeleton,504,1,3.66,0.9779,1
GO:0031974,membrane-enclosed lumen,1180,4,8.56,0.9806,1
GO:0043233,organelle lumen,1180,4,8.56,0.9806,1
GO:0070013,intracellular organelle lumen,1180,4,8.56,0.9806,1
GO:0012505,endomembrane system,1071,3,7.77,0.9891,1
GO:0043228,non-membrane-bounded organelle,1488,5,10.8,0.9906,1
GO:0043232,intracellular non-membrane-bounded organ...,1488,5,10.8,0.9906,1
GO:0005622,intracellular,5142,30,37.31,0.9927,1
GO:0043227,membrane-bounded organelle,3944,16,28.62,0.9999,1
GO:0043231,intracellular membrane-bounded organelle,3670,14,26.63,0.9999,1
GO:0043229,intracellular organelle,4318,17,31.34,1,1
GO:0043226,organelle,4428,17,32.13,1,1
GO:0005575,cellular_component,6890,50,50,1,1
GO:0000118,histone deacetylase complex,32,0,0.23,1,1
GO:0000123,histone acetyltransferase complex,64,0,0.46,1,1
GO:0000139,Golgi membrane,163,0,1.18,1,1
GO:0000151,ubiquitin ligase complex,118,0,0.86,1,1
GO:0000152,nuclear ubiquitin ligase complex,23,0,0.17,1,1
GO:0000313,organellar ribosome,80,0,0.58,1,1
GO:0000314,organellar small ribosomal subunit,31,0,0.22,1,1
GO:0000315,organellar large ribosomal subunit,52,0,0.38,1,1
GO:0000323,lytic vacuole,91,0,0.66,1,1
GO:0000428,DNA-directed RNA polymerase complex,83,0,0.6,1,1
GO:0000502,proteasome complex,46,0,0.33,1,1
GO:0000775,"chromosome, centromeric region",65,0,0.47,1,1
GO:0000776,kinetochore,37,0,0.27,1,1
GO:0000779,"condensed chromosome, centromeric region",25,0,0.18,1,1
GO:0000781,"chromosome, telomeric region",22,0,0.16,1,1
GO:0000793,condensed chromosome,55,0,0.4,1,1
GO:0000794,condensed nuclear chromosome,26,0,0.19,1,1
GO:0000922,spindle pole,45,0,0.33,1,1
GO:0000932,P-body,34,0,0.25,1,1
GO:0005635,nuclear envelope,113,0,0.82,1,1
GO:0005643,nuclear pore,42,0,0.3,1,1
GO:0005657,replication fork,35,0,0.25,1,1
GO:0005666,RNA polymerase III complex,20,0,0.15,1,1
GO:0005667,transcription regulator complex,155,0,1.12,1,1
GO:0005669,transcription factor TFIID complex,22,0,0.16,1,1
GO:0005684,U2-type spliceosomal complex,36,0,0.26,1,1
GO:0005686,U2 snRNP,21,0,0.15,1,1
GO:0005705,polytene chromosome interband,39,0,0.28,1,1
GO:0005740,mitochondrial envelope,277,0,2.01,1,1
GO:0005741,mitochondrial outer membrane,41,0,0.3,1,1
GO:0005743,mitochondrial inner membrane,203,0,1.47,1,1
GO:0005746,mitochondrial respirasome,63,0,0.46,1,1
GO:0005747,mitochondrial respiratory chain complex ...,37,0,0.27,1,1
GO:0005758,mitochondrial intermembrane space,30,0,0.22,1,1
GO:0005759,mitochondrial matrix,171,0,1.24,1,1
GO:0005761,mitochondrial ribosome,80,0,0.58,1,1
GO:0005762,mitochondrial large ribosomal subunit,52,0,0.38,1,1
GO:0005763,mitochondrial small ribosomal subunit,31,0,0.22,1,1
GO:0005764,lysosome,89,0,0.65,1,1
GO:0005765,lysosomal membrane,35,0,0.25,1,1
GO:0005770,late endosome,83,0,0.6,1,1
GO:0005774,vacuolar membrane,64,0,0.46,1,1
GO:0005778,peroxisomal membrane,23,0,0.17,1,1
GO:0005783,endoplasmic reticulum,403,0,2.92,1,1
GO:0005788,endoplasmic reticulum lumen,20,0,0.15,1,1
GO:0005789,endoplasmic reticulum membrane,293,0,2.13,1,1
GO:0005793,endoplasmic reticulum-Golgi intermediate...,20,0,0.15,1,1
GO:0005794,Golgi apparatus,349,0,2.53,1,1
GO:0005795,Golgi stack,54,0,0.39,1,1
GO:0005798,Golgi-associated vesicle,50,0,0.36,1,1
GO:0005802,trans-Golgi network,44,0,0.32,1,1
GO:0005811,lipid droplet,21,0,0.15,1,1
GO:0005813,centrosome,114,0,0.83,1,1
GO:0005814,centriole,35,0,0.25,1,1
GO:0005815,microtubule organizing center,168,0,1.22,1,1
GO:0005819,spindle,118,0,0.86,1,1
GO:0005838,proteasome regulatory particle,23,0,0.17,1,1
GO:0005840,ribosome,186,0,1.35,1,1
GO:0005858,axonemal dynein complex,23,0,0.17,1,1
GO:0005871,kinesin complex,29,0,0.21,1,1
GO:0005874,microtubule,124,0,0.9,1,1
GO:0005875,microtubule associated complex,104,0,0.75,1,1
GO:0005876,spindle microtubule,35,0,0.25,1,1
GO:0005881,cytoplasmic microtubule,24,0,0.17,1,1
GO:0005884,actin filament,41,0,0.3,1,1
GO:0005912,adherens junction,66,0,0.48,1,1
GO:0005925,focal adhesion,27,0,0.2,1,1
GO:0005929,cilium,155,0,1.12,1,1
GO:0005930,axoneme,49,0,0.36,1,1
GO:0008021,synaptic vesicle,68,0,0.49,1,1
GO:0008023,transcription elongation factor complex,37,0,0.27,1,1
GO:0008287,protein serine/threonine phosphatase com...,21,0,0.15,1,1
GO:0010008,endosome membrane,83,0,0.6,1,1
GO:0012506,vesicle membrane,85,0,0.62,1,1
GO:0015629,actin cytoskeleton,114,0,0.83,1,1
GO:0015630,microtubule cytoskeleton,324,0,2.35,1,1
GO:0015934,large ribosomal subunit,105,0,0.76,1,1
GO:0015935,small ribosomal subunit,76,0,0.55,1,1
GO:0016028,rhabdomere,32,0,0.23,1,1
GO:0016469,proton-transporting two-sector ATPase co...,31,0,0.22,1,1
GO:0016591,"RNA polymerase II, holoenzyme",60,0,0.44,1,1
GO:0016592,mediator complex,34,0,0.25,1,1
GO:0016604,nuclear body,70,0,0.51,1,1
GO:0016607,nuclear speck,38,0,0.28,1,1
GO:0017053,transcription repressor complex,32,0,0.23,1,1
GO:0019005,SCF ubiquitin ligase complex,39,0,0.28,1,1
GO:0019866,organelle inner membrane,214,0,1.55,1,1
GO:0019867,outer membrane,44,0,0.32,1,1
GO:0019897,extrinsic component of plasma membrane,42,0,0.3,1,1
GO:0022624,proteasome accessory complex,24,0,0.17,1,1
GO:0022625,cytosolic large ribosomal subunit,54,0,0.39,1,1
GO:0022626,cytosolic ribosome,102,0,0.74,1,1
GO:0022627,cytosolic small ribosomal subunit,46,0,0.33,1,1
GO:0030016,myofibril,67,0,0.49,1,1
GO:0030017,sarcomere,61,0,0.44,1,1
GO:0030018,Z disc,44,0,0.32,1,1
GO:0030055,cell-substrate junction,39,0,0.28,1,1
GO:0030117,membrane coat,32,0,0.23,1,1
GO:0030120,vesicle coat,28,0,0.2,1,1
GO:0030133,transport vesicle,98,0,0.71,1,1
GO:0030134,COPII-coated ER to Golgi transport vesic...,28,0,0.2,1,1
GO:0030135,coated vesicle,68,0,0.49,1,1
GO:0030136,clathrin-coated vesicle,32,0,0.23,1,1
GO:0030141,secretory granule,23,0,0.17,1,1
GO:0030173,integral component of Golgi membrane,25,0,0.18,1,1
GO:0030176,integral component of endoplasmic reticu...,65,0,0.47,1,1
GO:0030286,dynein complex,38,0,0.28,1,1
GO:0030425,dendrite,102,0,0.74,1,1
GO:0030426,growth cone,27,0,0.2,1,1
GO:0030427,site of polarized growth,28,0,0.2,1,1
GO:0030496,midbody,30,0,0.22,1,1
GO:0030532,small nuclear ribonucleoprotein complex,60,0,0.44,1,1
GO:0030658,transport vesicle membrane,41,0,0.3,1,1
GO:0030659,cytoplasmic vesicle membrane,79,0,0.57,1,1
GO:0030660,Golgi-associated vesicle membrane,28,0,0.2,1,1
GO:0030662,coated vesicle membrane,38,0,0.28,1,1
GO:0030672,synaptic vesicle membrane,20,0,0.15,1,1
GO:0030684,preribosome,70,0,0.51,1,1
GO:0030686,90S preribosome,27,0,0.2,1,1
GO:0030687,"preribosome, large subunit precursor",23,0,0.17,1,1
GO:0030863,cortical cytoskeleton,32,0,0.23,1,1
GO:0030864,cortical actin cytoskeleton,20,0,0.15,1,1
GO:0030880,RNA polymerase complex,83,0,0.6,1,1
GO:0030964,NADH dehydrogenase complex,37,0,0.27,1,1
GO:0031090,organelle membrane,905,0,6.57,1,1
GO:0031201,SNARE complex,27,0,0.2,1,1
GO:0031225,anchored component of membrane,35,0,0.25,1,1
GO:0031227,intrinsic component of endoplasmic retic...,70,0,0.51,1,1
GO:0031228,intrinsic component of Golgi membrane,27,0,0.2,1,1
GO:0031234,extrinsic component of cytoplasmic side ...,25,0,0.18,1,1
GO:0031248,protein acetyltransferase complex,72,0,0.52,1,1
GO:0031252,cell leading edge,83,0,0.6,1,1
GO:0031253,cell projection membrane,67,0,0.49,1,1
GO:0031256,leading edge membrane,54,0,0.39,1,1
GO:0031300,intrinsic component of organelle membran...,146,0,1.06,1,1
GO:0031301,integral component of organelle membrane,138,0,1,1,1
GO:0031304,intrinsic component of mitochondrial inn...,26,0,0.19,1,1
GO:0031305,integral component of mitochondrial inne...,24,0,0.17,1,1
GO:0031461,cullin-RING ubiquitin ligase complex,77,0,0.56,1,1
GO:0031514,motile cilium,31,0,0.22,1,1
GO:0031519,PcG protein complex,22,0,0.16,1,1
GO:0031594,neuromuscular junction,83,0,0.6,1,1
GO:0031672,A band,22,0,0.16,1,1
GO:0031674,I band,44,0,0.32,1,1
GO:0031902,late endosome membrane,37,0,0.27,1,1
GO:0031903,microbody membrane,23,0,0.17,1,1
GO:0031965,nuclear membrane,57,0,0.41,1,1
GO:0031966,mitochondrial membrane,260,0,1.89,1,1
GO:0031967,organelle envelope,390,0,2.83,1,1
GO:0031968,organelle outer membrane,44,0,0.32,1,1
GO:0031970,organelle envelope lumen,31,0,0.22,1,1
GO:0031975,envelope,390,0,2.83,1,1
GO:0031984,organelle subcompartment,106,0,0.77,1,1
GO:0031985,Golgi cisterna,33,0,0.24,1,1
GO:0032040,small-subunit processome,33,0,0.24,1,1
GO:0032589,neuron projection membrane,51,0,0.37,1,1
GO:0032590,dendrite membrane,34,0,0.25,1,1
GO:0032592,integral component of mitochondrial memb...,33,0,0.24,1,1
GO:0032993,protein-DNA complex,45,0,0.33,1,1
GO:0034399,nuclear periphery,35,0,0.25,1,1
GO:0034702,ion channel complex,68,0,0.49,1,1
GO:0034703,cation channel complex,46,0,0.33,1,1
GO:0034708,methyltransferase complex,50,0,0.36,1,1
GO:0035097,histone methyltransferase complex,34,0,0.25,1,1
GO:0035327,transcriptionally active chromatin,27,0,0.2,1,1
GO:0036064,ciliary basal body,31,0,0.22,1,1
GO:0036452,ESCRT complex,20,0,0.15,1,1
GO:0036477,somatodendritic compartment,178,0,1.29,1,1
GO:0042175,nuclear outer membrane-endoplasmic retic...,298,0,2.16,1,1
GO:0042734,presynaptic membrane,26,0,0.19,1,1
GO:0043025,neuronal cell body,114,0,0.83,1,1
GO:0043195,terminal bouton,59,0,0.43,1,1
GO:0043235,receptor complex,60,0,0.44,1,1
GO:0043292,contractile fiber,70,0,0.51,1,1
GO:0043596,nuclear replication fork,23,0,0.17,1,1
GO:0043679,axon terminus,62,0,0.45,1,1
GO:0044297,cell body,128,0,0.93,1,1
GO:0044306,neuron projection terminus,63,0,0.46,1,1
GO:0044391,ribosomal subunit,175,0,1.27,1,1
GO:0044815,DNA packaging complex,21,0,0.15,1,1
GO:0045169,fusome,32,0,0.23,1,1
GO:0045171,intercellular bridge,22,0,0.16,1,1
GO:0045172,germline ring canal,20,0,0.15,1,1
GO:0045178,basal part of cell,34,0,0.25,1,1
GO:0045179,apical cortex,48,0,0.35,1,1
GO:0045271,respiratory chain complex I,37,0,0.27,1,1
GO:0046540,U4/U6 x U5 tri-snRNP complex,21,0,0.15,1,1
GO:0048475,coated membrane,32,0,0.23,1,1
GO:0048786,presynaptic active zone,26,0,0.19,1,1
GO:0051233,spindle midzone,23,0,0.17,1,1
GO:0055029,nuclear DNA-directed RNA polymerase comp...,82,0,0.6,1,1
GO:0055037,recycling endosome,49,0,0.36,1,1
GO:0061174,type I terminal bouton,26,0,0.19,1,1
GO:0062023,collagen-containing extracellular matrix,31,0,0.22,1,1
GO:0062129,chitin-based extracellular matrix,30,0,0.22,1,1
GO:0070069,cytochrome complex,25,0,0.18,1,1
GO:0070382,exocytic vesicle,72,0,0.52,1,1
GO:0070469,respirasome,69,0,0.5,1,1
GO:0070603,SWI/SNF superfamily-type complex,51,0,0.37,1,1
GO:0072686,mitotic spindle,42,0,0.3,1,1
GO:0090575,RNA polymerase II transcription regulato...,88,0,0.64,1,1
GO:0097014,ciliary plasm,49,0,0.36,1,1
GO:0097447,dendritic tree,102,0,0.74,1,1
GO:0097525,spliceosomal snRNP complex,54,0,0.39,1,1
GO:0097526,spliceosomal tri-snRNP complex,25,0,0.18,1,1
GO:0098573,intrinsic component of mitochondrial mem...,36,0,0.26,1,1
GO:0098588,bounding membrane of organelle,412,0,2.99,1,1
GO:0098791,Golgi apparatus subcompartment,97,0,0.7,1,1
GO:0098793,presynapse,202,0,1.47,1,1
GO:0098798,mitochondrial protein complex,219,0,1.59,1,1
GO:0098800,inner mitochondrial membrane protein com...,105,0,0.76,1,1
GO:0098802,plasma membrane signaling receptor compl...,38,0,0.28,1,1
GO:0098803,respiratory chain complex,65,0,0.47,1,1
GO:0098852,lytic vacuole membrane,36,0,0.26,1,1
GO:0098858,actin-based cell projection,32,0,0.23,1,1
GO:0099023,vesicle tethering complex,44,0,0.32,1,1
GO:0099081,supramolecular polymer,225,0,1.63,1,1
GO:0099501,exocytic vesicle membrane,21,0,0.15,1,1
GO:0099503,secretory vesicle,90,0,0.65,1,1
GO:0099512,supramolecular fiber,223,0,1.62,1,1
GO:0099513,polymeric cytoskeletal fiber,162,0,1.18,1,1
GO:0099572,postsynaptic specialization,24,0,0.17,1,1
GO:0099738,cell cortex region,69,0,0.5,1,1
GO:0120114,Sm-like protein family complex,67,0,0.49,1,1
GO:0150034,distal axon,87,0,0.63,1,1
GO:1902493,acetyltransferase complex,72,0,0.52,1,1
GO:1902495,transmembrane transporter complex,76,0,0.55,1,1
GO:1902554,serine/threonine protein kinase complex,37,0,0.27,1,1
GO:1902562,H4 histone acetyltransferase complex,40,0,0.29,1,1
GO:1902911,protein kinase complex,45,0,0.33,1,1
GO:1903293,phosphatase complex,21,0,0.15,1,1
GO:1904115,axon cytoplasm,26,0,0.19,1,1
GO:1904949,ATPase complex,58,0,0.42,1,1
GO:1905368,peptidase complex,73,0,0.53,1,1
GO:1905369,endopeptidase complex,50,0,0.36,1,1
GO:1990351,transporter complex,86,0,0.62,1,1
