GO.ID,Term,Annotated,Significant,Expected,classicFisher,classicFisherPadj
GO:0000922,spindle pole,45,3,2.36,0.422,0.8391494252873563
GO:0036464,cytoplasmic ribonucleoprotein granule,82,5,4.3,0.43067,0.8430222346368715
GO:0000123,histone acetyltransferase complex,64,4,3.35,0.43378,0.8430222346368715
GO:0030120,vesicle coat,28,2,1.47,0.43562,0.8430222346368715
GO:0030660,Golgi-associated vesicle membrane,28,2,1.47,0.43562,0.8430222346368715
GO:0022627,cytosolic small ribosomal subunit,46,3,2.41,0.43613,0.8430222346368715
GO:0035770,ribonucleoprotein granule,83,5,4.35,0.44111,0.8479114444444444
GO:0097060,synaptic membrane,66,4,3.46,0.45739,0.8743477348066299
GO:0012506,vesicle membrane,85,5,4.45,0.46186,0.8780415384615384
GO:0030016,myofibril,67,4,3.51,0.46907,0.8815144864864866
GO:0005758,mitochondrial intermembrane space,30,2,1.57,0.47133,0.8815144864864866
GO:0005918,septate junction,30,2,1.57,0.47133,0.8815144864864866
GO:0062023,collagen-containing extracellular matrix,31,2,1.62,0.48866,0.9018115463917525
GO:0034708,methyltransferase complex,50,3,2.62,0.49121,0.9018115463917525
GO:0032991,protein-containing complex,2318,122,121.45,0.49554,0.9018115463917525
GO:0043292,contractile fiber,70,4,3.67,0.50352,0.9018115463917525
GO:0099512,supramolecular fiber,223,12,11.68,0.50524,0.9018115463917525
GO:0000792,heterochromatin,32,2,1.68,0.50564,0.9018115463917525
GO:0030117,membrane coat,32,2,1.68,0.50564,0.9018115463917525
GO:0043186,P granule,32,2,1.68,0.50564,0.9018115463917525
GO:0048475,coated membrane,32,2,1.68,0.50564,0.9018115463917525
GO:0099503,secretory vesicle,90,5,4.72,0.51264,0.9096073846153846
GO:0099081,supramolecular polymer,225,12,11.79,0.51798,0.9143932653061225
GO:0000932,P-body,34,2,1.78,0.53848,0.9409802020202019
GO:0060293,germ plasm,34,2,1.78,0.53848,0.9409802020202019
GO:0005783,endoplasmic reticulum,403,21,21.12,0.54443,0.9465968844221105
GO:0098794,postsynapse,74,4,3.88,0.54786,0.9477978
GO:0015629,actin cytoskeleton,114,6,5.97,0.55549,0.9562166169154229
GO:0031902,late endosome membrane,37,2,1.94,0.58485,0.9967669268292684
GO:0070160,tight junction,37,2,1.94,0.58485,0.9967669268292684
GO:0005819,spindle,118,6,6.18,0.58971,0.9967669268292684
GO:0031301,integral component of organelle membrane,138,7,7.23,0.59057,0.9967669268292684
GO:0030286,dynein complex,38,2,1.99,0.59953,0.9984761538461538
GO:0030662,coated vesicle membrane,38,2,1.99,0.59953,0.9984761538461538
GO:0030659,cytoplasmic vesicle membrane,79,4,4.14,0.60024,0.9984761538461538
GO:0005777,peroxisome,80,4,4.19,0.61027,1
GO:0042579,microbody,80,4,4.19,0.61027,1
GO:0031012,extracellular matrix,101,5,5.29,0.61642,1
GO:0099513,polymeric cytoskeletal fiber,162,8,8.49,0.62033,1
GO:0071013,catalytic step 2 spliceosome,123,6,6.44,0.63048,1
GO:0005874,microtubule,124,6,6.5,0.63835,1
GO:0010008,endosome membrane,83,4,4.35,0.63942,1
GO:0005875,microtubule associated complex,104,5,5.45,0.64238,1
GO:0031300,intrinsic component of organelle membran...,146,7,7.65,0.65022,1
GO:0072686,mitotic spindle,42,2,2.2,0.65431,1
GO:0005666,RNA polymerase III complex,20,1,1.05,0.65968,1
GO:0005788,endoplasmic reticulum lumen,20,1,1.05,0.65968,1
GO:0005793,endoplasmic reticulum-Golgi intermediate...,20,1,1.05,0.65968,1
GO:0005686,U2 snRNP,21,1,1.1,0.67756,1
GO:0005811,lipid droplet,21,1,1.1,0.67756,1
GO:0044815,DNA packaging complex,21,1,1.1,0.67756,1
GO:0030018,Z disc,44,2,2.31,0.67938,1
GO:0031674,I band,44,2,2.31,0.67938,1
GO:0031253,cell projection membrane,67,3,3.51,0.6899,1
GO:0045211,postsynaptic membrane,45,2,2.36,0.69136,1
GO:0008021,synaptic vesicle,68,3,3.56,0.69956,1
GO:0034703,cation channel complex,46,2,2.41,0.70296,1
GO:0000152,nuclear ubiquitin ligase complex,23,1,1.21,0.71057,1
GO:0051233,spindle midzone,23,1,1.21,0.71057,1
GO:0030684,preribosome,70,3,3.67,0.71818,1
GO:0070382,exocytic vesicle,72,3,3.77,0.73591,1
GO:0097526,spliceosomal tri-snRNP complex,25,1,1.31,0.7402,1
GO:0005798,Golgi-associated vesicle,50,2,2.62,0.74578,1
GO:0071011,precatalytic spliceosome,142,6,7.44,0.76207,1
GO:0030133,transport vesicle,98,4,5.13,0.76299,1
GO:0031201,SNARE complex,27,1,1.41,0.76681,1
GO:0016020,membrane,2693,135,141.1,0.76714,1
GO:0015935,small ribosomal subunit,76,3,3.98,0.7687,1
GO:0030134,COPII-coated ER to Golgi transport vesic...,28,1,1.47,0.77907,1
GO:0032040,small-subunit processome,33,1,1.73,0.8314,1
GO:1990351,transporter complex,86,3,4.51,0.83631,1
GO:0030017,sarcomere,61,2,3.2,0.83718,1
GO:0005765,lysosomal membrane,35,1,1.83,0.84869000000000006,1
GO:0031225,anchored component of membrane,35,1,1.83,0.84869000000000006,1
GO:0032838,plasma membrane bounded cell projection ...,89,3,4.66,0.85297,1
GO:0005684,U2-type spliceosomal complex,36,1,1.89,0.85665,1
GO:0098852,lytic vacuole membrane,36,1,1.89,0.85665,1
GO:0030176,integral component of endoplasmic reticu...,65,2,3.41,0.86227,1
GO:0005681,spliceosomal complex,187,7,9.8,0.86699,1
GO:0016607,nuclear speck,38,1,1.99,0.87136,1
GO:0034702,ion channel complex,68,2,3.56,0.87871,1
GO:0031227,intrinsic component of endoplasmic retic...,70,2,3.67,0.88865,1
GO:0005884,actin filament,41,1,2.15,0.89064,1
GO:0030658,transport vesicle membrane,41,1,2.15,0.89064,1
GO:0098805,whole membrane,269,10,14.09,0.90565,1
GO:0022626,cytosolic ribosome,102,3,5.34,0.90917,1
GO:0032993,protein-DNA complex,45,1,2.36,0.91194,1
GO:1902495,transmembrane transporter complex,76,2,3.98,0.91411,1
GO:0000502,proteasome complex,46,1,2.41,0.91659,1
GO:0031967,organelle envelope,390,15,20.43,0.92271,1
GO:0031975,envelope,390,15,20.43,0.92271,1
GO:1905369,endopeptidase complex,50,1,2.62,0.93284,1
GO:0055029,nuclear DNA-directed RNA polymerase comp...,82,2,4.3,0.93404,1
GO:0032589,neuron projection membrane,51,1,2.67,0.93639,1
GO:0000428,DNA-directed RNA polymerase complex,83,2,4.35,0.93691,1
GO:0030880,RNA polymerase complex,83,2,4.35,0.93691,1
GO:0000315,organellar large ribosomal subunit,52,1,2.72,0.93975,1
GO:0005762,mitochondrial large ribosomal subunit,52,1,2.72,0.93975,1
GO:0005813,centrosome,114,3,5.97,0.94298,1
GO:0005815,microtubule organizing center,168,5,8.8,0.94484,1
GO:0031256,leading edge membrane,54,1,2.83,0.94594,1
GO:0097525,spliceosomal snRNP complex,54,1,2.83,0.94594,1
GO:0098588,bounding membrane of organelle,412,15,21.59,0.95304,1
GO:0016591,"RNA polymerase II, holoenzyme",60,1,3.14,0.96097,1
GO:0030532,small nuclear ribonucleoprotein complex,60,1,3.14,0.96097,1
GO:0005774,vacuolar membrane,64,1,3.35,0.96859,1
GO:0005856,cytoskeleton,504,18,26.41,0.97304,1
GO:0120114,Sm-like protein family complex,67,1,3.51,0.97331,1
GO:0042175,nuclear outer membrane-endoplasmic retic...,298,9,15.61,0.97797,1
GO:1905368,peptidase complex,73,1,3.82,0.98074,1
GO:1990204,oxidoreductase complex,76,1,3.98,0.98364,1
GO:0044391,ribosomal subunit,175,4,9.17,0.98425,1
GO:0000313,organellar ribosome,80,1,4.19,0.98684,1
GO:0005761,mitochondrial ribosome,80,1,4.19,0.98684,1
GO:0005789,endoplasmic reticulum membrane,293,8,15.35,0.98852,1
GO:0019866,organelle inner membrane,214,5,11.21,0.98945,1
GO:0005840,ribosome,186,4,9.75,0.98985,1
GO:0015630,microtubule cytoskeleton,324,9,16.98,0.99025,1
GO:1990904,ribonucleoprotein complex,545,18,28.56,0.99027,1
GO:0005743,mitochondrial inner membrane,203,4,10.64,0.99495,1
GO:0031090,organelle membrane,905,32,47.42,0.99614,1
GO:0015934,large ribosomal subunit,105,1,5.5,0.99664,1
GO:0098800,inner mitochondrial membrane protein com...,105,1,5.5,0.99664,1
GO:0005740,mitochondrial envelope,277,6,14.51,0.99716,1
GO:0016021,integral component of membrane,1857,75,97.3,0.99777,1
GO:0031224,intrinsic component of membrane,1884,76,98.71,0.99802,1
GO:0031966,mitochondrial membrane,260,5,13.62,0.9983,1
GO:0005759,mitochondrial matrix,171,2,8.96,0.99904,1
GO:0098798,mitochondrial protein complex,219,3,11.47,0.99943,1
GO:0005929,cilium,155,1,8.12,0.99978,1
GO:0005739,mitochondrion,702,17,36.78,0.99997,1
GO:0005575,cellular_component,6890,361,361,1,1
GO:0000314,organellar small ribosomal subunit,31,0,1.62,1,1
GO:0005657,replication fork,35,0,1.83,1,1
GO:0005669,transcription factor TFIID complex,22,0,1.15,1,1
GO:0005741,mitochondrial outer membrane,41,0,2.15,1,1
GO:0005746,mitochondrial respirasome,63,0,3.3,1,1
GO:0005747,mitochondrial respiratory chain complex ...,37,0,1.94,1,1
GO:0005763,mitochondrial small ribosomal subunit,31,0,1.62,1,1
GO:0005778,peroxisomal membrane,23,0,1.21,1,1
GO:0005814,centriole,35,0,1.83,1,1
GO:0005838,proteasome regulatory particle,23,0,1.21,1,1
GO:0005858,axonemal dynein complex,23,0,1.21,1,1
GO:0005871,kinesin complex,29,0,1.52,1,1
GO:0005930,axoneme,49,0,2.57,1,1
GO:0016469,proton-transporting two-sector ATPase co...,31,0,1.62,1,1
GO:0019867,outer membrane,44,0,2.31,1,1
GO:0022624,proteasome accessory complex,24,0,1.26,1,1
GO:0022625,cytosolic large ribosomal subunit,54,0,2.83,1,1
GO:0030672,synaptic vesicle membrane,20,0,1.05,1,1
GO:0030863,cortical cytoskeleton,32,0,1.68,1,1
GO:0030864,cortical actin cytoskeleton,20,0,1.05,1,1
GO:0030964,NADH dehydrogenase complex,37,0,1.94,1,1
GO:0031514,motile cilium,31,0,1.62,1,1
GO:0031672,A band,22,0,1.15,1,1
GO:0031903,microbody membrane,23,0,1.21,1,1
GO:0031968,organelle outer membrane,44,0,2.31,1,1
GO:0032590,dendrite membrane,34,0,1.78,1,1
GO:0036064,ciliary basal body,31,0,1.62,1,1
GO:0036452,ESCRT complex,20,0,1.05,1,1
GO:0043596,nuclear replication fork,23,0,1.21,1,1
GO:0045271,respiratory chain complex I,37,0,1.94,1,1
GO:0046540,U4/U6 x U5 tri-snRNP complex,21,0,1.1,1,1
GO:0048786,presynaptic active zone,26,0,1.36,1,1
GO:0062129,chitin-based extracellular matrix,30,0,1.57,1,1
GO:0070069,cytochrome complex,25,0,1.31,1,1
GO:0070469,respirasome,69,0,3.62,1,1
GO:0097014,ciliary plasm,49,0,2.57,1,1
GO:0098803,respiratory chain complex,65,0,3.41,1,1
GO:0099501,exocytic vesicle membrane,21,0,1.1,1,1
GO:0099572,postsynaptic specialization,24,0,1.26,1,1
GO:1902555,endoribonuclease complex,25,0,1.31,1,1
GO:1905348,endonuclease complex,27,0,1.41,1,1
