HOG	OG	Gene Tree Parent Clade	Acyrthosiphon_pisum	Aedes_aegypti	Anopheles_gambiae	Apis_mellifera	Bombus_terrestris	Bombyx_mori	Ceratina_calcarata	Drosophila_melanogaster	Dufourea_novaeangliae	Eufriesea_mexicana	Habropoda_laboriosa	Megachile_rotundata	Megalopta_genalis	Nasonia_vitripennis	Nomia_melanderi	Osmia_bicornis	Osmia_lignaria	Polistes_dominula	Solenopsis_invicta	Tribolium_castaneum	Vespa_mandarinia
N9.HOG0000035	OG0000003	n223																					XP_035742199.1
N9.HOG0000036	OG0000003	n243																					XP_035731232.1
N9.HOG0000037	OG0000003	n287																		XP_015187531.1			
N9.HOG0000038	OG0000004	n17																		XP_015171020.1			
N9.HOG0000039	OG0000004	n27																		XP_015190455.1			XP_035731243.1, XP_035731251.1
N9.HOG0000040	OG0000004	n39																		XP_015189742.1			
N9.HOG0000041	OG0000004	n41																		XP_015189577.1			
N9.HOG0000042	OG0000004	n42																		XP_015189652.1			XP_035731236.1, XP_035737767.1, XP_035737738.1, XP_035725544.1
N9.HOG0000043	OG0000004	n56																		XP_015189661.1			
N9.HOG0000044	OG0000004	n57																		XP_015189546.1			XP_035728425.1
N9.HOG0000045	OG0000004	n68																		XP_015189180.1			
N9.HOG0000046	OG0000004	n72																		XP_015189178.1			XP_035735035.1, XP_035734136.1
N9.HOG0000047	OG0000004	n75																					XP_035734899.1
N9.HOG0000048	OG0000004	n78																		XP_015187797.1			XP_035744268.1
N9.HOG0000049	OG0000004	n84																		XP_015177516.1			
N9.HOG0000050	OG0000004	n111																		XP_015176563.1, XP_015189937.1, XP_015177623.1			
N9.HOG0000051	OG0000004	n118																		XP_015189681.1, XP_015175257.1			
N9.HOG0000052	OG0000004	n127																		XP_015175256.1, XP_015185948.1			
N9.HOG0000053	OG0000004	n139																		XP_015171070.1			
N9.HOG0000054	OG0000004	n189																					XP_035737763.1
N9.HOG0000055	OG0000004	n219																		XP_015189732.1, XP_015175258.1, XP_015185810.1			XP_035737762.1
N9.HOG0000056	OG0000004	n229																		XP_015180955.1			
N9.HOG0000057	OG0000004	n239																		XP_015189729.1, XP_015189948.1, XP_015189979.1			
N9.HOG0000058	OG0000004	n266																		XP_015180194.1			XP_035742402.1
N9.HOG0000059	OG0000004	n272																		XP_015189887.1			
N9.HOG0000060	OG0000004	n275																		XP_015189689.1			XP_035734902.1
N9.HOG0000061	OG0000004	n278																		XP_015185818.1			XP_035739245.1
N9.HOG0000062	OG0000004	n288																		XP_015186432.1			
N9.HOG0000063	OG0000005	n89																		XP_015187494.1			
N9.HOG0000064	OG0000005	n116																		XP_015186874.1			
N9.HOG0000065	OG0000006	n28																		XP_015180561.1			XP_035718467.1
N9.HOG0000066	OG0000006	n97																		XP_015180690.1			XP_035718471.1
N9.HOG0000067	OG0000006	n130																		XP_015180565.1			XP_035718468.1
N9.HOG0000068	OG0000006	n131																		XP_015180566.1, XP_015180564.1			XP_035718469.1, XP_035718470.1
N9.HOG0000069	OG0000006	n179																		XP_015176242.1			XP_035732062.1
N9.HOG0000070	OG0000006	n241																		XP_015184251.1			XP_035740898.1
N9.HOG0000071	OG0000008	n1																		XP_015180320.1			XP_035740079.1, XP_035736062.1, XP_035736014.1, XP_035739952.1, XP_035739953.1
N9.HOG0000072	OG0000008	n65																		XP_015182812.1			
N9.HOG0000073	OG0000008	n126																		XP_015180327.1, XP_015180328.1			XP_035736007.1
N9.HOG0000074	OG0000008	n153																		XP_015180322.1, XP_015180321.1, XP_015180323.1			XP_035736200.1, XP_035736201.1, XP_035736202.1
N9.HOG0000075	OG0000008	n184																		XP_015180324.1, XP_015180325.1			XP_035739950.1, XP_035739951.1, XP_035739948.1
N9.HOG0000076	OG0000009	n67																		XP_015177367.1			XP_035722243.1
N9.HOG0000077	OG0000009	n120																					XP_035733996.1
N9.HOG0000078	OG0000009	n142																		XP_015177306.1, XP_015177200.1			
N9.HOG0000079	OG0000009	n144																		XP_015177307.1			XP_035722232.1, XP_035722233.1
N9.HOG0000080	OG0000009	n146																		XP_015177305.1			XP_035722235.1, XP_035722241.1, XP_035722237.1, XP_035722240.1, XP_035722236.1, XP_035722238.1, XP_035722239.1
N9.HOG0000081	OG0000010	n1																		XP_015187532.1, XP_015189777.1			XP_035740256.1, XP_035736363.1, XP_035723753.1, XP_035737757.1, XP_035742633.1, XP_035724078.1, XP_035736366.1, XP_035742251.1, XP_035737492.1, XP_035742783.1, XP_035737758.1, XP_035740321.1, XP_035737495.1, XP_035723442.1, XP_035742250.1
N9.HOG0000082	OG0000010	n40																					XP_035742748.1, XP_035725549.1, XP_035737761.1
N9.HOG0000083	OG0000010	n47																					XP_035740330.1, XP_035741893.1, XP_035731225.1, XP_035742782.1, XP_035739222.1
N9.HOG0000084	OG0000011	n2																		XP_015183884.1			XP_035728386.1
N9.HOG0000085	OG0000011	n177																		XP_015180925.1			XP_035728332.1
N9.HOG0000086	OG0000011	n181																		XP_015183883.1			XP_035728388.1, XP_035728331.1
N9.HOG0000087	OG0000011	n183																		XP_015183802.1			XP_035728389.1
N9.HOG0000088	OG0000012	n2																					XP_035733658.1
N9.HOG0000089	OG0000012	n45																		XP_015181488.1			
N9.HOG0000090	OG0000012	n63																		XP_015181463.1			XP_035729179.1
N9.HOG0000091	OG0000012	n147																		XP_015184231.1			XP_035731128.1
N9.HOG0000092	OG0000012	n162																		XP_015181630.1			
N9.HOG0000093	OG0000012	n187																		XP_015184244.1			XP_035731058.1, XP_035731059.1
N9.HOG0000094	OG0000013	n34																					XP_035732971.1
N9.HOG0000095	OG0000013	n165																					XP_035732323.1
N9.HOG0000096	OG0000013	n179																					XP_035732322.1
N9.HOG0000097	OG0000013	n181																					XP_035732328.1
N9.HOG0000098	OG0000014	n7																					XP_035740842.1
N9.HOG0000099	OG0000014	n54																		XP_015177523.1			XP_035717855.1, XP_035725913.1, XP_035733113.1, XP_035733114.1, XP_035733115.1, XP_035735278.1
N9.HOG0000100	OG0000015	n4																		XP_015171967.1			
N9.HOG0000101	OG0000015	n23																		XP_015175981.1			
N9.HOG0000102	OG0000015	n30																		XP_015189929.1			
N9.HOG0000103	OG0000015	n35																		XP_015189382.1			
N9.HOG0000104	OG0000015	n47																		XP_015189381.1			
N9.HOG0000105	OG0000015	n125																		XP_015189315.1			
N9.HOG0000106	OG0000015	n131																		XP_015185694.1			
N9.HOG0000107	OG0000015	n146																		XP_015189530.1			
N9.HOG0000108	OG0000015	n147																		XP_015189839.1			
N9.HOG0000109	OG0000015	n156																		XP_015189716.1			
N9.HOG0000110	OG0000015	n161																		XP_015189914.1			
N9.HOG0000111	OG0000015	n184																		XP_015189880.1, XP_015189840.1			
N9.HOG0000112	OG0000015	n191																		XP_015189385.1			
N9.HOG0000113	OG0000016	n13																		XP_015189959.1			
N9.HOG0000114	OG0000016	n20																		XP_015184181.1, XP_015189904.1, XP_015182291.1, XP_015176614.1, XP_015189259.1, XP_015184966.1, XP_015171454.1, XP_015189561.1			
N9.HOG0000115	OG0000016	n61																		XP_015190988.1, XP_015189498.1, XP_015189980.1, XP_015189915.1			
N9.HOG0000116	OG0000016	n165																					XP_035733837.1
N9.HOG0000117	OG0000017	n3																		XP_015172927.1, XP_015172893.1, XP_015172912.1, XP_015172903.1, XP_015172883.1			XP_035722701.1
N9.HOG0000118	OG0000017	n81																		XP_015180943.1, XP_015180944.1			
N9.HOG0000119	OG0000017	n170																		XP_015183882.1			
N9.HOG0000120	OG0000017	n172																		XP_015180945.1			
N9.HOG0000121	OG0000018	n15																		XP_015184408.1			XP_035730877.1
N9.HOG0000122	OG0000018	n103																		XP_015186827.1			XP_035718019.1
N9.HOG0000123	OG0000018	n144																		XP_015186828.1			XP_035718148.1
N9.HOG0000124	OG0000018	n162																		XP_015175602.1			XP_035735080.1
N9.HOG0000125	OG0000019	n34																		XP_015184618.1, XP_015184619.1			XP_035725561.1
N9.HOG0000126	OG0000019	n38																		XP_015189804.1, XP_015189805.1			XP_035725574.1, XP_035725576.1
N9.HOG0000127	OG0000019	n115																		XP_015172147.1			XP_035720602.1
N9.HOG0000128	OG0000019	n145																		XP_015182221.1, XP_015189673.1			XP_035726985.1
N9.HOG0000129	OG0000020	n4																		XP_015172633.1			XP_035723591.1
N9.HOG0000130	OG0000020	n21																		XP_015183576.1			XP_035725275.1
N9.HOG0000131	OG0000020	n34																		XP_015183590.1			
N9.HOG0000132	OG0000020	n74																		XP_015171445.1			XP_035728836.1
N9.HOG0000133	OG0000020	n113																					XP_035730287.1, XP_035730285.1, XP_035730286.1, XP_035730288.1, XP_035730289.1
N9.HOG0000134	OG0000020	n118																		XP_015183950.1, XP_015183951.1, XP_015183952.1			
N9.HOG0000135	OG0000020	n146																		XP_015184365.1			
N9.HOG0000136	OG0000020	n157																		XP_015181633.1			
N9.HOG0000137	OG0000021	n2																		XP_015183660.1, XP_015183652.1, XP_015183642.1, XP_015183675.1, XP_015183668.1			XP_035729141.1
N9.HOG0000138	OG0000021	n40																		XP_015184436.1			XP_035721174.1, XP_035721172.1, XP_035721170.1, XP_035721169.1, XP_035721173.1
N9.HOG0000139	OG0000021	n61																		XP_015190080.1			XP_035723530.1
N9.HOG0000140	OG0000021	n110																		XP_015188837.1			XP_035723165.1, XP_035723164.1
N9.HOG0000141	OG0000021	n121																		XP_015184407.1			
N9.HOG0000142	OG0000021	n131																					XP_035743843.1, XP_035743842.1
N9.HOG0000143	OG0000021	n145																		XP_015183774.1, XP_015183791.1, XP_015183783.1			XP_035729144.1
N9.HOG0000144	OG0000022	n2																		XP_015174052.1			XP_035725916.1
N9.HOG0000145	OG0000022	n39																					XP_035725918.1, XP_035725921.1, XP_035725917.1, XP_035725920.1
N9.HOG0000146	OG0000022	n46																		XP_015173497.1			XP_035721830.1
N9.HOG0000147	OG0000022	n91																					XP_035735991.1, XP_035732965.1
N9.HOG0000148	OG0000022	n106																		XP_015179778.1			
N9.HOG0000149	OG0000023	n1																					XP_035735990.1
N9.HOG0000150	OG0000023	n20																					XP_035725923.1
N9.HOG0000151	OG0000023	n63																		XP_015177524.1, XP_015173448.1			XP_035735383.1
N9.HOG0000152	OG0000023	n69																					XP_035735257.1, XP_035725926.1, XP_035725925.1, XP_035725924.1, XP_035725922.1
N9.HOG0000153	OG0000023	n108																		XP_015181269.1			XP_035740848.1
N9.HOG0000154	OG0000024	n3																		XP_015188584.1, XP_015188403.1, XP_015171793.1			XP_035742194.1
N9.HOG0000155	OG0000024	n39																		XP_015182123.1			XP_035728675.1, XP_035728676.1, XP_035728677.1
N9.HOG0000156	OG0000024	n76																		XP_015181825.1			XP_035738183.1
N9.HOG0000157	OG0000024	n91																		XP_015181175.1, XP_015181294.1, XP_015189755.1			XP_035720575.1, XP_035720354.1, XP_035720356.1, XP_035720355.1, XP_035720353.1
N9.HOG0000158	OG0000024	n156																		XP_015181824.1			XP_035738182.1
N9.HOG0000159	OG0000025	n5																					XP_035724083.1
N9.HOG0000160	OG0000025	n6																					XP_035742376.1, XP_035742379.1, XP_035739240.1, XP_035725547.1, XP_035740254.1
N9.HOG0000161	OG0000025	n12																					XP_035721994.1, XP_035734900.1, XP_035742201.1, XP_035742934.1
N9.HOG0000162	OG0000025	n17																		XP_015189686.1			XP_035731230.1, XP_035723148.1, XP_035733844.1, XP_035727538.1, XP_035737739.1
N9.HOG0000163	OG0000025	n33																		XP_015181327.1, XP_015185986.1			
N9.HOG0000164	OG0000025	n37																					XP_035739241.1
N9.HOG0000165	OG0000025	n49																					XP_035737755.1, XP_035743605.1, XP_035739225.1, XP_035739229.1, XP_035739232.1, XP_035733116.1, XP_035739230.1
N9.HOG0000166	OG0000025	n57																					XP_035725550.1, XP_035742750.1, XP_035737760.1
N9.HOG0000167	OG0000025	n80																					XP_035733466.1, XP_035719463.1
N9.HOG0000168	OG0000025	n86																		XP_015189019.1			XP_035744177.1, XP_035744179.1, XP_035744180.1, XP_035744178.1
N9.HOG0000169	OG0000025	n107																					XP_035723709.1
N9.HOG0000170	OG0000025	n122																					XP_035720610.1
N9.HOG0000171	OG0000025	n129																		XP_015189801.1, XP_015189769.1			
N9.HOG0000172	OG0000025	n132																		XP_015189308.1			XP_035720880.1, XP_035742374.1, XP_035725548.1, XP_035737742.1
N9.HOG0000173	OG0000025	n144																		XP_015176372.1, XP_015189823.1			XP_035734903.1, XP_035723523.1
N9.HOG0000174	OG0000025	n148																					XP_035727341.1
N9.HOG0000175	OG0000025	n156																					XP_035720907.1
N9.HOG0000176	OG0000025	n161																					XP_035737500.1
N9.HOG0000177	OG0000025	n162																					XP_035727797.1, XP_035740328.1
N9.HOG0000178	OG0000026	n1																		XP_015181461.1, XP_015181460.1			XP_035728457.1
N9.HOG0000179	OG0000026	n23																		XP_015187707.1, XP_015187708.1, XP_015187709.1, XP_015187706.1			XP_035718093.1, XP_035718094.1
N9.HOG0000180	OG0000026	n65																		XP_015174903.1			
N9.HOG0000181	OG0000026	n118																		XP_015191534.1			
N9.HOG0000182	OG0000026	n134																		XP_015187302.1			
N9.HOG0000183	OG0000027	n24																					XP_035732973.1, XP_035725930.1
N9.HOG0000184	OG0000027	n111																		XP_015190876.1			
N9.HOG0000185	OG0000027	n124																		XP_015177662.1			XP_035725928.1
N9.HOG0000186	OG0000027	n149																					XP_035725929.1
N9.HOG0000187	OG0000027	n153																		XP_015172645.1			
N9.HOG0000188	OG0000028	n18																		XP_015180764.1, XP_015189418.1, XP_015189902.1			
N9.HOG0000189	OG0000029	n50																		XP_015172519.1, XP_015172507.1			XP_035732363.1, XP_035732348.1
N9.HOG0000190	OG0000029	n98																		XP_015185507.1			XP_035737588.1
N9.HOG0000191	OG0000029	n138																		XP_015172137.1			XP_035732367.1, XP_035732349.1
N9.HOG0000192	OG0000030	n13																		XP_015180792.1, XP_015180789.1			XP_035739081.1
N9.HOG0000193	OG0000030	n15																		XP_015172637.1			XP_035741463.1, XP_035741476.1, XP_035742381.1, XP_035742412.1, XP_035741466.1
N9.HOG0000194	OG0000030	n44																		XP_015180794.1			
N9.HOG0000195	OG0000030	n72																		XP_015187915.1, XP_015185971.1, XP_015185973.1, XP_015185974.1, XP_015185972.1, XP_015189947.1, XP_015189898.1, XP_015186637.1, XP_015189768.1, XP_015189842.1, XP_015186005.1, XP_015189795.1, XP_015189846.1, XP_015177899.1, XP_015186006.1, XP_015189579.1, XP_015189757.1, XP_015189580.1, XP_015189727.1, XP_015189305.1, XP_015189905.1, XP_015189578.1			XP_035723581.1
N9.HOG0000196	OG0000030	n95																		XP_015186638.1			
N9.HOG0000197	OG0000032	n2																		XP_015190440.1			XP_035723151.1
N9.HOG0000198	OG0000032	n34																		XP_015184211.1			
N9.HOG0000199	OG0000032	n44																		XP_015191817.1			XP_035735826.1
N9.HOG0000200	OG0000032	n94																		XP_015190537.1			
N9.HOG0000201	OG0000032	n126																		XP_015182537.1, XP_015182533.1			XP_035730167.1
N9.HOG0000202	OG0000034	n1																		XP_015189438.1			XP_035720594.1
N9.HOG0000203	OG0000034	n17																		XP_015171079.1, XP_015171022.1			XP_035719158.1
N9.HOG0000204	OG0000034	n31																		XP_015172910.1			XP_035728850.1, XP_035728849.1, XP_035728545.1, XP_035730148.1, XP_035736841.1
N9.HOG0000205	OG0000034	n37																		XP_015185288.1			XP_035741912.1, XP_035741914.1
N9.HOG0000206	OG0000035	n2																		XP_015172482.1			XP_035731371.1
N9.HOG0000207	OG0000036	n2																		XP_015175819.1			XP_035729806.1, XP_035742752.1
N9.HOG0000208	OG0000036	n106																		XP_015174610.1			XP_035729817.1
N9.HOG0000209	OG0000036	n119																		XP_015174768.1			XP_035729794.1
N9.HOG0000210	OG0000037	n1																		XP_015184679.1			XP_035725074.1
N9.HOG0000211	OG0000038	n5																		XP_015179362.1			XP_035735002.1
N9.HOG0000212	OG0000038	n8																		XP_015179360.1			XP_035735001.1, XP_035735000.1
N9.HOG0000213	OG0000038	n61																		XP_015179091.1			XP_035739586.1
N9.HOG0000214	OG0000038	n86																		XP_015185565.1			XP_035727166.1
N9.HOG0000215	OG0000038	n106																		XP_015184119.1			XP_035733817.1
N9.HOG0000216	OG0000038	n137																		XP_015179361.1			XP_035734959.1
N9.HOG0000217	OG0000039	n24																		XP_015189306.1, XP_015189985.1			XP_035742491.1, XP_035738048.1, XP_035739234.1, XP_035741853.1, XP_035742781.1, XP_035742675.1, XP_035742780.1
N9.HOG0000218	OG0000039	n89																		XP_015189936.1			
N9.HOG0000219	OG0000040	n6																		XP_015176238.1			XP_035729456.1
N9.HOG0000220	OG0000040	n18																		XP_015176239.1			XP_035729457.1
N9.HOG0000221	OG0000040	n42																		XP_015175500.1			XP_035742485.1
N9.HOG0000222	OG0000040	n92																		XP_015186212.1			XP_035725216.1
N9.HOG0000223	OG0000041	n14																		XP_015182472.1			
N9.HOG0000224	OG0000041	n67																		XP_015179142.1			XP_035742719.1
N9.HOG0000225	OG0000041	n84																		XP_015179139.1, XP_015179141.1			XP_035742718.1, XP_035742717.1
N9.HOG0000226	OG0000042	n1																		XP_015186594.1, XP_015186595.1, XP_015186596.1, XP_015189781.1, XP_015189581.1, XP_015189834.1, XP_015171566.1, XP_015171565.1, XP_015171564.1, XP_015171563.1, XP_015171562.1			XP_035732212.1
N9.HOG0000227	OG0000042	n87																		XP_015171717.1, XP_015171718.1, XP_015171719.1			
N9.HOG0000228	OG0000043	n12																		XP_015177490.1, XP_015177491.1			XP_035731122.1
N9.HOG0000229	OG0000043	n55																		XP_015187201.1			
N9.HOG0000230	OG0000043	n73																		XP_015180729.1			XP_035718657.1
N9.HOG0000231	OG0000044	n5																		XP_015184594.1			XP_035717273.1
N9.HOG0000232	OG0000044	n20																					XP_035744089.1, XP_035744088.1
N9.HOG0000233	OG0000044	n84																		XP_015184599.1			
N9.HOG0000234	OG0000045	n42																		XP_015183311.1, XP_015183284.1			XP_035720478.1, XP_035720481.1, XP_035720479.1
N9.HOG0000235	OG0000045	n62																		XP_015173221.1			XP_035731034.1, XP_035731019.1
N9.HOG0000236	OG0000045	n80																		XP_015183312.1			XP_035720482.1
N9.HOG0000237	OG0000045	n98																		XP_015172085.1			XP_035742841.1
N9.HOG0000238	OG0000046	n1																		XP_015179269.1			XP_035742705.1
N9.HOG0000239	OG0000046	n42																		XP_015189296.1			XP_035722173.1
N9.HOG0000240	OG0000046	n78																		XP_015177712.1			XP_035734549.1
N9.HOG0000241	OG0000046	n93																		XP_015174688.1, XP_015174687.1			XP_035728851.1, XP_035728840.1
N9.HOG0000242	OG0000047	n13																		XP_015181292.1, XP_015182538.1			
N9.HOG0000243	OG0000047	n42																		XP_015189429.1, XP_015189816.1, XP_015189433.1			
N9.HOG0000244	OG0000048	n1																					XP_035728121.1
N9.HOG0000245	OG0000048	n42																		XP_015178594.1			
N9.HOG0000246	OG0000048	n54																		XP_015178617.1			XP_035728382.1
N9.HOG0000247	OG0000048	n75																		XP_015178621.1			
N9.HOG0000248	OG0000048	n79																		XP_015178591.1			
N9.HOG0000249	OG0000048	n89																		XP_015178587.1			XP_035728120.1
N9.HOG0000250	OG0000048	n92																		XP_015178618.1			
N9.HOG0000251	OG0000048	n98																		XP_015178612.1			
N9.HOG0000252	OG0000048	n99																		XP_015178590.1			
N9.HOG0000253	OG0000048	n103																		XP_015178619.1			
N9.HOG0000254	OG0000048	n117																		XP_015178620.1			
N9.HOG0000255	OG0000048	n120																		XP_015178616.1			
N9.HOG0000256	OG0000048	n124																		XP_015178592.1			
N9.HOG0000257	OG0000050	n4																		XP_015187332.1, XP_015175623.1			XP_035737134.1, XP_035737133.1, XP_035737132.1, XP_035737155.1, XP_035737128.1
N9.HOG0000258	OG0000050	n39																					XP_035718383.1
N9.HOG0000259	OG0000051	n49																		XP_015188887.1			
N9.HOG0000260	OG0000052	n13																		XP_015186733.1			XP_035730522.1
N9.HOG0000261	OG0000052	n25																					XP_035729830.1, XP_035729829.1, XP_035729805.1
N9.HOG0000262	OG0000052	n63																					XP_035743009.1, XP_035743008.1
N9.HOG0000263	OG0000052	n108																		XP_015175045.1			
N9.HOG0000264	OG0000053	n72																		XP_015179305.1			XP_035742059.1, XP_035740273.1
N9.HOG0000265	OG0000053	n79																		XP_015189792.1, XP_015186004.1			
N9.HOG0000266	OG0000053	n85																					XP_035741492.1
N9.HOG0000267	OG0000053	n87																					XP_035735020.1
N9.HOG0000268	OG0000053	n91																					XP_035737765.1, XP_035725546.1
N9.HOG0000269	OG0000053	n110																					XP_035739246.1
N9.HOG0000270	OG0000054	n10																		XP_015175390.1			XP_035724338.1
N9.HOG0000271	OG0000054	n29																		XP_015175295.1, XP_015175296.1, XP_015175389.1			XP_035724099.1, XP_035724441.1
N9.HOG0000272	OG0000055	n1																		XP_015171080.1			XP_035726348.1, XP_035726347.1
N9.HOG0000273	OG0000055	n39																		XP_015176664.1			XP_035720014.1
N9.HOG0000274	OG0000055	n86																		XP_015173765.1, XP_015173767.1			
N9.HOG0000275	OG0000056	n4																		XP_015176704.1			XP_035726130.1
N9.HOG0000276	OG0000056	n18																		XP_015178312.1			XP_035718477.1
N9.HOG0000277	OG0000056	n36																		XP_015175416.1			XP_035728622.1
N9.HOG0000278	OG0000056	n60																		XP_015181793.1			XP_035733992.1
N9.HOG0000279	OG0000056	n76																		XP_015173622.1			XP_035741213.1
N9.HOG0000280	OG0000056	n92																		XP_015181325.1			XP_035729096.1
N9.HOG0000281	OG0000057	n2																		XP_015171970.1			XP_035734097.1
N9.HOG0000282	OG0000057	n25																		XP_015173587.1			XP_035721261.1
N9.HOG0000283	OG0000057	n41																		XP_015171878.1			XP_035734267.1, XP_035734266.1
N9.HOG0000284	OG0000057	n64																		XP_015171877.1			XP_035734264.1
N9.HOG0000285	OG0000057	n86																		XP_015171777.1			XP_035734268.1
N9.HOG0000286	OG0000058	n14																		XP_015182294.1			XP_035739545.1
N9.HOG0000287	OG0000058	n15																		XP_015182349.1, XP_015182350.1			XP_035739536.1
N9.HOG0000288	OG0000058	n17																					XP_035728639.1, XP_035728540.1, XP_035728643.1, XP_035728642.1, XP_035728641.1
N9.HOG0000289	OG0000060	n1																		XP_015185766.1, XP_015185775.1			XP_035730103.1
N9.HOG0000290	OG0000060	n35																		XP_015181080.1, XP_015181079.1			XP_035738199.1, XP_035738201.1, XP_035738202.1
N9.HOG0000291	OG0000061	n15																		XP_015178059.1			XP_035724328.1
N9.HOG0000292	OG0000061	n17																		XP_015188543.1			
N9.HOG0000293	OG0000061	n41																		XP_015177990.1			XP_035721661.1, XP_035721662.1, XP_035721660.1, XP_035721465.1
N9.HOG0000294	OG0000062	n2																		XP_015179445.1			XP_035737336.1
N9.HOG0000295	OG0000062	n34																		XP_015173092.1			XP_035728895.1
N9.HOG0000296	OG0000062	n47																		XP_015178479.1			
N9.HOG0000297	OG0000062	n60																					XP_035728894.1
N9.HOG0000298	OG0000062	n72																					XP_035728892.1
N9.HOG0000299	OG0000063	n75																		XP_015186953.1			
N9.HOG0000300	OG0000064	n15																		XP_015178584.1			XP_035728239.1
N9.HOG0000301	OG0000064	n17																		XP_015185301.1			XP_035741915.1
N9.HOG0000302	OG0000064	n18																		XP_015185287.1			XP_035741916.1, XP_035741917.1
N9.HOG0000303	OG0000064	n20																		XP_015185289.1, XP_015185300.1			
N9.HOG0000304	OG0000065	n1																		XP_015174229.1, XP_015174230.1, XP_015174227.1, XP_015174228.1, XP_015174231.1			XP_035738514.1, XP_035738515.1, XP_035738510.1, XP_035738511.1, XP_035738513.1, XP_035738516.1
N9.HOG0000305	OG0000066	n31																		XP_015189741.1, XP_015189693.1, XP_015189896.1			
N9.HOG0000306	OG0000066	n47																		XP_015176551.1			
N9.HOG0000307	OG0000066	n63																		XP_015189876.1			
N9.HOG0000308	OG0000067	n1																		XP_015179349.1			XP_035734988.1
N9.HOG0000309	OG0000067	n22																		XP_015185638.1			XP_035729269.1
N9.HOG0000310	OG0000067	n36																		XP_015180637.1			XP_035718759.1
N9.HOG0000311	OG0000067	n62																					XP_035729165.1
N9.HOG0000312	OG0000067	n75																		XP_015184670.1			XP_035729166.1
N9.HOG0000313	OG0000067	n84																		XP_015182629.1			XP_035724654.1
N9.HOG0000314	OG0000069	n10																		XP_015175625.1			XP_035737423.1
