HOG	OG	Gene Tree Parent Clade	Acyrthosiphon_pisum	Aedes_aegypti	Anopheles_gambiae	Apis_mellifera	Bombus_terrestris	Bombyx_mori	Ceratina_calcarata	Drosophila_melanogaster	Dufourea_novaeangliae	Eufriesea_mexicana	Habropoda_laboriosa	Megachile_rotundata	Megalopta_genalis	Nasonia_vitripennis	Nomia_melanderi	Osmia_bicornis	Osmia_lignaria	Polistes_dominula	Solenopsis_invicta	Tribolium_castaneum	Vespa_mandarinia
N19.HOG0000048	OG0000004	n68					XP_003399806.1																
N19.HOG0000049	OG0000004	n78					XP_003396672.1																
N19.HOG0000050	OG0000004	n118					XP_012175515.1																
N19.HOG0000051	OG0000004	n229					XP_020721352.1																
N19.HOG0000052	OG0000004	n230					XP_012173923.2																
N19.HOG0000053	OG0000004	n255					XP_020723502.1, XP_020723507.1, XP_020723504.1, XP_020723503.1, XP_020723506.1, XP_020723505.1, XP_020723508.1, XP_020723509.1, XP_020723510.1																
N19.HOG0000054	OG0000004	n266				XP_006572180.1	XP_020724024.1																
N19.HOG0000055	OG0000005	n49				XP_006558866.1, XP_016768598.1	XP_020719947.1																
N19.HOG0000056	OG0000005	n154					XP_012174537.1, XP_012173838.1, XP_003402808.1, XP_012173837.1, XP_012175341.1																
N19.HOG0000057	OG0000005	n199					XP_012174272.1																
N19.HOG0000058	OG0000005	n203					XP_012171355.1																
N19.HOG0000059	OG0000006	n23					XP_020721870.1																
N19.HOG0000060	OG0000006	n26					XP_020721956.1																
N19.HOG0000061	OG0000006	n28				XP_016771362.2	XP_020721955.1																
N19.HOG0000062	OG0000006	n73					XP_012171125.2, XP_012174398.2, XP_020721957.1, XP_020721867.1, XP_020721866.1																
N19.HOG0000063	OG0000006	n80				XP_016771361.2																	
N19.HOG0000064	OG0000006	n86				XP_026300642.1, XP_016771366.1																	
N19.HOG0000065	OG0000006	n151				XP_026300578.1																	
N19.HOG0000066	OG0000006	n153				XP_026300644.1, XP_026300643.1																	
N19.HOG0000067	OG0000006	n241				XP_003250826.2	XP_012174904.1																
N19.HOG0000068	OG0000008	n1				XP_006565046.2	XP_012168744.1																
N19.HOG0000069	OG0000008	n29				XP_026301320.1																	
N19.HOG0000070	OG0000008	n65				XP_396549.3																	
N19.HOG0000071	OG0000008	n87				XP_394219.3																	
N19.HOG0000072	OG0000008	n126					XP_012168771.1																
N19.HOG0000073	OG0000008	n153				XP_003250567.1	XP_003398745.1																
N19.HOG0000074	OG0000008	n184				XP_016769477.1	XP_003402021.1, XP_012173573.1, XP_003402067.2, XP_003402064.1, XP_012173606.2, XP_003403320.2, XP_012176687.1, XP_012176691.1, XP_003394740.1, XP_020718362.1, XP_020718363.1, XP_020718364.1, XP_020718365.1, XP_012176686.1, XP_012176685.1, XP_012176683.1, XP_003394739.1, XP_012176688.1, XP_012176689.1, XP_012176690.1, XP_020721002.1																
N19.HOG0000075	OG0000009	n96				XP_006562365.2	XP_003393388.3																
N19.HOG0000076	OG0000009	n154				XP_006562363.1, XP_006562364.1, XP_392000.1	XP_003393376.1, XP_003393377.1																
N19.HOG0000077	OG0000009	n185					XP_020723850.1																
N19.HOG0000078	OG0000009	n189					XP_003393379.1																
N19.HOG0000079	OG0000009	n209				XP_026300962.1																	
N19.HOG0000080	OG0000010	n123					XP_012174385.1, XP_020723418.1																
N19.HOG0000081	OG0000010	n125					XP_012174846.1																
N19.HOG0000082	OG0000010	n127					XP_020723306.1																
N19.HOG0000083	OG0000010	n139					XP_012171989.1, XP_012174697.1, XP_012174259.1																
N19.HOG0000084	OG0000010	n166					XP_020723262.1, XP_012173833.1																
N19.HOG0000085	OG0000010	n178					XP_012174211.1																
N19.HOG0000086	OG0000011	n10				XP_026300256.1, XP_026300257.1, XP_016771071.1	XP_020722449.1, XP_003402395.2																
N19.HOG0000087	OG0000011	n30				XP_026300224.1, XP_026300227.1																	
N19.HOG0000088	OG0000011	n41				XP_026300228.1	XP_020722450.1																
N19.HOG0000089	OG0000011	n43					XP_020722451.1																
N19.HOG0000090	OG0000011	n62				XP_001120948.1																	
N19.HOG0000091	OG0000011	n67				XP_003249278.2	XP_003401503.2																
N19.HOG0000092	OG0000011	n157				XP_016771075.1	XP_020722621.1																
N19.HOG0000093	OG0000011	n159				XP_003249229.1	XP_003401565.2, XP_020720720.1																
N19.HOG0000094	OG0000011	n190				XP_006558389.2, XP_003249267.2, XP_003249268.2, XP_026300226.1, XP_026300229.1, XP_026300225.1																	
N19.HOG0000095	OG0000011	n198					XP_020722622.1																
N19.HOG0000096	OG0000011	n199					XP_003403388.2, XP_003403340.1																
N19.HOG0000097	OG0000012	n2				XP_026298215.1																	
N19.HOG0000098	OG0000012	n45					XP_003402915.1																
N19.HOG0000099	OG0000012	n63				XP_026297101.1, XP_026297165.1	XP_020723675.1																
N19.HOG0000100	OG0000012	n85				XP_016768428.1	XP_003402916.2																
N19.HOG0000101	OG0000012	n147				XP_026301256.1	XP_003401050.2																
N19.HOG0000102	OG0000012	n162				XP_026301257.1																	
N19.HOG0000103	OG0000012	n187				XP_016772201.1, XP_016772200.1	XP_003401048.1																
N19.HOG0000104	OG0000013	n34				XP_001120132.1	XP_003392965.1, XP_003392969.1																
N19.HOG0000105	OG0000013	n165				XP_624499.1																	
N19.HOG0000106	OG0000013	n183					XP_003400771.1, XP_003400772.1																
N19.HOG0000107	OG0000013	n184					XP_003400767.1																
N19.HOG0000108	OG0000014	n34				XP_003251627.1	XP_012175524.1																
N19.HOG0000109	OG0000014	n41				XP_006570861.2	XP_003393114.1																
N19.HOG0000110	OG0000016	n154					XP_020723772.1, XP_012175540.2, XP_012175517.1, XP_012175813.1																
N19.HOG0000111	OG0000017	n3					XP_012175461.1, XP_012175513.1, XP_012175528.1																
N19.HOG0000112	OG0000017	n81					XP_012172021.1, XP_012172020.1, XP_012172019.1, XP_012172018.1, XP_020722711.1, XP_012172017.1																
N19.HOG0000113	OG0000017	n157				XP_006563394.1, NP_001171499.1																	
N19.HOG0000114	OG0000017	n172					XP_012172050.1																
N19.HOG0000115	OG0000018	n15				XP_393750.5	XP_012169775.2																
N19.HOG0000116	OG0000018	n61				XP_006564136.1	XP_012164635.1, XP_012164634.1, XP_012164629.1, XP_012164630.1																
N19.HOG0000117	OG0000018	n103				XP_006566761.2, XP_026299796.1, XP_006566764.2, XP_006566762.2, XP_006566763.2	XP_012169298.1																
N19.HOG0000118	OG0000018	n144				XP_026299794.1	XP_003399081.1																
N19.HOG0000119	OG0000018	n162				XP_006563569.1																	
N19.HOG0000120	OG0000019	n11				XP_026299702.1	XP_003398973.1, XP_020721097.1, XP_020721100.1, XP_020721101.1, XP_020721098.1, XP_020721099.1																
N19.HOG0000121	OG0000019	n66				XP_394827.4	XP_003401753.1																
N19.HOG0000122	OG0000019	n145				XP_006572051.3	XP_003401949.1																
N19.HOG0000123	OG0000020	n4					XP_012167183.1																
N19.HOG0000124	OG0000020	n21				XP_006569751.2	XP_003394639.2																
N19.HOG0000125	OG0000020	n34				XP_026301504.1																	
N19.HOG0000126	OG0000020	n59					XP_012167185.1																
N19.HOG0000127	OG0000020	n74				XP_006560785.2	XP_003393559.1																
N19.HOG0000128	OG0000020	n100					XP_012164798.2																
N19.HOG0000129	OG0000020	n118					XP_003403319.2																
N19.HOG0000130	OG0000020	n134					XP_012173392.1																
N19.HOG0000131	OG0000020	n146					XP_012174530.1, XP_012170523.1																
N19.HOG0000132	OG0000020	n157				XP_026300927.1	XP_020723566.1																
N19.HOG0000133	OG0000021	n2					XP_012171597.1, XP_020722326.1, XP_003400632.1																
N19.HOG0000134	OG0000021	n40					XP_003396414.1, XP_012165450.1, XP_012165451.1																
N19.HOG0000135	OG0000021	n61					XP_012169135.1																
N19.HOG0000136	OG0000021	n110					XP_020722863.1, XP_003403430.2																
N19.HOG0000137	OG0000021	n131				XP_026299753.1																	
N19.HOG0000138	OG0000021	n145					XP_012171598.1, XP_012171599.1, XP_003400635.1																
N19.HOG0000139	OG0000022	n24				XP_001119899.1	XP_003396338.1																
N19.HOG0000140	OG0000022	n46				XP_624700.1	XP_003394856.1																
N19.HOG0000141	OG0000022	n91				XP_003251613.1																	
N19.HOG0000142	OG0000022	n153				XP_001120186.1	XP_003392968.1																
N19.HOG0000143	OG0000023	n27				XP_001120889.1																	
N19.HOG0000144	OG0000023	n81				XP_003251626.1	XP_012175550.1																
N19.HOG0000145	OG0000023	n109				XP_001120014.1, XP_003251406.1	XP_003396974.1, XP_012165320.1																
N19.HOG0000146	OG0000023	n118				XP_001122218.1																	
N19.HOG0000147	OG0000024	n4				XP_026299083.1, XP_001120613.2	XP_003402753.1																
N19.HOG0000148	OG0000024	n39				XP_016773395.2	XP_012165904.1, XP_012165907.1, XP_012165906.1																
N19.HOG0000149	OG0000024	n76					XP_003401519.1																
N19.HOG0000150	OG0000024	n156				NP_001011620.1	XP_003401520.1																
N19.HOG0000151	OG0000025	n18				XP_026301735.1, XP_026301782.1, XP_026300570.1																	
N19.HOG0000152	OG0000025	n37				XP_016772665.2, XP_006571987.1, XP_026301197.1, XP_026299470.1, XP_026295418.1, XP_026301769.1																	
N19.HOG0000153	OG0000025	n77				XP_026294993.1, XP_026295496.1																	
N19.HOG0000154	OG0000025	n80					XP_012174534.1																
N19.HOG0000155	OG0000025	n87					XP_012175225.1, XP_012175228.1, XP_003401566.2, XP_012168908.1, XP_012176696.1, XP_020718358.1																
N19.HOG0000156	OG0000026	n1				XP_392530.3																	
N19.HOG0000157	OG0000026	n23					XP_020719884.1, XP_003397076.1, XP_012166367.1, XP_012166366.1, XP_012166369.1, XP_012166368.1																
N19.HOG0000158	OG0000026	n65				XP_006557594.2																	
N19.HOG0000159	OG0000026	n82				XP_026295189.1	XP_020719195.1																
N19.HOG0000160	OG0000026	n118					XP_003402888.1																
N19.HOG0000161	OG0000026	n134				XP_003251584.1	XP_003402887.1, XP_012174757.1																
N19.HOG0000162	OG0000027	n27				XP_003251624.1	XP_003392964.1, XP_003392970.1																
N19.HOG0000163	OG0000027	n55				XP_016773376.1																	
N19.HOG0000164	OG0000027	n155					XP_003393115.1																
N19.HOG0000165	OG0000028	n20					XP_012174214.1, XP_012167645.1, XP_020723728.1																
N19.HOG0000166	OG0000028	n29					XP_012175449.1, XP_012175527.2																
N19.HOG0000167	OG0000028	n141					XP_012171988.1																
N19.HOG0000168	OG0000028	n143					XP_020723723.1																
N19.HOG0000169	OG0000029	n61				NP_001257747.1	XP_003399185.1, XP_012169459.1																
N19.HOG0000170	OG0000029	n67				NP_001257746.1																	
N19.HOG0000171	OG0000029	n98				NP_001257750.1	XP_003399852.3																
N19.HOG0000172	OG0000029	n130				NP_001257748.1	XP_020721313.1																
N19.HOG0000173	OG0000029	n138				NP_001257749.1	XP_020721315.1																
N19.HOG0000174	OG0000030	n9				NP_001177849.1, XP_006572276.1	XP_020720274.1																
N19.HOG0000175	OG0000030	n108				XP_026300187.1	XP_012170594.1, XP_003399944.1																
N19.HOG0000176	OG0000032	n2					XP_020723342.1																
N19.HOG0000177	OG0000032	n27					XP_003396103.1																
N19.HOG0000178	OG0000032	n126				XP_026298886.1	XP_003398435.1, XP_012174894.1, XP_003403021.1, XP_003398436.1, XP_003398432.1, XP_003398434.1																
N19.HOG0000179	OG0000033	n93				XP_016771932.2	XP_003400510.1, XP_012171365.1																
N19.HOG0000180	OG0000034	n67				XP_026299312.1, NP_001229915.1	XP_012169049.1, XP_012169050.1																
N19.HOG0000181	OG0000034	n111				NP_001229914.1, XP_026299613.1																	
N19.HOG0000182	OG0000034	n113					XP_012175294.2, XP_020721191.1, XP_020721239.1																
N19.HOG0000183	OG0000034	n116					XP_012169504.1																
N19.HOG0000184	OG0000034	n119				XP_016770782.1, XP_016770780.1	XP_020721189.1, XP_020721190.1																
N19.HOG0000185	OG0000034	n122				XP_016770788.1	XP_012169044.2																
N19.HOG0000186	OG0000034	n124					XP_020721192.1, XP_012169499.2																
N19.HOG0000187	OG0000035	n2				XP_392319.3	XP_003394979.1																
N19.HOG0000188	OG0000035	n135				XP_394494.5	XP_020718418.1																
N19.HOG0000189	OG0000036	n18				XP_016771997.1, XP_001120999.2	XP_003401763.1																
N19.HOG0000190	OG0000036	n50				XP_006563421.1	XP_003401255.1																
N19.HOG0000191	OG0000036	n59					XP_003401254.1																
N19.HOG0000192	OG0000036	n65				NP_001035360.1																	
N19.HOG0000193	OG0000036	n106				XP_006563422.1	XP_003401252.1																
N19.HOG0000194	OG0000036	n119				XP_001121077.2	XP_012172397.1																
N19.HOG0000195	OG0000036	n132				XP_003250085.1																	
N19.HOG0000196	OG0000036	n143					XP_012175443.1																
N19.HOG0000197	OG0000037	n1				NP_001257751.1	XP_003403001.3																
N19.HOG0000198	OG0000038	n15				XP_623220.1	XP_003396169.1																
N19.HOG0000199	OG0000038	n29				XP_006567025.1	XP_003399700.1																
N19.HOG0000200	OG0000038	n47				XP_006558759.1	XP_003394986.1, XP_020718384.1																
N19.HOG0000201	OG0000038	n61				XP_394092.3	XP_003401138.1																
N19.HOG0000202	OG0000038	n86				XP_006563567.1	XP_012172201.2																
N19.HOG0000203	OG0000038	n106				XP_026300252.1	XP_012172637.1																
N19.HOG0000204	OG0000038	n119				XP_396338.2	XP_003401157.1																
N19.HOG0000205	OG0000039	n3					XP_012174864.1																
N19.HOG0000206	OG0000039	n95					XP_012175491.1, XP_012173831.1, XP_012171920.1, XP_012169517.1, XP_020723949.1																
N19.HOG0000207	OG0000039	n122					XP_012171921.1, XP_020723189.1																
N19.HOG0000208	OG0000039	n127					XP_012173748.1																
N19.HOG0000209	OG0000040	n6				XP_026297199.1	XP_003402742.1																
N19.HOG0000210	OG0000040	n34					XP_003393536.1																
N19.HOG0000211	OG0000040	n42				XP_394370.2	XP_003393535.1																
N19.HOG0000212	OG0000040	n92					XP_012164479.1																
N19.HOG0000213	OG0000041	n6				NP_001172074.1, NP_001172075.1																	
N19.HOG0000214	OG0000041	n10					XP_003396989.1																
N19.HOG0000215	OG0000041	n25					XP_003396990.1																
N19.HOG0000216	OG0000041	n67				XP_026296530.1	XP_003394488.1																
N19.HOG0000217	OG0000041	n109				XP_003251464.1, XP_016767697.1																	
N19.HOG0000218	OG0000041	n123				XP_625015.1	XP_003399722.1																
N19.HOG0000219	OG0000042	n1				XP_026296155.1, XP_026296156.1, XP_026296157.1, XP_026296158.1, XP_006571892.1, XP_623925.2, XP_026296164.1, XP_026296165.1	NP_001272327.1, XP_012163186.1																
N19.HOG0000220	OG0000042	n87				XP_026295892.1, XP_026295893.1	NP_001267818.1																
N19.HOG0000221	OG0000043	n12				XP_016768084.1, NP_001071287.1	XP_003392868.1																
N19.HOG0000222	OG0000043	n39				NP_001011583.1	XP_003402013.1																
N19.HOG0000223	OG0000043	n55				XP_006557941.1, NP_001071282.1	XP_012173547.1																
N19.HOG0000224	OG0000044	n5				XP_006565547.1																	
N19.HOG0000225	OG0000044	n20				XP_006565544.2	XP_020723893.1, XP_012175325.1																
N19.HOG0000226	OG0000044	n84				XP_006565537.1	XP_020723251.1																
N19.HOG0000227	OG0000045	n42				NP_001035326.1	XP_003395914.2																
N19.HOG0000228	OG0000045	n62				NP_001035349.1	XP_003403314.1, XP_020719958.1, XP_003402225.2																
N19.HOG0000229	OG0000045	n80				NP_001011608.1	XP_012164669.1																
N19.HOG0000230	OG0000045	n98				XP_006564814.1, XP_026296732.1, XP_006564813.1	XP_020718668.1, XP_020718669.1, XP_020718666.1, XP_020718667.1, XP_020718665.1, XP_020718671.1, XP_020718670.1																
N19.HOG0000231	OG0000046	n1				NP_001153524.1	XP_012176148.2																
N19.HOG0000232	OG0000046	n78				NP_001153522.1	XP_003397462.1																
N19.HOG0000233	OG0000046	n93				NP_001153544.1																	
N19.HOG0000234	OG0000046	n115					XP_003396775.3																
N19.HOG0000235	OG0000048	n18					XP_020720389.1																
N19.HOG0000236	OG0000048	n42				XP_026298613.1	XP_020720387.1																
N19.HOG0000237	OG0000048	n50					XP_020720390.1																
N19.HOG0000238	OG0000048	n52					XP_012166851.1																
N19.HOG0000239	OG0000048	n60				XP_006567535.1																	
N19.HOG0000240	OG0000050	n4				XP_026299635.1, XP_392696.5	XP_003398997.1																
N19.HOG0000241	OG0000050	n39				XP_026297792.1, XP_026297793.1, XP_016768459.2, XP_026297794.1, XP_026300733.1, XP_026300653.1, NP_001128419.1, XP_006564307.1, NP_001136081.1	XP_003396910.2																
N19.HOG0000242	OG0000052	n13					XP_003397480.1																
N19.HOG0000243	OG0000052	n25				XP_624251.3	XP_003397483.1																
N19.HOG0000244	OG0000052	n108				XP_006570493.1																	
N19.HOG0000245	OG0000053	n1					XP_012169560.1																
N19.HOG0000246	OG0000053	n92					XP_020721322.1																
N19.HOG0000247	OG0000053	n106					XP_012174238.1, XP_020718269.1																
N19.HOG0000248	OG0000053	n110					XP_012169490.1																
N19.HOG0000249	OG0000054	n10				NP_001257759.1	XP_012175318.1																
N19.HOG0000250	OG0000054	n87				NP_001257754.1	XP_003402283.1, XP_003403304.1																
N19.HOG0000251	OG0000054	n97				NP_001257753.1	XP_003403303.1																
N19.HOG0000252	OG0000055	n1					XP_003401668.1, XP_020722884.1																
N19.HOG0000253	OG0000055	n39				XP_016771370.1	XP_012170773.1																
N19.HOG0000254	OG0000055	n62				XP_006562397.1	XP_020718283.1																
N19.HOG0000255	OG0000055	n86				XP_393860.4	XP_012170213.1																
N19.HOG0000256	OG0000056	n4				XP_026297251.1	XP_020723650.1																
N19.HOG0000257	OG0000056	n18					XP_020721195.1																
N19.HOG0000258	OG0000056	n36				XP_026301167.1	XP_003399457.3																
N19.HOG0000259	OG0000056	n60				XP_026297087.1	XP_020723637.1																
N19.HOG0000260	OG0000056	n86				XP_026296769.1																	
N19.HOG0000261	OG0000056	n90					XP_020718834.1																
N19.HOG0000262	OG0000056	n92				XP_026299492.1	XP_020720993.1																
N19.HOG0000263	OG0000057	n2				XP_392313.1	XP_003395180.1																
N19.HOG0000264	OG0000057	n25				XP_026300739.1	XP_003400373.1																
N19.HOG0000265	OG0000057	n41				XP_394471.1	XP_003395196.1																
N19.HOG0000266	OG0000057	n64				XP_394469.1	XP_003395170.1																
N19.HOG0000267	OG0000057	n86					XP_003395225.1																
N19.HOG0000268	OG0000058	n2				XP_026294942.1	XP_020722072.1																
N19.HOG0000269	OG0000058	n45				NP_001314879.1, XP_016766488.1, XP_026294950.1, XP_026294949.1, XP_016766484.1	XP_020723333.1, XP_012173473.1, XP_012173466.1																
N19.HOG0000270	OG0000058	n55					XP_003397834.1, XP_020720441.1																
N19.HOG0000271	OG0000058	n58				XP_026301740.1																	
N19.HOG0000272	OG0000058	n61				XP_016766491.1, XP_006557709.2																	
N19.HOG0000273	OG0000058	n64				XP_026294837.1, XP_026300513.1																	
N19.HOG0000274	OG0000058	n65					XP_003403225.1																
N19.HOG0000275	OG0000058	n67				XP_006571977.2, XP_026301741.1	XP_012164723.2, XP_020719146.1, XP_020719100.1																
N19.HOG0000276	OG0000058	n71				XP_026297763.1																	
N19.HOG0000277	OG0000058	n74					XP_020720439.1																
N19.HOG0000278	OG0000058	n79				XP_026298536.1	XP_020720438.1, XP_012167402.1																
N19.HOG0000279	OG0000060	n1				XP_006565271.2, XP_006565270.3, XP_026300076.1, XP_026300077.1, XP_016770937.2, XP_016770938.2																	
N19.HOG0000280	OG0000060	n35				NP_001180219.1, XP_006565210.1	XP_020721716.1																
N19.HOG0000281	OG0000061	n17				XP_397017.3	XP_003392898.1																
N19.HOG0000282	OG0000061	n41				XP_624322.1, XP_016773033.1	XP_020723139.1, XP_020723140.1, XP_020723141.1, XP_020723142.1																
N19.HOG0000283	OG0000061	n80					XP_003401246.1, XP_003401245.1, XP_012172395.1, XP_020722644.1																
N19.HOG0000284	OG0000062	n2				XP_006568238.2	XP_012175695.2																
N19.HOG0000285	OG0000062	n34				XP_001119884.1	XP_012169969.1																
N19.HOG0000286	OG0000062	n47				XP_001120194.1	XP_012170000.1																
N19.HOG0000287	OG0000062	n60				XP_001120006.2																	
N19.HOG0000288	OG0000062	n75				XP_001120137.1	XP_020722101.1																
N19.HOG0000289	OG0000064	n26					XP_020721662.1, XP_020723854.1																
N19.HOG0000290	OG0000064	n42				NP_001229916.1	XP_003399526.1																
N19.HOG0000291	OG0000064	n43				XP_026299914.1, NP_001229917.1, XP_006562273.2, XP_006562271.1	XP_012169978.1																
N19.HOG0000292	OG0000064	n52					XP_020721562.1, XP_003402807.2																
N19.HOG0000293	OG0000064	n76					XP_020721563.1																
N19.HOG0000294	OG0000064	n89					XP_012169979.1																
N19.HOG0000295	OG0000064	n94					XP_012170046.1																
N19.HOG0000296	OG0000064	n98				XP_016771123.1																	
N19.HOG0000297	OG0000065	n1					XP_003398334.1																
N19.HOG0000298	OG0000065	n67				XP_026299150.1	XP_012168045.1																
N19.HOG0000299	OG0000065	n77					XP_012168044.1, XP_003403408.2																
N19.HOG0000300	OG0000065	n95					XP_003398335.1																
N19.HOG0000301	OG0000066	n7				XP_006569791.3																	
N19.HOG0000302	OG0000067	n1				XP_006561513.1	XP_003397328.1																
N19.HOG0000303	OG0000067	n22				XP_026300867.1	XP_003400944.1																
N19.HOG0000304	OG0000067	n36				XP_026299464.1	XP_012169196.1																
N19.HOG0000305	OG0000067	n62				XP_006560064.1	XP_020722094.1																
N19.HOG0000306	OG0000067	n84				XP_395774.2	XP_020722130.1																
N19.HOG0000307	OG0000069	n17				XP_006564460.2, XP_392727.4	XP_012169151.1, XP_020721324.1																
N19.HOG0000308	OG0000069	n52				XP_016770440.2	XP_003399002.1																
N19.HOG0000309	OG0000069	n68				XP_016770442.2	XP_012169153.1																
N19.HOG0000310	OG0000070	n3					XP_012167615.2																
N19.HOG0000311	OG0000070	n19					XP_012167616.1, XP_012167493.1, XP_012167618.1, XP_012167489.1, XP_012167619.1																
N19.HOG0000312	OG0000070	n51				NP_001229918.1	XP_012167492.2, XP_012167490.1, XP_020720119.1																
N19.HOG0000313	OG0000073	n9				XP_003250137.2	XP_003393467.1																
N19.HOG0000314	OG0000073	n57				XP_003251791.2	XP_020722566.1, XP_020719067.1, XP_020719074.1, XP_003393329.1																
