HOG	OG	Gene Tree Parent Clade	Acyrthosiphon_pisum	Aedes_aegypti	Anopheles_gambiae	Apis_mellifera	Bombus_terrestris	Bombyx_mori	Ceratina_calcarata	Drosophila_melanogaster	Dufourea_novaeangliae	Eufriesea_mexicana	Habropoda_laboriosa	Megachile_rotundata	Megalopta_genalis	Nasonia_vitripennis	Nomia_melanderi	Osmia_bicornis	Osmia_lignaria	Polistes_dominula	Solenopsis_invicta	Tribolium_castaneum	Vespa_mandarinia
N17.HOG0000144	OG0000006	n18																XP_029036170.1	XP_034178500.1, XP_034178499.1				
N17.HOG0000145	OG0000006	n21																	XP_034178511.1, XP_034178577.1				
N17.HOG0000146	OG0000006	n30																XP_029036167.1	XP_034178579.1				
N17.HOG0000147	OG0000006	n45																XP_029036178.1					
N17.HOG0000148	OG0000006	n47																XP_029036177.1					
N17.HOG0000149	OG0000006	n86																	XP_034178574.1				
N17.HOG0000150	OG0000006	n153																	XP_034178514.1				
N17.HOG0000151	OG0000006	n241																XP_029033655.1	XP_034189642.1				
N17.HOG0000152	OG0000007	n25																XP_029055261.1	XP_034194792.1				
N17.HOG0000153	OG0000007	n26																XP_029055254.1	XP_034195128.1				
N17.HOG0000154	OG0000007	n40																XP_029054451.1, XP_029054587.1					
N17.HOG0000155	OG0000007	n100																XP_029055077.1, XP_029053862.1, XP_029053484.1	XP_034184035.1				
N17.HOG0000156	OG0000007	n107																XP_029053574.1	XP_034192270.1				
N17.HOG0000157	OG0000007	n117																XP_029053982.1	XP_034192484.1				
N17.HOG0000158	OG0000007	n127																	XP_034194023.1				
N17.HOG0000159	OG0000007	n128																XP_029054695.1, XP_029055216.1					
N17.HOG0000160	OG0000007	n133																XP_029054809.1	XP_034178195.1, XP_034194607.1				
N17.HOG0000161	OG0000007	n144																XP_029055155.1, XP_029054680.1	XP_034194576.1				
N17.HOG0000162	OG0000007	n148																XP_029054781.1	XP_034174772.1				
N17.HOG0000163	OG0000007	n151																	XP_034171871.1, XP_034195291.1				
N17.HOG0000164	OG0000007	n205																	XP_034194211.1				
N17.HOG0000165	OG0000008	n1																XP_029037761.1	XP_034185974.1				
N17.HOG0000166	OG0000008	n29																XP_029037752.1, XP_029037753.1	XP_034185973.1				
N17.HOG0000167	OG0000008	n65																XP_029041248.1	XP_034181671.1				
N17.HOG0000168	OG0000008	n87																	XP_034185970.1				
N17.HOG0000169	OG0000008	n126																XP_029037757.1	XP_034185983.1				
N17.HOG0000170	OG0000008	n153																XP_029037755.1	XP_034185979.1, XP_034185978.1				
N17.HOG0000171	OG0000008	n184																XP_029037762.1	XP_034185982.1, XP_034185981.1, XP_034185980.1				
N17.HOG0000172	OG0000009	n89																XP_029039353.1	XP_034180231.1				
N17.HOG0000173	OG0000009	n100																XP_029039355.1	XP_034180230.1				
N17.HOG0000174	OG0000009	n103																XP_029039354.1	XP_034180232.1				
N17.HOG0000175	OG0000009	n120																XP_029050383.1	XP_034195958.1				
N17.HOG0000176	OG0000009	n154																XP_029039416.1	XP_034180228.1, XP_034180226.1				
N17.HOG0000177	OG0000009	n205																XP_029039350.1	XP_034180498.1				
N17.HOG0000178	OG0000009	n206																XP_029039348.1, XP_029039349.1	XP_034180227.1				
N17.HOG0000179	OG0000010	n1																XP_029054229.1, XP_029053726.1, XP_029053824.1					
N17.HOG0000180	OG0000010	n62																XP_029054044.1, XP_029054342.1	XP_034183416.1				
N17.HOG0000181	OG0000010	n64																XP_029053689.1, XP_029053833.1	XP_034194926.1, XP_034195327.1				
N17.HOG0000182	OG0000010	n67																XP_029054571.1	XP_034192190.1				
N17.HOG0000183	OG0000010	n68																XP_029055204.1, XP_029055000.1, XP_029054706.1	XP_034183422.1				
N17.HOG0000184	OG0000010	n71																XP_029054238.1	XP_034182488.1				
N17.HOG0000185	OG0000010	n133																XP_029054090.1					
N17.HOG0000186	OG0000010	n164																XP_029054267.1	XP_034195328.1				
N17.HOG0000187	OG0000010	n178																XP_029053688.1, XP_029055081.1	XP_034195161.1, XP_034182489.1				
N17.HOG0000188	OG0000011	n5																	XP_034179513.1				
N17.HOG0000189	OG0000011	n30																XP_029054371.1	XP_034179498.1				
N17.HOG0000190	OG0000011	n38																XP_029054367.1					
N17.HOG0000191	OG0000011	n52																	XP_034179504.1, XP_034179577.1, XP_034179501.1				
N17.HOG0000192	OG0000011	n55																XP_029039510.1	XP_034179503.1				
N17.HOG0000193	OG0000011	n57																XP_029039509.1	XP_034179500.1, XP_034179514.1				
N17.HOG0000194	OG0000011	n59																XP_029039508.1	XP_034178976.1				
N17.HOG0000195	OG0000011	n88																XP_029039506.1	XP_034178986.1				
N17.HOG0000196	OG0000011	n98																XP_029039474.1	XP_034179499.1				
N17.HOG0000197	OG0000011	n99																XP_029039507.1	XP_034179569.1, XP_034178978.1				
N17.HOG0000198	OG0000011	n121																XP_029053128.1	XP_034179326.1				
N17.HOG0000199	OG0000011	n127																XP_029053127.1	XP_034179109.1				
N17.HOG0000200	OG0000011	n128																XP_029052576.1, XP_029054131.1	XP_034179107.1				
N17.HOG0000201	OG0000011	n130																XP_029054129.1	XP_034179567.1				
N17.HOG0000202	OG0000011	n131																XP_029052577.1, XP_029053130.1, XP_029053132.1, XP_029053134.1	XP_034179496.1				
N17.HOG0000203	OG0000011	n135																XP_029052579.1	XP_034178945.1, XP_034179106.1, XP_034179327.1, XP_034178946.1				
N17.HOG0000204	OG0000011	n140																XP_029053590.1	XP_034192240.1				
N17.HOG0000205	OG0000011	n141																XP_029053754.1, XP_029053755.1	XP_034179568.1				
N17.HOG0000206	OG0000011	n144																XP_029053123.1, XP_029054135.1, XP_029053126.1	XP_034179105.1				
N17.HOG0000207	OG0000011	n148																XP_029053131.1, XP_029054368.1	XP_034179001.1, XP_034179112.1				
N17.HOG0000208	OG0000011	n153																XP_029054370.1	XP_034179515.1				
N17.HOG0000209	OG0000011	n154																XP_029052586.1, XP_029054369.1	XP_034179497.1				
N17.HOG0000210	OG0000011	n179																	XP_034178947.1				
N17.HOG0000211	OG0000011	n186																	XP_034179578.1				
N17.HOG0000212	OG0000012	n2																XP_029044618.1	XP_034181531.1				
N17.HOG0000213	OG0000012	n45																XP_029040151.1					
N17.HOG0000214	OG0000012	n63																XP_029040169.1	XP_034195538.1				
N17.HOG0000215	OG0000012	n147																XP_029036967.1	XP_034193627.1				
N17.HOG0000216	OG0000012	n162																XP_029036856.1	XP_034193628.1				
N17.HOG0000217	OG0000012	n187																	XP_034193625.1				
N17.HOG0000218	OG0000013	n34																XP_029054967.1	XP_034195020.1				
N17.HOG0000219	OG0000013	n55																	XP_034174016.1				
N17.HOG0000220	OG0000013	n103																	XP_034171451.1				
N17.HOG0000221	OG0000013	n120																	XP_034173427.1				
N17.HOG0000222	OG0000013	n125																	XP_034171174.1				
N17.HOG0000223	OG0000013	n128																XP_029053372.1					
N17.HOG0000224	OG0000013	n193																XP_029037649.1					
N17.HOG0000225	OG0000014	n24																XP_029035522.1	XP_034173943.1				
N17.HOG0000226	OG0000014	n27																XP_029053444.1	XP_034175387.1				
N17.HOG0000227	OG0000014	n28																XP_029055146.1, XP_029053956.1	XP_034171057.1				
N17.HOG0000228	OG0000014	n30																XP_029054088.1	XP_034183943.1				
N17.HOG0000229	OG0000014	n31																XP_029051685.1	XP_034173506.1				
N17.HOG0000230	OG0000014	n34																XP_029051694.1	XP_034173507.1				
N17.HOG0000231	OG0000014	n41																XP_029051987.1	XP_034173418.1				
N17.HOG0000232	OG0000014	n171																XP_029054658.1					
N17.HOG0000233	OG0000015	n50																	XP_034195318.1, XP_034194991.1				
N17.HOG0000234	OG0000015	n57																	XP_034194842.1, XP_034195186.1				
N17.HOG0000235	OG0000015	n95																XP_029053802.1					
N17.HOG0000236	OG0000015	n105																XP_029055226.1					
N17.HOG0000237	OG0000015	n112																XP_029054043.1, XP_029054625.1					
N17.HOG0000238	OG0000015	n134																XP_029054764.1, XP_029055153.1					
N17.HOG0000239	OG0000015	n156																XP_029055256.1	XP_034195038.1, XP_034194992.1, XP_034195335.1				
N17.HOG0000240	OG0000015	n170																	XP_034194993.1, XP_034195336.1				
N17.HOG0000241	OG0000015	n173																	XP_034195047.1				
N17.HOG0000242	OG0000015	n179																	XP_034195037.1				
N17.HOG0000243	OG0000016	n13																XP_029054344.1, XP_029054391.1, XP_029053686.1	XP_034192195.1				
N17.HOG0000244	OG0000016	n23																XP_029054495.1					
N17.HOG0000245	OG0000016	n25																XP_029055268.1	XP_034177371.1				
N17.HOG0000246	OG0000016	n29																XP_029053711.1					
N17.HOG0000247	OG0000016	n51																XP_029055014.1, XP_029051957.1, XP_029054619.1	XP_034174822.1				
N17.HOG0000248	OG0000016	n58																XP_029053691.1, XP_029054936.1	XP_034182100.1				
N17.HOG0000249	OG0000016	n61																XP_029054642.1					
N17.HOG0000250	OG0000016	n139																	XP_034172342.1				
N17.HOG0000251	OG0000016	n140																	XP_034177369.1				
N17.HOG0000252	OG0000017	n3																XP_029036237.1	XP_034170905.1				
N17.HOG0000253	OG0000017	n81																XP_029039562.1					
N17.HOG0000254	OG0000017	n157																XP_029039555.1	XP_034178979.1				
N17.HOG0000255	OG0000017	n172																XP_029039565.1, XP_029039563.1, XP_029039564.1	XP_034178985.1, XP_034178984.1				
N17.HOG0000256	OG0000018	n15																XP_029051327.1	XP_034175482.1				
N17.HOG0000257	OG0000018	n61																XP_029048068.1, XP_029048069.1, XP_029048067.1					
N17.HOG0000258	OG0000018	n103																XP_029049739.1, XP_029049738.1, XP_029049740.1	XP_034193265.1, XP_034193266.1, XP_034193267.1, XP_034193268.1				
N17.HOG0000259	OG0000018	n144																XP_029049735.1	XP_034193261.1				
N17.HOG0000260	OG0000018	n162																XP_029036695.1	XP_034193695.1, XP_034193694.1				
N17.HOG0000261	OG0000019	n11																XP_029052871.1, XP_029052872.1	XP_034176014.1				
N17.HOG0000262	OG0000019	n66																XP_029052293.1	XP_034185020.1				
N17.HOG0000263	OG0000019	n145																XP_029033414.1	XP_034185441.1				
N17.HOG0000264	OG0000020	n4																XP_029050516.1					
N17.HOG0000265	OG0000020	n21																	XP_034186694.1				
N17.HOG0000266	OG0000020	n34																XP_029043034.1	XP_034186692.1				
N17.HOG0000267	OG0000020	n59																	XP_034192547.1				
N17.HOG0000268	OG0000020	n74																XP_029055041.1	XP_034171877.1				
N17.HOG0000269	OG0000020	n100																XP_029042549.1					
N17.HOG0000270	OG0000020	n118																XP_029051090.1	XP_034185768.1				
N17.HOG0000271	OG0000020	n134																XP_029034229.1					
N17.HOG0000272	OG0000020	n157																XP_029032757.1					
N17.HOG0000273	OG0000021	n2																XP_029039360.1, XP_029039361.1, XP_029039362.1					
N17.HOG0000274	OG0000021	n40																XP_029032147.1	XP_034193153.1				
N17.HOG0000275	OG0000021	n61																XP_029046571.1	XP_034176195.1, XP_034176197.1, XP_034176196.1				
N17.HOG0000276	OG0000021	n110																XP_029049609.1	XP_034184869.1				
N17.HOG0000277	OG0000021	n131																XP_029041225.1	XP_034181343.1				
N17.HOG0000278	OG0000021	n145																XP_029039365.1, XP_029039366.1, XP_029039367.1, XP_029039368.1, XP_029039369.1, XP_029039363.1	XP_034194090.1, XP_034194088.1, XP_034194089.1, XP_034194086.1, XP_034194087.1				
N17.HOG0000279	OG0000022	n36																XP_029051688.1	XP_034173512.1				
N17.HOG0000280	OG0000022	n39																XP_029051703.1	XP_034173513.1				
N17.HOG0000281	OG0000022	n46																XP_029035866.1	XP_034187482.1				
N17.HOG0000282	OG0000022	n157																XP_029054087.1	XP_034184140.1				
N17.HOG0000283	OG0000022	n158																XP_029053362.1	XP_034173808.1				
N17.HOG0000284	OG0000022	n162																XP_029055198.1, XP_029053955.1, XP_029054818.1	XP_034171775.1				
N17.HOG0000285	OG0000022	n165																XP_029053454.1	XP_034171711.1				
N17.HOG0000286	OG0000022	n166																XP_029053455.1	XP_034195017.1, XP_034171584.1				
N17.HOG0000287	OG0000023	n63																XP_029053360.1	XP_034173938.1				
N17.HOG0000288	OG0000023	n93																XP_029053456.1, XP_029054574.1	XP_034173514.1				
N17.HOG0000289	OG0000023	n100																XP_029053954.1, XP_029055089.1	XP_034171836.1, XP_034195016.1				
N17.HOG0000290	OG0000023	n104																XP_029053953.1	XP_034183944.1				
N17.HOG0000291	OG0000023	n105																XP_029051696.1					
N17.HOG0000292	OG0000023	n106																XP_029051697.1	XP_034171974.1				
N17.HOG0000293	OG0000023	n107																XP_029053457.1	XP_034173515.1				
N17.HOG0000294	OG0000023	n109																XP_029051991.1	XP_034173428.1				
N17.HOG0000295	OG0000024	n21																XP_029051585.1	XP_034183501.1				
N17.HOG0000296	OG0000024	n22																XP_029051584.1	XP_034183524.1				
N17.HOG0000297	OG0000024	n23																XP_029051583.1	XP_034183512.1				
N17.HOG0000298	OG0000024	n35																XP_029051581.1	XP_034183486.1				
N17.HOG0000299	OG0000024	n39																XP_029052345.1	XP_034173678.1				
N17.HOG0000300	OG0000024	n76																XP_029045871.1	XP_034193921.1				
N17.HOG0000301	OG0000024	n156																XP_029045870.1	XP_034193919.1				
N17.HOG0000302	OG0000025	n5																XP_029055259.1					
N17.HOG0000303	OG0000025	n33																XP_029053578.1					
N17.HOG0000304	OG0000025	n87																XP_029052233.1	XP_034192337.1, XP_034190498.1				
N17.HOG0000305	OG0000025	n98																XP_029054180.1					
N17.HOG0000306	OG0000025	n132																	XP_034190491.1				
N17.HOG0000307	OG0000025	n148																XP_029050939.1					
N17.HOG0000308	OG0000026	n1																XP_029039364.1	XP_034194425.1				
N17.HOG0000309	OG0000026	n23																	XP_034181081.1				
N17.HOG0000310	OG0000026	n82																XP_029035302.1	XP_034179246.1				
N17.HOG0000311	OG0000026	n118																XP_029032070.1, XP_029039545.1	XP_034195801.1				
N17.HOG0000312	OG0000026	n134																XP_029055886.1, XP_029031842.1, XP_029032017.1, XP_029055971.1, XP_029055800.1, XP_029031929.1	XP_034196365.1				
N17.HOG0000313	OG0000027	n27																XP_029053460.1, XP_029053459.1, XP_029053373.1	XP_034174017.1				
N17.HOG0000314	OG0000027	n55																	XP_034171801.1				
N17.HOG0000315	OG0000027	n86																XP_029035641.1, XP_029053960.1	XP_034172344.1, XP_034173947.1, XP_034172482.1				
N17.HOG0000316	OG0000027	n124																XP_029053445.1	XP_034173430.1				
N17.HOG0000317	OG0000027	n151																XP_029035639.1					
N17.HOG0000318	OG0000028	n16																XP_029053767.1					
N17.HOG0000319	OG0000028	n17																XP_029054640.1					
N17.HOG0000320	OG0000028	n29																XP_029054361.1	XP_034177277.1				
N17.HOG0000321	OG0000028	n36																	XP_034196681.1				
N17.HOG0000322	OG0000028	n44																XP_029055248.1					
N17.HOG0000323	OG0000028	n45																XP_029054545.1, XP_029054436.1	XP_034194632.1				
N17.HOG0000324	OG0000028	n80																XP_029054960.1, XP_029054456.1, XP_029053834.1					
N17.HOG0000325	OG0000028	n105																XP_029054849.1	XP_034195148.1, XP_034195155.1				
N17.HOG0000326	OG0000028	n113																XP_029055189.1					
N17.HOG0000327	OG0000028	n115																XP_029054504.1, XP_029055176.1, XP_029053692.1, XP_029054588.1	XP_034195196.1				
N17.HOG0000328	OG0000028	n126																XP_029055042.1, XP_029053911.1, XP_029055035.1, XP_029055068.1	XP_034192183.1				
N17.HOG0000329	OG0000028	n130																XP_029053753.1					
N17.HOG0000330	OG0000028	n149																XP_029054284.1, XP_029053972.1	XP_034194642.1				
N17.HOG0000331	OG0000029	n61																XP_029041154.1	XP_034181406.1				
N17.HOG0000332	OG0000029	n67																XP_029041149.1	XP_034181408.1				
