ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
20	"LOC114872242"	NA	chrOU015519.1	+	7598045	7598223	7598070	7598223	7592962	7593090	20	99,53,53,69	0,0,0,0	33,26,50,73	0,1,0,0	124	99	1	1.0	1.0,1.0,1.0,1.0	1.0,0.954,1.0,1.0	0.012
21	"LOC114872242"	NA	chrOU015519.1	+	7597830	7598223	7597897	7598223	7596299	7596635	21	54,35,44,57	55,35,17,32	33,30,40,48	28,37,25,46	166	99	0.316332496674	1.0	0.369,0.374,0.607,0.515	0.413,0.326,0.488,0.384	0.064
22	"LOC114872242"	NA	chrOU015519.1	+	7597830	7598223	7598042	7598223	7596299	7596635	22	212,135,110,162	17,3,5,7	90,112,108,142	3,4,8,5	198	99	0.55891204569	1.0	0.862,0.957,0.917,0.92	0.937,0.933,0.871,0.934	-0.005
23	"LOC114872242"	NA	chrOU015519.1	+	7597830	7598223	7598045	7598223	7596299	7596635	23	217,136,118,169	127,52,58,84	94,119,115,146	33,45,55,51	198	99	0.0732867788189	0.669796294483166	0.461,0.567,0.504,0.501	0.588,0.569,0.511,0.589	-0.056
24	"LOC114872242"	NA	chrOU015519.1	+	7597830	7598223	7598070	7598223	7596299	7596635	24	270,159,145,203	14,12,5,4	108,118,142,174	4,3,4,2	198	99	0.0206414331018	0.33498901345646737	0.906,0.869,0.935,0.962	0.931,0.952,0.947,0.978	-0.034
25	"LOC114872242"	NA	chrOU015519.1	+	7597897	7598223	7598042	7598223	7596299	7596635	25	261,165,121,181	17,3,5,7	114,146,126,183	3,4,8,5	198	99	0.396490514393	1.0	0.885,0.965,0.924,0.928	0.95,0.948,0.887,0.948	-0.008
26	"LOC114872242"	NA	chrOU015519.1	+	7597897	7598223	7598045	7598223	7596299	7596635	26	266,166,129,188	127,52,58,84	118,153,133,187	33,45,55,51	198	99	0.0289573937135	0.4053821849319811	0.512,0.615,0.527,0.528	0.641,0.63,0.547,0.647	-0.071
27	"LOC114872242"	NA	chrOU015519.1	+	7597897	7598223	7598070	7598223	7596299	7596635	27	319,189,156,222	14,12,5,4	132,152,160,215	4,3,4,2	198	99	0.0119915994434	0.2447826491886697	0.919,0.887,0.94,0.965	0.943,0.962,0.952,0.982	-0.032
28	"LOC114872242"	NA	chrOU015519.1	+	7598042	7598223	7598045	7598223	7596299	7596635	28	26,8,16,17	127,52,58,84	8,14,16,16	33,45,55,51	102	99	0.138202914182	0.8424698193286302	0.166,0.13,0.211,0.164	0.19,0.232,0.22,0.233	-0.051
29	"LOC114872242"	NA	chrOU015519.1	+	7598042	7598223	7598070	7598223	7596299	7596635	29	125,60,68,86	14,12,5,4	41,40,66,89	4,3,4,2	127	99	0.0260520310013	0.3788612351496242	0.874,0.796,0.914,0.944	0.889,0.912,0.928,0.972	-0.043
30	"LOC114872242"	NA	chrOU015519.1	+	7598045	7598223	7598070	7598223	7596299	7596635	30	226,104,110,153	14,12,5,4	66,71,105,124	4,3,4,2	124	99	0.0517387545023	0.561554774476183	0.928,0.874,0.946,0.968	0.929,0.95,0.954,0.98	-0.024
31	"LOC114872242"	NA	chrOU015519.1	+	7598268	7598508	7598296	7598508	7598102	7598223	31	77,63,84,73	442,238,269,323	50,41,42,68	176,204,221,272	127	99	0.792263293606	1.0	0.12,0.171,0.196,0.15	0.181,0.135,0.129,0.163	0.007
32	"LOC114872247"	NA	chrOU015519.1	+	7099666	7100077	7099678	7100077	7094031	7099576	32	41,19,23,29	13,17,9,17	18,12,17,37	12,8,13,27	111	99	0.206377041894	0.9871029704170063	0.738,0.499,0.695,0.603	0.572,0.572,0.538,0.55	0.076
33	"LOC114879960"	NA	chrOU015519.1	-	6700242	6700588	6700242	6700573	6700904	6701080	33	25,7,17,20	14,11,1,10	20,23,5,18	9,6,3,8	114	99	0.63582535811	1.0	0.608,0.356,0.937,0.635	0.659,0.769,0.591,0.661	-0.036
34	"LOC114879960"	NA	chrOU015519.1	-	6701139	6701271	6701139	6701266	6701510	6701919	34	2,1,0,3	0,0,0,0	1,0,0,1	0,1,0,1	104	99	1	1.0	1.0,1.0,NA,1.0	1.0,0.0,NA,0.488	0.504
35	"LOC114879964"	NA	chrOU015519.1	+	6695712	6696673	6696502	6696673	6695468	6695510	35	102,60,57,51	1,0,0,1	48,55,48,54	1,1,1,2	198	99	0.200403194731	0.9744020284396834	0.981,1.0,1.0,0.962	0.96,0.965,0.96,0.931	0.032
36	"LOC114879140"	NA	chrOU015519.1	+	6582963	6583174	6582975	6583174	6582692	6582864	36	1,0,0,0	15,8,5,6	0,0,0,0	4,12,4,8	111	99	1	1.0	0.056,0.0,0.0,0.0	0.0,0.0,0.0,0.0	0.014
37	"LOC114879140"	NA	chrOU015519.1	+	6594444	6594582	6594456	6594582	6593426	6593586	37	1,0,0,1	1,2,5,3	0,0,0,0	2,2,0,0	111	99	1	1.0	0.471,0.0,0.0,0.229	0.0,0.0,NA,NA	0.175
39	"LOC114879140"	NA	chrOU015519.1	+	6598032	6598101	6598053	6598101	6597808	6597862	39	3,0,3,3	1,0,1,0	0,2,1,2	1,1,0,0	120	99	1	1.0	0.712,NA,0.712,1.0	0.0,0.623,1.0,1.0	0.152
40	"LOC114879151"	NA	chrOU015519.1	+	6504944	6505483	6504950	6505483	6503963	6504281	40	22,9,14,16	10,9,7,13	15,12,5,11	11,6,7,11	105	99	0.491847229939	1.0	0.675,0.485,0.653,0.537	0.562,0.653,0.402,0.485	0.062
41	"LOC114879151"	NA	chrOU015519.1	+	6506149	6506810	6506218	6506810	6505704	6505890	41	72,30,43,39	5,5,3,3	21,32,39,43	0,3,3,5	168	99	0.714149320445	1.0	0.895,0.78,0.894,0.885	1.0,0.863,0.885,0.835	-0.032
44	"LOC114880454"	NA	chrOU015519.1	+	6290480	6290673	6290492	6290673	6289930	6290244	44	10,4,5,9	5,2,1,3	7,8,4,6	3,1,1,2	111	99	0.365904345384	1.0	0.641,0.641,0.817,0.728	0.675,0.877,0.781,0.728	-0.058
47	"LOC114876643"	NA	chrOU015519.1	-	6123151	6123222	6123151	6123219	6123292	6123665	47	7,2,2,3	2,1,3,2	4,0,4,3	0,1,1,4	102	99	0.405098720786	1.0	0.773,0.66,0.393,0.593	1.0,0.0,0.795,0.421	0.051
48	"LOC114876700"	NA	chrOU015519.1	-	6054825	6054975	6054825	6054972	6055044	6055265	48	18,9,12,12	37,26,10,34	6,8,10,20	16,15,10,31	102	99	0.567076455336	1.0	0.321,0.251,0.538,0.255	0.267,0.341,0.493,0.385	-0.03
49	"LOC114876702"	NA	chrOU015519.1	+	6041747	6042270	6041751	6042270	6023981	6024407	49	5,5,8,16	0,0,0,1	11,6,5,4	0,0,0,0	103	99	1	1.0	1.0,1.0,1.0,0.939	1.0,1.0,1.0,1.0	-0.015
50	"LOC114876692"	NA	chrOU015519.1	+	5818464	5819271	5818482	5819271	5818117	5818280	50	117,66,75,95	1216,644,741,926	119,78,59,158	1020,668,619,1441	117	99	0.379410489194	1.0	0.075,0.08,0.079,0.08	0.09,0.09,0.075,0.085	-0.007
51	"LOC114876695"	NA	chrOU015519.1	-	5607836	5608077	5607836	5608032	5608141	5608236	51	12,5,3,5	40,10,8,16	0,3,8,5	8,17,9,11	144	99	0.820330296767	1.0	0.171,0.256,0.205,0.177	0.0,0.108,0.379,0.238	0.021
52	"LOC114871528"	NA	chrOU015519.1	+	5471330	5471762	5471339	5471762	5470807	5471036	52	2,5,0,1	34,13,10,6	0,1,3,4	13,7,6,11	108	99	0.485816993107	1.0	0.051,0.261,0.0,0.133	0.0,0.116,0.314,0.25	-0.059
53	"LOC114871553"	NA	chrOU015519.1	-	5189752	5189967	5189752	5189955	5191729	5191958	53	2,2,3,5	6,2,2,2	4,3,0,1	7,1,1,2	111	99	0.441871744184	1.0	0.229,0.471,0.572,0.69	0.338,0.728,0.0,0.308	0.147
54	"LOC114871553"	NA	chrOU015519.1	-	5189752	5189970	5189752	5189955	5191729	5191958	54	5,2,0,3	6,2,2,2	0,2,0,2	7,1,1,2	114	99	0.0365764935636	0.4650439895943429	0.42,0.465,0.0,0.566	0.0,0.635,0.0,0.465	0.088
55	"LOC114871553"	NA	chrOU015519.1	-	5189752	5189970	5189752	5189967	5191729	5191958	55	5,1,0,3	2,1,3,5	0,1,0,1	4,2,0,0	102	99	1	1.0	0.708,0.493,0.0,0.368	0.0,0.327,NA,1.0	-0.05
56	"LOC114871497"	NA	chrOU015519.1	+	5133084	5133757	5133099	5133757	5132389	5132546	56	0,0,2,2	1,3,1,1	0,0,0,1	0,0,2,2	114	99	1	1.0	0.0,0.0,0.635,0.635	NA,NA,0.0,0.303	0.166
57	"LOC114879062"	NA	chrOU015519.1	-	4163520	4163740	4163520	4163737	4163822	4163998	57	65,43,32,49	61,36,39,53	41,36,18,46	38,33,27,42	102	99	0.967021968322	1.0	0.508,0.537,0.443,0.473	0.512,0.514,0.393,0.515	0.007
58	"LOC114879056"	NA	chrOU015519.1	-	4042726	4044405	4042726	4044390	4044462	4044625	58	15,4,10,8	45,28,17,32	3,3,4,9	21,14,16,41	114	99	0.193817831824	0.9661950954079978	0.224,0.11,0.338,0.178	0.11,0.157,0.178,0.16	0.061
59	"LOC114879042"	NA	chrOU015519.1	-	3945135	3945453	3945135	3945450	3945571	3945698	59	10,5,22,8	3,3,7,4	2,5,2,1	1,1,6,1	102	99	0.363832827233	1.0	0.764,0.618,0.753,0.66	0.66,0.829,0.244,0.493	0.142
60	"LOC114880249"	NA	chrOU015519.1	-	3747727	3747880	3747727	3747854	3748047	3748348	60	10,3,5,6	4,1,1,3	4,5,3,1	2,3,1,2	125	99	0.437158602486	1.0	0.664,0.704,0.798,0.613	0.613,0.569,0.704,0.284	0.152
61	"LOC114880249"	NA	chrOU015519.1	-	3747727	3747880	3747727	3747854	3750136	3750342	61	6,3,3,5	1,0,2,2	4,4,3,1	1,6,3,0	125	99	0.100273748195	0.7315052122422131	0.826,1.0,0.543,0.664	0.76,0.346,0.442,1.0	0.121
62	"LOC114880249"	NA	chrOU015519.1	-	3747727	3747880	3747727	3747854	3750382	3750467	62	6,4,3,5	0,0,0,0	4,3,2,1	1,0,0,0	125	99	1	1.0	1.0,1.0,1.0,1.0	0.76,1.0,1.0,1.0	0.06
63	"LOC114877990"	NA	chrOU015519.1	-	3645696	3645765	3645696	3645762	3646174	3646342	63	5,5,8,6	3,1,0,3	7,9,8,6	4,2,2,1	102	99	0.801955698844	1.0	0.618,0.829,1.0,0.66	0.629,0.814,0.795,0.853	0.004
64	"LOC114877990"	NA	chrOU015519.1	-	3647022	3647079	3647022	3647076	3647517	3647645	64	2,3,0,1	2,2,0,5	2,1,2,6	2,2,1,2	102	99	1	1.0	0.493,0.593,NA,0.163	0.493,0.327,0.66,0.744	-0.14
65	"LOC114880466"	NA	chrOU015519.1	+	6215417	6215823	6215420	6215823	6215038	6215239	65	4,5,2,3	3,2,1,1	6,4,3,0	1,1,1,0	102	99	1	1.0	0.564,0.708,0.66,0.744	0.853,0.795,0.744,NA	-0.128
66	"LOC114880466"	NA	chrOU015519.1	+	6215417	6215823	6215420	6215823	6215038	6215245	66	17,19,8,11	11,6,6,9	14,4,5,11	0,2,2,4	102	99	0.0178949089795	0.3062782498414423	0.6,0.755,0.564,0.543	1.0,0.66,0.708,0.727	-0.158
67	"LOC114878003"	NA	chrOU015519.1	+	3510213	3510304	3510219	3510304	3509236	3509339	67	83,57,40,62	6,4,3,3	25,22,19,59	1,0,4,2	105	99	0.269976334992	1.0	0.929,0.931,0.926,0.951	0.959,1.0,0.817,0.965	-0.001
68	"LOC114878013"	NA	chrOU015519.1	+	3377926	3378477	3377929	3378477	3377539	3377866	68	0,0,0,1	12,1,3,3	0,0,1,0	2,4,3,3	102	99	1	1.0	0.0,0.0,0.0,0.244	0.0,0.0,0.244,0.0	0.0
69	"LOC114879754"	NA	chrOU015519.1	-	3130780	3131590	3130780	3131542	3131949	3132210	69	2,0,3,0	0,0,0,0	0,0,1,0	0,1,1,0	147	99	1	1.0	1.0,NA,1.0,NA	NA,0.0,0.402,NA	0.799
70	"LOC114879765"	NA	chrOU015519.1	+	3095132	3095366	3095135	3095366	3094914	3095060	70	32,7,13,10	5,2,9,4	8,19,17,15	4,4,3,1	102	99	0.203849192539	0.9852317258374186	0.861,0.773,0.584,0.708	0.66,0.822,0.846,0.936	-0.084
72	"LOC114877843"	NA	chrOU015519.1	+	2976034	2976254	2976043	2976254	2975827	2975986	72	3,2,1,4	20,6,5,8	1,3,4,3	10,11,5,10	108	99	0.777543937143	1.0	0.121,0.234,0.155,0.314	0.084,0.2,0.423,0.216	-0.025
73	"LOC114877855"	NA	chrOU015519.1	-	2943640	2943767	2943640	2943761	2943844	2943947	73	1,1,0,0	1,0,0,0	0,0,0,0	1,0,0,0	105	99	1	1.0	0.485,1.0,NA,NA	0.0,NA,NA,NA	0.742
74	"LOC114879722"	NA	chrOU015519.1	+	2606297	2606471	2606364	2606471	2605952	2606213	74	4,8,11,5	18,9,11,20	5,6,2,12	7,6,19,16	166	99	0.917228826054	1.0	0.117,0.346,0.374,0.13	0.299,0.374,0.059,0.309	-0.018
75	"LOC114879722"	NA	chrOU015519.1	+	2606297	2606471	2606401	2606471	2605952	2606213	75	11,12,18,9	2,0,2,1	9,11,3,22	0,1,0,3	198	99	0.408748070307	1.0	0.733,1.0,0.818,0.818	1.0,0.846,1.0,0.786	-0.066
76	"LOC114879722"	NA	chrOU015519.1	+	2606364	2606471	2606401	2606471	2605952	2606213	76	25,14,18,25	2,0,2,1	12,12,20,26	0,1,0,3	136	99	0.501061812158	1.0	0.901,1.0,0.868,0.948	1.0,0.897,1.0,0.863	-0.011
77	"LOC114879734"	NA	chrOU015519.1	-	2575499	2575617	2575499	2575614	2575677	2575858	77	7,5,6,15	49,29,32,37	6,4,2,3	23,30,21,29	102	99	0.130988449851	0.8296978725672804	0.122,0.143,0.154,0.282	0.202,0.115,0.085,0.091	0.052
78	"LOC114879714"	NA	chrOU015519.1	-	2543785	2544310	2543785	2544307	2544470	2544668	78	1,1,0,1	0,0,0,0	0,0,0,0	0,1,0,0	102	99	1	1.0	1.0,1.0,NA,1.0	NA,0.0,NA,NA	1.0
80	"LOC114879714"	NA	chrOU015519.1	-	2543785	2544328	2543785	2544310	2544470	2544668	80	0,0,0,0	1,1,0,1	0,0,0,1	0,0,0,0	117	99	1	1.0	0.0,0.0,NA,0.0	NA,NA,NA,1.0	-1.0
81	"LOC114879732"	NA	chrOU015519.1	-	2538868	2539080	2538868	2539076	2539159	2539399	81	54,33,17,37	1,3,3,1	32,25,22,36	2,2,0,0	103	99	0.175361390914	0.9399942020846155	0.981,0.914,0.845,0.973	0.939,0.923,1.0,1.0	-0.037
82	"LOC114879732"	NA	chrOU015519.1	-	2538868	2539099	2538868	2539076	2539159	2539399	82	11,6,4,7	1,3,3,1	3,6,12,7	2,2,0,0	122	99	0.0540305794436	0.5758171197549881	0.899,0.619,0.52,0.85	0.549,0.709,1.0,1.0	-0.092
83	"LOC114879732"	NA	chrOU015519.1	-	2538868	2539099	2538868	2539080	2539159	2539399	83	7,4,3,4	50,31,16,34	2,4,9,4	31,23,19,33	118	99	0.599034858938	1.0	0.105,0.098,0.136,0.09	0.051,0.127,0.284,0.092	-0.031
84	"LOC114879732"	NA	chrOU015519.1	-	2539460	2539668	2539460	2539664	2540077	2540399	84	25,16,26,28	5,1,2,3	27,22,20,24	2,2,2,3	103	99	0.76160990066	1.0	0.828,0.939,0.926,0.9	0.928,0.914,0.906,0.885	-0.01
85	"LOC114879731"	NA	chrOU015519.1	+	2536038	2536352	2536041	2536352	2535725	2535972	85	93,40,38,58	2,2,0,3	30,50,36,40	0,1,3,1	102	99	0.663926876823	1.0	0.978,0.951,1.0,0.949	1.0,0.98,0.921,0.975	0.0
86	"LOC114879741"	NA	chrOU015519.1	-	2449041	2449194	2449041	2449176	2450973	2451244	86	8,5,1,9	29,8,18,22	2,4,6,10	11,16,8,9	117	99	0.286257978181	1.0	0.189,0.346,0.045,0.257	0.133,0.175,0.388,0.485	-0.086
87	"LOC114880226"	NA	chrOU015519.1	-	1924102	1924191	1924102	1924179	1924269	1924376	87	31,17,18,29	302,140,146,235	14,17,11,10	165,159,168,184	111	99	0.0245845806674	0.3721135509181293	0.084,0.098,0.099,0.099	0.07,0.087,0.055,0.046	0.03
88	"LOC114880226"	NA	chrOU015519.1	-	1924102	1924197	1924102	1924179	1924269	1924376	88	19,13,15,21	302,140,146,235	16,14,10,14	165,159,168,184	117	99	0.798130143499	1.0	0.051,0.073,0.08,0.07	0.076,0.069,0.048,0.06	0.005
89	"LOC114880226"	NA	chrOU015519.1	-	1924102	1924197	1924102	1924191	1924269	1924376	89	12,12,8,15	24,16,11,23	11,8,9,11	9,11,10,7	105	99	0.107521769166	0.757075748083386	0.32,0.414,0.407,0.381	0.535,0.407,0.459,0.597	-0.119
90	"LOC114880807"	NA	chrOU015518.1	+	8739226	8739759	8739229	8739759	8738502	8738755	90	0,0,1,0	0,0,2,0	0,0,0,0	0,1,0,0	102	99	1	1.0	NA,NA,0.327,NA	NA,0.0,NA,NA	0.327
91	"LOC114880807"	NA	chrOU015518.1	+	8739226	8739759	8739229	8739759	8738502	8738990	91	9,3,8,5	7,2,3,6	5,7,4,9	1,4,3,3	102	99	0.251905566502	1.0	0.555,0.593,0.721,0.447	0.829,0.629,0.564,0.744	-0.112
92	"LOC114880809"	NA	chrOU015518.1	-	8730797	8731287	8730797	8731284	8731369	8731612	92	53,21,23,42	25,9,9,13	28,31,46,20	9,5,17,12	102	99	0.520287195993	1.0	0.673,0.694,0.713,0.758	0.751,0.858,0.724,0.618	-0.028
93	"LOC114880802"	NA	chrOU015518.1	+	8719215	8719472	8719449	8719472	8718836	8719081	93	13,6,7,20	0,0,0,0	6,9,8,11	1,0,0,0	198	99	1	1.0	1.0,1.0,1.0,1.0	0.75,1.0,1.0,1.0	0.062
94	"LOC114880802"	NA	chrOU015518.1	+	8719215	8719472	8719449	8719472	8719017	8719105	94	13,7,7,20	0,0,0,0	7,9,9,11	1,1,0,0	198	99	1	1.0	1.0,1.0,1.0,1.0	0.778,0.818,1.0,1.0	0.101
95	"LOC114880802"	NA	chrOU015518.1	+	8720894	8721827	8721158	8721827	8720577	8720774	95	10,3,6,7	4,3,1,6	6,0,6,11	0,4,1,0	198	99	0.0620006218971	0.6270611059418411	0.556,0.333,0.75,0.368	1.0,0.0,0.75,1.0	-0.186
96	"LOC114880814"	NA	chrOU015518.1	+	8702423	8702559	8702435	8702559	8701980	8702350	96	3,3,2,2	20,13,20,11	1,0,0,1	13,15,13,24	111	99	1	1.0	0.118,0.171,0.082,0.14	0.064,0.0,0.0,0.036	0.103
98	"LOC114876525"	NA	chrOU015518.1	-	8159903	8161785	8159903	8160029	8161958	8162223	98	9,3,9,4	2,0,0,0	14,7,7,18	0,0,1,1	198	99	1	1.0	0.692,1.0,1.0,1.0	1.0,1.0,0.778,0.9	0.004
99	"LOC114875713"	NA	chrOU015518.1	-	7768394	7768568	7768394	7768565	7768643	7768831	99	59,30,30,42	1,2,3,2	37,34,19,36	1,3,2,6	102	99	0.148867130999	0.8701710861430699	0.983,0.936,0.907,0.953	0.973,0.917,0.902,0.853	0.033
100	"LOC114875713"	NA	chrOU015518.1	-	7772434	7772770	7772434	7772766	7773847	7774190	100	36,26,18,46	2,4,1,3	35,16,29,37	3,6,2,4	103	99	0.242249144177	1.0	0.945,0.862,0.945,0.936	0.918,0.719,0.933,0.899	0.055
101	"LOC114875713"	NA	chrOU015518.1	-	7772434	7772770	7772434	7772766	7775017	7775118	101	3,5,2,3	0,1,0,0	0,3,3,6	0,1,0,0	103	99	1	1.0	1.0,0.828,1.0,1.0	NA,0.742,1.0,1.0	0.043
102	"LOC114875683"	NA	chrOU015518.1	-	7715130	7716482	7715130	7716467	7716561	7716792	102	21,10,5,7	365,190,203,261	7,13,5,8	158,181,197,214	114	99	0.811154845353	1.0	0.048,0.044,0.021,0.023	0.037,0.059,0.022,0.031	-0.003
103	"LOC114875670"	NA	chrOU015518.1	+	7689601	7689797	7689637	7689797	7689312	7689542	103	12,12,4,11	0,0,1,0	3,3,1,7	0,0,1,0	135	99	1	1.0	1.0,1.0,0.746,1.0	1.0,1.0,0.423,1.0	0.081
104	"LOC114875671"	NA	chrOU015518.1	-	7558202	7558370	7558202	7558355	7560707	7560857	104	1,0,2,0	0,1,0,0	0,1,0,0	0,0,0,0	114	99	1	1.0	1.0,0.0,1.0,NA	NA,1.0,NA,NA	-0.333
105	"LOC114875684"	NA	chrOU015518.1	+	7497907	7498215	7497910	7498215	7497644	7497840	105	67,25,40,43	1,0,1,0	18,37,39,30	3,0,1,1	102	99	0.752485958444	1.0	0.985,1.0,0.975,1.0	0.853,1.0,0.974,0.967	0.041
106	"LOC114875687"	NA	chrOU015518.1	-	7460949	7462099	7460949	7462086	7462905	7463261	106	23,13,9,14	1,0,0,0	10,15,10,21	0,0,0,0	112	99	1	1.0	0.953,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.012
107	"LOC114877708"	NA	chrOU015518.1	+	7328384	7328849	7328507	7328849	7327791	7328142	107	8,5,6,7	13,11,7,10	1,5,6,3	9,13,9,10	198	99	0.112720142539	0.7732570820758462	0.235,0.185,0.3,0.259	0.053,0.161,0.25,0.13	0.096
108	"LOC114877712"	NA	chrOU015518.1	+	7159286	7159739	7159514	7159739	7158272	7158458	108	7,4,5,6	2,0,0,0	4,2,3,7	1,0,0,0	198	99	1	1.0	0.636,1.0,1.0,1.0	0.667,1.0,1.0,1.0	-0.008
109	"LOC114877688"	NA	chrOU015518.1	-	7010041	7011650	7010041	7011431	7012584	7012689	109	3,1,6,1	2,0,1,2	1,1,1,2	0,0,0,0	198	99	0.00749041374347	0.19138969611602558	0.429,1.0,0.75,0.2	1.0,1.0,1.0,1.0	-0.405
111	"LOC114877279"	NA	chrOU015518.1	-	6533166	6533624	6533166	6533606	6533712	6533941	111	134,95,83,108	13,6,6,9	83,79,66,85	6,8,4,10	117	99	0.800616450094	1.0	0.897,0.931,0.921,0.91	0.921,0.893,0.933,0.878	0.009
