ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
440	"LOC114881171"	NA	chrOU015517.1	-	6553503	6553725	6550350	6550605	6554463	6554989
441	"LOC114881171"	NA	chrOU015517.1	-	6553503	6553725	6552335	6552587	6554463	6554989
442	"LOC114880709"	NA	chrOU015517.1	-	6487719	6487892	6486360	6486585	6490184	6490349
443	"LOC114880706"	NA	chrOU015517.1	-	6423265	6423375	6423029	6423170	6423445	6423569
444	"LOC114879525"	NA	chrOU015517.1	-	6384901	6385045	6384630	6384816	6385179	6385561
445	"LOC114879541"	NA	chrOU015517.1	+	6370372	6370565	6366389	6366466	6371252	6371703
447	"LOC114876825"	NA	chrOU015517.1	+	6051394	6051660	6010742	6011688	6102045	6102211
448	"LOC114876825"	NA	chrOU015517.1	+	6074671	6075155	6010906	6011688	6085881	6086106
449	"LOC114876825"	NA	chrOU015517.1	+	6085881	6086106	6010906	6011688	6102045	6102211
450	"LOC114876825"	NA	chrOU015517.1	+	6085881	6086106	6051394	6051660	6102045	6102211
451	"LOC114876825"	NA	chrOU015517.1	+	6103348	6103506	6102045	6102211	6105164	6105350
454	"LOC114876813"	NA	chrOU015517.1	+	5656521	5657010	5655942	5656168	5657743	5658656
458	"LOC114875900"	NA	chrOU015517.1	-	5313518	5313623	5309608	5309737	5314067	5314178
459	"LOC114875900"	NA	chrOU015517.1	-	5314067	5314178	5313518	5313623	5325882	5326011
465	"LOC114875920"	NA	chrOU015517.1	-	5077084	5077254	5076898	5077019	5077457	5077645
466	"LOC114875919"	NA	chrOU015517.1	+	5045372	5045544	5034832	5034951	5052349	5052411
467	"LOC114875919"	NA	chrOU015517.1	+	5059847	5059896	5052349	5052411	5061951	5062127
469	"LOC114875919"	NA	chrOU015517.1	+	5061951	5062127	5052349	5052411	5062328	5062567
470	"LOC114872712"	NA	chrOU015517.1	-	4701316	4701361	4700664	4700741	4701911	4701980
473	"LOC114872712"	NA	chrOU015517.1	-	4701911	4701980	4701316	4701361	4702417	4702730
476	"LOC114872734"	NA	chrOU015517.1	-	4387768	4387921	4386268	4386438	4388862	4388928
477	"LOC114872736"	NA	chrOU015517.1	+	4341564	4341647	4339165	4339352	4342099	4342490
478	"LOC114872736"	NA	chrOU015517.1	+	4342099	4342490	4339165	4339352	4345647	4345806
484	"LOC114872720"	NA	chrOU015517.1	+	4217709	4217843	4209484	4209917	4232712	4232856
485	"LOC114880040"	NA	chrOU015509.1	-	9122103	9122455	9121827	9122030	9122778	9122954
490	"LOC114880514"	NA	chrOU015509.1	+	8872724	8872880	8869769	8869875	8872993	8873282
491	"LOC114874207"	NA	chrOU015513.1	-	9464643	9464682	9458924	9459010	9464848	9464997
492	"LOC114874926"	NA	chrOU015509.1	+	8673325	8673435	8672541	8672888	8673768	8673941
493	"LOC114874926"	NA	chrOU015509.1	+	8673489	8673685	8673325	8673435	8673768	8673941
494	"LOC114874926"	NA	chrOU015509.1	+	8673499	8673685	8673325	8673435	8673768	8673941
496	"LOC114880605"	NA	chrOU015509.1	+	10360826	10360999	10360563	10360768	10361080	10361168
