ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
61	"LOC114876703"	NA	chrOU015519.1	-	6022042	6022090	6021613	6021747	6022709	6022855
62	"LOC114876703"	NA	chrOU015519.1	-	6022042	6022090	6021613	6021747	6022727	6022855
63	"LOC114876666"	NA	chrOU015519.1	-	5877756	5877908	5876687	5876909	5878063	5878159
64	"LOC114876653"	NA	chrOU015519.1	-	5766409	5776399	5764737	5765246	5777238	5777339
65	"LOC114876654"	NA	chrOU015519.1	-	5757727	5757772	5757385	5757472	5758045	5758171
66	"LOC114876654"	NA	chrOU015519.1	-	5757727	5757772	5757385	5757472	5758263	5758399
67	"LOC114876654"	NA	chrOU015519.1	-	5758045	5758171	5757385	5757472	5758263	5758399
68	"LOC114876654"	NA	chrOU015519.1	-	5758045	5758171	5757727	5757772	5758263	5758399
69	"LOC114876658"	NA	chrOU015519.1	+	5749207	5749523	5748512	5748934	5749918	5749955
70	"LOC114876658"	NA	chrOU015519.1	+	5750714	5750921	5750045	5750323	5751008	5751224
71	"LOC114876658"	NA	chrOU015519.1	+	5751008	5751224	5750045	5750323	5751341	5753670
72	"LOC114876682"	NA	chrOU015519.1	-	5685771	5686185	5682561	5682891	5688316	5688397
73	"LOC114876682"	NA	chrOU015519.1	-	5688316	5688397	5685771	5686185	5688584	5688820
74	"LOC114876677"	NA	chrOU015519.1	+	5660436	5660971	5653252	5653349	5664390	5664694
75	"LOC114871527"	NA	chrOU015519.1	-	5479669	5479774	5479232	5479371	5480803	5481000
76	"LOC114871553"	NA	chrOU015519.1	-	5232480	5232630	5216616	5216766	5252152	5252257
77	"LOC114871553"	NA	chrOU015519.1	-	5270955	5271009	5252152	5252257	5296365	5296432
78	"LOC114871553"	NA	chrOU015519.1	-	5270955	5271009	5252152	5252257	5311954	5313422
79	"LOC114871553"	NA	chrOU015519.1	-	5296365	5296445	5252152	5252257	5330182	5330337
80	"LOC114871553"	NA	chrOU015519.1	-	5330182	5330337	5252152	5252257	5426245	5426957
81	"LOC114871553"	NA	chrOU015519.1	-	5347706	5347760	5330182	5330337	5373762	5374656
82	"LOC114871553"	NA	chrOU015519.1	-	5347706	5347760	5330182	5330337	5426245	5426957
83	"LOC114871553"	NA	chrOU015519.1	-	5404680	5404705	5252152	5252257	5426245	5426957
84	"LOC114871522"	NA	chrOU015519.1	+	4784506	4785775	4771210	4771417	4824129	4824318
85	"LOC114871522"	NA	chrOU015519.1	+	4784506	4785814	4771204	4771417	4824129	4824318
86	"LOC114871522"	NA	chrOU015519.1	+	4820477	4820834	4814849	4815177	4824129	4824318
87	"LOC114871522"	NA	chrOU015519.1	+	4826791	4826824	4824129	4824318	4827893	4827914
88	"LOC114871522"	NA	chrOU015519.1	+	4826791	4826824	4824129	4824318	4840436	4840538
89	"LOC114871522"	NA	chrOU015519.1	+	4827893	4827914	4824129	4824318	4840436	4840538
90	"LOC114871522"	NA	chrOU015519.1	+	4827893	4827914	4826791	4826824	4840436	4840538
91	"LOC114871522"	NA	chrOU015519.1	+	4834942	4835603	4831026	4831322	4840436	4840538
92	"LOC114871522"	NA	chrOU015519.1	+	4840617	4840682	4840436	4840538	4840775	4840888
93	"LOC114871550"	NA	chrOU015519.1	-	4621093	4621283	4619725	4620117	4628891	4629392
94	"LOC114871501"	NA	chrOU015519.1	+	4599312	4599333	4597701	4598609	4599427	4599970
95	"LOC114871547"	NA	chrOU015519.1	+	4427034	4427197	4425996	4426121	4430488	4430615
96	"LOC114871547"	NA	chrOU015519.1	+	4430488	4430615	4425996	4426121	4434371	4434668
97	"LOC114871547"	NA	chrOU015519.1	+	4432004	4432101	4430488	4430615	4432613	4432710
98	"LOC114871547"	NA	chrOU015519.1	+	4432004	4432101	4430488	4430615	4433328	4433416
99	"LOC114871547"	NA	chrOU015519.1	+	4432004	4432101	4430488	4430615	4434371	4434668
100	"LOC114871547"	NA	chrOU015519.1	+	4432613	4432710	4432004	4432101	4433138	4433223
101	"LOC114871547"	NA	chrOU015519.1	+	4433138	4433223	4432004	4432101	4433328	4433416
102	"LOC114871547"	NA	chrOU015519.1	+	4433138	4433223	4432004	4432101	4434371	4434668
103	"LOC114871547"	NA	chrOU015519.1	+	4433328	4433416	4430488	4430615	4434371	4434668
104	"LOC114871547"	NA	chrOU015519.1	+	4433328	4433416	4432004	4432101	4434371	4434668
105	"LOC114871547"	NA	chrOU015519.1	+	4433328	4433416	4433138	4433223	4434371	4434668
106	"LOC114871547"	NA	chrOU015519.1	+	4434793	4435114	4434371	4434668	4435275	4436896
107	"LOC114871482"	NA	chrOU015519.1	-	4302946	4303316	4300690	4300989	4305440	4305664
108	"LOC114871546"	NA	chrOU015519.1	+	4243182	4243429	4242822	4243049	4244128	4244440
109	"LOC114871546"	NA	chrOU015519.1	+	4243643	4243893	4243182	4243429	4244128	4244440
110	"LOC114871541"	NA	chrOU015519.1	-	4227137	4227527	4226628	4227008	4227663	4227988
111	"LOC114879066"	NA	chrOU015519.1	-	4187544	4187838	4187046	4187157	4188753	4188833
112	"LOC114879060"	NA	chrOU015519.1	+	4179644	4179822	4178890	4179182	4180487	4180680
113	"LOC114879062"	NA	chrOU015519.1	-	4168066	4168099	4166159	4166282	4174669	4174849
114	"LOC114879054"	NA	chrOU015519.1	+	4072904	4072907	4072221	4072768	4073747	4074080
115	"LOC114879054"	NA	chrOU015519.1	+	4073747	4074080	4072221	4072768	4075359	4075730
116	"LOC114879042"	NA	chrOU015519.1	-	3951361	3951496	3948738	3948858	3951877	3952323
117	"LOC114879042"	NA	chrOU015519.1	-	3951368	3951496	3948738	3948858	3951877	3952323
118	"LOC114879043"	NA	chrOU015519.1	+	3931681	3931751	3931297	3931560	3931828	3931939
119	"LOC114879043"	NA	chrOU015519.1	+	3932690	3932936	3932337	3932554	3933196	3933586
120	"LOC114880251"	NA	chrOU015519.1	+	3759716	3759860	3759469	3759652	3760304	3760457
121	"LOC114880249"	NA	chrOU015519.1	-	3746750	3746876	3746446	3746661	3746940	3747082
122	"LOC114880249"	NA	chrOU015519.1	-	3747150	3747414	3746940	3747082	3747495	3747635
123	"LOC114880249"	NA	chrOU015519.1	-	3748377	3748564	3747727	3747854	3749004	3749280
124	"LOC114880249"	NA	chrOU015519.1	-	3748377	3748564	3747727	3747854	3749286	3749439
125	"LOC114880249"	NA	chrOU015519.1	-	3748377	3748564	3747727	3747854	3749460	3750087
126	"LOC114880249"	NA	chrOU015519.1	-	3748377	3748564	3747727	3747854	3750136	3750342
127	"LOC114880249"	NA	chrOU015519.1	-	3748377	3748564	3747727	3747854	3750382	3750467
128	"LOC114878010"	NA	chrOU015519.1	-	3699196	3699223	3698781	3698942	3699692	3699923
129	"LOC114877992"	NA	chrOU015519.1	-	3691555	3692569	3691314	3691463	3692634	3692768
130	"LOC114877992"	NA	chrOU015519.1	-	3693018	3693126	3692634	3692768	3693251	3693428
131	"LOC114877990"	NA	chrOU015519.1	-	3645696	3645762	3645108	3645423	3646174	3646342
132	"LOC114877990"	NA	chrOU015519.1	-	3645696	3645765	3645108	3645423	3646174	3646342
133	"LOC114877990"	NA	chrOU015519.1	-	3647022	3647076	3646174	3646342	3647517	3647645
134	"LOC114877990"	NA	chrOU015519.1	-	3647022	3647079	3646174	3646342	3647517	3647645
135	"LOC114877990"	NA	chrOU015519.1	-	3649332	3649473	3648908	3649189	3649959	3652554
136	"LOC114878003"	NA	chrOU015519.1	+	3507639	3507730	3506257	3506351	3507864	3507940
137	"LOC114878003"	NA	chrOU015519.1	+	3509544	3509565	3509236	3509339	3510213	3510304
138	"LOC114878004"	NA	chrOU015519.1	+	3439517	3439603	3439060	3439217	3439874	3440449
139	"LOC114878004"	NA	chrOU015519.1	+	3439517	3439603	3439060	3439314	3439874	3440449
140	"LOC114878014"	NA	chrOU015519.1	+	3389389	3389729	3383053	3383250	3392966	3394332
141	"LOC114878014"	NA	chrOU015519.1	+	3389389	3389729	3383425	3383673	3392966	3394332
142	"LOC114878014"	NA	chrOU015519.1	+	3390812	3390896	3389389	3389729	3392966	3394332
143	"LOC114878014"	NA	chrOU015519.1	+	3392966	3394332	3390812	3390896	3396218	3396314
144	"LOC114878014"	NA	chrOU015519.1	+	3395833	3395854	3392966	3394332	3396218	3396314
145	"LOC114877988"	NA	chrOU015519.1	+	3333049	3333175	3330057	3330227	3334048	3334205
146	"LOC114877988"	NA	chrOU015519.1	+	3337932	3338031	3337499	3337847	3338082	3338184
147	"LOC114877988"	NA	chrOU015519.1	+	3337932	3338031	3337499	3337847	3338649	3339728
148	"LOC114877988"	NA	chrOU015519.1	+	3338082	3338184	3337499	3337847	3338649	3339728
149	"LOC114877988"	NA	chrOU015519.1	+	3338082	3338184	3337932	3338031	3338649	3339728
150	"LOC114879774"	NA	chrOU015519.1	-	3255623	3255918	3253726	3253979	3256014	3256165
151	"LOC114879774"	NA	chrOU015519.1	-	3256724	3256884	3256475	3256626	3257018	3257079
152	"LOC114879766"	NA	chrOU015519.1	-	3176395	3176524	3173445	3176315	3176602	3176867
153	"LOC114879757"	NA	chrOU015519.1	-	3136269	3136418	3134952	3135269	3136483	3136493
154	"LOC114879754"	NA	chrOU015519.1	-	3132278	3132382	3131949	3132210	3132470	3133002
155	"LOC114877866"	NA	chrOU015519.1	+	3068911	3068923	3068031	3068290	3069574	3069830
156	"LOC114877845"	NA	chrOU015519.1	-	2982396	2982502	2982214	2982337	2986848	2987035
157	"LOC114877844"	NA	chrOU015519.1	+	2977872	2977927	2977563	2977582	2978013	2978400
158	"LOC114877844"	NA	chrOU015519.1	+	2977872	2977927	2977588	2977775	2978013	2978400
159	"LOC114877853"	NA	chrOU015519.1	+	2930845	2931061	2927592	2927670	2933182	2933525
160	"LOC114877853"	NA	chrOU015519.1	+	2931019	2931061	2927597	2927670	2933182	2933525
161	"LOC114877853"	NA	chrOU015519.1	+	2931019	2931061	2927679	2927821	2933182	2933525
162	"LOC114877854"	NA	chrOU015519.1	+	2922810	2922875	2922211	2922743	2923416	2923539
163	"LOC114877854"	NA	chrOU015519.1	+	2922810	2923007	2922211	2922743	2923416	2923539
164	"LOC114877851"	NA	chrOU015519.1	-	2908183	2908539	2907245	2907358	2911741	2911870
165	"LOC114877851"	NA	chrOU015519.1	-	2913387	2913583	2911741	2911870	2913651	2913742
166	"LOC114877840"	NA	chrOU015519.1	-	2834004	2836107	2832412	2833014	2836788	2837019
167	"LOC114877840"	NA	chrOU015519.1	-	2834004	2836107	2832412	2833014	2837350	2837472
168	"LOC114877840"	NA	chrOU015519.1	-	2836788	2837019	2832412	2833014	2837350	2837472
169	"LOC114877840"	NA	chrOU015519.1	-	2836788	2837019	2834004	2836107	2837350	2837472
170	"LOC114877884"	NA	chrOU015519.1	+	2751613	2751616	2750867	2751213	2752639	2754264
171	"LOC114882156"	NA	chrOU015519.1	+	2631134	2631230	2630998	2631078	2631566	2631696
172	"LOC114879735"	NA	chrOU015519.1	+	2572974	2573101	2572719	2572901	2573577	2573750
173	"LOC114879735"	NA	chrOU015519.1	+	2574266	2574537	2573665	2573750	2574609	2575131
174	"LOC114879732"	NA	chrOU015519.1	-	2538985	2539080	2536900	2536986	2539159	2539399
175	"LOC114879732"	NA	chrOU015519.1	-	2539460	2539664	2539159	2539399	2540077	2540399
176	"LOC114879732"	NA	chrOU015519.1	-	2539460	2539668	2539159	2539399	2540077	2540227
177	"LOC114879732"	NA	chrOU015519.1	-	2540077	2540227	2539159	2539399	2540436	2540524
178	"LOC114879738"	NA	chrOU015519.1	-	2438596	2438755	2437262	2437350	2439278	2439400
179	"LOC114879513"	NA	chrOU015519.1	-	2157918	2157978	2157372	2157607	2158033	2158181
180	"LOC114879493"	NA	chrOU015519.1	-	2140737	2140987	2133209	2133467	2141524	2142854
181	"LOC114879497"	NA	chrOU015519.1	+	2114184	2114335	2113872	2113992	2115007	2115137
182	"LOC114880226"	NA	chrOU015519.1	-	1924902	1925046	1924660	1924780	1929232	1930120
183	"LOC114880226"	NA	chrOU015519.1	-	1926710	1926839	1924902	1925046	1926925	1927072
184	"LOC114880226"	NA	chrOU015519.1	-	1926710	1926839	1924902	1925046	1929232	1930133
185	"LOC114881851"	NA	chrOU015518.1	-	8946444	8946661	8945867	8946109	8947262	8947501
186	"LOC114880802"	NA	chrOU015518.1	+	8720894	8721827	8720577	8720774	8721942	8722313
187	"LOC114880802"	NA	chrOU015518.1	+	8721158	8721827	8720577	8720774	8721942	8722313
188	"LOC114876646"	NA	chrOU015519.1	+	6139603	6139844	6137800	6138001	6144411	6144579
189	"LOC114880814"	NA	chrOU015518.1	+	8698038	8698350	8697489	8697651	8699172	8699469
190	"LOC114876485"	NA	chrOU015518.1	+	8646108	8646207	8644586	8644697	8646435	8646505
191	"LOC114876510"	NA	chrOU015518.1	+	8557047	8557117	8556308	8556589	8558749	8558860
192	"LOC114876510"	NA	chrOU015518.1	+	8558749	8558860	8557047	8557117	8559519	8559636
193	"LOC114876510"	NA	chrOU015518.1	+	8564098	8564221	8562145	8562343	8564482	8564584
194	"LOC114876496"	NA	chrOU015518.1	+	8504919	8504951	8503847	8504073	8505546	8505617
195	"LOC114876504"	NA	chrOU015518.1	-	8437145	8437723	8436307	8436385	8439068	8439329
196	"LOC114876500"	NA	chrOU015518.1	+	8436262	8436346	8417951	8418098	8440445	8440626
197	"LOC114876500"	NA	chrOU015518.1	+	8440445	8440626	8417951	8418098	8462491	8462926
198	"LOC114876493"	NA	chrOU015518.1	+	8393830	8393911	8330702	8331320	8394446	8394572
199	"LOC114876493"	NA	chrOU015518.1	+	8393830	8393911	8372807	8372899	8394446	8394572
200	"LOC114876493"	NA	chrOU015518.1	+	8393830	8393911	8373657	8373822	8394446	8394572
201	"LOC114876493"	NA	chrOU015518.1	+	8399388	8399483	8397830	8398132	8404088	8404183
202	"LOC114876493"	NA	chrOU015518.1	+	8404075	8404183	8399388	8399483	8407203	8407378
203	"LOC114876493"	NA	chrOU015518.1	+	8404088	8404183	8399388	8399483	8407203	8407378
204	"LOC114876525"	NA	chrOU015518.1	-	8145156	8145330	8139278	8139560	8147482	8147501
205	"LOC114876525"	NA	chrOU015518.1	-	8157676	8157763	8139278	8139560	8158848	8159077
206	"LOC114876525"	NA	chrOU015518.1	-	8159903	8160029	8158848	8159077	8162919	8163082
207	"LOC114876525"	NA	chrOU015518.1	-	8194186	8194255	8193211	8193318	8208247	8208834
208	"LOC114876525"	NA	chrOU015518.1	-	8194186	8194255	8193211	8193318	8246141	8246463
209	"LOC114876525"	NA	chrOU015518.1	-	8194186	8194255	8193211	8193318	8271323	8271843
210	"LOC114876515"	NA	chrOU015518.1	+	8098647	8098736	8097695	8097871	8098796	8098947
211	"LOC114876490"	NA	chrOU015518.1	+	8075775	8075890	8072275	8072371	8076336	8076515
212	"LOC114881303"	NA	chrOU015518.1	+	8036848	8037325	8036329	8036416	8037769	8038269
213	"LOC114875668"	NA	chrOU015518.1	+	7814968	7814986	7814782	7814883	7815067	7815370
214	"LOC114875668"	NA	chrOU015518.1	+	7815067	7815370	7814782	7814883	7815451	7816333
215	"LOC114875664"	NA	chrOU015518.1	+	7806125	7806316	7805346	7806064	7806383	7806561
216	"LOC114875713"	NA	chrOU015518.1	-	7767571	7767856	7767120	7767501	7767930	7768307
217	"LOC114875713"	NA	chrOU015518.1	-	7770850	7770937	7768919	7769274	7771945	7772254
218	"LOC114875672"	NA	chrOU015518.1	-	7678779	7678862	7674572	7677066	7680667	7680768
219	"LOC114875670"	NA	chrOU015518.1	+	7674231	7674315	7673752	7673926	7674393	7674517
220	"LOC114875687"	NA	chrOU015518.1	-	7460949	7462086	7460358	7460528	7462905	7463261
221	"LOC114875687"	NA	chrOU015518.1	-	7460949	7462099	7460358	7460528	7462905	7463261
222	"LOC114875687"	NA	chrOU015518.1	-	7460949	7462099	7460358	7460528	7465809	7465993
223	"LOC114875679"	NA	chrOU015518.1	+	7444976	7444982	7444482	7444709	7445148	7445298
224	"LOC114877697"	NA	chrOU015518.1	-	7180589	7180752	7180232	7180527	7180822	7181124
225	"LOC114877712"	NA	chrOU015518.1	+	7157777	7157872	7157348	7157460	7158008	7158179
226	"LOC114877712"	NA	chrOU015518.1	+	7160918	7160983	7159286	7159739	7162279	7166461
227	"LOC114877689"	NA	chrOU015518.1	+	7028746	7029057	7004673	7004757	7030417	7030823
228	"LOC114877689"	NA	chrOU015518.1	+	7029664	7029673	7028746	7029054	7030417	7030823
229	"LOC114877689"	NA	chrOU015518.1	+	7029664	7029673	7028746	7029057	7030417	7030823
230	"LOC114877690"	NA	chrOU015518.1	-	6943112	6943246	6942402	6942509	6984290	6984401
231	"LOC114877290"	NA	chrOU015518.1	-	6834618	6834822	6820696	6820848	6853664	6853873
232	"LOC114877290"	NA	chrOU015518.1	-	6835807	6835918	6834618	6834822	6853664	6853873
233	"LOC114877299"	NA	chrOU015518.1	-	6737101	6737197	6730553	6730685	6742852	6743067
234	"LOC114877304"	NA	chrOU015518.1	+	6586236	6586665	6585222	6585642	6586784	6586997
235	"LOC114877294"	NA	chrOU015518.1	-	6552141	6552288	6551569	6552060	6552479	6552710
236	"LOC114877281"	NA	chrOU015518.1	+	6541175	6541258	6538939	6539023	6547147	6547305
237	"LOC114877288"	NA	chrOU015518.1	+	6509374	6509443	6494897	6494986	6527455	6527806
238	"LOC114880857"	NA	chrOU015518.1	-	6336886	6337777	6311779	6312172	6341226	6341748
239	"LOC114877825"	NA	chrOU015518.1	+	6238377	6238817	6225118	6225181	6273565	6273663
240	"LOC114877825"	NA	chrOU015518.1	+	6278765	6278792	6278502	6278610	6279407	6279730
241	"LOC114877825"	NA	chrOU015518.1	+	6278765	6278819	6278502	6278610	6279407	6279730
242	"LOC114877834"	NA	chrOU015518.1	-	6210657	6210768	6208150	6209851	6211395	6211814
243	"LOC114877834"	NA	chrOU015518.1	-	6210657	6210768	6208150	6209851	6212396	6212725
244	"LOC114877834"	NA	chrOU015518.1	-	6210657	6210768	6208150	6209854	6211395	6211814
245	"LOC114877834"	NA	chrOU015518.1	-	6210657	6210768	6208150	6209854	6212396	6212725
246	"LOC114877834"	NA	chrOU015518.1	-	6211395	6211814	6208150	6209851	6212396	6212725
247	"LOC114877834"	NA	chrOU015518.1	-	6211395	6211814	6208150	6209854	6212396	6212725
248	"LOC114877834"	NA	chrOU015518.1	-	6211395	6211814	6210657	6210768	6212396	6212725
249	"LOC114877828"	NA	chrOU015518.1	-	5907196	5907374	5889331	5889444	6001359	6001570
250	"LOC114872235"	NA	chrOU015519.1	-	7543411	7543493	7542730	7542905	7543820	7543962
251	"LOC114877540"	NA	chrOU015518.1	-	5837948	5838113	5837779	5837869	5838453	5838744
252	"LOC114877556"	NA	chrOU015518.1	-	5812758	5812938	5812496	5812602	5813022	5813114
253	"LOC114877537"	NA	chrOU015518.1	+	5794393	5794474	5793943	5794073	5795329	5795465
254	"LOC114877558"	NA	chrOU015518.1	-	5770839	5771006	5770498	5770597	5771809	5772620
255	"LOC114877558"	NA	chrOU015518.1	-	5771485	5771598	5770839	5771006	5771809	5772620
256	"LOC114877542"	NA	chrOU015518.1	-	5494487	5494829	5487073	5487361	5499068	5499389
257	"LOC114877542"	NA	chrOU015518.1	-	5494487	5494832	5487073	5487361	5499068	5499389
258	"LOC114877542"	NA	chrOU015518.1	-	5494517	5494832	5487073	5487361	5499068	5499389
259	"LOC114877547"	NA	chrOU015518.1	+	5382125	5382238	5381805	5382046	5382424	5382538
260	"LOC114875343"	NA	chrOU015518.1	-	4881269	4881328	4865294	4865442	4939654	4939731
261	"LOC114875343"	NA	chrOU015518.1	-	5016348	5016456	4991510	4991659	5103241	5103371
262	"LOC114875343"	NA	chrOU015518.1	-	5171072	5171123	5157572	5157623	5178655	5178797
263	"LOC114875326"	NA	chrOU015518.1	-	4672767	4673277	4672236	4672392	4673533	4673684
264	"LOC114875326"	NA	chrOU015518.1	-	4674751	4674919	4674177	4674420	4675092	4675305
265	"LOC114875326"	NA	chrOU015518.1	-	4676805	4676976	4676123	4676339	4678507	4678687
266	"LOC114875326"	NA	chrOU015518.1	-	4677777	4677957	4676123	4676339	4678507	4678687
267	"LOC114879959"	NA	chrOU015519.1	+	6677791	6677891	6674364	6674527	6679783	6679927
268	"LOC114879959"	NA	chrOU015519.1	+	6677791	6677930	6674364	6674527	6679783	6679927
269	"LOC114879959"	NA	chrOU015519.1	+	6680910	6680982	6679783	6679927	6682667	6682804
270	"LOC114872277"	NA	chrOU015519.1	-	7236439	7236508	7231911	7232224	7328791	7329071
271	"LOC114872277"	NA	chrOU015519.1	-	7236600	7236698	7236439	7236508	7273239	7273259
272	"LOC114872277"	NA	chrOU015519.1	-	7236600	7236698	7236439	7236508	7449606	7449727
273	"LOC114878500"	NA	chrOU015518.1	+	4534633	4534753	4534371	4534560	4535738	4535907
274	"LOC114878500"	NA	chrOU015518.1	+	4537218	4537430	4536765	4537033	4538051	4538137
275	"LOC114878496"	NA	chrOU015518.1	-	4442794	4443043	4439701	4440023	4443103	4443176
276	"LOC114878496"	NA	chrOU015518.1	-	4443103	4443176	4439701	4440023	4443990	4444052
277	"LOC114878496"	NA	chrOU015518.1	-	4443288	4443936	4443103	4443176	4443990	4444052
278	"LOC114878496"	NA	chrOU015518.1	-	4443990	4444052	4439701	4440023	4444187	4444344
279	"LOC114878511"	NA	chrOU015518.1	-	4401324	4401658	4400332	4401228	4402060	4402696
280	"LOC114878512"	NA	chrOU015518.1	-	4398234	4398433	4397977	4398163	4398516	4398747
281	"LOC114878512"	NA	chrOU015518.1	-	4398234	4398446	4397977	4398163	4398516	4398598
282	"LOC114878476"	NA	chrOU015518.1	+	4336079	4336238	4334518	4334622	4338576	4338699
