ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
18	"LOC114872156"	NA	chrOU015519.1	+	6955725	6955792	6941263	6941324	6966619	6966744	18	2,0,2,1	0,0,0,0	2,0,0,1	0,0,0,1	166	99	1	1.0	1.0,NA,1.0,1.0	1.0,NA,NA,0.374	0.313
19	"LOC114879964"	NA	chrOU015519.1	+	6694999	6695217	6693843	6694097	6695298	6695388	19	189,74,72,100	0,0,0,0	93,106,76,92	0,0,1,0	198	99	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,0.974,1.0	0.006
21	"LOC114879144"	NA	chrOU015519.1	-	6535081	6535190	6534514	6534837	6536013	6536218	21	18,7,14,12	52,43,40,37	12,18,9,12	26,29,25,32	198	99	0.0853994350011	0.9735839502705477	0.148,0.075,0.149,0.14	0.188,0.237,0.153,0.158	-0.056
22	"LOC114879140"	NA	chrOU015519.1	+	6575446	6575494	6557527	6562098	6581212	6581562	22	5,1,4,2	2,1,2,0	2,1,1,2	0,0,0,0	147	99	0.0350990354706	0.6406823939035161	0.627,0.402,0.574,1.0	1.0,1.0,1.0,1.0	-0.349
23	"LOC114879140"	NA	chrOU015519.1	+	6582509	6582536	6581212	6581562	6582692	6582864	23	10,6,7,6	5,0,2,1	1,4,4,5	1,0,0,0	126	99	0.000703360862851	0.07510721747143928	0.611,1.0,0.733,0.825	0.44,1.0,1.0,1.0	-0.068
24	"LOC114879140"	NA	chrOU015519.1	+	6594444	6594582	6593426	6593586	6595095	6595267	24	6,4,5,4	12,1,4,6	2,2,1,0	1,4,2,5	198	99	0.0303594354673	0.5962915245334975	0.2,0.667,0.385,0.25	0.5,0.2,0.2,0.0	0.151
25	"LOC114879140"	NA	chrOU015519.1	+	6594456	6594582	6593426	6593586	6595095	6595267	25	6,6,10,6	12,1,4,6	4,4,1,0	1,4,2,5	198	99	0.141771855969	1.0	0.2,0.75,0.556,0.333	0.667,0.333,0.2,0.0	0.16
26	"LOC114879140"	NA	chrOU015519.1	+	6595445	6595589	6595095	6595267	6596900	6597046	26	3,3,2,2	10,6,8,14	0,2,3,7	4,7,6,6	198	99	0.340122667642	1.0	0.13,0.2,0.111,0.067	0.0,0.125,0.2,0.368	-0.046
27	"LOC114879140"	NA	chrOU015519.1	+	6596900	6597046	6595095	6595267	6599860	6600086	27	12,6,8,17	0,0,1,0	4,8,6,7	0,0,0,0	198	99	1	1.0	1.0,1.0,0.8,1.0	1.0,1.0,1.0,1.0	-0.05
28	"LOC114879140"	NA	chrOU015519.1	+	6597808	6597862	6596900	6597046	6598032	6598101	28	2,0,5,2	2,0,0,0	0,2,0,0	0,0,0,3	153	99	1	1.0	0.393,NA,1.0,1.0	NA,1.0,NA,0.0	0.298
30	"LOC114879140"	NA	chrOU015519.1	+	6598032	6598101	6596900	6597046	6598590	6598680	30	6,1,4,1	16,3,3,8	1,1,3,6	2,4,6,0	168	99	0.359080801615	1.0	0.181,0.164,0.44,0.069	0.228,0.128,0.228,1.0	-0.183
31	"LOC114879140"	NA	chrOU015519.1	+	6598053	6598101	6596900	6597046	6598590	6598680	31	2,1,3,0	16,3,3,8	1,0,2,1	2,4,6,0	147	99	0.278848054747	1.0	0.078,0.183,0.402,0.0	0.252,0.0,0.183,1.0	-0.193
32	"LOC114879140"	NA	chrOU015519.1	+	6598590	6598680	6596900	6597046	6599860	6600086	32	16,3,5,10	2,0,0,3	6,8,8,3	0,1,0,1	189	99	0.124551811222	1.0	0.807,1.0,1.0,0.636	1.0,0.807,1.0,0.611	0.006
33	"LOC114879140"	NA	chrOU015519.1	+	6599217	6599280	6598590	6598680	6599860	6600086	33	20,9,14,8	2,1,3,3	6,6,9,3	4,5,3,4	162	99	0.00405885759427	0.20891305441724664	0.859,0.846,0.74,0.62	0.478,0.423,0.647,0.314	0.301
34	"LOC114879140"	NA	chrOU015519.1	+	6599860	6600086	6595095	6595267	6600480	6600591	34	28,10,13,13	0,0,0,0	5,11,5,6	0,0,0,1	198	99	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.75	0.062
35	"LOC114879140"	NA	chrOU015519.1	+	6603539	6603592	6601109	6601209	6606799	6606906	35	1,0,1,0	12,7,6,11	0,0,0,0	1,8,3,7	152	99	1	1.0	0.051,0.0,0.098,0.0	0.0,0.0,0.0,0.0	0.037
36	"LOC114879140"	NA	chrOU015519.1	+	6603539	6603592	6601109	6601209	6607552	6607778	36	0,1,1,0	3,3,2,2	0,1,0,0	1,0,1,2	152	99	1	1.0	0.0,0.178,0.246,0.0	0.0,1.0,0.0,0.0	-0.144
37	"LOC114879140"	NA	chrOU015519.1	+	6606799	6606906	6601109	6601209	6607552	6607638	37	20,14,11,16	3,3,2,2	3,12,6,9	1,0,1,2	198	99	0.0685193733893	0.8727706268493939	0.769,0.7,0.733,0.8	0.6,1.0,0.75,0.692	-0.01
38	"LOC114879140"	NA	chrOU015519.1	+	6606799	6606906	6603539	6603592	6607552	6607638	38	9,7,5,5	0,1,0,0	2,4,3,2	0,1,0,0	198	99	1	1.0	1.0,0.778,1.0,1.0	1.0,0.667,1.0,1.0	0.028
39	"LOC114879151"	NA	chrOU015519.1	+	6504944	6505483	6503963	6504281	6505542	6505618	39	59,35,40,40	0,0,1,0	28,36,23,34	0,0,0,0	198	99	1	1.0	1.0,1.0,0.952,1.0	1.0,1.0,1.0,1.0	-0.012
40	"LOC114879151"	NA	chrOU015519.1	+	6504944	6505483	6503963	6504281	6506149	6506810	40	21,10,13,14	1,1,2,1	15,12,5,9	0,0,3,0	198	99	0.895379964022	1.0	0.913,0.833,0.765,0.875	1.0,1.0,0.455,1.0	-0.017
41	"LOC114879151"	NA	chrOU015519.1	+	6504950	6505483	6503963	6504281	6505542	6505618	41	49,35,34,39	0,0,1,0	24,30,26,36	0,0,0,0	198	99	1	1.0	1.0,1.0,0.944,1.0	1.0,1.0,1.0,1.0	-0.014
42	"LOC114879151"	NA	chrOU015519.1	+	6504950	6505483	6503963	6504281	6506149	6506562	42	11,10,7,13	1,1,2,1	11,6,8,11	0,0,3,0	198	99	0.250905201636	1.0	0.846,0.833,0.636,0.867	1.0,1.0,0.571,1.0	-0.097
43	"LOC114879151"	NA	chrOU015519.1	+	6505542	6505618	6503963	6504281	6506149	6506562	43	1,0,0,0	1,1,2,1	0,0,0,0	0,0,3,0	175	99	1	1.0	0.361,0.0,0.0,0.0	NA,NA,0.0,NA	0.09
44	"LOC114879151"	NA	chrOU015519.1	+	6505542	6505618	6504944	6505483	6506149	6506562	44	25,19,23,19	1,1,0,0	6,22,16,22	0,0,1,0	175	99	1	1.0	0.934,0.915,1.0,1.0	1.0,1.0,0.901,1.0	-0.013
45	"LOC114879151"	NA	chrOU015519.1	+	6505704	6505890	6505542	6505618	6506149	6506562	45	80,43,50,43	1,0,0,0	27,33,43,56	0,0,0,0	198	99	1	1.0	0.976,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.006
46	"LOC114880454"	NA	chrOU015519.1	+	6290905	6291015	6290590	6290673	6291342	6291448	46	2,0,0,0	5,1,0,5	0,0,0,3	7,4,2,8	198	99	1	1.0	0.167,0.0,NA,0.0	0.0,0.0,0.0,0.158	0.016
47	"LOC114880454"	NA	chrOU015519.1	+	6290970	6291015	6290480	6290673	6291342	6291448	47	2,1,0,0	5,1,0,5	1,0,0,2	7,4,2,8	144	99	1	1.0	0.216,0.407,NA,0.0	0.089,0.0,0.0,0.147	0.149
48	"LOC114880454"	NA	chrOU015519.1	+	6292110	6292242	6291688	6291844	6292480	6292662	48	14,9,4,10	1,0,2,3	3,5,2,9	2,0,0,3	198	99	0.464582599622	1.0	0.875,1.0,0.5,0.625	0.429,1.0,1.0,0.6	-0.007
49	"LOC114880459"	NA	chrOU015519.1	-	6285497	6285662	6285231	6285427	6285739	6285850	49	88,45,65,57	1,0,0,0	63,59,64,83	0,0,0,0	198	99	1	1.0	0.978,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.006
50	"LOC114880479"	NA	chrOU015519.1	+	6264429	6264531	6262726	6264236	6264810	6264951	50	0,1,4,0	0,0,1,0	0,0,0,4	0,0,0,0	198	99	1	1.0	NA,1.0,0.667,NA	NA,NA,NA,1.0	-0.166
51	"LOC114880476"	NA	chrOU015519.1	+	6246873	6246940	6246604	6246768	6247119	6247211	51	11,6,7,7	1,0,0,0	7,10,5,8	0,0,0,0	166	99	1	1.0	0.868,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.033
52	"LOC114880476"	NA	chrOU015519.1	+	6246873	6246940	6246604	6246768	6248044	6248129	52	8,2,5,3	0,1,1,0	4,3,2,5	0,0,0,2	166	99	1	1.0	1.0,0.544,0.749,1.0	1.0,1.0,1.0,0.599	-0.077
53	"LOC114880476"	NA	chrOU015519.1	+	6246873	6247008	6246604	6246768	6247119	6247210	53	5,2,3,4	1,0,0,0	3,3,1,3	0,0,0,0	198	99	1	1.0	0.714,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.072
54	"LOC114880470"	NA	chrOU015519.1	-	6219367	6219665	6218929	6219290	6219732	6219967	54	13,13,9,11	0,1,0,1	7,15,17,6	0,0,0,0	198	99	1	1.0	1.0,0.867,1.0,0.846	1.0,1.0,1.0,1.0	-0.072
55	"LOC114876643"	NA	chrOU015519.1	-	6123151	6123162	6121975	6123072	6123292	6123665	55	0,1,0,1	0,0,0,0	1,0,0,2	1,2,0,1	110	99	1	1.0	NA,1.0,NA,1.0	0.474,0.0,NA,0.643	0.628
56	"LOC114876643"	NA	chrOU015519.1	-	6123151	6123219	6121975	6123072	6123292	6123665	56	5,3,7,4	0,0,0,0	3,2,1,7	1,2,0,1	167	99	0.497750405079	1.0	1.0,1.0,1.0,1.0	0.64,0.372,1.0,0.806	0.295
57	"LOC114876643"	NA	chrOU015519.1	-	6123151	6123222	6121975	6123072	6123292	6123665	57	10,4,6,5	0,0,0,0	6,1,4,6	1,2,0,1	170	99	0.393696827852	1.0	1.0,1.0,1.0,1.0	0.777,0.226,1.0,0.777	0.305
58	"LOC114876707"	NA	chrOU015519.1	-	6106377	6106459	6105932	6106253	6106537	6106920	58	149,68,56,64	0,0,0,1	54,80,71,42	0,0,0,0	181	99	1	1.0	1.0,1.0,1.0,0.972	1.0,1.0,1.0,1.0	-0.007
59	"LOC114876630"	NA	chrOU015519.1	-	6065408	6065481	6065263	6065329	6065865	6065927	59	49,21,41,29	13,4,10,3	25,25,28,14	5,7,5,3	172	99	0.761953317097	1.0	0.684,0.751,0.702,0.848	0.742,0.673,0.763,0.729	0.019
60	"LOC114876630"	NA	chrOU015519.1	-	6071003	6071596	6070686	6070921	6071665	6071844	60	82,33,50,47	0,0,0,0	37,38,37,48	0,0,0,1	198	99	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.96	0.01
61	"LOC114876703"	NA	chrOU015519.1	-	6022042	6022090	6021613	6021747	6022709	6022855	61	9,11,11,12	0,1,1,0	7,9,10,17	0,0,0,0	147	99	1	1.0	1.0,0.881,0.881,1.0	1.0,1.0,1.0,1.0	-0.059
62	"LOC114876703"	NA	chrOU015519.1	-	6022042	6022090	6021613	6021747	6022727	6022855	62	22,20,22,27	1,4,5,1	13,16,17,33	1,1,7,4	147	99	0.5331352942	1.0	0.937,0.771,0.748,0.948	0.897,0.915,0.621,0.847	0.031
64	"LOC114876653"	NA	chrOU015519.1	-	5766409	5776399	5764737	5765246	5777238	5777339	64	21,22,17,14	1,1,0,0	12,15,12,20	0,0,0,0	198	99	1	1.0	0.913,0.917,1.0,1.0	1.0,1.0,1.0,1.0	-0.042
65	"LOC114876654"	NA	chrOU015519.1	-	5757727	5757772	5757385	5757472	5758045	5758171	65	47,23,24,30	17,4,11,7	26,26,24,26	5,2,2,9	144	99	0.0681668432686	0.8700098900835064	0.655,0.798,0.6,0.747	0.781,0.899,0.892,0.665	-0.109
66	"LOC114876654"	NA	chrOU015519.1	-	5757727	5757772	5757385	5757472	5758263	5758399	66	17,15,6,12	1,0,0,0	16,13,9,7	2,0,2,2	144	99	0.0330377886155	0.6312501452255154	0.921,1.0,1.0,1.0	0.846,1.0,0.756,0.706	0.153
67	"LOC114876654"	NA	chrOU015519.1	-	5758045	5758171	5757385	5757472	5758263	5758399	67	74,29,40,31	1,0,0,0	40,31,25,41	2,0,2,2	198	99	0.128116002455	1.0	0.974,1.0,1.0,1.0	0.909,1.0,0.862,0.911	0.073
68	"LOC114876654"	NA	chrOU015519.1	-	5758045	5758171	5757727	5757772	5758263	5758399	68	89,37,49,47	2,4,2,5	51,45,40,52	6,3,2,1	198	99	0.920149414321	1.0	0.957,0.822,0.925,0.825	0.81,0.882,0.909,0.963	-0.009
69	"LOC114876658"	NA	chrOU015519.1	+	5749207	5749523	5748512	5748934	5749918	5749955	69	128,66,68,88	0,0,0,1	48,62,67,78	0,0,0,0	198	99	1	1.0	1.0,1.0,1.0,0.978	1.0,1.0,1.0,1.0	-0.006
70	"LOC114876658"	NA	chrOU015519.1	+	5750714	5750921	5750045	5750323	5751008	5751224	70	160,95,84,123	2,0,0,1	104,107,93,103	0,0,0,0	198	99	1	1.0	0.976,1.0,1.0,0.984	1.0,1.0,1.0,1.0	-0.01
71	"LOC114876658"	NA	chrOU015519.1	+	5751008	5751224	5750045	5750323	5751341	5753670	71	87,59,58,61	3,3,1,1	65,61,64,65	2,7,1,0	198	99	0.735558361194	1.0	0.935,0.908,0.967,0.968	0.942,0.813,0.97,1.0	0.013
72	"LOC114876682"	NA	chrOU015519.1	-	5685771	5686185	5682561	5682891	5688316	5688397	72	337,200,178,202	0,1,0,0	190,157,136,236	0,0,1,1	198	99	1	1.0	1.0,0.99,1.0,1.0	1.0,1.0,0.986,0.992	0.003
73	"LOC114876682"	NA	chrOU015519.1	-	5688316	5688397	5685771	5686185	5688584	5688820	73	110,58,46,64	2,2,0,2	60,63,48,71	1,1,0,2	180	99	1	1.0	0.968,0.941,1.0,0.946	0.971,0.972,1.0,0.951	-0.01
75	"LOC114871527"	NA	chrOU015519.1	-	5479669	5479774	5479232	5479371	5480803	5481000	75	101,51,46,41	0,0,0,0	47,36,33,83	0,1,0,0	198	99	1	1.0	1.0,1.0,1.0,1.0	1.0,0.947,1.0,1.0	0.013
76	"LOC114871553"	NA	chrOU015519.1	-	5232480	5232630	5216616	5216766	5252152	5252257	76	24,19,17,24	0,0,0,0	14,9,9,27	0,1,0,0	198	99	1	1.0	1.0,1.0,1.0,1.0	1.0,0.818,1.0,1.0	0.045
77	"LOC114871553"	NA	chrOU015519.1	-	5270955	5271009	5252152	5252257	5296365	5296432	77	0,2,0,0	1,1,0,0	1,0,0,1	0,0,0,0	153	99	1	1.0	0.0,0.564,NA,NA	1.0,NA,NA,1.0	-0.718
78	"LOC114871553"	NA	chrOU015519.1	-	5270955	5271009	5252152	5252257	5311954	5313422	78	0,1,0,0	1,0,1,2	1,0,0,1	0,0,0,0	153	99	1	1.0	0.0,1.0,0.0,0.0	1.0,NA,NA,1.0	-0.75
79	"LOC114871553"	NA	chrOU015519.1	-	5296365	5296445	5252152	5252257	5330182	5330337	79	1,2,0,0	10,4,5,9	0,0,0,0	1,3,0,7	179	99	1	1.0	0.052,0.217,0.0,0.0	0.0,0.0,NA,0.0	0.067
80	"LOC114871553"	NA	chrOU015519.1	-	5330182	5330337	5252152	5252257	5426245	5426957	80	12,5,5,9	1,0,0,0	1,3,0,8	0,0,0,0	198	99	1	1.0	0.857,1.0,1.0,1.0	1.0,1.0,NA,1.0	-0.036
81	"LOC114871553"	NA	chrOU015519.1	-	5347706	5347760	5330182	5330337	5373762	5374656	81	1,1,0,2	6,2,3,3	0,0,2,0	1,3,2,7	153	99	0.76297260097	1.0	0.097,0.244,0.0,0.301	0.0,0.0,0.393,0.0	0.062
82	"LOC114871553"	NA	chrOU015519.1	-	5347706	5347760	5330182	5330337	5426245	5426957	82	1,1,0,2	2,1,0,0	0,0,0,0	0,0,0,1	153	99	1	1.0	0.244,0.393,NA,1.0	NA,NA,NA,0.0	0.546
83	"LOC114871553"	NA	chrOU015519.1	-	5404680	5404705	5252152	5252257	5426245	5426957	83	0,0,0,0	1,0,0,0	0,0,0,1	0,0,0,0	124	99	1	1.0	0.0,NA,NA,NA	NA,NA,NA,1.0	-1.0
84	"LOC114871522"	NA	chrOU015519.1	+	4784506	4785775	4771210	4771417	4824129	4824318	84	8,10,5,2	0,0,1,0	1,0,0,3	0,0,0,0	198	99	1	1.0	1.0,1.0,0.714,1.0	1.0,NA,NA,1.0	-0.072
85	"LOC114871522"	NA	chrOU015519.1	+	4784506	4785814	4771204	4771417	4824129	4824318	85	12,11,9,3	0,0,1,0	2,1,0,5	0,0,0,0	198	99	1	1.0	1.0,1.0,0.818,1.0	1.0,1.0,NA,1.0	-0.045
86	"LOC114871522"	NA	chrOU015519.1	+	4820477	4820834	4814849	4815177	4824129	4824318	86	5,3,4,6	0,0,0,0	2,4,2,7	0,0,0,1	198	99	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.778	0.055
87	"LOC114871522"	NA	chrOU015519.1	+	4826791	4826824	4824129	4824318	4827893	4827914	87	14,12,15,12	1,1,0,0	10,4,2,7	0,2,1,0	132	99	1	1.0	0.913,0.9,1.0,1.0	1.0,0.6,0.6,1.0	0.153
88	"LOC114871522"	NA	chrOU015519.1	+	4826791	4826824	4824129	4824318	4840436	4840538	88	37,33,25,34	9,4,6,6	21,11,14,27	7,7,3,11	132	99	0.046919638494	0.7332051800757512	0.755,0.861,0.758,0.81	0.692,0.541,0.778,0.648	0.131
89	"LOC114871522"	NA	chrOU015519.1	+	4827893	4827914	4824129	4824318	4840436	4840538	89	1,1,2,0	9,4,6,6	0,2,1,0	7,7,3,11	120	99	0.839991149628	1.0	0.084,0.171,0.216,0.0	0.0,0.191,0.216,0.0	0.016
90	"LOC114871522"	NA	chrOU015519.1	+	4827893	4827914	4826791	4826824	4840436	4840538	90	3,2,6,2	26,23,14,24	1,1,0,2	12,8,12,22	120	99	0.0182528276856	0.4640709007207905	0.087,0.067,0.261,0.064	0.064,0.093,0.0,0.07	0.063
91	"LOC114871522"	NA	chrOU015519.1	+	4834942	4835603	4831026	4831322	4840436	4840538	91	10,12,11,10	2,0,1,0	4,1,4,9	0,0,0,3	198	99	0.665854530607	1.0	0.714,1.0,0.846,1.0	1.0,1.0,1.0,0.6	-0.01
92	"LOC114871522"	NA	chrOU015519.1	+	4840617	4840682	4840436	4840538	4840775	4840888	92	77,66,62,70	0,0,1,0	41,30,45,89	0,0,0,1	164	99	1	1.0	1.0,1.0,0.974,1.0	1.0,1.0,1.0,0.982	-0.002
93	"LOC114871550"	NA	chrOU015519.1	-	4621093	4621283	4619725	4620117	4628891	4629392	93	176,161,149,173	1,0,4,1	98,77,106,140	0,4,1,2	198	99	0.478463436803	1.0	0.989,1.0,0.949,0.989	1.0,0.906,0.981,0.972	0.017
94	"LOC114871501"	NA	chrOU015519.1	+	4599312	4599333	4597701	4598609	4599427	4599970	94	1,0,0,0	15,10,5,12	0,0,0,0	7,12,6,14	120	99	1	1.0	0.052,0.0,0.0,0.0	0.0,0.0,0.0,0.0	0.013
95	"LOC114871547"	NA	chrOU015519.1	+	4427034	4427197	4425996	4426121	4430488	4430615	95	1583,2343,1682,1787	3,3,2,0	873,586,1100,1500	1,1,0,7	198	99	1	1.0	0.996,0.997,0.998,1.0	0.998,0.997,1.0,0.991	0.001
96	"LOC114871547"	NA	chrOU015519.1	+	4430488	4430615	4425996	4426121	4434371	4434668	96	3,4,2,0	0,0,0,0	1,1,0,7	0,0,0,1	198	99	1	1.0	1.0,1.0,1.0,NA	1.0,1.0,NA,0.778	0.074
97	"LOC114871547"	NA	chrOU015519.1	+	4432004	4432101	4430488	4430615	4432613	4432710	97	9,7,4,9	293,383,302,286	6,3,2,6	126,119,154,286	196	99	0.80037475404	1.0	0.015,0.009,0.007,0.016	0.023,0.013,0.007,0.01	-0.001
98	"LOC114871547"	NA	chrOU015519.1	+	4432004	4432101	4430488	4430615	4433328	4433416	98	14,10,5,11	3,0,1,1	6,5,6,7	1,2,0,0	196	99	0.230783022426	1.0	0.702,1.0,0.716,0.847	0.752,0.558,1.0,1.0	-0.011
99	"LOC114871547"	NA	chrOU015519.1	+	4432004	4432101	4430488	4430615	4434371	4434668	99	9,6,3,6	0,1,0,0	5,4,2,6	0,0,0,0	196	99	1	1.0	1.0,0.752,1.0,1.0	1.0,1.0,1.0,1.0	-0.062
100	"LOC114871547"	NA	chrOU015519.1	+	4432613	4432710	4432004	4432101	4433138	4433223	100	313,377,310,250	0,0,0,0	113,114,151,257	0,0,0,1	196	99	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,1.0,0.992	0.002
101	"LOC114871547"	NA	chrOU015519.1	+	4433138	4433223	4432004	4432101	4433328	4433416	101	2,1,1,3	5,4,2,5	2,0,1,2	1,2,4,1	184	99	0.61596882418	1.0	0.177,0.119,0.212,0.244	0.518,0.0,0.119,0.518	-0.101
102	"LOC114871547"	NA	chrOU015519.1	+	4433138	4433223	4432004	4432101	4434371	4434668	102	185,237,212,211	0,0,0,0	90,62,94,180	0,1,0,0	184	99	1	1.0	1.0,1.0,1.0,1.0	1.0,0.971,1.0,1.0	0.007
103	"LOC114871547"	NA	chrOU015519.1	+	4433328	4433416	4430488	4430615	4434371	4434668	103	8,9,5,12	0,1,0,0	4,4,4,3	0,0,0,0	187	99	1	1.0	1.0,0.827,1.0,1.0	1.0,1.0,1.0,1.0	-0.043
104	"LOC114871547"	NA	chrOU015519.1	+	4433328	4433416	4432004	4432101	4434371	4434668	104	10,13,6,16	0,0,0,0	4,4,8,4	0,1,0,0	187	99	1	1.0	1.0,1.0,1.0,1.0	1.0,0.679,1.0,1.0	0.08
105	"LOC114871547"	NA	chrOU015519.1	+	4433328	4433416	4433138	4433223	4434371	4434668	105	8,10,5,14	228,275,249,256	5,2,5,4	101,80,111,210	187	99	0.40896689047	1.0	0.018,0.019,0.011,0.028	0.026,0.013,0.023,0.01	0.001
106	"LOC114871547"	NA	chrOU015519.1	+	4434793	4435114	4434371	4434668	4435275	4436896	106	774,935,801,747	0,1,0,0	353,284,364,723	0,0,0,0	198	99	1	1.0	1.0,0.998,1.0,1.0	1.0,1.0,1.0,1.0	-0.0
107	"LOC114871482"	NA	chrOU015519.1	-	4302946	4303316	4300690	4300989	4305440	4305664	107	156,127,101,139	0,0,0,0	99,77,47,188	1,0,0,0	198	99	1	1.0	1.0,1.0,1.0,1.0	0.98,1.0,1.0,1.0	0.005
108	"LOC114871546"	NA	chrOU015519.1	+	4243182	4243429	4242822	4243049	4244128	4244440	108	88,37,43,43	0,0,0,1	30,42,45,39	0,0,0,0	198	99	1	1.0	1.0,1.0,1.0,0.956	1.0,1.0,1.0,1.0	-0.011
109	"LOC114871546"	NA	chrOU015519.1	+	4243643	4243893	4243182	4243429	4244128	4244440	109	143,70,73,75	0,0,0,0	63,67,81,61	0,0,1,0	198	99	1	1.0	1.0,1.0,1.0,1.0	1.0,1.0,0.976,1.0	0.006
110	"LOC114871541"	NA	chrOU015519.1	-	4227137	4227527	4226628	4227008	4227663	4227988	110	56,26,22,20	0,0,1,0	28,33,33,27	0,0,0,0	198	99	1	1.0	1.0,1.0,0.917,1.0	1.0,1.0,1.0,1.0	-0.021
