ID	GeneID	geneSymbol	chr	strand	longExonStart_0base	longExonEnd	shortES	shortEE	flankingES	flankingEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
47	"LOC114880809"	NA	chrOU015518.1	-	8734438	8734927	8734459	8734927	8734185	8734350	47	15,4,13,15	8,3,4,4	10,9,5,7	3,4,3,1	120	99	0.614722296178	1.0	0.607,0.524,0.728,0.756	0.733,0.65,0.579,0.852	-0.05
48	"LOC114880809"	NA	chrOU015518.1	-	8734445	8734927	8734459	8734927	8734185	8734350	48	60,19,31,31	8,3,4,4	34,39,24,45	3,4,3,1	113	99	0.101048652426	0.840108717756934	0.868,0.847,0.872,0.872	0.909,0.895,0.875,0.975	-0.049
49	"LOC114880802"	NA	chrOU015518.1	+	8720577	8721827	8720577	8720774	8721942	8722313	49	213,99,96,136	3,0,2,0	98,103,98,95	1,2,1,0	1152	99	0.674930388108	1.0	0.859,1.0,0.805,1.0	0.894,0.816,0.894,1.0	0.015
50	"LOC114880801"	NA	chrOU015518.1	-	8685047	8685986	8685122	8685986	8683759	8684717	50	0,0,1,0	0,0,0,0	0,1,2,0	0,1,0,0	174	99	1	1.0	NA,NA,1.0,NA	NA,0.363,1.0,NA	0.319
51	"LOC114876513"	NA	chrOU015518.1	-	8570076	8570364	8570109	8570364	8569768	8570016	51	72,39,32,43	41,21,18,30	24,47,38,37	15,27,17,32	132	99	0.824159479505	1.0	0.568,0.582,0.571,0.518	0.545,0.566,0.626,0.464	0.009
52	"LOC114876500"	NA	chrOU015518.1	+	8416225	8416638	8416225	8416396	8417951	8418098	52	23,11,10,20	14,8,5,5	7,18,17,20	5,8,6,5	341	99	0.533142266701	1.0	0.323,0.285,0.367,0.537	0.289,0.395,0.451,0.537	-0.04
53	"LOC114876500"	NA	chrOU015518.1	+	8416225	8416642	8416225	8416396	8417951	8418098	53	19,11,13,15	14,8,5,5	6,15,15,21	5,8,6,5	345	99	0.561344330232	1.0	0.28,0.283,0.427,0.463	0.256,0.35,0.418,0.547	-0.03
54	"LOC114876500"	NA	chrOU015518.1	+	8416225	8416642	8416225	8416638	8417951	8418098	54	1,1,6,3	5,1,3,8	1,3,0,3	2,6,2,2	103	99	0.630024834217	1.0	0.161,0.49,0.658,0.265	0.325,0.325,0.0,0.59	0.084
55	"LOC114875671"	NA	chrOU015518.1	-	7560707	7560857	7560719	7560857	7558202	7558370	55	1,0,2,0	0,0,0,0	0,0,0,0	0,0,0,1	111	99	1	1.0	1.0,NA,1.0,NA	NA,NA,NA,0.0	1.0
56	"LOC114877708"	NA	chrOU015518.1	+	7328148	7328380	7328148	7328349	7328507	7328849	56	2,0,2,1	5,6,4,7	2,1,1,1	5,3,4,3	130	99	0.821737288256	1.0	0.233,0.0,0.276,0.098	0.233,0.202,0.16,0.202	-0.048
57	"LOC114877701"	NA	chrOU015518.1	-	7326689	7327182	7326839	7327182	7325574	7325763	57	5,1,5,1	7,3,7,11	0,0,0,2	0,2,9,1	249	99	1	1.0	0.221,0.117,0.221,0.035	NA,0.0,0.0,0.443	0.001
58	"LOC114877689"	NA	chrOU015518.1	+	7028746	7029057	7028746	7029054	7029664	7029673	58	2,0,0,0	2,2,1,1	0,0,0,2	0,1,0,1	102	99	1	1.0	0.493,0.0,0.0,0.0	NA,0.0,NA,0.66	-0.207
59	"LOC114877689"	NA	chrOU015518.1	+	7028746	7029057	7028746	7029054	7030417	7030823	59	2,0,0,2	1,0,0,0	0,0,0,0	0,2,0,0	102	99	1	1.0	0.66,NA,NA,1.0	NA,0.0,NA,NA	0.83
60	"LOC114877825"	NA	chrOU015518.1	+	6278765	6278819	6278765	6278792	6279407	6279730	60	4,10,2,1	8,7,4,5	0,0,1,3	4,3,3,4	126	99	0.00556363150147	0.22596008160547087	0.282,0.529,0.282,0.136	0.0,0.0,0.208,0.371	0.163
61	"LOC114877553"	NA	chrOU015518.1	+	5817682	5819122	5817682	5817856	5820422	5821097	61	351,264,202,257	2,2,0,0	186,218,177,301	0,0,1,2	1365	99	1	1.0	0.927,0.905,1.0,1.0	1.0,1.0,0.928,0.916	-0.003
62	"LOC114877553"	NA	chrOU015518.1	+	5817682	5819122	5817682	5817856	5821960	5825808	62	347,260,199,253	1,0,0,3	185,214,174,294	0,0,0,1	1365	99	0.836710408245	1.0	0.962,1.0,1.0,0.859	1.0,1.0,1.0,0.955	-0.034
63	"LOC114877542"	NA	chrOU015518.1	-	5494487	5494832	5494517	5494832	5487073	5487361	63	9,2,1,4	0,0,0,0	1,3,1,3	1,0,0,0	129	99	1	1.0	1.0,1.0,1.0,1.0	0.434,1.0,1.0,1.0	0.141
64	"LOC114877551"	NA	chrOU015518.1	+	5353547	5354269	5353547	5353882	5354342	5354570	64	13,10,16,15	1,3,3,1	7,12,9,17	1,0,0,1	486	99	8.22535504059e-05	0.011142192481906916	0.726,0.404,0.521,0.753	0.588,1.0,1.0,0.776	-0.24
65	"LOC114879959"	NA	chrOU015519.1	+	6677791	6677930	6677791	6677891	6679783	6679927	65	5,4,4,2	1,7,0,0	1,3,6,6	0,1,0,2	138	99	0.0419676154585	0.5961520721407862	0.782,0.291,1.0,1.0	1.0,0.683,1.0,0.683	-0.073
66	"LOC114878473"	NA	chrOU015518.1	-	4579369	4579553	4579425	4579553	4577732	4579249	66	12,6,8,9	0,1,0,0	7,12,5,2	0,0,0,0	155	99	1	1.0	1.0,0.793,1.0,1.0	1.0,1.0,1.0,1.0	-0.052
67	"LOC114872277"	NA	chrOU015519.1	-	7450827	7450987	7450869	7450987	7449880	7450214	67	5,4,4,5	5,1,2,1	3,1,8,1	1,2,3,2	141	99	0.523820973631	1.0	0.413,0.737,0.584,0.778	0.678,0.26,0.652,0.26	0.165
68	"LOC114878485"	NA	chrOU015518.1	+	4504329	4504801	4504329	4504681	4505571	4510330	68	24,19,17,33	1,0,1,0	10,11,13,16	2,1,0,0	219	99	1	1.0	0.916,1.0,0.885,1.0	0.693,0.833,1.0,1.0	0.069
69	"LOC114878514"	NA	chrOU015518.1	-	4389680	4390160	4389692	4390160	4388920	4389023	69	63,21,40,43	21,15,13,11	38,39,42,52	16,7,5,13	111	99	0.111078746917	0.8655295279683053	0.728,0.555,0.733,0.777	0.679,0.832,0.882,0.781	-0.095
70	"LOC114880579"	NA	chrOU015518.1	+	3694955	3695091	3694955	3695059	3695628	3695907	70	4,4,2,6	1,4,3,1	0,1,1,3	2,1,4,0	131	99	0.0852401161876	0.7808465016472943	0.751,0.43,0.335,0.819	0.0,0.43,0.159,1.0	0.186
71	"LOC114880581"	NA	chrOU015518.1	-	3684129	3684332	3684147	3684332	3683941	3684030	71	226,107,117,181	31,14,14,14	121,131,124,130	9,14,11,18	117	99	0.514667207365	1.0	0.861,0.866,0.876,0.916	0.919,0.888,0.905,0.859	-0.013
73	"LOC114882870"	NA	chrOU015518.1	-	2503536	2503803	2503541	2503803	2489360	2493451	73	0,4,3,0	46,29,48,25	1,2,2,5	25,25,25,37	104	99	0.163131303186	0.9530073215649933	0.0,0.116,0.056,0.0	0.037,0.071,0.071,0.114	-0.03
74	"LOC114882870"	NA	chrOU015518.1	-	2529104	2530501	2529862	2530501	2503720	2503803	74	198,125,140,107	1,0,0,0	82,71,77,125	0,0,0,0	857	99	1	1.0	0.958,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.01
75	"LOC114882828"	NA	chrOU015518.1	+	2064551	2064757	2064551	2064714	2065710	2065855	75	66,24,28,37	42,30,16,29	22,42,38,28	16,32,34,27	142	99	0.684227004742	1.0	0.523,0.358,0.55,0.471	0.489,0.478,0.438,0.42	0.019
76	"LOC114882861"	NA	chrOU015518.1	+	2048130	2048310	2048130	2048279	2048382	2048513	76	23,25,16,17	46,44,22,24	17,15,15,15	20,27,20,32	130	99	0.878008353268	1.0	0.276,0.302,0.356,0.35	0.393,0.297,0.364,0.263	-0.008
77	"LOC114882845"	NA	chrOU015518.1	-	2000044	2000341	2000086	2000341	1999754	1999962	77	10,2,9,6	2,4,2,1	2,4,3,3	1,1,3,4	141	99	0.235820636012	1.0	0.778,0.26,0.76,0.808	0.584,0.737,0.412,0.345	0.132
79	"LOC114878724"	NA	chrOU015518.1	-	1811592	1811730	1811628	1811730	1811228	1811539	79	8,1,2,3	3,1,0,1	1,1,2,1	0,0,0,2	135	99	0.126296894343	0.8932081563776024	0.662,0.423,1.0,0.688	1.0,1.0,1.0,0.268	-0.124
81	"LOC114881700"	NA	chrOU015518.1	-	1644419	1644875	1644669	1644875	1644059	1644214	81	21,4,9,16	3,2,1,0	11,11,10,6	1,2,0,0	349	99	0.0223385526001	0.4370910125419566	0.665,0.362,0.719,1.0	0.757,0.609,1.0,1.0	-0.155
82	"LOC114872977"	NA	chrOU015518.1	+	1607681	1607880	1607681	1607844	1608025	1608197	82	6,3,1,5	5,4,7,3	5,2,4,2	3,1,3,7	135	99	0.728474574499	1.0	0.468,0.355,0.095,0.55	0.55,0.595,0.494,0.173	-0.086
83	"LOC114872965"	NA	chrOU015518.1	+	1571294	1583032	1571294	1576936	1583515	1583722	83	1741,1196,1178,1223	0,0,0,2	911,1029,1115,1099	0,0,0,0	6195	99	1	1.0	1.0,1.0,1.0,0.907	1.0,1.0,1.0,1.0	-0.023
84	"LOC114872873"	NA	chrOU015518.1	+	1249687	1249757	1249687	1249754	1250370	1250783	84	7,2,3,0	4,1,1,1	2,3,3,3	0,1,1,0	102	99	0.00331657914526	0.16687131070865316	0.629,0.66,0.744,0.0	1.0,0.744,0.744,1.0	-0.364
85	"LOC114878487"	NA	chrOU015518.1	+	4278291	4278465	4278291	4278453	4278989	4279073	85	8,5,8,9	8,4,4,2	6,10,8,9	4,2,2,7	111	99	0.529860090922	1.0	0.471,0.527,0.641,0.801	0.572,0.817,0.781,0.534	-0.066
86	"LOC114878487"	NA	chrOU015518.1	+	4281679	4281992	4281679	4281970	4284371	4284621	86	68,32,44,55	3,0,1,2	30,36,37,58	2,5,1,4	121	99	0.033415093736	0.5301259465684324	0.949,1.0,0.973,0.957	0.925,0.855,0.968,0.922	0.052
87	"LOC114878487"	NA	chrOU015518.1	+	4278291	4278465	4278291	4278453	4288198	4288386	87	1,1,3,1	2,2,0,1	0,3,4,2	0,0,0,1	111	99	1	1.0	0.308,0.308,1.0,0.471	NA,1.0,1.0,0.641	-0.359
88	"LOC114872926"	NA	chrOU015518.1	-	1069840	1070145	1069843	1070145	1069482	1069749	88	29,19,18,21	2,2,0,2	13,6,10,28	0,2,1,3	102	99	0.634790395121	1.0	0.934,0.902,1.0,0.911	1.0,0.744,0.907,0.901	0.049
90	"LOC114872841"	NA	chrOU015518.1	-	1004078	1004758	1004537	1004758	1003562	1003812	90	123,69,72,73	4,4,3,1	56,55,68,74	6,2,3,3	558	99	0.291269211664	1.0	0.845,0.754,0.81,0.928	0.623,0.83,0.801,0.814	0.067
91	"LOC114877996"	NA	chrOU015519.1	+	3340523	3340868	3340523	3340666	3340931	3341431	91	12,27,12,11	1,1,0,0	10,0,5,16	0,0,0,0	301	99	1	1.0	0.798,0.899,1.0,1.0	1.0,NA,1.0,1.0	-0.076
92	"LOC114873001"	NA	chrOU015518.1	-	790030	790365	790142	790365	789340	789421	92	19,16,14,19	3,9,7,7	7,12,22,17	6,6,6,4	211	99	0.937132089456	1.0	0.748,0.455,0.484,0.56	0.354,0.484,0.632,0.666	0.028
93	"LOC114873001"	NA	chrOU015518.1	-	790649	791101	790864	791101	789340	789421	93	66,79,93,97	2,0,1,0	47,52,69,49	2,0,2,2	314	99	1	1.0	0.912,1.0,0.967,1.0	0.881,1.0,0.916,0.885	0.049
94	"LOC114873001"	NA	chrOU015518.1	-	790030	790365	790142	790365	789601	789705	94	18,18,16,26	12,11,16,16	9,12,25,19	6,8,20,9	211	99	0.826691667083	1.0	0.413,0.434,0.319,0.433	0.413,0.413,0.37,0.498	-0.024
95	"LOC114873001"	NA	chrOU015518.1	-	790649	791101	790864	791101	789601	789705	95	64,71,84,91	1,0,0,0	43,52,64,48	0,0,0,0	314	99	1	1.0	0.953,1.0,1.0,1.0	1.0,1.0,1.0,1.0	-0.012
96	"LOC114872953"	NA	chrOU015518.1	-	705946	706249	705950	706249	705224	705579	96	15,8,4,5	28,10,10,9	7,9,5,5	6,11,7,12	103	99	0.513862495502	1.0	0.34,0.435,0.278,0.348	0.529,0.44,0.407,0.286	-0.065
97	"LOC114872991"	NA	chrOU015518.1	-	672623	672808	672650	672808	672394	672551	97	35,8,9,21	1,2,0,0	8,22,11,14	0,0,3,1	126	99	0.836562603433	1.0	0.965,0.759,1.0,1.0	1.0,1.0,0.742,0.917	0.016
98	"LOC114876004"	NA	chrOU015518.1	-	587119	587236	587128	587236	586928	587037	98	0,0,0,1	18,9,19,17	1,1,0,1	10,9,20,17	108	99	1	1.0	0.0,0.0,0.0,0.051	0.084,0.092,0.0,0.051	-0.044
99	"LOC114876023"	NA	chrOU015518.1	-	518462	518639	518515	518639	517492	518225	99	5,2,0,7	12,3,5,5	3,3,2,0	5,4,3,2	152	99	0.842429009597	1.0	0.213,0.303,0.0,0.477	0.281,0.328,0.303,0.0	0.02
100	"LOC114876023"	NA	chrOU015518.1	-	518462	518639	518515	518639	517492	518228	100	6,4,1,7	154,73,68,77	5,7,5,5	40,93,53,43	152	99	0.0471784989542	0.6294040655935318	0.025,0.034,0.009,0.056	0.075,0.047,0.058,0.07	-0.032
101	"LOC114876022"	NA	chrOU015518.1	+	541234	541358	541234	541352	543082	543256	101	0,6,0,2	18,6,9,6	2,2,0,2	7,3,3,11	105	99	0.805882283944	1.0	0.0,0.485,0.0,0.239	0.212,0.386,0.0,0.146	-0.005
102	"LOC114880709"	NA	chrOU015517.1	-	6483371	6483595	6483416	6483595	6481846	6483255	102	129,85,80,96	1,4,0,5	62,44,85,83	2,2,5,1	144	99	0.555368201175	1.0	0.989,0.936,1.0,0.93	0.955,0.938,0.921,0.983	0.014
104	"LOC114875920"	NA	chrOU015517.1	-	5072975	5073222	5073002	5073222	5072236	5072416	104	7,1,2,4	10,7,7,7	4,7,2,3	6,5,8,12	126	99	0.701678867494	1.0	0.355,0.101,0.183,0.31	0.344,0.524,0.164,0.164	-0.062
105	"LOC114872712"	NA	chrOU015517.1	-	4843712	4844858	4843716	4844858	4817081	4817135	105	2,1,0,4	11,11,10,8	1,0,0,0	7,4,8,14	103	99	0.010577413679	0.29104414826123437	0.149,0.08,0.0,0.325	0.121,0.0,0.0,0.0	0.108
107	"LOC114872731"	NA	chrOU015517.1	-	4334543	4337319	4334713	4337319	4331638	4331739	107	5,2,2,5	5,4,4,2	2,1,2,0	0,2,3,5	269	99	0.129468191188	0.9083405764225816	0.269,0.155,0.155,0.479	1.0,0.155,0.197,0.0	-0.074
109	"LOC114872720"	NA	chrOU015517.1	+	4147347	4147712	4147347	4147698	4152766	4153029	109	0,0,4,1	0,0,0,0	0,0,0,0	1,0,0,0	113	99	1	1.0	NA,NA,1.0,1.0	0.0,NA,NA,NA	1.0
110	"LOC114880053"	NA	chrOU015519.1	+	8135197	8135474	8135197	8135470	8135571	8135923	110	1,0,0,0	22,4,6,26	2,0,0,2	8,11,11,5	103	99	0.624771593366	1.0	0.042,0.0,0.0,0.0	0.194,0.0,0.0,0.278	-0.108
111	"LOC114874919"	NA	chrOU015509.1	+	8693973	8694160	8693973	8694127	8694262	8694457	111	13,7,10,13	1,0,0,1	6,12,5,12	1,0,1,1	132	99	1	1.0	0.907,1.0,1.0,0.907	0.818,1.0,0.789,0.9	0.077
112	"LOC114882998"	NA	chrOU015507.1	-	2766499	2766535	2766521	2766535	2765826	2766443	112	33,16,20,19	0,1,1,0	15,19,15,20	0,0,0,0	121	99	1	1.0	1.0,0.929,0.942,1.0	1.0,1.0,1.0,1.0	-0.032
113	"LOC114880605"	NA	chrOU015509.1	+	10361404	10361753	10361404	10361436	10361931	10366245	113	29,10,13,16	22,7,8,11	17,14,20,20	9,9,7,5	416	99	0.110190114455	0.8652821037440933	0.239,0.254,0.279,0.257	0.31,0.27,0.405,0.488	-0.111
