HOG	OG	Gene Tree Parent Clade	Acyrthosiphon_pisum	Aedes_aegypti	Anopheles_gambiae	Apis_mellifera	Bombus_terrestris	Bombyx_mori	Ceratina_calcarata	Drosophila_melanogaster	Dufourea_novaeangliae	Eufriesea_mexicana	Habropoda_laboriosa	Megachile_rotundata	Megalopta_genalis	Nasonia_vitripennis	Nomia_melanderi	Osmia_bicornis	Osmia_lignaria	Polistes_dominula	Solenopsis_invicta	Tribolium_castaneum	Vespa_mandarinia
N3.HOG0000024	OG0000000	n401																			XP_039311317.1, XP_039310346.1, XP_039315534.1, XP_039309247.1, XP_039301764.1, XP_039303563.1		
N3.HOG0000025	OG0000000	n412																	XP_034192189.1, XP_034179509.1				
N3.HOG0000026	OG0000000	n413							XP_017887576.1, XP_017882359.1, XP_017877626.1, XP_017879660.1, XP_017874999.1														
N3.HOG0000027	OG0000000	n417																		XP_015190534.1, XP_015189734.1, XP_015189881.1, XP_015189872.1			
N3.HOG0000028	OG0000000	n438							XP_017875322.1						XP_033323553.1			XP_029054286.1			XP_011169834.2		
N3.HOG0000029	OG0000000	n473									XP_015438108.1		XP_017796988.1, XP_017796388.1				XP_031848866.1						
N3.HOG0000030	OG0000000	n476											XP_017796207.1		XP_033339063.1, XP_033339068.1, XP_033339380.1, XP_033322444.1	XP_008214147.2, XP_031781320.1, XP_031779811.1					XP_039315361.1, XP_011170664.3, XP_039306364.1, XP_039305212.1, XP_011171639.2, XP_039311874.1, XP_039302112.1, XP_025997421.1, XP_039305157.1, XP_011174666.2, XP_039303966.1, XP_039315454.1, XP_039306760.1, XP_039311986.1, XP_039314225.1, XP_039304898.1, XP_039310754.1, XP_039309629.1, XP_011174758.3, XP_039303553.1, XP_039312857.1, XP_039309666.1, XP_039303445.1, XP_039307919.1, XP_039304380.1, XP_025996386.2, XP_011161658.3, XP_039315545.1, XP_025997894.2, XP_039313519.1, XP_039310248.1, XP_039310458.1		
N3.HOG0000031	OG0000001	n1				XP_016772837.1	XP_003398646.1				XP_015431819.1	XP_017753391.1	XP_017795702.1	XP_012153915.1, XP_012153916.1	XP_033341784.1	NP_001165974.1, NP_001166007.1, XP_001607043.2, XP_001606687.2, NP_001165941.1, NP_001166008.1, XP_001602787.1, NP_001166004.1, NP_001166003.1	XP_031834821.1	XP_029044867.1	XP_034175979.1	XP_015182412.1, XP_015181295.1	XP_011170312.2, XP_039312609.1, XP_039312733.1, XP_039312352.1, XP_039312340.1, XP_039312605.1, XP_039312730.1, XP_039312353.1, XP_039312724.1, XP_039312723.1, XP_039306128.1, XP_011164151.3, XP_025997129.2, XP_039301776.1, XP_039312725.1, XP_039312734.1, XP_039312722.1, XP_039312861.1, XP_025992592.1, XP_039306285.1, XP_011165642.3		XP_035720574.1
N3.HOG0000032	OG0000001	n146				XP_026296210.1	XP_012168947.1		XP_017884717.1		XP_015437062.1	XP_017759613.1	XP_017791778.1	XP_003703200.1	XP_033339718.1	XP_001599214.2	XP_031828824.1	XP_029036021.1	XP_034187550.1	XP_015174482.1	XP_011164185.1		XP_035734019.1
N3.HOG0000033	OG0000001	n205				XP_006564499.3	XP_012176083.1		XP_017886303.1		XP_015431466.1	XP_017767083.1	XP_017788328.1	XP_003699913.1	XP_033326710.1	XP_001603508.1, XP_001599460.2, NP_001165940.1	XP_031840935.1	XP_029032856.1	XP_034182179.1	XP_015174918.1	XP_011164534.2, XP_011164532.2		XP_035738421.1
N3.HOG0000034	OG0000001	n222				NP_001191991.1	XP_003403397.3, XP_003403418.2, XP_012170233.1, XP_020721551.1, XP_003393848.1, XP_003399696.2, XP_012170221.2, XP_012170223.1, XP_012170646.2, XP_012170645.1		XP_017883314.2, XP_017882560.1, XP_026670615.1, NP_001352268.1		XP_015436985.1, XP_015436980.1, XP_015436982.1, XP_015436981.1	XP_017759625.1	XP_017791425.1	XP_003701343.1, XP_003701310.1, XP_003701345.1	XP_033338373.1, XP_033339836.1, XP_033322510.1, XP_033338371.1, XP_033322509.1	NP_001165996.1, NP_001165995.1, XP_001599361.4, NP_001165997.1, NP_001165998.1	XP_031848952.1, XP_031848953.1, XP_031848708.1, XP_031841413.1	XP_029033204.1	XP_034190826.1	XP_015173619.1	XP_039315612.1, XP_011162032.2, XP_025994980.2, XP_025997248.1, XP_011175846.1, XP_025986982.2, XP_039301751.1		XP_035741324.1
N3.HOG0000035	OG0000001	n280										XP_017758024.1	XP_017798087.1	XP_003707538.2, XP_003708664.1		XP_031782192.1		XP_029054152.1					
N3.HOG0000036	OG0000001	n285														XP_032451661.1		XP_029054650.1					
N3.HOG0000037	OG0000001	n286				NP_001352128.1, XP_026300532.1, NP_001352129.1, XP_026300534.1, XP_026300585.1, XP_026300535.1, XP_395671.3, NP_001035324.1, XP_006565062.2, XP_016771320.1, XP_026300530.1, XP_026300602.1, NP_001352069.1, XP_006565076.1, NP_001352068.1, XP_623595.1, XP_026300531.1, XP_623362.3	XP_020718839.1, XP_003400131.1, XP_020721963.1, XP_003400129.2, XP_012170855.1, XP_003400126.1, XP_003400119.1, XP_012170861.1, XP_012170857.1, XP_012170859.1, XP_003395878.1		XP_017886899.2, XP_026675111.1, XP_017891081.1, XP_017891700.2, XP_017888667.1, XP_017891747.1, XP_017888037.1, XP_017891756.1, XP_017879813.1, XP_017879816.1		XP_015434757.1, XP_015434777.1, XP_015434764.1, XP_015434775.1, XP_015434758.1, XP_015434778.1, XP_015434772.1, XP_015434774.1, XP_015438123.1, XP_015438122.1	XP_017757759.1, XP_017757760.1, XP_017757765.1, XP_017757761.1, XP_017757755.1, XP_017757738.1, XP_017757780.1, XP_017757781.1, XP_017757757.1, XP_017757795.1, XP_017757740.1, XP_017757764.1, XP_017758028.1, XP_017758031.1, XP_017758027.1, XP_017758026.1	XP_017791902.1, XP_017796733.1, XP_017795398.1, XP_017796836.1, XP_017796838.1, XP_017795399.1, XP_017796200.1, XP_017791301.1, XP_017793598.1	XP_003704416.1, XP_003704415.1, XP_003704279.1, XP_003704278.1, XP_012143061.1, XP_003704412.1, XP_003704414.1, XP_003703231.1, XP_012143073.1, XP_003704281.1, XP_012136792.1, XP_012146067.1, XP_003707539.1	XP_033326759.1, XP_033326756.1, XP_033326750.1, XP_033326693.1, XP_033329017.1, XP_033331299.1, XP_033331298.1, XP_033329019.1, XP_033329022.1, XP_033326552.1, XP_033326550.1, XP_033326764.1, XP_033326503.1, XP_033326765.1, XP_033323542.1, XP_033326767.1, XP_033326559.1, XP_033326768.1, XP_033326766.1, XP_033326774.1, XP_033326762.1	XP_001603529.3, NP_001165939.1, XP_032451660.1, XP_016843419.1, NP_001165999.1, XP_031780867.1, XP_001604822.1, XP_031789348.1	XP_031826091.1, XP_031836318.1, XP_031836321.1, XP_031842466.1, XP_031836320.1, XP_031836144.1	XP_029053850.1, XP_029053627.1, XP_029054076.1, XP_029054316.1, XP_029054175.1, XP_029053698.1, XP_029053704.1, XP_029053437.1, XP_029053433.1, XP_029054094.1, XP_029053439.1, XP_029048981.1, XP_029053438.1, XP_029054161.1, XP_029052978.1, XP_029053697.1, XP_029053876.1, XP_029053978.1, XP_029047546.1, XP_029047549.1, XP_029055795.1	XP_034194603.1, XP_034194619.1, XP_034194593.1, XP_034194594.1, XP_034178687.1, XP_034178696.1, XP_034178691.1, XP_034178682.1, XP_034178244.1, XP_034178676.1, XP_034194583.1, XP_034194581.1, XP_034178690.1, XP_034194601.1, XP_034194614.1, XP_034178111.1, XP_034183757.1, XP_034183758.1, XP_034177877.1	XP_015183493.1, XP_015180260.1, XP_015180415.1, XP_015180416.1, XP_015190970.1	XP_039305188.1, XP_011173392.2, XP_011173391.1, XP_011173390.1, NP_001306576.1, XP_011159731.1		XP_035737410.1, XP_035732420.1, XP_035732533.1, XP_035732645.1, XP_035726105.1
N3.HOG0000038	OG0000002	n2				XP_026294912.1, XP_026294905.1	XP_003393988.2, XP_020724018.1				XP_015431069.1, XP_015431056.1	XP_017759746.1	XP_017795926.1	XP_003700909.2	XP_033330629.1	NP_001177429.1	XP_031834770.1, XP_031834615.1	XP_029034426.1	XP_034171929.1	XP_015179442.1	XP_011158991.3, XP_011175322.2		XP_035737326.1
N3.HOG0000039	OG0000002	n20				XP_006565883.2, XP_026294765.1, NP_001229909.1, NP_001229911.1, XP_016773537.1, XP_016773528.1, XP_006565970.2, XP_006565966.1, NP_001229907.1, NP_001229906.1, NP_001229905.1	XP_012175608.1, XP_012175713.1, XP_020722961.1, XP_012175715.1, XP_012175714.1, XP_012175716.1, XP_012175717.1, XP_012175609.1, XP_003393920.1, XP_003394006.1, XP_003403429.1, XP_003393921.1, XP_012175711.1		XP_026669569.1, XP_017880491.1, XP_026669562.1, XP_026669565.1, XP_017880561.1, XP_026669568.1, XP_017878910.1, XP_017878912.1, XP_026670968.1, XP_017878909.1, XP_017878913.1		XP_015431184.1, XP_015431151.1, XP_015431173.1	XP_017759702.1, XP_017759703.1, XP_017759734.1, XP_017759704.1, XP_017759707.1, XP_017759700.1, XP_017759708.1, XP_017759706.1	XP_017795970.1, XP_017795940.1	XP_003700936.1, XP_003700935.1, XP_003700844.1, XP_003700846.1, XP_003700845.1, XP_003700934.1		NP_001177434.1, NP_001177435.1, NP_001177432.1, XP_032453629.1, NP_001177467.1	XP_031834893.1, XP_031834897.1, XP_031834894.1, XP_031834895.1, XP_031834896.1, XP_031834892.1, XP_031834890.1, XP_031834888.1, XP_031834887.1, XP_031834889.1, XP_031834885.1, XP_031834883.1, XP_031834884.1, XP_031834533.1, XP_031834882.1, XP_031834538.1, XP_031834879.1, XP_031834881.1, XP_031834536.1, XP_031834824.1, XP_031834886.1	XP_029048273.1, XP_029048274.1, XP_029048309.1	XP_034171933.1, XP_034171931.1, XP_034170982.1	XP_015179331.1, XP_015179330.1, XP_015179496.1, XP_015179329.1	XP_025986686.1, XP_025986681.1, XP_025986698.2, XP_039304865.1, XP_039304861.1, XP_011159024.2, XP_039304874.1		XP_035737177.1, XP_035737224.1, XP_035737160.1
N3.HOG0000040	OG0000002	n120				NP_001229897.1, NP_001229898.1, XP_026294907.1, XP_026294903.1, XP_001121864.2, XP_026302131.1, XP_003250754.2, XP_006565953.2, XP_016773534.1, XP_006565886.1, XP_026294766.1, XP_016773535.1, XP_003250750.1, NP_001229902.1, XP_016773539.1, XP_003250751.1, XP_006565958.1, XP_006565964.1, XP_026294957.1, NP_001229900.1, XP_003250726.1, NP_001229895.1, XP_016773454.2, XP_006565947.2, XP_006565887.1, XP_001121659.1, XP_006565948.1, XP_003250765.1	XP_003394003.1, XP_003393998.1, XP_003394000.1, XP_012175705.1, XP_020723889.1, XP_020722356.1, XP_012175707.1, XP_003393910.1, XP_003393999.1, XP_003393907.1, XP_003393913.1, XP_012175702.1, XP_012175700.1, XP_012175710.2, XP_012175708.2, XP_003393918.1, XP_003394005.1, XP_003393917.1, XP_003393994.1, XP_003393905.1, XP_020723934.1, XP_020722331.1, XP_020722344.1		XP_017885095.1, XP_026668783.1, XP_026668778.1, XP_026668788.1, XP_017878907.2, XP_017878894.2, XP_026672267.1, XP_026668770.1, XP_026668773.1, XP_026668781.1, XP_026668785.1, XP_017878897.1, XP_017878896.1, XP_017878895.1, XP_017878898.1, XP_017878899.1		XP_015431162.1, XP_015431105.1, XP_015431116.1, XP_015431127.1, XP_015431139.1, XP_015431081.1, XP_015431092.1	XP_017759713.1, XP_017759730.1, XP_017759712.1, XP_017759757.1, XP_017759752.1, XP_017759759.1, XP_017759710.1, XP_017759755.1, XP_017759744.1, XP_017759756.1, XP_017759709.1, XP_017759729.1, XP_017759714.1, XP_017759715.1, XP_017759716.1	XP_017797057.1, XP_017795933.1, XP_017795969.1, XP_017795975.1, XP_017797089.1, XP_017797055.1, XP_017797103.1, XP_017795934.1, XP_017795937.1, XP_017795939.1, XP_017795938.1, XP_017795948.1, XP_017795929.1, XP_017795930.1, XP_017795932.1, XP_017795931.1	XP_012135097.1, XP_012135098.1, XP_012135237.1, XP_012135243.1, XP_012135240.1, XP_012135244.1, XP_012135242.1, XP_012135246.1, XP_003700930.1, XP_003700925.1, XP_003700923.1, XP_003700922.1, XP_012135245.1, XP_003700843.1, XP_003700842.2, XP_003700933.2, XP_003700932.1, XP_012135238.1, XP_012135239.1, XP_012135236.1, XP_003700918.2, XP_003700914.1, XP_003700911.2, XP_012135234.1, XP_012135233.1, XP_003700912.1, XP_012135096.1, XP_003700913.1, XP_003700836.1, XP_003700837.1		NP_001177431.1	XP_031834874.1, XP_031834875.1, XP_031834876.1, XP_031834877.1, XP_031834878.1, XP_031834872.1, XP_031834537.1, XP_031834871.1, XP_031834873.1	XP_029054356.1, XP_029048299.1, XP_029054353.1, XP_029048307.1, XP_029048304.1, XP_029048306.1, XP_029054355.1, XP_029054352.1, XP_029048298.1, XP_029054358.1, XP_029048308.1, XP_029054354.1, XP_029048279.1, XP_029034389.1, XP_029034429.1, XP_029034428.1	XP_034171012.1, XP_034170983.1, XP_034170985.1, XP_034170984.1, XP_034171930.1, XP_034171932.1, XP_034171011.1, XP_034171928.1, XP_034171927.1, XP_034171014.1, XP_034171015.1	XP_015179322.1, XP_015179323.1, XP_015179328.1, XP_015179324.1, XP_015179392.1, XP_015179325.1, XP_015179394.1, XP_015179320.1, XP_015179321.1	XP_025986682.1, XP_025986688.1, XP_025986690.1, XP_011159015.1, XP_011159014.1, XP_011159011.2, XP_039304878.1, XP_025986695.2, XP_025986692.1, XP_039304868.1, XP_011159019.1, XP_011159023.1, XP_039305194.1, XP_039304869.1, XP_011159010.2, XP_039304870.1, XP_039304864.1		XP_035737210.1, XP_035737173.1, XP_035737208.1, XP_035737209.1, XP_035737176.1, XP_035737175.1, XP_035737170.1, XP_035737323.1, XP_035737172.1, XP_035737203.1
N3.HOG0000041	OG0000002	n327				NP_001229890.1, NP_001229891.1, NP_001229892.1, NP_001229889.1, XP_006565945.1, XP_016773520.1, XP_026302135.1, XP_026302134.1, NP_001229888.1, XP_006565943.1, XP_006565941.2, NP_001229887.1, XP_026294956.1, XP_003250767.2	XP_003393901.1, XP_020722314.1, XP_020722318.1, XP_020723992.1, XP_020723938.1		XP_017878890.2, XP_026668772.1, XP_017878891.1, XP_026668776.1, XP_026668779.1, XP_026668777.1, XP_017878917.2, XP_017878886.1, XP_017878885.1			XP_017759719.1, XP_017759720.1, XP_017759718.1, XP_017759717.1	XP_017795928.1	XP_003700910.2		NP_001177430.1			XP_034171936.1	XP_015179317.1, XP_015179319.1, XP_015179443.1, XP_015179316.1, XP_015179396.1, XP_015179497.1	XP_039304867.1, XP_025986694.2, XP_025986773.2, XP_011159003.3, XP_011158994.1, XP_039304876.1, XP_039304863.1, XP_025987073.2, XP_025986823.2, XP_039305193.1, XP_011158759.1, XP_039305192.1, XP_025986706.2, XP_011158999.2		XP_035737321.1, XP_035737322.1, XP_035737171.1, XP_035737286.1, XP_035737299.1, XP_035737317.1
N3.HOG0000042	OG0000003	n2					XP_012175515.1				XP_015440316.1, XP_015437622.1, XP_015437540.1	XP_017759221.1, XP_017759096.1, XP_017765503.1	XP_017795921.1, XP_017795068.1	XP_012142569.1, XP_012151017.1, XP_012152967.1	XP_033323539.1		XP_031848014.1, XP_031848017.1	XP_029054728.1, XP_029054531.1	XP_034194812.1	XP_015189681.1, XP_015175257.1, XP_015175256.1, XP_015185948.1, XP_015177623.1, XP_015176563.1, XP_015189937.1			
N3.HOG0000043	OG0000003	n28					XP_003399806.1, XP_003396672.1					XP_017762861.1, XP_017753050.1	XP_017796976.1, XP_017796999.1, XP_017796386.1, XP_017792763.1, XP_017794734.1	XP_012153684.1, XP_012145948.1, XP_012153556.1, XP_012152733.1, XP_003708235.1	XP_033334494.1, XP_033332811.1, XP_033335211.1, XP_033339814.1, XP_033335543.1		XP_031836773.1, XP_031850304.1, XP_031848018.1	XP_029043188.1, XP_029055059.1, XP_029055135.1, XP_029055222.1		XP_015189180.1, XP_015189178.1, XP_015187797.1, XP_015177516.1	XP_039308373.1		XP_035735035.1, XP_035734136.1, XP_035734899.1, XP_035744268.1
N3.HOG0000044	OG0000003	n89										XP_017757887.1											
N3.HOG0000045	OG0000003	n91									XP_015431440.1			XP_012138587.1, XP_012143764.1, XP_012153187.1, XP_012151143.1			XP_031842150.1	XP_029046929.1, XP_029054008.1	XP_034178409.1, XP_034175783.1		XP_039315091.1		
N3.HOG0000046	OG0000003	n106					XP_020722898.1		XP_026671442.1, XP_017875127.1		XP_015437541.1, XP_015436031.1	XP_017760971.1, XP_017765284.1, XP_017762744.1, XP_017762860.1	XP_017795705.1, XP_017792101.1, XP_017791912.1, XP_017796210.1	XP_012145429.1, XP_012151871.1, XP_012148632.1, XP_012152409.1, XP_012152102.1, XP_012146326.1, XP_012153565.1, XP_012145435.1, XP_012147783.1, XP_012152144.1, XP_012149743.1	XP_033326525.1, XP_033320948.1, XP_033329035.1, XP_033323473.1		XP_031830867.1, XP_031842104.1	XP_029055255.1	XP_034182484.1, XP_034184622.1	XP_015171304.1, XP_015189742.1, XP_015189577.1, XP_015189652.1, XP_015189546.1, XP_015189661.1, XP_015171020.1, XP_015190455.1			XP_035731242.1, XP_035731236.1, XP_035725544.1, XP_035737738.1, XP_035737767.1, XP_035738018.1, XP_035728425.1, XP_035731251.1, XP_035731243.1
N3.HOG0000047	OG0000003	n158				XP_006572180.1	XP_020721352.1, XP_012173923.2, XP_020724024.1, XP_020723502.1		XP_026672920.1, XP_017884089.1, XP_017875115.1, XP_017889204.1, XP_026673061.1		XP_015436732.1, XP_015436675.1, XP_015435722.1, XP_015437848.1, XP_015435242.1, XP_015433735.1	XP_017752726.1, XP_017765490.1, XP_017756490.1, XP_017765529.1, XP_017762446.1, XP_017765018.1, XP_017759643.1, XP_017762993.1, XP_017765344.1, XP_017756226.1, XP_017759329.1, XP_017752724.1, XP_017752718.1, XP_017765343.1, XP_017754359.1, XP_017763517.1, XP_017763966.1, XP_017754218.1	XP_017795846.1, XP_017795072.1, XP_017791302.1, XP_017795982.1, XP_017795920.1, XP_017792764.1, XP_017790882.1	XP_012151874.1, XP_003706754.1, XP_003706746.2, XP_012147779.1, XP_012145925.1, XP_012153575.1, XP_012152390.1, XP_012146360.1, XP_012145431.1, XP_012145432.1, XP_012145448.1, XP_003702422.1, XP_003701631.1	XP_033339841.1, XP_033324576.1, XP_033335544.1, XP_033329188.1, XP_033330456.1, XP_033335286.1		XP_031847540.1, XP_031842129.1, XP_031847633.1	XP_029054487.1, XP_029054704.1, XP_029054294.1, XP_029054867.1, XP_029055008.1, XP_029055315.1, XP_029054950.1, XP_029055010.1, XP_029055230.1	XP_034195065.1, XP_034194807.1, XP_034195176.1, XP_034195009.1, XP_034194636.1	XP_015186432.1, XP_015189732.1, XP_015185810.1, XP_015175258.1, XP_015180955.1, XP_015189729.1, XP_015189948.1, XP_015189979.1, XP_015180194.1, XP_015185818.1, XP_015189887.1, XP_015189689.1	XP_039303478.1, XP_025989297.2, XP_039305759.1		XP_035737762.1, XP_035737763.1, XP_035739245.1, XP_035742402.1
N3.HOG0000048	OG0000003	n262											XP_017790287.1							XP_015189976.1			
N3.HOG0000049	OG0000003	n267										XP_017757975.1, XP_017762901.1	XP_017796807.1		XP_033331114.1, XP_033342845.1, XP_033323310.1			XP_029055109.1		XP_015171070.1			
N3.HOG0000050	OG0000004	n2																			XP_039308763.1, XP_039309031.1		
N3.HOG0000051	OG0000004	n18				XP_003250826.2	XP_012174904.1		XP_026667224.1		XP_015437631.1		XP_017789424.1	XP_003707057.2	XP_033325709.1		XP_031847958.1	XP_029033669.1, XP_029033655.1	XP_034189642.1	XP_015184251.1	XP_011171479.2		XP_035740898.1
N3.HOG0000052	OG0000004	n90														NP_001177533.1				XP_015176242.1	XP_025994607.2, XP_039311113.1		XP_035732062.1
