HOG	OG	Gene Tree Parent Clade	Acyrthosiphon_pisum	Aedes_aegypti	Anopheles_gambiae	Apis_mellifera	Bombus_terrestris	Bombyx_mori	Ceratina_calcarata	Drosophila_melanogaster	Dufourea_novaeangliae	Eufriesea_mexicana	Habropoda_laboriosa	Megachile_rotundata	Megalopta_genalis	Nasonia_vitripennis	Nomia_melanderi	Osmia_bicornis	Osmia_lignaria	Polistes_dominula	Solenopsis_invicta	Tribolium_castaneum	Vespa_mandarinia
N8.HOG0000072	OG0000014	n162		XP_021706175.1																			
N8.HOG0000073	OG0000014	n164		XP_021708291.1																			
N8.HOG0000074	OG0000014	n169			XP_307081.3																		
N8.HOG0000075	OG0000015	n79			XP_001688581.1																		
N8.HOG0000076	OG0000015	n83		XP_021709560.1																			
N8.HOG0000077	OG0000015	n149		XP_021694215.1																			
N8.HOG0000078	OG0000016	n17		XP_021706571.1, XP_021712017.1																			
N8.HOG0000079	OG0000016	n19		XP_001657157.1																			
N8.HOG0000080	OG0000016	n33		XP_001662624.1	XP_320674.3																		
N8.HOG0000081	OG0000016	n37		XP_001657149.1, XP_001657152.1	XP_551996.1																		
N8.HOG0000082	OG0000016	n53			XP_318363.4																		
N8.HOG0000083	OG0000016	n63			XP_318365.3																		
N8.HOG0000084	OG0000016	n165		XP_021707868.1																			
N8.HOG0000085	OG0000016	n167		XP_021706672.1																			
N8.HOG0000086	OG0000016	n168		XP_021706528.1																			
N8.HOG0000087	OG0000016	n170		XP_021706646.1																			
N8.HOG0000088	OG0000016	n171		XP_021705823.1	XP_307083.3																		
N8.HOG0000089	OG0000016	n173		XP_021706548.1																			
N8.HOG0000090	OG0000017	n9			XP_318364.5																		
N8.HOG0000091	OG0000017	n15		XP_021712202.1																			
N8.HOG0000092	OG0000017	n17		XP_001657148.1, XP_021701441.1																			
N8.HOG0000093	OG0000017	n29		XP_001657270.2	XP_024667067.1																		
N8.HOG0000094	OG0000017	n77		XP_021706557.1																			
N8.HOG0000095	OG0000017	n119		XP_021706561.1, XP_021707867.1, XP_021708292.1, XP_021708005.1, XP_021707482.1, XP_021706809.1, XP_021706808.1, XP_021705026.1, XP_021705827.1, XP_021706644.1, XP_021706645.1, XP_021706479.1, XP_021706481.1, XP_021706564.1, XP_021706555.1, XP_021705019.1, XP_021705020.1, XP_021705018.1, XP_021705027.1, XP_021705294.1, XP_021705295.1, XP_021705292.1, XP_021705293.1, XP_021706668.1, XP_021706669.1	XP_001238300.1, XP_320329.2, XP_320334.2, XP_307082.2, XP_306255.2																		
N8.HOG0000096	OG0000019	n3		XP_001658010.2	XP_562676.3																		
N8.HOG0000097	OG0000019	n35		XP_001647878.2	XP_307765.1																		
N8.HOG0000098	OG0000019	n36		XP_001654620.1	XP_310012.1																		
N8.HOG0000099	OG0000019	n48		XP_001658750.1	XP_319967.1																		
N8.HOG0000100	OG0000019	n49		XP_021701982.1	XP_319966.1																		
N8.HOG0000101	OG0000019	n50		XP_021701977.1, XP_021701978.1, XP_021701979.1, XP_001658752.1, XP_021701980.1, XP_021701981.1	XP_319970.3, XP_319969.1, XP_319968.3																		
N8.HOG0000102	OG0000019	n58		XP_021701973.1	XP_001238234.1																		
N8.HOG0000103	OG0000019	n59		XP_021701974.1, XP_001658753.1, XP_021701976.1, XP_021701975.1, XP_001658755.1	XP_319972.1																		
N8.HOG0000104	OG0000019	n99		XP_001658001.2	XP_313668.1, XP_313059.1, XP_307500.3, XP_561497.1, XP_562132.1, XP_313667.3																		
N8.HOG0000105	OG0000019	n105		XP_001654675.1	XP_313058.1, XP_313664.3																		
N8.HOG0000106	OG0000019	n107		XP_001654674.2	XP_562690.2, XP_313665.4																		
N8.HOG0000107	OG0000019	n133		XP_001658009.2	XP_313048.1																		
N8.HOG0000108	OG0000019	n134		XP_021693938.1, XP_001658007.2	XP_313052.1																		
N8.HOG0000109	OG0000021	n54		XP_021697387.1	XP_316463.3																		
N8.HOG0000110	OG0000021	n66		XP_021693724.1	XP_001237640.2																		
N8.HOG0000111	OG0000021	n68		XP_021693720.1	XP_001688623.2																		
N8.HOG0000112	OG0000021	n69		XP_001662529.1, XP_021693723.1	XP_315221.5																		
N8.HOG0000113	OG0000021	n96		XP_021706781.1	XP_312930.5																		
N8.HOG0000114	OG0000021	n123		XP_001651693.2	XP_321300.4																		
N8.HOG0000115	OG0000021	n124		XP_021706785.1	XP_551022.4, XP_558678.4																		
N8.HOG0000116	OG0000022	n131		XP_001653943.1	XP_319504.3																		
N8.HOG0000117	OG0000022	n135		XP_011492952.2, XP_011492954.2, XP_011492953.2, XP_021708435.1, XP_001659308.2																			
N8.HOG0000118	OG0000022	n140		XP_001661001.2	XP_315663.4																		
N8.HOG0000119	OG0000022	n141		XP_001661002.2	XP_556135.3, XP_001237676.2, XP_001237675.1, XP_315499.1, XP_315496.4																		
N8.HOG0000120	OG0000022	n146		XP_021711830.1, XP_001660615.1																			
N8.HOG0000121	OG0000022	n147		XP_001656527.2	XP_312977.3																		
N8.HOG0000122	OG0000023	n2		XP_021706812.1																			
N8.HOG0000123	OG0000023	n15		XP_021706482.1																			
N8.HOG0000124	OG0000023	n20			XP_306004.3																		
N8.HOG0000125	OG0000023	n37		XP_021706523.1																			
N8.HOG0000126	OG0000023	n38		XP_021705828.1, XP_021705829.1, XP_021705830.1, XP_021705635.1, XP_021706536.1, XP_021706542.1																			
N8.HOG0000127	OG0000023	n78			XP_305995.3																		
N8.HOG0000128	OG0000023	n81		XP_021706559.1																			
N8.HOG0000129	OG0000023	n105		XP_021705297.1, XP_021705299.1, XP_021706673.1, XP_021701442.1, XP_021706551.1, XP_021706547.1	XP_307607.3																		
N8.HOG0000130	OG0000023	n152			XP_318361.3																		
N8.HOG0000131	OG0000023	n153			XP_306825.4																		
N8.HOG0000132	OG0000023	n154		XP_021705028.1																			
N8.HOG0000133	OG0000023	n156			XP_315129.4																		
N8.HOG0000134	OG0000024	n21		XP_021699984.1																			
N8.HOG0000135	OG0000024	n150		XP_021700992.1	XP_317117.4																		
N8.HOG0000136	OG0000024	n151		XP_001663296.2																			
N8.HOG0000137	OG0000025	n4		XP_021704637.1	XP_001688326.1																		
N8.HOG0000138	OG0000025	n7		XP_021712735.1, XP_021704641.1	XP_560960.4, XP_311664.4																		
N8.HOG0000139	OG0000025	n36		XP_001664018.2	XP_319711.4																		
N8.HOG0000140	OG0000025	n70		XP_001650809.1, XP_021693569.1, XP_001657546.2, XP_001660358.1, XP_001660350.1, XP_001660351.1, XP_001660353.1, XP_021693578.1, XP_001660356.1, XP_001660354.2, XP_001660355.2, XP_001660359.1, XP_001660349.1, XP_021693574.1, XP_001660357.1	XP_321429.3, XP_551138.2, XP_551139.2, XP_001238481.1, XP_321427.2, XP_551141.1																		
N8.HOG0000141	OG0000025	n98		XP_001654720.1	XP_311670.4																		
N8.HOG0000142	OG0000025	n99		XP_021704638.1, XP_021711708.1, XP_021712736.1, XP_001654721.1	XP_001688322.1, XP_001688325.1, XP_001688324.1, XP_311667.3, XP_001688323.1, XP_001230824.2, XP_001230823.2, XP_306539.4, XP_001230390.1																		
N8.HOG0000143	OG0000026	n60		XP_021704128.1, XP_021705680.1																			
N8.HOG0000144	OG0000027	n2		XP_021694068.1, XP_021694331.1	XP_321444.5																		
N8.HOG0000145	OG0000027	n91		XP_001662496.1, XP_001649991.2	XP_312042.5																		
N8.HOG0000146	OG0000027	n93		XP_001662499.1, XP_021694330.1	XP_309657.4, XP_559998.4																		
N8.HOG0000147	OG0000027	n130		XP_001662497.2, XP_001662494.2, XP_021694070.1, XP_001662493.2, XP_001651730.2	XP_003436388.1																		
N8.HOG0000148	OG0000027	n135		XP_001650036.2, XP_001662495.2	XP_312606.4																		
N8.HOG0000149	OG0000027	n137		XP_001662317.1	XP_314084.4																		
N8.HOG0000150	OG0000028	n78		XP_001662079.2, XP_001662078.2, XP_001652121.2, XP_001658738.1	XP_552320.3																		
N8.HOG0000151	OG0000028	n82		XP_001662077.2, XP_001662076.1	XP_310364.7																		
N8.HOG0000152	OG0000028	n86		XP_001662080.2	XP_001689275.1																		
N8.HOG0000153	OG0000028	n87		XP_001654842.2	XP_318423.5																		
N8.HOG0000154	OG0000028	n88		XP_021709866.1	XP_001689276.1																		
N8.HOG0000155	OG0000028	n93		XP_021698904.1, XP_001661388.1, XP_021698905.1	XP_565496.1, XP_309032.2, XP_309033.2, XP_309036.1																		
N8.HOG0000156	OG0000028	n99		XP_021698609.1	XP_308619.3, XP_565054.3																		
N8.HOG0000157	OG0000028	n111		XP_001647783.2																			
N8.HOG0000158	OG0000029	n0		XP_021702205.1	XP_317091.3																		
N8.HOG0000159	OG0000030	n89		XP_021712578.1, XP_001656535.1, XP_021712579.1, XP_001656536.1, XP_021712588.1, XP_001656532.2, XP_021711298.1, XP_021712587.1, XP_001656533.1, XP_021711977.1, XP_021712580.1, XP_001656534.2	XP_321363.4																		
N8.HOG0000160	OG0000030	n101		XP_021712589.1, XP_001656537.1	XP_321362.2																		
N8.HOG0000161	OG0000030	n103		XP_021713257.1	XP_312564.5																		
N8.HOG0000162	OG0000032	n9			XP_001688914.1, XP_001237843.1, XP_001688918.1, XP_001688917.1																		
N8.HOG0000163	OG0000032	n13		XP_001655495.1, XP_021711882.1, XP_021697914.1	XP_001688834.1, XP_001237786.1																		
N8.HOG0000164	OG0000032	n133			XP_312499.1, XP_001237453.3, XP_001688921.1, XP_316611.2																		
N8.HOG0000165	OG0000033	n24		XP_001650274.2																			
N8.HOG0000166	OG0000033	n25		XP_001662128.2	XP_317561.4																		
N8.HOG0000167	OG0000033	n41		XP_001659549.2	XP_309943.4																		
N8.HOG0000168	OG0000033	n43		XP_001653602.1	XP_308284.4																		
N8.HOG0000169	OG0000033	n44		XP_001653600.1	XP_001687884.1																		
N8.HOG0000170	OG0000033	n48		XP_021699050.1	XP_308743.3																		
N8.HOG0000171	OG0000033	n49		XP_021699048.1, XP_001654514.2	XP_001688832.1, XP_316292.4																		
N8.HOG0000172	OG0000033	n67		XP_001663165.2, XP_001663167.2, XP_001654498.2	XP_308744.4																		
N8.HOG0000173	OG0000033	n97		XP_021702428.1	XP_555044.3																		
N8.HOG0000174	OG0000033	n98		XP_021702424.1, XP_021702436.1, XP_001660379.1	XP_317047.3																		
N8.HOG0000175	OG0000033	n101		XP_021696237.1, XP_021696236.1	XP_308459.4																		
N8.HOG0000176	OG0000035	n40		XP_021698875.1, XP_021713290.1, XP_021713287.1, XP_021698064.1, XP_021705066.1, XP_021697550.1																			
N8.HOG0000177	OG0000036	n31		XP_021694449.1																			
N8.HOG0000178	OG0000036	n73		XP_001652144.1	XP_551626.4																		
N8.HOG0000179	OG0000036	n74		XP_001663407.1	XP_321937.5																		
N8.HOG0000180	OG0000036	n91		XP_021707542.1	XP_312152.5																		
N8.HOG0000181	OG0000036	n126		XP_021704212.1	XP_563022.4																		
N8.HOG0000182	OG0000036	n127		XP_021698338.1, XP_021698339.1	XP_308639.4																		
N8.HOG0000183	OG0000037	n2		XP_001660749.1	XP_317400.2																		
N8.HOG0000184	OG0000037	n26		XP_021703245.1	XP_317401.4																		
N8.HOG0000185	OG0000037	n29		XP_001651344.1, XP_001651341.1, XP_001651343.1, XP_001651340.1, XP_021710636.1, XP_001651345.1, XP_001660757.1, XP_001660782.2, XP_001660758.1																			
N8.HOG0000186	OG0000037	n40		XP_001660753.1	XP_317404.2																		
N8.HOG0000187	OG0000037	n71		XP_001660756.1																			
N8.HOG0000188	OG0000037	n101		XP_001660784.1, XP_001660759.1, XP_001660760.1, XP_001660761.1, XP_001660762.1, XP_001660774.1, XP_001660779.1, XP_001660778.1, XP_001660776.1, XP_001660777.1, XP_001660781.1, XP_001660775.1, XP_001660780.1, XP_001660770.1, XP_001660773.1, XP_001660768.2, XP_021703264.1, XP_001660771.1, XP_001660764.1, XP_001660763.1, XP_001660769.1, XP_001660766.1, XP_001660765.1, XP_001660767.1																			
N8.HOG0000189	OG0000037	n126		XP_001660785.1	XP_317407.1																		
N8.HOG0000190	OG0000037	n127		XP_021703267.1	XP_317408.2																		
N8.HOG0000191	OG0000038	n17		XP_001659656.2	XP_308890.4																		
N8.HOG0000192	OG0000038	n18		XP_001659657.1	XP_001237150.1																		
N8.HOG0000193	OG0000038	n23		XP_001659658.1, XP_001650153.1	XP_308908.3																		
N8.HOG0000194	OG0000038	n36		XP_001650182.1	XP_316624.3, XP_308891.2																		
N8.HOG0000195	OG0000038	n38		XP_001659654.2, XP_001659610.1	XP_001237146.1, XP_001688132.1, XP_001237148.2, XP_001688134.1, XP_001237147.2, XP_001688135.1, XP_001688133.1, XP_308903.4, XP_001688131.1																		
N8.HOG0000196	OG0000038	n48		XP_001647747.1, XP_001659651.2	XP_001688120.1, XP_001688130.1, XP_001688129.1, XP_001688127.1, XP_001688124.1, XP_001688128.1, XP_001688125.1, XP_001688126.1, XP_001237145.2, XP_001688123.1, XP_001688119.1, XP_001688121.1, XP_001688122.1, XP_308892.4, XP_308896.4																		
N8.HOG0000197	OG0000038	n82		XP_001659628.2	XP_308909.2																		
N8.HOG0000198	OG0000038	n106		XP_001655400.1	XP_316348.4																		
N8.HOG0000199	OG0000038	n116		XP_021698957.1	XP_308913.3																		
N8.HOG0000200	OG0000038	n119		XP_021698956.1	XP_308914.4																		
N8.HOG0000201	OG0000038	n121		XP_021698955.1	XP_308915.3																		
N8.HOG0000202	OG0000039	n3			XP_316336.4																		
N8.HOG0000203	OG0000039	n28		XP_001661230.1																			
N8.HOG0000204	OG0000039	n41		XP_001659340.2, XP_001659342.2, XP_021693908.1, XP_021693884.1, XP_001648715.2, XP_001648716.2, XP_021693844.1, XP_001659359.1, XP_001659358.2, XP_001659353.2, XP_021693819.1, XP_021695443.1, XP_001657707.1, XP_001659339.1, XP_021693789.1, XP_001648712.2, XP_021693778.1, XP_021693770.1, XP_001659341.2, XP_021693802.1, XP_021693814.1, XP_021699285.1, XP_021699296.1, XP_021699290.1, XP_021699310.1, XP_021693924.1, XP_021697749.1, XP_021697768.1	XP_310938.5																		
N8.HOG0000205	OG0000039	n74		XP_001660166.2, XP_001660164.1, XP_021709127.1	XP_315360.4																		
N8.HOG0000206	OG0000039	n82		XP_001663742.2, XP_001660817.2, XP_021696062.1, XP_001662002.2, XP_001663739.2, XP_001663748.1, XP_021696078.1, XP_001663746.1	XP_315488.2, XP_001237671.2, XP_001237665.1, XP_313351.2, XP_315481.3, XP_001237669.1, XP_001237668.1, XP_315487.3, XP_001237670.2																		
N8.HOG0000207	OG0000039	n98		XP_001663979.1	XP_313884.5																		
N8.HOG0000208	OG0000039	n99		XP_001661157.1, XP_001661156.1	XP_315968.4																		
N8.HOG0000209	OG0000039	n101		XP_001649861.2, XP_001655846.2, XP_001663741.1, XP_001663745.2, XP_021696077.1, XP_001663743.2, XP_001663744.2																			
N8.HOG0000210	OG0000039	n107		XP_021712981.1, XP_001650982.2	XP_317816.3																		
N8.HOG0000211	OG0000039	n113		XP_001656328.1	XP_562406.4, XP_313309.5, XP_562408.3																		
N8.HOG0000212	OG0000039	n116		XP_001656397.1	XP_001237071.2, XP_001687905.1, XP_001687907.1, XP_308362.4																		
N8.HOG0000213	OG0000041	n19		XP_021704390.1	XP_317863.3																		
N8.HOG0000214	OG0000041	n38		XP_021702305.1	XP_318579.4																		
N8.HOG0000215	OG0000041	n77		XP_021704129.1	XP_550805.4																		
N8.HOG0000216	OG0000042	n7		XP_001660907.2	XP_001689203.1																		
N8.HOG0000217	OG0000042	n9		XP_001660906.2	XP_319713.4																		
N8.HOG0000218	OG0000042	n14		XP_001660908.1	XP_552857.3																		
N8.HOG0000219	OG0000042	n15		XP_021707666.1	XP_316055.4																		
N8.HOG0000220	OG0000042	n20		XP_001649784.1	XP_320155.3																		
N8.HOG0000221	OG0000042	n21		XP_001660189.2	XP_320938.3																		
N8.HOG0000222	OG0000042	n24		XP_001649787.1	XP_320159.3																		
N8.HOG0000223	OG0000042	n26		XP_001649786.1, XP_001649783.1	XP_320158.1																		
N8.HOG0000224	OG0000042	n28		XP_001649788.1, XP_001656785.2	XP_552300.3																		
N8.HOG0000225	OG0000043	n12			XP_556684.2, XP_316044.2																		
N8.HOG0000226	OG0000043	n14			XP_312323.3																		
N8.HOG0000227	OG0000043	n55		XP_001657098.2	XP_316039.1																		
N8.HOG0000228	OG0000043	n56		XP_001663703.1, XP_001663705.1, XP_001658209.1, XP_001658210.1, XP_001663706.1	XP_316038.1																		
N8.HOG0000229	OG0000043	n61		XP_001661677.2	XP_316036.1																		
N8.HOG0000230	OG0000043	n62		XP_001663702.2	XP_316041.3																		
N8.HOG0000231	OG0000043	n114		XP_021702234.1																			
N8.HOG0000232	OG0000044	n1		XP_011493201.1	XP_321329.4																		
N8.HOG0000233	OG0000044	n23		XP_011493637.2, XP_021699122.1, XP_021699125.1, XP_011493699.2, XP_011493079.2	XP_565271.3																		
N8.HOG0000234	OG0000047	n9		XP_001658050.1	XP_320774.4																		
N8.HOG0000235	OG0000047	n103		XP_021696991.1	XP_001688768.1																		
N8.HOG0000236	OG0000047	n104		XP_001660265.2, XP_021696300.1, XP_001658217.2	XP_001688770.1, XP_001688769.1																		
N8.HOG0000237	OG0000048	n1		XP_001658180.2	XP_319941.4																		
N8.HOG0000238	OG0000048	n43		XP_021695377.1																			
N8.HOG0000239	OG0000048	n106		XP_001659008.2	XP_321166.4																		
N8.HOG0000240	OG0000048	n107		XP_021712577.1, XP_021703369.1, XP_021703368.1, XP_001654963.2, XP_001654967.2	XP_316979.4																		
N8.HOG0000241	OG0000050	n19		XP_021700919.1	XP_001238085.2																		
N8.HOG0000242	OG0000050	n21		XP_001650147.2	XP_319101.4																		
N8.HOG0000243	OG0000050	n30		XP_021703504.1	XP_314904.3																		
N8.HOG0000244	OG0000050	n54		XP_021700199.1	XP_554133.3																		
N8.HOG0000245	OG0000050	n73		XP_021700205.1	XP_554132.3																		
N8.HOG0000246	OG0000050	n109		XP_001651414.2	XP_314903.3																		
N8.HOG0000247	OG0000051	n2		XP_021712997.1																			
N8.HOG0000248	OG0000053	n1		XP_001656025.1	XP_309765.4																		
N8.HOG0000249	OG0000053	n23		XP_021701591.1	XP_314718.4																		
N8.HOG0000250	OG0000053	n58		XP_001656026.2	XP_314483.4																		
N8.HOG0000251	OG0000053	n80		XP_001650054.1	XP_315005.3																		
N8.HOG0000252	OG0000053	n99		XP_001650331.1, XP_001650332.1	XP_309083.4																		
N8.HOG0000253	OG0000054	n1		XP_021711729.1, XP_011493320.1	XP_313085.3																		
N8.HOG0000254	OG0000054	n23		XP_021711727.1, XP_021707216.1																			
N8.HOG0000255	OG0000054	n35		XP_021709332.1																			
N8.HOG0000256	OG0000054	n40		XP_021693655.1, XP_021693653.1, XP_021693654.1, XP_021693649.1, XP_021693651.1	XP_001688467.2																		
N8.HOG0000257	OG0000054	n70		XP_021713333.1	XP_001688624.2																		
N8.HOG0000258	OG0000054	n72		XP_021707697.1	XP_001689308.2																		
N8.HOG0000259	OG0000054	n93		XP_021698547.1	XP_315042.3																		
