HOG	OG	Gene Tree Parent Clade	Acyrthosiphon_pisum	Aedes_aegypti	Anopheles_gambiae	Apis_mellifera	Bombus_terrestris	Bombyx_mori	Ceratina_calcarata	Drosophila_melanogaster	Dufourea_novaeangliae	Eufriesea_mexicana	Habropoda_laboriosa	Megachile_rotundata	Megalopta_genalis	Nasonia_vitripennis	Nomia_melanderi	Osmia_bicornis	Osmia_lignaria	Polistes_dominula	Solenopsis_invicta	Tribolium_castaneum	Vespa_mandarinia
N16.HOG0000042	OG0000001	n239				NP_001191991.1	XP_012170233.1, XP_020721551.1, XP_003393848.1, XP_003399696.2, XP_012170221.2, XP_012170223.1, XP_012170646.2, XP_012170645.1						XP_017791425.1										
N16.HOG0000043	OG0000001	n281										XP_017758024.1	XP_017798087.1										
N16.HOG0000044	OG0000001	n301											XP_017791902.1										
N16.HOG0000045	OG0000001	n306				NP_001352128.1, XP_026300532.1, NP_001352129.1, XP_026300534.1	XP_003400131.1					XP_017757759.1, XP_017757760.1, XP_017757765.1, XP_017757761.1, XP_017757755.1	XP_017796733.1										
N16.HOG0000046	OG0000001	n337				XP_026300585.1	XP_020721963.1, XP_003400129.2																
N16.HOG0000047	OG0000001	n346				XP_026300535.1, XP_395671.3	XP_012170855.1					XP_017757738.1, XP_017757780.1	XP_017795398.1										
N16.HOG0000048	OG0000001	n367				NP_001035324.1						XP_017757781.1	XP_017796836.1										
N16.HOG0000049	OG0000001	n379				XP_006565062.2	XP_003400126.1					XP_017757757.1	XP_017796838.1										
N16.HOG0000050	OG0000001	n396					XP_003400119.1					XP_017757795.1	XP_017795399.1, XP_017796200.1										
N16.HOG0000051	OG0000001	n407				XP_016771320.1	XP_012170861.1						XP_017791301.1										
N16.HOG0000052	OG0000001	n420				XP_026300530.1, XP_026300602.1, NP_001352069.1, XP_006565076.1, NP_001352068.1, XP_623595.1, XP_026300531.1	XP_012170857.1, XP_012170859.1					XP_017757740.1, XP_017757764.1											
N16.HOG0000053	OG0000001	n453				XP_623362.3	XP_003395878.1					XP_017758028.1											
N16.HOG0000054	OG0000001	n456										XP_017758031.1, XP_017758027.1, XP_017758026.1	XP_017793598.1										
N16.HOG0000055	OG0000002	n2				XP_026294912.1, XP_026294905.1	XP_003393988.2, XP_020724018.1					XP_017759746.1	XP_017795926.1										
N16.HOG0000056	OG0000002	n45				XP_006565883.2, XP_026294765.1, NP_001229909.1, NP_001229911.1	XP_012175608.1, XP_012175713.1, XP_020722961.1, XP_012175715.1, XP_012175714.1, XP_012175716.1, XP_012175717.1					XP_017759702.1, XP_017759703.1											
N16.HOG0000057	OG0000002	n58				XP_016773537.1, XP_016773528.1, XP_006565970.2	XP_012175609.1					XP_017759734.1											
N16.HOG0000058	OG0000002	n79				XP_006565966.1, NP_001229907.1, NP_001229906.1	XP_003393920.1, XP_003394006.1, XP_003403429.1, XP_003393921.1					XP_017759704.1, XP_017759707.1, XP_017759700.1											
N16.HOG0000059	OG0000002	n110				NP_001229905.1	XP_012175711.1					XP_017759708.1, XP_017759706.1	XP_017795940.1										
N16.HOG0000060	OG0000002	n129											XP_017797057.1										
N16.HOG0000061	OG0000002	n133				NP_001229897.1	XP_003394003.1, XP_003393998.1					XP_017759713.1	XP_017795933.1										
N16.HOG0000062	OG0000002	n186				NP_001229898.1	XP_003394000.1, XP_012175705.1, XP_020723889.1, XP_020722356.1, XP_012175707.1, XP_003393910.1, XP_003393999.1, XP_003393907.1					XP_017759730.1, XP_017759712.1	XP_017795969.1										
N16.HOG0000063	OG0000002	n199					XP_003393913.1					XP_017759757.1	XP_017795975.1										
N16.HOG0000064	OG0000002	n201					XP_012175702.1, XP_012175700.1						XP_017797089.1, XP_017797055.1, XP_017797103.1, XP_017795934.1										
N16.HOG0000065	OG0000002	n213				XP_026294907.1, XP_026294903.1	XP_012175710.2						XP_017795939.1										
N16.HOG0000066	OG0000002	n216				XP_001121864.2	XP_012175708.2					XP_017759752.1	XP_017795938.1										
N16.HOG0000067	OG0000002	n219				XP_026302131.1, XP_003250754.2, XP_006565953.2, XP_016773534.1, XP_006565886.1, XP_026294766.1, XP_016773535.1, XP_003250750.1, NP_001229902.1, XP_016773539.1, XP_003250751.1, XP_006565958.1, XP_006565964.1, XP_026294957.1	XP_003393918.1, XP_003394005.1					XP_017759759.1, XP_017759710.1, XP_017759755.1, XP_017759744.1, XP_017759756.1, XP_017759709.1											
N16.HOG0000068	OG0000002	n240				NP_001229900.1	XP_003393917.1						XP_017795948.1										
N16.HOG0000069	OG0000002	n259				XP_003250726.1, NP_001229895.1	XP_003393994.1					XP_017759729.1	XP_017795929.1										
N16.HOG0000070	OG0000002	n278				XP_016773454.2	XP_003393905.1, XP_020723934.1																
N16.HOG0000071	OG0000002	n289											XP_017795930.1										
N16.HOG0000072	OG0000002	n294				XP_006565887.1	XP_020722331.1					XP_017759714.1	XP_017795932.1										
N16.HOG0000073	OG0000002	n301				XP_001121659.1, XP_006565948.1	XP_020722344.1					XP_017759715.1											
N16.HOG0000074	OG0000002	n308				XP_003250765.1						XP_017759716.1	XP_017795931.1										
N16.HOG0000075	OG0000002	n330				NP_001229890.1, NP_001229891.1, NP_001229892.1, NP_001229889.1, XP_006565945.1, XP_016773520.1, XP_026302135.1, XP_026302134.1, NP_001229888.1, XP_006565943.1, XP_006565941.2, NP_001229887.1, XP_026294956.1, XP_003250767.2	XP_003393901.1, XP_020722314.1, XP_020722318.1, XP_020723992.1, XP_020723938.1					XP_017759719.1, XP_017759720.1, XP_017759718.1, XP_017759717.1	XP_017795928.1										
N16.HOG0000076	OG0000003	n7					XP_012175515.1					XP_017759221.1	XP_017795921.1, XP_017795068.1										
N16.HOG0000077	OG0000003	n16										XP_017759096.1											
N16.HOG0000078	OG0000003	n22										XP_017765503.1											
N16.HOG0000079	OG0000003	n32										XP_017762861.1, XP_017753050.1											
N16.HOG0000080	OG0000003	n35					XP_003399806.1																
N16.HOG0000081	OG0000003	n45					XP_003396672.1						XP_017796976.1, XP_017796999.1										
N16.HOG0000082	OG0000003	n54											XP_017796386.1										
N16.HOG0000083	OG0000003	n58											XP_017792763.1										
N16.HOG0000084	OG0000003	n61											XP_017794734.1										
N16.HOG0000085	OG0000003	n89										XP_017757887.1											
N16.HOG0000086	OG0000003	n109										XP_017760971.1											
N16.HOG0000087	OG0000003	n120											XP_017795705.1										
N16.HOG0000088	OG0000003	n122											XP_017792101.1										
N16.HOG0000089	OG0000003	n123											XP_017791912.1										
N16.HOG0000090	OG0000003	n134										XP_017765284.1											
N16.HOG0000091	OG0000003	n145										XP_017762744.1											
N16.HOG0000092	OG0000003	n147										XP_017762860.1	XP_017796210.1										
N16.HOG0000093	OG0000003	n178										XP_017752726.1, XP_017765490.1	XP_017795846.1										
N16.HOG0000094	OG0000003	n190					XP_020721352.1																
N16.HOG0000095	OG0000003	n193										XP_017756490.1, XP_017765529.1, XP_017762446.1	XP_017795072.1, XP_017791302.1										
N16.HOG0000096	OG0000003	n205										XP_017765018.1, XP_017759643.1, XP_017762993.1, XP_017765344.1, XP_017756226.1, XP_017759329.1											
N16.HOG0000097	OG0000003	n214										XP_017752724.1, XP_017752718.1, XP_017765343.1	XP_017795982.1										
N16.HOG0000098	OG0000003	n218					XP_012173923.2					XP_017754359.1											
N16.HOG0000099	OG0000003	n232				XP_006572180.1	XP_020724024.1																
N16.HOG0000100	OG0000003	n238										XP_017763517.1											
N16.HOG0000101	OG0000003	n246										XP_017763966.1											
N16.HOG0000102	OG0000003	n249											XP_017795920.1										
N16.HOG0000103	OG0000003	n251											XP_017792764.1										
N16.HOG0000104	OG0000003	n254											XP_017790882.1										
N16.HOG0000105	OG0000003	n256										XP_017754218.1											
N16.HOG0000106	OG0000003	n262											XP_017790287.1										
N16.HOG0000107	OG0000003	n267										XP_017757975.1, XP_017762901.1	XP_017796807.1										
N16.HOG0000108	OG0000004	n18				XP_003250826.2	XP_012174904.1						XP_017789424.1										
N16.HOG0000109	OG0000004	n96											XP_017788745.1										
N16.HOG0000110	OG0000004	n108					XP_020721956.1, XP_020721870.1																
N16.HOG0000111	OG0000004	n143				XP_016771362.2	XP_020721955.1					XP_017766722.1	XP_017788744.1										
N16.HOG0000112	OG0000004	n156				XP_016771361.2							XP_017788743.1, XP_017788742.1, XP_017789847.1										
N16.HOG0000113	OG0000004	n159					XP_020721866.1, XP_020721957.1, XP_012174398.2, XP_012171125.2					XP_017766522.1	XP_017797133.1										
N16.HOG0000114	OG0000004	n164				XP_026300578.1																	
N16.HOG0000115	OG0000004	n191				XP_026300643.1																	
N16.HOG0000116	OG0000004	n194				XP_026300642.1, XP_016771366.1						XP_017766521.1	XP_017788741.1										
N16.HOG0000117	OG0000005	n5											XP_017797049.1										
N16.HOG0000118	OG0000005	n6											XP_017789938.1										
N16.HOG0000119	OG0000005	n38										XP_017756229.1, XP_017760232.1											
N16.HOG0000120	OG0000005	n44										XP_017765412.1											
N16.HOG0000121	OG0000005	n47										XP_017761075.1	XP_017794536.1										
N16.HOG0000122	OG0000005	n57											XP_017789775.1, XP_017789770.1										
N16.HOG0000123	OG0000005	n62										XP_017763034.1	XP_017793329.1										
N16.HOG0000124	OG0000005	n66										XP_017756505.1, XP_017756502.1											
N16.HOG0000125	OG0000005	n68											XP_017796951.1										
N16.HOG0000126	OG0000005	n81											XP_017796122.1										
N16.HOG0000127	OG0000005	n100					XP_012175341.1, XP_012173838.1, XP_012174537.1, XP_003402808.1, XP_012173837.1																
N16.HOG0000128	OG0000005	n110				XP_006558866.1	XP_020719946.1					XP_017763087.1	XP_017790206.1										
N16.HOG0000129	OG0000005	n126				XP_016771095.2							XP_017796808.1										
N16.HOG0000130	OG0000005	n136											XP_017792714.1										
N16.HOG0000131	OG0000005	n141					XP_012174272.1					XP_017759155.1	XP_017794487.1										
N16.HOG0000132	OG0000005	n145					XP_012171355.1																
N16.HOG0000133	OG0000005	n147											XP_017797943.1										
N16.HOG0000134	OG0000005	n149										XP_017757739.1	XP_017787740.1										
N16.HOG0000135	OG0000005	n209											XP_017796220.1, XP_017793838.1										
N16.HOG0000136	OG0000005	n237											XP_017790869.1										
N16.HOG0000137	OG0000006	n194											XP_017787674.1										
N16.HOG0000138	OG0000007	n1				XP_003250567.1						XP_017764510.1	XP_017797962.1										
N16.HOG0000139	OG0000007	n21				XP_006565047.1						XP_017764163.1	XP_017797975.1										
N16.HOG0000140	OG0000007	n47				XP_396549.3						XP_017752288.1	XP_017793615.1										
N16.HOG0000141	OG0000007	n69				XP_394219.3						XP_017765710.1	XP_017797940.1										
N16.HOG0000142	OG0000007	n125				XP_026301320.1						XP_017764386.1											
N16.HOG0000143	OG0000007	n147				XP_026301241.1						XP_017763744.1	XP_017798000.1										
N16.HOG0000144	OG0000007	n169				XP_006565046.2						XP_017764283.1	XP_017797987.1										
N16.HOG0000145	OG0000007	n197				XP_016769477.1						XP_017763974.1	XP_017798022.1										
N16.HOG0000146	OG0000008	n22										XP_017757841.1											
N16.HOG0000147	OG0000008	n29				XP_006562365.2	XP_003393388.3					XP_017757840.1											
N16.HOG0000148	OG0000008	n53										XP_017765586.1	XP_017789192.1										
N16.HOG0000149	OG0000008	n87				XP_392000.1, XP_006562363.1, XP_006562364.1	XP_003403396.2, XP_020718536.1, XP_003393377.1, XP_003393376.1					XP_017758640.1, XP_017758639.1	XP_017794730.1										
N16.HOG0000150	OG0000008	n115					XP_020723850.1						XP_017794617.1										
N16.HOG0000151	OG0000008	n121					XP_003393379.1						XP_017794737.1										
N16.HOG0000152	OG0000008	n138											XP_017794731.1										
N16.HOG0000153	OG0000008	n146				XP_026300962.1						XP_017758638.1, XP_017765620.1, XP_017758637.1											
N16.HOG0000154	OG0000010	n49				XP_016768428.1	XP_003402916.2					XP_017754933.1	XP_017797590.1										
N16.HOG0000155	OG0000010	n95					XP_003402915.1					XP_017754921.1											
N16.HOG0000156	OG0000010	n101				XP_026297101.1, XP_026297165.1	XP_020723675.1					XP_017754945.1	XP_017797597.1										
N16.HOG0000157	OG0000010	n138				XP_026298215.1																	
N16.HOG0000158	OG0000010	n145				XP_016772200.1	XP_003401048.1					XP_017765060.1											
N16.HOG0000159	OG0000010	n157				XP_026301256.1	XP_003401050.2					XP_017765063.1	XP_017796583.1										
N16.HOG0000160	OG0000010	n177				XP_026301257.1						XP_017765064.1	XP_017796672.1										
N16.HOG0000161	OG0000011	n3										XP_017766925.1	XP_017796293.1										
N16.HOG0000162	OG0000011	n28				XP_016771075.1	XP_020722621.1						XP_017796296.1										
N16.HOG0000163	OG0000011	n40				XP_001120948.1						XP_017766951.1	XP_017795360.1, XP_017795359.1, XP_017795358.1, XP_017795357.1										
N16.HOG0000164	OG0000011	n45				XP_003249278.2	XP_003401503.2					XP_017766915.1, XP_017766916.1, XP_017766912.1, XP_017766917.1											
N16.HOG0000165	OG0000011	n63				XP_026300256.1	XP_003402395.2, XP_020722449.1					XP_017766918.1											
N16.HOG0000166	OG0000011	n88				XP_026300228.1	XP_020722450.1, XP_020722451.1					XP_017766920.1, XP_017766930.1, XP_017766937.1, XP_017766938.1											
N16.HOG0000167	OG0000011	n97										XP_017766927.1, XP_017766921.1, XP_017766950.1	XP_017796295.1										
N16.HOG0000168	OG0000011	n105				XP_026300227.1, XP_026300224.1							XP_017796297.1, XP_017795355.1										
N16.HOG0000169	OG0000011	n113				XP_026300225.1, XP_026300226.1, XP_026300229.1, XP_003249268.2, XP_006558389.2, XP_003249267.2	XP_003403340.1, XP_003403388.2, XP_020722622.1, XP_003401521.1					XP_017766946.1, XP_017766936.1, XP_017766919.1, XP_017766926.1	XP_017795356.1										
N16.HOG0000170	OG0000011	n132				XP_003249281.2, XP_003249229.1	XP_020720720.1, XP_003401565.2					XP_017766924.1, XP_017766923.1, XP_017766939.1, XP_017766929.1, XP_017766952.1, XP_017766928.1, XP_017766932.1	XP_017796294.1										
N16.HOG0000171	OG0000011	n186										XP_017766931.1											
N16.HOG0000172	OG0000011	n193				XP_026300258.1																	
N16.HOG0000173	OG0000012	n133				XP_003251627.1	XP_012175524.1					XP_017764543.1	XP_017799148.1										
N16.HOG0000174	OG0000012	n140				XP_006570861.2	XP_003393114.1					XP_017754143.1	XP_017799145.1										
N16.HOG0000175	OG0000013	n113											XP_017797009.1										
N16.HOG0000176	OG0000013	n131					XP_012175813.1, XP_020723772.1, XP_012175517.1, XP_012175540.2																
N16.HOG0000177	OG0000013	n170					XP_020719422.1																
N16.HOG0000178	OG0000014	n10										XP_017760617.1											
N16.HOG0000179	OG0000014	n11				XP_006563134.1						XP_017760616.1											
N16.HOG0000180	OG0000014	n35					XP_003400767.1, XP_003400771.1																
N16.HOG0000181	OG0000014	n36				XP_624499.1							XP_017797793.1										
N16.HOG0000182	OG0000014	n111										XP_017754146.1											
N16.HOG0000183	OG0000014	n137					XP_003392969.1																
N16.HOG0000184	OG0000014	n148					XP_020718381.1																
N16.HOG0000185	OG0000014	n151										XP_017764545.1											
N16.HOG0000186	OG0000014	n156					XP_003392965.1																
N16.HOG0000187	OG0000014	n161											XP_017799299.1										
N16.HOG0000188	OG0000014	n169				XP_003251619.1																	
N16.HOG0000189	OG0000015	n93										XP_017759424.1											
N16.HOG0000190	OG0000016	n8				XP_001120186.1	XP_003392968.1					XP_017764547.1											
N16.HOG0000191	OG0000016	n19										XP_017765129.1	XP_017795686.1										
N16.HOG0000192	OG0000016	n27				XP_001119899.1	XP_003396338.1					XP_017761001.1	XP_017792281.1										
N16.HOG0000193	OG0000016	n40											XP_017799300.1										
N16.HOG0000194	OG0000016	n63				XP_624700.1	XP_003394856.1					XP_017760075.1	XP_017798138.1										
N16.HOG0000195	OG0000016	n113				XP_003251613.1							XP_017799306.1										
N16.HOG0000196	OG0000016	n120				XP_001120346.1						XP_017764538.1											
N16.HOG0000197	OG0000017	n9											XP_017792236.1										
N16.HOG0000198	OG0000017	n22				XP_001120014.1, XP_003251406.1	XP_012165320.1, XP_003396974.1					XP_017765135.1	XP_017792294.1										
N16.HOG0000199	OG0000017	n34											XP_017799140.1										
N16.HOG0000200	OG0000017	n38				XP_003251626.1	XP_012175550.1					XP_017764548.1	XP_017799301.1										
N16.HOG0000201	OG0000017	n77				XP_001120889.1						XP_017754148.1	XP_017795648.1										
N16.HOG0000202	OG0000017	n110										XP_017761097.1											
N16.HOG0000203	OG0000017	n119				XP_001122218.1						XP_017754147.1	XP_017799305.1										
N16.HOG0000204	OG0000018	n7				XP_016772665.2, XP_026301197.1, XP_006571987.1, XP_026299470.1, XP_026301769.1, XP_026295418.1						XP_017765118.1											
N16.HOG0000205	OG0000018	n27					XP_012175228.1, XP_012175225.1																
N16.HOG0000206	OG0000018	n37											XP_017795848.1										
N16.HOG0000207	OG0000018	n38											XP_017796822.1										
N16.HOG0000208	OG0000018	n49				XP_026300570.1, XP_026301735.1, XP_026301782.1						XP_017765600.1											
N16.HOG0000209	OG0000018	n59					XP_003401566.2, XP_012168908.1, XP_012176696.1, XP_020718358.1						XP_017791461.1										
N16.HOG0000210	OG0000018	n69										XP_017765117.1	XP_017791901.1										
N16.HOG0000211	OG0000018	n78					XP_012174534.1																
N16.HOG0000212	OG0000018	n82										XP_017765323.1											
N16.HOG0000213	OG0000018	n91				XP_026295496.1, XP_026294993.1																	
N16.HOG0000214	OG0000018	n105										XP_017752725.1	XP_017791900.1										
N16.HOG0000215	OG0000018	n126											XP_017798713.1, XP_017797951.1										
N16.HOG0000216	OG0000018	n136										XP_017767748.1											
N16.HOG0000217	OG0000018	n137										XP_017755835.1											
N16.HOG0000218	OG0000018	n143											XP_017799489.1										
N16.HOG0000219	OG0000018	n146											XP_017791914.1, XP_017796825.1										
N16.HOG0000220	OG0000018	n148											XP_017797105.1, XP_017796835.1										
N16.HOG0000221	OG0000019	n3					XP_012172017.1					XP_017756243.1											
N16.HOG0000222	OG0000019	n18					XP_012175528.1, XP_012175513.1, XP_012175461.1						XP_017788278.1										
N16.HOG0000223	OG0000019	n138											XP_017795363.1										
N16.HOG0000224	OG0000019	n141				XP_006563394.1						XP_017756241.1											
N16.HOG0000225	OG0000019	n151					XP_012172050.1					XP_017756232.1	XP_017795361.1										
N16.HOG0000226	OG0000020	n3					XP_012174259.1, XP_012174697.1, XP_012171989.1																
N16.HOG0000227	OG0000020	n14											XP_017795382.1, XP_017792761.1										
N16.HOG0000228	OG0000020	n26					XP_020723306.1					XP_017761999.1, XP_017754682.1											
N16.HOG0000229	OG0000020	n40										XP_017762078.1											
N16.HOG0000230	OG0000020	n60										XP_017758941.1											
N16.HOG0000231	OG0000020	n104										XP_017756503.1											
N16.HOG0000232	OG0000020	n107					XP_020723262.1, XP_012174211.1																
N16.HOG0000233	OG0000020	n158					XP_012173746.1, XP_012173833.1					XP_017766494.1, XP_017764809.1, XP_017765358.1	XP_017796553.1, XP_017792996.1										
N16.HOG0000234	OG0000021	n18				XP_006564136.1	XP_012164629.1					XP_017761708.1	XP_017797482.1										
N16.HOG0000235	OG0000021	n74				XP_006563569.1	XP_003401062.1					XP_017758049.1	XP_017796703.1										
N16.HOG0000236	OG0000021	n96				XP_026299794.1	XP_003399081.1					XP_017760874.1	XP_017793336.1										
N16.HOG0000237	OG0000021	n117				XP_006566761.2	XP_012169298.1					XP_017760875.1	XP_017793490.1										
N16.HOG0000238	OG0000021	n143				XP_393750.5	XP_012169775.2					XP_017763433.1	XP_017793008.1										
N16.HOG0000239	OG0000022	n6					XP_012174432.2, XP_012174511.1																
N16.HOG0000240	OG0000022	n8				XP_001120613.2, XP_026299083.1	XP_003402753.1					XP_017760233.1, XP_017760258.1, XP_017760260.1	XP_017798115.1										
N16.HOG0000241	OG0000022	n44				XP_016773395.2	XP_012165904.1					XP_017753491.1	XP_017788217.1										
N16.HOG0000242	OG0000022	n69				XP_026301049.1	XP_003401519.1					XP_017753899.1											
N16.HOG0000243	OG0000022	n149					XP_003401520.1					XP_017753900.1											
N16.HOG0000244	OG0000023	n20				XP_016773376.1																	
N16.HOG0000245	OG0000023	n58										XP_017764550.1											
N16.HOG0000246	OG0000023	n59										XP_017764549.1	XP_017798986.1										
N16.HOG0000247	OG0000023	n111				XP_003251221.1	XP_012166136.1																
N16.HOG0000248	OG0000023	n149					XP_003393115.1																
N16.HOG0000249	OG0000023	n154											XP_017799302.1										
N16.HOG0000250	OG0000023	n156											XP_017799308.1										
N16.HOG0000251	OG0000024	n2				XP_006567535.1						XP_017756824.1	XP_017799488.1										
N16.HOG0000252	OG0000024	n13										XP_017756817.1	XP_017799481.1										
N16.HOG0000253	OG0000024	n21										XP_017756816.1	XP_017787393.1										
N16.HOG0000254	OG0000024	n29										XP_017756889.1	XP_017799482.1										
N16.HOG0000255	OG0000024	n43										XP_017756888.1	XP_017787394.1										
N16.HOG0000256	OG0000024	n52										XP_017756883.1, XP_017756809.1											
N16.HOG0000257	OG0000024	n54										XP_017756879.1											
N16.HOG0000258	OG0000024	n62										XP_017756890.1											
N16.HOG0000259	OG0000024	n65										XP_017756810.1											
N16.HOG0000260	OG0000024	n75										XP_017756812.1											
N16.HOG0000261	OG0000024	n77										XP_017756887.1											
N16.HOG0000262	OG0000024	n78										XP_017756818.1											
N16.HOG0000263	OG0000024	n97				XP_026298613.1	XP_020720387.1					XP_017756884.1	XP_017799581.1										
N16.HOG0000264	OG0000024	n107					XP_020720390.1																
N16.HOG0000265	OG0000024	n108					XP_012166851.1																
N16.HOG0000266	OG0000024	n111				XP_026298752.1	XP_020720386.1					XP_017756885.1											
N16.HOG0000267	OG0000024	n129					XP_012174232.1					XP_017756814.1											
N16.HOG0000268	OG0000024	n133										XP_017756882.1											
N16.HOG0000269	OG0000024	n136											XP_017799479.1										
N16.HOG0000270	OG0000024	n144										XP_017756820.1											
N16.HOG0000271	OG0000024	n153					XP_020720389.1					XP_017756821.1											
N16.HOG0000272	OG0000024	n156											XP_017799483.1										
N16.HOG0000273	OG0000025	n13				NP_001257748.1	XP_020721313.1					XP_017755093.1	XP_017792700.1										
N16.HOG0000274	OG0000025	n21				NP_001257749.1						XP_017755092.1	XP_017792655.1										
N16.HOG0000275	OG0000025	n35				NP_001257750.1	XP_003399852.3					XP_017764404.1	XP_017798436.1										
N16.HOG0000276	OG0000025	n136				NP_001257747.1	XP_012169459.1, XP_003399185.1					XP_017755078.1											
N16.HOG0000277	OG0000025	n142				NP_001257746.1							XP_017792656.1										
N16.HOG0000278	OG0000025	n154										XP_017755085.1	XP_017792675.1										
N16.HOG0000279	OG0000026	n89				XP_016771932.2	XP_003400510.1						XP_017796735.1										
N16.HOG0000280	OG0000026	n147											XP_017791631.1										
N16.HOG0000281	OG0000027	n11				XP_026299702.1	XP_003398973.1					XP_017758970.1	XP_017790272.1										
N16.HOG0000282	OG0000027	n62				XP_006572051.3	XP_003401949.1					XP_017757913.1	XP_017788514.1										
N16.HOG0000283	OG0000027	n80				XP_394827.4	XP_003401753.1					XP_017754922.1	XP_017787413.1										
N16.HOG0000284	OG0000028	n8					XP_003393536.1					XP_017760692.1	XP_017797294.1										
N16.HOG0000285	OG0000028	n16				XP_394370.2	XP_003393535.1					XP_017754464.1	XP_017797034.1, XP_017797297.1										
N16.HOG0000286	OG0000028	n64					XP_012164479.1					XP_017760639.1	XP_017789776.1										
N16.HOG0000287	OG0000028	n114				XP_026297199.1	XP_003402742.1						XP_017793196.1										
N16.HOG0000288	OG0000029	n0				XP_006566239.1	XP_003398593.1					XP_017758470.1	XP_017789815.1										
N16.HOG0000289	OG0000030	n5				XP_392698.3	XP_003395197.1					XP_017761096.1	XP_017795280.1										
N16.HOG0000290	OG0000030	n32											XP_017788193.1, XP_017788192.1, XP_017788191.1										
N16.HOG0000291	OG0000030	n38				XP_016770320.2						XP_017753481.1											
N16.HOG0000292	OG0000030	n43				XP_026300495.1	XP_003396534.1					XP_017753451.1	XP_017788190.1										
N16.HOG0000293	OG0000030	n52											XP_017788189.1										
N16.HOG0000294	OG0000030	n62				XP_392696.5	XP_003398996.1					XP_017754840.1											
N16.HOG0000295	OG0000031	n28											XP_017797833.1										
