HOG	OG	Gene Tree Parent Clade	Acyrthosiphon_pisum	Aedes_aegypti	Anopheles_gambiae	Apis_mellifera	Bombus_terrestris	Bombyx_mori	Ceratina_calcarata	Drosophila_melanogaster	Dufourea_novaeangliae	Eufriesea_mexicana	Habropoda_laboriosa	Megachile_rotundata	Megalopta_genalis	Nasonia_vitripennis	Nomia_melanderi	Osmia_bicornis	Osmia_lignaria	Polistes_dominula	Solenopsis_invicta	Tribolium_castaneum	Vespa_mandarinia
N2.HOG0000032	OG0000005	n76		XP_021704183.1, XP_021693623.1, XP_021709990.1																			
N2.HOG0000033	OG0000005	n100																				XP_008191200.1	
N2.HOG0000034	OG0000005	n110						XP_037870301.1															
N2.HOG0000035	OG0000005	n126						XP_037875267.1															
N2.HOG0000036	OG0000005	n257																				XP_015833636.1	
N2.HOG0000037	OG0000006	n2		XP_021712875.1, XP_021708773.1, XP_021711983.1, XP_021694728.1, XP_021697510.1, XP_021700679.1, XP_021706451.1, XP_021709698.1, XP_021697170.1																		XP_015837969.1	
N2.HOG0000038	OG0000006	n24						XP_012547514.2															
N2.HOG0000039	OG0000006	n48		XP_021701239.1, XP_021708882.1, XP_021712884.1, XP_021708700.1, XP_021707298.1, XP_021700128.1, XP_021708190.1, XP_021699796.1, XP_021709737.1																			
N2.HOG0000040	OG0000006	n86						XP_037875795.1															
N2.HOG0000041	OG0000006	n89		XP_021704105.1																		XP_015837964.1	
N2.HOG0000042	OG0000006	n97						XP_037875444.1, XP_021203932.1															
N2.HOG0000043	OG0000006	n109						XP_037868218.1, XP_037869966.1, XP_037876474.1, XP_037867392.1, XP_037868939.1, XP_037870005.1															
N2.HOG0000044	OG0000006	n115						XP_012546308.1															
N2.HOG0000045	OG0000006	n195						XP_021202050.1															
N2.HOG0000046	OG0000006	n197								NP_648146.1													
N2.HOG0000047	OG0000006	n211						XP_037871092.1															
N2.HOG0000048	OG0000006	n221						XP_037874531.1, XP_021203270.2															
N2.HOG0000049	OG0000007	n1		XP_001648302.1	XP_559558.6			XP_021205470.2		NP_001285249.1												XP_015836551.1	
N2.HOG0000050	OG0000007	n21		XP_021710648.1	XP_003436611.1			XP_012548168.1		NP_001285251.1												XP_972430.2	
N2.HOG0000051	OG0000007	n47		XP_001661923.2, XP_021707233.1	XP_312387.5, XP_312388.4			XP_012548032.1		NP_651466.1												XP_969421.1	
N2.HOG0000052	OG0000007	n106		XP_001648306.2	XP_003436606.1			XP_004929514.1															
N2.HOG0000053	OG0000007	n110		XP_021710654.1	XP_003436609.1, XP_003436608.1, XP_003436607.1			XP_037872354.1		NP_572977.1, NP_572978.1												XP_972532.1, XP_008191987.1	
N2.HOG0000054	OG0000007	n125		XP_001648297.2	XP_310338.7, XP_310337.6					NP_572985.1												XP_972175.3	
N2.HOG0000055	OG0000007	n147			XP_001230448.2, XP_003436615.1			XP_004926230.2, XP_004933524.1, XP_037877173.1, XP_012553147.2														XP_973336.1	
N2.HOG0000056	OG0000007	n169		XP_001648300.1	XP_310333.7			XP_012548163.2		NP_572981.1												XP_972338.1	
N2.HOG0000057	OG0000007	n197		XP_021710647.1	XP_310340.1			XP_012548164.1		NP_572987.1												XP_008191970.1	
N2.HOG0000058	OG0000008	n0		XP_001649106.2, XP_001649108.2, XP_001649107.2, XP_001652216.1, XP_001652217.1, XP_001652218.2, XP_001652222.1, XP_021705962.1, XP_001649101.2, XP_021700263.1, XP_001649103.2, XP_021705963.1, XP_001649097.2, XP_001649094.1, XP_001649093.1, XP_001661969.1, XP_001661968.1, XP_001649098.2, XP_001649095.1, XP_001649100.3, XP_021705958.1, XP_001657206.1	XP_001238280.1, XP_551896.3, XP_561320.5, XP_320243.1, XP_001238278.2, XP_001689238.1, XP_316781.2			XP_012546250.1, XP_037872544.1, NP_001103404.1, NP_001077079.1, NP_001095934.1, XP_021202508.2, NP_001108456.1		NP_650189.1, NP_001350862.1, NP_610820.1, NP_523850.1, NP_523646.1, NP_523645.1												XP_973619.2, XP_008200085.1, XP_008197409.1, NP_001123893.1, XP_015838531.1, XP_015838530.1, XP_015838491.1, XP_008197432.2, XP_008197433.1, XP_015838490.1, XP_008197346.1, XP_015838026.1, XP_008194628.1, NP_001127706.1, XP_015838024.1, NP_001123895.1, XP_015838170.1, NP_001164248.1, XP_975385.1, XP_972546.1	
N2.HOG0000059	OG0000009	n3																				XP_008199215.1, XP_015840019.1	
N2.HOG0000060	OG0000009	n21						XP_037869019.1, XP_037869621.1															
N2.HOG0000061	OG0000009	n29						XP_037867765.1															
N2.HOG0000062	OG0000009	n38						XP_037875870.1, XP_037875930.1, XP_037871047.1, XP_037872518.1, XP_037871468.1, XP_037876882.1, XP_037877171.1, XP_004932994.2, XP_037870072.1, XP_037877009.1															
N2.HOG0000063	OG0000009	n123						XP_037871618.1															
N2.HOG0000064	OG0000009	n134						XP_037866484.1															
N2.HOG0000065	OG0000009	n136						XP_004933999.2, XP_037868118.1															
N2.HOG0000066	OG0000009	n147						XP_037867909.1, XP_037868192.1															
N2.HOG0000067	OG0000009	n150						XP_037868016.1															
N2.HOG0000068	OG0000009	n154						XP_037867165.1															
N2.HOG0000069	OG0000009	n158						XP_037874319.1															
N2.HOG0000070	OG0000009	n166						XP_037871430.1															
N2.HOG0000071	OG0000009	n168						XP_037866485.1, XP_037867584.1															
N2.HOG0000072	OG0000009	n175																				XP_015834077.1, XP_015839984.1	
N2.HOG0000073	OG0000010	n3						XP_021205514.2, XP_021201903.2		NP_729270.1, NP_729271.1, NP_648134.1												XP_008201061.1, XP_008201062.1, XP_008200977.1	
N2.HOG0000074	OG0000010	n12		XP_001650145.1, XP_021703076.1, XP_001657786.1, XP_001663895.2, XP_001660673.2, XP_001660676.2, XP_001663898.2, XP_021707969.1, XP_001658491.2, XP_001663002.1, XP_001652943.1, XP_001663900.2, XP_001658080.2	XP_319102.4, XP_318046.3, XP_317171.2, XP_555167.1, XP_317172.2, XP_317173.2, XP_317170.2, XP_317175.2, XP_317174.2, XP_001230353.1, XP_319603.2, XP_554157.3			XP_004923627.1, XP_021204459.2, XP_012547171.2, XP_037870940.1, XP_021203795.1, NP_001103386.1		NP_722915.1, NP_001285772.1												XP_001811283.1	
N2.HOG0000075	OG0000010	n46		XP_001655419.1	XP_317829.4			XP_012543999.1															
N2.HOG0000076	OG0000010	n49								NP_722789.1, NP_523695.1, NP_001286314.1, NP_725036.1, NP_725035.1, NP_523694.2, NP_725034.1, NP_476771.1, NP_525112.1, NP_610874.1, NP_001286096.1, NP_523693.1, NP_001259920.1, NP_523456.1, NP_001259921.1												XP_008192458.2	
N2.HOG0000077	OG0000010	n75																				NP_001164207.1, XP_967253.1, XP_967167.2, XP_015839971.1	
N2.HOG0000078	OG0000010	n79		XP_021709641.1				NP_001037317.1		NP_001027441.1, NP_611479.2													
N2.HOG0000079	OG0000010	n83								NP_610673.1, NP_610674.5, NP_523692.1, NP_523691.1, NP_651732.1												XP_015840677.1	
N2.HOG0000080	OG0000010	n101								NP_001097340.1												XP_972083.2	
N2.HOG0000081	OG0000010	n117		XP_001651148.1, XP_001651149.1, XP_001651147.1, XP_001651146.1, XP_001651145.1, XP_001651144.1, XP_001651150.1	XP_321900.3, XP_001689375.2, XP_308888.1, XP_001689374.2, XP_001689377.2, XP_321898.3, XP_321901.4, XP_001689376.2			XP_021203806.2		NP_001036717.1													
N2.HOG0000082	OG0000010	n195		XP_001659969.2, XP_001659962.1	XP_316143.4					NP_611066.1													
N2.HOG0000083	OG0000011	n0								NP_523520.2													
N2.HOG0000084	OG0000012	n3		XP_021712098.1																			
N2.HOG0000085	OG0000012	n19		XP_021706521.1, XP_021712324.1																			
N2.HOG0000086	OG0000012	n24		XP_021706524.1, XP_021712032.1																			
N2.HOG0000087	OG0000012	n27		XP_021712097.1, XP_021712027.1, XP_021705824.1, XP_021712835.1, XP_021712187.1, XP_021706478.1, XP_021705024.1, XP_021712155.1, XP_021705014.1, XP_021711142.1, XP_021705288.1, XP_021712166.1, XP_021705015.1, XP_021711144.1, XP_021712692.1, XP_021705025.1, XP_021706543.1, XP_021712685.1, XP_021711146.1, XP_021706544.1, XP_021712186.1, XP_021706545.1, XP_021706563.1, XP_021711141.1, XP_021706553.1, XP_021708807.1, XP_021707481.1, XP_021712165.1, XP_021712095.1, XP_021708754.1, XP_021708656.1, XP_021711147.1, XP_021711145.1, XP_021708646.1, XP_021706569.1, XP_021711150.1, XP_021706560.1, XP_021711149.1, XP_021711152.1, XP_021708655.1, XP_021706550.1, XP_021711151.1, XP_021711139.1, XP_021708651.1, XP_021712199.1, XP_021706554.1, XP_021706552.1, XP_021712175.1, XP_021706549.1, XP_021712191.1, XP_021712839.1, XP_021706546.1, XP_021711143.1	XP_314185.3, XP_314186.3, XP_314184.1, XP_309451.4, XP_311486.4					NP_001027290.1, NP_001027282.1, NP_001027334.1, NP_001027369.1, NP_001027374.1, NP_001027379.1, NP_001027364.1, NP_001027304.1, NP_001027329.1, NP_001027339.1, NP_001027314.1, NP_001027299.1, NP_001027286.1, NP_001027349.1, NP_001027354.1, NP_001027319.1, NP_001027324.1, NP_001027295.1, NP_001027384.1, NP_001027359.1, NP_001027309.1, NP_001027344.1, NP_724341.1													
N2.HOG0000088	OG0000012	n109		XP_021712022.1, XP_021712028.1																			
N2.HOG0000089	OG0000012	n159		XP_021712190.1, XP_021706522.1, XP_021706535.1																			
N2.HOG0000090	OG0000012	n169		XP_021712340.1, XP_021712784.1, XP_021712339.1, XP_021712329.1, XP_021712218.1, XP_021712221.1, XP_021712330.1, XP_021712314.1, XP_021712313.1, XP_021712783.1, XP_021712206.1, XP_021706421.1, XP_021712216.1, XP_021695294.1, XP_001662034.1, XP_021712926.1																		XP_008196666.2, XP_015840416.1, XP_008193830.1, XP_008195798.2, XP_008201493.1	
N2.HOG0000091	OG0000013	n58						XP_037875269.1, XP_037869058.1															
N2.HOG0000092	OG0000013	n66						XP_037866966.1, XP_037874854.1, XP_037869234.1															
N2.HOG0000093	OG0000013	n75						XP_037868132.1, XP_037871125.1, XP_037871662.1, XP_004934209.2, XP_004927452.2, XP_004923984.2, XP_037872903.1, XP_037877133.1, XP_037876361.1, XP_037869633.1, XP_037873340.1, XP_037867761.1, XP_037872522.1, XP_004927060.2, XP_037874057.1, XP_037871463.1, XP_004921763.2, XP_037871595.1, XP_037877124.1, XP_037867762.1, XP_037868964.1, XP_037870977.1, XP_037874875.1, XP_037868492.1, XP_037872764.1, XP_037871622.1, XP_037867766.1															
N2.HOG0000094	OG0000013	n107						XP_037868134.1															
N2.HOG0000095	OG0000013	n143		XP_021695205.1, XP_021712581.1, XP_021694278.1																			
N2.HOG0000096	OG0000013	n151																				XP_015840124.1, XP_015840352.1	
N2.HOG0000097	OG0000014	n5		XP_001657554.1, XP_001655332.2	XP_320335.2, XP_320336.2			NP_001091756.1														XP_008197392.1	
N2.HOG0000098	OG0000014	n36			XP_003435952.1																		
N2.HOG0000099	OG0000014	n40								NP_001260082.1													
N2.HOG0000100	OG0000014	n62		XP_021711164.1																			
N2.HOG0000101	OG0000014	n68																				XP_966487.1	
N2.HOG0000102	OG0000014	n101			XP_315130.3																		
N2.HOG0000103	OG0000014	n111			XP_305996.3																		
N2.HOG0000104	OG0000014	n133		XP_021711158.1, XP_021711159.1, XP_021705825.1				NP_001040399.1		NP_001027378.1, NP_001027308.1, NP_001027368.1, NP_001027363.1, NP_001027289.1												XP_969597.1	
N2.HOG0000105	OG0000014	n151		XP_021711154.1																			
N2.HOG0000106	OG0000014	n152		XP_021711156.1						NP_724345.1													
N2.HOG0000107	OG0000014	n153								NP_001027373.1												XP_975418.1	
N2.HOG0000108	OG0000014	n154		XP_021711167.1, XP_021711165.1																			
N2.HOG0000109	OG0000014	n155																				XP_969677.1	
N2.HOG0000110	OG0000014	n156		XP_021706806.1	XP_318362.3																		
N2.HOG0000111	OG0000014	n160		XP_021706807.1						NP_001027313.1													
N2.HOG0000112	OG0000014	n161								NP_001027328.1													
N2.HOG0000113	OG0000014	n162		XP_021706175.1																			
N2.HOG0000114	OG0000014	n164		XP_021708291.1				XP_004933313.1															
N2.HOG0000115	OG0000014	n168								NP_001027333.1													
N2.HOG0000116	OG0000014	n169			XP_307081.3					NP_001027338.1													
N2.HOG0000117	OG0000015	n9																				XP_008200522.1, XP_015840079.1, XP_015837003.1	
N2.HOG0000118	OG0000015	n35						XP_037874099.1														XP_001807063.1, XP_015838217.1	
N2.HOG0000119	OG0000015	n42						XP_037869860.1, XP_037872843.1, XP_037872077.1, XP_037876274.1, XP_021208702.2															
N2.HOG0000120	OG0000015	n47						XP_037866964.1, XP_037871122.1, XP_037870356.1, XP_037872900.1, XP_037871229.1															
N2.HOG0000121	OG0000015	n67						XP_037871580.1, XP_037872534.1, XP_037868781.1, XP_037871729.1, XP_037867760.1															
N2.HOG0000122	OG0000015	n79			XP_001688581.1																		
N2.HOG0000123	OG0000015	n83		XP_021709560.1				XP_037873146.1, XP_037876654.1, XP_037867960.1, XP_037877164.1, XP_037869337.1, XP_037866968.1, XP_037871610.1, XP_037870359.1, XP_037870220.1															
N2.HOG0000124	OG0000015	n96						XP_037871022.1, XP_037871711.1, XP_037876186.1															
N2.HOG0000125	OG0000015	n132						XP_037869604.1, XP_037867144.1, XP_037876915.1, XP_037877219.1															
N2.HOG0000126	OG0000015	n149		XP_021694215.1																			
N2.HOG0000127	OG0000016	n17		XP_021706571.1, XP_021712017.1																			
N2.HOG0000128	OG0000016	n19		XP_001657157.1																			
N2.HOG0000129	OG0000016	n33		XP_001662624.1	XP_320674.3			NP_001153667.1															
N2.HOG0000130	OG0000016	n37		XP_001657149.1, XP_001657152.1	XP_551996.1																		
N2.HOG0000131	OG0000016	n53			XP_318363.4																		
N2.HOG0000132	OG0000016	n63			XP_318365.3					NP_001027371.1, NP_001027376.1, NP_001027366.1												XP_966580.1, XP_966943.2, XP_973583.2, XP_974617.2, XP_967411.1	
N2.HOG0000133	OG0000016	n113						NP_001153666.1, NP_001036781.1															
N2.HOG0000134	OG0000016	n139		XP_021706558.1, XP_021705021.1, XP_021705017.1, XP_021706810.1, XP_021706811.1, XP_021706565.1, XP_021705016.1, XP_021705289.1, XP_021705290.1, XP_021706568.1, XP_021706529.1, XP_021706530.1, XP_021706531.1, XP_021706526.1, XP_021706527.1, XP_021705296.1, XP_021706671.1, XP_021707868.1, XP_021706672.1, XP_021706528.1	XP_306256.1					NP_001027306.1, NP_001027346.1, NP_001027326.1, NP_001027336.1, NP_001027316.1													
N2.HOG0000135	OG0000016	n169								NP_001027301.1													
N2.HOG0000136	OG0000016	n170		XP_021706646.1						NP_001027351.1													
N2.HOG0000137	OG0000016	n171		XP_021705823.1	XP_307083.3					NP_001027331.1													
N2.HOG0000138	OG0000016	n173		XP_021706548.1						NP_001027311.1													
N2.HOG0000139	OG0000017	n9			XP_318364.5																		
N2.HOG0000140	OG0000017	n15		XP_021712202.1																			
N2.HOG0000141	OG0000017	n17		XP_001657148.1, XP_021701441.1																			
N2.HOG0000142	OG0000017	n29		XP_001657270.2	XP_024667067.1																		
N2.HOG0000143	OG0000017	n77		XP_021706557.1						NP_001027325.1, NP_001027287.1, NP_001027305.1, NP_001027365.1, NP_001027335.1, NP_001027375.1, NP_001027355.1, NP_001027300.1, NP_001027380.1, NP_001027291.1, NP_001027360.1, NP_001027330.1, NP_001027370.1, NP_001027385.1, NP_001027310.1, NP_001027340.1, NP_001027350.1, NP_001027345.1, NP_001027283.1, NP_001027296.1, NP_001027320.1, NP_724342.1, NP_001027315.1												XP_008201473.1, XP_008199957.2, XP_008201479.1	
N2.HOG0000144	OG0000017	n119		XP_021706561.1, XP_021707867.1, XP_021708292.1, XP_021708005.1, XP_021707482.1, XP_021706809.1, XP_021706808.1, XP_021705026.1, XP_021705827.1, XP_021706644.1, XP_021706645.1, XP_021706479.1, XP_021706481.1, XP_021706564.1, XP_021706555.1, XP_021705019.1, XP_021705020.1, XP_021705018.1, XP_021705027.1, XP_021705294.1, XP_021705295.1, XP_021705292.1, XP_021705293.1, XP_021706668.1, XP_021706669.1	XP_001238300.1, XP_320329.2, XP_320334.2, XP_307082.2, XP_306255.2			NP_001153668.1															
N2.HOG0000145	OG0000018	n2						XP_004929074.1															
N2.HOG0000146	OG0000018	n78						XP_004927353.2															
N2.HOG0000147	OG0000018	n82						XP_037869031.1, XP_037870147.1															
N2.HOG0000148	OG0000018	n121						XP_037869780.1															
N2.HOG0000149	OG0000019	n3		XP_001658010.2	XP_562676.3			NP_001037183.1		NP_001138040.1													
N2.HOG0000150	OG0000019	n33		XP_001647878.2, XP_001654620.1	XP_307765.1, XP_310012.1			NP_001040130.1														XP_974204.1	
N2.HOG0000151	OG0000019	n39		XP_001658750.1, XP_021701982.1, XP_021701977.1, XP_021701978.1, XP_021701979.1, XP_001658752.1, XP_021701980.1, XP_021701981.1, XP_021701973.1, XP_021701974.1, XP_001658753.1, XP_021701976.1, XP_021701975.1, XP_001658755.1	XP_319967.1, XP_319966.1, XP_319970.3, XP_319969.1, XP_319968.3, XP_001238234.1, XP_319972.1			XP_012548743.1, NP_001037420.1, NP_001108466.1		NP_001286570.1, NP_725784.1, NP_611324.1, NP_611323.1, NP_001286571.1, NP_611328.1, NP_611327.1, NP_611329.1, NP_611326.1, NP_611325.2, NP_001246500.1, NP_001286575.1, NP_001188889.1												XP_015838206.1	
N2.HOG0000152	OG0000019	n76						NP_001108464.1, NP_001037197.1, NP_001108460.1														XP_008200937.1, XP_971509.1, XP_008190708.1, XP_971389.1, XP_015833061.1, XP_015838196.1, XP_008201195.2, XP_015838248.1, XP_967147.1, XP_008200938.1, XP_966872.2, XP_966966.2, XP_967395.1, XP_015838218.1, XP_971136.1, XP_966787.1, XP_971203.1	
N2.HOG0000153	OG0000019	n95		XP_001658001.2, XP_001654675.1, XP_001658000.3, XP_001654674.2	XP_313668.1, XP_313059.1, XP_307500.3, XP_561497.1, XP_562132.1, XP_313667.3, XP_313058.1, XP_313664.3, XP_562690.2, XP_313665.4																		
N2.HOG0000154	OG0000019	n109		XP_001658009.2, XP_021693938.1, XP_001658007.2	XP_313048.1, XP_313052.1			XP_037867593.1, NP_001036974.1, XP_037867588.1, XP_037877194.1		NP_524913.1, NP_524912.1, NP_524914.3, NP_788656.1, NP_524915.1, NP_525114.1, NP_524916.1, NP_001034042.1, NP_001287302.1, NP_001287303.1												XP_015834775.1	
N2.HOG0000155	OG0000020	n40						XP_037877378.1, XP_004925231.2, XP_037877306.1, XP_037871371.1, XP_037873430.1, XP_037869407.1, XP_037874123.1															
N2.HOG0000156	OG0000020	n60						XP_004922866.1															
N2.HOG0000157	OG0000020	n62						XP_037870974.1, XP_037877292.1, XP_021208868.2															
N2.HOG0000158	OG0000020	n75						XP_037877550.1, XP_037869235.1, XP_037877604.1															
N2.HOG0000159	OG0000020	n100						XP_037872909.1, XP_037871048.1, XP_037874327.1, XP_037868974.1, XP_037875277.1, XP_037866962.1, XP_037872910.1, XP_037876686.1, XP_037868130.1, XP_037869503.1, XP_037868962.1, XP_037866479.1, XP_037875241.1, XP_037877008.1, XP_037874346.1, XP_037872517.1, XP_037866959.1, XP_037869607.1, XP_037871588.1, XP_037877012.1, XP_037871097.1, XP_037866497.1, XP_037874850.1, XP_037868508.1, XP_037867751.1, XP_037873738.1, XP_037869632.1, XP_037873346.1, XP_037870366.1															
N2.HOG0000160	OG0000021	n18																				XP_015838053.1, XP_015838295.1, XP_008194976.2, XP_015840080.1, XP_015838863.1, XP_969711.1, XP_008194698.1, XP_015837651.1, XP_973658.2, XP_008193119.1, XP_015835525.1, XP_973693.2, XP_015835557.1, XP_008193213.1, XP_008193184.1, XP_008193216.1, XP_972534.1, XP_008195764.1	
N2.HOG0000161	OG0000021	n52		XP_021697387.1, XP_021693724.1, XP_021693720.1, XP_001662529.1, XP_021693723.1	XP_316463.3, XP_001237640.2, XP_001688623.2, XP_315221.5			XP_037875232.1		NP_001260823.1, NP_001260548.1, NP_001245943.1, NP_001262747.1, NP_609930.4, NP_995741.2, NP_650086.2, NP_611571.2, NP_651679.2, NP_651678.1													
N2.HOG0000162	OG0000021	n74																				XP_008193834.1	
N2.HOG0000163	OG0000021	n96		XP_021706781.1	XP_312930.5					NP_001247286.1												XP_969849.1, XP_008194093.1	
N2.HOG0000164	OG0000021	n117		XP_001651693.2, XP_021706785.1	XP_321300.4, XP_551022.4, XP_558678.4			NP_001243945.1, XP_037872082.1, XP_037871800.1														XP_008194092.1	
N2.HOG0000165	OG0000021	n159						XP_037871767.1														XP_015835858.1	
N2.HOG0000166	OG0000021	n160						XP_037871931.1														XP_008200429.1	
N2.HOG0000167	OG0000022	n69																				XP_970056.2	
