HOG	OG	Gene Tree Parent Clade	Acyrthosiphon_pisum	Aedes_aegypti	Anopheles_gambiae	Apis_mellifera	Bombus_terrestris	Bombyx_mori	Ceratina_calcarata	Drosophila_melanogaster	Dufourea_novaeangliae	Eufriesea_mexicana	Habropoda_laboriosa	Megachile_rotundata	Megalopta_genalis	Nasonia_vitripennis	Nomia_melanderi	Osmia_bicornis	Osmia_lignaria	Polistes_dominula	Solenopsis_invicta	Tribolium_castaneum	Vespa_mandarinia
N12.HOG0000060	OG0000001	n239				NP_001191991.1	XP_012170233.1, XP_020721551.1, XP_003393848.1, XP_003399696.2, XP_012170221.2, XP_012170223.1, XP_012170646.2, XP_012170645.1		XP_017883314.2, XP_017882560.1, XP_026670615.1, NP_001352268.1				XP_017791425.1	XP_003701343.1, XP_003701310.1, XP_003701345.1				XP_029033204.1	XP_034190826.1				
N12.HOG0000061	OG0000001	n281										XP_017758024.1	XP_017798087.1	XP_003707538.2				XP_029054152.1					
N12.HOG0000062	OG0000001	n284												XP_003708664.1									
N12.HOG0000063	OG0000001	n285																XP_029054650.1					
N12.HOG0000064	OG0000001	n301							XP_017886899.2				XP_017791902.1										
N12.HOG0000065	OG0000001	n303							XP_026675111.1, XP_017891081.1, XP_017891700.2														
N12.HOG0000066	OG0000001	n306				NP_001352128.1, XP_026300532.1, NP_001352129.1, XP_026300534.1	XP_003400131.1					XP_017757759.1, XP_017757760.1, XP_017757765.1, XP_017757761.1, XP_017757755.1	XP_017796733.1	XP_003704416.1, XP_003704415.1, XP_003704279.1				XP_029053850.1, XP_029053627.1, XP_029054076.1, XP_029054316.1, XP_029054175.1	XP_034194603.1, XP_034194619.1, XP_034194593.1, XP_034194594.1				
N12.HOG0000067	OG0000001	n337				XP_026300585.1	XP_020721963.1, XP_003400129.2																
N12.HOG0000068	OG0000001	n346				XP_026300535.1, XP_395671.3	XP_012170855.1		XP_017888667.1			XP_017757738.1, XP_017757780.1	XP_017795398.1	XP_003704278.1, XP_012143061.1, XP_003704412.1				XP_029053698.1, XP_029053704.1	XP_034178687.1, XP_034178696.1				
N12.HOG0000069	OG0000001	n367				NP_001035324.1						XP_017757781.1	XP_017796836.1					XP_029053437.1, XP_029053433.1, XP_029054094.1, XP_029053439.1, XP_029048981.1, XP_029053438.1	XP_034178691.1, XP_034178682.1, XP_034178244.1, XP_034178676.1				
N12.HOG0000070	OG0000001	n379				XP_006565062.2	XP_003400126.1		XP_017891747.1			XP_017757757.1	XP_017796838.1	XP_003704414.1				XP_029054161.1, XP_029052978.1	XP_034194583.1, XP_034194581.1				
N12.HOG0000071	OG0000001	n396					XP_003400119.1		XP_017888037.1			XP_017757795.1	XP_017795399.1, XP_017796200.1	XP_003703231.1				XP_029053697.1	XP_034178690.1				
N12.HOG0000072	OG0000001	n407				XP_016771320.1	XP_012170861.1						XP_017791301.1	XP_012143073.1				XP_029053876.1	XP_034194601.1				
N12.HOG0000073	OG0000001	n420				XP_026300530.1, XP_026300602.1, NP_001352069.1, XP_006565076.1, NP_001352068.1, XP_623595.1, XP_026300531.1	XP_012170857.1, XP_012170859.1					XP_017757740.1, XP_017757764.1		XP_003704281.1				XP_029053978.1	XP_034194614.1, XP_034178111.1				
N12.HOG0000074	OG0000001	n436				XP_623362.3	XP_003395878.1		XP_017879813.1, XP_017879816.1			XP_017758028.1, XP_017758031.1, XP_017758027.1, XP_017758026.1	XP_017793598.1	XP_012136792.1, XP_012146067.1, XP_003707539.1				XP_029047546.1, XP_029047549.1, XP_029055795.1	XP_034183757.1, XP_034183758.1, XP_034177877.1				
N12.HOG0000075	OG0000002	n2				XP_026294912.1, XP_026294905.1	XP_003393988.2, XP_020724018.1					XP_017759746.1	XP_017795926.1	XP_003700909.2				XP_029034426.1	XP_034171929.1				
N12.HOG0000076	OG0000002	n27				XP_006565883.2, XP_026294765.1, NP_001229909.1, NP_001229911.1, XP_016773537.1, XP_016773528.1, XP_006565970.2	XP_012175608.1, XP_012175713.1, XP_020722961.1, XP_012175715.1, XP_012175714.1, XP_012175716.1, XP_012175717.1, XP_012175609.1		XP_026669569.1, XP_017880491.1, XP_026669562.1, XP_026669565.1, XP_017880561.1, XP_026669568.1			XP_017759702.1, XP_017759703.1, XP_017759734.1	XP_017795970.1	XP_003700936.1, XP_003700935.1				XP_029048273.1	XP_034171933.1				
N12.HOG0000077	OG0000002	n79				XP_006565966.1, NP_001229907.1, NP_001229906.1	XP_003393920.1, XP_003394006.1, XP_003403429.1, XP_003393921.1		XP_017878910.1, XP_017878912.1, XP_026670968.1, XP_017878909.1, XP_017878913.1			XP_017759704.1, XP_017759707.1, XP_017759700.1		XP_003700844.1, XP_003700846.1, XP_003700845.1				XP_029048274.1	XP_034171931.1				
N12.HOG0000078	OG0000002	n110				NP_001229905.1	XP_012175711.1					XP_017759708.1, XP_017759706.1	XP_017795940.1	XP_003700934.1				XP_029048309.1	XP_034170982.1				
N12.HOG0000079	OG0000002	n124							XP_017885095.1					XP_012135097.1, XP_012135098.1, XP_012135237.1				XP_029054356.1, XP_029048299.1					
N12.HOG0000080	OG0000002	n129							XP_026668783.1				XP_017797057.1	XP_012135243.1									
N12.HOG0000081	OG0000002	n133				NP_001229897.1	XP_003394003.1, XP_003393998.1					XP_017759713.1	XP_017795933.1	XP_012135240.1				XP_029054353.1	XP_034171012.1				
N12.HOG0000082	OG0000002	n159				NP_001229898.1	XP_003394000.1, XP_012175705.1, XP_020723889.1, XP_020722356.1, XP_012175707.1, XP_003393910.1, XP_003393999.1, XP_003393907.1, XP_003393913.1, XP_012175702.1, XP_012175700.1		XP_026668778.1, XP_026668788.1			XP_017759730.1, XP_017759712.1, XP_017759757.1	XP_017795969.1, XP_017795975.1, XP_017797089.1, XP_017797055.1, XP_017797103.1, XP_017795934.1	XP_012135244.1, XP_012135242.1, XP_012135246.1, XP_003700930.1, XP_003700925.1, XP_003700923.1, XP_003700922.1, XP_012135245.1, XP_003700843.1, XP_003700842.2				XP_029048307.1, XP_029048304.1, XP_029048306.1, XP_029054355.1, XP_029054352.1, XP_029048298.1, XP_029054358.1, XP_029048308.1	XP_034170983.1, XP_034170985.1, XP_034170984.1, XP_034171930.1, XP_034171932.1, XP_034171011.1, XP_034171928.1				
N12.HOG0000083	OG0000002	n206				XP_026294907.1, XP_026294903.1, XP_001121864.2	XP_012175710.2, XP_012175708.2					XP_017759752.1	XP_017795937.1, XP_017795939.1, XP_017795938.1										
N12.HOG0000084	OG0000002	n219				XP_026302131.1, XP_003250754.2, XP_006565953.2, XP_016773534.1, XP_006565886.1, XP_026294766.1, XP_016773535.1, XP_003250750.1, NP_001229902.1, XP_016773539.1, XP_003250751.1, XP_006565958.1, XP_006565964.1, XP_026294957.1	XP_003393918.1, XP_003394005.1					XP_017759759.1, XP_017759710.1, XP_017759755.1, XP_017759744.1, XP_017759756.1, XP_017759709.1											
N12.HOG0000085	OG0000002	n240				NP_001229900.1	XP_003393917.1		XP_017878907.2				XP_017795948.1	XP_003700933.2, XP_003700932.1									
N12.HOG0000086	OG0000002	n259				XP_003250726.1, NP_001229895.1	XP_003393994.1		XP_017878894.2, XP_026672267.1			XP_017759729.1	XP_017795929.1										
N12.HOG0000087	OG0000002	n278				XP_016773454.2	XP_003393905.1, XP_020723934.1							XP_012135238.1, XP_012135239.1, XP_012135236.1, XP_003700918.2, XP_003700914.1				XP_029054354.1, XP_029048279.1					
N12.HOG0000088	OG0000002	n289											XP_017795930.1	XP_003700911.2				XP_029034389.1	XP_034171927.1				
N12.HOG0000089	OG0000002	n294				XP_006565887.1	XP_020722331.1		XP_026668770.1			XP_017759714.1	XP_017795932.1					XP_029034429.1	XP_034171014.1				
N12.HOG0000090	OG0000002	n301				XP_001121659.1, XP_006565948.1	XP_020722344.1		XP_026668773.1, XP_026668781.1			XP_017759715.1		XP_012135234.1, XP_012135233.1									
N12.HOG0000091	OG0000002	n308				XP_003250765.1			XP_026668785.1, XP_017878897.1, XP_017878896.1, XP_017878895.1, XP_017878898.1, XP_017878899.1			XP_017759716.1	XP_017795931.1	XP_003700912.1, XP_012135096.1, XP_003700913.1, XP_003700836.1, XP_003700837.1				XP_029034428.1	XP_034171015.1				
N12.HOG0000092	OG0000002	n330				NP_001229890.1, NP_001229891.1, NP_001229892.1, NP_001229889.1, XP_006565945.1, XP_016773520.1, XP_026302135.1, XP_026302134.1, NP_001229888.1, XP_006565943.1, XP_006565941.2, NP_001229887.1, XP_026294956.1, XP_003250767.2	XP_003393901.1, XP_020722314.1, XP_020722318.1, XP_020723992.1, XP_020723938.1		XP_017878890.2, XP_026668772.1, XP_017878891.1, XP_026668776.1, XP_026668779.1, XP_026668777.1, XP_017878917.2, XP_017878886.1, XP_017878885.1			XP_017759719.1, XP_017759720.1, XP_017759718.1, XP_017759717.1	XP_017795928.1	XP_003700910.2					XP_034171936.1				
N12.HOG0000093	OG0000003	n7					XP_012175515.1					XP_017759221.1	XP_017795921.1, XP_017795068.1	XP_012142569.1, XP_012151017.1				XP_029054728.1					
N12.HOG0000094	OG0000003	n16										XP_017759096.1		XP_012152967.1				XP_029054531.1					
N12.HOG0000095	OG0000003	n22										XP_017765503.1											
N12.HOG0000096	OG0000003	n32										XP_017762861.1, XP_017753050.1											
N12.HOG0000097	OG0000003	n35					XP_003399806.1							XP_012153684.1				XP_029043188.1					
N12.HOG0000098	OG0000003	n39												XP_012145948.1									
N12.HOG0000099	OG0000003	n42												XP_012153556.1									
N12.HOG0000100	OG0000003	n45					XP_003396672.1						XP_017796976.1, XP_017796999.1										
N12.HOG0000101	OG0000003	n54											XP_017796386.1	XP_012152733.1				XP_029055059.1					
N12.HOG0000102	OG0000003	n58											XP_017792763.1										
N12.HOG0000103	OG0000003	n60												XP_003708235.1									
N12.HOG0000104	OG0000003	n61											XP_017794734.1					XP_029055135.1, XP_029055222.1					
N12.HOG0000105	OG0000003	n89										XP_017757887.1											
N12.HOG0000106	OG0000003	n97												XP_012138587.1									
N12.HOG0000107	OG0000003	n98												XP_012143764.1, XP_012153187.1				XP_029046929.1	XP_034178409.1				
N12.HOG0000108	OG0000003	n102												XP_012151143.1				XP_029054008.1	XP_034175783.1				
N12.HOG0000109	OG0000003	n109										XP_017760971.1		XP_012145429.1									
N12.HOG0000110	OG0000003	n113							XP_026671442.1														
N12.HOG0000111	OG0000003	n120											XP_017795705.1	XP_012151871.1									
N12.HOG0000112	OG0000003	n122											XP_017792101.1										
N12.HOG0000113	OG0000003	n123											XP_017791912.1										
N12.HOG0000114	OG0000003	n124							XP_017875127.1					XP_012148632.1									
N12.HOG0000115	OG0000003	n134										XP_017765284.1		XP_012152409.1									
N12.HOG0000116	OG0000003	n140												XP_012152102.1, XP_012146326.1, XP_012153565.1									
N12.HOG0000117	OG0000003	n145										XP_017762744.1		XP_012145435.1				XP_029055255.1					
N12.HOG0000118	OG0000003	n147										XP_017762860.1	XP_017796210.1	XP_012147783.1, XP_012152144.1					XP_034182484.1				
N12.HOG0000119	OG0000003	n153												XP_012149743.1					XP_034184622.1				
N12.HOG0000120	OG0000003	n169												XP_012151874.1				XP_029054487.1, XP_029054704.1	XP_034195065.1				
N12.HOG0000121	OG0000003	n178										XP_017752726.1, XP_017765490.1	XP_017795846.1	XP_003706754.1									
N12.HOG0000122	OG0000003	n189												XP_003706746.2									
N12.HOG0000123	OG0000003	n190					XP_020721352.1																
N12.HOG0000124	OG0000003	n193										XP_017756490.1, XP_017765529.1, XP_017762446.1	XP_017795072.1, XP_017791302.1	XP_012147779.1				XP_029054294.1	XP_034194807.1				
N12.HOG0000125	OG0000003	n205							XP_026672920.1			XP_017765018.1, XP_017759643.1, XP_017762993.1, XP_017765344.1, XP_017756226.1, XP_017759329.1		XP_012145925.1				XP_029054867.1					
N12.HOG0000126	OG0000003	n214										XP_017752724.1, XP_017752718.1, XP_017765343.1	XP_017795982.1										
N12.HOG0000127	OG0000003	n218					XP_012173923.2					XP_017754359.1		XP_012153575.1				XP_029055008.1	XP_034195176.1				
N12.HOG0000128	OG0000003	n228																XP_029055315.1					
N12.HOG0000129	OG0000003	n230							XP_017884089.1														
N12.HOG0000130	OG0000003	n232				XP_006572180.1	XP_020724024.1		XP_017875115.1														
N12.HOG0000131	OG0000003	n238							XP_017889204.1			XP_017763517.1		XP_012152390.1, XP_012146360.1									
N12.HOG0000132	OG0000003	n246										XP_017763966.1		XP_012145431.1				XP_029054950.1	XP_034194636.1				
N12.HOG0000133	OG0000003	n249							XP_026673061.1				XP_017795920.1	XP_012145432.1									
N12.HOG0000134	OG0000003	n251											XP_017792764.1	XP_012145448.1									
N12.HOG0000135	OG0000003	n254											XP_017790882.1										
N12.HOG0000136	OG0000003	n256										XP_017754218.1											
N12.HOG0000137	OG0000003	n258												XP_003702422.1				XP_029055010.1					
N12.HOG0000138	OG0000003	n260												XP_003701631.1				XP_029055230.1					
N12.HOG0000139	OG0000003	n262											XP_017790287.1										
N12.HOG0000140	OG0000003	n267										XP_017757975.1, XP_017762901.1	XP_017796807.1					XP_029055109.1					
N12.HOG0000141	OG0000004	n18				XP_003250826.2	XP_012174904.1		XP_026667224.1				XP_017789424.1	XP_003707057.2				XP_029033669.1, XP_029033655.1	XP_034189642.1				
N12.HOG0000142	OG0000004	n96							XP_017883408.2				XP_017788745.1										
N12.HOG0000143	OG0000004	n108					XP_020721956.1, XP_020721870.1							XP_003704378.1, XP_012143130.1, XP_003704370.1, XP_012143125.1, XP_012143126.1, XP_012143124.1, XP_012142982.1, XP_012143123.1, XP_012143128.1, XP_012143127.1				XP_029036174.1, XP_029036173.1, XP_029036170.1, XP_029036176.1, XP_029036178.1, XP_029036177.1	XP_034178511.1, XP_034178577.1, XP_034178575.1, XP_034178576.1, XP_034178578.1, XP_034178513.1, XP_034178499.1, XP_034178500.1, XP_034178504.1, XP_034178503.1				
N12.HOG0000144	OG0000004	n142				XP_016771362.2, XP_016771361.2	XP_020721955.1, XP_020721866.1, XP_020721957.1, XP_012174398.2, XP_012171125.2		XP_026671184.1			XP_017766722.1, XP_017766522.1	XP_017788744.1, XP_017788743.1, XP_017788742.1, XP_017789847.1, XP_017797133.1					XP_029036167.1	XP_034178579.1				
N12.HOG0000145	OG0000004	n164				XP_026300578.1																	
N12.HOG0000146	OG0000004	n191				XP_026300643.1								XP_012142988.1					XP_034178514.1				
N12.HOG0000147	OG0000004	n194				XP_026300642.1, XP_016771366.1			XP_017883370.2			XP_017766521.1	XP_017788741.1						XP_034178574.1				
N12.HOG0000148	OG0000005	n5											XP_017797049.1	XP_012144558.1									
N12.HOG0000149	OG0000005	n6											XP_017789938.1	XP_012151876.1									
N12.HOG0000150	OG0000005	n38										XP_017756229.1, XP_017760232.1		XP_012136356.1					XP_034194826.1				
N12.HOG0000151	OG0000005	n44										XP_017765412.1							XP_034192460.1				
N12.HOG0000152	OG0000005	n47										XP_017761075.1	XP_017794536.1	XP_012148507.1				XP_029055181.1					
N12.HOG0000153	OG0000005	n51												XP_012152103.1, XP_012152114.1									
N12.HOG0000154	OG0000005	n57											XP_017789775.1, XP_017789770.1										
N12.HOG0000155	OG0000005	n62										XP_017763034.1	XP_017793329.1	XP_012146667.1				XP_029054068.1					
N12.HOG0000156	OG0000005	n66										XP_017756505.1, XP_017756502.1						XP_029054719.1					
N12.HOG0000157	OG0000005	n68							XP_017891414.1				XP_017796951.1	XP_012147629.1				XP_029055018.1					
N12.HOG0000158	OG0000005	n81											XP_017796122.1										
N12.HOG0000159	OG0000005	n85												XP_012147246.1									
N12.HOG0000160	OG0000005	n89												XP_012134537.1									
N12.HOG0000161	OG0000005	n90												XP_012139988.1, XP_012139976.1				XP_029040190.1	XP_034196431.1				
N12.HOG0000162	OG0000005	n94												XP_012154409.1				XP_029048965.1	XP_034175159.1				
N12.HOG0000163	OG0000005	n96												XP_012139983.1, XP_012141791.1					XP_034196432.1				
N12.HOG0000164	OG0000005	n100					XP_012175341.1, XP_012173838.1, XP_012174537.1, XP_003402808.1, XP_012173837.1							XP_012140925.1									
N12.HOG0000165	OG0000005	n110				XP_006558866.1	XP_020719946.1		XP_026667095.1			XP_017763087.1	XP_017790206.1	XP_012147245.1				XP_029040939.1					
N12.HOG0000166	OG0000005	n126				XP_016771095.2							XP_017796808.1	XP_012141417.1									
N12.HOG0000167	OG0000005	n136							XP_017891019.1				XP_017792714.1	XP_012134947.1				XP_029038971.1	XP_034186984.1				
N12.HOG0000168	OG0000005	n141					XP_012174272.1		XP_017891277.1			XP_017759155.1	XP_017794487.1										
N12.HOG0000169	OG0000005	n145					XP_012171355.1							XP_012143327.1, XP_012139414.1									
N12.HOG0000170	OG0000005	n147											XP_017797943.1						XP_034192193.1, XP_034194539.1				
N12.HOG0000171	OG0000005	n149										XP_017757739.1	XP_017787740.1										
N12.HOG0000172	OG0000005	n171																	XP_034195320.1, XP_034194200.1				
N12.HOG0000173	OG0000005	n179												XP_012146064.1, XP_012150437.1, XP_012145934.1, XP_012152029.1				XP_029054775.1, XP_029052800.1, XP_029054831.1, XP_029055253.1, XP_029053867.1, XP_029055265.1	XP_034192544.1, XP_034194984.1				
N12.HOG0000174	OG0000005	n191												XP_012139081.1, XP_012139070.1				XP_029054264.1	XP_034195050.1, XP_034194985.1				
N12.HOG0000175	OG0000005	n209											XP_017796220.1, XP_017793838.1	XP_012139970.1, XP_012146357.1, XP_012151027.1, XP_012150520.1				XP_029055178.1, XP_029055162.1, XP_029054077.1, XP_029054745.1, XP_029054700.1, XP_029053461.1, XP_029054741.1, XP_029054697.1, XP_029052591.1, XP_029053451.1, XP_029055048.1, XP_029054618.1, XP_029054427.1, XP_029054036.1	XP_034195194.1, XP_034195189.1, XP_034194884.1, XP_034195199.1, XP_034177368.1, XP_034194801.1, XP_034195200.1, XP_034183909.1				
N12.HOG0000176	OG0000005	n237											XP_017790869.1	XP_012151833.1, XP_012151897.1, XP_012152158.1, XP_012148727.1, XP_012142570.1				XP_029036971.1, XP_029055156.1, XP_029053759.1, XP_029054660.1	XP_034189857.1, XP_034194584.1				
N12.HOG0000177	OG0000005	n248							XP_017875389.1					XP_012151889.1, XP_012150985.1				XP_029055229.1, XP_029054922.1, XP_029055241.1, XP_029055047.1	XP_034194881.1, XP_034194633.1				
N12.HOG0000178	OG0000005	n257																XP_029054911.1					
N12.HOG0000179	OG0000006	n15							XP_017881154.1, XP_017875316.1, XP_026667908.1														
N12.HOG0000180	OG0000006	n24																XP_029054587.1, XP_029054451.1					
N12.HOG0000181	OG0000006	n28																XP_029055261.1, XP_029055254.1, XP_029054123.1	XP_034195128.1, XP_034192555.1				
N12.HOG0000182	OG0000006	n97																	XP_034194792.1, XP_034192161.1				
N12.HOG0000183	OG0000006	n123																XP_029055077.1, XP_029053862.1, XP_029053484.1	XP_034184035.1				
N12.HOG0000184	OG0000006	n171																XP_029053982.1	XP_034192484.1				
N12.HOG0000185	OG0000006	n182																	XP_034194023.1				
N12.HOG0000186	OG0000006	n183																XP_029055216.1, XP_029054695.1					
N12.HOG0000187	OG0000006	n188																XP_029054809.1	XP_034178195.1, XP_034194607.1				
N12.HOG0000188	OG0000006	n192																XP_029053574.1	XP_034192270.1				
N12.HOG0000189	OG0000006	n194											XP_017787674.1										
N12.HOG0000190	OG0000006	n195							XP_026673863.1														
N12.HOG0000191	OG0000006	n211																XP_029055155.1, XP_029054680.1	XP_034194576.1				
N12.HOG0000192	OG0000006	n215																XP_029054781.1	XP_034174772.1				
N12.HOG0000193	OG0000006	n221																	XP_034195291.1, XP_034171871.1				
N12.HOG0000194	OG0000007	n1				XP_003250567.1			XP_017891655.1			XP_017764510.1	XP_017797962.1	XP_003705712.1				XP_029037755.1	XP_034185978.1				
N12.HOG0000195	OG0000007	n21				XP_006565047.1			XP_026668294.1, XP_017891654.1			XP_017764163.1	XP_017797975.1	XP_003705711.1				XP_029037757.1	XP_034185983.1				
N12.HOG0000196	OG0000007	n47				XP_396549.3			XP_026667992.1			XP_017752288.1	XP_017793615.1	XP_012141335.1				XP_029041248.1	XP_034181671.1				
N12.HOG0000197	OG0000007	n69				XP_394219.3			XP_026675083.1			XP_017765710.1	XP_017797940.1	XP_003705713.2					XP_034185970.1				
N12.HOG0000198	OG0000007	n125				XP_026301320.1						XP_017764386.1		XP_003705708.1				XP_029037752.1	XP_034185973.1				
N12.HOG0000199	OG0000007	n147				XP_026301241.1						XP_017763744.1	XP_017798000.1	XP_012146263.1				XP_029037746.1	XP_034185962.1				
N12.HOG0000200	OG0000007	n169				XP_006565046.2			XP_026675049.1			XP_017764283.1	XP_017797987.1	XP_003705710.1				XP_029037761.1	XP_034185974.1				
N12.HOG0000201	OG0000007	n197				XP_016769477.1			XP_026666941.1			XP_017763974.1	XP_017798022.1	XP_003705707.1				XP_029037762.1	XP_034185980.1				
N12.HOG0000202	OG0000008	n22							XP_017887163.1			XP_017757841.1		XP_012145773.1				XP_029039353.1	XP_034180231.1				
N12.HOG0000203	OG0000008	n29				XP_006562365.2	XP_003393388.3					XP_017757840.1		XP_012145774.1, XP_012145771.1				XP_029039354.1, XP_029039355.1	XP_034180232.1, XP_034180230.1				
N12.HOG0000204	OG0000008	n53										XP_017765586.1	XP_017789192.1	XP_003703411.1				XP_029050383.1	XP_034195958.1				
