HOG	OG	Gene Tree Parent Clade	Acyrthosiphon_pisum	Aedes_aegypti	Anopheles_gambiae	Apis_mellifera	Bombus_terrestris	Bombyx_mori	Ceratina_calcarata	Drosophila_melanogaster	Dufourea_novaeangliae	Eufriesea_mexicana	Habropoda_laboriosa	Megachile_rotundata	Megalopta_genalis	Nasonia_vitripennis	Nomia_melanderi	Osmia_bicornis	Osmia_lignaria	Polistes_dominula	Solenopsis_invicta	Tribolium_castaneum	Vespa_mandarinia
N11.HOG0000165	OG0000015	n18															XP_031830190.1						
N11.HOG0000166	OG0000015	n26															XP_031844104.1						
N11.HOG0000167	OG0000016	n8													XP_033328625.1								
N11.HOG0000168	OG0000016	n19													XP_033337184.1								
N11.HOG0000169	OG0000016	n27													XP_033328481.1								
N11.HOG0000170	OG0000016	n63									XP_015430686.1				XP_033326609.1		XP_031833191.1						
N11.HOG0000171	OG0000016	n113									XP_015435342.1												
N11.HOG0000172	OG0000016	n120									XP_015435346.1				XP_033328581.1		XP_031839319.1						
N11.HOG0000173	OG0000016	n139									XP_015438104.1				XP_033328967.1		XP_031838234.1						
N11.HOG0000174	OG0000016	n173															XP_031839488.1						
N11.HOG0000175	OG0000017	n15															XP_031849058.1						
N11.HOG0000176	OG0000017	n30									XP_015435373.1, XP_015435410.1												
N11.HOG0000177	OG0000017	n38													XP_033328578.1		XP_031848812.1, XP_031839375.1						
N11.HOG0000178	OG0000017	n65													XP_033328607.1								
N11.HOG0000179	OG0000017	n72													XP_033328772.1								
N11.HOG0000180	OG0000017	n77									XP_015438105.1						XP_031839489.1						
N11.HOG0000181	OG0000017	n110									XP_015437943.1				XP_033328495.1, XP_033328493.1, XP_033337165.1, XP_033337190.1		XP_031826007.1						
N11.HOG0000182	OG0000017	n119									XP_015435402.1						XP_031839363.1						
N11.HOG0000183	OG0000018	n2													XP_033335340.1, XP_033334345.1								
N11.HOG0000184	OG0000018	n7									XP_015434210.1, XP_015438738.1, XP_015438097.1, XP_015438320.1				XP_033324870.1								
N11.HOG0000185	OG0000018	n30									XP_015430060.1												
N11.HOG0000186	OG0000018	n59									XP_015437851.1, XP_015438720.1												
N11.HOG0000187	OG0000018	n82									XP_015439948.1, XP_015438307.1, XP_015433590.1												
N11.HOG0000188	OG0000018	n91															XP_031834418.1						
N11.HOG0000189	OG0000018	n93									XP_015429306.1, XP_015435240.1, XP_015433578.1, XP_015432529.1, XP_015437444.1, XP_015428689.1												
N11.HOG0000190	OG0000018	n105									XP_015433589.1, XP_015437446.1, XP_015432548.1, XP_015429182.1				XP_033340892.1								
N11.HOG0000191	OG0000018	n117													XP_033322610.1								
N11.HOG0000192	OG0000018	n126									XP_015440315.1												
N11.HOG0000193	OG0000018	n139													XP_033340902.1								
N11.HOG0000194	OG0000018	n143									XP_015429413.1, XP_015437007.1, XP_015440329.1												
N11.HOG0000195	OG0000018	n146									XP_015436815.1												
N11.HOG0000196	OG0000018	n164									XP_015437574.1				XP_033331349.1								
N11.HOG0000197	OG0000019	n3									XP_015436976.1				XP_033341627.1		XP_031829474.1						
N11.HOG0000198	OG0000019	n18									XP_015431740.1				XP_033323611.1		XP_031840001.1						
N11.HOG0000199	OG0000019	n141									XP_015436974.1, XP_015436973.1				XP_033341624.1								
N11.HOG0000200	OG0000019	n151									XP_015436971.1				XP_033341626.1		XP_031829454.1						
N11.HOG0000201	OG0000020	n26													XP_033337279.1		XP_031847715.1						
N11.HOG0000202	OG0000020	n40									XP_015440399.1				XP_033342844.1, XP_033332262.1, XP_033329818.1, XP_033333275.1, XP_033337278.1, XP_033328507.1, XP_033332592.1								
N11.HOG0000203	OG0000020	n90															XP_031848783.1						
N11.HOG0000204	OG0000020	n107													XP_033332263.1, XP_033339381.1, XP_033337295.1, XP_033333309.1, XP_033337116.1								
N11.HOG0000205	OG0000021	n18									XP_015431114.1				XP_033333867.1		XP_031838689.1						
N11.HOG0000206	OG0000021	n74									XP_015433210.1				XP_033327648.1		XP_031847312.1						
N11.HOG0000207	OG0000021	n96									XP_015437285.1, XP_015437283.1				XP_033342250.1		XP_031835583.1						
N11.HOG0000208	OG0000021	n117									XP_015437296.1				XP_033342252.1		XP_031835584.1						
N11.HOG0000209	OG0000021	n143									XP_015440532.1				XP_033334914.1		XP_031850164.1						
N11.HOG0000210	OG0000022	n6									XP_015433449.1												
N11.HOG0000211	OG0000022	n8									XP_015433467.1, XP_015433466.1, XP_015433468.1, XP_015432613.1				XP_033339401.1, XP_033339085.1, XP_033329817.1		XP_031849116.1, XP_031849133.1, XP_031849117.1						
N11.HOG0000212	OG0000022	n44									XP_015436496.1				XP_033340779.1								
N11.HOG0000213	OG0000022	n69									XP_015435623.1				XP_033341678.1		XP_031825693.1						
N11.HOG0000214	OG0000022	n149									XP_015435622.1						XP_031825741.1						
N11.HOG0000215	OG0000023	n38									XP_015435403.1, XP_015435405.1						XP_031839490.1, XP_031839491.1, XP_031849044.1						
N11.HOG0000216	OG0000023	n87									XP_015435411.1												
N11.HOG0000217	OG0000023	n156													XP_033328968.1								
N11.HOG0000218	OG0000024	n2									XP_015436095.1				XP_033333474.1		XP_031844144.1						
N11.HOG0000219	OG0000024	n16									XP_015436083.1				XP_033333398.1								
N11.HOG0000220	OG0000024	n17									XP_015436084.1						XP_031848646.1						
N11.HOG0000221	OG0000024	n21									XP_015436082.1				XP_033333399.1		XP_031848645.1						
N11.HOG0000222	OG0000024	n29													XP_033333671.1								
N11.HOG0000223	OG0000024	n35													XP_033333664.1		XP_031848644.1						
N11.HOG0000224	OG0000024	n41															XP_031848639.1						
N11.HOG0000225	OG0000024	n43													XP_033333347.1		XP_031848637.1						
N11.HOG0000226	OG0000024	n52													XP_033333356.1								
N11.HOG0000227	OG0000024	n54													XP_033333351.1, XP_033333661.1		XP_031848634.1, XP_031848636.1						
N11.HOG0000228	OG0000024	n62													XP_033333345.1								
N11.HOG0000229	OG0000024	n65													XP_033333355.1								
N11.HOG0000230	OG0000024	n71													XP_033333662.1								
N11.HOG0000231	OG0000024	n72													XP_033333353.1, XP_033333663.1								
N11.HOG0000232	OG0000024	n75													XP_033333354.1								
N11.HOG0000233	OG0000024	n77													XP_033333344.1								
N11.HOG0000234	OG0000024	n78													XP_033333403.1								
N11.HOG0000235	OG0000024	n97													XP_033333675.1								
N11.HOG0000236	OG0000024	n108									XP_015436088.1				XP_033333400.1								
N11.HOG0000237	OG0000024	n115									XP_015436093.1				XP_033333676.1								
N11.HOG0000238	OG0000024	n116									XP_015436094.1				XP_033333677.1								
N11.HOG0000239	OG0000024	n120													XP_033333352.1		XP_031848643.1						
N11.HOG0000240	OG0000024	n129													XP_033333341.1		XP_031848638.1						
N11.HOG0000241	OG0000024	n133									XP_015436081.1				XP_033333669.1								
N11.HOG0000242	OG0000024	n136									XP_015436080.1				XP_033333340.1, XP_033333349.1, XP_033333668.1, XP_033333667.1, XP_033333670.1		XP_031848640.1, XP_031848641.1						
N11.HOG0000243	OG0000024	n144													XP_033333672.1								
N11.HOG0000244	OG0000024	n155									XP_015436086.1												
N11.HOG0000245	OG0000024	n156									XP_015436085.1				XP_033333402.1								
N11.HOG0000246	OG0000025	n13													XP_033327378.1								
N11.HOG0000247	OG0000025	n21									XP_015428686.1				XP_033327383.1		XP_031829841.1						
N11.HOG0000248	OG0000025	n35									XP_015430246.1				XP_033338642.1		XP_031827213.1						
N11.HOG0000249	OG0000025	n134									XP_015428687.1				XP_033327291.1								
N11.HOG0000250	OG0000025	n135									XP_015428726.1				XP_033327295.1		XP_031829744.1, XP_031829801.1						
N11.HOG0000251	OG0000026	n60									XP_015429327.1												
N11.HOG0000252	OG0000026	n64													XP_033328398.1								
N11.HOG0000253	OG0000026	n89									XP_015434937.1, XP_015434582.1, XP_015437849.1				XP_033331624.1		XP_031837901.1						
N11.HOG0000254	OG0000026	n114									XP_015437429.1												
N11.HOG0000255	OG0000026	n147									XP_015430869.1												
N11.HOG0000256	OG0000027	n11									XP_015436531.1				XP_033335083.1		XP_031838473.1						
N11.HOG0000257	OG0000027	n62									XP_015431150.1				XP_033321516.1		XP_031838060.1						
N11.HOG0000258	OG0000027	n80									XP_015430887.1				XP_033337986.1		XP_031830114.1						
N11.HOG0000259	OG0000028	n8									XP_015428989.1				XP_033342116.1		XP_031843292.1						
N11.HOG0000260	OG0000028	n16									XP_015429021.1						XP_031847213.1						
N11.HOG0000261	OG0000028	n56													XP_033323605.1, XP_033323606.1								
N11.HOG0000262	OG0000028	n64									XP_015439748.1												
N11.HOG0000263	OG0000028	n135													XP_033322715.1		XP_031849129.1						
N11.HOG0000264	OG0000028	n137									XP_015434420.1						XP_031849130.1						
N11.HOG0000265	OG0000028	n138									XP_015432771.1				XP_033322612.1, XP_033322714.1		XP_031847689.1, XP_031847901.1						
N11.HOG0000266	OG0000029	n0									XP_015430594.1				XP_033340711.1		XP_031830799.1						
N11.HOG0000267	OG0000030	n5									XP_015431698.1				XP_033332359.1		XP_031846091.1						
N11.HOG0000268	OG0000030	n35									XP_015436516.1				XP_033340995.1		XP_031828400.1						
N11.HOG0000269	OG0000030	n38									XP_015438258.1												
N11.HOG0000270	OG0000030	n43									XP_015436977.1				XP_033328390.1								
N11.HOG0000271	OG0000030	n53									XP_015436608.1				XP_033328429.1, XP_033327890.1, XP_033328391.1		XP_031828014.1, XP_031828185.1, XP_031828186.1, XP_031828190.1						
N11.HOG0000272	OG0000030	n60									XP_015436620.1, XP_015436526.1												
N11.HOG0000273	OG0000030	n62									XP_015435553.1				XP_033328389.1, XP_033334723.1		XP_031828191.1, XP_031829085.1						
N11.HOG0000274	OG0000031	n74									XP_015438722.1												
N11.HOG0000275	OG0000031	n107									XP_015428709.1						XP_031841206.1						
N11.HOG0000276	OG0000031	n121															XP_031829397.1						
N11.HOG0000277	OG0000031	n129															XP_031842134.1						
N11.HOG0000278	OG0000031	n132															XP_031836242.1, XP_031836264.1						
N11.HOG0000279	OG0000032	n2									XP_015434749.1												
N11.HOG0000280	OG0000032	n25									XP_015434704.1				XP_033324523.1		XP_031849986.1						
N11.HOG0000281	OG0000032	n29									XP_015434703.1				XP_033324493.1		XP_031850071.1						
N11.HOG0000282	OG0000032	n45													XP_033341364.1		XP_031844815.1						
N11.HOG0000283	OG0000032	n56													XP_033340191.1, XP_033340178.1, XP_033341270.1, XP_033341293.1, XP_033341282.1		XP_031844747.1, XP_031844820.1						
N11.HOG0000284	OG0000032	n71													XP_033324439.1								
N11.HOG0000285	OG0000032	n86													XP_033340568.1								
N11.HOG0000286	OG0000032	n91									XP_015435639.1				XP_033323972.1, XP_033341389.1, XP_033341377.1		XP_031844816.1						
N11.HOG0000287	OG0000032	n105															XP_031846062.1						
N11.HOG0000288	OG0000032	n109									XP_015435593.1, XP_015435619.1												
N11.HOG0000289	OG0000032	n111															XP_031844854.1						
N11.HOG0000290	OG0000032	n114													XP_033340595.1, XP_033340580.1, XP_033331129.1, XP_033339844.1, XP_033340632.1, XP_033340605.1, XP_033340619.1		XP_031844857.1, XP_031844858.1, XP_031844859.1						
N11.HOG0000291	OG0000033	n15									XP_015436890.1				XP_033326685.1		XP_031842253.1						
N11.HOG0000292	OG0000033	n17									XP_015436892.1						XP_031842459.1						
N11.HOG0000293	OG0000033	n117									XP_015436992.1				XP_033326628.1		XP_031834401.1						
N11.HOG0000294	OG0000034	n4									XP_015435713.1				XP_033327710.1								
N11.HOG0000295	OG0000034	n15															XP_031831007.1						
N11.HOG0000296	OG0000034	n86															XP_031848981.1						
N11.HOG0000297	OG0000034	n104									XP_015430124.1				XP_033336526.1, XP_033321465.1, XP_033328733.1, XP_033338214.1		XP_031848932.1						
N11.HOG0000298	OG0000036	n2									XP_015437923.1				XP_033322343.1		XP_031844860.1						
N11.HOG0000299	OG0000036	n16									XP_015430801.1				XP_033327050.1		XP_031833332.1						
N11.HOG0000300	OG0000036	n48									XP_015436794.1				XP_033322848.1		XP_031848143.1						
N11.HOG0000301	OG0000036	n62									XP_015438692.1				XP_033330101.1		XP_031835042.1						
N11.HOG0000302	OG0000036	n76									XP_015439422.1				XP_033322375.1		XP_031842986.1						
N11.HOG0000303	OG0000036	n91													XP_033340658.1		XP_031825712.1						
N11.HOG0000304	OG0000036	n107									XP_015433215.1				XP_033327650.1		XP_031847407.1						
N11.HOG0000305	OG0000037	n2									XP_015429520.1				XP_033340088.1		XP_031842101.1						
N11.HOG0000306	OG0000037	n40									XP_015440180.1				XP_033339691.1		XP_031831862.1						
N11.HOG0000307	OG0000037	n56									XP_015438227.1				XP_033330269.1		XP_031828007.1						
